"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"2021-1","2410","V7R","March 31, 2021","VANCOUVER",10,10,1,0
"2021-1","2410","V3T","March 31, 2021","VANCOUVER",1462,12,121.833333333333,9.66666666666667
"2021-1","2410","V5J","March 31, 2021","VANCOUVER",14,14,1,0
"2021-1","2410","V6M","March 31, 2021","VANCOUVER",14,14,1,0
"2021-1","2410","V6Z","March 31, 2021","VANCOUVER",1114,5,222.8,40.8
"2021-1","2410",NA,"March 31, 2021","VANCOUVER",26643,5244,5.08066361556064,0.476544622425629
"2021-1","2410","V6B","March 31, 2021","VANCOUVER",94,2,47,27
"2021-1","2410","V4A","March 31, 2021","VANCOUVER",39,39,1,0
"2021-1","2410","V3W","March 31, 2021","VANCOUVER",3,3,1,0
"2021-1","2410","V7G","March 31, 2021","VANCOUVER",1,1,1,0
"2021-1","2410","V6Y","March 31, 2021","VANCOUVER",125,25,5,0.6
"2021-1","2410","V5P","March 31, 2021","VANCOUVER",52,27,1.92592592592593,0.185185185185185
"2021-1","2410","V7L","March 31, 2021","VANCOUVER",541,35,15.4571428571429,1.34285714285714
"2021-1","2410","V4M","March 31, 2021","VANCOUVER",125,13,9.61538461538461,0.307692307692308
"2021-1","2410","V3R","March 31, 2021","VANCOUVER",5,5,1,0
"2021-1","2410","V6E","March 31, 2021","VANCOUVER",217,3,72.3333333333333,13.6666666666667
"2021-1","2410","V0N","March 31, 2021","VANCOUVER",28,28,1,0
"2021-1","2410","V3H","March 31, 2021","VANCOUVER",704,14,50.2857142857143,3.14285714285714
"2021-1","2410","V6N","March 31, 2021","VANCOUVER",26,26,1,0
"2021-1","2410","V2Y","March 31, 2021","VANCOUVER",1072,35,30.6285714285714,1.68571428571429
"2021-1","2410","V6W","March 31, 2021","VANCOUVER",16,16,1,0
"2021-1","2410","V6V","March 31, 2021","VANCOUVER",41,7,5.85714285714286,0
"2021-1","2410","V5Y","March 31, 2021","VANCOUVER",931,17,54.7647058823529,6
"2021-2","2410","V5J","June 30, 2021","VANCOUVER",10,10,1,0
"2021-2","2410","V6C","June 30, 2021","VANCOUVER",20,1,20,19
"2021-2","2410","V3H","June 30, 2021","VANCOUVER",599,12,49.9166666666667,3.16666666666667
"2021-2","2410","V7T","June 30, 2021","VANCOUVER",207,7,29.5714285714286,7.28571428571429
"2021-2","2410","V5H","June 30, 2021","VANCOUVER",1587,11,144.272727272727,18.3636363636364
"2021-2","2410","V6Y","June 30, 2021","VANCOUVER",115,15,7.66666666666667,1
"2021-2","2410","V5Y","June 30, 2021","VANCOUVER",559,10,55.9,6.8
"2021-2","2410","V4E","June 30, 2021","VANCOUVER",2,2,1,0
"2021-2","2410","V5E","June 30, 2021","VANCOUVER",28,10,2.8,0
"2021-2","2410","V3C","June 30, 2021","VANCOUVER",219,2,109.5,6
"2021-2","2410","V7G","June 30, 2021","VANCOUVER",1,1,1,0
"2021-2","2410","V2Z","June 30, 2021","VANCOUVER",8,8,1,0
"2021-2","2410","V2Y","June 30, 2021","VANCOUVER",754,27,27.9259259259259,1.44444444444444
"2021-2","2410","V3K","June 30, 2021","VANCOUVER",266,3,88.6666666666667,11.3333333333333
"2021-2","2410","V6L","June 30, 2021","VANCOUVER",12,12,1,0
"2021-2","2410","V5T","June 30, 2021","VANCOUVER",3,3,1,0
"2021-2","2410","V7R","June 30, 2021","VANCOUVER",10,10,1,0
"2021-2","2410","V6A","June 30, 2021","VANCOUVER",313,5,62.6,6.4
"2021-2","2410","V7M","June 30, 2021","VANCOUVER",89,3,29.6666666666667,2
"2021-2","2410","V2X","June 30, 2021","VANCOUVER",202,3,67.3333333333333,5
"2021-2","2410","V6K","June 30, 2021","VANCOUVER",13,13,1,0
"2021-2","2410","V7W","June 30, 2021","VANCOUVER",165,11,15,3.54545454545455
"2021-2","2410","V5S","June 30, 2021","VANCOUVER",519,13,39.9230769230769,3.07692307692308
"2021-2","2410","V3S","June 30, 2021","VANCOUVER",28,22,1.27272727272727,0
"2021-2","2410","V3A","June 30, 2021","VANCOUVER",290,5,58,3
"2021-2","2410","V6W","June 30, 2021","VANCOUVER",16,16,1,0
"2021-2","2410","V5A","June 30, 2021","VANCOUVER",6,6,1,0
"2021-2","2410","V6X","June 30, 2021","VANCOUVER",1275,17,75,9.76470588235294
"2021-2","2410","V3W","June 30, 2021","VANCOUVER",2,2,1,0
"2021-2","2410","V4P","June 30, 2021","VANCOUVER",5,5,1,0
"2021-2","2410","V5B","June 30, 2021","VANCOUVER",413,17,24.2941176470588,3.41176470588235
"2021-2","2410","V5R","June 30, 2021","VANCOUVER",191,13,14.6923076923077,3.46153846153846
"2021-2","2410","V1M","June 30, 2021","VANCOUVER",5,5,1,0
"2021-2","2410","V3J","June 30, 2021","VANCOUVER",521,13,40.0769230769231,4.38461538461539
"2021-2","2410","V3Y","June 30, 2021","VANCOUVER",13,3,4.33333333333333,0
"2021-2","2410","V3X","June 30, 2021","VANCOUVER",14,14,1,0
"2021-2","2410","V4R","June 30, 2021","VANCOUVER",5,5,1,0
"2021-2","2410","V4W","June 30, 2021","VANCOUVER",3,3,1,0
"2021-2","2410","V6Z","June 30, 2021","VANCOUVER",923,4,230.75,42.25
"2021-2","2410","V6E","June 30, 2021","VANCOUVER",217,3,72.3333333333333,13.6666666666667
"2021-2","2410","V4M","June 30, 2021","VANCOUVER",5,5,1,0
"2021-2","2410","V3L","June 30, 2021","VANCOUVER",5,5,1,0
"2021-2","2410","V4N","June 30, 2021","VANCOUVER",16,10,1.6,0
"2021-2","2410","V6G","June 30, 2021","VANCOUVER",319,2,159.5,32
"2021-2","2410","V7E","June 30, 2021","VANCOUVER",5,5,1,0
"2021-2","2410","V5N","June 30, 2021","VANCOUVER",2,1,2,0
"2021-2","2410","V6S","June 30, 2021","VANCOUVER",187,8,23.375,4
"2021-2","2410","V4L","June 30, 2021","VANCOUVER",1,1,1,0
"2021-2","2410",NA,"June 30, 2021","VANCOUVER",32826,5659,5.80067149673087,0.552217706308535
"2021-2","2410","V6N","June 30, 2021","VANCOUVER",17,17,1,0
"2021-2","2410","V7C","June 30, 2021","VANCOUVER",16,16,1,0
"2021-2","2410","V4A","June 30, 2021","VANCOUVER",26,26,1,0
"2021-2","2410","V3T","June 30, 2021","VANCOUVER",1180,9,131.111111111111,11
"2021-2","2410","V4K","June 30, 2021","VANCOUVER",1,1,1,0
"2021-2","2410","V3R","June 30, 2021","VANCOUVER",2,2,1,0
"2021-2","2410","V5G","June 30, 2021","VANCOUVER",8,1,8,0
"2021-2","2410","V7V","June 30, 2021","VANCOUVER",59,20,2.95,0.35
"2021-2","2410","V6M","June 30, 2021","VANCOUVER",12,12,1,0
"2021-2","2410","V7L","June 30, 2021","VANCOUVER",380,27,14.0740740740741,1.51851851851852
"2021-2","2410","V2W","June 30, 2021","VANCOUVER",8,8,1,0
"2021-2","2410","V7J","June 30, 2021","VANCOUVER",717,7,102.428571428571,11.4285714285714
"2021-2","2410","V5Z","June 30, 2021","VANCOUVER",92,12,7.66666666666667,1
"2021-2","2410","V6T","June 30, 2021","VANCOUVER",6,6,1,0
"2021-2","2410","V3V","June 30, 2021","VANCOUVER",241,10,24.1,1.2
"2021-2","2410","V5M","June 30, 2021","VANCOUVER",20,18,1.11111111111111,0
"2021-2","2410","V6R","June 30, 2021","VANCOUVER",17,17,1,0
"2021-2","2410","V4B","June 30, 2021","VANCOUVER",17,17,1,0
"2021-2","2410","V6H","June 30, 2021","VANCOUVER",41,6,6.83333333333333,0.666666666666667
"2021-2","2410","V7A","June 30, 2021","VANCOUVER",30,30,1,0
"2021-2","2410","V7S","June 30, 2021","VANCOUVER",100,60,1.66666666666667,0.1
"2021-2","2410","V5V","June 30, 2021","VANCOUVER",11,9,1.22222222222222,0.333333333333333
"2021-2","2410","V5C","June 30, 2021","VANCOUVER",1817,10,181.7,21.9
"2021-2","2410","V6P","June 30, 2021","VANCOUVER",461,29,15.8965517241379,2.75862068965517
"2021-2","2410","V6J","June 30, 2021","VANCOUVER",20,17,1.17647058823529,0.235294117647059
"2021-2","2410","V5X","June 30, 2021","VANCOUVER",31,11,2.81818181818182,0.363636363636364
"2021-2","2410","V3E","June 30, 2021","VANCOUVER",4,4,1,0
"2021-2","2410","V3N","June 30, 2021","VANCOUVER",93,3,31,2
"2021-2","2410","V5P","June 30, 2021","VANCOUVER",17,16,1.0625,0
"2021-2","2410","V5K","June 30, 2021","VANCOUVER",9,9,1,0
"2021-2","2410","V5W","June 30, 2021","VANCOUVER",139,12,11.5833333333333,1.91666666666667
"2021-2","2410","V3M","June 30, 2021","VANCOUVER",10,9,1.11111111111111,0
"2021-2","2410","V0N","June 30, 2021","VANCOUVER",20,20,1,0
"2021-3","2410","V4M","September 30, 2021","VANCOUVER",3,3,1,0
"2021-3","2410","V1M","September 30, 2021","VANCOUVER",5,5,1,0
"2021-3","2410","V5K","September 30, 2021","VANCOUVER",4,4,1,0
"2021-3","2410","V3X","September 30, 2021","VANCOUVER",11,11,1,0
"2021-3","2410","V6A","September 30, 2021","VANCOUVER",63,1,63,7
"2021-3","2410","V7T","September 30, 2021","VANCOUVER",207,7,29.5714285714286,7.28571428571429
"2021-3","2410","V4K","September 30, 2021","VANCOUVER",1,1,1,0
"2021-3","2410","V5E","September 30, 2021","VANCOUVER",27,9,3,0
"2021-3","2410","V6X","September 30, 2021","VANCOUVER",690,7,98.5714285714286,8
"2021-3","2410","V6Z","September 30, 2021","VANCOUVER",580,2,290,47.5
"2021-3","2410","V2Z","September 30, 2021","VANCOUVER",3,3,1,0
"2021-3","2410","V3A","September 30, 2021","VANCOUVER",130,1,130,4
"2021-3","2410","V4B","September 30, 2021","VANCOUVER",17,17,1,0
"2021-3","2410","V5X","September 30, 2021","VANCOUVER",26,6,4.33333333333333,0.666666666666667
"2021-3","2410","V5B","September 30, 2021","VANCOUVER",11,11,1,0
"2021-3","2410","V7S","September 30, 2021","VANCOUVER",91,51,1.7843137254902,0.117647058823529
"2021-3","2410","V2W","September 30, 2021","VANCOUVER",4,4,1,0
"2021-3","2410","V7A","September 30, 2021","VANCOUVER",24,24,1,0
"2021-3","2410",NA,"September 30, 2021","VANCOUVER",35190,5984,5.88068181818182,0.570855614973262
"2021-3","2410","V6K","September 30, 2021","VANCOUVER",11,11,1,0
"2021-3","2410","V6H","September 30, 2021","VANCOUVER",39,4,9.75,1
"2021-3","2410","V3H","September 30, 2021","VANCOUVER",457,11,41.5454545454545,2.90909090909091
"2021-3","2410","V4R","September 30, 2021","VANCOUVER",5,5,1,0
"2021-3","2410","V5Z","September 30, 2021","VANCOUVER",90,10,9,1.2
"2021-3","2410","V5S","September 30, 2021","VANCOUVER",329,6,54.8333333333333,4.33333333333333
"2021-3","2410","V3W","September 30, 2021","VANCOUVER",2,2,1,0
"2021-3","2410","V3M","September 30, 2021","VANCOUVER",7,7,1,0
"2021-3","2410","V6C","September 30, 2021","VANCOUVER",20,1,20,19
"2021-3","2410","V3E","September 30, 2021","VANCOUVER",4,4,1,0
"2021-3","2410","V6M","September 30, 2021","VANCOUVER",12,12,1,0
"2021-3","2410","V4A","September 30, 2021","VANCOUVER",22,22,1,0
"2021-3","2410","V6L","September 30, 2021","VANCOUVER",9,9,1,0
"2021-3","2410","V4W","September 30, 2021","VANCOUVER",3,3,1,0
"2021-3","2410","V3J","September 30, 2021","VANCOUVER",341,6,56.8333333333333,4.83333333333333
"2021-3","2410","V5A","September 30, 2021","VANCOUVER",2,2,1,0
"2021-3","2410","V6R","September 30, 2021","VANCOUVER",11,11,1,0
"2021-3","2410","V6J","September 30, 2021","VANCOUVER",12,12,1,0
"2021-3","2410","V5W","September 30, 2021","VANCOUVER",61,9,6.77777777777778,0.888888888888889
"2021-3","2410","V6P","September 30, 2021","VANCOUVER",456,24,19,3.33333333333333
"2021-3","2410","V7L","September 30, 2021","VANCOUVER",82,16,5.125,0.375
"2021-3","2410","V3N","September 30, 2021","VANCOUVER",2,2,1,0
"2021-3","2410","V5H","September 30, 2021","VANCOUVER",1587,11,144.272727272727,18.3636363636364
"2021-3","2410","V6W","September 30, 2021","VANCOUVER",13,13,1,0
"2021-3","2410","V5M","September 30, 2021","VANCOUVER",17,15,1.13333333333333,0
"2021-3","2410","V2X","September 30, 2021","VANCOUVER",94,1,94,6
"2021-3","2410","V3L","September 30, 2021","VANCOUVER",4,4,1,0
"2021-3","2410","V5T","September 30, 2021","VANCOUVER",2,2,1,0
"2021-3","2410","V4P","September 30, 2021","VANCOUVER",4,4,1,0
"2021-3","2410","V5C","September 30, 2021","VANCOUVER",1674,6,279,32.6666666666667
"2021-3","2410","V4N","September 30, 2021","VANCOUVER",8,8,1,0
"2021-3","2410","V5R","September 30, 2021","VANCOUVER",43,4,10.75,3
"2021-3","2410","V7J","September 30, 2021","VANCOUVER",600,3,200,25
"2021-3","2410","V6N","September 30, 2021","VANCOUVER",13,13,1,0
"2021-3","2410","V7C","September 30, 2021","VANCOUVER",13,13,1,0
"2021-3","2410","V5G","September 30, 2021","VANCOUVER",8,1,8,0
"2021-3","2410","V0N","September 30, 2021","VANCOUVER",18,18,1,0
"2021-3","2410","V3Y","September 30, 2021","VANCOUVER",3,1,3,0
"2021-3","2410","V3S","September 30, 2021","VANCOUVER",23,17,1.35294117647059,0
"2021-3","2410","V7V","September 30, 2021","VANCOUVER",9,9,1,0
"2021-3","2410","V7R","September 30, 2021","VANCOUVER",6,6,1,0
"2021-3","2410","V2Y","September 30, 2021","VANCOUVER",519,24,21.625,0.916666666666667
"2021-3","2410","V5J","September 30, 2021","VANCOUVER",6,6,1,0
"2021-3","2410","V6S","September 30, 2021","VANCOUVER",187,8,23.375,4
"2021-3","2410","V7W","September 30, 2021","VANCOUVER",163,10,16.3,3.9
"2021-3","2410","V5V","September 30, 2021","VANCOUVER",11,9,1.22222222222222,0.333333333333333
"2021-3","2410","V5Y","September 30, 2021","VANCOUVER",167,8,20.875,5.25
"2021-3","2410","V4L","September 30, 2021","VANCOUVER",1,1,1,0
"2021-3","2410","V3T","September 30, 2021","VANCOUVER",877,8,109.625,8.125
"2021-3","2410","V6T","September 30, 2021","VANCOUVER",5,5,1,0
"2021-3","2410","V3V","September 30, 2021","VANCOUVER",131,6,21.8333333333333,1
"2021-3","2410","V6G","September 30, 2021","VANCOUVER",319,2,159.5,32
"2021-3","2410","V6Y","September 30, 2021","VANCOUVER",112,12,9.33333333333333,1.25
"2021-3","2410","V5P","September 30, 2021","VANCOUVER",16,15,1.06666666666667,0
"2021-3","2410","V7E","September 30, 2021","VANCOUVER",5,5,1,0
"2021-3","2410","V3R","September 30, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V5S","December 31, 2021","VANCOUVER",1,1,1,0
"2021-4","2410","V5Z","December 31, 2021","VANCOUVER",10,7,1.42857142857143,0
"2021-4","2410","V2Y","December 31, 2021","VANCOUVER",407,12,33.9166666666667,1.41666666666667
"2021-4","2410","V5A","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V3J","December 31, 2021","VANCOUVER",341,6,56.8333333333333,4.83333333333333
"2021-4","2410","V3S","December 31, 2021","VANCOUVER",11,11,1,0
"2021-4","2410","V6Z","December 31, 2021","VANCOUVER",580,2,290,47.5
"2021-4","2410","V6X","December 31, 2021","VANCOUVER",273,4,68.25,7.5
"2021-4","2410","V3M","December 31, 2021","VANCOUVER",1,1,1,0
"2021-4","2410","V7C","December 31, 2021","VANCOUVER",9,9,1,0
"2021-4","2410","V1M","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V6G","December 31, 2021","VANCOUVER",191,1,191,43
"2021-4","2410","V4W","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V5P","December 31, 2021","VANCOUVER",12,11,1.09090909090909,0
"2021-4","2410","V6Y","December 31, 2021","VANCOUVER",108,8,13.5,1.875
"2021-4","2410","V7S","December 31, 2021","VANCOUVER",80,40,2,0.15
"2021-4","2410","V7R","December 31, 2021","VANCOUVER",1,1,1,0
"2021-4","2410","V3X","December 31, 2021","VANCOUVER",6,6,1,0
"2021-4","2410","V4P","December 31, 2021","VANCOUVER",1,1,1,0
"2021-4","2410","V2Z","December 31, 2021","VANCOUVER",1,1,1,0
"2021-4","2410","V3T","December 31, 2021","VANCOUVER",808,5,161.6,11.8
"2021-4","2410","V5E","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V6H","December 31, 2021","VANCOUVER",38,3,12.6666666666667,1.33333333333333
"2021-4","2410","V5M","December 31, 2021","VANCOUVER",5,5,1,0
"2021-4","2410","V6T","December 31, 2021","VANCOUVER",5,5,1,0
"2021-4","2410","V3H","December 31, 2021","VANCOUVER",226,8,28.25,3.25
"2021-4","2410","V4A","December 31, 2021","VANCOUVER",12,12,1,0
"2021-4","2410","V6J","December 31, 2021","VANCOUVER",7,7,1,0
"2021-4","2410","V7V","December 31, 2021","VANCOUVER",8,8,1,0
"2021-4","2410",NA,"December 31, 2021","VANCOUVER",37745,5911,6.38555236000677,0.628150905092201
"2021-4","2410","V6P","December 31, 2021","VANCOUVER",453,21,21.5714285714286,3.80952380952381
"2021-4","2410","V5Y","December 31, 2021","VANCOUVER",5,3,1.66666666666667,2
"2021-4","2410","V3W","December 31, 2021","VANCOUVER",1,1,1,0
"2021-4","2410","V7E","December 31, 2021","VANCOUVER",4,4,1,0
"2021-4","2410","V0N","December 31, 2021","VANCOUVER",17,17,1,0
"2021-4","2410","V3V","December 31, 2021","VANCOUVER",129,4,32.25,1.5
"2021-4","2410","V6M","December 31, 2021","VANCOUVER",8,8,1,0
"2021-4","2410","V3Y","December 31, 2021","VANCOUVER",3,1,3,0
"2021-4","2410","V6L","December 31, 2021","VANCOUVER",9,9,1,0
"2021-4","2410","V3E","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V4B","December 31, 2021","VANCOUVER",11,11,1,0
"2021-4","2410","V3R","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V6C","December 31, 2021","VANCOUVER",20,1,20,19
"2021-4","2410","V5R","December 31, 2021","VANCOUVER",43,4,10.75,3
"2021-4","2410","V6K","December 31, 2021","VANCOUVER",3,3,1,0
"2021-4","2410","V5V","December 31, 2021","VANCOUVER",5,5,1,0
"2021-4","2410","V5T","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V4N","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V5J","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V7A","December 31, 2021","VANCOUVER",16,16,1,0
"2021-4","2410","V7J","December 31, 2021","VANCOUVER",600,3,200,25
"2021-4","2410","V2W","December 31, 2021","VANCOUVER",2,2,1,0
"2021-4","2410","V5W","December 31, 2021","VANCOUVER",57,5,11.4,1.6
"2021-4","2410","V5C","December 31, 2021","VANCOUVER",1392,3,464,51.3333333333333
"2021-4","2410","V6W","December 31, 2021","VANCOUVER",12,12,1,0
"2021-4","2410","V7W","December 31, 2021","VANCOUVER",161,8,20.125,4.875
"2021-4","2410","V4R","December 31, 2021","VANCOUVER",1,1,1,0
"2021-4","2410","V5X","December 31, 2021","VANCOUVER",24,4,6,1
"2021-4","2410","V5K","December 31, 2021","VANCOUVER",3,3,1,0
"2021-4","2410","V7T","December 31, 2021","VANCOUVER",207,7,29.5714285714286,7.28571428571429
"2021-4","2410","V6R","December 31, 2021","VANCOUVER",6,6,1,0
"2021-4","2410","V6N","December 31, 2021","VANCOUVER",10,10,1,0
"2021-4","2410","V6S","December 31, 2021","VANCOUVER",100,6,16.6666666666667,1
"2021-4","2410","V7L","December 31, 2021","VANCOUVER",78,12,6.5,0.5
"2021-4","2410","V5H","December 31, 2021","VANCOUVER",749,6,124.833333333333,15.5
"2021-4","2410","V5B","December 31, 2021","VANCOUVER",8,8,1,0
"2022-1","2410","V3Y","March 31, 2022","VANCOUVER",3,1,3,0
"2022-1","2410",NA,"March 31, 2022","VANCOUVER",38155,6089,6.26621776974873,0.615864674002299
"2022-1","2410","V6G","March 31, 2022","VANCOUVER",191,1,191,43
"2022-1","2410","V5T","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V2Z","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V7A","March 31, 2022","VANCOUVER",14,14,1,0
"2022-1","2410","V3X","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V5C","March 31, 2022","VANCOUVER",1392,3,464,51.3333333333333
"2022-1","2410","V2W","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V3S","March 31, 2022","VANCOUVER",11,11,1,0
"2022-1","2410","V5Y","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V3V","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V6N","March 31, 2022","VANCOUVER",10,10,1,0
"2022-1","2410","V3H","March 31, 2022","VANCOUVER",226,8,28.25,3.25
"2022-1","2410","V5R","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V6M","March 31, 2022","VANCOUVER",6,6,1,0
"2022-1","2410","V3W","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V5A","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V5W","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V6K","March 31, 2022","VANCOUVER",3,3,1,0
"2022-1","2410","V7R","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V5Z","March 31, 2022","VANCOUVER",5,5,1,0
"2022-1","2410","V7S","March 31, 2022","VANCOUVER",70,31,2.25806451612903,0.193548387096774
"2022-1","2410","V5X","March 31, 2022","VANCOUVER",21,1,21,4
"2022-1","2410","V7J","March 31, 2022","VANCOUVER",600,3,200,25
"2022-1","2410","V5P","March 31, 2022","VANCOUVER",12,11,1.09090909090909,0
"2022-1","2410","V6J","March 31, 2022","VANCOUVER",6,6,1,0
"2022-1","2410","V6R","March 31, 2022","VANCOUVER",5,5,1,0
"2022-1","2410","V6X","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V7T","March 31, 2022","VANCOUVER",207,7,29.5714285714286,7.28571428571429
"2022-1","2410","V7E","March 31, 2022","VANCOUVER",3,3,1,0
"2022-1","2410","V5J","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V5S","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V7V","March 31, 2022","VANCOUVER",6,6,1,0
"2022-1","2410","V7W","March 31, 2022","VANCOUVER",98,7,14,3.85714285714286
"2022-1","2410","V6W","March 31, 2022","VANCOUVER",11,11,1,0
"2022-1","2410","V6C","March 31, 2022","VANCOUVER",20,1,20,19
"2022-1","2410","V6L","March 31, 2022","VANCOUVER",7,7,1,0
"2022-1","2410","V4N","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V4A","March 31, 2022","VANCOUVER",8,8,1,0
"2022-1","2410","V5V","March 31, 2022","VANCOUVER",5,5,1,0
"2022-1","2410","V5E","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V5K","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V3J","March 31, 2022","VANCOUVER",341,6,56.8333333333333,4.83333333333333
"2022-1","2410","V7L","March 31, 2022","VANCOUVER",100,14,7.14285714285714,0.428571428571429
"2022-1","2410","V3E","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V6H","March 31, 2022","VANCOUVER",38,3,12.6666666666667,1.33333333333333
"2022-1","2410","V4W","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V6T","March 31, 2022","VANCOUVER",5,5,1,0
"2022-1","2410","V6S","March 31, 2022","VANCOUVER",100,6,16.6666666666667,1
"2022-1","2410","V3T","March 31, 2022","VANCOUVER",808,5,161.6,11.8
"2022-1","2410","V6Y","March 31, 2022","VANCOUVER",108,8,13.5,1.875
"2022-1","2410","V5H","March 31, 2022","VANCOUVER",325,5,65,8.2
"2022-1","2410","V1M","March 31, 2022","VANCOUVER",2,2,1,0
"2022-1","2410","V4B","March 31, 2022","VANCOUVER",5,5,1,0
"2022-1","2410","V6P","March 31, 2022","VANCOUVER",453,21,21.5714285714286,3.80952380952381
"2022-1","2410","V5B","March 31, 2022","VANCOUVER",8,8,1,0
"2022-1","2410","V0N","March 31, 2022","VANCOUVER",7,7,1,0
"2022-1","2410","V7C","March 31, 2022","VANCOUVER",9,9,1,0
"2022-1","2410","V4R","March 31, 2022","VANCOUVER",1,1,1,0
"2022-1","2410","V5M","March 31, 2022","VANCOUVER",5,5,1,0
"2022-1","2410","V2Y","March 31, 2022","VANCOUVER",315,5,63,2.4
"2022-2","2410","V2Z","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V5C","June 30, 2022","VANCOUVER",1392,3,464,51.3333333333333
"2022-2","2410","V7L","June 30, 2022","VANCOUVER",52,13,4,0
"2022-2","2410","V6C","June 30, 2022","VANCOUVER",20,1,20,19
"2022-2","2410","V6T","June 30, 2022","VANCOUVER",4,4,1,0
"2022-2","2410","V3E","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V6X","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V6H","June 30, 2022","VANCOUVER",38,3,12.6666666666667,1.33333333333333
"2022-2","2410","V6Y","June 30, 2022","VANCOUVER",7,7,1,0
"2022-2","2410","V3X","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V4A","June 30, 2022","VANCOUVER",5,5,1,0
"2022-2","2410","V5A","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V7J","June 30, 2022","VANCOUVER",274,1,274,32
"2022-2","2410","V5Y","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V6N","June 30, 2022","VANCOUVER",8,8,1,0
"2022-2","2410","V6W","June 30, 2022","VANCOUVER",6,6,1,0
"2022-2","2410","V2Y","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V7S","June 30, 2022","VANCOUVER",65,26,2.5,0.230769230769231
"2022-2","2410","V5V","June 30, 2022","VANCOUVER",3,3,1,0
"2022-2","2410","V5H","June 30, 2022","VANCOUVER",4,4,1,0
"2022-2","2410","V5Z","June 30, 2022","VANCOUVER",5,5,1,0
"2022-2","2410","V6M","June 30, 2022","VANCOUVER",6,6,1,0
"2022-2","2410","V6P","June 30, 2022","VANCOUVER",14,14,1,0
"2022-2","2410","V0N","June 30, 2022","VANCOUVER",7,7,1,0
"2022-2","2410","V7R","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V3S","June 30, 2022","VANCOUVER",9,9,1,0
"2022-2","2410","V5T","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V5P","June 30, 2022","VANCOUVER",12,11,1.09090909090909,0
"2022-2","2410","V4W","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V7W","June 30, 2022","VANCOUVER",3,2,1.5,0
"2022-2","2410","V6J","June 30, 2022","VANCOUVER",6,6,1,0
"2022-2","2410","V5K","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V2W","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V4R","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V5S","June 30, 2022","VANCOUVER",1,1,1,0
"2022-2","2410","V5E","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V3J","June 30, 2022","VANCOUVER",266,5,53.2,4.8
"2022-2","2410","V4N","June 30, 2022","VANCOUVER",3,3,1,0
"2022-2","2410","V7E","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V3V","June 30, 2022","VANCOUVER",2,2,1,0
"2022-2","2410","V4B","June 30, 2022","VANCOUVER",3,3,1,0
