"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"39860","2004-4","2410","V6Y","December 31, 2004","VANCOUVER",135,4,33.75,6
"39861","2004-4","2410","V7A","December 31, 2004","VANCOUVER",6,6,1,0
"39862","2004-4","2410","V7C","December 31, 2004","VANCOUVER",1,1,1,0
"39863","2004-4","2410","V7G","December 31, 2004","VANCOUVER",1,1,1,0
"39864","2004-4","2410","V7H","December 31, 2004","VANCOUVER",3,3,1,0
"39865","2004-4","2410","V7J","December 31, 2004","VANCOUVER",1,1,1,0
"39866","2004-4","2410","V7L","December 31, 2004","VANCOUVER",48,6,8,1
"39867","2004-4","2410","V7P","December 31, 2004","VANCOUVER",1,1,1,0
"39868","2004-4","2410","V7R","December 31, 2004","VANCOUVER",7,5,1.4,0
"39869","2004-4","2410","V7S","December 31, 2004","VANCOUVER",40,36,1.11111111111111,0
"39870","2004-4","2410","V7T","December 31, 2004","VANCOUVER",7,4,1.75,0
"39871","2004-4","2410","V7V","December 31, 2004","VANCOUVER",6,6,1,0
"39872","2004-4","2410","V7W","December 31, 2004","VANCOUVER",29,21,1.38095238095238,0
"39873","2004-4","2410","nan","December 31, 2004","VANCOUVER",15421,3641,4.23537489700632,0.475693490799231
"39874","2005-1","2410",NA,"March 31, 2005","VANCOUVER",1,1,1,0
"39875","2005-1","2410","V0N","March 31, 2005","VANCOUVER",32,32,1,0
"39876","2005-1","2410","V1M","March 31, 2005","VANCOUVER",2,2,1,0
"39877","2005-1","2410","V2X","March 31, 2005","VANCOUVER",6,6,1,0
"39878","2005-1","2410","V2Y","March 31, 2005","VANCOUVER",8,8,1,0
"39879","2005-1","2410","V2Z","March 31, 2005","VANCOUVER",3,3,1,0
"39880","2005-1","2410","V3A","March 31, 2005","VANCOUVER",10,10,1,0
"39881","2005-1","2410","V3B","March 31, 2005","VANCOUVER",2,1,2,2
"39882","2005-1","2410","V3C","March 31, 2005","VANCOUVER",18,8,2.25,0
"39883","2005-1","2410","V3E","March 31, 2005","VANCOUVER",2,1,2,2
"39884","2005-1","2410","V3H","March 31, 2005","VANCOUVER",178,6,29.6666666666667,4.5
"39885","2005-1","2410","V3J","March 31, 2005","VANCOUVER",5,5,1,0
"39886","2005-1","2410","V3K","March 31, 2005","VANCOUVER",3,2,1.5,1
"39887","2005-1","2410","V3L","March 31, 2005","VANCOUVER",1,1,1,0
"39888","2005-1","2410","V3M","March 31, 2005","VANCOUVER",248,19,13.0526315789474,2.89473684210526
"39889","2005-1","2410","V3N","March 31, 2005","VANCOUVER",6,6,1,0
"39890","2005-1","2410","V3R","March 31, 2005","VANCOUVER",1,1,1,0
"39891","2005-1","2410","V3S","March 31, 2005","VANCOUVER",20,16,1.25,0
"39892","2005-1","2410","V3V","March 31, 2005","VANCOUVER",1,1,1,0
"39893","2005-1","2410","V3W","March 31, 2005","VANCOUVER",9,5,1.8,0
"39894","2005-1","2410","V3X","March 31, 2005","VANCOUVER",21,21,1,0
"39895","2005-1","2410","V3Y","March 31, 2005","VANCOUVER",1,1,1,0
"39896","2005-1","2410","V4A","March 31, 2005","VANCOUVER",63,7,9,0.571428571428571
"39897","2005-1","2410","V4C","March 31, 2005","VANCOUVER",1,1,1,0
"39898","2005-1","2410","V4K","March 31, 2005","VANCOUVER",6,3,2,0
"39899","2005-1","2410","V4L","March 31, 2005","VANCOUVER",1,1,1,0
"39900","2005-1","2410","V4M","March 31, 2005","VANCOUVER",13,2,6.5,1.5
"39901","2005-1","2410","V4N","March 31, 2005","VANCOUVER",10,10,1,0
"39902","2005-1","2410","V4R","March 31, 2005","VANCOUVER",2,2,1,0
"39903","2005-1","2410","V4W","March 31, 2005","VANCOUVER",13,13,1,0
"39904","2005-1","2410","V5A","March 31, 2005","VANCOUVER",238,9,26.4444444444444,4.33333333333333
"39905","2005-1","2410","V5B","March 31, 2005","VANCOUVER",68,10,6.8,1
"39906","2005-1","2410","V5C","March 31, 2005","VANCOUVER",172,9,19.1111111111111,3.55555555555556
"39907","2005-1","2410","V5E","March 31, 2005","VANCOUVER",4,4,1,0
"39908","2005-1","2410","V5G","March 31, 2005","VANCOUVER",573,10,57.3,7.2
"39909","2005-1","2410","V5H","March 31, 2005","VANCOUVER",2,1,2,0
"39910","2005-1","2410","V5J","March 31, 2005","VANCOUVER",7,5,1.4,0
"39911","2005-1","2410","V5L","March 31, 2005","VANCOUVER",10,4,2.5,0.75
"39912","2005-1","2410","V5M","March 31, 2005","VANCOUVER",102,7,14.5714285714286,0.571428571428571
"39913","2005-1","2410","V5N","March 31, 2005","VANCOUVER",9,4,2.25,1
"39914","2005-1","2410","V5P","March 31, 2005","VANCOUVER",1,1,1,0
"39915","2005-1","2410","V5R","March 31, 2005","VANCOUVER",8,4,2,0.5
"39916","2005-1","2410","V5S","March 31, 2005","VANCOUVER",148,7,21.1428571428571,2.28571428571429
"39917","2005-1","2410","V5T","March 31, 2005","VANCOUVER",196,7,28,2.42857142857143
"39918","2005-1","2410","V5V","March 31, 2005","VANCOUVER",2,2,1,0
"39919","2005-1","2410","V5W","March 31, 2005","VANCOUVER",17,2,8.5,1
"39920","2005-1","2410","V5X","March 31, 2005","VANCOUVER",5,2,2.5,0
"39921","2005-1","2410","V5Y","March 31, 2005","VANCOUVER",160,7,22.8571428571429,3.85714285714286
"39922","2005-1","2410","V5Z","March 31, 2005","VANCOUVER",140,9,15.5555555555556,0.666666666666667
"39923","2005-1","2410","V6A","March 31, 2005","VANCOUVER",309,6,51.5,6.5
"39924","2005-1","2410","V6C","March 31, 2005","VANCOUVER",197,3,65.6666666666667,11.6666666666667
"39925","2005-1","2410","V6E","March 31, 2005","VANCOUVER",223,3,74.3333333333333,14.6666666666667
"39926","2005-1","2410","V6G","March 31, 2005","VANCOUVER",213,2,106.5,16.5
"39927","2005-1","2410","V6H","March 31, 2005","VANCOUVER",3,3,1,0
"39928","2005-1","2410","V6J","March 31, 2005","VANCOUVER",101,7,14.4285714285714,3.71428571428571
"39929","2005-1","2410","V6K","March 31, 2005","VANCOUVER",16,11,1.45454545454545,0
"39930","2005-1","2410","V6L","March 31, 2005","VANCOUVER",4,4,1,0
"39931","2005-1","2410","V6M","March 31, 2005","VANCOUVER",17,9,1.88888888888889,0
"39932","2005-1","2410","V6N","March 31, 2005","VANCOUVER",11,11,1,0
"39933","2005-1","2410","V6P","March 31, 2005","VANCOUVER",92,33,2.78787878787879,0.212121212121212
"39934","2005-1","2410","V6R","March 31, 2005","VANCOUVER",109,42,2.5952380952381,0.238095238095238
"39935","2005-1","2410","V6S","March 31, 2005","VANCOUVER",5,5,1,0
"39936","2005-1","2410","V6W","March 31, 2005","VANCOUVER",1,1,1,0
"39937","2005-1","2410","V6Y","March 31, 2005","VANCOUVER",319,9,35.4444444444444,4.66666666666667
"39938","2005-1","2410","V7A","March 31, 2005","VANCOUVER",6,6,1,0
"39939","2005-1","2410","V7C","March 31, 2005","VANCOUVER",2,2,1,0
"39940","2005-1","2410","V7G","March 31, 2005","VANCOUVER",1,1,1,0
"39941","2005-1","2410","V7H","March 31, 2005","VANCOUVER",6,6,1,0
"39942","2005-1","2410","V7J","March 31, 2005","VANCOUVER",1,1,1,0
"39943","2005-1","2410","V7L","March 31, 2005","VANCOUVER",49,7,7,0.857142857142857
"39944","2005-1","2410","V7M","March 31, 2005","VANCOUVER",1,1,1,0
"39945","2005-1","2410","V7P","March 31, 2005","VANCOUVER",1,1,1,0
"39946","2005-1","2410","V7R","March 31, 2005","VANCOUVER",33,22,1.5,0
"39947","2005-1","2410","V7S","March 31, 2005","VANCOUVER",49,45,1.08888888888889,0
"39948","2005-1","2410","V7T","March 31, 2005","VANCOUVER",9,6,1.5,0
"39949","2005-1","2410","V7V","March 31, 2005","VANCOUVER",9,9,1,0
"39950","2005-1","2410","V7W","March 31, 2005","VANCOUVER",29,21,1.38095238095238,0
"39951","2005-1","2410","nan","March 31, 2005","VANCOUVER",14458,3322,4.35219747140277,0.461167971101746
"39952","2005-2","2410","V0N","June 30, 2005","VANCOUVER",35,35,1,0
"39953","2005-2","2410","V1M","June 30, 2005","VANCOUVER",2,2,1,0
"39954","2005-2","2410","V2X","June 30, 2005","VANCOUVER",26,9,2.88888888888889,0.333333333333333
"39955","2005-2","2410","V2Y","June 30, 2005","VANCOUVER",8,8,1,0
"39956","2005-2","2410","V2Z","June 30, 2005","VANCOUVER",5,5,1,0
"39957","2005-2","2410","V3A","June 30, 2005","VANCOUVER",10,10,1,0
"39958","2005-2","2410","V3B","June 30, 2005","VANCOUVER",2,1,2,2
"39959","2005-2","2410","V3C","June 30, 2005","VANCOUVER",80,12,6.66666666666667,0.333333333333333
"39960","2005-2","2410","V3E","June 30, 2005","VANCOUVER",2,1,2,2
"39961","2005-2","2410","V3H","June 30, 2005","VANCOUVER",206,14,14.7142857142857,1.92857142857143
"39962","2005-2","2410","V3J","June 30, 2005","VANCOUVER",19,12,1.58333333333333,1.16666666666667
"39963","2005-2","2410","V3K","June 30, 2005","VANCOUVER",5,3,1.66666666666667,0.666666666666667
"39964","2005-2","2410","V3L","June 30, 2005","VANCOUVER",1,1,1,0
"39965","2005-2","2410","V3M","June 30, 2005","VANCOUVER",278,25,11.12,2.8
"39966","2005-2","2410","V3N","June 30, 2005","VANCOUVER",6,6,1,0
"39967","2005-2","2410","V3R","June 30, 2005","VANCOUVER",51,12,4.25,0
"39968","2005-2","2410","V3S","June 30, 2005","VANCOUVER",102,73,1.3972602739726,0
"39969","2005-2","2410","V3V","June 30, 2005","VANCOUVER",6,6,1,0
"39970","2005-2","2410","V3W","June 30, 2005","VANCOUVER",11,7,1.57142857142857,0
"39971","2005-2","2410","V3X","June 30, 2005","VANCOUVER",22,22,1,0
"39972","2005-2","2410","V3Y","June 30, 2005","VANCOUVER",1,1,1,0
"39973","2005-2","2410","V4A","June 30, 2005","VANCOUVER",76,20,3.8,0.2
"39974","2005-2","2410","V4B","June 30, 2005","VANCOUVER",4,4,1,0
"39975","2005-2","2410","V4C","June 30, 2005","VANCOUVER",3,3,1,0
"39976","2005-2","2410","V4K","June 30, 2005","VANCOUVER",16,8,2,0
"39977","2005-2","2410","V4L","June 30, 2005","VANCOUVER",1,1,1,0
"39978","2005-2","2410","V4M","June 30, 2005","VANCOUVER",14,3,4.66666666666667,1
"39979","2005-2","2410","V4N","June 30, 2005","VANCOUVER",18,18,1,0
"39980","2005-2","2410","V4R","June 30, 2005","VANCOUVER",2,2,1,0
"39981","2005-2","2410","V4W","June 30, 2005","VANCOUVER",13,13,1,0
"39982","2005-2","2410","V5A","June 30, 2005","VANCOUVER",522,14,37.2857142857143,7.42857142857143
"39983","2005-2","2410","V5B","June 30, 2005","VANCOUVER",71,13,5.46153846153846,0.769230769230769
"39984","2005-2","2410","V5C","June 30, 2005","VANCOUVER",172,9,19.1111111111111,3.55555555555556
"39985","2005-2","2410","V5E","June 30, 2005","VANCOUVER",4,4,1,0
"39986","2005-2","2410","V5G","June 30, 2005","VANCOUVER",585,11,53.1818181818182,6.81818181818182
"39987","2005-2","2410","V5H","June 30, 2005","VANCOUVER",2,1,2,0
"39988","2005-2","2410","V5J","June 30, 2005","VANCOUVER",7,5,1.4,0
"39989","2005-2","2410","V5K","June 30, 2005","VANCOUVER",2,2,1,0
"39990","2005-2","2410","V5L","June 30, 2005","VANCOUVER",42,13,3.23076923076923,0.230769230769231
"39991","2005-2","2410","V5M","June 30, 2005","VANCOUVER",110,15,7.33333333333333,0.266666666666667
"39992","2005-2","2410","V5N","June 30, 2005","VANCOUVER",51,10,5.1,1.6
"39993","2005-2","2410","V5P","June 30, 2005","VANCOUVER",1,1,1,0
"39994","2005-2","2410","V5R","June 30, 2005","VANCOUVER",20,13,1.53846153846154,0.153846153846154
"39995","2005-2","2410","V5S","June 30, 2005","VANCOUVER",227,15,15.1333333333333,1.53333333333333
"39996","2005-2","2410","V5T","June 30, 2005","VANCOUVER",213,11,19.3636363636364,1.54545454545455
"39997","2005-2","2410","V5V","June 30, 2005","VANCOUVER",5,4,1.25,0.5
"39998","2005-2","2410","V5W","June 30, 2005","VANCOUVER",19,4,4.75,0.5
"39999","2005-2","2410","V5X","June 30, 2005","VANCOUVER",15,4,3.75,0
"40000","2005-2","2410","V5Y","June 30, 2005","VANCOUVER",204,8,25.5,4.625
"40001","2005-2","2410","V5Z","June 30, 2005","VANCOUVER",221,14,15.7857142857143,0.928571428571429
"40002","2005-2","2410","V6A","June 30, 2005","VANCOUVER",309,6,51.5,6.5
"40003","2005-2","2410","V6C","June 30, 2005","VANCOUVER",197,3,65.6666666666667,11.6666666666667
"40004","2005-2","2410","V6E","June 30, 2005","VANCOUVER",439,4,109.75,19.5
"40005","2005-2","2410","V6G","June 30, 2005","VANCOUVER",285,4,71.25,15.25
"40006","2005-2","2410","V6H","June 30, 2005","VANCOUVER",5,5,1,0
"40007","2005-2","2410","V6J","June 30, 2005","VANCOUVER",143,10,14.3,2.9
"40008","2005-2","2410","V6K","June 30, 2005","VANCOUVER",34,19,1.78947368421053,0.368421052631579
"40009","2005-2","2410","V6L","June 30, 2005","VANCOUVER",7,7,1,0
"40010","2005-2","2410","V6M","June 30, 2005","VANCOUVER",21,13,1.61538461538462,0
"40011","2005-2","2410","V6N","June 30, 2005","VANCOUVER",15,15,1,0
"40012","2005-2","2410","V6P","June 30, 2005","VANCOUVER",108,47,2.29787234042553,0.148936170212766
"40013","2005-2","2410","V6R","June 30, 2005","VANCOUVER",119,52,2.28846153846154,0.192307692307692
"40014","2005-2","2410","V6S","June 30, 2005","VANCOUVER",9,9,1,0
"40015","2005-2","2410","V6W","June 30, 2005","VANCOUVER",1,1,1,0
"40016","2005-2","2410","V6Y","June 30, 2005","VANCOUVER",428,23,18.6086956521739,2
"40017","2005-2","2410","V7A","June 30, 2005","VANCOUVER",58,21,2.76190476190476,0.571428571428571
"40018","2005-2","2410","V7C","June 30, 2005","VANCOUVER",21,15,1.4,0
"40019","2005-2","2410","V7E","June 30, 2005","VANCOUVER",4,4,1,0
"40020","2005-2","2410","V7G","June 30, 2005","VANCOUVER",1,1,1,0
"40021","2005-2","2410","V7H","June 30, 2005","VANCOUVER",10,10,1,0
"40022","2005-2","2410","V7J","June 30, 2005","VANCOUVER",2,2,1,0
"40023","2005-2","2410","V7L","June 30, 2005","VANCOUVER",57,11,5.18181818181818,0.545454545454545
"40024","2005-2","2410","V7M","June 30, 2005","VANCOUVER",1,1,1,0
"40025","2005-2","2410","V7P","June 30, 2005","VANCOUVER",1,1,1,0
"40026","2005-2","2410","V7R","June 30, 2005","VANCOUVER",54,35,1.54285714285714,0
"40027","2005-2","2410","V7S","June 30, 2005","VANCOUVER",108,61,1.77049180327869,0.0655737704918033
"40028","2005-2","2410","V7T","June 30, 2005","VANCOUVER",63,15,4.2,0.266666666666667
"40029","2005-2","2410","V7V","June 30, 2005","VANCOUVER",21,21,1,0
"40030","2005-2","2410","V7W","June 30, 2005","VANCOUVER",31,22,1.40909090909091,0
"40031","2005-2","2410","nan","June 30, 2005","VANCOUVER",12289,3057,4.01995420346745,0.414131501472031
"40032","2005-3","2410",NA,"September 30, 2005","VANCOUVER",1,1,1,0
"40033","2005-3","2410","V0N","September 30, 2005","VANCOUVER",38,38,1,0
"40034","2005-3","2410","V1M","September 30, 2005","VANCOUVER",3,3,1,0
"40035","2005-3","2410","V2X","September 30, 2005","VANCOUVER",33,16,2.0625,0.1875
"40036","2005-3","2410","V2Y","September 30, 2005","VANCOUVER",8,8,1,0
"40037","2005-3","2410","V2Z","September 30, 2005","VANCOUVER",8,8,1,0
"40038","2005-3","2410","V3A","September 30, 2005","VANCOUVER",10,10,1,0
"40039","2005-3","2410","V3B","September 30, 2005","VANCOUVER",16,7,2.28571428571429,0.571428571428571
"40040","2005-3","2410","V3C","September 30, 2005","VANCOUVER",170,19,8.94736842105263,1.05263157894737
"40041","2005-3","2410","V3E","September 30, 2005","VANCOUVER",3,2,1.5,1
"40042","2005-3","2410","V3H","September 30, 2005","VANCOUVER",404,56,7.21428571428571,0.839285714285714
"40043","2005-3","2410","V3J","September 30, 2005","VANCOUVER",33,20,1.65,1.1
"40044","2005-3","2410","V3K","September 30, 2005","VANCOUVER",22,12,1.83333333333333,0.666666666666667
"40045","2005-3","2410","V3L","September 30, 2005","VANCOUVER",3,3,1,0
"40046","2005-3","2410","V3M","September 30, 2005","VANCOUVER",456,41,11.1219512195122,3.14634146341463
"40047","2005-3","2410","V3N","September 30, 2005","VANCOUVER",56,23,2.43478260869565,0.521739130434783
"40048","2005-3","2410","V3R","September 30, 2005","VANCOUVER",199,38,5.23684210526316,0.105263157894737
"40049","2005-3","2410","V3S","September 30, 2005","VANCOUVER",279,247,1.12955465587045,0
"40050","2005-3","2410","V3T","September 30, 2005","VANCOUVER",3,3,1,0
"40051","2005-3","2410","V3V","September 30, 2005","VANCOUVER",27,27,1,0
"40052","2005-3","2410","V3W","September 30, 2005","VANCOUVER",26,22,1.18181818181818,0
"40053","2005-3","2410","V3X","September 30, 2005","VANCOUVER",32,32,1,0
"40054","2005-3","2410","V3Y","September 30, 2005","VANCOUVER",1,1,1,0
"40055","2005-3","2410","V4A","September 30, 2005","VANCOUVER",89,33,2.6969696969697,0.121212121212121
"40056","2005-3","2410","V4B","September 30, 2005","VANCOUVER",8,8,1,0
"40057","2005-3","2410","V4C","September 30, 2005","VANCOUVER",15,15,1,0
"40058","2005-3","2410","V4K","September 30, 2005","VANCOUVER",36,21,1.71428571428571,0
"40059","2005-3","2410","V4L","September 30, 2005","VANCOUVER",36,4,9,0.75
"40060","2005-3","2410","V4M","September 30, 2005","VANCOUVER",16,5,3.2,0.4
"40061","2005-3","2410","V4N","September 30, 2005","VANCOUVER",78,66,1.18181818181818,0
"40062","2005-3","2410","V4R","September 30, 2005","VANCOUVER",2,2,1,0
"40063","2005-3","2410","V4W","September 30, 2005","VANCOUVER",20,20,1,0
"40064","2005-3","2410","V5A","September 30, 2005","VANCOUVER",651,37,17.5945945945946,4.54054054054054
"40065","2005-3","2410","V5B","September 30, 2005","VANCOUVER",85,25,3.4,0.8
"40066","2005-3","2410","V5C","September 30, 2005","VANCOUVER",217,20,10.85,1.6
"40067","2005-3","2410","V5E","September 30, 2005","VANCOUVER",15,12,1.25,0
"40068","2005-3","2410","V5G","September 30, 2005","VANCOUVER",1127,33,34.1515151515151,5.39393939393939
"40069","2005-3","2410","V5H","September 30, 2005","VANCOUVER",6,5,1.2,0
"40070","2005-3","2410","V5J","September 30, 2005","VANCOUVER",260,14,18.5714285714286,2.64285714285714
"40071","2005-3","2410","V5K","September 30, 2005","VANCOUVER",8,8,1,0
"40072","2005-3","2410","V5L","September 30, 2005","VANCOUVER",51,19,2.68421052631579,0.157894736842105
"40073","2005-3","2410","V5M","September 30, 2005","VANCOUVER",111,16,6.9375,0.25
"40074","2005-3","2410","V5N","September 30, 2005","VANCOUVER",63,18,3.5,0.888888888888889
"40075","2005-3","2410","V5P","September 30, 2005","VANCOUVER",1,1,1,0
"40076","2005-3","2410","V5R","September 30, 2005","VANCOUVER",40,30,1.33333333333333,0.0666666666666667
"40077","2005-3","2410","V5S","September 30, 2005","VANCOUVER",246,32,7.6875,0.84375
"40078","2005-3","2410","V5T","September 30, 2005","VANCOUVER",217,13,16.6923076923077,1.30769230769231
"40079","2005-3","2410","V5V","September 30, 2005","VANCOUVER",15,12,1.25,0.166666666666667
"40080","2005-3","2410","V5W","September 30, 2005","VANCOUVER",32,12,2.66666666666667,0.583333333333333
"40081","2005-3","2410","V5X","September 30, 2005","VANCOUVER",20,9,2.22222222222222,0
"40082","2005-3","2410","V5Y","September 30, 2005","VANCOUVER",227,13,17.4615384615385,2.84615384615385
"40083","2005-3","2410","V5Z","September 30, 2005","VANCOUVER",222,15,14.8,0.866666666666667
"40084","2005-3","2410","V6A","September 30, 2005","VANCOUVER",329,10,32.9,4.2
"40085","2005-3","2410","V6C","September 30, 2005","VANCOUVER",488,4,122,15.25
"40086","2005-3","2410","V6E","September 30, 2005","VANCOUVER",439,4,109.75,19.5
"40087","2005-3","2410","V6G","September 30, 2005","VANCOUVER",285,4,71.25,15.25
"40088","2005-3","2410","V6H","September 30, 2005","VANCOUVER",6,6,1,0
"40089","2005-3","2410","V6J","September 30, 2005","VANCOUVER",163,15,10.8666666666667,1.93333333333333
"40090","2005-3","2410","V6K","September 30, 2005","VANCOUVER",43,24,1.79166666666667,0.291666666666667
"40091","2005-3","2410","V6L","September 30, 2005","VANCOUVER",9,9,1,0
"40092","2005-3","2410","V6M","September 30, 2005","VANCOUVER",26,18,1.44444444444444,0
"40093","2005-3","2410","V6N","September 30, 2005","VANCOUVER",20,20,1,0
"40094","2005-3","2410","V6P","September 30, 2005","VANCOUVER",150,67,2.23880597014925,0.238805970149254
"40095","2005-3","2410","V6R","September 30, 2005","VANCOUVER",126,59,2.13559322033898,0.169491525423729
"40096","2005-3","2410","V6S","September 30, 2005","VANCOUVER",18,18,1,0
"40097","2005-3","2410","V6V","September 30, 2005","VANCOUVER",9,9,1,0
"40098","2005-3","2410","V6W","September 30, 2005","VANCOUVER",3,3,1,0
"40099","2005-3","2410","V6Y","September 30, 2005","VANCOUVER",470,44,10.6818181818182,1.04545454545455
"40100","2005-3","2410","V7A","September 30, 2005","VANCOUVER",94,39,2.41025641025641,0.461538461538462
"40101","2005-3","2410","V7C","September 30, 2005","VANCOUVER",37,29,1.27586206896552,0
"40102","2005-3","2410","V7E","September 30, 2005","VANCOUVER",11,11,1,0
"40103","2005-3","2410","V7G","September 30, 2005","VANCOUVER",2,2,1,0
"40104","2005-3","2410","V7H","September 30, 2005","VANCOUVER",13,13,1,0
"40105","2005-3","2410","V7J","September 30, 2005","VANCOUVER",2,2,1,0
"40106","2005-3","2410","V7K","September 30, 2005","VANCOUVER",18,7,2.57142857142857,0
"40107","2005-3","2410","V7L","September 30, 2005","VANCOUVER",77,24,3.20833333333333,0.5
"40108","2005-3","2410","V7M","September 30, 2005","VANCOUVER",9,5,1.8,1.6
"40109","2005-3","2410","V7P","September 30, 2005","VANCOUVER",5,5,1,0
"40110","2005-3","2410","V7R","September 30, 2005","VANCOUVER",60,41,1.46341463414634,0
"40111","2005-3","2410","V7S","September 30, 2005","VANCOUVER",133,86,1.54651162790698,0.0465116279069767
"40112","2005-3","2410","V7T","September 30, 2005","VANCOUVER",146,22,6.63636363636364,0.818181818181818
"40113","2005-3","2410","V7V","September 30, 2005","VANCOUVER",24,24,1,0
"40114","2005-3","2410","V7W","September 30, 2005","VANCOUVER",49,32,1.53125,0
"40115","2005-3","2410","nan","September 30, 2005","VANCOUVER",11314,2455,4.60855397148676,0.516496945010183
"40116","2005-4","2410",NA,"December 31, 2005","VANCOUVER",2,2,1,0
"40117","2005-4","2410","V0N","December 31, 2005","VANCOUVER",50,50,1,0
"40118","2005-4","2410","V1M","December 31, 2005","VANCOUVER",6,6,1,0
"40119","2005-4","2410","V2X","December 31, 2005","VANCOUVER",95,17,5.58823529411765,0.411764705882353
"40120","2005-4","2410","V2Y","December 31, 2005","VANCOUVER",8,8,1,0
"40121","2005-4","2410","V2Z","December 31, 2005","VANCOUVER",10,10,1,0
"40122","2005-4","2410","V3A","December 31, 2005","VANCOUVER",88,14,6.28571428571429,0.285714285714286
"40123","2005-4","2410","V3B","December 31, 2005","VANCOUVER",22,10,2.2,1
"40124","2005-4","2410","V3C","December 31, 2005","VANCOUVER",317,34,9.32352941176471,1
"40125","2005-4","2410","V3E","December 31, 2005","VANCOUVER",7,6,1.16666666666667,0.333333333333333
"40126","2005-4","2410","V3H","December 31, 2005","VANCOUVER",421,72,5.84722222222222,0.652777777777778
"40127","2005-4","2410","V3J","December 31, 2005","VANCOUVER",42,25,1.68,1.2
"40128","2005-4","2410","V3K","December 31, 2005","VANCOUVER",30,17,1.76470588235294,0.823529411764706
"40129","2005-4","2410","V3L","December 31, 2005","VANCOUVER",59,11,5.36363636363636,0.909090909090909
"40130","2005-4","2410","V3M","December 31, 2005","VANCOUVER",653,51,12.8039215686275,3.23529411764706
"40131","2005-4","2410","V3N","December 31, 2005","VANCOUVER",466,36,12.9444444444444,1.5
"40132","2005-4","2410","V3R","December 31, 2005","VANCOUVER",367,62,5.91935483870968,0.193548387096774
"40133","2005-4","2410","V3S","December 31, 2005","VANCOUVER",472,420,1.12380952380952,0
"40134","2005-4","2410","V3T","December 31, 2005","VANCOUVER",86,8,10.75,0.5
"40135","2005-4","2410","V3V","December 31, 2005","VANCOUVER",50,50,1,0
"40136","2005-4","2410","V3W","December 31, 2005","VANCOUVER",190,60,3.16666666666667,0.0666666666666667
"40137","2005-4","2410","V3X","December 31, 2005","VANCOUVER",41,41,1,0
"40138","2005-4","2410","V3Y","December 31, 2005","VANCOUVER",19,19,1,0
"40139","2005-4","2410","V4A","December 31, 2005","VANCOUVER",129,47,2.74468085106383,0.170212765957447
"40140","2005-4","2410","V4B","December 31, 2005","VANCOUVER",63,15,4.2,0.866666666666667
"40141","2005-4","2410","V4C","December 31, 2005","VANCOUVER",25,25,1,0
"40142","2005-4","2410","V4K","December 31, 2005","VANCOUVER",67,41,1.63414634146341,0
"40143","2005-4","2410","V4L","December 31, 2005","VANCOUVER",37,5,7.4,0.6
"40144","2005-4","2410","V4M","December 31, 2005","VANCOUVER",19,8,2.375,0.25
"40145","2005-4","2410","V4N","December 31, 2005","VANCOUVER",138,126,1.0952380952381,0
"40146","2005-4","2410","V4R","December 31, 2005","VANCOUVER",2,2,1,0
"40147","2005-4","2410","V4W","December 31, 2005","VANCOUVER",33,33,1,0
"40148","2005-4","2410","V5A","December 31, 2005","VANCOUVER",663,43,15.4186046511628,3.97674418604651
"40149","2005-4","2410","V5B","December 31, 2005","VANCOUVER",94,31,3.03225806451613,0.645161290322581
"40150","2005-4","2410","V5C","December 31, 2005","VANCOUVER",427,27,15.8148148148148,2.03703703703704
"40151","2005-4","2410","V5E","December 31, 2005","VANCOUVER",230,17,13.5294117647059,1.70588235294118
"40152","2005-4","2410","V5G","December 31, 2005","VANCOUVER",1145,45,25.4444444444444,3.95555555555556
"40153","2005-4","2410","V5H","December 31, 2005","VANCOUVER",14,7,2,0
"40154","2005-4","2410","V5J","December 31, 2005","VANCOUVER",266,19,14,1.94736842105263
"40155","2005-4","2410","V5K","December 31, 2005","VANCOUVER",21,18,1.16666666666667,0.111111111111111
"40156","2005-4","2410","V5L","December 31, 2005","VANCOUVER",51,19,2.68421052631579,0.157894736842105
"40157","2005-4","2410","V5M","December 31, 2005","VANCOUVER",137,41,3.34146341463415,0.0975609756097561
"40158","2005-4","2410","V5N","December 31, 2005","VANCOUVER",79,22,3.59090909090909,0.727272727272727
"40159","2005-4","2410","V5P","December 31, 2005","VANCOUVER",1,1,1,0
"40160","2005-4","2410","V5R","December 31, 2005","VANCOUVER",47,37,1.27027027027027,0.0540540540540541
"40161","2005-4","2410","V5S","December 31, 2005","VANCOUVER",246,32,7.6875,0.84375
"40162","2005-4","2410","V5T","December 31, 2005","VANCOUVER",217,13,16.6923076923077,1.30769230769231
"40163","2005-4","2410","V5V","December 31, 2005","VANCOUVER",224,16,14,1.3125
"40164","2005-4","2410","V5W","December 31, 2005","VANCOUVER",55,31,1.7741935483871,0.290322580645161
"40165","2005-4","2410","V5X","December 31, 2005","VANCOUVER",37,24,1.54166666666667,0
"40166","2005-4","2410","V5Y","December 31, 2005","VANCOUVER",262,14,18.7142857142857,3.14285714285714
"40167","2005-4","2410","V5Z","December 31, 2005","VANCOUVER",222,15,14.8,0.866666666666667
"40168","2005-4","2410","V6A","December 31, 2005","VANCOUVER",329,10,32.9,4.2
"40169","2005-4","2410","V6C","December 31, 2005","VANCOUVER",488,4,122,15.25
