"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount"
"2018-1","0340","T9E","March 31, 2018","EDMONTON",72,NA,NA,61,1.18032786885246,0
"2018-1","2410","V3R","March 31, 2018","VANCOUVER",16,12,4,16,1,0
"2018-1","1400","G0S","March 31, 2018","QUÉBEC",3,NA,NA,3,1,0
"2018-1","2270","L7A","March 31, 2018","TORONTO",200,NA,NA,123,1.6260162601626,0
"2018-1","2270","L9P","March 31, 2018","TORONTO",3,NA,NA,3,1,0
"2018-1","2270","M2P","March 31, 2018","TORONTO",4,NA,NA,4,1,0
"2018-1","1490","S4L","March 31, 2018","REGINA",3,NA,NA,3,1,0
"2018-1","2270","M4P","March 31, 2018","TORONTO",948,NA,NA,3,316,24.6666666666667
"2018-1","2410","V5X","March 31, 2018","VANCOUVER",67,54,13,57,1.17543859649123,0.087719298245614
"2018-1","2680","R3N","March 31, 2018","WINNIPEG",2,NA,NA,2,1,0
"2018-1","0610","L8K","March 31, 2018","HAMILTON",1,NA,NA,1,1,0
"2018-1","1060","J5Z","March 31, 2018","MONTRÉAL",23,NA,NA,8,2.875,1.375
"2018-1","2440","V8N","March 31, 2018","VICTORIA",7,4,3,7,1,0
"2018-1","1060","J5R","March 31, 2018","MONTRÉAL",98,NA,NA,15,6.53333333333333,0.533333333333333
"2018-1","2410","V7M","March 31, 2018","VANCOUVER",99,NA,NA,3,33,2
"2018-1","0580","B3K","March 31, 2018","HALIFAX",2,NA,NA,1,2,0
"2018-1","1060","J4K","March 31, 2018","MONTRÉAL",44,NA,NA,9,4.88888888888889,1.88888888888889
"2018-1","2680","R3X","March 31, 2018","WINNIPEG",56,NA,NA,56,1,0
"2018-1","0610","L8E","March 31, 2018","HAMILTON",43,NA,NA,9,4.77777777777778,0
"2018-1","0610","L8W","March 31, 2018","HAMILTON",1,NA,NA,1,1,0
"2018-1","2270","M1T","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","2270","M2L","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","0340","T5V","March 31, 2018","EDMONTON",91,NA,NA,67,1.35820895522388,0
"2018-1","1060","H3X","March 31, 2018","MONTRÉAL",141,NA,NA,2,70.5,5
"2018-1","1400","G3K","March 31, 2018","QUÉBEC",32,NA,NA,12,2.66666666666667,0.25
"2018-1","1700","S7S","March 31, 2018","SASKATOON",16,NA,NA,15,1.06666666666667,0
"2018-1","2270","L4C","March 31, 2018","TORONTO",76,NA,NA,40,1.9,0
"2018-1","2410","V1M","March 31, 2018","VANCOUVER",19,13,6,19,1,0
"2018-1","1060","J0N","March 31, 2018","MONTRÉAL",57,NA,NA,40,1.425,0.3
"2018-1","1400","G3A","March 31, 2018","QUÉBEC",2,NA,NA,1,2,0
"2018-1","1490","S4P","March 31, 2018","REGINA",22,NA,NA,12,1.83333333333333,0
"2018-1","2270","L6J","March 31, 2018","TORONTO",33,NA,NA,11,3,0.818181818181818
"2018-1","1400","G2G","March 31, 2018","QUÉBEC",11,NA,NA,5,2.2,0
"2018-1","0140","T3B","March 31, 2018","CALGARY",32,NA,NA,26,1.23076923076923,0
"2018-1","0140","T3Z","March 31, 2018","CALGARY",34,32,2,32,1.0625,0
"2018-1","1060","H2C","March 31, 2018","MONTRÉAL",40,NA,NA,1,40,3
"2018-1","1265","K2A","March 31, 2018","OTTAWA",11,NA,NA,6,1.83333333333333,0.333333333333333
"2018-1","2410","V4R","March 31, 2018","VANCOUVER",29,25,4,20,1.45,0
"2018-1","2440","V8L","March 31, 2018","VICTORIA",37,36,1,19,1.94736842105263,0.210526315789474
"2018-1","0140","T3N","March 31, 2018","CALGARY",234,NA,NA,135,1.73333333333333,0.103703703703704
"2018-1","1400","G0A","March 31, 2018","QUÉBEC",27,NA,NA,24,1.125,0
"2018-1","2270","L9W","March 31, 2018","TORONTO",45,NA,NA,12,3.75,0.25
"2018-1","0340","T0G","March 31, 2018","EDMONTON",7,NA,NA,7,1,0
"2018-1","2410","V5Y","March 31, 2018","VANCOUVER",149,148,1,9,16.5555555555556,2
"2018-1","1490","S4V","March 31, 2018","REGINA",202,199,3,60,3.36666666666667,0.166666666666667
"2018-1","2270","M2K","March 31, 2018","TORONTO",597,NA,NA,4,149.25,11
"2018-1","2410","V7J","March 31, 2018","VANCOUVER",249,247,2,8,31.125,4.375
"2018-1","2440","V8V","March 31, 2018","VICTORIA",2,1,1,2,1,0
"2018-1","0610","L7M","March 31, 2018","HAMILTON",55,NA,NA,55,1,0
"2018-1","1060","H7T","March 31, 2018","MONTRÉAL",4,NA,NA,4,1,0
"2018-1","1400","G6C","March 31, 2018","QUÉBEC",9,NA,NA,7,1.28571428571429,0
"2018-1","2270","L4E","March 31, 2018","TORONTO",96,NA,NA,62,1.54838709677419,0
"2018-1","2270","M6N","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","1060","J3B","March 31, 2018","MONTRÉAL",19,NA,NA,8,2.375,0.875
"2018-1","1400","G6W","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0
"2018-1","0140","T2H","March 31, 2018","CALGARY",2,NA,NA,1,2,0
"2018-1","0140","T3J","March 31, 2018","CALGARY",5,NA,NA,5,1,0
"2018-1","2410","V6H","March 31, 2018","VANCOUVER",5,4,1,5,1,0
"2018-1","2440","V8S","March 31, 2018","VICTORIA",19,16,3,19,1,0
"2018-1","0140","T3G","March 31, 2018","CALGARY",6,NA,NA,6,1,0
"2018-1","1060","J5K","March 31, 2018","MONTRÉAL",5,4,1,5,1,0
"2018-1","1400","G2A","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0
"2018-1","2410","V3M","March 31, 2018","VANCOUVER",18,10,8,17,1.05882352941176,0
"2018-1","0340","T6V","March 31, 2018","EDMONTON",6,NA,NA,2,3,0
"2018-1","0340","T8N","March 31, 2018","EDMONTON",62,61,1,52,1.19230769230769,0
"2018-1","2270","M3C","March 31, 2018","TORONTO",3,NA,NA,3,1,0
"2018-1","2270","M4N","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","0340","T5L","March 31, 2018","EDMONTON",2,NA,NA,1,2,0
"2018-1","1060","J5X","March 31, 2018","MONTRÉAL",5,NA,NA,2,2.5,1
"2018-1","2270","L6R","March 31, 2018","TORONTO",177,NA,NA,11,16.0909090909091,3
"2018-1","1060","H1X","March 31, 2018","MONTRÉAL",40,NA,NA,1,40,3
"2018-1","0340","T6W","March 31, 2018","EDMONTON",497,487,10,335,1.48358208955224,0.0208955223880597
"2018-1","1060","J5C","March 31, 2018","MONTRÉAL",12,NA,NA,2,6,3
"2018-1","2270","L1Y","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","2270","L6E","March 31, 2018","TORONTO",7,NA,NA,1,7,0
"2018-1","2680","R3C","March 31, 2018","WINNIPEG",23,NA,NA,21,1.0952380952381,0.142857142857143
"2018-1","2680","R3Y","March 31, 2018","WINNIPEG",385,NA,NA,118,3.26271186440678,0.135593220338983
"2018-1","0340","T5H","March 31, 2018","EDMONTON",10,8,2,6,1.66666666666667,0
"2018-1","0580","B3H","March 31, 2018","HALIFAX",78,NA,NA,2,39,4.5
"2018-1","0580","B3T","March 31, 2018","HALIFAX",7,NA,NA,4,1.75,0
"2018-1","2410","V7K","March 31, 2018","VANCOUVER",2,1,1,2,1,0
"2018-1","0610","L9K","March 31, 2018","HAMILTON",51,NA,NA,19,2.68421052631579,0
"2018-1","1060","H2L","March 31, 2018","MONTRÉAL",2,NA,NA,1,2,2
"2018-1","2270","L3Y","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","2440","V8R","March 31, 2018","VICTORIA",4,NA,NA,4,1,0
"2018-1","0610","L7S","March 31, 2018","HAMILTON",2,NA,NA,2,1,0
"2018-1","1060","H7W","March 31, 2018","MONTRÉAL",3,NA,NA,1,3,3
"2018-1","1265","K1L","March 31, 2018","OTTAWA",10,NA,NA,2,5,1.5
"2018-1","1060","J7N","March 31, 2018","MONTRÉAL",124,122,2,38,3.26315789473684,1.02631578947368
"2018-1","0340","T7X","March 31, 2018","EDMONTON",63,NA,NA,48,1.3125,0
"2018-1","1060","J6A","March 31, 2018","MONTRÉAL",6,NA,NA,1,6,3
"2018-1","2270","L7K","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","2440","V9A","March 31, 2018","VICTORIA",7,NA,NA,6,1.16666666666667,0
"2018-1","0340","T5M","March 31, 2018","EDMONTON",23,NA,NA,20,1.15,0
"2018-1","1060","J7H","March 31, 2018","MONTRÉAL",189,NA,NA,4,47.25,4
"2018-1","2270","M6H","March 31, 2018","TORONTO",32,NA,NA,4,8,0
"2018-1","0140","T0M","March 31, 2018","CALGARY",117,114,3,101,1.15841584158416,0.0594059405940594
"2018-1","2270","M4R","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","0610","L8N","March 31, 2018","HAMILTON",56,NA,NA,3,18.6666666666667,2
"2018-1","0610","L9H","March 31, 2018","HAMILTON",27,NA,NA,10,2.7,0
"2018-1","1060","H7M","March 31, 2018","MONTRÉAL",1,NA,NA,1,1,0
"2018-1","1060","J7T","March 31, 2018","MONTRÉAL",47,NA,NA,23,2.04347826086957,0.260869565217391
"2018-1","1060","J7Y","March 31, 2018","MONTRÉAL",1,NA,NA,1,1,0
"2018-1","2410","V5H","March 31, 2018","VANCOUVER",11,8,3,9,1.22222222222222,0
"2018-1","2270","M1B","March 31, 2018","TORONTO",4,NA,NA,4,1,0
"2018-1","2410","V6G","March 31, 2018","VANCOUVER",400,NA,NA,3,133.333333333333,23
"2018-1","1700","S0K","March 31, 2018","SASKATOON",18,NA,NA,18,1,0
"2018-1","0580","B4E","March 31, 2018","HALIFAX",5,NA,NA,3,1.66666666666667,0
"2018-1","0610","L8J","March 31, 2018","HAMILTON",55,NA,NA,11,5,0
"2018-1","1700","S7W","March 31, 2018","SASKATOON",1,NA,NA,1,1,0
"2018-1","2270","M2J","March 31, 2018","TORONTO",1247,NA,NA,4,311.75,26.5
"2018-1","0140","T1Y","March 31, 2018","CALGARY",4,NA,NA,1,4,0
"2018-1","0140","T2J","March 31, 2018","CALGARY",32,NA,NA,32,1,0
"2018-1","1060","H4A","March 31, 2018","MONTRÉAL",11,NA,NA,1,11,3
"2018-1","1060","J3H","March 31, 2018","MONTRÉAL",2,NA,NA,2,1,0
"2018-1","1060","J7P","March 31, 2018","MONTRÉAL",6,NA,NA,1,6,2
"2018-1","2270","L3P","March 31, 2018","TORONTO",7,NA,NA,6,1.16666666666667,0
"2018-1","0140","T2S","March 31, 2018","CALGARY",4,NA,NA,4,1,0
"2018-1","2270","M4B","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","2270","M6J","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","1060","H7R","March 31, 2018","MONTRÉAL",48,NA,NA,9,5.33333333333333,1.55555555555556
"2018-1","0610","L7R","March 31, 2018","HAMILTON",2,NA,NA,2,1,0
"2018-1","1060","H8N","March 31, 2018","MONTRÉAL",6,NA,NA,3,2,0
"2018-1","1265","K1W","March 31, 2018","OTTAWA",18,NA,NA,13,1.38461538461538,0
"2018-1","1400","G1P","March 31, 2018","QUÉBEC",8,NA,NA,1,8,3
"2018-1","2270","L6C","March 31, 2018","TORONTO",262,NA,NA,2,131,0
"2018-1","2270","L6L","March 31, 2018","TORONTO",24,NA,NA,24,1,0
"2018-1","0140","T2T","March 31, 2018","CALGARY",16,NA,NA,12,1.33333333333333,0
"2018-1","0140","T4A","March 31, 2018","CALGARY",29,NA,NA,24,1.20833333333333,0
"2018-1","1265","K0A","March 31, 2018","OTTAWA",72,NA,NA,47,1.53191489361702,0
"2018-1","2270","M2H","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","2270","M5T","March 31, 2018","TORONTO",189,NA,NA,1,189,14
"2018-1","2270","M6P","March 31, 2018","TORONTO",9,NA,NA,1,9,0
"2018-1","2410","V3N","March 31, 2018","VANCOUVER",6,3,3,6,1,0
"2018-1","0140","T2N","March 31, 2018","CALGARY",133,NA,NA,21,6.33333333333333,0.238095238095238
"2018-1","0580","B2Z","March 31, 2018","HALIFAX",3,NA,NA,3,1,0
"2018-1","2410","V5V","March 31, 2018","VANCOUVER",92,81,11,40,2.3,0.2
"2018-1","1400","G0R","March 31, 2018","QUÉBEC",2,NA,NA,2,1,0
"2018-1","2270","L1V","March 31, 2018","TORONTO",114,NA,NA,23,4.95652173913043,0.391304347826087
"2018-1","0340","T0E","March 31, 2018","EDMONTON",10,NA,NA,10,1,0
"2018-1","0610","L7N","March 31, 2018","HAMILTON",1,NA,NA,1,1,0
"2018-1","0340","T6E","March 31, 2018","EDMONTON",14,12,2,12,1.16666666666667,0
"2018-1","1400","G3C","March 31, 2018","QUÉBEC",30,NA,NA,19,1.57894736842105,0
"2018-1","2270","M1K","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","2680","R3E","March 31, 2018","WINNIPEG",1,NA,NA,1,1,0
"2018-1","0340","T6G","March 31, 2018","EDMONTON",22,21,1,17,1.29411764705882,0.117647058823529
"2018-1","2270","L0P","March 31, 2018","TORONTO",4,NA,NA,4,1,0
"2018-1","2680","R3P","March 31, 2018","WINNIPEG",9,NA,NA,4,2.25,1.5
"2018-1","1060","H3E","March 31, 2018","MONTRÉAL",2,NA,NA,1,2,0
"2018-1","1265","K1R","March 31, 2018","OTTAWA",16,NA,NA,1,16,3
"2018-1","1400","G1N","March 31, 2018","QUÉBEC",3,NA,NA,1,3,0
"2018-1","2410","V2Y","March 31, 2018","VANCOUVER",225,212,13,47,4.78723404255319,0.25531914893617
"2018-1","2680","R2C","March 31, 2018","WINNIPEG",3,NA,NA,3,1,0
"2018-1","0340","T5B","March 31, 2018","EDMONTON",8,7,1,7,1.14285714285714,0
"2018-1","2270","L4P","March 31, 2018","TORONTO",10,NA,NA,10,1,0
"2018-1","2270","M8X","March 31, 2018","TORONTO",3,NA,NA,3,1,0
"2018-1","1060","J6Y","March 31, 2018","MONTRÉAL",13,NA,NA,4,3.25,0
"2018-1","2680","R4L","March 31, 2018","WINNIPEG",2,NA,NA,2,1,0
"2018-1","1060","H4G","March 31, 2018","MONTRÉAL",1,NA,NA,1,1,0
"2018-1","1060","J7X","March 31, 2018","MONTRÉAL",9,NA,NA,2,4.5,1
"2018-1","2270","L4S","March 31, 2018","TORONTO",5,NA,NA,1,5,0
"2018-1","2270","M1M","March 31, 2018","TORONTO",6,NA,NA,6,1,0
"2018-1","2410","V3X","March 31, 2018","VANCOUVER",78,68,10,45,1.73333333333333,0
"2018-1","1060","J7J","March 31, 2018","MONTRÉAL",78,75,3,33,2.36363636363636,0.212121212121212
"2018-1","1265","K2J","March 31, 2018","OTTAWA",39,NA,NA,33,1.18181818181818,0
"2018-1","0340","T8A","March 31, 2018","EDMONTON",63,NA,NA,2,31.5,2
"2018-1","1060","H7X","March 31, 2018","MONTRÉAL",3,NA,NA,3,1,0
"2018-1","1265","K4K","March 31, 2018","OTTAWA",23,NA,NA,20,1.15,0
"2018-1","2270","L5G","March 31, 2018","TORONTO",27,NA,NA,8,3.375,0.375
"2018-1","2410","V5A","March 31, 2018","VANCOUVER",6,3,3,6,1,0
"2018-1","2680","R3M","March 31, 2018","WINNIPEG",2,NA,NA,2,1,0
"2018-1","0340","T0C","March 31, 2018","EDMONTON",7,NA,NA,7,1,0
"2018-1","2270","L6Y","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","0340","T5Y","March 31, 2018","EDMONTON",102,100,2,78,1.30769230769231,0
"2018-1","1265","K4M","March 31, 2018","OTTAWA",19,NA,NA,18,1.05555555555556,0
"2018-1","2680","R2J","March 31, 2018","WINNIPEG",43,NA,NA,5,8.6,0.8
"2018-1","2680","R2M","March 31, 2018","WINNIPEG",21,13,8,21,1,0
"2018-1","2270","L6P","March 31, 2018","TORONTO",33,NA,NA,28,1.17857142857143,0
"2018-1","1060","J7V","March 31, 2018","MONTRÉAL",51,NA,NA,17,3,0.411764705882353
"2018-1","1265","K1S","March 31, 2018","OTTAWA",4,NA,NA,3,1.33333333333333,0
"2018-1","2270","L6K","March 31, 2018","TORONTO",6,NA,NA,6,1,0
"2018-1","2410","V7V","March 31, 2018","VANCOUVER",36,NA,NA,2,18,8
"2018-1","2270","M4T","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","2270","M6S","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","1400","G1L","March 31, 2018","QUÉBEC",35,NA,NA,2,17.5,3.5
"2018-1","2270","M1E","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","2270","M6G","March 31, 2018","TORONTO",2,NA,NA,1,2,0
"2018-1","2440","V8P","March 31, 2018","VICTORIA",1,NA,NA,1,1,0
"2018-1","1490","S4T","March 31, 2018","REGINA",227,222,5,40,5.675,0.275
"2018-1","2410","V7E","March 31, 2018","VANCOUVER",54,53,1,23,2.34782608695652,0.130434782608696
"2018-1","0340","T5A","March 31, 2018","EDMONTON",5,3,2,5,1,0
"2018-1","0340","T6T","March 31, 2018","EDMONTON",110,107,3,81,1.35802469135802,0
"2018-1","0340","T8T","March 31, 2018","EDMONTON",3,NA,NA,2,1.5,0
"2018-1","1060","H9C","March 31, 2018","MONTRÉAL",3,NA,NA,3,1,0
"2018-1","1265","K1H","March 31, 2018","OTTAWA",2,NA,NA,2,1,0
"2018-1","0140","T2X","March 31, 2018","CALGARY",133,NA,NA,86,1.54651162790698,0
"2018-1","1060","J7C","March 31, 2018","MONTRÉAL",41,NA,NA,19,2.15789473684211,0.315789473684211
"2018-1","0340","T6C","March 31, 2018","EDMONTON",26,25,1,19,1.36842105263158,0
"2018-1","2270","L5A","March 31, 2018","TORONTO",5,NA,NA,5,1,0
"2018-1","2270","M6M","March 31, 2018","TORONTO",7,NA,NA,6,1.16666666666667,0
"2018-1","2410","V5G","March 31, 2018","VANCOUVER",8,5,3,7,1.14285714285714,0
"2018-1","2410","V7R","March 31, 2018","VANCOUVER",126,119,7,29,4.3448275862069,0.137931034482759
"2018-1","0340","T5X","March 31, 2018","EDMONTON",30,29,1,18,1.66666666666667,0
"2018-1","1060","H2R","March 31, 2018","MONTRÉAL",69,NA,NA,2,34.5,3
"2018-1","2270","L5H","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","0340","T5E","March 31, 2018","EDMONTON",14,NA,NA,8,1.75,0
"2018-1","1060","J6J","March 31, 2018","MONTRÉAL",1,NA,NA,1,1,0
"2018-1","1265","K2T","March 31, 2018","OTTAWA",14,NA,NA,1,14,3
"2018-1","0610","L7L","March 31, 2018","HAMILTON",52,NA,NA,1,52,10
"2018-1","1060","H7L","March 31, 2018","MONTRÉAL",37,NA,NA,8,4.625,1
"2018-1","0340","T8R","March 31, 2018","EDMONTON",4,NA,NA,4,1,0
"2018-1","1060","J2X","March 31, 2018","MONTRÉAL",18,NA,NA,5,3.6,1.6
"2018-1","1700","S7N","March 31, 2018","SASKATOON",4,NA,NA,4,1,0
"2018-1","2270","L3T","March 31, 2018","TORONTO",5,NA,NA,5,1,0
"2018-1","1060","H2H","March 31, 2018","MONTRÉAL",18,NA,NA,1,18,0
"2018-1","1265","K2L","March 31, 2018","OTTAWA",25,NA,NA,22,1.13636363636364,0
"2018-1","2270","L3X","March 31, 2018","TORONTO",61,NA,NA,39,1.56410256410256,0
"2018-1","2410","V5Z","March 31, 2018","VANCOUVER",34,32,2,7,4.85714285714286,0.571428571428571
"2018-1","2410","V6J","March 31, 2018","VANCOUVER",3,NA,NA,3,1,0
"2018-1","1400","G1J","March 31, 2018","QUÉBEC",3,NA,NA,1,3,3
"2018-1","1060","J6V","March 31, 2018","MONTRÉAL",2,1,1,2,1,0
"2018-1","1400","G2B","March 31, 2018","QUÉBEC",57,NA,NA,6,9.5,0.833333333333333
"2018-1","1400","G2M","March 31, 2018","QUÉBEC",10,NA,NA,7,1.42857142857143,0
"2018-1","1400","G6X","March 31, 2018","QUÉBEC",4,NA,NA,1,4,3
"2018-1","1060","J6Z","March 31, 2018","MONTRÉAL",17,NA,NA,4,4.25,0.75
"2018-1","2270","M6B","March 31, 2018","TORONTO",15,NA,NA,4,3.75,0
"2018-1","0140","T3P","March 31, 2018","CALGARY",100,NA,NA,80,1.25,0
"2018-1","0340","T0A","March 31, 2018","EDMONTON",5,NA,NA,5,1,0
"2018-1","0340","T6H","March 31, 2018","EDMONTON",8,6,2,7,1.14285714285714,0
"2018-1","1400","G6J","March 31, 2018","QUÉBEC",8,NA,NA,3,2.66666666666667,1
"2018-1","2270","L7G","March 31, 2018","TORONTO",69,NA,NA,69,1,0
"2018-1","2410","V6M","March 31, 2018","VANCOUVER",55,53,2,10,5.5,0.6
"2018-1","0340","T0B","March 31, 2018","EDMONTON",2,NA,NA,2,1,0
"2018-1","1400","G1W","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0
"2018-1","1400","G3G","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0
"2018-1","2270","L5W","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","2410","V2W","March 31, 2018","VANCOUVER",27,22,5,23,1.17391304347826,0
"2018-1","2410","V4N","March 31, 2018","VANCOUVER",184,164,20,58,3.17241379310345,0.0689655172413793
"2018-1","2440","V8Y","March 31, 2018","VICTORIA",2,NA,NA,2,1,0
"2018-1","0610","L9G","March 31, 2018","HAMILTON",12,NA,NA,12,1,0
"2018-1","1060","J5W","March 31, 2018","MONTRÉAL",17,NA,NA,5,3.4,0
"2018-1","2680","R3L","March 31, 2018","WINNIPEG",4,NA,NA,1,4,0
"2018-1","0340","T5G","March 31, 2018","EDMONTON",16,NA,NA,9,1.77777777777778,0
"2018-1","1265","K1Z","March 31, 2018","OTTAWA",7,NA,NA,4,1.75,0
"2018-1","1060","H7A","March 31, 2018","MONTRÉAL",6,NA,NA,1,6,0
"2018-1","1060","J5L","March 31, 2018","MONTRÉAL",19,17,2,12,1.58333333333333,0.25
"2018-1","1400","G1C","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0
"2018-1","2410","V4E","March 31, 2018","VANCOUVER",38,37,1,9,4.22222222222222,0
"2018-1","2680","R2K","March 31, 2018","WINNIPEG",6,5,1,5,1.2,0
"2018-1","2680","R2N","March 31, 2018","WINNIPEG",61,NA,NA,14,4.35714285714286,0.285714285714286
"2018-1","0340","T5T","March 31, 2018","EDMONTON",128,123,5,82,1.5609756097561,0
"2018-1","0340","T8E","March 31, 2018","EDMONTON",8,NA,NA,6,1.33333333333333,0
"2018-1","2410","V4L","March 31, 2018","VANCOUVER",3,NA,NA,3,1,0
"2018-1","1265","K4B","March 31, 2018","OTTAWA",1,NA,NA,1,1,0
"2018-1","2410","V5M","March 31, 2018","VANCOUVER",41,30,11,41,1,0
"2018-1","2270","M2N","March 31, 2018","TORONTO",16,NA,NA,12,1.33333333333333,0
"2018-1","2410","V2Z","March 31, 2018","VANCOUVER",20,15,5,20,1,0
"2018-1","0580","B3N","March 31, 2018","HALIFAX",3,NA,NA,2,1.5,0
"2018-1","1060","H2V","March 31, 2018","MONTRÉAL",1,NA,NA,1,1,0
"2018-1","2270","M9A","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","2410","V0N","March 31, 2018","VANCOUVER",10,NA,NA,10,1,0
"2018-1","1265","K1C","March 31, 2018","OTTAWA",2,NA,NA,2,1,0
"2018-1","2410","V6X","March 31, 2018","VANCOUVER",412,410,2,9,45.7777777777778,3.55555555555556
"2018-1","1490","S0G","March 31, 2018","REGINA",11,NA,NA,10,1.1,0
"2018-1","2410","V5T","March 31, 2018","VANCOUVER",7,NA,NA,3,2.33333333333333,0
"2018-1","1265","K1M","March 31, 2018","OTTAWA",1,NA,NA,1,1,0
"2018-1","2410","V6N","March 31, 2018","VANCOUVER",11,10,1,11,1,0
"2018-1","2680","R0A","March 31, 2018","WINNIPEG",1,NA,NA,1,1,0
"2018-1","1060","H9E","March 31, 2018","MONTRÉAL",3,NA,NA,3,1,0
"2018-1","2270","M4W","March 31, 2018","TORONTO",1,NA,NA,1,1,0
"2018-1","2680","R2W","March 31, 2018","WINNIPEG",10,NA,NA,7,1.42857142857143,0
"2018-1","2680","R3W","March 31, 2018","WINNIPEG",81,NA,NA,41,1.97560975609756,0.0975609756097561
"2018-1","1700","S7L","March 31, 2018","SASKATOON",12,NA,NA,10,1.2,0
"2018-1","2410","V6L","March 31, 2018","VANCOUVER",232,229,3,19,12.2105263157895,0.842105263157895
"2018-1","1060","H3S","March 31, 2018","MONTRÉAL",11,NA,NA,1,11,3
"2018-1","0580","B4G","March 31, 2018","HALIFAX",2,NA,NA,2,1,0
"2018-1","1400","G1V","March 31, 2018","QUÉBEC",161,NA,NA,1,161,6
"2018-1","2270","L1T","March 31, 2018","TORONTO",53,NA,NA,39,1.35897435897436,0
"2018-1","2410","V7P","March 31, 2018","VANCOUVER",485,482,3,15,32.3333333333333,2.86666666666667
"2018-1","2440","V8M","March 31, 2018","VICTORIA",4,NA,NA,4,1,0
"2018-1","0340","T7Y","March 31, 2018","EDMONTON",2,NA,NA,2,1,0
"2018-1","1060","J0V","March 31, 2018","MONTRÉAL",4,NA,NA,4,1,0
"2018-1","2270","M1N","March 31, 2018","TORONTO",3,NA,NA,3,1,0
"2018-1","2410","V6S","March 31, 2018","VANCOUVER",6,NA,NA,6,1,0
"2018-1","2680","R3R","March 31, 2018","WINNIPEG",19,NA,NA,19,1,0
"2018-1","2680","R4A","March 31, 2018","WINNIPEG",2,NA,NA,2,1,0
"2018-1","1060","H1C","March 31, 2018","MONTRÉAL",2,NA,NA,2,1,0
"2018-1","2270","L3Z","March 31, 2018","TORONTO",141,NA,NA,140,1.00714285714286,0
"2018-1","1060","H2S","March 31, 2018","MONTRÉAL",16,NA,NA,1,16,3
"2018-1","1400","G6K","March 31, 2018","QUÉBEC",2,NA,NA,1,2,0
"2018-1","2270","L0J","March 31, 2018","TORONTO",60,NA,NA,60,1,0
"2018-1","2270","L0E","March 31, 2018","TORONTO",7,NA,NA,7,1,0
"2018-1","2410","V7G","March 31, 2018","VANCOUVER",52,51,1,14,3.71428571428571,0
"2018-1","0340","T6X","March 31, 2018","EDMONTON",144,141,3,107,1.34579439252336,0
"2018-1","1060","H8P","March 31, 2018","MONTRÉAL",14,NA,NA,2,7,2.5
"2018-1","1265","K2C","March 31, 2018","OTTAWA",4,NA,NA,3,1.33333333333333,0
"2018-1","2410","V7A","March 31, 2018","VANCOUVER",59,51,8,28,2.10714285714286,0.107142857142857
"2018-1","2680","R0G","March 31, 2018","WINNIPEG",23,NA,NA,23,1,0
"2018-1","1060","H2J","March 31, 2018","MONTRÉAL",6,NA,NA,1,6,3
"2018-1","1060","J7E","March 31, 2018","MONTRÉAL",4,NA,NA,1,4,2
"2018-1","1060","J4M","March 31, 2018","MONTRÉAL",113,NA,NA,9,12.5555555555556,2.11111111111111
"2018-1","1400","G1T","March 31, 2018","QUÉBEC",3,NA,NA,3,1,0
"2018-1","2270","L4J","March 31, 2018","TORONTO",4,NA,NA,4,1,0
"2018-1","2270","L7E","March 31, 2018","TORONTO",2,NA,NA,2,1,0
"2018-1","0340","T5N","March 31, 2018","EDMONTON",21,20,1,17,1.23529411764706,0
"2018-1","2270","M6C","March 31, 2018","TORONTO",229,NA,NA,10,22.9,1.6
"2018-1","0140","T2M","March 31, 2018","CALGARY",86,85,1,14,6.14285714285714,0.285714285714286
"2018-1","0140","T3C","March 31, 2018","CALGARY",4,NA,NA,4,1,0
"2018-1","1265","K4R","March 31, 2018","OTTAWA",2,NA,NA,1,2,0
