"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount"
"2010-1","2410","nan","March 31, 2010","VANCOUVER",1244,NA,NA,515,2.41553398058252,0.423300970873786
"2010-1","2680","R3J","March 31, 2010","WINNIPEG",1,NA,NA,1,1,0
"2010-1","0140","T2G","March 31, 2010","CALGARY",2,NA,NA,2,1,0
"2010-1","1060","H2V","March 31, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-1","1060","J0L","March 31, 2010","MONTRÉAL",80,NA,NA,56,1.42857142857143,0.0892857142857143
"2010-1","1060","J3V","March 31, 2010","MONTRÉAL",54,NA,NA,4,13.5,0.75
"2010-1","1265","K4K","March 31, 2010","OTTAWA",20,NA,NA,13,1.53846153846154,0
"2010-1","2270","M9N","March 31, 2010","TORONTO",6,NA,NA,1,6,0
"2010-1","2410","V4C","March 31, 2010","VANCOUVER",47,NA,NA,30,1.56666666666667,0
"2010-1","2410","V4M","March 31, 2010","VANCOUVER",5,NA,NA,5,1,0
"2010-1","2410","V6K","March 31, 2010","VANCOUVER",33,NA,NA,8,4.125,1
"2010-1","1060","J4K","March 31, 2010","MONTRÉAL",7,NA,NA,1,7,3
"2010-1","1400","G1V","March 31, 2010","QUÉBEC",108,NA,NA,1,108,10
"2010-1","2270","L3X","March 31, 2010","TORONTO",13,NA,NA,13,1,0
"2010-1","1060","H2H","March 31, 2010","MONTRÉAL",8,NA,NA,1,8,0
"2010-1","1400","G6W","March 31, 2010","QUÉBEC",3,NA,NA,3,1,0
"2010-1","2270","M4T","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","2440","V9B","March 31, 2010","VICTORIA",167,NA,NA,102,1.63725490196078,0.0294117647058824
"2010-1","0340","T5N","March 31, 2010","EDMONTON",4,NA,NA,4,1,0
"2010-1","1060","J4Z","March 31, 2010","MONTRÉAL",12,NA,NA,5,2.4,1.4
"2010-1","1060","J5R","March 31, 2010","MONTRÉAL",37,NA,NA,25,1.48,0.4
"2010-1","1400","G6Z","March 31, 2010","QUÉBEC",73,NA,NA,65,1.12307692307692,0
"2010-1","2680","R0G","March 31, 2010","WINNIPEG",13,NA,NA,13,1,0
"2010-1","2680","R2C","March 31, 2010","WINNIPEG",41,NA,NA,34,1.20588235294118,0
"2010-1","2680","R2G","March 31, 2010","WINNIPEG",7,NA,NA,7,1,0
"2010-1","2270","L4L","March 31, 2010","TORONTO",9,NA,NA,1,9,0
"2010-1","2410","V5L","March 31, 2010","VANCOUVER",3,NA,NA,2,1.5,0
"2010-1","0610","L9B","March 31, 2010","HAMILTON",4,NA,NA,4,1,0
"2010-1","1060","H2L","March 31, 2010","MONTRÉAL",14,NA,NA,2,7,1
"2010-1","1060","J4M","March 31, 2010","MONTRÉAL",22,NA,NA,14,1.57142857142857,0.285714285714286
"2010-1","1400","G1J","March 31, 2010","QUÉBEC",3,NA,NA,1,3,3
"2010-1","2270","L5B","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","2270","L5H","March 31, 2010","TORONTO",3,NA,NA,3,1,0
"2010-1","2270","L7C","March 31, 2010","TORONTO",57,NA,NA,40,1.425,0
"2010-1","1400","G1N","March 31, 2010","QUÉBEC",16,NA,NA,2,8,2.5
"2010-1","2410","V3K","March 31, 2010","VANCOUVER",64,NA,NA,8,8,1.625
"2010-1","2440","V9C","March 31, 2010","VICTORIA",50,NA,NA,44,1.13636363636364,0
"2010-1","0340","T7Y","March 31, 2010","EDMONTON",2,NA,NA,2,1,0
"2010-1","2270","L5G","March 31, 2010","TORONTO",4,NA,NA,4,1,0
"2010-1","2270","L6Y","March 31, 2010","TORONTO",26,NA,NA,1,26,0
"2010-1","2270","M3A","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","2680","R2N","March 31, 2010","WINNIPEG",49,NA,NA,14,3.5,0
"2010-1","0580","B3V","March 31, 2010","HALIFAX",4,NA,NA,4,1,0
"2010-1","1700","S7N","March 31, 2010","SASKATOON",32,NA,NA,1,32,2
"2010-1","1060","H9H","March 31, 2010","MONTRÉAL",11,NA,NA,10,1.1,0
"2010-1","2270","L5N","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","0340","T0C","March 31, 2010","EDMONTON",7,NA,NA,7,1,0
"2010-1","0340","T5T","March 31, 2010","EDMONTON",1,NA,NA,1,1,0
"2010-1","2410","V3E","March 31, 2010","VANCOUVER",179,NA,NA,70,2.55714285714286,0.428571428571429
"2010-1","2410","V5B","March 31, 2010","VANCOUVER",12,NA,NA,8,1.5,0.375
"2010-1","0140","T2A","March 31, 2010","CALGARY",2,NA,NA,2,1,0
"2010-1","0140","T2Y","March 31, 2010","CALGARY",2,NA,NA,2,1,0
"2010-1","2410","V4K","March 31, 2010","VANCOUVER",12,NA,NA,11,1.09090909090909,0
"2010-1","0580","B3N","March 31, 2010","HALIFAX",4,NA,NA,3,1.33333333333333,0
"2010-1","1060","J5Z","March 31, 2010","MONTRÉAL",57,NA,NA,19,3,0.157894736842105
"2010-1","1060","J7T","March 31, 2010","MONTRÉAL",41,NA,NA,10,4.1,0
"2010-1","1400","G3E","March 31, 2010","QUÉBEC",4,NA,NA,4,1,0
"2010-1","2410","V3T","March 31, 2010","VANCOUVER",3,NA,NA,3,1,0
"2010-1","2440","V8L","March 31, 2010","VICTORIA",8,NA,NA,7,1.14285714285714,0
"2010-1","1060","H2W","March 31, 2010","MONTRÉAL",2,NA,NA,1,2,0
"2010-1","1060","J6R","March 31, 2010","MONTRÉAL",49,NA,NA,27,1.81481481481481,0.296296296296296
"2010-1","1265","nan","March 31, 2010","OTTAWA",568,NA,NA,317,1.79179810725552,0
"2010-1","1400","G2M","March 31, 2010","QUÉBEC",77,NA,NA,44,1.75,0.295454545454545
"2010-1","2270","M2M","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","2410","V3R","March 31, 2010","VANCOUVER",13,NA,NA,13,1,0
"2010-1","0340","T0A","March 31, 2010","EDMONTON",10,NA,NA,10,1,0
"2010-1","1060","H3Y","March 31, 2010","MONTRÉAL",2,NA,NA,2,1,0
"2010-1","2270","M5R","March 31, 2010","TORONTO",3,NA,NA,3,1,0
"2010-1","2680","R3S","March 31, 2010","WINNIPEG",1,NA,NA,1,1,0
"2010-1","1400","G2B","March 31, 2010","QUÉBEC",110,NA,NA,28,3.92857142857143,0.464285714285714
"2010-1","2270","M3H","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","1400","G2A","March 31, 2010","QUÉBEC",11,NA,NA,3,3.66666666666667,1.33333333333333
"2010-1","2410","V5X","March 31, 2010","VANCOUVER",12,NA,NA,10,1.2,0.4
"2010-1","2440","V8S","March 31, 2010","VICTORIA",27,NA,NA,18,1.5,0
"2010-1","0580","B2X","March 31, 2010","HALIFAX",4,NA,NA,4,1,0
"2010-1","1060","H1J","March 31, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-1","2270","M4B","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","2410","V7A","March 31, 2010","VANCOUVER",46,NA,NA,28,1.64285714285714,0.928571428571429
"2010-1","2270","M9R","March 31, 2010","TORONTO",2,NA,NA,2,1,0
"2010-1","1060","H4N","March 31, 2010","MONTRÉAL",223,NA,NA,2,111.5,7
"2010-1","2270","L5C","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","0140","T3E","March 31, 2010","CALGARY",29,NA,NA,15,1.93333333333333,0
"2010-1","0610","L8R","March 31, 2010","HAMILTON",132,NA,NA,2,66,0
"2010-1","1060","H9C","March 31, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-1","2680","R3K","March 31, 2010","WINNIPEG",1,NA,NA,1,1,0
"2010-1","0340","T6E","March 31, 2010","EDMONTON",3,NA,NA,3,1,0
"2010-1","0580","B4B","March 31, 2010","HALIFAX",14,NA,NA,14,1,0
"2010-1","2270","L6L","March 31, 2010","TORONTO",69,NA,NA,16,4.3125,0
"2010-1","2410","V6R","March 31, 2010","VANCOUVER",23,NA,NA,18,1.27777777777778,0
"2010-1","0580","B3G","March 31, 2010","HALIFAX",18,NA,NA,14,1.28571428571429,0
"2010-1","0580","B3Z","March 31, 2010","HALIFAX",12,NA,NA,12,1,0
"2010-1","1060","H2S","March 31, 2010","MONTRÉAL",11,NA,NA,2,5.5,3
"2010-1","2270","L9T","March 31, 2010","TORONTO",2,NA,NA,1,2,0
"2010-1","2270","L9W","March 31, 2010","TORONTO",31,NA,NA,24,1.29166666666667,0
"2010-1","2270","M6J","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","2680","R2M","March 31, 2010","WINNIPEG",4,NA,NA,4,1,0
"2010-1","1060","H1V","March 31, 2010","MONTRÉAL",8,NA,NA,1,8,0
"2010-1","0580","B3R","March 31, 2010","HALIFAX",3,NA,NA,3,1,0
"2010-1","1060","J5L","March 31, 2010","MONTRÉAL",78,NA,NA,49,1.59183673469388,0
"2010-1","1060","J7Y","March 31, 2010","MONTRÉAL",24,NA,NA,10,2.4,0.1
"2010-1","1265","K2K","March 31, 2010","OTTAWA",4,NA,NA,4,1,0
"2010-1","2270","M4J","March 31, 2010","TORONTO",4,NA,NA,3,1.33333333333333,0
"2010-1","2270","M8X","March 31, 2010","TORONTO",1,NA,NA,1,1,0
"2010-1","2410","V7H","March 31, 2010","VANCOUVER",1,NA,NA,1,1,0
"2010-1","0610","L9G","March 31, 2010","HAMILTON",37,NA,NA,37,1,0
"2010-1","1060","H1L","March 31, 2010","MONTRÉAL",50,NA,NA,7,7.14285714285714,2.28571428571429
"2010-1","1060","nan","March 31, 2010","MONTRÉAL",1597,NA,NA,528,3.02462121212121,0.244318181818182
"2010-1","1700","S7L","March 31, 2010","SASKATOON",43,NA,NA,43,1,0
"2010-1","2440","V9E","March 31, 2010","VICTORIA",50,NA,NA,5,10,0
"2010-1","0610","L7L","March 31, 2010","HAMILTON",3,NA,NA,1,3,0
"2010-1","1400","G2C","March 31, 2010","QUÉBEC",28,NA,NA,25,1.12,0.2
"2010-1","0580","B4A","March 31, 2010","HALIFAX",36,NA,NA,17,2.11764705882353,0
"2010-1","2270","M6K","March 31, 2010","TORONTO",6,NA,NA,2,3,0
"2010-1","2410","V2Z","March 31, 2010","VANCOUVER",10,NA,NA,8,1.25,0.5
"2010-1","1060","J6W","March 31, 2010","MONTRÉAL",3,NA,NA,2,1.5,0
"2010-1","2270","L5J","March 31, 2010","TORONTO",3,NA,NA,3,1,0
"2010-1","2410","V3C","March 31, 2010","VANCOUVER",1,NA,NA,1,1,0
"2010-1","2680","R2W","March 31, 2010","WINNIPEG",6,NA,NA,6,1,0
"2010-1","1060","H1B","March 31, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-1","0340","T5X","March 31, 2010","EDMONTON",11,NA,NA,3,3.66666666666667,0
"2010-1","1265","K2A","March 31, 2010","OTTAWA",2,NA,NA,2,1,0
"2010-1","1400","G2J","March 31, 2010","QUÉBEC",27,NA,NA,3,9,2
"2010-1","1400","G2N","March 31, 2010","QUÉBEC",10,NA,NA,9,1.11111111111111,0
"2010-1","2270","L1T","March 31, 2010","TORONTO",12,NA,NA,12,1,0
"2010-1","2270","L3R","March 31, 2010","TORONTO",4,NA,NA,4,1,0
"2010-1","2410","V2W","March 31, 2010","VANCOUVER",11,NA,NA,11,1,0
"2010-1","1060","H4E","March 31, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-1","1265","K1M","March 31, 2010","OTTAWA",1,NA,NA,1,1,0
"2010-1","1060","J7M","March 31, 2010","MONTRÉAL",48,NA,NA,28,1.71428571428571,0.178571428571429
"2010-1","1265","K2S","March 31, 2010","OTTAWA",8,NA,NA,8,1,0
"2010-1","2410","V3Y","March 31, 2010","VANCOUVER",2,NA,NA,2,1,0
"2010-1","0340","T5H","March 31, 2010","EDMONTON",6,NA,NA,6,1,0
"2010-1","1060","J7X","March 31, 2010","MONTRÉAL",22,NA,NA,5,4.4,0
"2010-1","1400","G0R","March 31, 2010","QUÉBEC",17,NA,NA,13,1.30769230769231,0
"2010-1","2410","V5V","March 31, 2010","VANCOUVER",76,NA,NA,3,25.3333333333333,2
"2010-2","0340","T8A","June 30, 2010","EDMONTON",23,NA,NA,23,1,0
"2010-2","1060","nan","June 30, 2010","MONTRÉAL",1677,NA,NA,818,2.05012224938875,0.134474327628362
"2010-2","1400","G6W","June 30, 2010","QUÉBEC",11,NA,NA,6,1.83333333333333,0
"2010-2","0140","T3E","June 30, 2010","CALGARY",13,NA,NA,10,1.3,0
"2010-2","2270","L3T","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2270","M8W","June 30, 2010","TORONTO",190,NA,NA,4,47.5,0
"2010-2","2270","L9R","June 30, 2010","TORONTO",9,NA,NA,9,1,0
"2010-2","0580","B3Z","June 30, 2010","HALIFAX",14,NA,NA,14,1,0
"2010-2","1060","H2W","June 30, 2010","MONTRÉAL",10,NA,NA,1,10,3
"2010-2","1265","K1V","June 30, 2010","OTTAWA",2,NA,NA,2,1,0
"2010-2","2410","V5J","June 30, 2010","VANCOUVER",84,NA,NA,12,7,0.416666666666667
"2010-2","0340","T5T","June 30, 2010","EDMONTON",2,NA,NA,2,1,0
"2010-2","1265","K1E","June 30, 2010","OTTAWA",12,NA,NA,3,4,0
"2010-2","0340","T6A","June 30, 2010","EDMONTON",3,NA,NA,1,3,0
"2010-2","1490","S4S","June 30, 2010","REGINA",5,NA,NA,2,2.5,0
"2010-2","2680","R3L","June 30, 2010","WINNIPEG",2,NA,NA,2,1,0
"2010-2","0340","T9E","June 30, 2010","EDMONTON",59,NA,NA,58,1.01724137931034,0
"2010-2","0580","B3J","June 30, 2010","HALIFAX",43,NA,NA,1,43,0
"2010-2","2270","L5T","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2410","V6P","June 30, 2010","VANCOUVER",27,NA,NA,22,1.22727272727273,0
"2010-2","2410","V7E","June 30, 2010","VANCOUVER",20,NA,NA,15,1.33333333333333,0.666666666666667
"2010-2","1265","K4B","June 30, 2010","OTTAWA",5,NA,NA,5,1,0
"2010-2","1400","G6K","June 30, 2010","QUÉBEC",35,NA,NA,31,1.12903225806452,0
"2010-2","2270","M4N","June 30, 2010","TORONTO",10,NA,NA,10,1,0
"2010-2","0580","B2W","June 30, 2010","HALIFAX",7,NA,NA,7,1,0
"2010-2","2410","V5E","June 30, 2010","VANCOUVER",4,NA,NA,4,1,0
"2010-2","1265","K2M","June 30, 2010","OTTAWA",8,NA,NA,1,8,0
"2010-2","0610","L8P","June 30, 2010","HAMILTON",1,NA,NA,1,1,0
"2010-2","2680","R2R","June 30, 2010","WINNIPEG",1,NA,NA,1,1,0
"2010-2","1060","H8S","June 30, 2010","MONTRÉAL",25,NA,NA,5,5,0.4
"2010-2","1265","K4P","June 30, 2010","OTTAWA",30,NA,NA,30,1,0
"2010-2","1060","J6Y","June 30, 2010","MONTRÉAL",36,NA,NA,36,1,0
"2010-2","0610","L7N","June 30, 2010","HAMILTON",7,NA,NA,7,1,0
"2010-2","2410","V5G","June 30, 2010","VANCOUVER",152,NA,NA,16,9.5,1.5
"2010-2","2680","R3G","June 30, 2010","WINNIPEG",1,NA,NA,1,1,0
"2010-2","0140","T2B","June 30, 2010","CALGARY",8,NA,NA,8,1,0
"2010-2","1060","H9J","June 30, 2010","MONTRÉAL",8,NA,NA,4,2,0
"2010-2","2270","M5V","June 30, 2010","TORONTO",820,NA,NA,4,205,24
"2010-2","1060","H2Y","June 30, 2010","MONTRÉAL",98,NA,NA,1,98,0
"2010-2","1060","J5B","June 30, 2010","MONTRÉAL",2,NA,NA,2,1,0
"2010-2","2410","V3R","June 30, 2010","VANCOUVER",17,NA,NA,17,1,0
"2010-2","2410","V3W","June 30, 2010","VANCOUVER",50,NA,NA,36,1.38888888888889,0.0555555555555556
"2010-2","2410","V4N","June 30, 2010","VANCOUVER",87,NA,NA,38,2.28947368421053,0
"2010-2","2440","V8L","June 30, 2010","VICTORIA",12,NA,NA,10,1.2,0
"2010-2","1060","J4T","June 30, 2010","MONTRÉAL",7,NA,NA,3,2.33333333333333,1.33333333333333
"2010-2","2270","M3H","June 30, 2010","TORONTO",11,NA,NA,11,1,0
"2010-2","2410","V5R","June 30, 2010","VANCOUVER",11,NA,NA,9,1.22222222222222,0.222222222222222
"2010-2","0340","T5B","June 30, 2010","EDMONTON",12,NA,NA,10,1.2,0
"2010-2","1060","H7E","June 30, 2010","MONTRÉAL",38,NA,NA,11,3.45454545454545,0.272727272727273
"2010-2","2270","M3C","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2270","M4R","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2410","V4L","June 30, 2010","VANCOUVER",3,NA,NA,3,1,0
"2010-2","2410","V2X","June 30, 2010","VANCOUVER",1,NA,NA,1,1,0
"2010-2","2680","R2L","June 30, 2010","WINNIPEG",5,NA,NA,4,1.25,0
"2010-2","0580","B2Y","June 30, 2010","HALIFAX",1,NA,NA,1,1,0
"2010-2","1400","G1E","June 30, 2010","QUÉBEC",66,NA,NA,10,6.6,0.5
"2010-2","2270","L3Z","June 30, 2010","TORONTO",211,NA,NA,194,1.08762886597938,0
"2010-2","2270","M6E","June 30, 2010","TORONTO",3,NA,NA,2,1.5,0
"2010-2","2270","M3A","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","1400","G6C","June 30, 2010","QUÉBEC",12,NA,NA,7,1.71428571428571,0
"2010-2","2270","L5H","June 30, 2010","TORONTO",6,NA,NA,6,1,0
"2010-2","2270","M1C","June 30, 2010","TORONTO",16,NA,NA,16,1,0
"2010-2","2270","M5P","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","0140","T4C","June 30, 2010","CALGARY",132,NA,NA,106,1.24528301886792,0
"2010-2","0610","L8L","June 30, 2010","HAMILTON",2,NA,NA,2,1,0
"2010-2","0610","L9B","June 30, 2010","HAMILTON",23,NA,NA,12,1.91666666666667,0
"2010-2","0610","N1R","June 30, 2010","HAMILTON",6,NA,NA,6,1,0
"2010-2","1060","H7V","June 30, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-2","1490","S4N","June 30, 2010","REGINA",21,NA,NA,15,1.4,0
"2010-2","1700","nan","June 30, 2010","SASKATOON",310,NA,NA,290,1.06896551724138,0
"2010-2","2410","V6A","June 30, 2010","VANCOUVER",125,NA,NA,1,125,9
"2010-2","0140","T2N","June 30, 2010","CALGARY",19,NA,NA,17,1.11764705882353,0
"2010-2","0340","T8N","June 30, 2010","EDMONTON",4,NA,NA,4,1,0
"2010-2","1400","G3N","June 30, 2010","QUÉBEC",59,NA,NA,43,1.37209302325581,0
"2010-2","2270","L5A","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2680","R2Y","June 30, 2010","WINNIPEG",7,NA,NA,7,1,0
"2010-2","2680","R3T","June 30, 2010","WINNIPEG",1,NA,NA,1,1,0
"2010-2","1060","J3X","June 30, 2010","MONTRÉAL",28,NA,NA,24,1.16666666666667,0
"2010-2","2270","L5E","June 30, 2010","TORONTO",29,NA,NA,5,5.8,0
"2010-2","2270","L5N","June 30, 2010","TORONTO",6,NA,NA,6,1,0
"2010-2","0340","T8R","June 30, 2010","EDMONTON",52,NA,NA,49,1.06122448979592,0
"2010-2","1400","G0A","June 30, 2010","QUÉBEC",193,NA,NA,156,1.23717948717949,0
"2010-2","0610","L9G","June 30, 2010","HAMILTON",37,NA,NA,37,1,0
"2010-2","1060","H9X","June 30, 2010","MONTRÉAL",3,NA,NA,2,1.5,0
"2010-2","1490","S2V","June 30, 2010","REGINA",2,NA,NA,2,1,0
"2010-2","2410","V6X","June 30, 2010","VANCOUVER",11,NA,NA,8,1.375,0.75
"2010-2","1060","J5X","June 30, 2010","MONTRÉAL",6,NA,NA,4,1.5,0
"2010-2","1265","K2K","June 30, 2010","OTTAWA",5,NA,NA,5,1,0
"2010-2","2440","V9A","June 30, 2010","VICTORIA",8,NA,NA,8,1,0
"2010-2","2410","V7L","June 30, 2010","VANCOUVER",143,NA,NA,9,15.8888888888889,0.666666666666667
"2010-2","2270","L1T","June 30, 2010","TORONTO",35,NA,NA,35,1,0
"2010-2","2270","M3K","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2270","M9R","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2410","V6W","June 30, 2010","VANCOUVER",3,NA,NA,3,1,0
"2010-2","2680","R3W","June 30, 2010","WINNIPEG",254,NA,NA,71,3.57746478873239,0.112676056338028
"2010-2","1060","J4K","June 30, 2010","MONTRÉAL",19,NA,NA,6,3.16666666666667,1.66666666666667
"2010-2","1400","G2M","June 30, 2010","QUÉBEC",122,NA,NA,45,2.71111111111111,0.6
"2010-2","1700","S7V","June 30, 2010","SASKATOON",11,NA,NA,11,1,0
"2010-2","2680","R3S","June 30, 2010","WINNIPEG",3,NA,NA,3,1,0
"2010-2","0580","B4C","June 30, 2010","HALIFAX",10,NA,NA,10,1,0
"2010-2","1060","J3L","June 30, 2010","MONTRÉAL",142,NA,NA,79,1.79746835443038,0.354430379746835
"2010-2","2270","L6C","June 30, 2010","TORONTO",3,NA,NA,3,1,0
"2010-2","2270","L6L","June 30, 2010","TORONTO",5,NA,NA,5,1,0
"2010-2","2270","M1L","June 30, 2010","TORONTO",37,NA,NA,11,3.36363636363636,0
"2010-2","0340","T8B","June 30, 2010","EDMONTON",16,NA,NA,16,1,0
"2010-2","1060","H7P","June 30, 2010","MONTRÉAL",5,NA,NA,1,5,0
"2010-2","1265","K1T","June 30, 2010","OTTAWA",103,NA,NA,67,1.53731343283582,0
"2010-2","0340","T5H","June 30, 2010","EDMONTON",2,NA,NA,2,1,0
"2010-2","1060","J7E","June 30, 2010","MONTRÉAL",36,NA,NA,2,18,1
"2010-2","2270","L6K","June 30, 2010","TORONTO",27,NA,NA,10,2.7,0
"2010-2","2270","M6J","June 30, 2010","TORONTO",295,NA,NA,3,98.3333333333333,9.33333333333333
"2010-2","2410","V4K","June 30, 2010","VANCOUVER",16,NA,NA,14,1.14285714285714,0.214285714285714
"2010-2","2410","V7B","June 30, 2010","VANCOUVER",1,NA,NA,1,1,0
"2010-2","2680","R2W","June 30, 2010","WINNIPEG",8,NA,NA,8,1,0
"2010-2","1060","J6J","June 30, 2010","MONTRÉAL",40,NA,NA,40,1,0
"2010-2","2270","M1M","June 30, 2010","TORONTO",50,NA,NA,22,2.27272727272727,0
"2010-2","1060","H2V","June 30, 2010","MONTRÉAL",16,NA,NA,1,16,3
"2010-2","1060","H9H","June 30, 2010","MONTRÉAL",21,NA,NA,8,2.625,0
"2010-2","2270","M6G","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","0340","T5N","June 30, 2010","EDMONTON",5,NA,NA,5,1,0
"2010-2","0580","B3T","June 30, 2010","HALIFAX",7,NA,NA,7,1,0
"2010-2","2410","V4E","June 30, 2010","VANCOUVER",1,NA,NA,1,1,0
"2010-2","0340","T6H","June 30, 2010","EDMONTON",1,NA,NA,1,1,0
"2010-2","1060","J7H","June 30, 2010","MONTRÉAL",62,NA,NA,12,5.16666666666667,0.333333333333333
"2010-2","2410","V5S","June 30, 2010","VANCOUVER",10,NA,NA,8,1.25,0.5
"2010-2","1700","S7H","June 30, 2010","SASKATOON",2,NA,NA,2,1,0
"2010-2","2270","L1Y","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2270","M1N","June 30, 2010","TORONTO",12,NA,NA,12,1,0
"2010-2","0340","T0G","June 30, 2010","EDMONTON",2,NA,NA,2,1,0
"2010-2","2270","M4B","June 30, 2010","TORONTO",8,NA,NA,8,1,0
"2010-2","2410","V5B","June 30, 2010","VANCOUVER",10,NA,NA,10,1,0
"2010-2","2410","V6V","June 30, 2010","VANCOUVER",8,NA,NA,4,2,2
"2010-2","1400","G2N","June 30, 2010","QUÉBEC",22,NA,NA,18,1.22222222222222,0.111111111111111
"2010-2","2680","R0A","June 30, 2010","WINNIPEG",18,NA,NA,18,1,0
"2010-2","2680","R2P","June 30, 2010","WINNIPEG",34,NA,NA,29,1.17241379310345,0
"2010-2","1060","H7Y","June 30, 2010","MONTRÉAL",8,NA,NA,1,8,2
"2010-2","1060","H4L","June 30, 2010","MONTRÉAL",61,NA,NA,3,20.3333333333333,0
"2010-2","1060","J4Z","June 30, 2010","MONTRÉAL",6,NA,NA,4,1.5,1
"2010-2","1060","J7X","June 30, 2010","MONTRÉAL",16,NA,NA,7,2.28571428571429,0
"2010-2","1060","J7Z","June 30, 2010","MONTRÉAL",45,NA,NA,23,1.95652173913043,0
"2010-2","1400","G1S","June 30, 2010","QUÉBEC",19,NA,NA,2,9.5,2
"2010-2","2270","M8X","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","1060","H7X","June 30, 2010","MONTRÉAL",105,NA,NA,55,1.90909090909091,0
"2010-2","2270","L4L","June 30, 2010","TORONTO",124,NA,NA,20,6.2,0
"2010-2","0580","B4B","June 30, 2010","HALIFAX",4,NA,NA,4,1,0
"2010-2","1060","J7G","June 30, 2010","MONTRÉAL",6,NA,NA,6,1,0
"2010-2","2270","L7G","June 30, 2010","TORONTO",17,NA,NA,17,1,0
"2010-2","2410","V5V","June 30, 2010","VANCOUVER",7,NA,NA,4,1.75,0.5
"2010-2","1060","J4B","June 30, 2010","MONTRÉAL",28,NA,NA,8,3.5,1.125
"2010-2","1060","J7J","June 30, 2010","MONTRÉAL",74,NA,NA,46,1.60869565217391,0
"2010-2","0340","T5Y","June 30, 2010","EDMONTON",74,NA,NA,59,1.25423728813559,0
"2010-2","1060","H2A","June 30, 2010","MONTRÉAL",27,NA,NA,3,9,3
"2010-2","2270","M6B","June 30, 2010","TORONTO",14,NA,NA,14,1,0
"2010-2","2410","V1M","June 30, 2010","VANCOUVER",10,NA,NA,5,2,0
"2010-2","2410","V5H","June 30, 2010","VANCOUVER",38,NA,NA,12,3.16666666666667,0.5
"2010-2","1060","J0L","June 30, 2010","MONTRÉAL",96,NA,NA,71,1.35211267605634,0.140845070422535
"2010-2","2270","M8Z","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","1060","J4W","June 30, 2010","MONTRÉAL",2,NA,NA,1,2,0
"2010-2","1060","J7P","June 30, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-2","2270","M4C","June 30, 2010","TORONTO",6,NA,NA,5,1.2,0
"2010-2","0140","T2Y","June 30, 2010","CALGARY",3,NA,NA,3,1,0
"2010-2","1400","G1Y","June 30, 2010","QUÉBEC",5,NA,NA,2,2.5,0
"2010-2","2410","V3X","June 30, 2010","VANCOUVER",54,NA,NA,54,1,0.259259259259259
"2010-2","2410","V4W","June 30, 2010","VANCOUVER",5,NA,NA,4,1.25,0.5
"2010-2","0610","L8W","June 30, 2010","HAMILTON",20,NA,NA,10,2,0
"2010-2","2410","V7T","June 30, 2010","VANCOUVER",7,NA,NA,7,1,0
"2010-2","1060","J4S","June 30, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-2","1700","S7J","June 30, 2010","SASKATOON",12,NA,NA,12,1,0
"2010-2","2270","L3P","June 30, 2010","TORONTO",4,NA,NA,4,1,0
"2010-2","1060","H4M","June 30, 2010","MONTRÉAL",10,NA,NA,1,10,0
"2010-2","1700","S7T","June 30, 2010","SASKATOON",106,NA,NA,78,1.35897435897436,0
"2010-2","2270","M3J","June 30, 2010","TORONTO",530,NA,NA,2,265,0
"2010-2","0140","T2C","June 30, 2010","CALGARY",73,NA,NA,63,1.15873015873016,0
