"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount"
"2019-4","0610","L3M","December 31, 2019","HAMILTON",15,4,3.75,2.25
"2019-4","0610","L8N","December 31, 2019","HAMILTON",11,11,1,0
"2019-4","0610","L8J","December 31, 2019","HAMILTON",9,4,2.25,0
"2019-4","0610","L9C","December 31, 2019","HAMILTON",1,1,1,0
"2019-4","0610","L7T","December 31, 2019","HAMILTON",1,1,1,0
"2019-4","0610","nan","December 31, 2019","HAMILTON",4,4,1,0
"2019-4","0610","L0R","December 31, 2019","HAMILTON",55,15,3.66666666666667,0
"2019-4","0610","L8W","December 31, 2019","HAMILTON",2,2,1,0
"2019-4","0610","L8G","December 31, 2019","HAMILTON",1,1,1,0
"2019-4","0610","L9K","December 31, 2019","HAMILTON",61,16,3.8125,0
"2019-4","1060","J3H","December 31, 2019","MONTRÉAL",9,7,1.28571428571429,0.571428571428571
"2019-4","1060","J7T","December 31, 2019","MONTRÉAL",26,24,1.08333333333333,0
"2019-4","1060","H4H","December 31, 2019","MONTRÉAL",1,1,1,2
"2019-4","1060","H7M","December 31, 2019","MONTRÉAL",3,2,1.5,1.5
"2019-4","1060","H7H","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H7R","December 31, 2019","MONTRÉAL",44,11,4,1.36363636363636
"2019-4","1060","J5L","December 31, 2019","MONTRÉAL",15,13,1.15384615384615,0
"2019-4","1060","J5M","December 31, 2019","MONTRÉAL",13,12,1.08333333333333,0
"2019-4","1060","H3K","December 31, 2019","MONTRÉAL",6,2,3,3
"2019-4","1060","J7B","December 31, 2019","MONTRÉAL",37,1,37,7
"2019-4","1060","H7W","December 31, 2019","MONTRÉAL",1,1,1,15
"2019-4","1060","J6Z","December 31, 2019","MONTRÉAL",16,12,1.33333333333333,0.5
"2019-4","1060","J7M","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J5C","December 31, 2019","MONTRÉAL",2,1,2,3
"2019-4","1060","J5T","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","H1C","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J7K","December 31, 2019","MONTRÉAL",49,30,1.63333333333333,0.166666666666667
"2019-4","1060","H9C","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","J4X","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","J7P","December 31, 2019","MONTRÉAL",10,5,2,2.4
"2019-4","1060","H7A","December 31, 2019","MONTRÉAL",10,7,1.42857142857143,0
"2019-4","1060","J7Y","December 31, 2019","MONTRÉAL",14,4,3.5,1.5
"2019-4","1060","J4W","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","H7B","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H7X","December 31, 2019","MONTRÉAL",166,10,16.6,5.2
"2019-4","1060","J4B","December 31, 2019","MONTRÉAL",12,11,1.09090909090909,0
"2019-4","1060","J7C","December 31, 2019","MONTRÉAL",60,32,1.875,0.84375
"2019-4","1060","H7T","December 31, 2019","MONTRÉAL",84,16,5.25,3.8125
"2019-4","1060","H9K","December 31, 2019","MONTRÉAL",4,3,1.33333333333333,0
"2019-4","1060","J6R","December 31, 2019","MONTRÉAL",4,4,1,0
"2019-4","1060","H7V","December 31, 2019","MONTRÉAL",95,3,31.6666666666667,11.6666666666667
"2019-4","1060","J0L","December 31, 2019","MONTRÉAL",11,10,1.1,0
"2019-4","1060","J3N","December 31, 2019","MONTRÉAL",1,1,1,4
"2019-4","1060","J6Y","December 31, 2019","MONTRÉAL",56,16,3.5,1.125
"2019-4","1060","H4E","December 31, 2019","MONTRÉAL",3,2,1.5,2
"2019-4","1060","J7H","December 31, 2019","MONTRÉAL",7,2,3.5,3.5
"2019-4","1060","H2S","December 31, 2019","MONTRÉAL",2,1,2,3
"2019-4","1060","J7N","December 31, 2019","MONTRÉAL",55,41,1.34146341463415,0.219512195121951
"2019-4","1060","H2R","December 31, 2019","MONTRÉAL",50,2,25,4.5
"2019-4","1060","J5B","December 31, 2019","MONTRÉAL",57,2,28.5,3.5
"2019-4","1060","H8S","December 31, 2019","MONTRÉAL",19,2,9.5,1.5
"2019-4","1060","J6A","December 31, 2019","MONTRÉAL",47,1,47,8
"2019-4","1060","J7G","December 31, 2019","MONTRÉAL",22,7,3.14285714285714,0.857142857142857
"2019-4","1060","H7P","December 31, 2019","MONTRÉAL",8,1,8,12
"2019-4","1060","J4R","December 31, 2019","MONTRÉAL",7,3,2.33333333333333,5
"2019-4","1060","J5X","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","J6X","December 31, 2019","MONTRÉAL",38,2,19,6
"2019-4","1060","J6J","December 31, 2019","MONTRÉAL",6,5,1.2,0
"2019-4","1060","J5R","December 31, 2019","MONTRÉAL",50,16,3.125,1.9375
"2019-4","1060","J7V","December 31, 2019","MONTRÉAL",39,16,2.4375,1.3125
"2019-4","1060","H7E","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","H9W","December 31, 2019","MONTRÉAL",9,3,3,1.33333333333333
"2019-4","1060","J3X","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J2Y","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","J7A","December 31, 2019","MONTRÉAL",26,8,3.25,1
"2019-4","1060","J3B","December 31, 2019","MONTRÉAL",10,8,1.25,0
"2019-4","1060","J0P","December 31, 2019","MONTRÉAL",13,12,1.08333333333333,0
"2019-4","1060","J6N","December 31, 2019","MONTRÉAL",3,1,3,0
"2019-4","1060","J4H","December 31, 2019","MONTRÉAL",1,1,1,4
"2019-4","1060","J3V","December 31, 2019","MONTRÉAL",1,1,1,3
"2019-4","1060","J4J","December 31, 2019","MONTRÉAL",5,3,1.66666666666667,0.666666666666667
"2019-4","1060","J3L","December 31, 2019","MONTRÉAL",32,22,1.45454545454545,0.272727272727273
"2019-4","1060","J3E","December 31, 2019","MONTRÉAL",8,7,1.14285714285714,0
"2019-4","1060","H9H","December 31, 2019","MONTRÉAL",19,2,9.5,2
"2019-4","1060","H3C","December 31, 2019","MONTRÉAL",36,3,12,17.6666666666667
"2019-4","1060","J2X","December 31, 2019","MONTRÉAL",6,5,1.2,1.2
"2019-4","1060","J5Z","December 31, 2019","MONTRÉAL",14,10,1.4,0.5
"2019-4","1060","H1E","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","H7G","December 31, 2019","MONTRÉAL",4,4,1,0
"2019-4","1060","J2W","December 31, 2019","MONTRÉAL",9,9,1,0.222222222222222
"2019-4","1060","J3G","December 31, 2019","MONTRÉAL",11,10,1.1,0.4
"2019-4","1060","H3H","December 31, 2019","MONTRÉAL",4,1,4,5
"2019-4","1060","H1B","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H3W","December 31, 2019","MONTRÉAL",8,1,8,4
"2019-4","1060","J5K","December 31, 2019","MONTRÉAL",10,10,1,0
"2019-4","1060","J7Z","December 31, 2019","MONTRÉAL",10,9,1.11111111111111,0.666666666666667
"2019-4","1060","J4K","December 31, 2019","MONTRÉAL",3,1,3,2
"2019-4","1060","H7N","December 31, 2019","MONTRÉAL",201,7,28.7142857142857,7.42857142857143
"2019-4","1060","J0N","December 31, 2019","MONTRÉAL",85,46,1.84782608695652,0.782608695652174
"2019-4","1060","H1H","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H4T","December 31, 2019","MONTRÉAL",3,1,3,6
"2019-4","1060","J7J","December 31, 2019","MONTRÉAL",80,48,1.66666666666667,0.5625
"2019-4","1060","H2L","December 31, 2019","MONTRÉAL",4,2,2,1.5
"2019-4","1060","J7E","December 31, 2019","MONTRÉAL",6,3,2,0
"2019-4","1060","J4M","December 31, 2019","MONTRÉAL",13,6,2.16666666666667,2.16666666666667
"2019-4","1060","H7C","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H7K","December 31, 2019","MONTRÉAL",3,3,1,0
"2019-4","1060","H2J","December 31, 2019","MONTRÉAL",1,1,1,3
"2019-4","1060","J5W","December 31, 2019","MONTRÉAL",9,5,1.8,0.8
"2019-4","1060","H8N","December 31, 2019","MONTRÉAL",11,4,2.75,1.5
"2019-4","1060","J5A","December 31, 2019","MONTRÉAL",23,18,1.27777777777778,0.166666666666667
"2019-4","1060","H1A","December 31, 2019","MONTRÉAL",24,2,12,3
"2019-4","1060","H2G","December 31, 2019","MONTRÉAL",5,3,1.66666666666667,3.66666666666667
"2019-4","1060","J7R","December 31, 2019","MONTRÉAL",74,40,1.85,0.225
"2019-4","1060","J4G","December 31, 2019","MONTRÉAL",2,2,1,1
"2019-4","1060","H4C","December 31, 2019","MONTRÉAL",7,1,7,6
"2019-4","1060","nan","December 31, 2019","MONTRÉAL",10,7,1.42857142857143,1.57142857142857
"2019-4","1060","J6W","December 31, 2019","MONTRÉAL",17,8,2.125,0.375
"2019-4","1060","H7L","December 31, 2019","MONTRÉAL",14,6,2.33333333333333,2.33333333333333
"2019-4","1060","J3Y","December 31, 2019","MONTRÉAL",34,19,1.78947368421053,1.21052631578947
"2019-4","1060","H3P","December 31, 2019","MONTRÉAL",3,1,3,7
"2019-4","1060","J4S","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H9X","December 31, 2019","MONTRÉAL",26,7,3.71428571428571,0
"2019-4","1060","J3A","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J6K","December 31, 2019","MONTRÉAL",3,3,1,0
"2019-4","1060","J4Z","December 31, 2019","MONTRÉAL",33,18,1.83333333333333,2
"2019-4","1060","J4Y","December 31, 2019","MONTRÉAL",12,3,4,2
"2019-4","1265","K1L","December 31, 2019","OTTAWA",4,2,2,0
"2019-4","1265","K1N","December 31, 2019","OTTAWA",13,1,13,28
"2019-4","1265","K1T","December 31, 2019","OTTAWA",38,26,1.46153846153846,0
"2019-4","1265","K2T","December 31, 2019","OTTAWA",5,5,1,1.2
"2019-4","1265","K2V","December 31, 2019","OTTAWA",12,6,2,0
"2019-4","1265","K1S","December 31, 2019","OTTAWA",13,2,6.5,10
"2019-4","1265","K2M","December 31, 2019","OTTAWA",3,3,1,0
"2019-4","1265","K1V","December 31, 2019","OTTAWA",1,1,1,0
"2019-4","1265","K1Z","December 31, 2019","OTTAWA",6,1,6,6
"2019-4","1265","K0G","December 31, 2019","OTTAWA",2,2,1,0
"2019-4","1265","K1K","December 31, 2019","OTTAWA",11,2,5.5,0
"2019-4","1265","K2A","December 31, 2019","OTTAWA",2,2,1,0
"2019-4","1265","nan","December 31, 2019","OTTAWA",12,10,1.2,0
"2019-4","1265","K4K","December 31, 2019","OTTAWA",34,13,2.61538461538462,0.461538461538462
"2019-4","1265","K1H","December 31, 2019","OTTAWA",1,1,1,0
"2019-4","1265","K1W","December 31, 2019","OTTAWA",13,13,1,0
"2019-4","1265","K2L","December 31, 2019","OTTAWA",1,1,1,0
"2019-4","1265","K2E","December 31, 2019","OTTAWA",25,1,25,12
"2019-4","1265","K4A","December 31, 2019","OTTAWA",21,14,1.5,0
"2019-4","1265","K2J","December 31, 2019","OTTAWA",3,3,1,0
"2019-4","1265","K2K","December 31, 2019","OTTAWA",1,1,1,0
"2019-4","1265","K4M","December 31, 2019","OTTAWA",3,3,1,0
"2019-4","1265","K1Y","December 31, 2019","OTTAWA",3,2,1.5,0
"2019-4","1265","K4B","December 31, 2019","OTTAWA",13,4,3.25,0.75
"2019-4","1265","K1R","December 31, 2019","OTTAWA",12,2,6,3
"2019-4","1265","K1B","December 31, 2019","OTTAWA",1,1,1,0
"2019-4","1265","K1P","December 31, 2019","OTTAWA",20,1,20,18
"2019-4","1265","K4R","December 31, 2019","OTTAWA",2,1,2,0
"2019-4","1265","K2S","December 31, 2019","OTTAWA",46,32,1.4375,0.1875
"2019-4","1265","K0A","December 31, 2019","OTTAWA",27,20,1.35,0
"2019-4","1400","G1S","December 31, 2019","QUÉBEC",5,3,1.66666666666667,0.666666666666667
"2019-4","1400","G6C","December 31, 2019","QUÉBEC",12,7,1.71428571428571,0
"2019-4","1400","G0A","December 31, 2019","QUÉBEC",63,45,1.4,0.222222222222222
"2019-4","1400","G3A","December 31, 2019","QUÉBEC",27,2,13.5,7.5
"2019-4","1400","G1V","December 31, 2019","QUÉBEC",11,1,11,14
"2019-4","1400","G1E","December 31, 2019","QUÉBEC",20,5,4,1.4
"2019-4","1400","G6Z","December 31, 2019","QUÉBEC",26,20,1.3,0
"2019-4","1400","G3G","December 31, 2019","QUÉBEC",4,3,1.33333333333333,0
"2019-4","1400","G3C","December 31, 2019","QUÉBEC",18,15,1.2,0
"2019-4","1400","G1G","December 31, 2019","QUÉBEC",7,2,3.5,6
"2019-4","1400","G2C","December 31, 2019","QUÉBEC",10,3,3.33333333333333,0
"2019-4","1400","G6K","December 31, 2019","QUÉBEC",2,1,2,3
"2019-4","1400","G3B","December 31, 2019","QUÉBEC",2,2,1,0
"2019-4","1400","G1T","December 31, 2019","QUÉBEC",22,4,5.5,4.5
"2019-4","1400","G1L","December 31, 2019","QUÉBEC",3,2,1.5,3.5
"2019-4","1400","G1J","December 31, 2019","QUÉBEC",7,3,2.33333333333333,0
"2019-4","1400","G2M","December 31, 2019","QUÉBEC",21,20,1.05,0
"2019-4","1400","G2L","December 31, 2019","QUÉBEC",23,15,1.53333333333333,0
"2019-4","1400","G3J","December 31, 2019","QUÉBEC",7,2,3.5,3
"2019-4","1400","G1X","December 31, 2019","QUÉBEC",9,7,1.28571428571429,0.857142857142857
"2019-4","1400","G2N","December 31, 2019","QUÉBEC",5,2,2.5,0
"2019-4","1400","G1P","December 31, 2019","QUÉBEC",2,2,1,0
"2019-4","1400","G3K","December 31, 2019","QUÉBEC",33,22,1.5,0.136363636363636
"2019-4","1400","G7A","December 31, 2019","QUÉBEC",27,22,1.22727272727273,0.272727272727273
"2019-4","1400","G3E","December 31, 2019","QUÉBEC",4,3,1.33333333333333,0
"2019-4","1400","G0S","December 31, 2019","QUÉBEC",1,1,1,0
"2019-4","1400","G6V","December 31, 2019","QUÉBEC",69,7,9.85714285714286,2.14285714285714
"2019-4","1400","G3N","December 31, 2019","QUÉBEC",23,16,1.4375,0.1875
"2019-4","1400","G1B","December 31, 2019","QUÉBEC",20,15,1.33333333333333,0.133333333333333
"2019-4","1400","G2K","December 31, 2019","QUÉBEC",11,3,3.66666666666667,2.66666666666667
"2019-4","1400","G1K","December 31, 2019","QUÉBEC",39,4,9.75,4.75
"2019-4","1400","G1W","December 31, 2019","QUÉBEC",9,5,1.8,0.4
"2019-4","1400","G6W","December 31, 2019","QUÉBEC",15,13,1.15384615384615,0
"2019-4","1400","G2G","December 31, 2019","QUÉBEC",10,4,2.5,0
"2019-4","1400","G0R","December 31, 2019","QUÉBEC",5,5,1,0
"2019-4","1400","G1C","December 31, 2019","QUÉBEC",7,4,1.75,1
"2019-4","1400","G2B","December 31, 2019","QUÉBEC",4,4,1,0
"2019-4","1400","G6J","December 31, 2019","QUÉBEC",14,8,1.75,0
"2019-4","1490","S4L","December 31, 2019","REGINA",4,4,1,0
"2019-4","1490","S4S","December 31, 2019","REGINA",5,5,1,0
"2019-4","1490","S4T","December 31, 2019","REGINA",46,27,1.7037037037037,0.259259259259259
"2019-4","1490","S4R","December 31, 2019","REGINA",5,5,1,0
"2019-4","1490","S4P","December 31, 2019","REGINA",28,13,2.15384615384615,0.461538461538462
"2019-4","1490","S4N","December 31, 2019","REGINA",2,2,1,0
"2019-4","1490","S4X","December 31, 2019","REGINA",12,12,1,0
"2019-4","1490","S4V","December 31, 2019","REGINA",88,58,1.51724137931034,0.206896551724138
"2019-4","1700","S7L","December 31, 2019","SASKATOON",26,18,1.44444444444444,0
"2019-4","1700","S7N","December 31, 2019","SASKATOON",8,6,1.33333333333333,0
"2019-4","1700","nan","December 31, 2019","SASKATOON",3,3,1,1.33333333333333
"2019-4","1700","S7M","December 31, 2019","SASKATOON",21,11,1.90909090909091,0
"2019-4","1700","S7W","December 31, 2019","SASKATOON",23,6,3.83333333333333,1.5
"2019-4","1700","S7T","December 31, 2019","SASKATOON",34,7,4.85714285714286,0.428571428571429
"2019-4","1700","S0K","December 31, 2019","SASKATOON",51,36,1.41666666666667,0.0833333333333333
"2019-4","1700","S7S","December 31, 2019","SASKATOON",62,40,1.55,0.075
"2019-4","1700","S7V","December 31, 2019","SASKATOON",47,36,1.30555555555556,0.0833333333333333
"2019-4","1700","S7H","December 31, 2019","SASKATOON",7,7,1,0
"2019-4","1700","S7K","December 31, 2019","SASKATOON",115,102,1.12745098039216,0.0588235294117647
"2019-4","1700","S7J","December 31, 2019","SASKATOON",4,4,1,0
"2019-4","2270","L6C","December 31, 2019","TORONTO",36,10,3.6,2
"2019-4","2270","M8Z","December 31, 2019","TORONTO",9,9,1,0
"2019-4","2270","M8W","December 31, 2019","TORONTO",19,19,1,0
"2019-4","2270","M2H","December 31, 2019","TORONTO",3,3,1,0
"2019-4","2270","L9W","December 31, 2019","TORONTO",9,2,4.5,0
"2019-4","2270","M6B","December 31, 2019","TORONTO",7,7,1,0
"2019-4","2270","M2K","December 31, 2019","TORONTO",7,7,1,0
"2019-4","2270","L6Y","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L0E","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L4C","December 31, 2019","TORONTO",24,20,1.2,0
"2019-4","2270","M4B","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","M2P","December 31, 2019","TORONTO",5,5,1,0
"2019-4","2270","M2J","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2270","M9P","December 31, 2019","TORONTO",3,3,1,0
"2019-4","2270","M9M","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2270","M8V","December 31, 2019","TORONTO",5,5,1,0
"2019-4","2270","M4C","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M5T","December 31, 2019","TORONTO",4,2,2,0
"2019-4","2270","M2R","December 31, 2019","TORONTO",5,5,1,0
"2019-4","2270","L4L","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L6K","December 31, 2019","TORONTO",24,16,1.5,0
"2019-4","2270","M5P","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L1V","December 31, 2019","TORONTO",24,3,8,2
"2019-4","2270","M1N","December 31, 2019","TORONTO",6,6,1,0
"2019-4","2270","M1E","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M1B","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L3S","December 31, 2019","TORONTO",52,42,1.23809523809524,0
"2019-4","2270","M6P","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L0G","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L6L","December 31, 2019","TORONTO",58,58,1,0
"2019-4","2270","M8Y","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","M9L","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M4N","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","M2M","December 31, 2019","TORONTO",34,33,1.03030303030303,0
"2019-4","2270","L4J","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M9B","December 31, 2019","TORONTO",25,25,1,0
"2019-4","2270","M6M","December 31, 2019","TORONTO",2,1,2,0
"2019-4","2270","M5A","December 31, 2019","TORONTO",118,1,118,44
"2019-4","2270","nan","December 31, 2019","TORONTO",70,11,6.36363636363636,13.7272727272727
"2019-4","2270","M6N","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L7B","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","M1L","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M5N","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","L3Z","December 31, 2019","TORONTO",3,3,1,0
"2019-4","2270","M6R","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M4M","December 31, 2019","TORONTO",8,1,8,6
"2019-4","2270","M4S","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","L6J","December 31, 2019","TORONTO",15,15,1,0
"2019-4","2270","L3R","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2270","M6L","December 31, 2019","TORONTO",3,3,1,0
"2019-4","2270","L3T","December 31, 2019","TORONTO",49,12,4.08333333333333,0
"2019-4","2270","M1J","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M3C","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L9P","December 31, 2019","TORONTO",9,8,1.125,0
"2019-4","2270","M2N","December 31, 2019","TORONTO",56,55,1.01818181818182,0
"2019-4","2270","L4E","December 31, 2019","TORONTO",6,6,1,0
"2019-4","2270","M5M","December 31, 2019","TORONTO",17,17,1,0
"2019-4","2270","L5E","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M4G","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2270","L1T","December 31, 2019","TORONTO",3,1,3,0
"2019-4","2270","M6S","December 31, 2019","TORONTO",4,3,1.33333333333333,0
"2019-4","2270","M9W","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","M6C","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L6H","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2270","M3M","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M3B","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","M9A","December 31, 2019","TORONTO",8,8,1,0
"2019-4","2270","M3H","December 31, 2019","TORONTO",18,18,1,0
"2019-4","2270","M3K","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M1M","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L6M","December 31, 2019","TORONTO",102,45,2.26666666666667,0
"2019-4","2270","L6A","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2270","L0H","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M8X","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2270","L6B","December 31, 2019","TORONTO",40,9,4.44444444444444,0
"2019-4","2270","M9C","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","L0J","December 31, 2019","TORONTO",3,3,1,0
"2019-4","2270","M6A","December 31, 2019","TORONTO",14,11,1.27272727272727,0
"2019-4","2270","M5R","December 31, 2019","TORONTO",3,1,3,11
"2019-4","2270","M1K","December 31, 2019","TORONTO",1,1,1,0
"2019-4","2270","M1C","December 31, 2019","TORONTO",2,2,1,0
"2019-4","2270","L3P","December 31, 2019","TORONTO",5,3,1.66666666666667,1.33333333333333
"2019-4","2270","M6E","December 31, 2019","TORONTO",4,4,1,0
"2019-4","2410","V7K","December 31, 2019","VANCOUVER",6,6,1,0
"2019-4","2410","V6J","December 31, 2019","VANCOUVER",5,5,1,0
"2019-4","2410","V4B","December 31, 2019","VANCOUVER",20,16,1.25,0
"2019-4","2410","V3J","December 31, 2019","VANCOUVER",28,25,1.12,0.76
"2019-4","2410","V7J","December 31, 2019","VANCOUVER",3,3,1,1.66666666666667
"2019-4","2410","V5C","December 31, 2019","VANCOUVER",13,13,1,0
"2019-4","2410","V5J","December 31, 2019","VANCOUVER",17,15,1.13333333333333,0
"2019-4","2410","V7B","December 31, 2019","VANCOUVER",1,1,1,0
"2019-4","2410","V5T","December 31, 2019","VANCOUVER",4,2,2,1.5
"2019-4","2410","V6K","December 31, 2019","VANCOUVER",12,6,2,1.5
"2019-4","2410","V6L","December 31, 2019","VANCOUVER",11,11,1,0
"2019-4","2410","V7G","December 31, 2019","VANCOUVER",6,6,1,0
"2019-4","2410","V7P","December 31, 2019","VANCOUVER",13,7,1.85714285714286,0.428571428571429
"2019-4","2410","V7T","December 31, 2019","VANCOUVER",18,17,1.05882352941176,0.117647058823529
"2019-4","2410","V5H","December 31, 2019","VANCOUVER",12,10,1.2,0
"2019-4","2410","V7C","December 31, 2019","VANCOUVER",37,36,1.02777777777778,0
"2019-4","2410","V4M","December 31, 2019","VANCOUVER",10,10,1,0
"2019-4","2410","V2W","December 31, 2019","VANCOUVER",32,29,1.10344827586207,0
"2019-4","2410","V5N","December 31, 2019","VANCOUVER",16,13,1.23076923076923,0
"2019-4","2410","V7W","December 31, 2019","VANCOUVER",2,2,1,0
"2019-4","2410","V6X","December 31, 2019","VANCOUVER",86,13,6.61538461538461,2.76923076923077
"2019-4","2410","V5L","December 31, 2019","VANCOUVER",23,11,2.09090909090909,0.818181818181818
"2019-4","2410","V6H","December 31, 2019","VANCOUVER",6,6,1,0
"2019-4","2410","V5G","December 31, 2019","VANCOUVER",32,14,2.28571428571429,0.285714285714286
"2019-4","2410","V7S","December 31, 2019","VANCOUVER",40,40,1,0
"2019-4","2410","V4R","December 31, 2019","VANCOUVER",30,22,1.36363636363636,0
"2019-4","2410","V4L","December 31, 2019","VANCOUVER",7,7,1,0
"2019-4","2410","V5K","December 31, 2019","VANCOUVER",8,8,1,0
"2019-4","2410","V3N","December 31, 2019","VANCOUVER",14,14,1,0
"2019-4","2410","V5R","December 31, 2019","VANCOUVER",32,14,2.28571428571429,1.28571428571429
"2019-4","2410","V2Y","December 31, 2019","VANCOUVER",135,51,2.64705882352941,0.196078431372549
"2019-4","2410","V5X","December 31, 2019","VANCOUVER",95,18,5.27777777777778,0.555555555555556
"2019-4","2410","V3K","December 31, 2019","VANCOUVER",39,32,1.21875,0
"2019-4","2410","V4K","December 31, 2019","VANCOUVER",34,16,2.125,0
"2019-4","2410","V5S","December 31, 2019","VANCOUVER",9,9,1,0
"2019-4","2410","V6Y","December 31, 2019","VANCOUVER",92,18,5.11111111111111,0.611111111111111
"2019-4","2410","V5A","December 31, 2019","VANCOUVER",13,10,1.3,0
"2019-4","2410","V5P","December 31, 2019","VANCOUVER",7,6,1.16666666666667,0
"2019-4","2410","V7A","December 31, 2019","VANCOUVER",76,45,1.68888888888889,0
"2019-4","2410","V5M","December 31, 2019","VANCOUVER",12,12,1,0
"2019-4","2410","nan","December 31, 2019","VANCOUVER",12,6,2,0
"2019-4","2410","V4N","December 31, 2019","VANCOUVER",114,40,2.85,0.175
"2019-4","2410","V7R","December 31, 2019","VANCOUVER",26,26,1,0
"2019-4","2410","V5W","December 31, 2019","VANCOUVER",36,11,3.27272727272727,1
"2019-4","2410","V1M","December 31, 2019","VANCOUVER",15,15,1,0
"2019-4","2410","V3A","December 31, 2019","VANCOUVER",22,7,3.14285714285714,0
"2019-4","2410","V7E","December 31, 2019","VANCOUVER",35,28,1.25,0
"2019-4","2410","V3X","December 31, 2019","VANCOUVER",23,22,1.04545454545455,0
"2019-4","2410","V7L","December 31, 2019","VANCOUVER",115,16,7.1875,2.0625
"2019-4","2410","V3M","December 31, 2019","VANCOUVER",44,27,1.62962962962963,0
"2019-4","2410","V6A","December 31, 2019","VANCOUVER",6,4,1.5,1.5
"2019-4","2410","V3L","December 31, 2019","VANCOUVER",17,6,2.83333333333333,0.666666666666667
"2019-4","2410","V5E","December 31, 2019","VANCOUVER",18,13,1.38461538461538,0
"2019-4","2410","V6E","December 31, 2019","VANCOUVER",2,1,2,0
"2019-4","2410","V5V","December 31, 2019","VANCOUVER",60,13,4.61538461538461,0.769230769230769
"2019-4","2410","V7N","December 31, 2019","VANCOUVER",8,8,1,0.25
"2019-4","2410","V4P","December 31, 2019","VANCOUVER",4,4,1,0
"2019-4","2410","V4C","December 31, 2019","VANCOUVER",84,8,10.5,0.75
"2019-4","2410","V3C","December 31, 2019","VANCOUVER",8,8,1,0
"2019-4","2410","V3T","December 31, 2019","VANCOUVER",3,3,1,0
"2019-4","2410","V5Z","December 31, 2019","VANCOUVER",102,6,17,2.66666666666667
"2019-4","2410","V4E","December 31, 2019","VANCOUVER",13,5,2.6,0
