"reference_period_qq","metcode","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","underconstr_per_10kpop"
"1999-1","0140","March 31, 1999","CALGARY",5791,2635,2.1977229601518,0.0455407969639469,NA,NA,NA,NA
"1999-2","0140","June 30, 1999","CALGARY",6308,2870,2.19790940766551,0.0452961672473868,NA,NA,NA,NA
"1999-3","0140","September 30, 1999","CALGARY",6629,2870,2.30975609756098,0.0477351916376307,NA,NA,NA,NA
"1999-4","0140","December 31, 1999","CALGARY",6543,2713,2.41172134168817,0.0387025433099889,NA,NA,NA,NA
"2000-1","0140","March 31, 2000","CALGARY",6585,2759,2.38673432403045,0.0184849583182312,NA,NA,NA,NA
"2000-2","0140","June 30, 2000","CALGARY",6520,2940,2.21768707482993,0.0319727891156463,NA,NA,NA,NA
"2000-3","0140","September 30, 2000","CALGARY",6502,2749,2.36522371771553,0.0505638413968716,NA,NA,NA,NA
"2000-4","0140","December 31, 2000","CALGARY",6888,2689,2.5615470435106,0.0520639642989959,NA,NA,NA,NA
"2001-1","0140","March 31, 2001","CALGARY",6156,2628,2.34246575342466,0.0426179604261796,NA,NA,NA,NA
"2001-2","0140","June 30, 2001","CALGARY",6488,3111,2.08550305368049,0.0241080038572806,NA,NA,NA,NA
"2001-3","0140","September 30, 2001","CALGARY",6544,3429,1.90842811315252,0.015748031496063,NA,NA,NA,NA
"2001-4","0140","December 31, 2001","CALGARY",7164,3437,2.08437590922316,0.0165842304335176,NA,NA,NA,NA
"2002-1","0140","March 31, 2002","CALGARY",7022,3492,2.01088201603666,0.00945017182130584,NA,NA,NA,NA
"2002-2","0140","June 30, 2002","CALGARY",7983,4285,1.86301050175029,0.00466744457409568,NA,NA,NA,NA
"2002-3","0140","September 30, 2002","CALGARY",8429,4486,1.87895675434686,0.00156041016495765,NA,NA,NA,NA
"2002-4","0140","December 31, 2002","CALGARY",8661,4474,1.9358515869468,0.000670540902995083,NA,NA,NA,NA
"2003-1","0140","March 31, 2003","CALGARY",9148,4439,2.06082451002478,0.000675827889164226,NA,NA,NA,NA
"2003-2","0140","June 30, 2003","CALGARY",9395,4628,2.0300345721694,0,NA,NA,NA,NA
"2003-3","0140","September 30, 2003","CALGARY",8671,4335,2.0002306805075,0,NA,NA,NA,NA
"2003-4","0140","December 31, 2003","CALGARY",8165,4035,2.02354399008674,0,NA,NA,NA,NA
"2004-1","0140","March 31, 2004","CALGARY",8408,4085,2.05826193390453,0,NA,NA,NA,NA
"2004-2","0140","June 30, 2004","CALGARY",9229,4339,2.12698778520396,0,NA,NA,NA,NA
"2004-3","0140","September 30, 2004","CALGARY",9247,4174,2.21538092956397,0,NA,NA,NA,NA
"2004-4","0140","December 31, 2004","CALGARY",9182,3984,2.30471887550201,0,NA,NA,NA,NA
"2005-1","0140","March 31, 2005","CALGARY",9691,4254,2.27809120827457,0,NA,NA,NA,NA
"2005-2","0140","June 30, 2005","CALGARY",9580,4303,2.22635370671624,0,NA,NA,NA,NA
"2005-3","0140","September 30, 2005","CALGARY",9639,4514,2.13535666814355,0,NA,NA,NA,NA
"2005-4","0140","December 31, 2005","CALGARY",10027,4801,2.08852322432826,0,NA,NA,NA,NA
"2006-1","0140","March 31, 2006","CALGARY",11311,5486,2.06179365658039,0,NA,NA,NA,NA
"2006-2","0140","June 30, 2006","CALGARY",13371,6669,2.00494826810616,0.0442345179187284,NA,NA,NA,NA
"2006-3","0140","September 30, 2006","CALGARY",14188,7155,1.98294898672257,0.046261355695318,NA,NA,NA,NA
"2006-4","0140","December 31, 2006","CALGARY",14324,7254,1.9746346843121,0.0317066446098704,NA,NA,NA,NA
"2007-1","0140","March 31, 2007","CALGARY",14382,7006,2.05281187553526,0.032258064516129,NA,NA,NA,NA
"2007-2","0140","June 30, 2007","CALGARY",14392,6644,2.16616496086695,0.0293497892835641,NA,NA,NA,NA
"2007-3","0140","September 30, 2007","CALGARY",15070,6663,2.26174395917755,0.0273150232627945,NA,NA,NA,NA
"2007-4","0140","December 31, 2007","CALGARY",14720,5959,2.47021312300722,0.0318845443866421,NA,NA,NA,NA
"2008-1","0140","March 31, 2008","CALGARY",15258,4651,3.28058482046872,0.0498817458611051,NA,NA,NA,NA
"2008-2","0140","June 30, 2008","CALGARY",15120,4167,3.62850971922246,0.103911687065035,NA,NA,NA,NA
"2008-3","0140","September 30, 2008","CALGARY",13110,3597,3.64470391993328,0.113149847094801,NA,NA,NA,NA
"2008-4","0140","December 31, 2008","CALGARY",11216,3139,3.57311245619624,0.106084740363173,NA,NA,NA,NA
"2009-1","0140","March 31, 2009","CALGARY",9938,2590,3.83706563706564,0.126254826254826,NA,NA,NA,NA
"2009-2","0140","June 30, 2009","CALGARY",8925,2467,3.61775435751925,0.122010539116336,NA,NA,NA,NA
"2009-3","0140","September 30, 2009","CALGARY",8777,3035,2.89192751235585,0.100164744645799,NA,NA,NA,NA
"2009-4","0140","December 31, 2009","CALGARY",9190,3411,2.69422456757549,0.0958663148636763,NA,NA,NA,NA
"2010-1","0140","March 31, 2010","CALGARY",8888,3866,2.29901707190895,0.0724262803931712,NA,NA,NA,NA
"2010-2","0140","June 30, 2010","CALGARY",8792,4043,2.17462280484789,0.0690081622557507,NA,NA,NA,NA
"2010-3","0140","September 30, 2010","CALGARY",8345,3744,2.22889957264957,0.0771901709401709,NA,NA,NA,NA
"2010-4","0140","December 31, 2010","CALGARY",7199,2932,2.45532060027285,0.0818553888130969,NA,NA,NA,NA
"2011-1","0140","March 31, 2011","CALGARY",7182,2954,2.43127962085308,0.0825998645903859,NA,NA,NA,NA
"2011-2","0140","June 30, 2011","CALGARY",7133,3092,2.30692108667529,0.065006468305304,NA,NA,NA,NA
"2011-3","0140","September 30, 2011","CALGARY",7857,3332,2.35804321728691,0.0597238895558223,NA,NA,NA,NA
"2011-4","0140","December 31, 2011","CALGARY",8691,3240,2.68240740740741,0.0731481481481481,NA,NA,NA,NA
"2012-1","0140","March 31, 2012","CALGARY",9564,3396,2.81625441696113,0.0709658421672556,NA,NA,NA,NA
"2012-2","0140","June 30, 2012","CALGARY",10361,3612,2.86849390919158,0.0861018826135105,NA,NA,NA,NA
"2012-3","0140","September 30, 2012","CALGARY",10748,3896,2.75872689938398,0.0767453798767967,NA,NA,NA,NA
"2012-4","0140","December 31, 2012","CALGARY",10916,4011,2.72151583146348,0.0755422587883321,NA,NA,NA,NA
"2013-1","0140","March 31, 2013","CALGARY",11197,4294,2.60759198882161,0.0700978108989287,NA,NA,NA,NA
"2013-2","0140","June 30, 2013","CALGARY",10947,4491,2.437541750167,0.0708082832331329,NA,NA,NA,NA
"2013-3","0140","September 30, 2013","CALGARY",11427,4629,2.46856772521063,0.0645927846187081,NA,NA,NA,NA
"2013-4","0140","December 31, 2013","CALGARY",11866,4440,2.67252252252252,0.0810810810810811,NA,NA,NA,NA
"2014-1","0140","March 31, 2014","CALGARY",12378,4538,2.72763331864257,0.0837373292199207,NA,NA,NA,NA
"2014-2","0140","June 30, 2014","CALGARY",14098,5019,2.80892608089261,0.0980274955170353,NA,NA,NA,NA
"2014-3","0140","September 30, 2014","CALGARY",15563,5061,3.07508397549891,0.101560956332741,NA,NA,NA,NA
"2014-4","0140","December 31, 2014","CALGARY",15335,4736,3.23796452702703,0.174408783783784,NA,NA,NA,NA
"2015-1","0140","March 31, 2015","CALGARY",15419,4497,3.42873026462086,0.203024238381143,NA,NA,NA,NA
"2015-2","0140","June 30, 2015","CALGARY",14769,4051,3.64576647741298,0.220933102937546,NA,NA,NA,NA
"2015-3","0140","September 30, 2015","CALGARY",14399,3556,4.0492125984252,0.238470191226097,NA,NA,NA,NA
"2015-4","0140","December 31, 2015","CALGARY",13773,3159,4.35992402659069,0.266856600189934,NA,NA,NA,NA
"2016-1","0140","March 31, 2016","CALGARY",12746,3068,4.15449804432855,0.24348109517601,NA,NA,NA,NA
"2016-2","0140","June 30, 2016","CALGARY",11082,2662,4.16303531179564,0.240045078888054,NA,NA,NA,NA
"2016-3","0140","September 30, 2016","CALGARY",10926,2801,3.90074973223849,0.240628347018922,NA,NA,NA,NA
"2016-4","0140","December 31, 2016","CALGARY",9761,2806,3.47861724875267,0.214896650035638,NA,NA,NA,NA
"2017-1","0140","March 31, 2017","CALGARY",8775,2744,3.19788629737609,0.192419825072886,NA,NA,NA,NA
"2017-2","0140","June 30, 2017","CALGARY",10034,3134,3.20165922144225,0.169112954690491,NA,NA,NA,NA
"2017-3","0140","September 30, 2017","CALGARY",10571,3386,3.12197282929711,0.152392203189604,NA,NA,NA,NA
"2017-4","0140","December 31, 2017","CALGARY",10298,3302,3.11871592973955,0.162023016353725,NA,NA,NA,NA
"2018-1","0140","March 31, 2018","CALGARY",10202,3189,3.19912198181248,0.166823455628724,NA,NA,NA,NA
"2018-2","0140","June 30, 2018","CALGARY",11711,3187,3.67461562598055,0.190461248823345,NA,NA,NA,NA
"2018-3","0140","September 30, 2018","CALGARY",12185,3202,3.8054341036852,0.202061211742661,NA,NA,NA,NA
"2018-4","0140","December 31, 2018","CALGARY",11452,2933,3.90453460620525,0.206273440163655,NA,NA,NA,NA
"2019-1","0140","March 31, 2019","CALGARY",10668,2739,3.89485213581599,0.205184373859073,NA,NA,NA,NA
"2019-2","0140","June 30, 2019","CALGARY",10866,2632,4.12841945288754,0.236702127659574,NA,NA,NA,NA
"2019-3","0140","September 30, 2019","CALGARY",10847,2744,3.95298833819242,0.225218658892128,NA,NA,NA,NA
"2019-4","0140","December 31, 2019","CALGARY",11587,3006,3.85462408516301,0.209913506320692,NA,NA,NA,NA
"2020-1","0140","March 31, 2020","CALGARY",11338,3033,3.73821299043851,0.192218925156611,NA,NA,NA,NA
"2020-2","0140","June 30, 2020","CALGARY",10850,2682,4.0454884414616,0.226696495152871,NA,NA,NA,NA
"2020-3","0140","September 30, 2020","CALGARY",10170,2391,4.2534504391468,0.250104558762024,NA,NA,NA,NA
"2020-4","0140","December 31, 2020","CALGARY",10177,2596,3.92026194144838,0.238828967642527,NA,NA,NA,NA
"2021-1","0140","March 31, 2021","CALGARY",11262,2845,3.9585237258348,0.222144112478032,NA,NA,NA,NA
"2021-2","0140","June 30, 2021","CALGARY",12293,3438,3.57562536358348,0.181791739383362,NA,NA,NA,NA
"2021-3","0140","September 30, 2021","CALGARY",13103,3779,3.46731939666578,0.168033871394549,NA,NA,NA,NA
"2021-4","0140","December 31, 2021","CALGARY",14438,4206,3.43271516880647,0.16642891107941,NA,NA,NA,NA
"2022-1","0140","March 31, 2022","CALGARY",14733,4433,3.32348296864426,0.148883374689826,NA,NA,NA,NA
"2022-2","0140","June 30, 2022","CALGARY",16491,5374,3.06866393747674,0.200037216226275,NA,NA,NA,NA
"1988-2","0340","June 30, 1988","EDMONTON",1302,1225,1.06285714285714,0,NA,NA,NA,NA
"1988-3","0340","September 30, 1988","EDMONTON",1543,1269,1.21591804570528,0,NA,NA,NA,NA
"1988-4","0340","December 31, 1988","EDMONTON",1541,1169,1.31822070145423,0.0136869118905047,NA,NA,NA,NA
"1989-1","0340","March 31, 1989","EDMONTON",1439,1008,1.42757936507937,0.0158730158730159,NA,NA,NA,NA
"1989-2","0340","June 30, 1989","EDMONTON",1954,1474,1.32564450474898,0.0108548168249661,NA,NA,NA,NA
"1989-3","0340","September 30, 1989","EDMONTON",2076,1714,1.21120186697783,0.00991831971995333,NA,NA,NA,NA
"1989-4","0340","December 31, 1989","EDMONTON",2189,1659,1.31946955997589,0.0102471368294153,NA,NA,NA,NA
"1990-1","0340","March 31, 1990","EDMONTON",2611,1863,1.40150295222759,0.0112721417069243,NA,NA,NA,NA
"1990-2","0340","June 30, 1990","EDMONTON",3775,2881,1.31030892051371,0.00833044081916001,NA,NA,NA,NA
"1990-3","0340","September 30, 1990","EDMONTON",3069,2288,1.34134615384615,0.0218531468531469,NA,NA,NA,NA
"1990-4","0340","December 31, 1990","EDMONTON",2104,1464,1.43715846994536,0.0355191256830601,NA,NA,NA,NA
"1991-1","0340","March 31, 1991","EDMONTON",1550,990,1.56565656565657,0.0606060606060606,NA,NA,NA,NA
"1991-2","0340","June 30, 1991","EDMONTON",1766,1321,1.33686601059803,0.0378501135503407,NA,NA,NA,NA
"1991-3","0340","September 30, 1991","EDMONTON",1911,1350,1.41555555555556,0.00666666666666667,NA,NA,NA,NA
"1991-4","0340","December 31, 1991","EDMONTON",2094,1278,1.63849765258216,0.00469483568075117,NA,NA,NA,NA
"1992-1","0340","March 31, 1992","EDMONTON",1989,1234,1.61183144246353,0.00729335494327391,NA,NA,NA,NA
"1992-2","0340","June 30, 1992","EDMONTON",2696,1843,1.4628323385784,0.0032555615843733,NA,NA,NA,NA
"1992-3","0340","September 30, 1992","EDMONTON",3134,1995,1.57092731829574,0.00200501253132832,NA,NA,NA,NA
"1992-4","0340","December 31, 1992","EDMONTON",2914,1783,1.63432417274257,0.00392596747055524,NA,NA,NA,NA
"1993-1","0340","March 31, 1993","EDMONTON",2665,1476,1.80555555555556,0.00474254742547425,NA,NA,NA,NA
"1993-2","0340","June 30, 1993","EDMONTON",3178,1737,1.82959124928037,0.00172711571675302,NA,NA,NA,NA
"1993-3","0340","September 30, 1993","EDMONTON",3584,1656,2.16425120772947,0.00181159420289855,NA,NA,NA,NA
"1993-4","0340","December 31, 1993","EDMONTON",2891,1397,2.06943450250537,0,NA,NA,NA,NA
"1994-1","0340","March 31, 1994","EDMONTON",2598,1159,2.24158757549612,0,NA,NA,NA,NA
"1994-2","0340","June 30, 1994","EDMONTON",3096,1548,2,0,NA,NA,NA,NA
"1994-3","0340","September 30, 1994","EDMONTON",2366,1419,1.66737138830162,0,NA,NA,NA,NA
"1994-4","0340","December 31, 1994","EDMONTON",1873,957,1.95715778474399,0,NA,NA,NA,NA
"1995-1","0340","March 31, 1995","EDMONTON",1995,783,2.54789272030651,0,NA,NA,NA,NA
"1995-2","0340","June 30, 1995","EDMONTON",2159,957,2.25600835945664,0,NA,NA,NA,NA
"1995-3","0340","September 30, 1995","EDMONTON",2163,1005,2.15223880597015,0,NA,NA,NA,NA
"1995-4","0340","December 31, 1995","EDMONTON",1837,950,1.93368421052632,0,NA,NA,NA,NA
"1996-1","0340","March 31, 1996","EDMONTON",1685,762,2.21128608923885,0,NA,NA,NA,NA
"1996-2","0340","June 30, 1996","EDMONTON",2069,1230,1.68211382113821,0,NA,NA,NA,NA
"1996-3","0340","September 30, 1996","EDMONTON",2048,1423,1.43921293042867,0,NA,NA,NA,NA
"1996-4","0340","December 31, 1996","EDMONTON",1841,1088,1.69209558823529,0,NA,NA,NA,NA
"1997-1","0340","March 31, 1997","EDMONTON",1808,1055,1.71374407582938,0,NA,NA,NA,NA
"1997-2","0340","June 30, 1997","EDMONTON",2367,1420,1.6669014084507,0,NA,NA,NA,NA
"1997-3","0340","September 30, 1997","EDMONTON",2653,1610,1.64782608695652,0,NA,NA,NA,NA
"1997-4","0340","December 31, 1997","EDMONTON",2586,1425,1.81473684210526,0,NA,NA,NA,NA
"1998-1","0340","March 31, 1998","EDMONTON",2477,1390,1.78201438848921,0,NA,NA,NA,NA
"1998-2","0340","June 30, 1998","EDMONTON",3045,1610,1.89130434782609,0,NA,NA,NA,NA
"1998-3","0340","September 30, 1998","EDMONTON",3509,1768,1.98472850678733,0,NA,NA,NA,NA
"1998-4","0340","December 31, 1998","EDMONTON",3090,1452,2.12809917355372,0.00275482093663912,NA,NA,NA,NA
"1999-1","0340","March 31, 1999","EDMONTON",2800,1172,2.38907849829352,0.00341296928327645,NA,NA,NA,NA
"1999-2","0340","June 30, 1999","EDMONTON",3298,1511,2.18266048974189,0.00264725347452019,NA,NA,NA,NA
"1999-3","0340","September 30, 1999","EDMONTON",3779,1887,2.00264970853206,0,NA,NA,NA,NA
"1999-4","0340","December 31, 1999","EDMONTON",3861,1689,2.28596802841918,0,NA,NA,NA,NA
"2000-1","0340","March 31, 2000","EDMONTON",3183,1326,2.40045248868778,0,NA,NA,NA,NA
"2000-2","0340","June 30, 2000","EDMONTON",3946,1667,2.36712657468506,0,NA,NA,NA,NA
"2000-3","0340","September 30, 2000","EDMONTON",4008,1826,2.19496166484118,0,NA,NA,NA,NA
"2000-4","0340","December 31, 2000","EDMONTON",3722,1551,2.39974210186976,0,NA,NA,NA,NA
"2001-1","0340","March 31, 2001","EDMONTON",3384,1452,2.33057851239669,0,NA,NA,NA,NA
"2001-2","0340","June 30, 2001","EDMONTON",3912,1883,2.07753584705258,0.00265533722782793,NA,NA,NA,NA
"2001-3","0340","September 30, 2001","EDMONTON",4208,2129,1.97651479567872,0.00234852043212776,NA,NA,NA,NA
"2001-4","0340","December 31, 2001","EDMONTON",4236,2030,2.08669950738916,0.00147783251231527,NA,NA,NA,NA
"2002-1","0340","March 31, 2002","EDMONTON",5221,2384,2.19001677852349,0.00125838926174497,NA,NA,NA,NA
"2002-2","0340","June 30, 2002","EDMONTON",6751,3170,2.12965299684543,0.000946372239747634,NA,NA,NA,NA
"2002-3","0340","September 30, 2002","EDMONTON",7454,3614,2.06253458771444,0.00193691200885445,NA,NA,NA,NA
"2002-4","0340","December 31, 2002","EDMONTON",8225,3744,2.19684829059829,0.00106837606837607,NA,NA,NA,NA
"2003-1","0340","March 31, 2003","EDMONTON",8317,3593,2.31477873643195,0.00111327581408294,NA,NA,NA,NA
"2003-2","0340","June 30, 2003","EDMONTON",8108,3723,2.1778135911899,0,NA,NA,NA,NA
"2003-3","0340","September 30, 2003","EDMONTON",8932,3734,2.39207284413498,0,NA,NA,NA,NA
"2003-4","0340","December 31, 2003","EDMONTON",8916,3288,2.71167883211679,0,NA,NA,NA,NA
"2004-1","0340","March 31, 2004","EDMONTON",8977,3080,2.91461038961039,0,NA,NA,NA,NA
"2004-2","0340","June 30, 2004","EDMONTON",9035,3155,2.86370839936609,0.0431061806656101,NA,NA,NA,NA
"2004-3","0340","September 30, 2004","EDMONTON",9103,3686,2.46961475854585,0.0491047205642973,NA,NA,NA,NA
"2004-4","0340","December 31, 2004","EDMONTON",8541,3570,2.39243697478992,0.0358543417366947,NA,NA,NA,NA
"2005-1","0340","March 31, 2005","EDMONTON",8263,3507,2.35614485315084,0.043056743655546,NA,NA,NA,NA
"2005-2","0340","June 30, 2005","EDMONTON",9494,4169,2.27728472055649,0.0345406572319501,NA,NA,NA,NA
"2005-3","0340","September 30, 2005","EDMONTON",9822,4297,2.28578077728648,0.045613218524552,NA,NA,NA,NA
"2005-4","0340","December 31, 2005","EDMONTON",10459,4418,2.36736079674061,0.0464010864644636,NA,NA,NA,NA
"2006-1","0340","March 31, 2006","EDMONTON",11201,4920,2.27662601626016,0.0469512195121951,NA,NA,NA,NA
"2006-2","0340","June 30, 2006","EDMONTON",11892,5685,2.09182058047493,0.029023746701847,NA,NA,NA,NA
"2006-3","0340","September 30, 2006","EDMONTON",12573,6376,1.97192597239649,0.0185069008782936,NA,NA,NA,NA
"2006-4","0340","December 31, 2006","EDMONTON",13297,6615,2.01012849584278,0.0126984126984127,NA,NA,NA,NA
"2007-1","0340","March 31, 2007","EDMONTON",13336,6526,2.04351823475329,0.0188476861783635,NA,NA,NA,NA
"2007-2","0340","June 30, 2007","EDMONTON",14706,7443,1.97581620314389,0.020018809619777,NA,NA,NA,NA
"2007-3","0340","September 30, 2007","EDMONTON",16262,7689,2.11496943685785,0.0189881649109117,NA,NA,NA,NA
"2007-4","0340","December 31, 2007","EDMONTON",16202,7040,2.30142045454545,0.0213068181818182,NA,NA,NA,NA
"2008-1","0340","March 31, 2008","EDMONTON",15653,5965,2.62414082145851,0.0295054484492875,NA,NA,NA,NA
"2008-2","0340","June 30, 2008","EDMONTON",14407,4783,3.01212628057704,0.037215136943341,NA,NA,NA,NA
"2008-3","0340","September 30, 2008","EDMONTON",12535,3628,3.45507166482911,0.0441014332965821,NA,NA,NA,NA
"2008-4","0340","December 31, 2008","EDMONTON",11409,3012,3.78784860557769,0.0531208499335989,NA,NA,NA,NA
"2009-1","0340","March 31, 2009","EDMONTON",9694,2403,4.0341240116521,0.0586766541822722,NA,NA,NA,NA
"2009-2","0340","June 30, 2009","EDMONTON",8585,2409,3.56371938563719,0.0535491905354919,NA,NA,NA,NA
"2009-3","0340","September 30, 2009","EDMONTON",6672,2787,2.39397201291712,0.0441334768568353,NA,NA,NA,NA
"2009-4","0340","December 31, 2009","EDMONTON",7549,3677,2.05303236333968,0.0290998096274137,NA,NA,NA,NA
"2010-1","0340","March 31, 2010","EDMONTON",7870,4097,1.92091774469124,0.0175738345130583,NA,NA,NA,NA
"2010-2","0340","June 30, 2010","EDMONTON",8963,4754,1.88535969709718,0.0161968868321414,NA,NA,NA,NA
"2010-3","0340","September 30, 2010","EDMONTON",9213,4864,1.89412006578947,0.0182976973684211,NA,NA,NA,NA
"2010-4","0340","December 31, 2010","EDMONTON",8615,4312,1.99791280148423,0.023886827458256,NA,NA,NA,NA
"2011-1","0340","March 31, 2011","EDMONTON",7795,3563,2.18776312096548,0.0216110019646365,NA,NA,NA,NA
"2011-2","0340","June 30, 2011","EDMONTON",8438,3763,2.24235981929312,0.0151474887058198,NA,NA,NA,NA
"2011-3","0340","September 30, 2011","EDMONTON",8888,4094,2.17098192476795,0.0175867122618466,NA,NA,NA,NA
"2011-4","0340","December 31, 2011","EDMONTON",9170,4109,2.23168654173765,0.0189827208566561,NA,NA,NA,NA
"2012-1","0340","March 31, 2012","EDMONTON",9062,4008,2.26097804391218,0.0177145708582834,NA,NA,NA,NA
"2012-2","0340","June 30, 2012","EDMONTON",9942,4328,2.29713493530499,0.0240295748613678,NA,NA,NA,NA
"2012-3","0340","September 30, 2012","EDMONTON",10799,4831,2.23535499896502,0.0316704616021528,NA,NA,NA,NA
"2012-4","0340","December 31, 2012","EDMONTON",11923,4802,2.4829237817576,0.0383173677634319,NA,NA,NA,NA
"2013-1","0340","March 31, 2013","EDMONTON",11877,4722,2.51524777636595,0.0432020330368488,NA,NA,NA,NA
"2013-2","0340","June 30, 2013","EDMONTON",13859,5008,2.76737220447284,0.0682907348242811,NA,NA,NA,NA
"2013-3","0340","September 30, 2013","EDMONTON",14054,5218,2.69336910693752,0.0628593330778076,NA,NA,NA,NA
"2013-4","0340","December 31, 2013","EDMONTON",13767,5083,2.70843989769821,0.0737753295298052,NA,NA,NA,NA
"2014-1","0340","March 31, 2014","EDMONTON",13205,4990,2.64629258517034,0.0759519038076152,NA,NA,NA,NA
"2014-2","0340","June 30, 2014","EDMONTON",13940,5344,2.60853293413174,0.0752245508982036,NA,NA,NA,NA
"2014-3","0340","September 30, 2014","EDMONTON",14565,5772,2.52338877338877,0.0725918225918226,NA,NA,NA,NA
"2014-4","0340","December 31, 2014","EDMONTON",14732,5987,2.4606647736763,0.100885251377986,NA,NA,NA,NA
"2015-1","0340","March 31, 2015","EDMONTON",16436,5816,2.82599724896836,0.129126547455296,NA,NA,NA,NA
"2015-2","0340","June 30, 2015","EDMONTON",16425,5741,2.86099982581432,0.128897404633339,NA,NA,NA,NA
"2015-3","0340","September 30, 2015","EDMONTON",15719,5358,2.93374393430384,0.134751773049645,NA,NA,NA,NA
