"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_qq","ref_yy","population","comp_per_10kpop"
"1991-4","0140",4,2,"December 31, 1991","CALGARY",10,NA,NA,3,3.33333333333333,0,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0140",5,2,"December 31, 1991","CALGARY",49,NA,NA,5,9.8,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1490",1,3,"December 31, 1991","REGINA",1,NA,NA,1,1,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",196775.477,0.0508193406640808
"1991-4","2410",4,2,"December 31, 1991","VANCOUVER",54,NA,NA,7,7.71428571428571,0,6.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,0.320745526646781
"1991-4","2440",5,2,"December 31, 1991","VICTORIA",59,NA,NA,3,19.6666666666667,1.66666666666667,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",300363.649,1.96428563164779
"1991-4","1265",2,1,"December 31, 1991",NA,20,NA,NA,11,1.81818181818182,0,3.72727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,0.273790898409548
"1991-4","0580",2,1,"December 31, 1991",NA,58,NA,NA,29,2,0,8.13793103448276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1060",4,2,"December 31, 1991",NA,6,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,0.0175271710660689
"1991-4","2440",2,2,"December 31, 1991","VICTORIA",2,NA,NA,2,1,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",300363.649,0.0665859536151793
"1991-4","2410",4,3,"December 31, 1991","VANCOUVER",295,NA,NA,71,4.15492957746479,0.126760563380282,8.30985915492958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,1.75222093260741
"1991-4","2410",1,1,"December 31, 1991","VANCOUVER",1911,NA,NA,1911,1,0,4.79277864992151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,11.3508278041111
"1991-4","0140",5,3,"December 31, 1991","CALGARY",43,NA,NA,4,10.75,0,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2680",5,3,"December 31, 1991","WINNIPEG",6,NA,NA,1,6,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,0.0884901944170424
"1991-4","1265",5,3,"December 31, 1991",NA,20,NA,NA,2,10,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,0.273790898409548
"1991-4","1400",4,1,"December 31, 1991",NA,32,NA,NA,8,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",673687.546,0.474997648242113
"1991-4","0340",2,3,"December 31, 1991","EDMONTON",16,NA,NA,8,2,0,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2680",2,3,"December 31, 1991","WINNIPEG",2,NA,NA,1,2,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,0.0294967314723475
"1991-4","0610",1,3,"December 31, 1991","HAMILTON",11,NA,NA,11,1,0,5.45454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0340",4,2,"December 31, 1991","EDMONTON",24,NA,NA,4,6,0,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0610",1,1,"December 31, 1991",NA,300,NA,NA,300,1,0,4.70666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1060",4,3,"December 31, 1991",NA,177,NA,NA,40,4.425,0.75,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,0.517051546449032
"1991-4","1400",4,3,"December 31, 1991",NA,8,NA,NA,2,4,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",673687.546,0.118749412060528
"1991-4","2410",5,3,"December 31, 1991","VANCOUVER",833,NA,NA,35,23.8,5.34285714285714,11.2285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,4.94779673512534
"1991-4","2410",1,2,"December 31, 1991","VANCOUVER",1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,0.00593973197494039
"1991-4","1265",5,2,"December 31, 1991",NA,157,NA,NA,4,39.25,0.5,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,2.14925855251495
"1991-4","0610",5,3,"December 31, 1991","HAMILTON",67,NA,NA,7,9.57142857142857,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0610",4,4,"December 31, 1991",NA,45,NA,NA,7,6.42857142857143,0,6.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1060",5,2,"December 31, 1991",NA,640,NA,NA,93,6.88172043010753,1.1505376344086,3.11827956989247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,1.86956491371401
"1991-4","2440",1,1,"December 31, 1991",NA,315,NA,NA,315,1,0,3.24126984126984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",300363.649,10.4872876943907
"1991-4","2680",1,1,"December 31, 1991","WINNIPEG",273,NA,NA,273,1,0,3.64102564102564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,4.02630384597543
"1991-4","2680",2,1,"December 31, 1991","WINNIPEG",2,NA,NA,1,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,0.0294967314723475
"1991-4","0610",4,1,"December 31, 1991",NA,21,NA,NA,3,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1265",5,4,"December 31, 1991",NA,76,NA,NA,1,76,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,1.04040541395628
"1991-4","2410",2,3,"December 31, 1991","VANCOUVER",122,NA,NA,61,2,0,6.86885245901639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,0.724647300942728
"1991-4","2680",4,3,"December 31, 1991","WINNIPEG",33,NA,NA,1,33,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,0.486696069293733
"1991-4","1265",1,1,"December 31, 1991",NA,632,NA,NA,632,1,0,3.57278481012658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,8.65179238974173
"1991-4","2680",1,3,"December 31, 1991","WINNIPEG",1,NA,NA,1,1,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,0.0147483657361737
"1991-4","1060",5,1,"December 31, 1991",NA,12,NA,NA,6,2,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,0.0350543421321378
"1991-4","1265",2,2,"December 31, 1991",NA,2,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,0.0273790898409548
"1991-4","2270",4,2,"December 31, 1991","TORONTO",432,NA,NA,75,5.76,0.333333333333333,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",4088768.17,1.05655293242023
"1991-4","2270",1,1,"December 31, 1991","TORONTO",3481,NA,NA,3481,1,0,5.70554438379776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",4088768.17,8.5135665688769
"1991-4","0340",5,2,"December 31, 1991","EDMONTON",24,NA,NA,1,24,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0140",4,3,"December 31, 1991","CALGARY",118,NA,NA,26,4.53846153846154,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2270",5,2,"December 31, 1991","TORONTO",808,NA,NA,14,57.7142857142857,2.14285714285714,9.35714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",4088768.17,1.97614529952673
"1991-4","1265",4,3,"December 31, 1991",NA,89,NA,NA,15,5.93333333333333,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,1.21836949792249
"1991-4","1400",1,1,"December 31, 1991",NA,742,NA,NA,742,1,0,2.2533692722372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",673687.546,11.014007968614
"1991-4","2410",2,1,"December 31, 1991","VANCOUVER",22,NA,NA,11,2,0,6.63636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,0.130674103448689
"1991-4","0140",4,1,"December 31, 1991","CALGARY",4,NA,NA,1,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0340",2,2,"December 31, 1991","EDMONTON",2,NA,NA,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0340",4,3,"December 31, 1991","EDMONTON",36,NA,NA,8,4.5,0,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2680",5,4,"December 31, 1991","WINNIPEG",61,NA,NA,1,61,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,0.899650309906598
"1991-4","0580",1,1,"December 31, 1991",NA,313,NA,NA,313,1,0,9.2779552715655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2270",4,1,"December 31, 1991","TORONTO",263,NA,NA,38,6.92105263157895,0.210526315789474,5.44736842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",4088768.17,0.643225512098427
"1991-4","0580",5,3,"December 31, 1991",NA,81,NA,NA,2,40.5,0,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1490",1,1,"December 31, 1991","REGINA",50,NA,NA,50,1,0,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",196775.477,2.54096703320404
"1991-4","1265",4,2,"December 31, 1991",NA,162,NA,NA,28,5.78571428571429,0.0714285714285714,4.07142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,2.21770627711734
"1991-4","0580",4,2,"December 31, 1991",NA,8,NA,NA,2,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1060",2,1,"December 31, 1991",NA,413,NA,NA,207,1.9951690821256,0,1.89371980676328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,1.20645360838107
"1991-4","0340",4,1,"December 31, 1991","EDMONTON",66,NA,NA,17,3.88235294117647,0,3.82352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0140",2,2,"December 31, 1991","CALGARY",8,NA,NA,4,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0610",4,2,"December 31, 1991",NA,137,NA,NA,10,13.7,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2270",5,3,"December 31, 1991",NA,1749,NA,NA,8,218.625,17.5,18.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",4088768.17,4.27757194167357
"1991-4","0610",2,3,"December 31, 1991",NA,6,NA,NA,3,2,0,18.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1060",2,3,"December 31, 1991",NA,10,NA,NA,5,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,0.0292119517767815
"1991-4","0610",4,3,"December 31, 1991",NA,275,NA,NA,43,6.3953488372093,0,10.5813953488372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0340",5,1,"December 31, 1991","EDMONTON",2,NA,NA,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1400",2,1,"December 31, 1991",NA,120,NA,NA,60,2,0,1.53333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",673687.546,1.78124118090792
"1991-4","1490",5,2,"December 31, 1991","REGINA",4,NA,NA,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",196775.477,0.203277362656323
"1991-4","1060",5,3,"December 31, 1991",NA,362,NA,NA,52,6.96153846153846,0.711538461538462,3.84615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,1.05747265431949
"1991-4","1060",1,1,"December 31, 1991",NA,1959,NA,NA,1959,1,0,2.0229709035222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,5.72262135307149
"1991-4","0140",2,1,"December 31, 1991","CALGARY",38,NA,NA,19,2,0,4.26315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2440",2,1,"December 31, 1991","VICTORIA",18,NA,NA,10,1.8,0,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",300363.649,0.599273582536614
"1991-4","2680",5,2,"December 31, 1991","WINNIPEG",68,NA,NA,1,68,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",678041.227,1.00288887005981
"1991-4","2440",4,2,"December 31, 1991","VICTORIA",37,NA,NA,6,6.16666666666667,1.5,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",300363.649,1.23184014188082
"1991-4","0340",2,1,"December 31, 1991","EDMONTON",44,NA,NA,22,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1700",2,1,"December 31, 1991","SASKATOON",4,NA,NA,2,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",219336.144,0.182368483691407
"1991-4","2270",4,3,"December 31, 1991","TORONTO",60,NA,NA,10,6,0.2,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",4088768.17,0.146743462836143
"1991-4","2270",2,1,"December 31, 1991","TORONTO",52,NA,NA,26,2,0,3.34615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",4088768.17,0.127177667791324
"1991-4","0140",1,1,"December 31, 1991","CALGARY",1031,NA,NA,1031,1,0,2.91949563530553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0610",2,1,"December 31, 1991",NA,6,NA,NA,3,2,0,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1700",1,1,"December 31, 1991","SASKATOON",61,NA,NA,61,1,0,3.88524590163934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",219336.144,2.78111937629395
"1991-4","0580",5,2,"December 31, 1991",NA,384,NA,NA,6,64,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2410",5,2,"December 31, 1991","VANCOUVER",467,NA,NA,11,42.4545454545455,4.18181818181818,6.81818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,2.77385483229716
"1991-4","2410",1,3,"December 31, 1991","VANCOUVER",19,NA,NA,19,1,0,6.05263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",1683577.65,0.112854907523867
"1991-4","0340",1,1,"December 31, 1991","EDMONTON",905,NA,NA,905,1,0,3.77237569060773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","2440",4,3,"December 31, 1991","VICTORIA",4,NA,NA,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",300363.649,0.133171907230359
"1991-4","1400",5,3,"December 31, 1991",NA,119,NA,NA,9,13.2222222222222,0,2.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",673687.546,1.76639750440036
"1991-4","1700",4,3,"December 31, 1991","SASKATOON",11,NA,NA,3,3.66666666666667,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",219336.144,0.501513330151368
"1991-4","2440",5,3,"December 31, 1991","VICTORIA",22,NA,NA,1,22,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",300363.649,0.732445489766972
"1991-4","0610",5,2,"December 31, 1991",NA,54,NA,NA,2,27,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","0340",5,3,"December 31, 1991","EDMONTON",61,NA,NA,1,61,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-4","1265",4,1,"December 31, 1991",NA,197,NA,NA,41,4.80487804878049,0,2.85365853658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",730484.4725,2.69684034933405
"1991-4","1060",4,1,"December 31, 1991",NA,50,NA,NA,11,4.54545454545455,0.545454545454545,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",3423256.37,0.146059758883907
"1991-4","1400",5,2,"December 31, 1991",NA,81,NA,NA,23,3.52173913043478,0,2.47826086956522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1991",673687.546,1.20233779711285
"1992-1","1400",5,2,"March 31, 1992",NA,161,NA,NA,19,8.47368421052632,0,3.36842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",675426.941,2.38367749680864
"1992-1","2440",2,1,"March 31, 1992","VICTORIA",31,NA,NA,19,1.63157894736842,0,3.47368421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",301515.091,1.02814090986909
"1992-1","1265",1,1,"March 31, 1992",NA,491,NA,NA,491,1,0,3.67006109979633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",733633.3421,6.69271653595418
"1992-1","1265",4,1,"March 31, 1992",NA,163,NA,NA,35,4.65714285714286,0.171428571428571,3.11428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",733633.3421,2.22181832048988
"1992-1","1400",4,3,"March 31, 1992",NA,32,NA,NA,3,10.6666666666667,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",675426.941,0.473774409303581
"1992-1","2440",5,3,"March 31, 1992","VICTORIA",45,NA,NA,5,9,0.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",301515.091,1.49246261110028
"1992-1","2410",2,1,"March 31, 1992","VANCOUVER",22,NA,NA,11,2,0,4.36363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",1694440.5,0.129836367815807
"1992-1","0140",4,1,"March 31, 1992","CALGARY",6,NA,NA,2,3,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","1265",5,2,"March 31, 1992",NA,135,NA,NA,4,33.75,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",733633.3421,1.84015627770634
"1992-1","0140",2,3,"March 31, 1992","CALGARY",2,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","2410",1,3,"March 31, 1992","VANCOUVER",4,NA,NA,4,1,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",1694440.5,0.0236066123301467
"1992-1","1060",5,1,"March 31, 1992",NA,6,NA,NA,3,2,0,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",3427932.64,0.0175032610909181
"1992-1","0580",2,1,"March 31, 1992",NA,12,NA,NA,6,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","0580",4,2,"March 31, 1992",NA,7,NA,NA,1,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","2440",2,3,"March 31, 1992","VICTORIA",6,NA,NA,3,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",301515.091,0.198995014813371
"1992-1","2680",5,3,"March 31, 1992","WINNIPEG",48,NA,NA,1,48,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",678569.919,0.70736999469026
"1992-1","0140",5,1,"March 31, 1992","CALGARY",18,NA,NA,1,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","1265",5,4,"March 31, 1992",NA,30,NA,NA,1,30,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",733633.3421,0.408923617268076
"1992-1","2680",5,2,"March 31, 1992","WINNIPEG",30,NA,NA,1,30,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",678569.919,0.442106246681412
"1992-1","1265",2,2,"March 31, 1992",NA,6,NA,NA,3,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",733633.3421,0.0817847234536152
"1992-1","2270",5,3,"March 31, 1992","TORONTO",1660,NA,NA,5,332,12.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",4103537.25,4.04529043814577
"1992-1","2410",5,3,"March 31, 1992","VANCOUVER",1304,NA,NA,34,38.3529411764706,5.58823529411765,10.2647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",1694440.5,7.69575561962784
"1992-1","0340",4,2,"March 31, 1992","EDMONTON",80,NA,NA,10,8,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","1060",5,3,"March 31, 1992",NA,320,NA,NA,43,7.44186046511628,2.25581395348837,5.55813953488372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",3427932.64,0.933507258182296
"1992-1","2410",2,3,"March 31, 1992","VANCOUVER",80,NA,NA,40,2,0,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",1694440.5,0.472132246602935
"1992-1","2270",4,4,"March 31, 1992","TORONTO",126,NA,NA,21,6,0.19047619047619,5.38095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",4103537.25,0.307052165786968
"1992-1","2410",1,1,"March 31, 1992","VANCOUVER",1682,NA,NA,1682,1,0,4.92627824019025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",1694440.5,9.9265804848267
"1992-1","1400",4,1,"March 31, 1992",NA,61,NA,NA,11,5.54545454545455,0,2.45454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",675426.941,0.903132467734952
"1992-1","0140",5,2,"March 31, 1992","CALGARY",5,NA,NA,1,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","1265",4,2,"March 31, 1992",NA,55,NA,NA,11,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",733633.3421,0.749693298324806
"1992-1","1060",1,1,"March 31, 1992",NA,1470,NA,NA,1470,1,0,2.87482993197279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",3427932.64,4.28829896727492
"1992-1","1700",1,1,"March 31, 1992","SASKATOON",26,NA,NA,26,1,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",219834.74,1.1827066095195
"1992-1","0340",5,3,"March 31, 1992","EDMONTON",90,NA,NA,3,30,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","1060",2,3,"March 31, 1992",NA,16,NA,NA,8,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",3427932.64,0.0466753629091148
"1992-1","2270",4,1,"March 31, 1992","TORONTO",309,NA,NA,53,5.83018867924528,0.792452830188679,3.83018867924528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",4103537.25,0.753008882763279
"1992-1","2410",5,2,"March 31, 1992","VANCOUVER",325,NA,NA,11,29.5454545454545,4.18181818181818,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",1694440.5,1.91803725182442
"1992-1","2440",5,2,"March 31, 1992","VICTORIA",55,NA,NA,4,13.75,2,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",301515.091,1.82412096912257
"1992-1","0580",5,2,"March 31, 1992",NA,184,NA,NA,4,46,4.75,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","1400",5,3,"March 31, 1992",NA,160,NA,NA,17,9.41176470588235,0,3.88235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",675426.941,2.36887204651791
"1992-1","2270",2,1,"March 31, 1992","TORONTO",92,NA,NA,46,2,0,4.73913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",4103537.25,0.224196819463501
"1992-1","2410",4,3,"March 31, 1992","VANCOUVER",330,NA,NA,72,4.58333333333333,0,7.09722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",1694440.5,1.94754551723711
"1992-1","0140",4,3,"March 31, 1992","CALGARY",105,NA,NA,25,4.2,0,8.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","1490",1,1,"March 31, 1992","REGINA",27,NA,NA,27,1,0,4.48148148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1992",197047.361,1.37022895729114
"1992-1","0140",4,2,"March 31, 1992","CALGARY",25,NA,NA,5,5,0,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-1","0340",4,3,"March 31, 1992","EDMONTON",27,NA,NA,6,4.5,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
