"","reference_period_qq","metcode","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","ref_yy","ref_qq","population","starts_per_10kpop"
"437","1991-3","1060","September 30, 1991",NA,3947,NA,NA,2452,1.60970636215334,0.0415986949429038,0.555100368701352,1991,3,"3419012.13",11.5442702451015
"438","1991-4","1060","December 31, 1991",NA,5375,NA,NA,3052,1.76114023591088,0.0363695937090433,0.389723056389723,1991,4,"3423256.37",15.70142408002
"439","1992-1","1060","March 31, 1992",NA,2272,NA,NA,1262,1.80031695721078,0.0839936608557845,0.491511721907842,1992,1,"3427932.64",6.6279015330943
"440","1992-2","1060","June 30, 1992",NA,5618,NA,NA,3329,1.68759387203364,0.100931210573746,0.505170316301703,1992,2,"3433040.94",16.3645004478158
"441","1992-3","1060","September 30, 1992",NA,3176,NA,NA,1814,1.75082690187431,0.109151047409041,0.559103641456583,1992,3,"3439925.4299999997",9.23275828104216
"442","1992-4","1060","December 31, 1992",NA,3454,NA,NA,1932,1.78778467908903,0.100414078674948,0.407874015748032,1992,4,"3445360.1399999997",10.0250767979222
"443","1993-1","1060","March 31, 1993",NA,2204,NA,NA,1140,1.93333333333333,0.106140350877193,0.47463768115942,1993,1,"3450689.21",6.38712983369488
"444","1993-2","1060","June 30, 1993",NA,5456,NA,NA,3334,1.63647270545891,0.0806838632273545,0.358328211432084,1993,2,"3455912.6700000004",15.7874359712915
"445","1993-3","1060","September 30, 1993",NA,3191,NA,NA,1741,1.83285468121769,0.0562894887995405,0.358357771260997,1993,3,"3461218.62",9.21929629512972
"446","1993-4","1060","December 31, 1993",NA,2878,NA,NA,1660,1.73373493975904,0.0373493975903614,0.340981516889739,1993,4,"3466155.56",8.3031472482441
"447","1994-1","1060","March 31, 1994",NA,1967,NA,NA,1076,1.82806691449814,0.115241635687732,0.37426326129666,1994,1,"3470911.6199999996",5.6670990660373
"448","1994-2","1060","June 30, 1994","MONTRÉAL",6207,NA,NA,3765,1.64860557768924,0.098539176626826,0.282952069716776,1994,2,"3475486.79",17.8593687015568
"449","1994-3","1060","September 30, 1994",NA,2791,NA,NA,1746,1.59851088201604,0.0853379152348225,0.404761904761905,1994,3,"3479752.5300000003",8.02068531005565
"450","1994-4","1060","December 31, 1994","MONTRÉAL",2192,NA,NA,1306,1.67840735068913,0.0758039816232772,0.302091402013943,1994,4,"3484017.36",6.29158747934597
"451","1995-1","1060","March 31, 1995","MONTRÉAL",1412,NA,NA,828,1.70531400966184,0.0579710144927536,0.440097799511002,1995,1,"3488152.73",4.0479878872735
"452","1995-2","1060","June 30, 1995",NA,3394,NA,NA,2082,1.63016330451489,0.0739673390970221,0.357352941176471,1995,2,"3492158.64",9.71891700773365
"453","1995-3","1060","September 30, 1995","MONTRÉAL",1339,NA,NA,893,1.49944008958567,0.0403135498320269,0.452488687782805,1995,3,"3495515.4499999997",3.8306224622752
"454","1995-4","1060","December 31, 1995","MONTRÉAL",1323,NA,NA,893,1.48152295632699,0.0369540873460246,0.384174311926606,1995,4,"3499470.29",3.78057217339599
"455","1996-1","1060","March 31, 1996","MONTRÉAL",918,NA,NA,543,1.69060773480663,0.0276243093922652,0.407643312101911,1996,1,"3503503.52",2.62023427337673
"456","1996-2","1060","June 30, 1996","MONTRÉAL",3434,NA,NA,2247,1.52825990209168,0.0240320427236315,0.348161328588375,1996,2,"3507615.15",9.79012763130527
"457","1996-3","1060","September 30, 1996","MONTRÉAL",1390,NA,NA,956,1.45397489539749,0.0219665271966527,0.618705035971223,1996,3,"3511976.74",3.95788498303095
"458","1996-4","1060","December 31, 1996","MONTRÉAL",1814,NA,NA,1028,1.76459143968872,0.0311284046692607,0.256586483390607,1996,4,"3516176.5300000003",5.15901287811622
"459","1997-1","1060","March 31, 1997","MONTRÉAL",1767,NA,NA,975,1.81230769230769,0.0102564102564103,0.312741312741313,1997,1,"3520386.07",5.01933584801397
"460","1997-2","1060","June 30, 1997","MONTRÉAL",4365,NA,NA,2957,1.47615826851539,0.00507270882651336,0.289462177525142,1997,2,"3524605.38",12.3843651399068
"461","1997-3","1060","September 30, 1997",NA,2072,NA,NA,1347,1.53823311061618,0.0244988864142539,0.396702230843841,1997,3,"3527222.79",5.8743099695157
"462","1997-4","1060","December 31, 1997",NA,2304,NA,NA,1254,1.83732057416268,0.0406698564593301,0.37410071942446,1997,4,"3532106.29",6.52302000798509
"463","1998-1","1060","March 31, 1998","MONTRÉAL",1498,NA,NA,996,1.50401606425703,0.00903614457831325,0.73780487804878,1998,1,"3537644.21",4.23445635308815
"464","1998-2","1060","June 30, 1998","MONTRÉAL",4247,NA,NA,2868,1.48082287308229,0.0097629009762901,0.493913043478261,1998,2,"3543836.55",11.9841870246527
"465","1998-3","1060","September 30, 1998","MONTRÉAL",1864,NA,NA,1310,1.42290076335878,0.0435114503816794,0.857758620689655,1998,3,"3551212.73",5.24891112338404
"466","1998-4","1060","December 31, 1998","MONTRÉAL",2684,NA,NA,1575,1.70412698412698,0.00761904761904762,0.482834994462901,1998,4,"3558502.1700000004",7.54249926451499
"467","1999-1","1060","March 31, 1999","MONTRÉAL",1973,NA,NA,956,2.06380753138075,0.0313807531380753,0.67741935483871,1999,1,"3566234.27",5.53244641440788
"468","1999-2","1060","June 30, 1999","MONTRÉAL",4392,NA,NA,3197,1.37378792618079,0.00187675946199562,0.550236008091706,1999,2,"3574409.03",12.2873458609184
"469","1999-3","1060","September 30, 1999","MONTRÉAL",2828,NA,NA,1690,1.67337278106509,0.0266272189349112,0.49903536977492,1999,3,"3584085.27",7.89043727187886
"470","1999-4","1060","December 31, 1999","MONTRÉAL",3173,NA,NA,1699,1.86756915832843,0.00824014125956445,0.77326565143824,1999,4,"3592721.83",8.83174414869742
"471","2000-1","1060","March 31, 2000","MONTRÉAL",2310,NA,NA,1481,1.55975692099932,0,2.23157894736842,2000,1,"3601377.54",6.41421226834218
"472","2000-2","1060","June 30, 2000","MONTRÉAL",4056,NA,NA,2850,1.42315789473684,0.00105263157894737,2.23175965665236,2000,2,"3610052.3899999997",11.2352940118966
"473","2000-3","1060","September 30, 2000","MONTRÉAL",3270,NA,NA,1639,1.99511897498475,0,0.480314960629921,2000,3,"3618154.56",9.0377565296713
"474","2000-4","1060","December 31, 2000","MONTRÉAL",3130,NA,NA,1748,1.79061784897025,0,0.36231884057971,2000,4,"3627104.42",8.62947309358135
"475","2001-1","1060","March 31, 2001","MONTRÉAL",2515,NA,NA,1521,1.65351742274819,0,0.227488151658768,2001,1,"3636310.13",6.91635176892902
"476","2001-2","1060","June 30, 2001","MONTRÉAL",4415,NA,NA,2973,1.48503195425496,0,0.0450928381962865,2001,2,"3645771.72",12.1099189391924
"477","2001-3","1060","September 30, 2001",NA,2594,NA,NA,1646,1.57594167679222,0,0.153061224489796,2001,3,"3657427.55",7.09241663584013
"478","2001-4","1060","December 31, 2001","MONTRÉAL",3776,NA,NA,1929,1.95749092794194,0,0.0910518053375196,2001,4,"3666625.51",10.2982974118892
"479","2002-1","1060","March 31, 2002","MONTRÉAL",4021,NA,NA,2471,1.62727640631323,0,0.0304321363359708,2002,1,"3675303.98",10.9405916405315
"480","2002-2","1060","June 30, 2002","MONTRÉAL",6411,NA,NA,4073,1.57402406088878,0.0721826663393076,0.0157121135326913,2002,2,"3683462.96",17.4048173406907
"481","2002-3","1060","September 30, 2002","MONTRÉAL",4794,NA,NA,2648,1.81042296072508,0.127643504531722,0.0577794561933535,2002,3,"3690033.91",12.9917505283847
"482","2002-4","1060","December 31, 2002","MONTRÉAL",5328,NA,NA,2828,1.88401697312588,0.0586987270155587,0.0272952853598015,2002,4,"3697581.32",14.4094193985164
"483","2003-1","1060","March 31, 2003","MONTRÉAL",4128,NA,NA,2238,1.84450402144772,0.0455764075067024,0.0210674157303371,2003,1,"3705036.66",11.1415901617556
"484","2003-2","1060","June 30, 2003","MONTRÉAL",6688,NA,NA,3897,1.71619194251989,0.0341288170387478,0.00779376498800959,2003,2,"3712399.93",18.0153004151145
"485","2003-3","1060","September 30, 2003","MONTRÉAL",6481,NA,NA,2912,2.22561813186813,0,0.034850348503485,2003,3,"3719743.88",17.4232425916378
"486","2003-4","1060","December 31, 2003","MONTRÉAL",7024,NA,NA,3118,2.25272610647851,0,0.0145948666331152,2003,4,"3726893.8899999997",18.846793623094
"487","2004-1","1060","March 31, 2004","MONTRÉAL",5492,NA,NA,2420,2.26942148760331,0,0.016750418760469,2004,1,"3733922.71",14.7083922902089
"488","2004-2","1060","June 30, 2004","MONTRÉAL",9432,NA,NA,4425,2.13152542372881,0.00858757062146893,0.00533204071740184,2004,2,"3740830.35",25.2136534339228
"489","2004-3","1060","September 30, 2004","MONTRÉAL",6340,NA,NA,2849,2.22534222534223,0.0358020358020358,0.0105337078651685,2004,3,"3746875.16",16.9207665835336
"490","2004-4","1060","December 31, 2004","MONTRÉAL",7409,NA,NA,3061,2.42045083306109,0.0555374060764456,0.01796798431885,2004,4,"3753837.1",19.7371377676458
"491","2005-1","1060","March 31, 2005","MONTRÉAL",4416,NA,NA,2074,2.12921890067502,0.00675024108003857,0.0260366441658631,2005,1,"3760974.51",11.7416376746462
"492","2005-2","1060","June 30, 2005","MONTRÉAL",7579,NA,NA,3480,2.17787356321839,0.0166666666666667,0.0198275862068966,2005,2,"3768287.4000000004",20.1125848309765
"493","2005-3","1060","September 30, 2005","MONTRÉAL",6703,NA,NA,2355,2.84628450106157,0.0208067940552017,0.0246284501061571,2005,3,"3775710.31",17.7529509672579
"494","2005-4","1060","December 31, 2005","MONTRÉAL",6619,NA,NA,2571,2.57448463632828,0.0213924542979385,0.0105017502917153,2005,4,"3783400.33",17.4948443798439
"495","2006-1","1060","March 31, 2006","MONTRÉAL",4825,NA,NA,1928,2.50259336099585,0.0518672199170125,0.0114107883817427,2006,1,"3791292.0100000002",12.726532240918
"496","2006-2","1060","June 30, 2006","MONTRÉAL",5662,NA,NA,3208,1.76496259351621,0.0972568578553616,0.0103092783505155,2006,2,"3799385.35",14.9024104648927
"497","2006-3","1060","September 30, 2006","MONTRÉAL",4914,NA,NA,1993,2.46562970396387,0.0742599096838936,0.00709219858156028,2006,3,"3807320.9099999997",12.90671345064
"498","2006-4","1060","December 31, 2006","MONTRÉAL",7412,NA,NA,2527,2.93312227938267,0.129006727344677,0.00485044462409054,2006,4,"3815961.34",19.4236768656571
"499","2007-1","1060","March 31, 2007","MONTRÉAL",4284,NA,NA,1854,2.31067961165049,0.0960086299892125,0.0082256169212691,2007,1,"3824947.22",11.200154547492
"500","2007-2","1060","June 30, 2007","MONTRÉAL",6840,NA,NA,3400,2.01176470588235,0.0694117647058824,0.00631313131313131,2007,2,"3834278.5300000003",17.8390796247136
"501","2007-3","1060","September 30, 2007","MONTRÉAL",6949,NA,NA,2270,3.06123348017621,0.0352422907488987,0.0114035087719298,2007,3,"3843325.75",18.0806948253085
"502","2007-4","1060","December 31, 2007","MONTRÉAL",5160,NA,NA,2499,2.06482593037215,0.0252100840336134,0.0100931677018634,2007,4,"3853599.75",13.3900776799666
"503","2008-1","1060","March 31, 2008","MONTRÉAL",5401,NA,NA,1672,3.23026315789474,0.0263157894736842,0.0102272727272727,2008,1,"3864471",13.9760396701127
"504","2008-2","1060","June 30, 2008","MONTRÉAL",6218,NA,NA,3027,2.05417905517014,0,0.0461847389558233,2008,2,"3875939.5",16.0425620678548
"505","2008-3","1060","September 30, 2008","MONTRÉAL",4977,NA,NA,2033,2.44810624692573,0.0127889818002951,0.021324354657688,2008,3,"3889824.47",12.7949218232976
"506","2008-4","1060","December 31, 2008","MONTRÉAL",5331,NA,NA,1968,2.70884146341463,0.00863821138211382,0.0370919881305638,2008,4,"3901759.78",13.6630656436773
"507","2009-1","1060","March 31, 2009","MONTRÉAL",3753,NA,NA,1136,3.30369718309859,0.00264084507042254,0.0125260960334029,2009,1,"3913564.66",9.58972273630455
"508","2009-2","1060","June 30, 2009","MONTRÉAL",4868,NA,NA,2031,2.39684884293451,0.000492368291482029,0.0211267605633803,2009,2,"3925239.09",12.401792319866
"509","2009-3","1060","September 30, 2009","MONTRÉAL",4867,NA,NA,1945,2.50231362467866,0.0786632390745501,0.0259067357512953,2009,3,"3937309.6599999997",12.3612324665366
"510","2009-4","1060","December 31, 2009","MONTRÉAL",5763,NA,NA,2276,2.53207381370826,0.0918277680140598,0.029810298102981,2009,4,"3948512.59",14.5953694426488
"511","2010-1","1060","March 31, 2010","MONTRÉAL",4907,NA,NA,1848,2.65530303030303,0.252164502164502,0.0578635014836795,2010,1,"3959374.47",12.3933718247165
"512","2010-2","1060","June 30, 2010","MONTRÉAL",6285,NA,NA,2598,2.41916859122402,0.175134719014627,0.0156062424969988,2010,2,"3969895.2800000003",15.8316518616078
"513","2010-3","1060","September 30, 2010","MONTRÉAL",5179,NA,NA,1750,2.95942857142857,0.208571428571429,0.0315638450502152,2010,3,"3979778",13.0132886809264
"514","2010-4","1060","December 31, 2010","MONTRÉAL",5630,NA,NA,1970,2.85786802030457,0.160913705583756,0.0229226361031519,2010,4,"3989735.5",14.1112111316652
"515","2011-1","1060","March 31, 2011","MONTRÉAL",4378,NA,NA,1343,3.25986597170514,0.164556962025316,0.0342205323193916,2011,1,"3999470.75",10.9464483519476
"516","2011-2","1060","June 30, 2011","MONTRÉAL",5892,NA,NA,2124,2.77401129943503,0.179378531073446,0.0387596899224806,2011,2,"4008983.75",14.6969914757075
"517","2011-3","1060","September 30, 2011","MONTRÉAL",5894,NA,NA,1557,3.78548490687219,0.273603082851638,0.0422919508867667,2011,3,"4018107.31",14.6685977881462
"518","2011-4","1060","December 31, 2011","MONTRÉAL",6555,NA,NA,1747,3.75214653692043,0.283342873497424,0.0475,2011,4,"4027242.69",16.2766451008196
"519","2012-1","1060","March 31, 2012","MONTRÉAL",3403,NA,NA,1124,3.02758007117438,0.262455516014235,0.117760617760618,2012,1,"4036222.69",8.43115026440724
"520","2012-2","1060","June 30, 2012","MONTRÉAL",6152,NA,NA,1859,3.30930607853685,0.268423883808499,0.0197044334975369,2012,2,"4045047.31",15.2087219963813
"521","2012-3","1060","September 30, 2012","MONTRÉAL",5648,NA,NA,1431,3.94689028651293,0.482180293501048,0.0792767732962448,2012,3,"4054501.25",13.9301967165505
"522","2012-4","1060","December 31, 2012","MONTRÉAL",5388,NA,NA,1461,3.68788501026694,0.502395619438741,0.0597826086956522,2012,4,"4062701.25",13.2621122461318
"523","2013-1","1060","March 31, 2013","MONTRÉAL",2697,NA,NA,749,3.60080106809079,0.510013351134846,0.0535714285714286,2013,1,"4070432",6.62583234408535
"524","2013-2","1060","June 30, 2013","MONTRÉAL",4320,NA,NA,1534,2.81616688396349,0.422425032594524,0.0329041487839771,2013,2,"4077693.5",10.594224406518
"525","2013-3","1060","September 30, 2013","MONTRÉAL",4050,NA,NA,1051,3.8534728829686,0.456707897240723,0.141342756183746,2013,3,"4085024.81",9.91426047177422
"526","2013-4","1060","December 31, 2013","MONTRÉAL",4565,NA,NA,1181,3.8653683319221,0.497036409822185,0.4858934169279,2013,4,"4091132.19",11.1582803683496
"527","2014-1","1060","March 31, 2014","MONTRÉAL",3585,NA,NA,684,5.24122807017544,0.650584795321637,0.987775061124694,2014,1,"4096554.69",8.75125629044147
"528","2014-2","1060","June 30, 2014","MONTRÉAL",5187,5168,19,1344,3.859375,0.455357142857143,1.00119474313023,2014,2,"4101292.3099999996",12.6472331351578
"529","2014-3","1060","September 30, 2014","MONTRÉAL",4256,4223,33,1136,3.74647887323944,0.442781690140845,1.08690614136732,2014,3,"4101366.94",10.3770281037083
"530","2014-4","1060","December 31, 2014","MONTRÉAL",5644,5616,28,1084,5.20664206642066,0.915129151291513,0.514685314685315,2014,4,"4106326.0600000005",13.7446464735925
"531","2015-1","1060","March 31, 2015","MONTRÉAL",2148,2134,14,499,4.30460921843687,0.64128256513026,0.798165137614679,2015,1,"4112191.56",5.22349206903192
"532","2015-2","1060","June 30, 2015","MONTRÉAL",4526,4495,31,1218,3.71592775041051,0.53448275862069,0.870039682539683,2015,2,"4118963.4400000004",10.9882014393408
"533","2015-3","1060","September 30, 2015","MONTRÉAL",6589,6561,28,1029,6.40330417881438,0.784256559766764,0.906789413118527,2015,3,"4125459.3400000003",15.9715548184266
"534","2015-4","1060","December 31, 2015","MONTRÉAL",5481,5440,41,1067,5.13683223992502,0.698219306466729,0.961620469083156,2015,4,"4134516.91",13.2566878290988
"535","2016-1","1060","March 31, 2016","MONTRÉAL",2791,2779,12,545,5.12110091743119,0.748623853211009,1.11715481171548,2016,1,"4144953.78",6.73348883518793
"536","2016-2","1060","June 30, 2016","MONTRÉAL",4719,4695,24,1333,3.54013503375844,0.487621905476369,1.21410992616899,2016,2,"4156769.97",11.3525646933982
"537","2016-3","1060","September 30, 2016","MONTRÉAL",5748,5732,16,1020,5.63529411764706,0.702941176470588,1.30121703853955,2016,3,"4170467.3400000003",13.7826280159767
"538","2016-4","1060","December 31, 2016","MONTRÉAL",4576,4556,20,1109,4.12623985572588,0.690712353471596,1.85313376987839,2016,4,"4184841.41",10.9347034969242
"539","2017-1","1060","March 31, 2017","MONTRÉAL",4669,4659,10,674,6.92729970326409,1.06528189910979,2.37750385208012,2017,1,"4200394.03",11.1156238358905
"540","2017-2","1060","June 30, 2017","MONTRÉAL",5136,5098,38,1450,3.54206896551724,0.508275862068965,1.31701972242513,2017,2,"4217125.22",12.1789127238674
"541","2017-3","1060","September 30, 2017","MONTRÉAL",5981,5941,40,1206,4.95936981757877,0.645936981757877,2.46251053074979,2017,3,"4238321.53",14.1117184188713
"542","2017-4","1060","December 31, 2017","MONTRÉAL",8970,8926,44,1269,7.06855791962175,0.96059889676911,2.1424,2017,4,"4256095.22",21.0756562913553
"543","2018-1","1060","March 31, 2018","MONTRÉAL",4475,4454,21,702,6.37464387464387,0.954415954415954,2.36637931034483,2018,1,"4273732.84",10.4709399663831
"544","2018-2","1060","June 30, 2018","MONTRÉAL",7566,7512,54,1503,5.03393213572854,0.657351962741184,2.2097855227882,2018,2,"4291234.41",17.6312903866745
"545","2018-3","1060","September 30, 2018","MONTRÉAL",4816,4753,63,1083,4.44690674053555,0.651892890120037,2.31603336422614,2018,3,"4314085.22",11.1634326963991
"546","2018-4","1060","December 31, 2018","MONTRÉAL",8143,8093,50,1176,6.92431972789116,0.976190476190476,2.74080410607357,2018,4,"4329120.53",18.8098250985865
"547","2019-1","1060","March 31, 2019","MONTRÉAL",5089,5066,23,571,8.91243432574431,1.08056042031524,2.49824561403509,2019,1,"4341825.66",11.7208759598146
"548","2019-2","1060","June 30, 2019","MONTRÉAL",8247,8163,84,1370,6.01970802919708,0.74014598540146,2.75547445255474,2019,2,"4352200.590000001",18.9490346997081
"549","2019-3","1060","September 30, 2019","MONTRÉAL",5779,5719,60,1095,5.27762557077626,0.698630136986301,3.85296803652968,2019,3,"4363486.13",13.2439976381912
"550","2019-4","1060","December 31, 2019","MONTRÉAL",5997,5940,57,1142,5.25131348511384,0.728546409807356,4.12521891418564,2019,4,"4367904.38",13.7296961615263
"551","2020-1","1060","March 31, 2020","MONTRÉAL",5008,4991,17,630,7.94920634920635,1.01746031746032,5.33492063492063,2020,1,"4368696.13",11.4633745423718
"552","2020-2","1060","June 30, 2020","MONTRÉAL",6268,6212,56,1079,5.80908248378128,0.701575532900834,4.74606116774791,2020,2,"4365861.38",14.3568461168137
"553","2020-3","1060","September 30, 2020","MONTRÉAL",8017,7943,74,1243,6.44971842316975,0.666130329847144,5.74818986323411,2020,3,"4357573.3",18.3978546040752
"554","2020-4","1060","December 31, 2020","MONTRÉAL",7981,7923,58,1255,6.3593625498008,0.792828685258964,3.5800796812749,2020,4,"4349315.38",18.3500144337659
"555","2021-1","1060","March 31, 2021","MONTRÉAL",8080,8035,45,995,8.12060301507538,0.869346733668342,3.25628140703518,2021,1,"4342744.2",18.6057470297237
"556","2021-2","1060","June 30, 2021","MONTRÉAL",9241,9162,79,1539,6.00454840805718,0.627680311890838,2.55945419103314,2021,2,"4340016.38",21.2925463659195
"557","2021-3","1060","September 30, 2021","MONTRÉAL",7660,7603,57,1088,7.04044117647059,0.828125,2.86488970588235,2021,3,"4342538.48",17.6394522127528
"558","2021-4","1060","December 31, 2021","MONTRÉAL",7362,7307,55,1030,7.14757281553398,0.80873786407767,3.47766990291262,2021,4,"4342217.13",16.9544722882156
"559","2022-1","1060","March 31, 2022","MONTRÉAL",5057,5026,31,618,8.18284789644013,0.865695792880259,3.68446601941748,2022,1,"4357208.89",11.6060536175028
"560","2022-2","1060","June 30, 2022","MONTRÉAL",9053,8985,68,1215,7.45102880658436,0.780246913580247,3.31769547325103,2022,2,"4378170.38",20.6775872436467
"561","2022-3","1060","September 30, 2022","MONTRÉAL",5597,5554,43,691,8.09985528219971,0.898697539797395,2.794500723589,2022,3,"4387156.699999999",12.7576933825956
"562","2022-4","1060","December 31, 2022","MONTRÉAL",4442,4413,29,535,8.30280373831776,0.902803738317757,5.23551401869159,2022,4,"4395660.53",10.1054209479639
"563","2023-1","1060","March 31, 2023","MONTRÉAL",2982,2959,23,336,8.875,1.1577380952381,2.28571428571429,2023,1,"4424935",6.73908204301306
"564","2023-2","1060","June 30, 2023","MONTRÉAL",2945,2915,30,496,5.9375,0.731854838709677,2.49193548387097,2023,2,"4435375",6.63979934052927
"565","1988-2","0580","June 30, 1988",NA,327,NA,NA,247,1.32388663967611,0,0,1988,2,"323830.609",10.0978718784425
"566","1988-2","1490","June 30, 1988","REGINA",112,NA,NA,65,1.72307692307692,0,0,1988,2,"196029.74800000002",5.71341855726917
"567","1988-3","0580","September 30, 1988",NA,800,NA,NA,503,1.59045725646123,0,0.115308151093439,1988,3,"325561.151",24.5729564950457
"568","1988-3","1490","September 30, 1988","REGINA",406,NA,NA,193,2.10362694300518,0.0259067357512953,0.106741573033708,1988,3,"195669.17799999999",20.7493077933817
"569","1988-4","0580","December 31, 1988",NA,565,NA,NA,326,1.73312883435583,0,0.276073619631902,1988,4,"326937.956",17.2815664143933
"570","1988-4","1490","December 31, 1988","REGINA",141,NA,NA,124,1.13709677419355,0,0.127272727272727,1988,4,"195585.119",7.20913741908964
"571","1989-1","0580","March 31, 1989","HALIFAX",378,NA,NA,214,1.76635514018692,0,0.897196261682243,1989,1,"328282.119",11.5144864164837
"572","1989-1","1490","March 31, 1989","REGINA",93,NA,NA,88,1.05681818181818,0,0.194805194805195,1989,1,"195512.96099999998",4.75671789350068
"573","1989-2","0580","June 30, 1989",NA,790,NA,NA,348,2.27011494252874,0,0.172413793103448,1989,2,"329593.642",23.9689089633592
"574","1989-2","1490","June 30, 1989","REGINA",201,NA,NA,178,1.12921348314607,0,0.111764705882353,1989,2,"195452.703",10.2838178707613
"575","1989-3","0580","September 30, 1989",NA,639,NA,NA,438,1.45890410958904,0,0.308219178082192,1989,3,"330878.62",19.3122178761505
"576","1989-3","1490","September 30, 1989","REGINA",231,NA,NA,116,1.99137931034483,0.0258620689655172,0.153846153846154,1989,3,"195303.28600000002",11.8277579825257
"577","1989-4","0580","December 31, 1989",NA,887,NA,NA,331,2.6797583081571,0,0.283987915407855,1989,4,"332122.421",26.7070195781814
"578","1989-4","1490","December 31, 1989","REGINA",72,NA,NA,66,1.09090909090909,0,0.192982456140351,1989,4,"195307.253",3.68649903646947
"579","1990-1","0580","March 31, 1990",NA,250,NA,NA,112,2.23214285714286,0,0.369369369369369,1990,1,"333331.143",7.50004928282384
"580","1990-1","1490","March 31, 1990","REGINA",89,NA,NA,66,1.34848484848485,0,0.647058823529412,1990,1,"195363.544",4.55560941298239
"581","1990-2","0580","June 30, 1990",NA,882,NA,NA,501,1.76047904191617,0,0.0678642714570858,1990,2,"334504.78500000003",26.367335821519
"582","1990-2","1490","June 30, 1990","REGINA",242,NA,NA,136,1.77941176470588,0,0.276785714285714,1990,2,"195472.159",12.380279689856
"583","1990-3","0580","September 30, 1990",NA,636,NA,NA,387,1.64341085271318,0,0.0645994832041344,1990,3,"335854.85699999996",18.9367515980274
"584","1990-3","1490","September 30, 1990","REGINA",88,NA,NA,85,1.03529411764706,0,0.353846153846154,1990,3,"195721.25",4.49619037278783
"585","1990-4","0580","December 31, 1990",NA,879,NA,NA,267,3.29213483146067,0,0.131086142322097,1990,4,"336873.735",26.0928623598394
"586","1990-4","1490","December 31, 1990","REGINA",52,NA,NA,49,1.06122448979592,0,0.486486486486487,1990,4,"195899.253",2.65442563989767
"587","1991-1","0580","March 31, 1991",NA,515,NA,NA,79,6.51898734177215,0,0.126582278481013,1991,1,"337772.929",15.2469293949842
"588","1991-1","1490","March 31, 1991","REGINA",19,NA,NA,19,1,0,1.15384615384615,1991,1,"196094.31900000002",0.968921491295217
"589","1991-2","0580","June 30, 1991",NA,822,NA,NA,247,3.32793522267206,0,0.0647773279352227,1991,2,"338552.439",24.2798428044998
"590","1991-2","1490","June 30, 1991","REGINA",67,NA,NA,55,1.21818181818182,0.0909090909090909,0.708333333333333,1991,2,"196306.449",3.41303102069764
"591","1991-3","0580","September 30, 1991",NA,946,NA,NA,364,2.5989010989011,0,0.0412087912087912,1991,3,"338863.968",27.9168070179713
"592","1991-3","1490","September 30, 1991","REGINA",53,NA,NA,45,1.17777777777778,0,0.205882352941176,1991,3,"196524.938",2.69685875692784
"593","1991-4","0580","December 31, 1991",NA,655,NA,NA,217,3.0184331797235,0,0.0875576036866359,1991,4,"339543.428",19.2906104488054
"594","1991-4","1490","December 31, 1991","REGINA",50,NA,NA,49,1.02040816326531,0,0.162162162162162,1991,4,"196775.47699999998",2.54096703320404
"595","1992-1","0580","March 31, 1992",NA,293,NA,NA,98,2.98979591836735,0,0.102040816326531,1992,1,"340242.523",8.61150444737326
"596","1992-1","1490","March 31, 1992","REGINA",95,NA,NA,94,1.01063829787234,0,0.208333333333333,1992,1,"197047.361",4.82117596083918
"597","1992-2","0580","June 30, 1992",NA,491,NA,NA,378,1.2989417989418,0,0.0634920634920635,1992,2,"340961.253",14.4004632690624
"598","1992-2","1490","June 30, 1992","REGINA",223,NA,NA,184,1.21195652173913,0,0.261146496815287,1992,2,"197340.59",11.3002601238802
"599","1992-3","0580","September 30, 1992",NA,834,NA,NA,520,1.60384615384615,0,0.115384615384615,1992,3,"341790.28699999995",24.400927461113
"600","1992-3","1490","September 30, 1992","REGINA",206,NA,NA,180,1.14444444444444,0,0.283783783783784,1992,3,"197816.04100000003",10.4137156399768
"601","1992-4","0580","December 31, 1992",NA,802,NA,NA,430,1.86511627906977,0,0.0325581395348837,1992,4,"342512.01900000003",23.4152367073577
"602","1992-4","1490","December 31, 1992","REGINA",142,NA,NA,98,1.44897959183673,0,0.388059701492537,1992,4,"198087.61000000002",7.16854527145842
"603","1993-1","0580","March 31, 1993",NA,174,NA,NA,140,1.24285714285714,0,0.128571428571429,1993,1,"343217.11699999997",5.06967722125584
"604","1993-1","1490","March 31, 1993","REGINA",80,NA,NA,80,1,0,0.0769230769230769,1993,1,"198316.174",4.03396245431802
"605","1993-2","0580","June 30, 1993",NA,428,NA,NA,359,1.19220055710306,0,0.100278551532033,1993,2,"343905.582",12.445276331688
"606","1993-2","1490","June 30, 1993","REGINA",189,NA,NA,166,1.13855421686747,0,0.242424242424242,1993,2,"198501.733",9.52132745359961
"607","1993-3","0580","September 30, 1993",NA,710,NA,NA,572,1.24125874125874,0,0.104895104895105,1993,3,"344531.766",20.6076788867126
"608","1993-3","1490","September 30, 1993","REGINA",127,NA,NA,104,1.22115384615385,0,0.13953488372093,1993,3,"198502.929",6.39789048150519
"609","1993-4","0580","December 31, 1993",NA,815,NA,NA,371,2.19676549865229,0,0.232432432432432,1993,4,"345205.223",23.6091445232855
