"","reference_period_qq","metcode","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","ref_yy","ref_qq","population","starts_per_10kpop"
"1374","2001-2","0340","June 30, 2001","EDMONTON",2134,NA,NA,1525,1.39934426229508,0.00327868852459016,0.30249343832021,2001,2,"969350.0669999999",22.0147506318788
"1375","2001-2","2680","June 30, 2001","WINNIPEG",410,NA,NA,345,1.18840579710145,0.00869565217391304,0.247761194029851,2001,2,"697423.1220000001",5.87878415651381
"1376","2001-3","0340","September 30, 2001","EDMONTON",2217,NA,NA,1548,1.43217054263566,0,0.343953185955787,2001,3,"977054.442",22.6906496168409
"1377","2001-3","2680","September 30, 2001","WINNIPEG",518,NA,NA,421,1.23040380047506,0,0.422802850356295,2001,3,"698560.9739999999",7.41524389823701
"1378","2001-4","0340","December 31, 2001","EDMONTON",2247,NA,NA,1417,1.58574453069866,0.00211714890613973,0.271246458923513,2001,4,"982239.868",22.8762858564808
"1379","2001-4","2680","December 31, 2001","WINNIPEG",312,NA,NA,287,1.08710801393728,0,0.39426523297491,2001,4,"699611.33",4.45961902875415
"1380","2002-1","0340","March 31, 2002","EDMONTON",2593,NA,NA,1345,1.92788104089219,0,0.501536098310292,2002,1,"987057.385",26.270002528779
"1381","2002-1","2680","March 31, 2002","WINNIPEG",259,NA,NA,223,1.16143497757848,0,0.443946188340807,2002,1,"700670.625",3.69645866058678
"1382","2002-2","0340","June 30, 2002","EDMONTON",3527,NA,NA,2105,1.67553444180523,0,0.426032660902978,2002,2,"991506.9909999999",35.5721142867867
"1383","2002-2","2680","June 30, 2002","WINNIPEG",474,NA,NA,467,1.01498929336188,0,0.265524625267666,2002,2,"701738.859",6.75464945286719
"1384","2002-3","0340","September 30, 2002","EDMONTON",2776,NA,NA,2086,1.33077660594439,0.00191754554170662,0.445308701993194,2002,3,"994690.785",27.9081704773207
"1385","2002-3","2680","September 30, 2002","WINNIPEG",689,NA,NA,493,1.39756592292089,0,0.479591836734694,2002,3,"702581.6190000001",9.80668980467592
"1386","2002-4","0340","December 31, 2002","EDMONTON",3685,NA,NA,2041,1.80548750612445,0,0.433562992125984,2002,4,"998763.731",36.8956129024673
"1387","2002-4","2680","December 31, 2002","WINNIPEG",399,NA,NA,365,1.09315068493151,0,0.438356164383562,2002,4,"703761.4959999999",5.66953438441594
"1388","2003-1","0340","March 31, 2003","EDMONTON",2133,NA,NA,1561,1.36643177450352,0,0.612987012987013,2003,1,"1002827.93",21.2698503520938
"1389","2003-1","2680","March 31, 2003","WINNIPEG",333,NA,NA,290,1.14827586206897,0,0.682758620689655,2003,1,"705044.077",4.72310896386695
"1390","2003-2","0340","June 30, 2003","EDMONTON",3285,NA,NA,1903,1.72622175512349,0,0.626937466595404,2003,2,"1006883.38",32.625426789744
"1391","2003-2","2680","June 30, 2003","WINNIPEG",508,NA,NA,448,1.13392857142857,0,0.428251121076233,2003,2,"706429.362",7.19109407573011
"1392","2003-3","0340","September 30, 2003","EDMONTON",4137,NA,NA,1982,2.08728557013118,0,0.484383000512033,2003,3,"1009545.1799999999",40.9788495052792
"1393","2003-3","2680","September 30, 2003","WINNIPEG",837,NA,NA,525,1.59428571428571,0,0.496168582375479,2003,3,"708671.066",11.810839191225
"1394","2003-4","0340","December 31, 2003","EDMONTON",2825,NA,NA,1672,1.68959330143541,0,0.483550589695841,2003,4,"1014137.09",27.8561944716961
"1395","2003-4","2680","December 31, 2003","WINNIPEG",752,NA,NA,431,1.74477958236659,0,0.690697674418605,2003,4,"709960.273",10.5921419634138
"1396","2004-1","0340","March 31, 2004","EDMONTON",2221,NA,NA,1429,1.55423372988104,0,0.457386363636364,2004,1,"1019274.2",21.7900148949125
"1397","2004-1","2680","March 31, 2004",NA,352,NA,NA,342,1.02923976608187,0,0.8023598820059,2004,1,"711050.698",4.95042056762034
"1398","2004-2","0340","June 30, 2004","EDMONTON",2750,NA,NA,1837,1.49700598802395,0.0195971692977681,0.639335180055402,2004,2,"1024956.5299999999",26.8304061636643
"1399","2004-2","2680","June 30, 2004","WINNIPEG",594,NA,NA,530,1.12075471698113,0,0.585227272727273,2004,2,"711942.341",8.34337229003212
"1400","2004-3","0340","September 30, 2004","EDMONTON",3053,NA,NA,2137,1.42863827795976,0.00982686008423023,0.525568181818182,2004,3,"1031417.0200000001",29.6000544959012
"1401","2004-3","2680","September 30, 2004","WINNIPEG",1032,NA,NA,594,1.73737373737374,0.0151515151515152,0.720067453625632,2004,3,"712123.558",14.4918671543232
"1402","2004-4","0340","December 31, 2004","EDMONTON",3464,NA,NA,1953,1.773681515617,0,0.533157894736842,2004,4,"1038096.58",33.3687642049644
"1403","2004-4","2680","December 31, 2004","WINNIPEG",511,NA,NA,461,1.10845986984816,0,0.520879120879121,2004,4,"712822.295",7.16868711296411
"1404","2005-1","0340","March 31, 2005","EDMONTON",2245,NA,NA,1594,1.40840652446675,0,0.602053915275995,2005,1,"1045228.18",21.4785636567893
"1405","2005-1","2680","March 31, 2005","WINNIPEG",454,NA,NA,346,1.3121387283237,0,0.728323699421965,2005,1,"713526.908",6.362759342497
"1406","2005-2","0340","June 30, 2005","EDMONTON",4183,NA,NA,2439,1.7150471504715,0,0.504564315352697,2005,2,"1052811.8",39.7316975360648
"1407","2005-2","2680","June 30, 2005","WINNIPEG",626,NA,NA,459,1.36383442265795,0,0.589569160997732,2005,2,"714237.3979999999",8.76459286160202
"1408","2005-3","0340","September 30, 2005","EDMONTON",3441,NA,NA,2189,1.57195066240292,0.00593878483325719,0.56761815629387,2005,3,"1062267.62",32.3929670378167
"1409","2005-3","2680","September 30, 2005","WINNIPEG",889,NA,NA,563,1.57904085257549,0.0230905861456483,0.5625,2005,3,"714912.118",12.4350948545539
"1410","2005-4","0340","December 31, 2005","EDMONTON",3425,NA,NA,2188,1.56535648994516,0.00731261425959781,0.419278252611586,2005,4,"1070187.23",32.0037457370894
"1411","2005-4","2680","December 31, 2005","WINNIPEG",617,NA,NA,438,1.40867579908676,0.0136986301369863,0.555299539170507,2005,4,"715651.017",8.62152062029418
"1412","2006-1","0340","March 31, 2006","EDMONTON",3248,NA,NA,2299,1.41278816876903,0.000869943453675511,0.525935949481281,2006,1,"1077990.81",30.1301269906002
"1413","2006-1","2680","March 31, 2006","WINNIPEG",535,NA,NA,409,1.3080684596577,0.00733496332518337,1.03448275862069,2006,1,"716412.449",7.46776526213045
"1414","2006-2","0340","June 30, 2006","EDMONTON",4098,NA,NA,2755,1.48747731397459,0,0.473129992737836,2006,2,"1085678.3399999999",37.7459865322541
"1415","2006-2","2680","June 30, 2006","WINNIPEG",799,NA,NA,492,1.6239837398374,0.00813008130081301,0.637113402061856,2006,2,"717196.416",11.1406022419387
"1416","2006-3","0340","September 30, 2006","EDMONTON",4043,NA,NA,2833,1.42710907165549,0.00352982703847511,0.537239675255912,2006,3,"1093400.69",36.9763805435316
"1417","2006-3","2680","September 30, 2006","WINNIPEG",617,NA,NA,496,1.24395161290323,0,0.707661290322581,2006,3,"718004.094",8.59326576486067
"1418","2006-4","0340","December 31, 2006","EDMONTON",3581,NA,NA,2144,1.67024253731343,0,0.652927400468384,2006,4,"1100795.81",32.5310104514297
"1419","2006-4","2680","December 31, 2006","WINNIPEG",826,NA,NA,420,1.96666666666667,0,0.55,2006,4,"718832.6560000001",11.4908524690064
"1420","2007-1","0340","March 31, 2007","EDMONTON",3373,NA,NA,1932,1.74585921325052,0.0041407867494824,0.981561822125813,2007,1,"1108014.56",30.4418382372159
"1421","2007-1","2680","March 31, 2007","WINNIPEG",705,NA,NA,379,1.86015831134565,0,0.891428571428571,2007,1,"719683.281",9.79597579396874
"1422","2007-2","0340","June 30, 2007","EDMONTON",4168,NA,NA,2905,1.43476764199656,0,0.858225108225108,2007,2,"1115056.94",37.3792570628725
"1423","2007-2","2680","June 30, 2007","WINNIPEG",975,NA,NA,526,1.85361216730038,0,0.736842105263158,2007,2,"720555.969",13.5312181419179
"1424","2007-3","0340","September 30, 2007","EDMONTON",4497,NA,NA,2404,1.87063227953411,0.00166389351081531,0.982471141513467,2007,3,"1120843.25",40.1215781064837
"1425","2007-3","2680","September 30, 2007","WINNIPEG",977,NA,NA,558,1.75089605734767,0,0.898366606170599,2007,3,"721034.4689999999",13.5499763465538
"1426","2007-4","0340","December 31, 2007","EDMONTON",2850,NA,NA,1599,1.78236397748593,0.00500312695434647,0.80943025540275,2007,4,"1127964.75",25.2667470326533
"1427","2007-4","2680","December 31, 2007","WINNIPEG",714,NA,NA,453,1.57615894039735,0.0132450331125828,0.756207674943567,2007,4,"722117.7810000001",9.88758369875952
"1428","2008-1","0340","March 31, 2008","EDMONTON",2315,NA,NA,812,2.85098522167488,0.0147783251231527,1.14032869785082,2008,1,"1135341.75",20.3903362137436
"1429","2008-1","2680","March 31, 2008","WINNIPEG",536,NA,NA,367,1.46049046321526,0.0217983651226158,1.05277777777778,2008,1,"723389.656",7.40956130011348
"1430","2008-2","0340","June 30, 2008","EDMONTON",1825,NA,NA,870,2.09770114942529,0.0160919540229885,1.02833530106257,2008,2,"1142974.25",15.9671138698007
"1431","2008-2","2680","June 30, 2008","WINNIPEG",964,NA,NA,587,1.64224872231687,0,0.924137931034483,2008,2,"724850.094",13.2993015794518
"1432","2008-3","0340","September 30, 2008","EDMONTON",1260,NA,NA,761,1.6557161629435,0.00525624178712221,1.1718963165075,2008,3,"1153212.8800000001",10.9259965948351
"1433","2008-3","2680","September 30, 2008","WINNIPEG",747,NA,NA,555,1.34594594594595,0.0234234234234234,1.01981981981982,2008,3,"726965.3439999999",10.2755929999326
"1434","2008-4","0340","December 31, 2008","EDMONTON",1215,NA,NA,754,1.61140583554377,0.00530503978779841,0.900537634408602,2008,4,"1160416.1300000001",10.4703818620653
"1435","2008-4","2680","December 31, 2008","WINNIPEG",762,NA,NA,483,1.5776397515528,0,1.14947368421053,2008,4,"728616.406",10.4581779071277
"1436","2009-1","0340","March 31, 2009","EDMONTON",761,NA,NA,460,1.65434782608696,0,1.19426048565121,2009,1,"1166934.63",6.52135929842103
"1437","2009-1","2680","March 31, 2009","WINNIPEG",386,NA,NA,299,1.29096989966555,0,1.08361204013378,2009,1,"730269.5310000001",5.28571963657621
"1438","2009-2","0340","June 30, 2009","EDMONTON",1151,NA,NA,867,1.32756632064591,0,0.822274881516588,2009,2,"1172768.38",9.81438466135999
"1439","2009-2","2680","June 30, 2009","WINNIPEG",413,NA,NA,372,1.11021505376344,0,0.916666666666667,2009,2,"731924.7189999999",5.64265680990069
"1440","2009-3","0340","September 30, 2009","EDMONTON",1708,NA,NA,1309,1.3048128342246,0,1.24085850556439,2009,3,"1176077.8399999999",14.5228482495682
"1441","2009-3","2680","September 30, 2009","WINNIPEG",705,NA,NA,419,1.68257756563246,0.0286396181384248,0.992753623188406,2009,3,"733107.125",9.6166027577484
"1442","2009-4","0340","December 31, 2009","EDMONTON",2697,NA,NA,1938,1.39164086687307,0.00257997936016512,0.548734518039849,2009,4,"1181277.91",22.8312065871104
"1443","2009-4","2680","December 31, 2009","WINNIPEG",529,NA,NA,462,1.14502164502165,0,0.932900432900433,2009,4,"734956.375",7.19770612235318
"1444","2010-1","0340","March 31, 2010","EDMONTON",2032,NA,NA,1628,1.24815724815725,0,0.743989603638726,2010,1,"1186529.03",17.1255818325827
"1445","2010-1","2680","March 31, 2010","WINNIPEG",663,NA,NA,382,1.73560209424084,0.0157068062827225,0.827225130890052,2010,1,"736997.625",8.9959584333803
"1446","2010-2","0340","June 30, 2010","EDMONTON",3347,NA,NA,2049,1.63347974621767,0.00536847242557345,0.455837563451777,2010,2,"1191831.22",28.0828354202703
"1447","2010-2","2680","June 30, 2010","WINNIPEG",756,NA,NA,541,1.39741219963031,0.0147874306839187,0.635185185185185,2010,2,"739230.875",10.2268455710809
"1448","2010-3","0340","September 30, 2010","EDMONTON",2512,NA,NA,1852,1.35637149028078,0.00431965442764579,0.427195467422096,2010,3,"1196132.13",21.0010243600763
"1449","2010-3","2680","September 30, 2010","WINNIPEG",1185,NA,NA,615,1.92682926829268,0.0260162601626016,0.850671140939597,2010,3,"741889.563",15.9727277360283
"1450","2010-4","0340","December 31, 2010","EDMONTON",2068,NA,NA,1390,1.48776978417266,0.0151079136690647,0.526276276276276,2010,4,"1201957.3800000001",17.2052689588711
"1451","2010-4","2680","December 31, 2010","WINNIPEG",640,NA,NA,458,1.39737991266376,0.0174672489082969,0.672985781990521,2010,4,"744413.4380000001",8.59737300980856
"1452","2011-1","0340","March 31, 2011","EDMONTON",1565,NA,NA,932,1.67918454935622,0,0.915384615384615,2011,1,"1208254.63",12.9525677878015
"1453","2011-1","2680","March 31, 2011","WINNIPEG",490,NA,NA,367,1.33514986376022,0.0108991825613079,0.849162011173184,2011,1,"747035.938",6.55925605549649
"1454","2011-2","0340","June 30, 2011","EDMONTON",2486,NA,NA,1670,1.48862275449102,0.00479041916167665,0.515927545284197,2011,2,"1215023.88",20.4605032124965
"1455","2011-2","2680","June 30, 2011","WINNIPEG",885,NA,NA,563,1.57193605683837,0.0159857904085258,0.953654188948307,2011,2,"749757.063",11.8038234472757
"1456","2011-3","0340","September 30, 2011","EDMONTON",2659,NA,NA,1764,1.50736961451247,0.0124716553287982,0.529343404997095,2011,3,"1222116.8399999999",21.7573305020492
"1457","2011-3","2680","September 30, 2011","WINNIPEG",897,NA,NA,619,1.44911147011309,0,1.04723127035831,2011,3,"753109.156",11.9106240158366
"1458","2011-4","0340","December 31, 2011","EDMONTON",2622,NA,NA,1526,1.71821756225426,0.0072083879423329,0.330097087378641,2011,4,"1229889.41",21.318989973253
"1459","2011-4","2680","December 31, 2011","WINNIPEG",1059,NA,NA,556,1.90467625899281,0.0305755395683453,0.643382352941177,2011,4,"755814.594",14.0113727415007
"1460","2012-1","0340","March 31, 2012","EDMONTON",2205,NA,NA,1333,1.65416354088522,0.00600150037509377,0.409162717219589,2012,1,"1238193.28",17.8082051939419
"1461","2012-1","2680","March 31, 2012","WINNIPEG",751,NA,NA,419,1.79236276849642,0.035799522673031,1.01207729468599,2012,1,"758405.7189999999",9.90235148793755
"1462","2012-2","0340","June 30, 2012","EDMONTON",3263,NA,NA,1859,1.75524475524476,0.0145239376008607,0.390598768886402,2012,2,"1247028.47",26.1662029255836
"1463","2012-2","2680","June 30, 2012","WINNIPEG",1171,NA,NA,590,1.98474576271186,0.0474576271186441,0.924956369982548,2012,2,"760882.531",15.3900234568534
"1464","2012-3","0340","September 30, 2012","EDMONTON",3659,NA,NA,2079,1.75998075998076,0.0264550264550265,0.455465587044534,2012,3,"1257258.41",29.103006755787
"1465","2012-3","2680","September 30, 2012","WINNIPEG",1341,NA,NA,719,1.86509040333797,0.066759388038943,0.912921348314607,2012,3,"762807.688",17.5797913562717
"1466","2012-4","0340","December 31, 2012","EDMONTON",3710,NA,NA,1754,2.115165336374,0.023945267958951,0.260435038212816,2012,4,"1266810.84",29.2861403048935
"1467","2012-4","2680","December 31, 2012","WINNIPEG",802,NA,NA,534,1.50187265917603,0.0374531835205993,1.21499013806706,2012,4,"765230.813",10.4804979932244
"1468","2013-1","0340","March 31, 2013","EDMONTON",2849,NA,NA,1428,1.99509803921569,0.0280112044817927,0.55803893294881,2013,1,"1276549.2200000002",22.3179800305702
"1469","2013-1","2680","March 31, 2013","WINNIPEG",891,NA,NA,424,2.10141509433962,0.115566037735849,1.68421052631579,2013,1,"767714.563",11.6058759719008
"1470","2013-2","0340","June 30, 2013","EDMONTON",5117,NA,NA,2076,2.46483622350674,0.0741811175337187,0.407608695652174,2013,2,"1286473.53",39.7754005867497
"1471","2013-2","2680","June 30, 2013","WINNIPEG",1280,NA,NA,783,1.63473818646232,0.0319284802043423,1.26832460732984,2013,2,"770258.938",16.6177883417174
"1472","2013-3","0340","September 30, 2013","EDMONTON",3054,NA,NA,2070,1.47536231884058,0.00966183574879227,0.481206726013848,2013,3,"1299324.09",23.5045284198494
"1473","2013-3","2680","September 30, 2013","WINNIPEG",1452,NA,NA,615,2.3609756097561,0.107317073170732,1.01842546063652,2013,3,"773247.2189999999",18.7779530830747
"1474","2013-4","0340","December 31, 2013","EDMONTON",3669,NA,NA,1860,1.97258064516129,0.0381720430107527,0.393307734503566,2013,4,"1308524.16",28.0392224473716
"1475","2013-4","2680","December 31, 2013","WINNIPEG",1082,NA,NA,576,1.87847222222222,0.0520833333333333,0.42619926199262,2013,4,"775759.5310000001",13.9476210960017
"1476","2014-1","0340","March 31, 2014","EDMONTON",2315,NA,NA,1622,1.42725030826141,0.0178791615289766,0.545966228893058,2014,1,"1316814.03",17.5803108659163
"1477","2014-1","2680","March 31, 2014","WINNIPEG",500,NA,NA,351,1.42450142450142,0.0170940170940171,0.906705539358601,2014,1,"778179.1560000001",6.42525562583946
"1478","2014-2","0340","June 30, 2014","EDMONTON",3975,NA,NA,2143,1.85487634157723,0.0349976668222119,0.546068499758804,2014,2,"1324193.72",30.01826651164
"1479","2014-2","2680","June 30, 2014","WINNIPEG",1351,NA,NA,614,2.20032573289902,0.0488599348534202,0.963855421686747,2014,2,"780506.0939999999",17.3092818926792
"1480","2014-3","0340","September 30, 2014","EDMONTON",3748,NA,NA,2422,1.54748142031379,0.0148637489677952,0.506432246998285,2014,3,"1328321.5",28.2160606449568
"1481","2014-3","2680","September 30, 2014","WINNIPEG",1544,NA,NA,609,2.53530377668309,0.155993431855501,0.946127946127946,2014,3,"781511.75",19.7565807551838
"1482","2014-4","0340","December 31, 2014","EDMONTON",3834,NA,NA,2344,1.63566552901024,0.0349829351535836,0.431808278867102,2014,4,"1334817.5",28.7230276798139
"1483","2014-4","2680","December 31, 2014","WINNIPEG",853,NA,NA,476,1.79201680672269,0.0525210084033613,0.698275862068966,2014,4,"784144.75",10.8780936172818
"1484","2015-1","0340","March 31, 2015","EDMONTON",5505,NA,NA,1914,2.87617554858934,0.121212121212121,0.744932432432432,2015,1,"1341340",41.0410485037351
"1485","2015-1","2680","March 31, 2015","WINNIPEG",785,NA,NA,366,2.1448087431694,0.0765027322404372,1.00584795321637,2015,1,"787176.5",9.97235054654198
"1486","2015-2","0340","June 30, 2015","EDMONTON",3836,NA,NA,2095,1.83102625298329,0.0410501193317422,0.74261811023622,2015,2,"1347889",28.4593167538277
"1487","2015-2","2680","June 30, 2015","WINNIPEG",1038,NA,NA,493,2.10547667342799,0.0872210953346856,1.06911447084233,2015,2,"790607",13.1291526637128
"1488","2015-3","0340","September 30, 2015","EDMONTON",4158,NA,NA,1933,2.15106052767719,0.0548370408691154,0.673889490790899,2015,3,"1354616.2200000002",30.695040695733
"1489","2015-3","2680","September 30, 2015","WINNIPEG",1660,NA,NA,543,3.05709023941068,0.128913443830571,0.806262230919765,2015,3,"795259.844",20.8736806280891
"1490","2015-4","0340","December 31, 2015","EDMONTON",3551,NA,NA,1533,2.3163731245923,0.0815394651011089,0.61974649766511,2015,4,"1361157.53",26.0880898921376
"1491","2015-4","2680","December 31, 2015","WINNIPEG",917,NA,NA,492,1.86382113821138,0.0772357723577236,1.29039301310044,2015,4,"799158.406",11.474571162804
"1492","2016-1","0340","March 31, 2016","EDMONTON",2111,NA,NA,1170,1.8042735042735,0.0333333333333333,0.774933804060018,2016,1,"1367664.66",15.4350701728302
"1493","2016-1","2680","March 31, 2016","WINNIPEG",679,NA,NA,379,1.79155672823219,0.0633245382585752,0.969945355191257,2016,1,"803126.281",8.45446122314107
"1494","2016-2","0340","June 30, 2016","EDMONTON",2826,NA,NA,1341,2.10738255033557,0.0432513049962714,1.43075745983168,2016,2,"1374137.59",20.5656261830375
"1495","2016-2","2680","June 30, 2016","WINNIPEG",1063,NA,NA,563,1.88809946714032,0.0603907637655417,0.972273567467652,2016,2,"807163.4689999999",13.1695751954305
"1496","2016-3","0340","September 30, 2016","EDMONTON",2225,NA,NA,1545,1.44012944983819,0.0187702265372168,1.03877005347594,2016,3,"1380577.28",16.1164465925442
"1497","2016-3","2680","September 30, 2016","WINNIPEG",1281,NA,NA,572,2.23951048951049,0.0804195804195804,0.908925318761384,2016,3,"811787.9380000001",15.7799831709251
"1498","2016-4","0340","December 31, 2016","EDMONTON",2874,NA,NA,1616,1.77846534653465,0.0445544554455446,0.818352059925094,2016,4,"1386981.47",20.7212573647433
"1499","2016-4","2680","December 31, 2016","WINNIPEG",1031,NA,NA,534,1.93071161048689,0.0823970037453183,0.818525519848771,2016,4,"815756.5630000001",12.6385743831276
"1500","2017-1","0340","March 31, 2017","EDMONTON",2714,NA,NA,1159,2.34167385677308,0.0698878343399482,1.27019982623805,2017,1,"1393351.09",19.4782206687045
"1501","2017-1","2680","March 31, 2017","WINNIPEG",1570,NA,NA,561,2.79857397504456,0.130124777183601,1.38532110091743,2017,1,"819587.313",19.1559822254106
"1502","2017-2","0340","June 30, 2017","EDMONTON",3015,NA,NA,1737,1.73575129533679,0.0523891767415084,0.874117647058824,2017,2,"1399686.16",21.5405430600243
"1503","2017-2","2680","June 30, 2017","WINNIPEG",1598,NA,NA,761,2.09986859395532,0.0696452036793692,1.2436069986541,2017,2,"823280.188",19.4101597887595
"1504","2017-3","0340","September 30, 2017","EDMONTON",3253,NA,NA,1887,1.72390037095919,0.0344462109167992,0.733259546209187,2017,3,"1405543.69",23.1440688976378
"1505","2017-3","2680","September 30, 2017","WINNIPEG",1220,NA,NA,677,1.80206794682422,0.0561299852289513,1.39874411302983,2017,3,"826758",14.7564341681605
"1506","2017-4","0340","December 31, 2017","EDMONTON",2453,2450,3,1561,1.57142857142857,0.0262652146060218,0.619444444444444,2017,4,"1411986.81",17.372683530946
"1507","2017-4","2680","December 31, 2017","WINNIPEG",1233,NA,NA,603,2.04477611940298,0.0613598673300166,1.48754448398577,2017,4,"830206",14.8517355933347
"1508","2018-1","0340","March 31, 2018","EDMONTON",2200,2154,46,1371,1.60466812545587,0.0153172866520788,0.649539877300613,2018,1,"1418572.56",15.5085475500809
"1509","2018-1","2680","March 31, 2018","WINNIPEG",960,949,11,475,2.02105263157895,0.0947368421052632,0.888625592417062,2018,1,"833547",11.5170470291417
"1510","2018-2","0340","June 30, 2018","EDMONTON",2647,2602,45,1831,1.44565811032223,0.0267613326051338,0.527220630372493,2018,2,"1425300.9400000002",18.5715165528481
"1511","2018-2","2680","June 30, 2018","WINNIPEG",1190,1180,10,574,2.07317073170732,0.0818815331010453,0.875912408759124,2018,2,"836781",14.2211641994739
"1512","2018-3","0340","September 30, 2018","EDMONTON",3065,3050,15,1663,1.84305472038485,0.0432952495490078,0.915632754342432,2018,3,"1433012.88",21.3885028025708
"1513","2018-3","2680","September 30, 2018","WINNIPEG",2000,1986,14,618,3.23624595469256,0.171521035598705,0.826013513513513,2018,3,"840621.906",23.7919091297152
"1514","2018-4","0340","December 31, 2018","EDMONTON",2126,2099,27,1302,1.63287250384025,0.0345622119815668,1.09976433621367,2018,4,"1439690.13",14.7670665770279
"1515","2018-4","2680","December 31, 2018","WINNIPEG",1234,1216,18,503,2.45328031809145,0.101391650099404,0.792016806722689,2018,4,"843356.344",14.6320118272567
"1516","2019-1","0340","March 31, 2019","EDMONTON",1914,1879,35,899,2.12903225806452,0.0622914349276974,0.992027334851936,2019,1,"1446173.63",13.2349253249764
"1517","2019-1","2680","March 31, 2019","WINNIPEG",1043,1023,20,434,2.40322580645161,0.0829493087557604,0.988179669030733,2019,1,"845698.219",12.3330045702745
"1518","2019-2","0340","June 30, 2019","EDMONTON",2769,2691,78,1525,1.81573770491803,0.0413114754098361,1.1663272233537,2019,2,"1452463.38",19.0641639447048
"1519","2019-2","2680","June 30, 2019","WINNIPEG",1822,1799,23,583,3.12521440823328,0.142367066895369,0.957522123893805,2019,2,"847647.531",21.4947833075208
"1520","2019-3","0340","September 30, 2019","EDMONTON",3533,3400,133,1636,2.15953545232274,0.0476772616136919,0.963694267515924,2019,3,"1459863.13",24.2008988883773
"1521","2019-3","2680","September 30, 2019","WINNIPEG",1083,1071,12,524,2.06679389312977,0.133587786259542,0.954356846473029,2019,3,"847900.531",12.7727246346069
"1522","2019-4","0340","December 31, 2019","EDMONTON",2504,2391,113,1523,1.64412344057781,0.0269205515430072,0.911375661375661,2019,4,"1465243.88",17.0893052970813
"1523","2019-4","2680","December 31, 2019","WINNIPEG",1017,986,31,445,2.28539325842697,0.0719101123595506,1.34792626728111,2019,4,"849586.219",11.9705331519743
"1524","2020-1","0340","March 31, 2020","EDMONTON",2524,2420,104,1336,1.88922155688623,0.0456586826347305,1.06787330316742,2020,1,"1469909.3800000001",17.1711265629178
"1525","2020-1","2680","March 31, 2020","WINNIPEG",1171,1157,14,470,2.49148936170213,0.0851063829787234,1.41538461538462,2020,1,"851400.844",13.7538036079278
"1526","2020-2","0340","June 30, 2020","EDMONTON",2496,2384,112,1272,1.9622641509434,0.0566037735849057,1.03697875688434,2020,2,"1473859.63",16.9351269903498
"1527","2020-2","2680","June 30, 2020","WINNIPEG",1280,1254,26,464,2.75862068965517,0.168103448275862,1.07482993197279,2020,2,"853344.4060000001",14.9998053658068
"1528","2020-3","0340","September 30, 2020","EDMONTON",2633,2511,122,1411,1.86605244507442,0.0609496810772502,1.90179211469534,2020,3,"1476297.81",17.8351548187964
"1529","2020-3","2680","September 30, 2020","WINNIPEG",1024,1010,14,494,2.07287449392713,0.0546558704453441,1.13900414937759,2020,3,"854197.836",11.9878552349786
"1530","2020-4","0340","December 31, 2020","EDMONTON",3859,3704,155,1658,2.32750301568154,0.0735826296743064,0.764776839565742,2020,4,"1479943.63",26.075317476788
"1531","2020-4","2680","December 31, 2020","WINNIPEG",1565,1547,18,537,2.91433891992551,0.119180633147114,1.3828125,2020,4,"856020.469",18.2822731076539
"1532","2021-1","0340","March 31, 2021","EDMONTON",2511,2367,144,1579,1.59024699176694,0.0221659278024066,0.605580215599239,2021,1,"1483844.94",16.9222533454203
"1533","2021-1","2680","March 31, 2021","WINNIPEG",1363,1347,16,486,2.80452674897119,0.113168724279835,0.831168831168831,2021,1,"859052.57",15.8663165398597
"1534","2021-2","0340","June 30, 2021","EDMONTON",3344,3169,175,2119,1.57810287871638,0.0443605474280321,0.741750358680057,2021,2,"1486799.63",22.4912619866606
"1535","2021-2","2680","June 30, 2021","WINNIPEG",1584,1555,29,762,2.07874015748031,0.0564304461942257,1.07076101468625,2021,2,"861534.406",18.3858008335885
"1536","2021-3","0340","September 30, 2021","EDMONTON",3196,3020,176,1979,1.61495704901465,0.032844871147044,0.728943338437979,2021,3,"1495374.3099999998",21.372575271806
"1537","2021-3","2680","September 30, 2021","WINNIPEG",1596,1569,27,722,2.21052631578947,0.0789473684210526,1.37950937950938,2021,3,"863956.242",18.4731578106938
"1538","2021-4","0340","December 31, 2021","EDMONTON",3495,3295,200,1767,1.97792869269949,0.057159026598755,0.817543859649123,2021,4,"1501723.1300000001",23.2732647595299
"1539","2021-4","2680","December 31, 2021","WINNIPEG",1151,1085,66,592,1.94425675675676,0.0641891891891892,1.66551724137931,2021,4,"866983.344",13.2759182510893
"1540","2022-1","0340","March 31, 2022","EDMONTON",2641,2521,120,1410,1.87304964539007,0.0482269503546099,0.964963503649635,2022,1,"1510875.19",17.4799349243401
"1541","2022-1","2680","March 31, 2022","WINNIPEG",1418,1401,17,385,3.68311688311688,0.184415584415584,1.9478021978022,2022,1,"870380.9770000001",16.2917163572154
"1542","2022-2","0340","June 30, 2022","EDMONTON",4545,4278,267,2583,1.7595818815331,0.0375532326751839,0.739612188365651,2022,2,"1523359.63",29.8353711788988
"1543","2022-2","2680","June 30, 2022","WINNIPEG",1455,1414,41,667,2.18140929535232,0.0869565217391304,2.21212121212121,2022,2,"874464.4060000001",16.6387561348037
