"reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","starts_per_10kpop"
"1988-2","5917041","June 30, 1988","2440","VICTORIA","COLWOOD CY",28,NA,NA,28,1,0,"2","1988",279357.102,1.00230134832942
"1988-2","2465440","June 30, 1988","1060",NA,NA,5,NA,NA,5,1,0,"2","1988",3315750.79,0.0150795410049499
"1988-2","2466380","June 30, 1988","1060",NA,NA,13,NA,NA,6,2.16666666666667,0,"2","1988",3315750.79,0.0392068066128697
"1988-2","2429140","June 30, 1988","1400",NA,NA,3,NA,NA,3,1,0,"2","1988",641710.984,0.0467500179177235
"1988-2","2465600","June 30, 1988","1060",NA,NA,10,NA,NA,5,2,0,"2","1988",3315750.79,0.0301590820098998
"1988-2","2473500","June 30, 1988","1060",NA,NA,6,NA,NA,1,6,0,"2","1988",3315750.79,0.0180954492059399
"1988-2","3506012","June 30, 1988","1265",NA,NA,303,NA,NA,150,2.02,0,"2","1988",675615.3203,4.48480060910188
"1988-2","5917010","June 30, 1988","2440","VICTORIA","SIDNEY T",35,NA,NA,5,7,0,"2","1988",279357.102,1.25287668541178
"1988-2","4811061","June 30, 1988","0340","EDMONTON","EDMONTON CY",275,NA,NA,250,1.1,0,NA,NA,NA,NA
"1988-2","4811049","June 30, 1988","0340","EDMONTON","SPRUCE GROVE CY",8,NA,NA,8,1,0,NA,NA,NA,NA
"1988-2","2420170","June 30, 1988","1400",NA,NA,16,NA,NA,16,1,0,"2","1988",641710.984,0.249333428894526
"1988-2","2420400","June 30, 1988","1400",NA,NA,243,NA,NA,33,7.36363636363636,0,"2","1988",641710.984,3.78675145133561
"1988-2","2421170","June 30, 1988","1400",NA,NA,4,NA,NA,4,1,0,"2","1988",641710.984,0.0623333572236314
"1988-2","3521024","June 30, 1988","2270","TORONTO","CALEDON T",39,NA,NA,39,1,0,"2","1988",3844267.56,0.101449754449454
"1988-2","2469480","June 30, 1988","1060",NA,NA,4,NA,NA,4,1,0,"2","1988",3315750.79,0.0120636328039599
"1988-2","4811068","June 30, 1988","0340","EDMONTON","MORINVILLE T",1,NA,NA,1,1,0,NA,NA,NA,NA
"1988-2","2416300","June 30, 1988","1400",NA,NA,2,NA,NA,2,1,0,"2","1988",641710.984,0.0311666786118157
"1988-2","2473580","June 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,"2","1988",3315750.79,0.00301590820098998
"1988-2","2470180","June 30, 1988","1060",NA,NA,9,NA,NA,9,1,0,"2","1988",3315750.79,0.0271431738089098
"1988-2","3521010","June 30, 1988","2270","TORONTO","BRAMPTON CY",411,NA,NA,271,1.51660516605166,0,"2","1988",3844267.56,1.06912433535193
"1988-2","5917040","June 30, 1988","2440","VICTORIA","ESQUIMALT DM",1,NA,NA,1,1,0,"2","1988",279357.102,0.0357964767260508
"1988-2","2457280","June 30, 1988","1060",NA,NA,38,NA,NA,26,1.46153846153846,0,"2","1988",3315750.79,0.114604511637619
"1988-2","4811048","June 30, 1988","0340","EDMONTON","STONY PLAIN T",4,NA,NA,4,1,0,NA,NA,NA,NA
"1988-2","3519036","June 30, 1988","2270","TORONTO","MARKHAM CY",75,NA,NA,75,1,0,"2","1988",3844267.56,0.195095681633565
"1988-2","3524009","June 30, 1988","2270","TORONTO","MILTON T",13,NA,NA,13,1,0,"2","1988",3844267.56,0.0338165848164845
"1988-2","3525030","June 30, 1988","0610",NA,NA,58,NA,NA,58,1,0,NA,NA,NA,NA
"1988-2","2472260","June 30, 1988","1060",NA,NA,12,NA,NA,12,1,0,"2","1988",3315750.79,0.0361908984118797
"1988-2","5915007","June 30, 1988","2410","VANCOUVER","WHITE ROCK CY",2,NA,NA,2,1,0,"2","1988",1535606.75,0.0130241678085877
"1988-2","2456310","June 30, 1988","1060",NA,NA,19,NA,NA,17,1.11764705882353,0,"2","1988",3315750.79,0.0573022558188096
"1988-2","2462240","June 30, 1988","1060",NA,NA,7,NA,NA,7,1,0,"2","1988",3315750.79,0.0211113574069298
"1988-2","2429160","June 30, 1988","1400",NA,NA,1,NA,NA,1,1,0,"2","1988",641710.984,0.0155833393059078
"1988-2","3520019","June 30, 1988","2270",NA,NA,11,NA,NA,11,1,0,"2","1988",3844267.56,0.0286140333062561
"1988-2","2420530","June 30, 1988","1400",NA,NA,8,NA,NA,8,1,0,"2","1988",641710.984,0.124666714447263
"1988-2","2465160","June 30, 1988","1060",NA,NA,17,NA,NA,4,4.25,0,"2","1988",3315750.79,0.0512704394168296
"1988-2","1209021","June 30, 1988","0580",NA,NA,41,NA,NA,15,2.73333333333333,0,NA,NA,NA,NA
"1988-2","4806026","June 30, 1988","0140","CALGARY","CROSSFIELD T",1,NA,NA,1,1,0,NA,NA,NA,NA
"1988-2","2420230","June 30, 1988","1400",NA,NA,144,NA,NA,106,1.35849056603774,0,"2","1988",641710.984,2.24400086005073
"1988-2","2465180","June 30, 1988","1060",NA,NA,135,NA,NA,4,33.75,0,"2","1988",3315750.79,0.407147607133647
"1988-2","4811052","June 30, 1988","0340","EDMONTON","STRATHCONA COUNTY SM",38,NA,NA,37,1.02702702702703,0,NA,NA,NA,NA
"1988-2","2457400","June 30, 1988","1060",NA,NA,71,NA,NA,54,1.31481481481481,0,"2","1988",3315750.79,0.214129482270288
"1988-2","2472230","June 30, 1988","1060",NA,NA,30,NA,NA,13,2.30769230769231,0,"2","1988",3315750.79,0.0904772460296994
"1988-2","3543006","June 30, 1988","2270",NA,NA,26,NA,NA,26,1,0,"2","1988",3844267.56,0.0676331696329691
"1988-2","4706032","June 30, 1988","1490","REGINA","BALGONIE T",1,NA,NA,1,1,0,"2","1988",196029.748,0.0510126656899033
"1988-2","5911025","June 30, 1988","2410","VANCOUVER","BURNABY CY",112,NA,NA,16,7,0,"2","1988",1535606.75,0.729353397280912
"1988-2","3524015","June 30, 1988","2270","TORONTO","HALTON HILLS T",17,NA,NA,17,1,0,"2","1988",3844267.56,0.0442216878369413
"1988-2","2420350","June 30, 1988","1400",NA,NA,3,NA,NA,3,1,0,"2","1988",641710.984,0.0467500179177235
"1988-2","3519044","June 30, 1988","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",13,NA,NA,13,1,0,"2","1988",3844267.56,0.0338165848164845
"1988-2","3524001","June 30, 1988","2270","TORONTO","PICKERING CY",498,NA,NA,253,1.96837944664032,0,"2","1988",3844267.56,1.29543532604687
"1988-2","2473180","June 30, 1988","1060",NA,NA,48,NA,NA,48,1,0,"2","1988",3315750.79,0.144763593647519
"1988-2","2466600","June 30, 1988","1060",NA,NA,4,NA,NA,4,1,0,"2","1988",3315750.79,0.0120636328039599
"1988-2","3518005","June 30, 1988","2270","TORONTO","AJAX T",64,NA,NA,64,1,0,"2","1988",3844267.56,0.166481648327308
"1988-2","3525003","June 30, 1988","0610",NA,NA,35,NA,NA,34,1.02941176470588,0,NA,NA,NA,NA
"1988-2","3519038","June 30, 1988","2270","TORONTO","RICHMOND HILL T",200,NA,NA,165,1.21212121212121,0,"2","1988",3844267.56,0.520255151022839
"1988-2","4613037","June 30, 1988","2680","WINNIPEG","WEST ST. PAUL RM",8,NA,NA,8,1,0,"2","1988",664919.517,0.120315313289262
"1988-2","4602075","June 30, 1988","2680","WINNIPEG","RITCHOT RM",10,NA,NA,10,1,0,"2","1988",664919.517,0.150394141611578
"1988-2","2421420","June 30, 1988","1400",NA,NA,9,NA,NA,9,1,0,"2","1988",641710.984,0.140250053753171
"1988-2","2473240","June 30, 1988","1060",NA,NA,12,NA,NA,12,1,0,"2","1988",3315750.79,0.0361908984118797
"1988-2","4811018","June 30, 1988","0340","EDMONTON","DEVON T",2,NA,NA,2,1,0,NA,NA,NA,NA
"1988-2","2420150","June 30, 1988","1400",NA,NA,15,NA,NA,13,1.15384615384615,0,"2","1988",641710.984,0.233750089588618
"1988-2","2470460","June 30, 1988","1060",NA,NA,30,NA,NA,16,1.875,0,"2","1988",3315750.79,0.0904772460296994
"1988-2","4711066","June 30, 1988","1700","SASKATOON","SASKATOON CY",94,NA,NA,88,1.06818181818182,0,"2","1988",215818.898,4.35550365936907
"1988-2","2456200","June 30, 1988","1060",NA,NA,2,NA,NA,2,1,0,"2","1988",3315750.79,0.00603181640197996
"1988-2","2472210","June 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,"2","1988",3315750.79,0.00301590820098998
"1988-2","2452780","June 30, 1988","1060",NA,NA,5,NA,NA,5,1,0,"2","1988",3315750.79,0.0150795410049499
"1988-2","2465340","June 30, 1988","1060",NA,NA,16,NA,NA,6,2.66666666666667,0,"2","1988",3315750.79,0.0482545312158397
"1988-2","2416500","June 30, 1988","1400",NA,NA,3,NA,NA,3,1,0,"2","1988",641710.984,0.0467500179177235
"1988-2","2463170","June 30, 1988","1060",NA,NA,5,NA,NA,5,1,0,"2","1988",3315750.79,0.0150795410049499
"1988-2","3543012","June 30, 1988","2270","TORONTO","MONO T",14,NA,NA,14,1,0,"2","1988",3844267.56,0.0364178605715987
"1988-2","3525026","June 30, 1988","0610",NA,NA,4,NA,NA,4,1,0,NA,NA,NA,NA
"1988-2","2462200","June 30, 1988","1060",NA,NA,49,NA,NA,23,2.1304347826087,0,"2","1988",3315750.79,0.147779501848509
"1988-2","2462260","June 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,"2","1988",3315750.79,0.00301590820098998
"1988-2","2465420","June 30, 1988","1060",NA,NA,45,NA,NA,9,5,0,"2","1988",3315750.79,0.135715869044549
"1988-2","2457150","June 30, 1988","1060",NA,NA,3,NA,NA,3,1,0,"2","1988",3315750.79,0.00904772460296993
"1988-2","2452700","June 30, 1988","1060",NA,NA,27,NA,NA,27,1,0,"2","1988",3315750.79,0.0814295214267294
"1988-2","3519049","June 30, 1988","2270","TORONTO","KING TP",7,NA,NA,7,1,0,"2","1988",3844267.56,0.0182089302857994
"1988-2","3520004","June 30, 1988","2270",NA,NA,15,NA,NA,9,1.66666666666667,0,"2","1988",3844267.56,0.0390191363267129
"1988-2","2429110","June 30, 1988","1400",NA,NA,17,NA,NA,17,1,0,"2","1988",641710.984,0.264916768200433
"1988-2","2463220","June 30, 1988","1060",NA,NA,65,NA,NA,59,1.10169491525424,0,"2","1988",3315750.79,0.196034033064349
"1988-2","4611040","June 30, 1988","2680","WINNIPEG","WINNIPEG CY",560,NA,NA,328,1.70731707317073,0,"2","1988",664919.517,8.42207193024836
"1988-2","5917045","June 30, 1988","2440",NA,NA,35,NA,NA,35,1,0,"2","1988",279357.102,1.25287668541178
"1988-2","2466280","June 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,"2","1988",3315750.79,0.00301590820098998
"1988-2","3519046","June 30, 1988","2270","TORONTO","AURORA T",72,NA,NA,72,1,0,"2","1988",3844267.56,0.187291854368222
"1988-2","3524002","June 30, 1988","0610","HAMILTON","BURLINGTON CY",205,NA,NA,78,2.62820512820513,0,NA,NA,NA,NA
"1988-2","2473420","June 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,"2","1988",3315750.79,0.00301590820098998
"1988-2","2417360","June 30, 1988","1400",NA,NA,2,NA,NA,2,1,0,"2","1988",641710.984,0.0311666786118157
"1988-2","4612047","June 30, 1988","2680","WINNIPEG","SPRINGFIELD RM",5,NA,NA,5,1,0,"2","1988",664919.517,0.075197070805789
"1988-2","5915025","June 30, 1988","2410","VANCOUVER","BURNABY CY",148,NA,NA,69,2.14492753623188,0,"2","1988",1535606.75,0.963788417835491
"1988-2","2456120","June 30, 1988","1060",NA,NA,3,NA,NA,3,1,0,"2","1988",3315750.79,0.00904772460296993
"1988-2","3520006","June 30, 1988","2270",NA,NA,1,NA,NA,1,1,0,"2","1988",3844267.56,0.00260127575511419
"1988-2","2465540","June 30, 1988","1060",NA,NA,8,NA,NA,3,2.66666666666667,0,"2","1988",3315750.79,0.0241272656079198
"1988-2","2473650","June 30, 1988","1060",NA,NA,70,NA,NA,59,1.1864406779661,0,"2","1988",3315750.79,0.211113574069298
"1988-2","2465200","June 30, 1988","1060",NA,NA,8,NA,NA,2,4,0,"2","1988",3315750.79,0.0241272656079198
"1988-2","4806016","June 30, 1988","0140","CALGARY","CALGARY CY",283,NA,NA,275,1.02909090909091,0,NA,NA,NA,NA
"1988-2","2417400","June 30, 1988","1400",NA,NA,2,NA,NA,2,1,0,"2","1988",641710.984,0.0311666786118157
"1988-2","4806014","June 30, 1988","0140","CALGARY","ROCKY VIEW COUNTY MD",38,NA,NA,38,1,0,NA,NA,NA,NA
"1988-2","5913011","June 30, 1988","2410","VANCOUVER","DELTA DM",66,NA,NA,66,1,0,"2","1988",1535606.75,0.429797537683395
"1988-2","5915015","June 30, 1988","2410","VANCOUVER","RICHMOND CY",146,NA,NA,74,1.97297297297297,0,"2","1988",1535606.75,0.950764250026903
"1988-2","2420470","June 30, 1988","1400",NA,NA,3,NA,NA,3,1,0,"2","1988",641710.984,0.0467500179177235
"1988-2","4811013","June 30, 1988","0340","EDMONTON","BEAUMONT T",6,NA,NA,6,1,0,NA,NA,NA,NA
"1988-2","2462310","June 30, 1988","1060",NA,NA,43,NA,NA,43,1,0,"2","1988",3315750.79,0.129684052642569
"1988-2","4811059","June 30, 1988","0340","EDMONTON","STURGEON COUNTY MD",5,NA,NA,5,1,0,NA,NA,NA,NA
"1988-2","2472400","June 30, 1988","1060",NA,NA,58,NA,NA,58,1,0,"2","1988",3315750.79,0.174922675657419
"1988-2","2429130","June 30, 1988","1400",NA,NA,9,NA,NA,9,1,0,"2","1988",641710.984,0.140250053753171
"1988-2","2420140","June 30, 1988","1400",NA,NA,40,NA,NA,31,1.29032258064516,0,"2","1988",641710.984,0.623333572236314
"1988-2","2420560","June 30, 1988","1400",NA,NA,5,NA,NA,5,1,0,"2","1988",641710.984,0.0779166965295392
"1988-2","3519048","June 30, 1988","2270","TORONTO","NEWMARKET T",55,NA,NA,55,1,0,"2","1988",3844267.56,0.143070166531281
"1988-2","3506006","June 30, 1988","1265",NA,NA,75,NA,NA,75,1,0,"2","1988",675615.3203,1.11009916066878
"1988-2","2416600","June 30, 1988","1400",NA,NA,2,NA,NA,2,1,0,"2","1988",641710.984,0.0311666786118157
"1988-2","4602069","June 30, 1988","2680","WINNIPEG","TACHÉ RM",6,NA,NA,6,1,0,"2","1988",664919.517,0.0902364849669468
"1988-2","5917005","June 30, 1988","2440","VICTORIA","NORTH SAANICH DM",33,NA,NA,33,1,0,"2","1988",279357.102,1.18128373195968
"1988-2","4811062","June 30, 1988","0340","EDMONTON","ST. ALBERT CY",66,NA,NA,65,1.01538461538462,0,NA,NA,NA,NA
"1988-2","4811064","June 30, 1988","0340","EDMONTON","GIBBONS T",1,NA,NA,1,1,0,NA,NA,NA,NA
"1988-2","2420110","June 30, 1988","1400",NA,NA,84,NA,NA,79,1.06329113924051,0,"2","1988",641710.984,1.30900050169626
"1988-2","3506001","June 30, 1988","1265",NA,NA,29,NA,NA,29,1,0,"2","1988",675615.3203,0.429238342125262
"1988-2","5915055","June 30, 1988","2410","VANCOUVER","WEST VANCOUVER DM",25,NA,NA,23,1.08695652173913,0,"2","1988",1535606.75,0.162802097607346
"1988-2","3506042","June 30, 1988","1265",NA,NA,43,NA,NA,43,1,0,"2","1988",675615.3203,0.636456852116768
"1988-2","2421300","June 30, 1988","1400",NA,NA,39,NA,NA,35,1.11428571428571,0,"2","1988",641710.984,0.607750232930406
"1988-2","3518001","June 30, 1988","2270","TORONTO","PICKERING CY",176,NA,NA,176,1,0,"2","1988",3844267.56,0.457824532900098
"1988-2","5915039","June 30, 1988","2410","VANCOUVER","PORT COQUITLAM CY",93,NA,NA,58,1.60344827586207,0,"2","1988",1535606.75,0.605623803099329
"1988-2","3518029","June 30, 1988","2270","TORONTO","UXBRIDGE TP",27,NA,NA,21,1.28571428571429,0,"2","1988",3844267.56,0.0702344453880832
"1988-2","4613032","June 30, 1988","2680","WINNIPEG","EAST ST. PAUL RM",19,NA,NA,19,1,0,"2","1988",664919.517,0.285748869061998
"1988-2","4806022","June 30, 1988","0140","CALGARY","IRRICANA T",1,NA,NA,1,1,0,NA,NA,NA,NA
"1988-2","3506009","June 30, 1988","1265",NA,NA,9,NA,NA,9,1,0,"2","1988",675615.3203,0.133211899280254
"1988-2","3526065","June 30, 1988","0610","HAMILTON","GRIMSBY T",7,NA,NA,7,1,0,NA,NA,NA,NA
"1988-2","5915051","June 30, 1988","2410","VANCOUVER","NORTH VANCOUVER CY",14,NA,NA,10,1.4,0,"2","1988",1535606.75,0.091169174660114
"1988-2","2463130","June 30, 1988","1060",NA,NA,27,NA,NA,27,1,0,"2","1988",3315750.79,0.0814295214267294
"1988-2","2416700","June 30, 1988","1400",NA,NA,1,NA,NA,1,1,0,"2","1988",641710.984,0.0155833393059078
"1988-2","2466420","June 30, 1988","1060",NA,NA,15,NA,NA,5,3,0,"2","1988",3315750.79,0.0452386230148497
"1988-2","1209018","June 30, 1988","0580",NA,NA,43,NA,NA,33,1.3030303030303,0,NA,NA,NA,NA
"1988-2","3506027","June 30, 1988","1265",NA,NA,27,NA,NA,27,1,0,"2","1988",675615.3203,0.399635697840761
"1988-2","3525014","June 30, 1988","0610",NA,NA,4,NA,NA,4,1,0,NA,NA,NA,NA
"1988-2","3525018","June 30, 1988","0610",NA,NA,124,NA,NA,71,1.74647887323944,0,NA,NA,NA,NA
"1988-2","2465580","June 30, 1988","1060",NA,NA,59,NA,NA,14,4.21428571428571,0,"2","1988",3315750.79,0.177938583858409
"1988-2","5913018","June 30, 1988","2410",NA,NA,11,NA,NA,11,1,0,"2","1988",1535606.75,0.0716329229472324
"1988-2","2420320","June 30, 1988","1400",NA,NA,2,NA,NA,2,1,0,"2","1988",641710.984,0.0311666786118157
"1988-2","2421700","June 30, 1988","1400",NA,NA,6,NA,NA,6,1,0,"2","1988",641710.984,0.0935000358354471
"1988-2","5915029","June 30, 1988","2410","VANCOUVER","NEW WESTMINSTER CY",87,NA,NA,8,10.875,0,"2","1988",1535606.75,0.566551299673566
"1988-2","2420290","June 30, 1988","1400",NA,NA,8,NA,NA,8,1,0,"2","1988",641710.984,0.124666714447263
"1988-2","4811031","June 30, 1988","0340",NA,NA,6,NA,NA,3,2,0,NA,NA,NA,NA
"1988-2","1209008","June 30, 1988","0580",NA,NA,28,NA,NA,21,1.33333333333333,0,NA,NA,NA,NA
"1988-2","5917055","June 30, 1988","2440",NA,NA,31,NA,NA,9,3.44444444444444,0,"2","1988",279357.102,1.10969077850757
"1988-2","5915022","June 30, 1988","2410","VANCOUVER","VANCOUVER CY",500,NA,NA,117,4.27350427350427,0,"2","1988",1535606.75,3.25604195214693
"1988-2","1209012","June 30, 1988","0580",NA,NA,46,NA,NA,41,1.1219512195122,0,NA,NA,NA,NA
"1988-2","2469600","June 30, 1988","1060",NA,NA,11,NA,NA,11,1,0,"2","1988",3315750.79,0.0331749902108898
"1988-2","2472200","June 30, 1988","1060",NA,NA,2,NA,NA,2,1,0,"2","1988",3315750.79,0.00603181640197996
"1988-2","1209022","June 30, 1988","0580",NA,NA,40,NA,NA,18,2.22222222222222,0,NA,NA,NA,NA
"1988-2","5915004","June 30, 1988","2410","VANCOUVER","SURREY CY",322,NA,NA,320,1.00625,0,"2","1988",1535606.75,2.09689101718262
"1988-2","5917051","June 30, 1988","2440",NA,NA,10,NA,NA,10,1,0,"2","1988",279357.102,0.357964767260508
"1988-2","2452440","June 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,"2","1988",3315750.79,0.00301590820098998
"1988-2","4711065","June 30, 1988","1700","SASKATOON","CORMAN PARK NO. 344 RM",5,NA,NA,5,1,0,"2","1988",215818.898,0.231675726562185
"1988-2","2463190","June 30, 1988","1060",NA,NA,89,NA,NA,80,1.1125,0,"2","1988",3315750.79,0.268415829888108
"1988-2","3519028","June 30, 1988","2270","TORONTO","VAUGHAN CY",375,NA,NA,180,2.08333333333333,0,"2","1988",3844267.56,0.975478408167823
"1988-2","2457200","June 30, 1988","1060",NA,NA,3,NA,NA,3,1,0,"2","1988",3315750.79,0.00904772460296993
"1988-2","2465260","June 30, 1988","1060",NA,NA,266,NA,NA,33,8.06060606060606,0,"2","1988",3315750.79,0.802231581463334
"1988-2","2457320","June 30, 1988","1060",NA,NA,30,NA,NA,30,1,0,"2","1988",3315750.79,0.0904772460296994
"1988-2","2473200","June 30, 1988","1060",NA,NA,2,NA,NA,2,1,0,"2","1988",3315750.79,0.00603181640197996
"1988-2","5915046","June 30, 1988","2410","VANCOUVER","NORTH VANCOUVER DM",144,NA,NA,45,3.2,0,"2","1988",1535606.75,0.937740082218315
