"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time"
"26110","2017-3","0340","T5J","September 30, 2017","EDMONTON",237,NA,NA,1,237,16,29,NA
"26111","2017-3","0340","T5L","September 30, 2017","EDMONTON",6,NA,NA,3,2,0,7.66666666666667,2
"26112","2017-3","0340","T5M","September 30, 2017","EDMONTON",16,NA,NA,13,1.23076923076923,0,8,0.307692307692308
"26113","2017-3","0340","T5N","September 30, 2017","EDMONTON",17,NA,NA,16,1.0625,0,8.375,0.375
"26114","2017-3","0340","T5P","September 30, 2017","EDMONTON",9,NA,NA,7,1.28571428571429,0,6.57142857142857,3.71428571428571
"26115","2017-3","0340","T5R","September 30, 2017","EDMONTON",11,NA,NA,10,1.1,0,7.2,1.6
"26116","2017-3","0340","T5T","September 30, 2017","EDMONTON",111,NA,NA,76,1.46052631578947,0,5.82191780821918,0.594594594594595
"26117","2017-3","0340","T5V","September 30, 2017","EDMONTON",47,NA,NA,40,1.175,0,6.69230769230769,0.8
"26118","2017-3","0340","T5W","September 30, 2017","EDMONTON",6,NA,NA,4,1.5,0,12,1.5
"26119","2017-3","0340","T5X","September 30, 2017","EDMONTON",49,NA,NA,42,1.16666666666667,0,6.16666666666667,0.0975609756097561
"26120","2017-3","0340","T5Y","September 30, 2017","EDMONTON",103,NA,NA,83,1.24096385542169,0,6.72839506172839,0.329268292682927
"26121","2017-3","0340","T5Z","September 30, 2017","EDMONTON",179,NA,NA,35,5.11428571428571,0.228571428571429,6.48571428571429,0.628571428571429
"26122","2017-3","0340","T6A","September 30, 2017","EDMONTON",2,NA,NA,2,1,0,6,0
"26123","2017-3","0340","T6B","September 30, 2017","EDMONTON",3,NA,NA,3,1,0,5.33333333333333,0
"26124","2017-3","0340","T6C","September 30, 2017","EDMONTON",18,NA,NA,13,1.38461538461538,0,8.76923076923077,1
"26125","2017-3","0340","T6E","September 30, 2017","EDMONTON",20,NA,NA,12,1.66666666666667,0.25,7.25,1.5
"26126","2017-3","0340","T6G","September 30, 2017","EDMONTON",22,NA,NA,12,1.83333333333333,0.416666666666667,7.75,1.75
"26127","2017-3","0340","T6H","September 30, 2017","EDMONTON",7,NA,NA,6,1.16666666666667,0,7,2
"26128","2017-3","0340","T6J","September 30, 2017","EDMONTON",4,NA,NA,4,1,0,16.25,2.25
"26129","2017-3","0340","T6K","September 30, 2017","EDMONTON",2,NA,NA,2,1,0,5,0
"26130","2017-3","0340","T6M","September 30, 2017","EDMONTON",149,NA,NA,44,3.38636363636364,0.0909090909090909,6.72093023255814,1.67441860465116
"26131","2017-3","0340","T6R","September 30, 2017","EDMONTON",4,NA,NA,4,1,0,6.5,0.5
"26132","2017-3","0340","T6T","September 30, 2017","EDMONTON",114,NA,NA,81,1.40740740740741,0.0740740740740741,4.68253968253968,0.54320987654321
"26133","2017-3","0340","T6V","September 30, 2017","EDMONTON",15,NA,NA,11,1.36363636363636,0,8.45454545454546,3.09090909090909
"26134","2017-3","0340","T6W","September 30, 2017","EDMONTON",303,NA,NA,240,1.2625,0,5.06550218340611,1.28936170212766
"26135","2017-3","0340","T6X","September 30, 2017","EDMONTON",124,NA,NA,100,1.24,0,4.47872340425532,1.03061224489796
"26136","2017-3","0340","T7X","September 30, 2017","EDMONTON",50,NA,NA,38,1.31578947368421,0,5.55263157894737,0.763157894736842
"26137","2017-3","0340","T7Y","September 30, 2017","EDMONTON",3,NA,NA,3,1,0,11,0.333333333333333
"26138","2017-3","0340","T7Z","September 30, 2017","EDMONTON",16,NA,NA,13,1.23076923076923,0,7.72727272727273,2.15384615384615
"26139","2017-3","0340","T8A","September 30, 2017","EDMONTON",3,NA,NA,3,1,0,9.33333333333333,5
"26140","2017-3","0340","T8B","September 30, 2017","EDMONTON",106,NA,NA,11,9.63636363636364,0.363636363636364,15,-0.454545454545455
"26141","2017-3","0340","T8C","September 30, 2017","EDMONTON",4,NA,NA,4,1,0,15.5,1.5
"26142","2017-3","0340","T8E","September 30, 2017","EDMONTON",1,NA,NA,1,1,0,9,0
"26143","2017-3","0340","T8G","September 30, 2017","EDMONTON",4,NA,NA,3,1.33333333333333,0,8.66666666666667,1.33333333333333
"26144","2017-3","0340","T8H","September 30, 2017","EDMONTON",147,NA,NA,64,2.296875,0.0625,6.89830508474576,2.62903225806452
"26145","2017-3","0340","T8L","September 30, 2017","EDMONTON",88,NA,NA,54,1.62962962962963,0,8.42592592592593,1.66037735849057
"26146","2017-3","0340","T8N","September 30, 2017","EDMONTON",32,NA,NA,23,1.39130434782609,0,6.43478260869565,0.478260869565217
"26147","2017-3","0340","T8R","September 30, 2017","EDMONTON",12,NA,NA,12,1,0,7.83333333333333,0.0833333333333333
"26148","2017-3","0340","T8T","September 30, 2017","EDMONTON",13,NA,NA,13,1,0,11.9166666666667,0.692307692307692
"26149","2017-3","0340","T9E","September 30, 2017","EDMONTON",77,NA,NA,47,1.63829787234043,0,6.85365853658537,2.21276595744681
"26150","2017-3","0340","T9G","September 30, 2017","EDMONTON",2,NA,NA,1,2,0,8,0
"26151","2017-3","0340","nan","September 30, 2017","EDMONTON",400,NA,NA,215,1.86046511627907,0.0186046511627907,8.55348837209302,0.570048309178744
"26152","2017-3","2680","R0A","September 30, 2017","WINNIPEG",15,NA,NA,15,1,0,5.61538461538461,1.38461538461538
"26153","2017-3","2680","R0E","September 30, 2017","WINNIPEG",17,NA,NA,16,1.0625,0,8.45454545454546,0.8125
"26154","2017-3","2680","R0G","September 30, 2017","WINNIPEG",38,NA,NA,32,1.1875,0,6.21875,0.5625
"26155","2017-3","2680","R1A","September 30, 2017","WINNIPEG",5,NA,NA,5,1,0,21.4,2.4
"26156","2017-3","2680","R2C","September 30, 2017","WINNIPEG",4,NA,NA,3,1.33333333333333,0,6.33333333333333,6.66666666666667
"26157","2017-3","2680","R2E","September 30, 2017","WINNIPEG",8,NA,NA,8,1,0,9,1
"26158","2017-3","2680","R2H","September 30, 2017","WINNIPEG",2,NA,NA,2,1,0,4,0
"26159","2017-3","2680","R2J","September 30, 2017","WINNIPEG",7,NA,NA,4,1.75,0,4.75,0.5
"26160","2017-3","2680","R2K","September 30, 2017","WINNIPEG",4,NA,NA,4,1,0,5.33333333333333,0
"26161","2017-3","2680","R2L","September 30, 2017","WINNIPEG",3,NA,NA,3,1,0,6,1.33333333333333
"26162","2017-3","2680","R2M","September 30, 2017","WINNIPEG",16,NA,NA,16,1,0,7.8125,0.4375
"26163","2017-3","2680","R2N","September 30, 2017","WINNIPEG",38,NA,NA,38,1,0,6.2972972972973,0.594594594594595
"26164","2017-3","2680","R2P","September 30, 2017","WINNIPEG",28,NA,NA,20,1.4,0,5.42105263157895,1.88888888888889
"26165","2017-3","2680","R2R","September 30, 2017","WINNIPEG",10,NA,NA,10,1,0,6,0.2
"26166","2017-3","2680","R2V","September 30, 2017","WINNIPEG",4,NA,NA,4,1,0,4,1
"26167","2017-3","2680","R2W","September 30, 2017","WINNIPEG",8,NA,NA,7,1.14285714285714,0.285714285714286,5.83333333333333,2.42857142857143
"26168","2017-3","2680","R2X","September 30, 2017","WINNIPEG",1,NA,NA,1,1,0,6,4
"26169","2017-3","2680","R2Y","September 30, 2017","WINNIPEG",3,NA,NA,3,1,0,6.66666666666667,0
"26170","2017-3","2680","R3A","September 30, 2017","WINNIPEG",2,NA,NA,1,2,0,NA,0
"26171","2017-3","2680","R3C","September 30, 2017","WINNIPEG",46,NA,NA,40,1.15,0,5.84615384615385,1.02564102564103
"26172","2017-3","2680","R3E","September 30, 2017","WINNIPEG",3,NA,NA,3,1,0,6.33333333333333,0
"26173","2017-3","2680","R3G","September 30, 2017","WINNIPEG",2,NA,NA,2,1,0,6,0.5
"26174","2017-3","2680","R3J","September 30, 2017","WINNIPEG",11,NA,NA,11,1,0,7.18181818181818,0.272727272727273
"26175","2017-3","2680","R3L","September 30, 2017","WINNIPEG",105,NA,NA,9,11.6666666666667,1.33333333333333,12.8888888888889,-0.125
"26176","2017-3","2680","R3M","September 30, 2017","WINNIPEG",3,NA,NA,3,1,0,6.33333333333333,0.666666666666667
"26177","2017-3","2680","R3P","September 30, 2017","WINNIPEG",126,NA,NA,4,31.5,2.25,17.25,2.5
"26178","2017-3","2680","R3R","September 30, 2017","WINNIPEG",37,NA,NA,37,1,0,6.02702702702703,0.459459459459459
"26179","2017-3","2680","R3S","September 30, 2017","WINNIPEG",3,NA,NA,3,1,0,12.3333333333333,0.333333333333333
"26180","2017-3","2680","R3T","September 30, 2017","WINNIPEG",5,NA,NA,5,1,0,7.6,3.4
"26181","2017-3","2680","R3V","September 30, 2017","WINNIPEG",30,NA,NA,3,10,1.33333333333333,11,1
"26182","2017-3","2680","R3W","September 30, 2017","WINNIPEG",216,NA,NA,47,4.59574468085106,0.170212765957447,5.78723404255319,1.26086956521739
"26183","2017-3","2680","R3X","September 30, 2017","WINNIPEG",82,NA,NA,75,1.09333333333333,0,6.57333333333333,0.743243243243243
"26184","2017-3","2680","R3Y","September 30, 2017","WINNIPEG",159,NA,NA,136,1.16911764705882,0,6.63235294117647,0.911111111111111
"26185","2017-3","2680","R4A","September 30, 2017","WINNIPEG",8,NA,NA,8,1,0,9,1
"26186","2017-3","2680","R4H","September 30, 2017","WINNIPEG",25,NA,NA,13,1.92307692307692,0,5.61538461538461,0.461538461538462
"26187","2017-3","2680","R4L","September 30, 2017","WINNIPEG",1,NA,NA,1,1,0,3,1
"26188","2017-3","2680","R5A","September 30, 2017","WINNIPEG",12,NA,NA,12,1,0,7.08333333333333,0.181818181818182
"26189","2017-3","2680","nan","September 30, 2017","WINNIPEG",3,NA,NA,3,1,0,8,0.333333333333333
"26190","2017-3","0580","B0J","September 30, 2017","HALIFAX",13,NA,NA,11,1.18181818181818,0,7.5,0.727272727272727
"26191","2017-3","0580","B2R","September 30, 2017","HALIFAX",2,NA,NA,2,1,0,8.5,0
"26192","2017-3","0580","B2T","September 30, 2017","HALIFAX",15,NA,NA,14,1.07142857142857,0,10.3636363636364,1.92857142857143
"26193","2017-3","0580","B2W","September 30, 2017","HALIFAX",2,NA,NA,1,2,0,8,0
"26194","2017-3","0580","B2Z","September 30, 2017","HALIFAX",6,NA,NA,6,1,0,8.5,0.5
"26195","2017-3","0580","B3A","September 30, 2017","HALIFAX",60,NA,NA,1,60,4,16,0
"26196","2017-3","0580","B3G","September 30, 2017","HALIFAX",13,NA,NA,7,1.85714285714286,0,7,0
"26197","2017-3","0580","B3H","September 30, 2017","HALIFAX",2,NA,NA,2,1,0,9.5,0.5
"26198","2017-3","0580","B3K","September 30, 2017","HALIFAX",162,NA,NA,1,162,17,25,0
"26199","2017-3","0580","B3M","September 30, 2017","HALIFAX",22,NA,NA,15,1.46666666666667,0,7.06666666666667,0.0666666666666667
"26200","2017-3","0580","B3P","September 30, 2017","HALIFAX",48,NA,NA,27,1.77777777777778,0,7.73076923076923,0.333333333333333
"26201","2017-3","0580","B3R","September 30, 2017","HALIFAX",4,NA,NA,4,1,0,9.5,0.25
"26202","2017-3","0580","B3T","September 30, 2017","HALIFAX",6,NA,NA,2,3,0,26,0
"26203","2017-3","0580","B3V","September 30, 2017","HALIFAX",1,NA,NA,1,1,0,5,0
"26204","2017-3","0580","B3Z","September 30, 2017","HALIFAX",8,NA,NA,8,1,0,6.71428571428571,3.125
"26205","2017-3","0580","B4A","September 30, 2017","HALIFAX",2,NA,NA,2,1,0,6,0.5
"26206","2017-3","0580","B4B","September 30, 2017","HALIFAX",50,NA,NA,35,1.42857142857143,0,7.3030303030303,0.857142857142857
"26207","2017-3","0580","B4C","September 30, 2017","HALIFAX",64,NA,NA,2,32,2,13,1.5
"26208","2017-3","0580","B4E","September 30, 2017","HALIFAX",87,NA,NA,14,6.21428571428571,0.285714285714286,11.6923076923077,0
"26209","2017-3","0580","B4G","September 30, 2017","HALIFAX",1,NA,NA,1,1,0,5,0
"26210","2017-3","0580","nan","September 30, 2017","HALIFAX",6,NA,NA,6,1,0,10.1666666666667,1.16666666666667
"26211","2017-3","1490","S0G","September 30, 2017","REGINA",9,NA,NA,9,1,0,11,0
"26212","2017-3","1490","S4L","September 30, 2017","REGINA",1,NA,NA,1,1,0,5,0
"26213","2017-3","1490","S4N","September 30, 2017","REGINA",16,NA,NA,8,2,1.25,6.625,0
"26214","2017-3","1490","S4P","September 30, 2017","REGINA",36,NA,NA,18,2,0.111111111111111,10.5625,2.8125
"26215","2017-3","1490","S4R","September 30, 2017","REGINA",4,NA,NA,3,1.33333333333333,0,8.33333333333333,0
"26216","2017-3","1490","S4S","September 30, 2017","REGINA",5,NA,NA,5,1,0,7.25,0
"26217","2017-3","1490","S4T","September 30, 2017","REGINA",120,NA,NA,91,1.31868131868132,0.131868131868132,6.87912087912088,1.17777777777778
"26218","2017-3","1490","S4V","September 30, 2017","REGINA",123,NA,NA,74,1.66216216216216,0.0405405405405405,7.58108108108108,1.32876712328767
"26219","2017-3","1490","S4X","September 30, 2017","REGINA",122,NA,NA,33,3.6969696969697,0.363636363636364,7.45454545454545,1.51515151515152
"26220","2017-3","1490","nan","September 30, 2017","REGINA",32,NA,NA,19,1.68421052631579,0,15.2631578947368,0.117647058823529
"26221","2017-3","1400","G0A","September 30, 2017","QUÉBEC",124,NA,NA,98,1.26530612244898,0.102040816326531,5.57894736842105,2.07142857142857
"26222","2017-3","1400","G0R","September 30, 2017","QUÉBEC",14,13,1,8,1.75,0.5,3.875,0.25
"26223","2017-3","1400","G0S","September 30, 2017","QUÉBEC",2,NA,NA,2,1,0,4,0.5
"26224","2017-3","1400","G1B","September 30, 2017","QUÉBEC",16,NA,NA,14,1.14285714285714,0.142857142857143,4.66666666666667,1.64285714285714
"26225","2017-3","1400","G1C","September 30, 2017","QUÉBEC",21,NA,NA,7,3,0.571428571428571,4,2
"26226","2017-3","1400","G1E","September 30, 2017","QUÉBEC",108,NA,NA,6,18,3,6,5.5
"26227","2017-3","1400","G1G","September 30, 2017","QUÉBEC",60,NA,NA,2,30,4,7.5,8
"26228","2017-3","1400","G1H","September 30, 2017","QUÉBEC",315,NA,NA,3,105,6.66666666666667,13,2.33333333333333
"26229","2017-3","1400","G1J","September 30, 2017","QUÉBEC",28,NA,NA,3,9.33333333333333,1,4.33333333333333,0
"26230","2017-3","1400","G1K","September 30, 2017","QUÉBEC",59,NA,NA,6,9.83333333333333,2.33333333333333,5.5,2.83333333333333
"26231","2017-3","1400","G1M","September 30, 2017","QUÉBEC",95,NA,NA,2,47.5,4,9,4.5
"26232","2017-3","1400","G1N","September 30, 2017","QUÉBEC",63,NA,NA,8,7.875,3,6.75,5
"26233","2017-3","1400","G1P","September 30, 2017","QUÉBEC",9,NA,NA,3,3,0,NA,1.5
"26234","2017-3","1400","G1S","September 30, 2017","QUÉBEC",111,NA,NA,2,55.5,5,7,5.5
"26235","2017-3","1400","G1T","September 30, 2017","QUÉBEC",4,NA,NA,4,1,0,12,4
"26236","2017-3","1400","G1V","September 30, 2017","QUÉBEC",72,NA,NA,5,14.4,2,7.75,2.4
"26237","2017-3","1400","G1W","September 30, 2017","QUÉBEC",5,NA,NA,4,1.25,0,5.33333333333333,1.25
"26238","2017-3","1400","G1X","September 30, 2017","QUÉBEC",66,NA,NA,3,22,1.33333333333333,4.66666666666667,0
"26239","2017-3","1400","G2A","September 30, 2017","QUÉBEC",4,NA,NA,2,2,1.5,29,3
"26240","2017-3","1400","G2B","September 30, 2017","QUÉBEC",15,NA,NA,8,1.875,0.5,8.5,0.625
"26241","2017-3","1400","G2E","September 30, 2017","QUÉBEC",2,NA,NA,1,2,0,4,2
"26242","2017-3","1400","G2G","September 30, 2017","QUÉBEC",28,NA,NA,23,1.21739130434783,0.130434782608696,5.0625,3.18181818181818
"26243","2017-3","1400","G2K","September 30, 2017","QUÉBEC",73,NA,NA,2,36.5,2,9,-1.5
"26244","2017-3","1400","G2L","September 30, 2017","QUÉBEC",51,NA,NA,12,4.25,1,4.25,4.75
"26245","2017-3","1400","G2M","September 30, 2017","QUÉBEC",33,NA,NA,9,3.66666666666667,0.333333333333333,6.14285714285714,5.66666666666667
"26246","2017-3","1400","G2N","September 30, 2017","QUÉBEC",3,NA,NA,2,1.5,0,8,2.5
"26247","2017-3","1400","G3A","September 30, 2017","QUÉBEC",68,NA,NA,4,17,1.25,8.33333333333333,0.5
"26248","2017-3","1400","G3B","September 30, 2017","QUÉBEC",15,NA,NA,15,1,0,4.18181818181818,2.8
"26249","2017-3","1400","G3C","September 30, 2017","QUÉBEC",52,49,3,51,1.01960784313725,0,3.76666666666667,1.96078431372549
"26250","2017-3","1400","G3E","September 30, 2017","QUÉBEC",24,NA,NA,13,1.84615384615385,0.307692307692308,5.28571428571429,1.23076923076923
"26251","2017-3","1400","G3G","September 30, 2017","QUÉBEC",10,NA,NA,7,1.42857142857143,0,4.5,5.14285714285714
"26252","2017-3","1400","G3J","September 30, 2017","QUÉBEC",49,NA,NA,14,3.5,1.14285714285714,7.16666666666667,5.35714285714286
"26253","2017-3","1400","G3K","September 30, 2017","QUÉBEC",39,NA,NA,14,2.78571428571429,0.214285714285714,5.57142857142857,2.21428571428571
"26254","2017-3","1400","G3N","September 30, 2017","QUÉBEC",11,NA,NA,11,1,0,5.4,0
"26255","2017-3","1400","G6C","September 30, 2017","QUÉBEC",126,NA,NA,27,4.66666666666667,1.25925925925926,4.53846153846154,1.77777777777778
"26256","2017-3","1400","G6J","September 30, 2017","QUÉBEC",5,NA,NA,4,1.25,0.5,NA,0
"26257","2017-3","1400","G6K","September 30, 2017","QUÉBEC",1,NA,NA,1,1,0,NA,0
"26258","2017-3","1400","G6V","September 30, 2017","QUÉBEC",73,NA,NA,14,5.21428571428571,0.928571428571429,6.5,3.07142857142857
"26259","2017-3","1400","G6W","September 30, 2017","QUÉBEC",120,119,1,14,8.57142857142857,0.857142857142857,8,1.71428571428571
"26260","2017-3","1400","G6Z","September 30, 2017","QUÉBEC",39,NA,NA,18,2.16666666666667,0.333333333333333,5.69230769230769,1.66666666666667
"26261","2017-3","1400","G7A","September 30, 2017","QUÉBEC",83,NA,NA,38,2.18421052631579,0.473684210526316,4.33333333333333,1.84210526315789
"26262","2017-3","1400","nan","September 30, 2017","QUÉBEC",5,NA,NA,5,1,0,9.4,3
"26263","2017-3","2270","L0E","September 30, 2017","TORONTO",87,NA,NA,59,1.47457627118644,0,13.4655172413793,2.1864406779661
"26264","2017-3","2270","L0G","September 30, 2017","TORONTO",377,NA,NA,338,1.11538461538462,0,9.48071216617211,1.21301775147929
"26265","2017-3","2270","L0H","September 30, 2017","TORONTO",36,NA,NA,23,1.56521739130435,0,14.6086956521739,0
"26266","2017-3","2270","L0J","September 30, 2017","TORONTO",51,NA,NA,51,1,0,5.3921568627451,0.117647058823529
"26267","2017-3","2270","L0P","September 30, 2017","TORONTO",4,NA,NA,4,1,0,27.25,0.5
"26268","2017-3","2270","L1V","September 30, 2017","TORONTO",86,NA,NA,34,2.52941176470588,0,8.47058823529412,1.31034482758621
"26269","2017-3","2270","L1W","September 30, 2017","TORONTO",16,NA,NA,16,1,0,12.75,0.6875
"26270","2017-3","2270","L1Z","September 30, 2017","TORONTO",19,NA,NA,19,1,0,10.9473684210526,0.526315789473684
"26271","2017-3","2270","L3P","September 30, 2017","TORONTO",20,NA,NA,7,2.85714285714286,0,9.57142857142857,0.714285714285714
"26272","2017-3","2270","L3R","September 30, 2017","TORONTO",30,NA,NA,19,1.57894736842105,0,17.4736842105263,1.78947368421053
"26273","2017-3","2270","L3S","September 30, 2017","TORONTO",1,NA,NA,1,1,0,11,2
"26274","2017-3","2270","L3T","September 30, 2017","TORONTO",11,NA,NA,11,1,0,19.0909090909091,0.818181818181818
"26275","2017-3","2270","L3X","September 30, 2017","TORONTO",43,NA,NA,43,1,0,8.23255813953488,3.72093023255814
"26276","2017-3","2270","L3Y","September 30, 2017","TORONTO",12,NA,NA,7,1.71428571428571,0.285714285714286,13.7142857142857,0.833333333333333
"26277","2017-3","2270","L3Z","September 30, 2017","TORONTO",142,NA,NA,125,1.136,0,10.64,3.056
"26278","2017-3","2270","L4A","September 30, 2017","TORONTO",53,NA,NA,45,1.17777777777778,0,5.38636363636364,6.2
"26279","2017-3","2270","L4B","September 30, 2017","TORONTO",16,NA,NA,16,1,0,15.3125,0.5
"26280","2017-3","2270","L4C","September 30, 2017","TORONTO",57,NA,NA,31,1.83870967741935,0,11.9032258064516,0.129032258064516
"26281","2017-3","2270","L4E","September 30, 2017","TORONTO",59,NA,NA,48,1.22916666666667,0,8.89583333333333,0.479166666666667
"26282","2017-3","2270","L4G","September 30, 2017","TORONTO",156,NA,NA,134,1.16417910447761,0,8.11194029850746,4.11194029850746
"26283","2017-3","2270","L4H","September 30, 2017","TORONTO",101,NA,NA,4,25.25,1.5,14.75,3
"26284","2017-3","2270","L4J","September 30, 2017","TORONTO",11,NA,NA,11,1,0,18.2727272727273,2.18181818181818
"26285","2017-3","2270","L4L","September 30, 2017","TORONTO",5,NA,NA,5,1,0,20.2,1.4
"26286","2017-3","2270","L4P","September 30, 2017","TORONTO",32,NA,NA,32,1,0,12.5,2.21875
"26287","2017-3","2270","L4S","September 30, 2017","TORONTO",21,NA,NA,21,1,0,7.52380952380952,0.857142857142857
"26288","2017-3","2270","L4T","September 30, 2017","TORONTO",3,NA,NA,3,1,0,13.6666666666667,5.66666666666667
"26289","2017-3","2270","L4W","September 30, 2017","TORONTO",1,NA,NA,1,1,0,4,0
"26290","2017-3","2270","L4Y","September 30, 2017","TORONTO",3,NA,NA,3,1,0,19.6666666666667,1.66666666666667
"26291","2017-3","2270","L5A","September 30, 2017","TORONTO",1,NA,NA,1,1,0,16,0
"26292","2017-3","2270","L5B","September 30, 2017","TORONTO",1011,NA,NA,3,337,30,23.6666666666667,0
"26293","2017-3","2270","L5C","September 30, 2017","TORONTO",1,NA,NA,1,1,0,28,8
"26294","2017-3","2270","L5E","September 30, 2017","TORONTO",6,NA,NA,6,1,0,9,2.16666666666667
"26295","2017-3","2270","L5G","September 30, 2017","TORONTO",19,NA,NA,9,2.11111111111111,0.222222222222222,16.1111111111111,0.444444444444444
"26296","2017-3","2270","L5H","September 30, 2017","TORONTO",7,NA,NA,5,1.4,0,18.6,4.4
"26297","2017-3","2270","L5L","September 30, 2017","TORONTO",1,NA,NA,1,1,0,9,2
"26298","2017-3","2270","L5M","September 30, 2017","TORONTO",2,NA,NA,2,1,0,11.5,1.5
"26299","2017-3","2270","L5N","September 30, 2017","TORONTO",5,NA,NA,4,1.25,0,9.5,0
"26300","2017-3","2270","L5W","September 30, 2017","TORONTO",1,NA,NA,1,1,0,26,0
"26301","2017-3","2270","L6A","September 30, 2017","TORONTO",78,NA,NA,52,1.5,0,12.7692307692308,1.69230769230769
"26302","2017-3","2270","L6B","September 30, 2017","TORONTO",10,NA,NA,3,3.33333333333333,0,8.66666666666667,2
"26303","2017-3","2270","L6C","September 30, 2017","TORONTO",17,NA,NA,17,1,0,13.625,1.76470588235294
"26304","2017-3","2270","L6E","September 30, 2017","TORONTO",4,NA,NA,4,1,0,19,2
"26305","2017-3","2270","L6H","September 30, 2017","TORONTO",3,NA,NA,3,1,0,9,0.666666666666667
"26306","2017-3","2270","L6J","September 30, 2017","TORONTO",19,NA,NA,19,1,0,26.8888888888889,1.42105263157895
"26307","2017-3","2270","L6K","September 30, 2017","TORONTO",272,NA,NA,29,9.37931034482759,0.655172413793103,15.2068965517241,0.827586206896552
"26308","2017-3","2270","L6L","September 30, 2017","TORONTO",21,NA,NA,21,1,0,14.9047619047619,0.285714285714286
"26309","2017-3","2270","L6M","September 30, 2017","TORONTO",157,NA,NA,47,3.34042553191489,0,10.6666666666667,0.666666666666667
"26310","2017-3","2270","L6P","September 30, 2017","TORONTO",71,NA,NA,71,1,0,8.43661971830986,2.61971830985915
"26311","2017-3","2270","L6R","September 30, 2017","TORONTO",124,NA,NA,92,1.34782608695652,0,7.88405797101449,4.05434782608696
"26312","2017-3","2270","L6X","September 30, 2017","TORONTO",84,NA,NA,82,1.02439024390244,0,5.61538461538461,24.0975609756098
"26313","2017-3","2270","L6Y","September 30, 2017","TORONTO",3,NA,NA,3,1,0,5,1
"26314","2017-3","2270","L6Z","September 30, 2017","TORONTO",125,NA,NA,24,5.20833333333333,0,16.7142857142857,5.70833333333333
"26315","2017-3","2270","L7A","September 30, 2017","TORONTO",138,NA,NA,90,1.53333333333333,0,3.65,29.1666666666667
"26316","2017-3","2270","L7B","September 30, 2017","TORONTO",35,NA,NA,35,1,0,12.3142857142857,1.77142857142857
"26317","2017-3","2270","L7C","September 30, 2017","TORONTO",80,NA,NA,76,1.05263157894737,0,9.13333333333333,3.63157894736842
"26318","2017-3","2270","L7E","September 30, 2017","TORONTO",17,NA,NA,17,1,0,7.88235294117647,17.4705882352941
"26319","2017-3","2270","L7G","September 30, 2017","TORONTO",36,NA,NA,26,1.38461538461538,0,11.3461538461538,0.461538461538462
"26320","2017-3","2270","L7K","September 30, 2017","TORONTO",36,NA,NA,36,1,0,9.61764705882353,21.5
"26321","2017-3","2270","L9N","September 30, 2017","TORONTO",1,NA,NA,1,1,0,5,2
"26322","2017-3","2270","L9P","September 30, 2017","TORONTO",8,NA,NA,6,1.33333333333333,0,10.5,1.83333333333333
"26323","2017-3","2270","L9R","September 30, 2017","TORONTO",33,NA,NA,33,1,0,6.57575757575758,0.484848484848485
"26324","2017-3","2270","L9T","September 30, 2017","TORONTO",108,NA,NA,65,1.66153846153846,0,6.26984126984127,1.78461538461538
"26325","2017-3","2270","L9W","September 30, 2017","TORONTO",124,NA,NA,81,1.53086419753086,0,8.87654320987654,0.987654320987654
"26326","2017-3","2270","M1B","September 30, 2017","TORONTO",50,NA,NA,1,50,3,13,0
"26327","2017-3","2270","M1C","September 30, 2017","TORONTO",5,NA,NA,5,1,0,13.8,2.4
"26328","2017-3","2270","M1E","September 30, 2017","TORONTO",9,NA,NA,9,1,0,12.5555555555556,6
"26329","2017-3","2270","M1G","September 30, 2017","TORONTO",70,NA,NA,2,35,4,20,9
"26330","2017-3","2270","M1J","September 30, 2017","TORONTO",6,NA,NA,3,2,0,NA,37
"26331","2017-3","2270","M1K","September 30, 2017","TORONTO",6,NA,NA,6,1,0,13.3333333333333,3
"26332","2017-3","2270","M1L","September 30, 2017","TORONTO",6,NA,NA,6,1,0,13.5,3.33333333333333
"26333","2017-3","2270","M1M","September 30, 2017","TORONTO",5,NA,NA,5,1,0,10.6,2
"26334","2017-3","2270","M1N","September 30, 2017","TORONTO",8,NA,NA,8,1,0,16.625,6.625
"26335","2017-3","2270","M1P","September 30, 2017","TORONTO",2,NA,NA,2,1,0,13.5,4.5
"26336","2017-3","2270","M1R","September 30, 2017","TORONTO",3,NA,NA,3,1,0,14,3
"26337","2017-3","2270","M1T","September 30, 2017","TORONTO",1,NA,NA,1,1,0,16,0
"26338","2017-3","2270","M1W","September 30, 2017","TORONTO",35,NA,NA,1,35,4,20,9
"26339","2017-3","2270","M2H","September 30, 2017","TORONTO",1,NA,NA,1,1,0,10,1
"26340","2017-3","2270","M2J","September 30, 2017","TORONTO",13,NA,NA,5,2.6,0,27.2,1.2
"26341","2017-3","2270","M2K","September 30, 2017","TORONTO",6,NA,NA,6,1,0,12.6666666666667,1.5
"26342","2017-3","2270","M2L","September 30, 2017","TORONTO",5,NA,NA,5,1,0,12.4,0.6
"26343","2017-3","2270","M2M","September 30, 2017","TORONTO",15,NA,NA,15,1,0,13.8,2.4
"26344","2017-3","2270","M2N","September 30, 2017","TORONTO",27,NA,NA,27,1,0,12.8888888888889,4.74074074074074
