"reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","inventory_per_10kpop"
"2010-4","2419068","December 31, 2010","1400","QUÉBEC","SAINT-HENRI MÉ",27,13,2.07692307692308,0,"4","2010",777089.938,0.347450130026005
"2010-4","2421040","December 31, 2010","1400","QUÉBEC","LAC-BEAUPORT MÉ",2,2,1,0,"4","2010",777089.938,0.0257370466685929
"2010-4","2425213","December 31, 2010","1400","QUÉBEC","LÉVIS V",60,46,1.30434782608696,0,"4","2010",777089.938,0.772111400057789
"2010-4","2422045","December 31, 2010","1400","QUÉBEC","BOISCHATEL MÉ",36,31,1.16129032258065,0,"4","2010",777089.938,0.463266840034673
"2010-4","2421045","December 31, 2010","1400","QUÉBEC","BOISCHATEL MÉ",2,2,1,0,"4","2010",777089.938,0.0257370466685929
"2010-4","2422005","December 31, 2010","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",10,6,1.66666666666667,0,"4","2010",777089.938,0.128685233342965
"2010-4","2423072","December 31, 2010","1400","QUÉBEC","SAINT-AUGUSTIN-DE-DESMAURES V",5,3,1.66666666666667,0,"4","2010",777089.938,0.0643426166714824
"2010-4","2423027","December 31, 2010","1400","QUÉBEC","QUÉBEC V",415,161,2.5776397515528,1.01242236024845,"4","2010",777089.938,5.34043718373304
"2010-4","2421035","December 31, 2010","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",2,2,1,0,"4","2010",777089.938,0.0257370466685929
"2011-1","2423027","March 31, 2011","1400","QUÉBEC","QUÉBEC V",419,174,2.40804597701149,0.908045977011494,"1","2011",779017.688,5.37856850305561
"2011-1","2423057","March 31, 2011","1400","QUÉBEC","L'ANCIENNE-LORETTE V",2,1,2,0,"1","2011",779017.688,0.025673358009812
"2011-1","2421040","March 31, 2011","1400","QUÉBEC","LAC-BEAUPORT MÉ",2,2,1,0,"1","2011",779017.688,0.025673358009812
"2011-1","2422035","March 31, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",11,3,3.66666666666667,0,"1","2011",779017.688,0.141203469053966
"2011-1","2422045","March 31, 2011","1400","QUÉBEC","BOISCHATEL MÉ",25,22,1.13636363636364,0,"1","2011",779017.688,0.32091697512265
"2011-1","2422020","March 31, 2011","1400","QUÉBEC","SHANNON V",4,4,1,0,"1","2011",779017.688,0.0513467160196239
"2011-1","2425213","March 31, 2011","1400","QUÉBEC","LÉVIS V",71,50,1.42,0,"1","2011",779017.688,0.911404209348325
"2011-1","2422005","March 31, 2011","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",5,4,1.25,0,"1","2011",779017.688,0.0641833950245299
"2011-1","2419105","March 31, 2011","1400","QUÉBEC","BEAUMONT MÉ",6,1,6,0,"1","2011",779017.688,0.0770200740294359
"2011-1","2421035","March 31, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",1,1,1,0,"1","2011",779017.688,0.012836679004906
"2011-1","2419068","March 31, 2011","1400","QUÉBEC","SAINT-HENRI MÉ",20,9,2.22222222222222,0,"1","2011",779017.688,0.25673358009812
"2011-1","2421045","March 31, 2011","1400","QUÉBEC","BOISCHATEL MÉ",5,5,1,0,"1","2011",779017.688,0.0641833950245299
"2011-1","2426070","March 31, 2011","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",3,2,1.5,0,"1","2011",779017.688,0.038510037014718
"2011-1","2422040","March 31, 2011","1400","QUÉBEC","LAC-BEAUPORT MÉ",2,2,1,0,"1","2011",779017.688,0.025673358009812
"2011-2","2421035","June 30, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",1,1,1,0,"2","2011",780713.813,0.0128087909211874
"2011-2","2425213","June 30, 2011","1400","QUÉBEC","LÉVIS V",59,39,1.51282051282051,0,"2","2011",780713.813,0.755718664350057
"2011-2","2422045","June 30, 2011","1400","QUÉBEC","BOISCHATEL MÉ",32,27,1.18518518518519,0,"2","2011",780713.813,0.409881309477997
"2011-2","2422005","June 30, 2011","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",4,2,2,0,"2","2011",780713.813,0.0512351636847496
"2011-2","2422020","June 30, 2011","1400","QUÉBEC","SHANNON V",2,2,1,0,"2","2011",780713.813,0.0256175818423748
"2011-2","2422040","June 30, 2011","1400","QUÉBEC","LAC-BEAUPORT MÉ",1,1,1,0,"2","2011",780713.813,0.0128087909211874
"2011-2","2422035","June 30, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",16,4,4,0,"2","2011",780713.813,0.204940654738998
"2011-2","2419068","June 30, 2011","1400","QUÉBEC","SAINT-HENRI MÉ",13,5,2.6,0,"2","2011",780713.813,0.166514281975436
"2011-2","2426070","June 30, 2011","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",7,3,2.33333333333333,0,"2","2011",780713.813,0.0896615364483118
"2011-2","2423027","June 30, 2011","1400","QUÉBEC","QUÉBEC V",451,215,2.09767441860465,0.953488372093023,"2","2011",780713.813,5.77676470545552
"2011-2","2419105","June 30, 2011","1400","QUÉBEC","BEAUMONT MÉ",5,1,5,0,"2","2011",780713.813,0.064043954605937
"2011-2","2421040","June 30, 2011","1400","QUÉBEC","LAC-BEAUPORT MÉ",3,2,1.5,0,"2","2011",780713.813,0.0384263727635622
"2011-3","2421040","September 30, 2011","1400","QUÉBEC","LAC-BEAUPORT MÉ",2,2,1,0,"3","2011",781658.469,0.0255866222822182
"2011-3","2422035","September 30, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",9,4,2.25,0,"3","2011",781658.469,0.115139800269982
"2011-3","2422010","September 30, 2011","1400","QUÉBEC","FOSSAMBAULT-SUR-LE-LAC V",1,1,1,0,"3","2011",781658.469,0.0127933111411091
"2011-3","2422045","September 30, 2011","1400","QUÉBEC","BOISCHATEL MÉ",23,22,1.04545454545455,0,"3","2011",781658.469,0.29424615624551
"2011-3","2426070","September 30, 2011","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",10,6,1.66666666666667,0,"3","2011",781658.469,0.127933111411091
"2011-3","2419105","September 30, 2011","1400","QUÉBEC","BEAUMONT MÉ",14,4,3.5,0,"3","2011",781658.469,0.179106355975528
"2011-3","2423057","September 30, 2011","1400","QUÉBEC","L'ANCIENNE-LORETTE V",2,1,2,0,"3","2011",781658.469,0.0255866222822182
"2011-3","2422020","September 30, 2011","1400","QUÉBEC","SHANNON V",4,3,1.33333333333333,0,"3","2011",781658.469,0.0511732445644365
"2011-3","2422025","September 30, 2011","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",2,1,2,0,"3","2011",781658.469,0.0255866222822182
"2011-3","2423027","September 30, 2011","1400","QUÉBEC","QUÉBEC V",439,196,2.23979591836735,0.76530612244898,"3","2011",781658.469,5.61626359094691
"2011-3","2422005","September 30, 2011","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",12,6,2,0,"3","2011",781658.469,0.15351973369331
"2011-3","2425213","September 30, 2011","1400","QUÉBEC","LÉVIS V",173,58,2.98275862068966,0,"3","2011",781658.469,2.21324282741188
"2011-3","2421035","September 30, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",1,1,1,0,"3","2011",781658.469,0.0127933111411091
"2011-3","2419068","September 30, 2011","1400","QUÉBEC","SAINT-HENRI MÉ",17,10,1.7,0,"3","2011",781658.469,0.217486289398855
"2011-4","2423027","December 31, 2011","1400","QUÉBEC","QUÉBEC V",491,202,2.43069306930693,0.732673267326733,"4","2011",783099.281,6.2699585086198
"2011-4","2419068","December 31, 2011","1400","QUÉBEC","SAINT-HENRI MÉ",20,13,1.53846153846154,0,"4","2011",783099.281,0.255395458599585
"2011-4","2421035","December 31, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",2,1,2,0,"4","2011",783099.281,0.0255395458599585
"2011-4","2426070","December 31, 2011","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",15,10,1.5,0,"4","2011",783099.281,0.191546593949688
"2011-4","2419105","December 31, 2011","1400","QUÉBEC","BEAUMONT MÉ",10,3,3.33333333333333,0,"4","2011",783099.281,0.127697729299792
"2011-4","2421040","December 31, 2011","1400","QUÉBEC","LAC-BEAUPORT MÉ",18,5,3.6,0,"4","2011",783099.281,0.229855912739626
"2011-4","2425213","December 31, 2011","1400","QUÉBEC","LÉVIS V",152,82,1.85365853658537,0,"4","2011",783099.281,1.94100548535684
"2011-4","2422035","December 31, 2011","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",13,8,1.625,0,"4","2011",783099.281,0.16600704808973
"2011-4","2422045","December 31, 2011","1400","QUÉBEC","BOISCHATEL MÉ",27,24,1.125,0,"4","2011",783099.281,0.344783869109439
"2011-4","2422005","December 31, 2011","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",11,10,1.1,0,"4","2011",783099.281,0.140467502229772
"2011-4","2422020","December 31, 2011","1400","QUÉBEC","SHANNON V",4,4,1,0,"4","2011",783099.281,0.0510790917199169
"2011-4","2423057","December 31, 2011","1400","QUÉBEC","L'ANCIENNE-LORETTE V",11,3,3.66666666666667,0,"4","2011",783099.281,0.140467502229772
"2012-1","2419105","March 31, 2012","1400","QUÉBEC","BEAUMONT MÉ",9,3,3,0,"1","2012",784516.406,0.114720354235651
"2012-1","2423057","March 31, 2012","1400","QUÉBEC","L'ANCIENNE-LORETTE V",9,1,9,0,"1","2012",784516.406,0.114720354235651
"2012-1","2421040","March 31, 2012","1400","QUÉBEC","LAC-BEAUPORT MÉ",15,5,3,0,"1","2012",784516.406,0.191200590392752
"2012-1","2422045","March 31, 2012","1400","QUÉBEC","BOISCHATEL MÉ",29,23,1.26086956521739,0,"1","2012",784516.406,0.369654474759321
"2012-1","2422035","March 31, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",27,8,3.375,0,"1","2012",784516.406,0.344161062706954
"2012-1","2425213","March 31, 2012","1400","QUÉBEC","LÉVIS V",131,72,1.81944444444444,0.0277777777777778,"1","2012",784516.406,1.66981848943003
"2012-1","2421045","March 31, 2012","1400","QUÉBEC","BOISCHATEL MÉ",1,1,1,0,"1","2012",784516.406,0.0127467060261835
"2012-1","2422020","March 31, 2012","1400","QUÉBEC","SHANNON V",4,4,1,0,"1","2012",784516.406,0.0509868241047339
"2012-1","2423027","March 31, 2012","1400","QUÉBEC","QUÉBEC V",446,215,2.07441860465116,0.6,"1","2012",784516.406,5.68503088767783
"2012-1","2421035","March 31, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",2,1,2,0,"1","2012",784516.406,0.0254934120523669
"2012-1","2419068","March 31, 2012","1400","QUÉBEC","SAINT-HENRI MÉ",19,11,1.72727272727273,0,"1","2012",784516.406,0.242187414497486
"2012-1","2422005","March 31, 2012","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",11,9,1.22222222222222,0,"1","2012",784516.406,0.140213766288018
"2012-1","2426070","March 31, 2012","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",10,8,1.25,0,"1","2012",784516.406,0.127467060261835
"2012-1","2434007","March 31, 2012","1400","QUÉBEC","NEUVILLE V",2,2,1,0,"1","2012",784516.406,0.0254934120523669
"2012-2","2434007","June 30, 2012","1400","QUÉBEC","NEUVILLE V",11,7,1.57142857142857,0.571428571428571,"2","2012",785909.844,0.13996516373957
"2012-2","2419105","June 30, 2012","1400","QUÉBEC","BEAUMONT MÉ",9,6,1.5,0.5,"2","2012",785909.844,0.114516952150557
"2012-2","2422045","June 30, 2012","1400","QUÉBEC","BOISCHATEL MÉ",9,9,1,0,"2","2012",785909.844,0.114516952150557
"2012-2","2422035","June 30, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",12,6,2,1.33333333333333,"2","2012",785909.844,0.152689269534076
"2012-2","2423027","June 30, 2012","1400","QUÉBEC","QUÉBEC V",443,174,2.54597701149425,1.29885057471264,"2","2012",785909.844,5.63677886696632
"2012-2","2421040","June 30, 2012","1400","QUÉBEC","LAC-BEAUPORT MÉ",16,5,3.2,1.8,"2","2012",785909.844,0.203585692712102
"2012-2","2426070","June 30, 2012","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",5,5,1,0,"2","2012",785909.844,0.0636205289725319
"2012-2","2425213","June 30, 2012","1400","QUÉBEC","LÉVIS V",151,68,2.22058823529412,0.426470588235294,"2","2012",785909.844,1.92133997497046
"2012-2","2421045","June 30, 2012","1400","QUÉBEC","BOISCHATEL MÉ",1,1,1,0,"2","2012",785909.844,0.0127241057945064
"2012-2","2421035","June 30, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",3,2,1.5,0,"2","2012",785909.844,0.0381723173835191
"2012-2","2419068","June 30, 2012","1400","QUÉBEC","SAINT-HENRI MÉ",8,6,1.33333333333333,0.833333333333333,"2","2012",785909.844,0.101792846356051
"2012-2","2422020","June 30, 2012","1400","QUÉBEC","SHANNON V",2,2,1,0,"2","2012",785909.844,0.0254482115890127
"2012-2","2423057","June 30, 2012","1400","QUÉBEC","L'ANCIENNE-LORETTE V",14,2,7,2,"2","2012",785909.844,0.178137481123089
"2012-2","2422005","June 30, 2012","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",13,9,1.44444444444444,0.666666666666667,"2","2012",785909.844,0.165413375328583
"2012-3","2419068","September 30, 2012","1400","QUÉBEC","SAINT-HENRI MÉ",11,5,2.2,1.2,"3","2012",787273.969,0.139722643363558
"2012-3","2422035","September 30, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",9,5,1.8,1.8,"3","2012",787273.969,0.114318526388366
"2012-3","2421040","September 30, 2012","1400","QUÉBEC","LAC-BEAUPORT MÉ",15,6,2.5,1.5,"3","2012",787273.969,0.190530877313943
"2012-3","2425213","September 30, 2012","1400","QUÉBEC","LÉVIS V",131,63,2.07936507936508,0.698412698412698,"3","2012",787273.969,1.6639696618751
"2012-3","2422045","September 30, 2012","1400","QUÉBEC","BOISCHATEL MÉ",10,8,1.25,0,"3","2012",787273.969,0.127020584875962
"2012-3","2434007","September 30, 2012","1400","QUÉBEC","NEUVILLE V",4,4,1,0.5,"3","2012",787273.969,0.0508082339503848
"2012-3","2423072","September 30, 2012","1400","QUÉBEC","SAINT-AUGUSTIN-DE-DESMAURES V",305,2,152.5,8,"3","2012",787273.969,3.87412783871684
"2012-3","2422020","September 30, 2012","1400","QUÉBEC","SHANNON V",3,3,1,0,"3","2012",787273.969,0.0381061754627886
"2012-3","2421035","September 30, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",3,2,1.5,0,"3","2012",787273.969,0.0381061754627886
"2012-3","2423057","September 30, 2012","1400","QUÉBEC","L'ANCIENNE-LORETTE V",11,2,5.5,2.5,"3","2012",787273.969,0.139722643363558
"2012-3","2419105","September 30, 2012","1400","QUÉBEC","BEAUMONT MÉ",13,7,1.85714285714286,1.28571428571429,"3","2012",787273.969,0.165126760338751
"2012-3","2422005","September 30, 2012","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",13,10,1.3,0.2,"3","2012",787273.969,0.165126760338751
"2012-3","2426070","September 30, 2012","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",6,5,1.2,0.4,"3","2012",787273.969,0.0762123509255772
"2012-3","2422040","September 30, 2012","1400","QUÉBEC","LAC-BEAUPORT MÉ",19,2,9.5,1,"3","2012",787273.969,0.241339111264328
"2012-3","2421045","September 30, 2012","1400","QUÉBEC","BOISCHATEL MÉ",1,1,1,0,"3","2012",787273.969,0.0127020584875962
"2012-3","2423027","September 30, 2012","1400","QUÉBEC","QUÉBEC V",549,228,2.40789473684211,1.51315789473684,"3","2012",787273.969,6.97343010969032
"2012-4","2421040","December 31, 2012","1400","QUÉBEC","LAC-BEAUPORT MÉ",12,5,2.4,1.8,"4","2012",788622.281,0.152164100471313
"2012-4","2422020","December 31, 2012","1400","QUÉBEC","SHANNON V",12,4,3,1.5,"4","2012",788622.281,0.152164100471313
"2012-4","2422045","December 31, 2012","1400","QUÉBEC","BOISCHATEL MÉ",24,20,1.2,0,"4","2012",788622.281,0.304328200942626
"2012-4","2422005","December 31, 2012","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",13,10,1.3,0.2,"4","2012",788622.281,0.164844442177256
"2012-4","2422040","December 31, 2012","1400","QUÉBEC","LAC-BEAUPORT MÉ",19,2,9.5,1,"4","2012",788622.281,0.240926492412912
"2012-4","2422035","December 31, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",7,4,1.75,2,"4","2012",788622.281,0.0887623919415992
"2012-4","2423072","December 31, 2012","1400","QUÉBEC","SAINT-AUGUSTIN-DE-DESMAURES V",159,3,53,5.33333333333333,"4","2012",788622.281,2.0161743312449
"2012-4","2423057","December 31, 2012","1400","QUÉBEC","L'ANCIENNE-LORETTE V",10,2,5,3,"4","2012",788622.281,0.126803417059427
"2012-4","2426070","December 31, 2012","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",4,4,1,0.5,"4","2012",788622.281,0.050721366823771
"2012-4","2423027","December 31, 2012","1400","QUÉBEC","QUÉBEC V",802,215,3.73023255813954,1.93953488372093,"4","2012",788622.281,10.1696340481661
"2012-4","2421035","December 31, 2012","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",3,2,1.5,0,"4","2012",788622.281,0.0380410251178282
"2012-4","2421045","December 31, 2012","1400","QUÉBEC","BOISCHATEL MÉ",29,5,5.8,0.8,"4","2012",788622.281,0.36772990947234
"2012-4","2419068","December 31, 2012","1400","QUÉBEC","SAINT-HENRI MÉ",7,5,1.4,1.2,"4","2012",788622.281,0.0887623919415992
"2012-4","2425213","December 31, 2012","1400","QUÉBEC","LÉVIS V",239,76,3.14473684210526,0.986842105263158,"4","2012",788622.281,3.03060166772032
"2012-4","2434007","December 31, 2012","1400","QUÉBEC","NEUVILLE V",2,2,1,0,"4","2012",788622.281,0.0253606834118855
"2012-4","2419105","December 31, 2012","1400","QUÉBEC","BEAUMONT MÉ",9,6,1.5,1.5,"4","2012",788622.281,0.114123075353485
"2013-1","2421035","March 31, 2013","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",2,2,1,0,"1","2013",789949.156,0.0253180851553438
"2013-1","2423027","March 31, 2013","1400","QUÉBEC","QUÉBEC V",777,238,3.26470588235294,1.63865546218487,"1","2013",789949.156,9.83607608285109
"2013-1","2434007","March 31, 2013","1400","QUÉBEC","NEUVILLE V",3,2,1.5,0,"1","2013",789949.156,0.0379771277330158
"2013-1","2423072","March 31, 2013","1400","QUÉBEC","SAINT-AUGUSTIN-DE-DESMAURES V",29,4,7.25,4,"1","2013",789949.156,0.367112234752486
"2013-1","2423057","March 31, 2013","1400","QUÉBEC","L'ANCIENNE-LORETTE V",12,4,3,1.5,"1","2013",789949.156,0.151908510932063
"2013-1","2422010","March 31, 2013","1400","QUÉBEC","FOSSAMBAULT-SUR-LE-LAC V",5,3,1.66666666666667,0,"1","2013",789949.156,0.0632952128883596
"2013-1","2422040","March 31, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",19,2,9.5,1,"1","2013",789949.156,0.240521808975767
"2013-1","2425213","March 31, 2013","1400","QUÉBEC","LÉVIS V",204,84,2.42857142857143,0.964285714285714,"1","2013",789949.156,2.58244468584507
"2013-1","2422035","March 31, 2013","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",3,3,1,1.33333333333333,"1","2013",789949.156,0.0379771277330158
"2013-1","2422005","March 31, 2013","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",18,15,1.2,0.666666666666667,"1","2013",789949.156,0.227862766398095
"2013-1","2419105","March 31, 2013","1400","QUÉBEC","BEAUMONT MÉ",8,5,1.6,1.8,"1","2013",789949.156,0.101272340621375
"2013-1","2419068","March 31, 2013","1400","QUÉBEC","SAINT-HENRI MÉ",7,5,1.4,1,"1","2013",789949.156,0.0886132980437035
"2013-1","2426070","March 31, 2013","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",5,5,1,0.4,"1","2013",789949.156,0.0632952128883596
"2013-1","2422020","March 31, 2013","1400","QUÉBEC","SHANNON V",14,5,2.8,1.2,"1","2013",789949.156,0.177226596087407
"2013-1","2422045","March 31, 2013","1400","QUÉBEC","BOISCHATEL MÉ",31,25,1.24,0,"1","2013",789949.156,0.39243031990783
"2013-1","2421045","March 31, 2013","1400","QUÉBEC","BOISCHATEL MÉ",4,4,1,0,"1","2013",789949.156,0.0506361703106877
"2013-1","2421040","March 31, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",10,3,3.33333333333333,3,"1","2013",789949.156,0.126590425776719
"2013-2","2421045","June 30, 2013","1400","QUÉBEC","BOISCHATEL MÉ",5,5,1,0,"2","2013",791254.594,0.0631907863526414
"2013-2","2421040","June 30, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",8,3,2.66666666666667,3,"2","2013",791254.594,0.101105258164226
"2013-2","2419105","June 30, 2013","1400","QUÉBEC","BEAUMONT MÉ",16,8,2,1.375,"2","2013",791254.594,0.202210516328452
"2013-2","2422020","June 30, 2013","1400","QUÉBEC","SHANNON V",10,5,2,1.2,"2","2013",791254.594,0.126381572705283
"2013-2","2422010","June 30, 2013","1400","QUÉBEC","FOSSAMBAULT-SUR-LE-LAC V",4,3,1.33333333333333,0,"2","2013",791254.594,0.0505526290821131
"2013-2","2423072","June 30, 2013","1400","QUÉBEC","SAINT-AUGUSTIN-DE-DESMAURES V",13,2,6.5,8,"2","2013",791254.594,0.164296044516868
"2013-2","2434007","June 30, 2013","1400","QUÉBEC","NEUVILLE V",2,2,1,0,"2","2013",791254.594,0.0252763145410566
"2013-2","2423027","June 30, 2013","1400","QUÉBEC","QUÉBEC V",694,212,3.27358490566038,1.62735849056604,"2","2013",791254.594,8.77088114574662
"2013-2","2425213","June 30, 2013","1400","QUÉBEC","LÉVIS V",195,84,2.32142857142857,1.01190476190476,"2","2013",791254.594,2.46444066775301
"2013-2","2423057","June 30, 2013","1400","QUÉBEC","L'ANCIENNE-LORETTE V",9,3,3,2,"2","2013",791254.594,0.113743415434754
"2013-2","2422045","June 30, 2013","1400","QUÉBEC","BOISCHATEL MÉ",31,24,1.29166666666667,0.25,"2","2013",791254.594,0.391782875386377
"2013-2","2426070","June 30, 2013","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",1,1,1,0,"2","2013",791254.594,0.0126381572705283
"2013-2","2419068","June 30, 2013","1400","QUÉBEC","SAINT-HENRI MÉ",7,5,1.4,1.4,"2","2013",791254.594,0.0884671008936979
"2013-2","2422005","June 30, 2013","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",16,12,1.33333333333333,0.166666666666667,"2","2013",791254.594,0.202210516328452
"2013-2","2422040","June 30, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",18,2,9,1,"2","2013",791254.594,0.227486830869509
"2013-2","2422035","June 30, 2013","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",4,4,1,1,"2","2013",791254.594,0.0505526290821131
"2013-3","2423072","September 30, 2013","1400","QUÉBEC","SAINT-AUGUSTIN-DE-DESMAURES V",12,2,6,8,"3","2013",792563.281,0.151407468497143
"2013-3","2422035","September 30, 2013","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",3,3,1,0,"3","2013",792563.281,0.0378518671242858
"2013-3","2425213","September 30, 2013","1400","QUÉBEC","LÉVIS V",159,69,2.30434782608696,1.10144927536232,"3","2013",792563.281,2.00614895758715
"2013-3","2423057","September 30, 2013","1400","QUÉBEC","L'ANCIENNE-LORETTE V",8,5,1.6,1.2,"3","2013",792563.281,0.100938312331429
"2013-3","2434007","September 30, 2013","1400","QUÉBEC","NEUVILLE V",1,1,1,0,"3","2013",792563.281,0.0126172890414286
"2013-3","2426070","September 30, 2013","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",2,2,1,0,"3","2013",792563.281,0.0252345780828572
"2013-3","2421040","September 30, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",6,3,2,3,"3","2013",792563.281,0.0757037342485716
"2013-3","2421045","September 30, 2013","1400","QUÉBEC","BOISCHATEL MÉ",23,4,5.75,2,"3","2013",792563.281,0.290197647952858
"2013-3","2419068","September 30, 2013","1400","QUÉBEC","SAINT-HENRI MÉ",5,4,1.25,1.75,"3","2013",792563.281,0.063086445207143
"2013-3","2422040","September 30, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",12,2,6,1,"3","2013",792563.281,0.151407468497143
"2013-3","2422005","September 30, 2013","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",7,7,1,0,"3","2013",792563.281,0.0883210232900002
"2013-3","2421035","September 30, 2013","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",2,1,2,0,"3","2013",792563.281,0.0252345780828572
"2013-3","2423027","September 30, 2013","1400","QUÉBEC","QUÉBEC V",702,190,3.69473684210526,1.8,"3","2013",792563.281,8.85733690708288
"2013-3","2422010","September 30, 2013","1400","QUÉBEC","FOSSAMBAULT-SUR-LE-LAC V",5,4,1.25,0,"3","2013",792563.281,0.063086445207143
"2013-3","2419105","September 30, 2013","1400","QUÉBEC","BEAUMONT MÉ",16,13,1.23076923076923,1,"3","2013",792563.281,0.201876624662858
"2013-3","2422045","September 30, 2013","1400","QUÉBEC","BOISCHATEL MÉ",24,20,1.2,0.15,"3","2013",792563.281,0.302814936994287
"2013-3","2422020","September 30, 2013","1400","QUÉBEC","SHANNON V",9,6,1.5,1,"3","2013",792563.281,0.113555601372857
"2013-4","2422040","December 31, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",11,1,11,2,"4","2013",793815.969,0.138571160439832
"2013-4","2422005","December 31, 2013","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",9,9,1,0,"4","2013",793815.969,0.113376403996226
"2013-4","2419068","December 31, 2013","1400","QUÉBEC","SAINT-HENRI MÉ",6,5,1.2,1.4,"4","2013",793815.969,0.0755842693308177
"2013-4","2422035","December 31, 2013","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",8,5,1.6,0.4,"4","2013",793815.969,0.100779025774424
"2013-4","2434007","December 31, 2013","1400","QUÉBEC","NEUVILLE V",1,1,1,0,"4","2013",793815.969,0.0125973782218029
"2013-4","2426070","December 31, 2013","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",1,1,1,0,"4","2013",793815.969,0.0125973782218029
"2013-4","2425213","December 31, 2013","1400","QUÉBEC","LÉVIS V",174,76,2.28947368421053,1.13157894736842,"4","2013",793815.969,2.19194381059371
"2013-4","2421035","December 31, 2013","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",1,1,1,0,"4","2013",793815.969,0.0125973782218029
"2013-4","2421040","December 31, 2013","1400","QUÉBEC","LAC-BEAUPORT MÉ",6,3,2,3,"4","2013",793815.969,0.0755842693308177
"2013-4","2422045","December 31, 2013","1400","QUÉBEC","BOISCHATEL MÉ",23,20,1.15,0.15,"4","2013",793815.969,0.289739699101468
"2013-4","2422020","December 31, 2013","1400","QUÉBEC","SHANNON V",13,9,1.44444444444444,0.666666666666667,"4","2013",793815.969,0.163765916883438
"2013-4","2422010","December 31, 2013","1400","QUÉBEC","FOSSAMBAULT-SUR-LE-LAC V",3,3,1,0,"4","2013",793815.969,0.0377921346654088
