_date_,acaacpinr,acaaem00r,acaasm00r,acabem00r,acabpnrcnr,acabpr1cnr,acabpr2cnr,acabprscnr,acabprtcnr,acabsm00r,acanliuna,acanliunr,acapricna,acapricnr,acasaluna,acasalunr,acasnlrva,acastmurr
1990-01-01,0.721,13,519,23,NA,NA,NA,NA,NA,289,2709,2792,132117,128929,2107,2045,77.78,813
1990-02-01,0.724,14,395,21,NA,NA,NA,NA,NA,279,2951,3086,133796,137977,1726,1904,58.49,619
1990-03-01,0.727,29,458,20,NA,NA,NA,NA,NA,404,3593,4379,132614,134041,1526,1859,42.47,730
1990-04-01,0.732,64,637,26,NA,NA,NA,NA,NA,446,3028,3551,133117,138067,1141,1188,37.68,963
1990-05-01,0.734,31,605,25,NA,NA,NA,NA,NA,463,3017,3786,128262,130602,902,991,29.90,906
1990-06-01,0.739,208,490,33,NA,NA,NA,NA,NA,515,2483,2711,131761,129812,987,981,39.75,434
1990-07-01,0.742,20,617,25,NA,NA,NA,NA,NA,566,2547,2651,121914,121214,1228,1143,48.21,447
1990-08-01,0.745,27,546,36,NA,NA,NA,NA,NA,476,3002,2942,126055,124010,1341,1418,44.67,493
1990-09-01,0.748,2,653,36,NA,NA,NA,NA,NA,559,3095,2972,126747,121798,1562,1442,50.47,446
1990-10-01,0.754,25,504,49,NA,NA,NA,NA,NA,556,3655,3343,126150,122976,1367,1412,37.40,380
1990-11-01,0.758,10,340,49,NA,NA,NA,NA,NA,538,3209,2517,123364,122312,1240,1157,38.64,474
1990-12-01,0.758,17,400,42,NA,NA,NA,NA,NA,489,2888,1447,121904,122242,1196,783,41.41,299
1991-01-01,0.780,5,385,44,NA,NA,NA,NA,NA,397,2847,3041,120392,118447,1381,1308,48.51,170
1991-02-01,0.773,5,368,53,NA,NA,NA,NA,NA,387,2911,3096,121183,123330,1433,1564,49.23,230
1991-03-01,0.778,16,271,55,NA,NA,NA,NA,NA,368,2316,2874,131693,131564,1256,1470,54.23,324
1991-04-01,0.776,5,283,62,NA,NA,NA,NA,NA,434,2807,3402,127934,130200,1511,1749,53.83,363
1991-05-01,0.782,7,246,69,NA,NA,NA,NA,NA,461,2855,3432,126065,130598,1562,1634,54.71,535
1991-06-01,0.785,7,258,66,NA,NA,NA,NA,NA,481,2895,3090,130450,130674,1572,1516,54.30,534
1991-07-01,0.790,12,396,88,NA,NA,NA,NA,NA,471,3057,3206,132427,132851,1492,1486,48.81,422
1991-08-01,0.792,13,368,89,NA,NA,NA,NA,NA,512,2894,2748,130357,128068,1312,1342,45.34,462
1991-09-01,0.791,13,419,82,NA,NA,NA,NA,NA,521,2958,2873,129357,127282,1242,1145,41.99,423
1991-10-01,0.789,23,335,75,NA,NA,NA,NA,NA,533,2866,2695,130204,128150,1144,1197,39.92,419
1991-11-01,0.790,19,374,74,NA,NA,NA,NA,NA,497,2742,2141,129494,126373,959,872,34.97,452
1991-12-01,0.787,9,335,69,NA,NA,NA,NA,NA,486,3060,1610,130623,129323,1416,997,46.27,416
1992-01-01,0.788,19,283,60,NA,NA,NA,NA,NA,486,3372,3547,130409,131262,1485,1282,44.04,300
1992-02-01,0.791,14,340,74,NA,NA,NA,NA,NA,557,3036,3282,126535,126526,1633,1766,53.79,404
1992-03-01,0.793,36,383,64,NA,NA,NA,NA,NA,446,3173,4038,129832,129904,1781,2141,56.13,593
1992-04-01,0.793,50,367,55,NA,NA,NA,NA,NA,444,2895,3396,126668,131521,1593,1827,55.03,807
1992-05-01,0.793,15,501,56,NA,NA,NA,NA,NA,437,2810,3224,129270,131688,1455,1452,51.78,778
1992-06-01,0.793,26,570,68,NA,NA,NA,NA,NA,439,2881,3123,131578,131534,1452,1578,50.40,705
1992-07-01,0.796,38,662,64,NA,NA,NA,NA,NA,395,3034,3098,128619,131005,1487,1472,49.01,539
1992-08-01,0.796,28,545,66,NA,NA,NA,NA,NA,377,2965,2720,127628,126460,1574,1525,53.09,554
1992-09-01,0.796,29,634,53,NA,NA,NA,NA,NA,348,3192,3308,131947,127489,1608,1675,50.38,604
1992-10-01,0.796,32,466,61,NA,NA,NA,NA,NA,352,3169,2814,131135,128930,1639,1566,51.72,542
1992-11-01,0.802,14,479,59,NA,NA,NA,NA,NA,363,3048,2355,131645,130396,1625,1398,53.31,621
1992-12-01,0.798,32,453,59,NA,NA,NA,NA,NA,344,2874,1544,128778,127180,1389,1039,48.33,587
1993-01-01,0.803,28,321,69,NA,NA,NA,NA,NA,331,3014,3172,132047,131946,1006,776,33.38,312
1993-02-01,0.804,19,356,66,NA,NA,NA,NA,NA,347,3106,3325,134437,134186,1149,1186,36.99,462
1993-03-01,0.793,18,313,56,NA,NA,NA,NA,NA,396,2830,3683,132188,132619,1373,1696,48.52,480
1993-04-01,0.799,22,425,64,NA,NA,NA,NA,NA,409,2986,3489,131331,134769,1545,1785,51.74,682
1993-05-01,0.802,22,376,72,NA,NA,NA,NA,NA,458,3026,3389,132300,136672,1933,1929,63.88,559
1993-06-01,0.804,35,461,83,NA,NA,NA,NA,NA,492,3104,3478,134680,134856,1626,1891,52.38,589
1993-07-01,0.808,26,583,79,NA,NA,NA,NA,NA,484,3004,2990,137393,138978,1644,1614,54.73,719
1993-08-01,0.808,44,394,79,NA,NA,NA,NA,NA,501,3007,2959,134496,132220,1667,1746,55.44,429
1993-09-01,0.812,30,502,83,NA,NA,NA,NA,NA,494,2984,2978,135388,134741,1561,1519,52.31,535
1993-10-01,0.808,31,507,86,NA,NA,NA,NA,NA,482,2925,2648,135386,131839,1455,1361,49.74,726
1993-11-01,0.812,35,396,77,NA,NA,NA,NA,NA,492,3163,2552,134417,130087,1514,1410,47.87,558
1993-12-01,0.812,15,420,72,NA,NA,NA,NA,NA,478,3128,1614,133371,132211,1592,1152,50.90,578
1994-01-01,0.812,18,377,70,NA,NA,NA,NA,NA,516,3075,3164,131008,133039,1349,972,43.87,417
1994-02-01,0.811,14,312,70,NA,NA,NA,NA,NA,575,2858,3011,133849,132649,1559,1549,54.55,416
1994-03-01,0.809,9,308,71,NA,NA,NA,NA,NA,544,2961,3841,135581,136342,1526,1870,51.54,398
1994-04-01,0.811,30,570,73,NA,NA,NA,NA,NA,502,2950,3347,135984,137538,1496,1711,50.71,768
1994-05-01,0.812,25,509,76,NA,NA,NA,NA,NA,515,2255,2644,135407,137695,1369,1521,60.71,641
1994-06-01,0.812,62,569,58,NA,NA,NA,NA,NA,495,2307,2455,131332,134781,1293,1444,56.05,624
1994-07-01,0.818,36,669,48,NA,NA,NA,NA,NA,508,2291,2244,129149,129555,1221,1185,53.30,764
1994-08-01,0.820,17,506,47,NA,NA,NA,NA,NA,518,2344,2312,136183,134501,1070,1162,45.65,591
1994-09-01,0.823,27,600,56,NA,NA,NA,NA,NA,561,2377,2302,130834,128863,1151,1107,48.42,605
1994-10-01,0.823,16,372,64,NA,NA,NA,NA,NA,566,2395,2080,134130,131406,1177,1075,49.14,667
1994-11-01,0.825,29,377,57,NA,NA,NA,NA,NA,555,2351,1922,132995,127826,1133,1075,48.19,525
1994-12-01,0.827,21,344,64,NA,NA,NA,NA,NA,522,2292,1134,135794,132758,1118,791,48.78,461
1995-01-01,0.828,27,233,57,NA,NA,NA,NA,NA,526,2621,2841,133739,134735,1042,791,39.76,363
1995-02-01,0.830,21,259,64,NA,NA,NA,NA,NA,741,2137,2222,134050,133059,936,902,43.80,307
1995-03-01,0.831,5,262,63,NA,NA,NA,NA,NA,751,2207,2741,133154,136347,967,1110,43.82,283
1995-04-01,0.834,10,268,67,NA,NA,NA,NA,NA,757,2198,2488,130063,133032,1031,1131,46.91,513
1995-05-01,0.835,14,300,69,NA,NA,NA,NA,NA,750,2267,2734,130071,132957,1104,1324,48.70,426
1995-06-01,0.835,34,499,67,NA,NA,NA,NA,NA,721,2398,2582,130295,132824,1184,1342,49.37,495
1995-07-01,0.839,18,430,67,NA,NA,NA,NA,NA,698,2376,2283,134287,136790,1208,1155,50.84,670
1995-08-01,0.838,25,421,76,NA,NA,NA,NA,NA,655,2364,2423,128389,127979,1268,1401,53.64,563
1995-09-01,0.839,31,573,75,NA,NA,NA,NA,NA,593,2164,2078,132556,129693,1153,1105,53.28,523
1995-10-01,0.839,23,328,76,NA,NA,NA,NA,NA,606,2273,2119,128702,124742,1115,1137,49.05,557
1995-11-01,0.842,21,363,77,NA,NA,NA,NA,NA,601,2045,1619,133487,131465,1025,922,50.12,492
1995-12-01,0.839,20,397,73,NA,NA,NA,NA,NA,597,2148,1068,138295,134038,970,683,45.16,493
1996-01-01,0.842,17,292,68,NA,NA,NA,NA,NA,604,2518,2752,131091,131957,1244,988,49.40,295
1996-02-01,0.842,23,239,65,NA,NA,NA,NA,NA,624,2315,2480,131985,132892,1342,1317,57.97,314
1996-03-01,0.848,19,368,66,NA,NA,NA,NA,NA,638,2326,2791,136049,137747,1397,1495,60.06,508
1996-04-01,0.851,11,318,67,NA,NA,NA,NA,NA,594,2267,2698,135217,138147,1322,1604,58.31,525
1996-05-01,0.853,29,412,66,NA,NA,NA,NA,NA,564,2340,2835,134394,138572,1446,1740,61.79,711
1996-06-01,0.851,36,537,70,NA,NA,NA,NA,NA,576,2297,2464,135703,137653,1432,1572,62.34,767
1996-07-01,0.857,21,614,73,NA,NA,NA,NA,NA,537,2228,2318,133698,135035,1444,1590,64.81,662
1996-08-01,0.858,16,596,77,NA,NA,NA,NA,NA,505,2277,2234,136282,136129,1363,1404,59.86,731
1996-09-01,0.860,30,589,79,NA,NA,NA,NA,NA,488,2228,2122,131628,132282,1480,1375,66.43,711
1996-10-01,0.858,19,548,76,NA,NA,NA,NA,NA,484,2209,2118,135471,131238,1358,1485,61.48,572
1996-11-01,0.860,40,511,76,NA,NA,NA,NA,NA,492,2289,1765,137206,131371,2042,1794,89.21,650
1996-12-01,0.862,39,473,65,NA,NA,NA,NA,NA,450,2614,1331,135350,130788,1896,1402,72.53,665
1997-01-01,0.866,14,372,65,NA,NA,NA,NA,NA,437,2368,2518,139004,136879,1832,1439,77.36,485
1997-02-01,0.867,19,428,62,NA,NA,NA,NA,NA,437,2405,2425,137603,138039,1803,1685,74.97,1006
1997-03-01,0.870,14,421,64,NA,NA,NA,NA,NA,453,2295,2632,140395,141176,1801,1858,78.47,968
1997-04-01,0.869,20,480,66,NA,NA,NA,NA,NA,470,2463,2908,143137,146250,1770,2192,71.86,962
1997-05-01,0.870,35,714,55,NA,NA,NA,NA,NA,440,2118,2623,141049,144572,1595,1982,75.31,1070
1997-06-01,0.874,30,651,57,NA,NA,NA,NA,NA,446,2140,2357,145882,146254,1611,1829,75.28,850
1997-07-01,0.874,38,840,69,NA,NA,NA,NA,NA,452,2180,2311,141693,142877,1714,1921,78.62,1046
1997-08-01,0.874,48,850,59,NA,NA,NA,NA,NA,455,2040,2005,144953,144108,1862,1872,91.27,912
1997-09-01,0.875,55,750,68,NA,NA,NA,NA,NA,440,1965,2075,141703,139959,1958,2082,99.64,804
1997-10-01,0.876,56,716,70,NA,NA,NA,NA,NA,422,2025,1889,145703,144225,2045,2005,100.99,853
1997-11-01,0.875,39,646,69,NA,NA,NA,NA,NA,432,2163,1617,147747,146518,1789,1463,82.71,1155
1997-12-01,0.875,47,725,70,NA,NA,NA,NA,NA,441,2346,1147,150685,149364,1779,1231,75.83,1104
1998-01-01,0.878,14,605,72,NA,NA,NA,NA,NA,454,1734,1869,154258,152347,1471,1115,84.83,689
1998-02-01,0.868,25,547,67,NA,NA,NA,NA,NA,473,2277,2309,155116,155104,1695,1575,74.44,1324
1998-03-01,0.877,38,583,73,NA,NA,NA,NA,NA,502,2287,2667,153810,156183,1654,1808,72.32,858
1998-04-01,0.881,39,592,72,NA,NA,NA,NA,NA,585,2339,2772,154091,156308,1822,2137,77.90,1126
1998-05-01,0.884,44,874,70,NA,NA,NA,NA,NA,549,2551,3052,155223,158404,1883,2214,73.81,1319
1998-06-01,0.891,41,725,69,NA,NA,NA,NA,NA,577,2490,2901,157008,157687,1902,2261,76.39,1077
1998-07-01,0.891,62,911,65,NA,NA,NA,NA,NA,593,2588,2732,158891,158521,1708,1879,66.00,1085
