"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"10705","2013","2410","V5J","December 31, 2013","VANCOUVER",263,66,3.98484848484848,0.212121212121212
"10706","2013","2410","V5K","December 31, 2013","VANCOUVER",120,87,1.37931034482759,0.195402298850575
"10707","2013","2410","V5L","December 31, 2013","VANCOUVER",105,26,4.03846153846154,0.923076923076923
"10708","2013","2410","V5M","December 31, 2013","VANCOUVER",164,126,1.3015873015873,0.158730158730159
"10709","2013","2410","V5N","December 31, 2013","VANCOUVER",163,62,2.62903225806452,0.306451612903226
"10710","2013","2410","V5P","December 31, 2013","VANCOUVER",136,75,1.81333333333333,0.173333333333333
"10711","2013","2410","V5R","December 31, 2013","VANCOUVER",246,97,2.5360824742268,0.288659793814433
"10712","2013","2410","V5S","December 31, 2013","VANCOUVER",92,92,1,0.0543478260869565
"10713","2013","2410","V5T","December 31, 2013","VANCOUVER",45,21,2.14285714285714,0
"10714","2013","2410","V5V","December 31, 2013","VANCOUVER",163,76,2.14473684210526,0.315789473684211
"10715","2013","2410","V5W","December 31, 2013","VANCOUVER",161,90,1.78888888888889,0.2
"10716","2013","2410","V5X","December 31, 2013","VANCOUVER",851,75,11.3466666666667,1.33333333333333
"10717","2013","2410","V5Y","December 31, 2013","VANCOUVER",1571,62,25.3387096774194,2.67741935483871
"10718","2013","2410","V5Z","December 31, 2013","VANCOUVER",174,57,3.05263157894737,0.631578947368421
"10719","2013","2410","V6A","December 31, 2013","VANCOUVER",406,17,23.8823529411765,2.58823529411765
"10720","2013","2410","V6C","December 31, 2013","VANCOUVER",848,3,282.666666666667,41.6666666666667
"10721","2013","2410","V6E","December 31, 2013","VANCOUVER",118,1,118,19
"10722","2013","2410","V6G","December 31, 2013","VANCOUVER",199,5,39.8,5.6
"10723","2013","2410","V6H","December 31, 2013","VANCOUVER",27,24,1.125,0.0833333333333333
"10724","2013","2410","V6J","December 31, 2013","VANCOUVER",345,42,8.21428571428571,0.738095238095238
"10725","2013","2410","V6K","December 31, 2013","VANCOUVER",231,74,3.12162162162162,0.378378378378378
"10726","2013","2410","V6L","December 31, 2013","VANCOUVER",90,90,1,0
"10727","2013","2410","V6M","December 31, 2013","VANCOUVER",127,37,3.43243243243243,0.162162162162162
"10728","2013","2410","V6N","December 31, 2013","VANCOUVER",150,150,1,0.0533333333333333
"10729","2013","2410","V6P","December 31, 2013","VANCOUVER",733,145,5.0551724137931,0.468965517241379
"10730","2013","2410","V6R","December 31, 2013","VANCOUVER",126,118,1.06779661016949,0.0677966101694915
"10731","2013","2410","V6S","December 31, 2013","VANCOUVER",55,55,1,0.0363636363636364
"10732","2013","2410","V6V","December 31, 2013","VANCOUVER",194,19,10.2105263157895,0.684210526315789
"10733","2013","2410","V6W","December 31, 2013","VANCOUVER",71,17,4.17647058823529,0.470588235294118
"10734","2013","2410","V6X","December 31, 2013","VANCOUVER",1018,36,28.2777777777778,2.72222222222222
"10735","2013","2410","V6Y","December 31, 2013","VANCOUVER",409,73,5.6027397260274,0.452054794520548
"10736","2013","2410","V6Z","December 31, 2013","VANCOUVER",757,5,151.4,21.4
"10737","2013","2410","V7A","December 31, 2013","VANCOUVER",308,111,2.77477477477477,0.171171171171171
"10738","2013","2410","V7B","December 31, 2013","VANCOUVER",2,2,1,0
"10739","2013","2410","V7C","December 31, 2013","VANCOUVER",171,123,1.39024390243902,0.0975609756097561
"10740","2013","2410","V7E","December 31, 2013","VANCOUVER",81,68,1.19117647058824,0.0147058823529412
"10741","2013","2410","V7G","December 31, 2013","VANCOUVER",9,9,1,0
"10742","2013","2410","V7H","December 31, 2013","VANCOUVER",4,4,1,0.5
"10743","2013","2410","V7J","December 31, 2013","VANCOUVER",16,16,1,0.125
"10744","2013","2410","V7K","December 31, 2013","VANCOUVER",9,9,1,0.222222222222222
"10745","2013","2410","V7L","December 31, 2013","VANCOUVER",469,53,8.84905660377358,1.16981132075472
"10746","2013","2410","V7M","December 31, 2013","VANCOUVER",12,12,1,0.5
"10747","2013","2410","V7N","December 31, 2013","VANCOUVER",26,26,1,0.692307692307692
"10748","2013","2410","V7P","December 31, 2013","VANCOUVER",9,9,1,0.444444444444444
"10749","2013","2410","V7R","December 31, 2013","VANCOUVER",113,113,1,0.424778761061947
"10750","2013","2410","V7S","December 31, 2013","VANCOUVER",147,127,1.15748031496063,0.078740157480315
"10751","2013","2410","V7T","December 31, 2013","VANCOUVER",284,52,5.46153846153846,0.711538461538462
"10752","2013","2410","V7V","December 31, 2013","VANCOUVER",48,40,1.2,0.075
"10753","2013","2410","V7W","December 31, 2013","VANCOUVER",17,17,1,0
"10754","2013","2410","nan","December 31, 2013","VANCOUVER",1799,306,5.87908496732026,0.529411764705882
"10755","2014","2410","V0N","December 31, 2014","VANCOUVER",61,36,1.69444444444444,0
"10756","2014","2410","V1M","December 31, 2014","VANCOUVER",25,15,1.66666666666667,0
"10757","2014","2410","V2W","December 31, 2014","VANCOUVER",168,72,2.33333333333333,0
"10758","2014","2410","V2X","December 31, 2014","VANCOUVER",263,25,10.52,0.84
"10759","2014","2410","V2Y","December 31, 2014","VANCOUVER",669,215,3.11162790697674,0.0744186046511628
"10760","2014","2410","V2Z","December 31, 2014","VANCOUVER",45,45,1,0
"10761","2014","2410","V3A","December 31, 2014","VANCOUVER",92,26,3.53846153846154,0.153846153846154
"10762","2014","2410","V3B","December 31, 2014","VANCOUVER",571,34,16.7941176470588,2.23529411764706
"10763","2014","2410","V3C","December 31, 2014","VANCOUVER",545,25,21.8,2.36
"10764","2014","2410","V3E","December 31, 2014","VANCOUVER",419,227,1.84581497797357,0.0352422907488987
"10765","2014","2410","V3H","December 31, 2014","VANCOUVER",29,29,1,0
"10766","2014","2410","V3J","December 31, 2014","VANCOUVER",211,94,2.24468085106383,0.074468085106383
"10767","2014","2410","V3K","December 31, 2014","VANCOUVER",178,84,2.11904761904762,0.0952380952380952
"10768","2014","2410","V3L","December 31, 2014","VANCOUVER",580,25,23.2,2
"10769","2014","2410","V3M","December 31, 2014","VANCOUVER",165,59,2.79661016949153,0.423728813559322
"10770","2014","2410","V3N","December 31, 2014","VANCOUVER",408,116,3.51724137931034,0.224137931034483
"10771","2014","2410","V3R","December 31, 2014","VANCOUVER",130,55,2.36363636363636,0.0727272727272727
"10772","2014","2410","V3S","December 31, 2014","VANCOUVER",642,254,2.52755905511811,0.0590551181102362
"10773","2014","2410","V3T","December 31, 2014","VANCOUVER",256,63,4.06349206349206,0.142857142857143
"10774","2014","2410","V3V","December 31, 2014","VANCOUVER",341,102,3.34313725490196,0.274509803921569
"10775","2014","2410","V3W","December 31, 2014","VANCOUVER",169,94,1.79787234042553,0.0531914893617021
"10776","2014","2410","V3X","December 31, 2014","VANCOUVER",374,224,1.66964285714286,0
"10777","2014","2410","V3Y","December 31, 2014","VANCOUVER",128,19,6.73684210526316,0.421052631578947
"10778","2014","2410","V4A","December 31, 2014","VANCOUVER",126,75,1.68,0.0533333333333333
"10779","2014","2410","V4B","December 31, 2014","VANCOUVER",249,152,1.63815789473684,0.0657894736842105
"10780","2014","2410","V4C","December 31, 2014","VANCOUVER",210,147,1.42857142857143,0
"10781","2014","2410","V4E","December 31, 2014","VANCOUVER",6,6,1,0
"10782","2014","2410","V4K","December 31, 2014","VANCOUVER",25,23,1.08695652173913,0
"10783","2014","2410","V4L","December 31, 2014","VANCOUVER",10,10,1,0
"10784","2014","2410","V4M","December 31, 2014","VANCOUVER",185,40,4.625,0.2
"10785","2014","2410","V4N","December 31, 2014","VANCOUVER",249,91,2.73626373626374,0.0879120879120879
"10786","2014","2410","V4P","December 31, 2014","VANCOUVER",57,16,3.5625,0.25
"10787","2014","2410","V4R","December 31, 2014","VANCOUVER",138,81,1.7037037037037,0
"10788","2014","2410","V4W","December 31, 2014","VANCOUVER",15,15,1,0
"10789","2014","2410","V5A","December 31, 2014","VANCOUVER",474,75,6.32,0.56
"10790","2014","2410","V5B","December 31, 2014","VANCOUVER",80,72,1.11111111111111,0.0555555555555556
"10791","2014","2410","V5C","December 31, 2014","VANCOUVER",667,34,19.6176470588235,2.38235294117647
"10792","2014","2410","V5E","December 31, 2014","VANCOUVER",35,31,1.12903225806452,0
"10793","2014","2410","V5G","December 31, 2014","VANCOUVER",373,85,4.38823529411765,0.6
"10794","2014","2410","V5H","December 31, 2014","VANCOUVER",1269,80,15.8625,2.15
"10795","2014","2410","V5J","December 31, 2014","VANCOUVER",291,83,3.50602409638554,0.216867469879518
"10796","2014","2410","V5K","December 31, 2014","VANCOUVER",123,71,1.73239436619718,0.0704225352112676
"10797","2014","2410","V5L","December 31, 2014","VANCOUVER",148,16,9.25,1.25
"10798","2014","2410","V5M","December 31, 2014","VANCOUVER",161,146,1.1027397260274,0.0410958904109589
"10799","2014","2410","V5N","December 31, 2014","VANCOUVER",176,61,2.88524590163934,0.163934426229508
"10800","2014","2410","V5P","December 31, 2014","VANCOUVER",151,87,1.73563218390805,0.0344827586206897
"10801","2014","2410","V5R","December 31, 2014","VANCOUVER",225,80,2.8125,0.2
"10802","2014","2410","V5S","December 31, 2014","VANCOUVER",254,91,2.79120879120879,0.175824175824176
"10803","2014","2410","V5T","December 31, 2014","VANCOUVER",23,4,5.75,1.5
"10804","2014","2410","V5V","December 31, 2014","VANCOUVER",235,108,2.17592592592593,0.194444444444444
"10805","2014","2410","V5W","December 31, 2014","VANCOUVER",134,106,1.26415094339623,0.0377358490566038
"10806","2014","2410","V5X","December 31, 2014","VANCOUVER",1109,96,11.5520833333333,1.23958333333333
"10807","2014","2410","V5Y","December 31, 2014","VANCOUVER",807,49,16.469387755102,1.77551020408163
"10808","2014","2410","V5Z","December 31, 2014","VANCOUVER",329,78,4.21794871794872,0.666666666666667
"10809","2014","2410","V6A","December 31, 2014","VANCOUVER",630,12,52.5,4
"10810","2014","2410","V6C","December 31, 2014","VANCOUVER",714,2,357,54.5
"10811","2014","2410","V6E","December 31, 2014","VANCOUVER",22,1,22,17
"10812","2014","2410","V6G","December 31, 2014","VANCOUVER",13,4,3.25,1.5
"10813","2014","2410","V6H","December 31, 2014","VANCOUVER",16,15,1.06666666666667,0
"10814","2014","2410","V6J","December 31, 2014","VANCOUVER",78,27,2.88888888888889,0.148148148148148
"10815","2014","2410","V6K","December 31, 2014","VANCOUVER",179,56,3.19642857142857,0.214285714285714
"10816","2014","2410","V6L","December 31, 2014","VANCOUVER",75,75,1,0
"10817","2014","2410","V6M","December 31, 2014","VANCOUVER",85,39,2.17948717948718,0.307692307692308
"10818","2014","2410","V6N","December 31, 2014","VANCOUVER",141,112,1.25892857142857,0.0357142857142857
"10819","2014","2410","V6P","December 31, 2014","VANCOUVER",738,135,5.46666666666667,0.392592592592593
"10820","2014","2410","V6R","December 31, 2014","VANCOUVER",125,111,1.12612612612613,0.036036036036036
"10821","2014","2410","V6S","December 31, 2014","VANCOUVER",39,39,1,0
"10822","2014","2410","V6V","December 31, 2014","VANCOUVER",102,19,5.36842105263158,0.315789473684211
"10823","2014","2410","V6W","December 31, 2014","VANCOUVER",10,10,1,0
"10824","2014","2410","V6X","December 31, 2014","VANCOUVER",2254,48,46.9583333333333,3.72916666666667
"10825","2014","2410","V6Y","December 31, 2014","VANCOUVER",639,69,9.26086956521739,0.956521739130435
"10826","2014","2410","V6Z","December 31, 2014","VANCOUVER",251,2,125.5,11.5
"10827","2014","2410","V7A","December 31, 2014","VANCOUVER",217,128,1.6953125,0.0625
"10828","2014","2410","V7C","December 31, 2014","VANCOUVER",138,136,1.01470588235294,0
"10829","2014","2410","V7E","December 31, 2014","VANCOUVER",115,93,1.23655913978495,0
"10830","2014","2410","V7G","December 31, 2014","VANCOUVER",23,23,1,0
"10831","2014","2410","V7H","December 31, 2014","VANCOUVER",19,5,3.8,0
"10832","2014","2410","V7J","December 31, 2014","VANCOUVER",124,17,7.29411764705882,0.294117647058824
"10833","2014","2410","V7K","December 31, 2014","VANCOUVER",14,12,1.16666666666667,0.25
"10834","2014","2410","V7L","December 31, 2014","VANCOUVER",247,53,4.66037735849057,0.320754716981132
"10835","2014","2410","V7M","December 31, 2014","VANCOUVER",266,32,8.3125,0.34375
"10836","2014","2410","V7N","December 31, 2014","VANCOUVER",29,29,1,0
"10837","2014","2410","V7P","December 31, 2014","VANCOUVER",41,12,3.41666666666667,0.333333333333333
"10838","2014","2410","V7R","December 31, 2014","VANCOUVER",124,124,1,0
"10839","2014","2410","V7S","December 31, 2014","VANCOUVER",141,131,1.0763358778626,0
"10840","2014","2410","V7T","December 31, 2014","VANCOUVER",165,61,2.70491803278689,0.524590163934426
"10841","2014","2410","V7V","December 31, 2014","VANCOUVER",36,36,1,0
"10842","2014","2410","V7W","December 31, 2014","VANCOUVER",21,21,1,0
"10843","2014","2410","nan","December 31, 2014","VANCOUVER",2067,372,5.55645161290323,0.303763440860215
"10844","2015","2410","V0N","December 31, 2015","VANCOUVER",31,31,1,0
"10845","2015","2410","V1M","December 31, 2015","VANCOUVER",25,17,1.47058823529412,0.176470588235294
"10846","2015","2410","V2W","December 31, 2015","VANCOUVER",135,60,2.25,0
"10847","2015","2410","V2X","December 31, 2015","VANCOUVER",103,18,5.72222222222222,0.444444444444444
"10848","2015","2410","V2Y","December 31, 2015","VANCOUVER",803,146,5.5,0.191780821917808
"10849","2015","2410","V2Z","December 31, 2015","VANCOUVER",182,59,3.08474576271186,0.0677966101694915
"10850","2015","2410","V3A","December 31, 2015","VANCOUVER",213,32,6.65625,0.375
"10851","2015","2410","V3B","December 31, 2015","VANCOUVER",441,40,11.025,1.4
"10852","2015","2410","V3C","December 31, 2015","VANCOUVER",610,15,40.6666666666667,4.53333333333333
"10853","2015","2410","V3E","December 31, 2015","VANCOUVER",479,143,3.34965034965035,0.174825174825175
"10854","2015","2410","V3H","December 31, 2015","VANCOUVER",41,29,1.41379310344828,0
"10855","2015","2410","V3J","December 31, 2015","VANCOUVER",400,116,3.44827586206897,0.241379310344828
"10856","2015","2410","V3K","December 31, 2015","VANCOUVER",64,63,1.01587301587302,0
"10857","2015","2410","V3L","December 31, 2015","VANCOUVER",915,33,27.7272727272727,2.72727272727273
"10858","2015","2410","V3M","December 31, 2015","VANCOUVER",432,79,5.46835443037975,0.455696202531646
"10859","2015","2410","V3N","December 31, 2015","VANCOUVER",385,104,3.70192307692308,0.0769230769230769
"10860","2015","2410","V3R","December 31, 2015","VANCOUVER",176,78,2.25641025641026,0
"10861","2015","2410","V3S","December 31, 2015","VANCOUVER",747,310,2.40967741935484,0.0548387096774194
"10862","2015","2410","V3T","December 31, 2015","VANCOUVER",1647,78,21.1153846153846,2.11538461538462
"10863","2015","2410","V3V","December 31, 2015","VANCOUVER",137,137,1,0
"10864","2015","2410","V3W","December 31, 2015","VANCOUVER",198,82,2.41463414634146,0.0609756097560976
"10865","2015","2410","V3X","December 31, 2015","VANCOUVER",330,232,1.42241379310345,0
"10866","2015","2410","V3Y","December 31, 2015","VANCOUVER",20,15,1.33333333333333,0
"10867","2015","2410","V4A","December 31, 2015","VANCOUVER",245,111,2.20720720720721,0.0720720720720721
"10868","2015","2410","V4B","December 31, 2015","VANCOUVER",186,121,1.53719008264463,0.0495867768595041
"10869","2015","2410","V4C","December 31, 2015","VANCOUVER",447,124,3.60483870967742,0.298387096774194
"10870","2015","2410","V4E","December 31, 2015","VANCOUVER",23,23,1,0
"10871","2015","2410","V4K","December 31, 2015","VANCOUVER",77,31,2.48387096774194,0.0967741935483871
"10872","2015","2410","V4L","December 31, 2015","VANCOUVER",28,9,3.11111111111111,0.555555555555556
"10873","2015","2410","V4M","December 31, 2015","VANCOUVER",189,31,6.09677419354839,0.548387096774194
"10874","2015","2410","V4N","December 31, 2015","VANCOUVER",250,148,1.68918918918919,0.027027027027027
"10875","2015","2410","V4P","December 31, 2015","VANCOUVER",48,29,1.6551724137931,0
"10876","2015","2410","V4R","December 31, 2015","VANCOUVER",137,86,1.59302325581395,0
"10877","2015","2410","V4W","December 31, 2015","VANCOUVER",18,18,1,0
"10878","2015","2410","V5A","December 31, 2015","VANCOUVER",524,69,7.59420289855072,0.507246376811594
"10879","2015","2410","V5B","December 31, 2015","VANCOUVER",134,83,1.6144578313253,0.0481927710843374
"10880","2015","2410","V5C","December 31, 2015","VANCOUVER",38,34,1.11764705882353,0
"10881","2015","2410","V5E","December 31, 2015","VANCOUVER",39,37,1.05405405405405,0
"10882","2015","2410","V5G","December 31, 2015","VANCOUVER",375,84,4.46428571428571,0.583333333333333
"10883","2015","2410","V5H","December 31, 2015","VANCOUVER",961,86,11.1744186046512,1.33720930232558
"10884","2015","2410","V5J","December 31, 2015","VANCOUVER",180,125,1.44,0.032
"10885","2015","2410","V5K","December 31, 2015","VANCOUVER",90,90,1,0
"10886","2015","2410","V5L","December 31, 2015","VANCOUVER",110,34,3.23529411764706,0.470588235294118
"10887","2015","2410","V5M","December 31, 2015","VANCOUVER",124,107,1.1588785046729,0.0560747663551402
"10888","2015","2410","V5N","December 31, 2015","VANCOUVER",234,58,4.03448275862069,0.241379310344828
"10889","2015","2410","V5P","December 31, 2015","VANCOUVER",192,108,1.77777777777778,0.0740740740740741
"10890","2015","2410","V5R","December 31, 2015","VANCOUVER",934,114,8.19298245614035,0.894736842105263
"10891","2015","2410","V5S","December 31, 2015","VANCOUVER",278,114,2.43859649122807,0.324561403508772
"10892","2015","2410","V5T","December 31, 2015","VANCOUVER",16,8,2,0
"10893","2015","2410","V5V","December 31, 2015","VANCOUVER",215,123,1.7479674796748,0.121951219512195
"10894","2015","2410","V5W","December 31, 2015","VANCOUVER",177,125,1.416,0.048
"10895","2015","2410","V5X","December 31, 2015","VANCOUVER",1183,167,7.08383233532934,0.688622754491018
"10896","2015","2410","V5Y","December 31, 2015","VANCOUVER",845,36,23.4722222222222,2.69444444444444
"10897","2015","2410","V5Z","December 31, 2015","VANCOUVER",309,68,4.54411764705882,0.382352941176471
