"ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"2008","2680","R2P",5,2,"June 30, 2008","WINNIPEG",156,NA,NA,3,52,1.33333333333333,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0140","T2T",2,1,"June 30, 2008","CALGARY",44,NA,NA,22,2,0,1.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0610","L8E",1,1,"September 30, 2008","HAMILTON",261,NA,NA,261,1,0,0.854406130268199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H1Y",1,1,"September 30, 2008","MONTRÉAL",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H7N",1,1,"September 30, 2008","MONTRÉAL",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","nan",2,1,"December 31, 2008","OTTAWA",80,NA,NA,40,2,0,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L0E",1,1,"March 31, 2008","TORONTO",15,NA,NA,15,1,0,10.9333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B0J",4,1,"June 30, 2008","HALIFAX",3,NA,NA,1,3,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0610","L9B",1,1,"September 30, 2008","HAMILTON",70,NA,NA,70,1,0,0.0857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1700","S7H",2,1,"September 30, 2008","SASKATOON",6,NA,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L5G",1,1,"June 30, 2008","TORONTO",27,NA,NA,27,1,0,0.703703703703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L9R",5,2,"March 31, 2008","TORONTO",4,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M4P",1,1,"December 31, 2008","TORONTO",10,NA,NA,10,1,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2680","R3Y",1,1,"September 30, 2008","WINNIPEG",88,NA,NA,88,1,0,1.04545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0140","nan",1,1,"March 31, 2008","CALGARY",3741,NA,NA,3741,1,0,0.552336704017491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0340","T6L",4,3,"June 30, 2008","EDMONTON",8,NA,NA,1,8,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B3A",1,1,"March 31, 2008","HALIFAX",3,NA,NA,3,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0610","nan",5,3,"December 31, 2008","HAMILTON",325,NA,NA,3,108.333333333333,0,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J4Z",1,1,"June 30, 2008","MONTRÉAL",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J5Y",2,1,"December 31, 2008","MONTRÉAL",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K1B",5,2,"December 31, 2008","OTTAWA",11,NA,NA,1,11,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K2C",5,1,"June 30, 2008","OTTAWA",8,NA,NA,1,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L3X",2,1,"December 31, 2008","TORONTO",10,NA,NA,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L5N",1,1,"September 30, 2008","TORONTO",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M6S",1,1,"September 30, 2008","TORONTO",8,NA,NA,8,1,0,1.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V5V",5,1,"December 31, 2008","VANCOUVER",4,NA,NA,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","nan",5,3,"December 31, 2008","VANCOUVER",4401,NA,NA,46,95.6739130434783,10.0434782608696,3.71739130434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2440","V8Z",2,3,"June 30, 2008","VICTORIA",4,NA,NA,2,2,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2680","R2R",1,1,"December 31, 2008","WINNIPEG",6,NA,NA,6,1,0,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B0J",1,1,"June 30, 2008","HALIFAX",115,NA,NA,115,1,0,2.51304347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J7J",5,2,"March 31, 2008","MONTRÉAL",8,NA,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J7K",5,1,"September 30, 2008","MONTRÉAL",12,NA,NA,6,2,0.333333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K4P",1,1,"September 30, 2008","OTTAWA",73,NA,NA,73,1,0,0.794520547945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L1S",1,1,"March 31, 2008","TORONTO",6,NA,NA,6,1,0,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L4K",4,3,"March 31, 2008","TORONTO",50,NA,NA,9,5.55555555555556,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M3C",1,1,"June 30, 2008","TORONTO",8,NA,NA,8,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V6X",4,3,"June 30, 2008","VANCOUVER",4,NA,NA,1,4,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0340","T5P",2,1,"September 30, 2008","EDMONTON",8,NA,NA,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G0A",5,3,"December 31, 2008","QUÉBEC",44,NA,NA,7,6.28571428571429,1.28571428571429,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G1G",2,1,"December 31, 2008","QUÉBEC",16,NA,NA,8,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B3V",1,1,"December 31, 2008","HALIFAX",25,NA,NA,25,1,0,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","nan",1,1,"September 30, 2008","HALIFAX",228,NA,NA,228,1,0,0.530701754385965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H3L",2,1,"June 30, 2008","MONTRÉAL",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H7X",4,1,"September 30, 2008","MONTRÉAL",8,NA,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H9A",5,3,"December 31, 2008","MONTRÉAL",45,NA,NA,1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H9H",4,1,"June 30, 2008","MONTRÉAL",16,NA,NA,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J7H",5,3,"December 31, 2008","MONTRÉAL",44,NA,NA,1,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J7Z",1,1,"June 30, 2008","MONTRÉAL",15,NA,NA,15,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K2K",1,1,"June 30, 2008","OTTAWA",18,NA,NA,18,1,0,0.611111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V5C",5,3,"June 30, 2008","VANCOUVER",148,NA,NA,1,148,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0610","L9G",4,3,"September 30, 2008","HAMILTON",34,NA,NA,7,4.85714285714286,0,2.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H7E",1,1,"September 30, 2008","MONTRÉAL",56,NA,NA,56,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H8P",5,1,"June 30, 2008","MONTRÉAL",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J7L",5,1,"March 31, 2008","MONTRÉAL",14,NA,NA,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","nan",5,1,"September 30, 2008","QUÉBEC",30,NA,NA,15,2,0.466666666666667,2.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V6P",1,1,"September 30, 2008","VANCOUVER",62,NA,NA,62,1,0,0.258064516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2440","V9B",4,3,"December 31, 2008","VICTORIA",27,NA,NA,7,3.85714285714286,0,2.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2680","R5A",2,1,"June 30, 2008","WINNIPEG",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0340","T9E",2,1,"June 30, 2008","EDMONTON",34,NA,NA,17,2,0,1.05882352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H1L",5,2,"December 31, 2008","MONTRÉAL",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H7H",1,1,"September 30, 2008","MONTRÉAL",12,NA,NA,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J4M",1,1,"June 30, 2008","MONTRÉAL",63,NA,NA,63,1,0,0.0571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K1M",1,1,"December 31, 2008","OTTAWA",3,NA,NA,3,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G1B",5,1,"June 30, 2008","QUÉBEC",8,NA,NA,4,2,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G1V",1,1,"December 31, 2008","QUÉBEC",1,NA,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L4G",1,1,"June 30, 2008","TORONTO",33,NA,NA,33,1,0,1.48484848484848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M1M",4,3,"June 30, 2008","TORONTO",8,NA,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0340","T8G",1,1,"December 31, 2008","EDMONTON",21,NA,NA,21,1,0,1.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0340","T8R",4,3,"March 31, 2008","EDMONTON",28,NA,NA,6,4.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B2W",1,1,"December 31, 2008","HALIFAX",80,NA,NA,80,1,0,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H4E",5,3,"September 30, 2008","MONTRÉAL",175,NA,NA,11,15.9090909090909,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M6H",1,1,"June 30, 2008","TORONTO",3,NA,NA,3,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V3N",4,3,"March 31, 2008","VANCOUVER",87,NA,NA,5,17.4,2.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V4C",2,1,"December 31, 2008","VANCOUVER",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2440","V9E",2,3,"September 30, 2008","VICTORIA",12,NA,NA,6,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H2S",5,2,"December 31, 2008","MONTRÉAL",11,NA,NA,2,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J4L",1,1,"December 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L4L",1,1,"March 31, 2008","TORONTO",11,NA,NA,11,1,0,5.18181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V3S",4,3,"March 31, 2008","VANCOUVER",203,NA,NA,45,4.51111111111111,0,3.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V3W",1,1,"September 30, 2008","VANCOUVER",79,NA,NA,79,1,0,0.506329113924051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2680","nan",4,3,"June 30, 2008","WINNIPEG",22,NA,NA,5,4.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H1E",5,3,"March 31, 2008","MONTRÉAL",56,NA,NA,5,11.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J3G",2,1,"June 30, 2008","MONTRÉAL",38,NA,NA,19,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J4X",5,2,"September 30, 2008","MONTRÉAL",148,NA,NA,1,148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J7R",4,1,"June 30, 2008","MONTRÉAL",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K1B",1,1,"December 31, 2008","OTTAWA",2,NA,NA,2,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K1C",5,3,"December 31, 2008","OTTAWA",32,NA,NA,1,32,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K2C",4,1,"June 30, 2008","OTTAWA",22,NA,NA,2,11,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G1E",4,3,"September 30, 2008","QUÉBEC",6,NA,NA,1,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","nan",5,2,"June 30, 2008","QUÉBEC",202,NA,NA,33,6.12121212121212,0.96969696969697,0.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1700","S7K",1,1,"September 30, 2008","SASKATOON",6,NA,NA,6,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L5V",1,1,"March 31, 2008","TORONTO",2,NA,NA,2,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M9B",1,1,"December 31, 2008","TORONTO",12,NA,NA,12,1,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V4K",2,3,"March 31, 2008","VANCOUVER",4,NA,NA,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V5K",5,1,"June 30, 2008","VANCOUVER",4,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V7K",1,1,"June 30, 2008","VANCOUVER",2,NA,NA,2,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2440","V8L",2,1,"September 30, 2008","VICTORIA",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B3Z",2,1,"December 31, 2008","HALIFAX",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","nan",1,1,"June 30, 2008","OTTAWA",1266,NA,NA,1266,1,0,0.717219589257504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M6K",1,1,"June 30, 2008","TORONTO",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V4K",4,3,"March 31, 2008","VANCOUVER",3,NA,NA,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","nan",1,2,"December 31, 2008","VANCOUVER",8,NA,NA,8,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B3A",5,3,"December 31, 2008","HALIFAX",10,NA,NA,1,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H7E",2,1,"March 31, 2008","MONTRÉAL",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J5W",5,2,"March 31, 2008","MONTRÉAL",81,NA,NA,4,20.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G2C",5,3,"March 31, 2008","QUÉBEC",257,NA,NA,29,8.86206896551724,1.06896551724138,2.39285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1490","S4R",2,3,"June 30, 2008","REGINA",8,NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V6W",1,1,"December 31, 2008","VANCOUVER",3,NA,NA,3,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2440","V8P",1,1,"December 31, 2008","VICTORIA",4,NA,NA,4,1,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0140","T2H",5,3,"September 30, 2008","CALGARY",99,NA,NA,1,99,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K2T",4,1,"September 30, 2008","OTTAWA",133,NA,NA,27,4.92592592592593,0,0.740740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L4K",2,1,"June 30, 2008","TORONTO",2,NA,NA,1,2,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M2M",5,3,"June 30, 2008","TORONTO",387,NA,NA,2,193.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M5R",5,1,"June 30, 2008","TORONTO",10,NA,NA,1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M8X",1,1,"September 30, 2008","TORONTO",20,NA,NA,20,1,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V1M",1,1,"June 30, 2008","VANCOUVER",7,NA,NA,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2680","R3V",1,1,"December 31, 2008","WINNIPEG",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0140","T2K",1,1,"September 30, 2008","CALGARY",3,NA,NA,3,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0140","T3G",5,3,"December 31, 2008","CALGARY",56,NA,NA,1,56,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B3R",1,1,"June 30, 2008","HALIFAX",10,NA,NA,10,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H3X",5,2,"March 31, 2008","MONTRÉAL",224,NA,NA,1,224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H7L",5,2,"September 30, 2008","MONTRÉAL",12,NA,NA,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K4K",4,1,"September 30, 2008","OTTAWA",17,NA,NA,2,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G6K",5,3,"June 30, 2008","QUÉBEC",4,NA,NA,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M5V",5,2,"December 31, 2008","TORONTO",85,NA,NA,1,85,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V3H",1,1,"September 30, 2008","VANCOUVER",18,NA,NA,18,1,0,2.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H1W",5,3,"December 31, 2008","MONTRÉAL",26,NA,NA,6,4.33333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H8R",1,1,"March 31, 2008","MONTRÉAL",7,NA,NA,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J3G",4,3,"June 30, 2008","MONTRÉAL",71,NA,NA,18,3.94444444444444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K1L",4,1,"June 30, 2008","OTTAWA",46,NA,NA,8,5.75,0,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L6X",5,2,"June 30, 2008","TORONTO",422,NA,NA,2,211,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M4C",1,1,"June 30, 2008","TORONTO",7,NA,NA,7,1,0,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M4T",1,1,"September 30, 2008","TORONTO",4,NA,NA,4,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V3E",4,3,"June 30, 2008","VANCOUVER",153,NA,NA,32,4.78125,0,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0340","nan",2,2,"December 31, 2008","EDMONTON",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0610","L7T",1,3,"September 30, 2008","HAMILTON",8,NA,NA,8,1,0,1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H8Z",1,1,"June 30, 2008","MONTRÉAL",3,NA,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J3X",1,1,"June 30, 2008","MONTRÉAL",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J4K",2,1,"June 30, 2008","MONTRÉAL",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K0A",5,1,"June 30, 2008","OTTAWA",4,NA,NA,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1700","S7N",2,1,"September 30, 2008","SASKATOON",16,NA,NA,8,2,0,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L7C",2,1,"December 31, 2008","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M2N",1,1,"December 31, 2008","TORONTO",28,NA,NA,28,1,0,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V7A",5,1,"March 31, 2008","VANCOUVER",96,NA,NA,48,2,1.875,0.395833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0610","L8G",1,1,"June 30, 2008","HAMILTON",5,NA,NA,5,1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H9R",1,1,"December 31, 2008","MONTRÉAL",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J5R",5,2,"June 30, 2008","MONTRÉAL",24,NA,NA,3,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","J7Y",5,2,"December 31, 2008","MONTRÉAL",112,NA,NA,30,3.73333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V3B",5,1,"March 31, 2008","VANCOUVER",16,NA,NA,8,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2680","nan",1,1,"December 31, 2008","WINNIPEG",370,NA,NA,370,1,0,0.825613079019074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H2K",5,3,"September 30, 2008","MONTRÉAL",95,NA,NA,12,7.91666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1265","K1M",5,3,"December 31, 2008","OTTAWA",8,NA,NA,1,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G0A",2,1,"June 30, 2008","QUÉBEC",62,NA,NA,31,2,0,0.285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G2B",4,3,"June 30, 2008","QUÉBEC",32,NA,NA,2,16,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G6V",5,3,"December 31, 2008","QUÉBEC",24,NA,NA,5,4.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1400","G6X",1,1,"June 30, 2008","QUÉBEC",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","L4W",5,3,"June 30, 2008","TORONTO",279,NA,NA,1,279,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2270","M6G",1,1,"September 30, 2008","TORONTO",3,NA,NA,3,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V3K",5,1,"June 30, 2008","VANCOUVER",34,NA,NA,17,2,2,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2410","V7T",1,1,"June 30, 2008","VANCOUVER",23,NA,NA,23,1,0,0.130434782608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2440","V8T",1,1,"September 30, 2008","VICTORIA",3,NA,NA,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0140","T2G",1,1,"December 31, 2008","CALGARY",5,NA,NA,5,1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","0580","B3A",4,1,"June 30, 2008","HALIFAX",28,NA,NA,4,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H1K",5,1,"December 31, 2008","MONTRÉAL",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","1060","H4V",1,1,"June 30, 2008","MONTRÉAL",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
