"ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"2018","1400","G1L",5,2,"March 31, 2018","QUÉBEC",35,NA,NA,2,17.5,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M8W",2,1,"March 31, 2018","TORONTO",72,NA,NA,36,2,0,0.611111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V3W",5,2,"September 30, 2018","VANCOUVER",52,0,52,52,1,0,0.269230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5X",1,1,"September 30, 2018","EDMONTON",58,NA,NA,58,1,0,0.120689655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5Y",5,2,"June 30, 2018","EDMONTON",6,1,5,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T6T",2,1,"June 30, 2018","EDMONTON",178,NA,NA,89,2,0,0.294117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0580","B2Z",1,2,"March 31, 2018","HALIFAX",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0610","L9B",5,3,"June 30, 2018","HAMILTON",183,NA,NA,1,183,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7C",2,1,"September 30, 2018","MONTRÉAL",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1265","K2J",4,2,"December 31, 2018","OTTAWA",12,NA,NA,1,12,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G3J",5,3,"June 30, 2018","QUÉBEC",4,NA,NA,1,4,3,0,NA,NA,NA,4,NA,4,117.7775,1267.74523225,187434.5,175264,192573
"2018","2270","L6S",1,1,"December 31, 2018","TORONTO",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M4Y",5,3,"December 31, 2018","TORONTO",230,NA,NA,1,230,25,-1,57,141,6,21,NA,225,51.8764444444446,558.392860355554,394595.555555556,308900,576900
"2018","2440","V8M",5,3,"June 30, 2018","VICTORIA",72,NA,NA,2,36,5,2,NA,9,29,NA,NA,38,80.7865789473684,869.578657131579,488847.368421053,339900,649900
"2018","0140","T2E",5,3,"March 31, 2018","CALGARY",7,NA,NA,1,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H2S",5,1,"June 30, 2018","MONTRÉAL",4,NA,NA,2,2,3,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H4S",5,3,"September 30, 2018","MONTRÉAL",53,NA,NA,1,53,4,2,NA,15,20,9,9,53,113.869433962264,1225.67920022641,457645.849056604,273900,776000
"2018","1060","J0L",5,1,"December 31, 2018","MONTRÉAL",2,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1265","K1Y",2,1,"June 30, 2018","OTTAWA",56,NA,NA,28,2,0,2.17857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1265","K2G",4,1,"December 31, 2018","OTTAWA",12,NA,NA,2,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G6V",2,1,"September 30, 2018","QUÉBEC",10,NA,NA,5,2,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1490","S4L",1,1,"September 30, 2018","REGINA",32,NA,NA,32,1,0,0.0967741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1700","S7K",4,3,"June 30, 2018","SASKATOON",9,NA,NA,2,4.5,0,16.5,NA,NA,2,3,NA,5,101.23,1089.629597,291760,272700,318700
"2018","1700","S7N",5,2,"December 31, 2018","SASKATOON",5,1,4,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L4K",5,3,"September 30, 2018","TORONTO",1445,NA,NA,9,160.555555555556,16.6666666666667,0.666666666666667,NA,528,510,72,NA,1110,647.291891891892,6967.38519513521,465454.54954955,352100,692500
"2018","2270","M6C",2,1,"March 31, 2018","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M6H",1,1,"September 30, 2018","TORONTO",2,NA,NA,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M6S",1,1,"June 30, 2018","TORONTO",10,NA,NA,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V2Y",1,2,"December 31, 2018","VANCOUVER",6,NA,NA,6,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V7M",1,2,"December 31, 2018","VANCOUVER",2,NA,NA,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0580","B4B",1,3,"June 30, 2018","HALIFAX",4,NA,NA,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H1K",5,2,"September 30, 2018","MONTRÉAL",7,NA,NA,1,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H7X",1,1,"September 30, 2018","MONTRÉAL",13,NA,NA,13,1,0,5.38461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J4K",5,3,"March 31, 2018","MONTRÉAL",16,NA,NA,1,16,3,1,NA,NA,16,NA,NA,16,0,0,0,0,0
"2018","1060","J6N",5,1,"December 31, 2018","MONTRÉAL",6,NA,NA,3,2,1.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G1X",5,2,"June 30, 2018","QUÉBEC",123,NA,NA,2,61.5,4.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G2G",5,2,"December 31, 2018","QUÉBEC",15,NA,NA,4,3.75,2.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L6M",5,3,"December 31, 2018","TORONTO",208,NA,NA,1,208,6,NA,NA,132,76,NA,NA,208,65.5252403846157,705.30713497596,375687.115384615,299990,526990
"2018","2270","M1K",2,1,"September 30, 2018","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M6A",1,1,"June 30, 2018","TORONTO",20,NA,NA,20,1,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J6W",1,1,"June 30, 2018","MONTRÉAL",19,NA,NA,19,1,0,0.473684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G1N",4,1,"March 31, 2018","QUÉBEC",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L4J",1,1,"June 30, 2018","TORONTO",59,NA,NA,59,1,0,0.508474576271186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L6B",1,1,"June 30, 2018","TORONTO",3,NA,NA,3,1,0,10.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L6B",4,1,"September 30, 2018","TORONTO",142,NA,NA,25,5.68,0,9.68,NA,NA,NA,NA,4,4,209.03,2249.978017,928000,928000,928000
"2018","2270","L6R",5,3,"March 31, 2018","TORONTO",177,NA,NA,11,16.0909090909091,3,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M2N",1,1,"March 31, 2018","TORONTO",95,NA,NA,95,1,0,4.41052631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V5R",1,1,"September 30, 2018","VANCOUVER",31,NA,NA,31,1,0,0.645161290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2440","V8Y",1,1,"June 30, 2018","VICTORIA",12,NA,NA,12,1,0,1.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2680","R2V",1,1,"June 30, 2018","WINNIPEG",21,NA,NA,21,1,0,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2680","R2Y",1,1,"December 31, 2018","WINNIPEG",4,NA,NA,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0140","T3E",4,3,"September 30, 2018","CALGARY",4,NA,NA,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5T",4,3,"March 31, 2018","EDMONTON",36,NA,NA,6,6,0,3,NA,NA,NA,15,NA,15,146.47,1576.588433,341999,339999,349999
"2018","0580","B3Z",2,1,"September 30, 2018","HALIFAX",4,NA,NA,2,2,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J4K",4,3,"June 30, 2018","MONTRÉAL",9,NA,NA,3,3,0,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1265","K2L",5,2,"June 30, 2018","OTTAWA",154,NA,NA,1,154,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1490","S4T",5,2,"September 30, 2018","REGINA",291,281,10,37,7.86486486486486,0.621621621621622,0.631578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1700","S7M",2,1,"December 31, 2018","SASKATOON",6,NA,NA,3,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M8V",1,1,"June 30, 2018","TORONTO",13,NA,NA,13,1,0,4.38461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V3W",1,1,"September 30, 2018","VANCOUVER",135,NA,NA,135,1,0,0.259259259259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2680","R3Y",5,2,"September 30, 2018","WINNIPEG",208,NA,NA,4,52,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0140","T3H",5,2,"September 30, 2018","CALGARY",3,1,2,3,1,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T0E",1,1,"June 30, 2018","EDMONTON",43,NA,NA,43,1,0,0.627906976744186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5R",1,1,"June 30, 2018","EDMONTON",58,NA,NA,58,1,0,0.310344827586207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T8E",1,1,"June 30, 2018","EDMONTON",19,NA,NA,19,1,0,0.611111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J4Z",5,1,"March 31, 2018","MONTRÉAL",2,NA,NA,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7M",5,2,"September 30, 2018","MONTRÉAL",3,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1700","S0K",2,3,"December 31, 2018","SASKATOON",4,NA,NA,2,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1700","S7W",1,1,"June 30, 2018","SASKATOON",9,NA,NA,9,1,0,1.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L1S",1,1,"December 31, 2018","TORONTO",3,NA,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L1Z",1,1,"December 31, 2018","TORONTO",34,NA,NA,34,1,0,0.529411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M4V",1,1,"June 30, 2018","TORONTO",6,NA,NA,6,1,0,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M6N",1,1,"March 31, 2018","TORONTO",2,NA,NA,2,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V3E",2,3,"June 30, 2018","VANCOUVER",18,NA,NA,9,2,0,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0580","B4B",1,1,"September 30, 2018","HALIFAX",183,NA,NA,183,1,0,0.639344262295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H9J",5,2,"June 30, 2018","MONTRÉAL",37,NA,NA,1,37,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J4N",1,1,"December 31, 2018","MONTRÉAL",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G3A",2,1,"December 31, 2018","QUÉBEC",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G6Z",5,2,"September 30, 2018","QUÉBEC",8,NA,NA,2,4,2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1490","S4T",1,2,"September 30, 2018","REGINA",1,NA,NA,1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L1V",5,1,"March 31, 2018","TORONTO",240,NA,NA,7,34.2857142857143,3.42857142857143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L1W",1,1,"December 31, 2018","TORONTO",26,NA,NA,26,1,0,2.34615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L5E",1,1,"December 31, 2018","TORONTO",27,NA,NA,27,1,0,2.40740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L6C",1,1,"September 30, 2018","TORONTO",8,NA,NA,8,1,0,1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L6H",5,2,"March 31, 2018","TORONTO",143,NA,NA,1,143,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V3R",5,3,"June 30, 2018","VANCOUVER",78,NA,NA,1,78,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V7T",5,3,"March 31, 2018","VANCOUVER",128,NA,NA,5,25.6,4.6,6.6,NA,2,9,11,NA,22,242.143181818182,2606.40499477273,2615636.36363636,0,10500000
"2018","0340","T6T",4,2,"March 31, 2018","EDMONTON",3,NA,NA,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J2W",5,2,"June 30, 2018","MONTRÉAL",38,37,1,11,3.45454545454545,2.18181818181818,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J4Y",1,1,"June 30, 2018","MONTRÉAL",7,NA,NA,7,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7E",1,1,"December 31, 2018","MONTRÉAL",4,NA,NA,4,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7V",5,3,"December 31, 2018","MONTRÉAL",353,NA,NA,20,17.65,3,4,NA,29,74,18,NA,121,77.8206611570248,837.653814628099,157010.925619835,0,370953
"2018","1265","K2S",5,3,"June 30, 2018","OTTAWA",40,NA,NA,4,10,3.75,1.75,NA,NA,10,NA,NA,10,111.688,1202.1984632,365500,358900,369900
"2018","1400","G2E",5,2,"March 31, 2018","QUÉBEC",105,NA,NA,2,52.5,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V6R",5,2,"September 30, 2018","VANCOUVER",11,0,11,11,1,0,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V7S",2,1,"December 31, 2018","VANCOUVER",10,NA,NA,5,2,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0140","T3B",1,1,"March 31, 2018","CALGARY",93,NA,NA,93,1,0,0.408602150537634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0140","T3C",4,1,"September 30, 2018","CALGARY",8,NA,NA,2,4,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0140","T3R",1,1,"March 31, 2018","CALGARY",204,NA,NA,204,1,0,0.230392156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5M",1,1,"December 31, 2018","EDMONTON",68,NA,NA,68,1,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0580","B4G",1,1,"September 30, 2018","HALIFAX",14,NA,NA,14,1,0,0.285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0610","L9H",1,1,"March 31, 2018","HAMILTON",12,NA,NA,12,1,0,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H1A",5,2,"December 31, 2018","MONTRÉAL",6,NA,NA,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J4W",1,1,"September 30, 2018","MONTRÉAL",5,NA,NA,5,1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G0R",1,1,"June 30, 2018","QUÉBEC",30,NA,NA,30,1,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G6Z",1,1,"June 30, 2018","QUÉBEC",20,NA,NA,20,1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L5W",1,1,"June 30, 2018","TORONTO",5,NA,NA,5,1,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V3C",1,1,"March 31, 2018","VANCOUVER",24,NA,NA,24,1,0,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V7E",4,3,"September 30, 2018","VANCOUVER",14,NA,NA,4,3.5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V7N",1,1,"September 30, 2018","VANCOUVER",13,NA,NA,13,1,0,1.30769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5X",4,3,"March 31, 2018","EDMONTON",11,NA,NA,2,5.5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5Z",5,3,"September 30, 2018","EDMONTON",196,NA,NA,2,98,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T6L",1,1,"June 30, 2018","EDMONTON",3,NA,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H4J",1,1,"March 31, 2018","MONTRÉAL",1,NA,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7A",5,3,"June 30, 2018","MONTRÉAL",21,NA,NA,2,10.5,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7V",1,1,"December 31, 2018","MONTRÉAL",95,NA,NA,95,1,0,0.978947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1265","K2S",2,1,"December 31, 2018","OTTAWA",52,NA,NA,26,2,0,1.65384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L4L",1,1,"September 30, 2018","TORONTO",14,NA,NA,14,1,0,5.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M1K",1,3,"September 30, 2018","TORONTO",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M4L",5,3,"September 30, 2018","TORONTO",134,NA,NA,3,44.6666666666667,6,4.5,NA,87,22,23,NA,132,86.5134090909092,931.221684113636,601490.909090909,359900,1195000
"2018","2410","V2Y",1,3,"December 31, 2018","VANCOUVER",6,NA,NA,6,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V4B",2,1,"March 31, 2018","VANCOUVER",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V7M",5,2,"June 30, 2018","VANCOUVER",139,130,9,8,17.375,1.375,1.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2440","V8M",5,2,"September 30, 2018","VICTORIA",48,41,7,9,5.33333333333333,0.444444444444444,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0140","T4A",1,1,"September 30, 2018","CALGARY",101,NA,NA,101,1,0,0.464646464646465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H2N",5,2,"September 30, 2018","MONTRÉAL",3,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H7L",2,1,"March 31, 2018","MONTRÉAL",12,NA,NA,6,2,0,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7A",1,1,"December 31, 2018","MONTRÉAL",14,NA,NA,14,1,0,0.785714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7K",5,1,"June 30, 2018","MONTRÉAL",5,NA,NA,2,2.5,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G7A",5,2,"September 30, 2018","QUÉBEC",198,NA,NA,7,28.2857142857143,3.71428571428571,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L3R",4,3,"December 31, 2018","TORONTO",62,NA,NA,11,5.63636363636364,0,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V4N",2,3,"September 30, 2018","VANCOUVER",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V6Y",5,2,"December 31, 2018","VANCOUVER",16,0,16,16,1,0,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0140","T3B",2,1,"December 31, 2018","CALGARY",62,NA,NA,31,2,0,0.258064516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","H7N",5,3,"December 31, 2018","MONTRÉAL",172,NA,NA,2,86,8.5,14,NA,NA,2,4,NA,6,116.191666666667,1250.67548083333,324900,274900,359900
"2018","1060","J6Y",5,2,"September 30, 2018","MONTRÉAL",34,32,2,6,5.66666666666667,2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","M4C",1,1,"June 30, 2018","TORONTO",12,NA,NA,12,1,0,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V3L",1,1,"December 31, 2018","VANCOUVER",17,NA,NA,17,1,0,1.17647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V5T",1,1,"December 31, 2018","VANCOUVER",2,NA,NA,2,1,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2680","R1A",1,1,"December 31, 2018","WINNIPEG",27,NA,NA,27,1,0,1.18518518518519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2680","R2X",1,1,"June 30, 2018","WINNIPEG",12,NA,NA,12,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T0G",1,1,"June 30, 2018","EDMONTON",27,NA,NA,27,1,0,0.148148148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T7Z",1,1,"December 31, 2018","EDMONTON",59,NA,NA,59,1,0,0.779661016949153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7J",5,2,"June 30, 2018","MONTRÉAL",95,88,7,11,8.63636363636364,1.27272727272727,0.272727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1490","S4T",2,1,"December 31, 2018","REGINA",18,NA,NA,9,2,0,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2270","L1Y",1,1,"March 31, 2018","TORONTO",4,NA,NA,4,1,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2440","V8V",5,2,"December 31, 2018","VICTORIA",43,39,4,5,8.6,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2440","V9Z",4,3,"September 30, 2018","VICTORIA",24,NA,NA,7,3.42857142857143,0,0.142857142857143,NA,NA,NA,12,NA,12,130.525,1404.9580475,442333.333333333,399000,469000
"2018","2680","R3J",5,2,"December 31, 2018","WINNIPEG",2,0,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5G",5,3,"December 31, 2018","EDMONTON",16,NA,NA,1,16,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0580","B3P",2,1,"June 30, 2018","HALIFAX",50,NA,NA,25,2,0,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0580","B4E",2,1,"June 30, 2018","HALIFAX",16,NA,NA,8,2,0,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0610","L8S",1,1,"March 31, 2018","HAMILTON",2,NA,NA,2,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0610","L9K",2,1,"March 31, 2018","HAMILTON",4,NA,NA,2,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J3H",5,2,"December 31, 2018","MONTRÉAL",40,NA,NA,1,40,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J5A",5,2,"September 30, 2018","MONTRÉAL",192,NA,NA,5,38.4,4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1060","J7L",1,1,"December 31, 2018","MONTRÉAL",7,NA,NA,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1265","K1Y",5,2,"December 31, 2018","OTTAWA",262,261,1,9,29.1111111111111,4.33333333333333,1.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1265","K2L",1,1,"September 30, 2018","OTTAWA",83,NA,NA,83,1,0,1.27710843373494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","1400","G6K",2,1,"March 31, 2018","QUÉBEC",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","2410","V6L",1,1,"December 31, 2018","VANCOUVER",35,NA,NA,35,1,0,1.45714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","0340","T5G",2,1,"March 31, 2018","EDMONTON",24,NA,NA,12,2,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
