"","ref_yy","metcode","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","ref_qq","population","starts_per_10kpop"
"371","2003","2440","September 30, 2003",NA,2008,NA,NA,1086,1.84898710865562,0.0294659300184162,1.04788213627993,4,"332905.172",60.3174768339135
"372","2003","2680","September 30, 2003","WINNIPEG",2430,NA,NA,1694,1.4344746162928,0,0.559834123222749,4,"709960.273",34.2272672487972
"373","2004","0340","June 30, 2004","EDMONTON",11488,NA,NA,7356,1.56171832517673,0.00774877650897227,0.542698961937716,4,"1038096.58",110.664077132399
"374","2004","2440","June 30, 2004",NA,2363,NA,NA,1182,1.99915397631134,0.0228426395939086,0.588832487309645,4,"336460.359",70.2311561166705
"375","2004","2680","June 30, 2004","WINNIPEG",2489,NA,NA,1927,1.29164504411002,0.00467047223663726,0.650130548302872,4,"712822.295",34.9175385991539
"376","2005","0340","June 30, 2005","EDMONTON",13294,NA,NA,8410,1.5807372175981,0.00344827586206897,0.5175983436853,4,"1070187.23",124.221254256603
"377","2005","2440","June 30, 2005","VICTORIA",2058,NA,NA,1090,1.88807339449541,0.104587155963303,0.492660550458716,4,"339382.63",60.6395206495984
"378","2005","2680","June 30, 2005","WINNIPEG",2586,NA,NA,1806,1.43189368770764,0.0105204872646733,0.599663110612016,4,"715651.017",36.1349308331941
"379","2006","0340","June 30, 2006","EDMONTON",14970,NA,NA,10031,1.4923736417107,0.00119629149636128,0.541805010564443,4,"1100795.81",135.992523445379
"380","2006","2440","September 30, 2006","VICTORIA",2739,NA,NA,1098,2.49453551912568,0.0856102003642987,0.491803278688525,4,"341758.719",80.1442610744336
"381","2006","2680","June 30, 2006","WINNIPEG",2777,NA,NA,1817,1.5283434232251,0.00385250412768299,0.725511898173769,4,"718832.6560000001",38.6320790634754
"382","2007","0340","December 31, 2007","EDMONTON",14888,NA,NA,8840,1.6841628959276,0.00226244343891403,0.910516387644423,4,"1127964.75",131.989940288471
"383","2007","2440","December 31, 2007","VICTORIA",2579,NA,NA,990,2.6050505050505,0.0393939393939394,0.55050505050505,4,"343976.75",74.975997651004
"384","2007","2680","December 31, 2007","WINNIPEG",3371,NA,NA,1916,1.75939457202505,0.00313152400835073,0.81852450188476,4,"722117.7810000001",46.6821353620705
"385","2008","0340","June 30, 2008","EDMONTON",6615,NA,NA,3197,2.06912730685017,0.0106349702846419,1.06003210272873,4,"1160416.1300000001",57.0054123601332
"386","2008","2440","September 30, 2008","VICTORIA",1905,NA,NA,834,2.2841726618705,0.00479616306954436,0.637889688249401,4,"347660",54.794914571708
"387","2008","2680","June 30, 2008","WINNIPEG",3009,NA,NA,1992,1.5105421686747,0.0105421686746988,1.02893401015228,4,"728616.406",41.297450554524
"388","2009","0340","December 31, 2009","EDMONTON",6317,NA,NA,4574,1.38106689986882,0.00109313511149978,0.864687216681777,4,"1181277.91",53.4759851727017
"389","2009","2440","December 31, 2009","VICTORIA",1034,NA,NA,811,1.27496917385943,0.00739827373612824,1.154130702836,4,"350969.18799999997",29.461275671869
"390","2009","2680","December 31, 2009","WINNIPEG",2033,NA,NA,1552,1.30992268041237,0.0077319587628866,0.974143503555268,4,"734956.375",27.6615057594405
"391","2010","0340","December 31, 2010","EDMONTON",9959,NA,NA,6919,1.43936985113456,0.00578118225177049,0.529518619436876,4,"1201957.3800000001",82.8565152617974
"392","2010","2440","December 31, 2010","VICTORIA",2118,NA,NA,1073,1.97390493942218,0.00931966449207828,0.5237651444548,4,"351424.125",60.2690552334732
"393","2010","2680","December 31, 2010","WINNIPEG",3244,NA,NA,1996,1.625250501002,0.0190380761523046,0.747422680412371,4,"744413.4380000001",43.5779344434672
"394","2011","0340","December 31, 2011","EDMONTON",9332,NA,NA,5892,1.58384249830278,0.00695858791581806,0.536834684525908,4,"1229889.41",75.876740820136
"395","2011","2440","December 31, 2011","VICTORIA",1642,NA,NA,781,2.10243277848912,0.0128040973111396,1.0089628681178,4,"357625.719",45.9139237690005
"396","2011","2680","December 31, 2011","WINNIPEG",3331,NA,NA,2105,1.58242280285036,0.0142517814726841,0.882041405873856,4,"755814.594",44.0716549593378
"397","2012","0340","December 31, 2012","EDMONTON",12837,NA,NA,7025,1.82733096085409,0.0187900355871886,0.380237741456166,4,"1266810.84",101.333202990274
"398","2012","2440","December 31, 2012","VICTORIA",1700,NA,NA,757,2.24570673712021,0.0858652575957728,0.579920739762219,4,"364130.688",46.6865346982235
"399","2012","2680","December 31, 2012","WINNIPEG",4065,NA,NA,2262,1.79708222811671,0.0490716180371353,1.0040797824116,4,"765230.813",53.1212273596725
"400","2013","0340","December 31, 2013","EDMONTON",14689,NA,NA,7434,1.97592144202314,0.0383373688458434,0.453280044101433,4,"1308524.16",112.256238356348
"401","2013","2440","December 31, 2013","VICTORIA",1685,NA,NA,677,2.48892171344165,0.387001477104874,0.473372781065089,4,"369521.406",45.5995234008175
"402","2013","2680","December 31, 2013","WINNIPEG",4705,NA,NA,2398,1.96205170975813,0.0708924103419516,1.08229211546747,4,"775759.5310000001",60.6502377603402
"403","2014","0340","December 31, 2014","EDMONTON",13872,NA,NA,8531,1.62606962841402,0.0260227405931309,0.503313652247259,4,"1334817.5",103.924319242144
"404","2014","2440","December 31, 2014","VICTORIA",1315,1253,62,729,1.80384087791495,0.152263374485597,0.567901234567901,4,"375048.813",35.062102702882
"405","2014","2680","December 31, 2014","WINNIPEG",4248,NA,NA,2050,2.07219512195122,0.0760975609756098,0.886478304742684,4,"784144.75",54.1736713789131
"406","2015","0340","December 31, 2015","EDMONTON",17050,NA,NA,7475,2.2809364548495,0.0734448160535117,0.699706416888019,4,"1361157.53",125.261034261038
"407","2015","2440","December 31, 2015","VICTORIA",2008,1842,166,948,2.11814345991561,0.123417721518987,0.770042194092827,4,"383797.78099999996",52.3192185939189
"408","2015","2680","December 31, 2015","WINNIPEG",4400,NA,NA,1894,2.32312565997888,0.0945089757127772,1.03833145434047,4,"799158.406",55.0579205194521
"409","2016","0340","June 30, 2016","EDMONTON",10036,NA,NA,5672,1.76939351198872,0.0349083215796897,1.01354279523294,4,"1386981.47",72.3585730384704
"410","2016","2440","June 30, 2016","VICTORIA",2933,2661,272,1328,2.2085843373494,0.149096385542169,0.963102409638554,4,"389897.65599999996",75.2248687537634
"411","2016","2680","June 30, 2016","WINNIPEG",4054,NA,NA,2048,1.9794921875,0.072265625,0.913350125944584,4,"815756.5630000001",49.6961983988353
"412","2017","0340","December 31, 2017","EDMONTON",11435,11432,3,6344,1.80249054224464,0.0438209331651955,0.846999016070843,4,"1411986.81",80.9851757751193
"413","2017","2440","December 31, 2017","VICTORIA",3862,3619,243,1355,2.85018450184502,0.157933579335793,1.55055350553506,4,"396024.781",97.5191499443061
"414","2017","2680","December 31, 2017","WINNIPEG",5621,NA,NA,2602,2.16026133743274,0.0772482705611068,1.36952151186168,4,"830206",67.7060874048128
"415","2018","0340","December 31, 2018","EDMONTON",10038,9905,133,6167,1.62769580022701,0.0303226852602562,0.782440175261207,4,"1439690.13",69.7233369238976
"416","2018","2440","December 31, 2018","VICTORIA",4273,3999,274,1272,3.35927672955975,0.230345911949686,1.57232704402516,4,"402702.781",106.10803306074
"417","2018","2680","June 30, 2018","WINNIPEG",5384,5331,53,2170,2.48110599078341,0.114746543778802,0.844455348380765,4,"843356.344",63.8401553305918
"418","2019","0340","December 31, 2019","EDMONTON",10720,10361,359,5583,1.92011463370948,0.0426294107110872,1.00865083747469,4,"1465243.88",73.1618821025207
"419","2019","2440","December 31, 2019","VICTORIA",3499,3316,183,963,3.63343717549325,0.227414330218069,1.30944963655244,4,"408794.40599999996",85.5931477692481
"420","2019","2680","December 31, 2019","WINNIPEG",4965,4879,86,1986,2.5,0.111278952668681,1.05252100840336,4,"849586.219",58.440213470553
"421","2020","0340","December 31, 2020","EDMONTON",11512,11019,493,5677,2.02783160119782,0.0600669367623745,1.17787610619469,4,"1479943.63",77.7867465127709
"422","2020","2440","September 30, 2020","VICTORIA",3209,2977,232,1089,2.94674012855831,0.163452708907254,1.01469237832874,4,"412872.156",77.7238172486497
"423","2020","2680","December 31, 2020","WINNIPEG",5040,4968,72,1965,2.56488549618321,0.106361323155216,1.25661375661376,4,"856020.469",58.8770967811986
"424","2021","0340","December 31, 2021","EDMONTON",12546,11851,695,7444,1.68538420204191,0.0396292315959162,0.72672754531825,4,"1501723.1300000001",83.544028518759
"425","2021","2440","September 30, 2021","VICTORIA",4809,4567,242,1306,3.68223583460949,0.225114854517611,1.02909647779479,4,"420180.28099999996",114.45087305275
"426","2021","2680","September 30, 2021","WINNIPEG",5694,5556,138,2562,2.22248243559719,0.0753317720530835,1.2512077294686,4,"866983.344",65.6760021908795
"427","2022","0340","December 31, 2022","EDMONTON",14586,13716,870,7934,1.83841693975296,0.0399546256617091,0.811359813688705,4,"1540893.02",94.6593943296596
"428","2022","2440","December 31, 2022","VICTORIA",4787,4540,247,1125,4.25511111111111,0.253333333333333,1.41244444444444,4,"428216.572",111.789227998397
"429","2022","2680","December 31, 2022","WINNIPEG",5870,5726,144,2347,2.50106518960375,0.097997443544951,2.26725663716814,4,"879594.176",66.7353213580168
"430","2023","0340","June 30, 2023","EDMONTON",5072,4744,328,2760,1.83768115942029,0.0322463768115942,1.51961904761905,4,"1568409",32.3385035408494
"431","2023","2440","June 30, 2023","VICTORIA",1814,1715,99,360,5.03888888888889,0.375,1.15,4,"435705.89999999997",41.6335881611885
"432","2023","2680","June 30, 2023","WINNIPEG",2846,2800,46,949,2.99894625922023,0.159114857744995,2.67853170189099,4,"891500.9",31.923691832504
"433","1988","2270","December 31, 1988","TORONTO",21440,NA,NA,12932,1.65790287658522,0.00750077327559542,0.286699736474965,4,"3917164.25",54.7334720518804
"434","1989","2270","September 30, 1989","TORONTO",35184,NA,NA,17024,2.06672932330827,0.0231437969924812,0.639265903458043,4,"3983955.1799999997",88.3142465473219
"435","1990","2270","June 30, 1990","TORONTO",18723,NA,NA,7506,2.49440447641887,0.0672795097255529,1.34090909090909,4,"4024230.39",46.5256662404957
"436","1991","2270","June 30, 1991",NA,18814,NA,NA,10078,1.86683865846398,0.0318515578487795,1.95650872817955,4,"4088768.17",46.0138584966533
"437","1992","2270","June 30, 1992",NA,20770,NA,NA,9903,2.09734423911946,0.0518024840957286,1.99594526102382,4,"4140645.0500000003",50.1612665398595
"438","1993","2270","June 30, 1993","TORONTO",15637,NA,NA,8839,1.76909152619075,0.0397103744767508,2.31115169501199,4,"4218289.04",37.0695318687787
"439","1994","2270","June 30, 1994","TORONTO",18443,NA,NA,12055,1.5299046038988,0.0434674408958938,1.46738211931722,4,"4300396.5200000005",42.8867429183019
"440","1995","2270","June 30, 1995",NA,16325,NA,NA,7905,2.0651486401012,0.0590765338393422,1.62630373950649,4,"4382926.91",37.2467995365225
"441","1996","2270","September 30, 1996",NA,18998,NA,NA,11671,1.62779539028361,0.0227058521120727,2.0626700605635,4,"4475011.36",42.4535235146308
"442","1997","2270","September 30, 1997","TORONTO",25574,NA,NA,16396,1.55977067577458,0.0164674310807514,0.789727911953531,4,"4562392.82",56.0539195307606
"443","1998","2270","June 30, 1998","TORONTO",25910,NA,NA,15187,1.7060643971818,0.0129057746757095,0.808821584446502,4,"4642956.199999999",55.8049632258
"444","1999","2270","March 31, 1999","TORONTO",34904,NA,NA,18937,1.84316417595184,0.0257168506099171,0.650622936854435,4,"4742345.3",73.6007139758465
"445","2000","2270","September 30, 2000","TORONTO",38982,NA,NA,21005,1.85584384670317,0.017472030468936,0.817956349206349,4,"4867120.119999999",80.0925373504034
"446","2001","2270","September 30, 2001","TORONTO",41017,NA,NA,20547,1.9962524942814,0.0335815447510585,1.08290260464174,4,"4992213.18",82.161956072557
"447","2002","2270","September 30, 2002","TORONTO",43805,NA,NA,25753,1.70096687764532,0.0265211819982138,0.886598758554831,4,"5073780.260000001",86.3360211819658
"448","2003","2270","September 30, 2003","TORONTO",45475,NA,NA,23011,1.97622876015819,0.0291165094954587,1.25712651768432,4,"5156167.9",88.1953436776176
"449","2004","2270","June 30, 2004","TORONTO",42115,NA,NA,21838,1.92851909515523,0.0155691913178863,1.12817999346497,4,"5237275.800000001",80.4139434474694
"450","2005","2270","June 30, 2005","TORONTO",41596,NA,NA,18629,2.23286274088786,0.0514251972730689,1.54482457576254,4,"5324050.69",78.128482281599
"451","2006","2270","June 30, 2006","TORONTO",37080,NA,NA,16562,2.23886004105784,0.0467938654751842,1.17330383480826,4,"5405200.53",68.6006000965148
"452","2007","2270","December 31, 2007","TORONTO",33293,NA,NA,17190,1.93676556137289,0.0221058755090169,1.32931798051373,4,"5490496.22",60.6375064583871
"453","2008","2270","June 30, 2008","TORONTO",42212,NA,NA,13384,3.15391512253437,0.111849970113568,1.82000906755327,4,"5576892.340000001",75.6908999251006
"454","2009","2270","December 31, 2009","TORONTO",25949,NA,NA,9722,2.66910100802304,0.0727216622094219,2.13711681855841,4,"5670081.03",45.7647780740798
"455","2010","2270","December 31, 2010","TORONTO",29195,NA,NA,11567,2.52399066309328,0.0527362323852339,1.62837424652747,4,"5757332.41",50.7092485215735
"456","2011","2270","December 31, 2011","TORONTO",39745,NA,NA,13072,3.04046817625459,0.109317625458996,1.9899419729207,4,"5842797",68.0239275812595
"457","2012","2270","December 31, 2012","TORONTO",48105,NA,NA,12852,3.74299719887955,0.135776532835356,1.60539682539683,4,"5922947.75",81.2180050043494
"458","2013","2270","December 31, 2013","TORONTO",33547,NA,NA,11111,3.01926019260193,0.115831158311583,2.25760073260073,4,"5992282.34",55.9836771643173
"459","2014","2270","December 31, 2014","TORONTO",28929,28927,2,10339,2.79804623271109,0.0835670761195473,1.85286023196383,4,"6036308.0600000005",47.9249894346843
"460","2015","2270","December 31, 2015","TORONTO",42287,NA,NA,11799,3.58394779218578,0.192897703195186,1.79032119914347,4,"6113865.5600000005",69.1657341578836
"461","2016","2270","June 30, 2016","TORONTO",39027,NA,NA,13268,2.94143804642749,0.135966234549292,2.97938620106146,4,"6203150.78",62.9148015002789
"462","2017","2270","December 31, 2017","TORONTO",38738,38737,1,12180,3.18045977011494,0.143349753694581,3.67234895963901,4,"6322286.0600000005",61.2721405396199
"463","2018","2270","December 31, 2018","TORONTO",41107,41106,1,7706,5.33441474175967,0.332338437581106,2.33782534020346,4,"6451395.44",63.7179977298059
"464","2019","2270","December 31, 2019","TORONTO",30462,NA,NA,5121,5.94844756883421,0.371607107986721,2.49665749115218,4,"6541027.47",46.5706651435298
"465","2020","2270","December 31, 2020","TORONTO",38587,NA,NA,7007,5.50692164977879,0.306122448979592,3.00667273278738,4,"6550474.16",58.9071860410178
"466","2021","2270","December 31, 2021","TORONTO",41898,41897,1,8098,5.17387009138059,0.320819955544579,2.32801646514021,4,"6598811.91",63.493247832245
"467","2022","2270","December 31, 2022","TORONTO",45109,NA,NA,7530,5.99057104913679,0.371978751660027,3.2885551383674,4,"6774890.2299999995",66.5826286014969
"468","2023","2270","June 30, 2023","TORONTO",25768,25767,1,2736,9.41812865497076,0.583333333333333,3.58303606817281,4,"6910798",37.2865767455509
