"ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"2017","2270","L6P","December 31, 2017","TORONTO",438,NA,NA,356,1.23033707865169,0,5.00842696629214
"2017","2270","L7B","March 31, 2017","TORONTO",177,NA,NA,169,1.04733727810651,0,1.26190476190476
"2017","2270","L9N","December 31, 2017","TORONTO",399,NA,NA,383,1.04177545691906,0,1.21409921671018
"2017","2680","R2K","December 31, 2017","WINNIPEG",41,NA,NA,22,1.86363636363636,0.181818181818182,0.45
"2017","0610","L8R","September 30, 2017","HAMILTON",73,NA,NA,3,24.3333333333333,2.66666666666667,0.666666666666667
"2017","1060","H7A","March 31, 2017","MONTRÉAL",47,NA,NA,22,2.13636363636364,0.136363636363636,1.38888888888889
"2017","2270","M6L","December 31, 2017","TORONTO",7,NA,NA,7,1,0,0.857142857142857
"2017","1265","K2C","June 30, 2017","OTTAWA",12,NA,NA,11,1.09090909090909,0,2.45454545454545
"2017","0140","T2J","June 30, 2017","CALGARY",128,NA,NA,54,2.37037037037037,0,3.57407407407407
"2017","1060","H9E","December 31, 2017","MONTRÉAL",11,NA,NA,7,1.57142857142857,0,7
"2017","1400","G1Y","September 30, 2017","QUÉBEC",70,NA,NA,3,23.3333333333333,2.33333333333333,7.66666666666667
"2017","0340","T5K","September 30, 2017","EDMONTON",240,NA,NA,1,240,25,9
"2017","2270","M8V","June 30, 2017","TORONTO",26,NA,NA,14,1.85714285714286,0,1.14285714285714
"2017","2410","V5E","June 30, 2017","VANCOUVER",174,156,18,63,2.76190476190476,0,2.46031746031746
"2017","2680","R3V","June 30, 2017","WINNIPEG",1,NA,NA,1,1,0,1
"2017","2270","L6A","March 31, 2017","TORONTO",914,NA,NA,207,4.41545893719807,0.0483091787439614,1.97101449275362
"2017","2270","M2P","March 31, 2017","TORONTO",62,NA,NA,49,1.26530612244898,0,4.47916666666667
"2017","2270","M5C","September 30, 2017","TORONTO",669,NA,NA,1,669,45,NA
"2017","0140","T3G","December 31, 2017","CALGARY",14,NA,NA,14,1,0,0
"2017","1060","J3B","June 30, 2017","MONTRÉAL",197,NA,NA,61,3.22950819672131,0.868852459016393,2.40677966101695
"2017","1060","J4R","September 30, 2017","MONTRÉAL",170,NA,NA,9,18.8888888888889,2.44444444444444,2
"2017","2440","V8N","September 30, 2017","VICTORIA",162,136,26,79,2.0506329113924,0.0379746835443038,0.721518987341772
"2017","1060","H7B","December 31, 2017","MONTRÉAL",6,NA,NA,4,1.5,0.25,1.25
"2017","1400","G1B","June 30, 2017","QUÉBEC",65,NA,NA,50,1.3,0.28,4.38775510204082
"2017","1400","G3J","June 30, 2017","QUÉBEC",53,NA,NA,15,3.53333333333333,0.533333333333333,4
"2017","1060","H7J","June 30, 2017","MONTRÉAL",2,NA,NA,2,1,0,0
"2017","1060","H7K","June 30, 2017","MONTRÉAL",21,NA,NA,11,1.90909090909091,0.272727272727273,0.636363636363636
"2017","1400","G1S","September 30, 2017","QUÉBEC",7,NA,NA,4,1.75,0.75,2.75
"2017","2270","L4L","March 31, 2017","TORONTO",709,NA,NA,42,16.8809523809524,0.761904761904762,0.375
"2017","2680","R4H","March 31, 2017","WINNIPEG",97,NA,NA,38,2.55263157894737,0.105263157894737,1.15625
"2017","0140","T4C","June 30, 2017","CALGARY",704,NA,NA,386,1.82383419689119,0.0440414507772021,1.21243523316062
"2017","2410","V7E","March 31, 2017","VANCOUVER",153,143,10,138,1.10869565217391,0,1.2536231884058
"2017","2680","R3A","March 31, 2017","WINNIPEG",4,NA,NA,1,4,0,0
"2017","1060","H7M","December 31, 2017","MONTRÉAL",22,NA,NA,4,5.5,2.25,7
"2017","0340","T6H","March 31, 2017","EDMONTON",21,NA,NA,17,1.23529411764706,0,1.76470588235294
"2017","1060","H4T","December 31, 2017","MONTRÉAL",141,NA,NA,9,15.6666666666667,1.66666666666667,0.714285714285714
"2017","0340","T5B","June 30, 2017","EDMONTON",62,NA,NA,36,1.72222222222222,0.111111111111111,0.194444444444444
"2017","0610","L8N","June 30, 2017","HAMILTON",4,NA,NA,4,1,0,0.25
"2017","1060","J5K","September 30, 2017","MONTRÉAL",101,98,3,101,1,0,0.821782178217822
"2017","2270","L3X","December 31, 2017","TORONTO",319,NA,NA,276,1.15579710144928,0,3.58333333333333
"2017","2270","L6J","June 30, 2017","TORONTO",40,NA,NA,40,1,0,1.8
"2017","2270","M5B","March 31, 2017","TORONTO",422,NA,NA,2,211,28.5,0
"2017","2410","V3W","December 31, 2017","VANCOUVER",183,150,33,129,1.41860465116279,0,2.09302325581395
"2017","0340","T9E","June 30, 2017","EDMONTON",350,NA,NA,232,1.50862068965517,0,0.959641255605381
"2017","1060","H8R","September 30, 2017","MONTRÉAL",72,NA,NA,7,10.2857142857143,1.14285714285714,5.42857142857143
"2017","2410","V3K","September 30, 2017","VANCOUVER",226,172,54,132,1.71212121212121,0.0303030303030303,2.10606060606061
"2017","2410","V5R","June 30, 2017","VANCOUVER",244,197,47,145,1.68275862068966,0.386206896551724,2.88275862068966
"2017","1060","J7P","September 30, 2017","MONTRÉAL",51,NA,NA,16,3.1875,0.625,2
"2017","2410","V2Y","March 31, 2017","VANCOUVER",1474,1430,44,259,5.69111969111969,0.162162162162162,2.48648648648649
"2017","2410","V7J","June 30, 2017","VANCOUVER",20,15,5,20,1,0,3.35
"2017","2680","R3S","September 30, 2017","WINNIPEG",6,NA,NA,6,1,0,0.666666666666667
"2017","0340","T6J","June 30, 2017","EDMONTON",101,NA,NA,14,7.21428571428571,0.285714285714286,1.35714285714286
"2017","1400","G1G","March 31, 2017","QUÉBEC",47,NA,NA,7,6.71428571428571,2,5.28571428571429
"2017","2270","M4C","September 30, 2017","TORONTO",15,NA,NA,13,1.15384615384615,0.153846153846154,2.53846153846154
"2017","0140","T2B","September 30, 2017","CALGARY",6,NA,NA,2,3,0,1.5
"2017","1060","J4N","September 30, 2017","MONTRÉAL",1,NA,NA,1,1,0,2
"2017","1060","J5Y","June 30, 2017","MONTRÉAL",9,NA,NA,9,1,0,0.375
"2017","1400","G1C","June 30, 2017","QUÉBEC",211,210,1,15,14.0666666666667,1.2,4.86666666666667
"2017","2270","L9R","December 31, 2017","TORONTO",346,NA,NA,275,1.25818181818182,0,0.316363636363636
"2017","2410","V3C","March 31, 2017","VANCOUVER",88,68,20,57,1.54385964912281,0,1.03508771929825
"2017","1490","S4X","March 31, 2017","REGINA",187,NA,NA,78,2.3974358974359,0.102564102564103,0.558441558441558
"2017","2270","L5J","June 30, 2017","TORONTO",7,NA,NA,7,1,0,0.142857142857143
"2017","0140","T2S","September 30, 2017","CALGARY",13,NA,NA,13,1,0,1.53846153846154
"2017","1060","H1T","September 30, 2017","MONTRÉAL",16,NA,NA,1,16,3,13
"2017","1060","H1Z","September 30, 2017","MONTRÉAL",7,NA,NA,2,3.5,2,3
"2017","1060","H2K","March 31, 2017","MONTRÉAL",85,NA,NA,4,21.25,3.5,3.75
"2017","1400","G2C","September 30, 2017","QUÉBEC",159,NA,NA,5,31.8,2.8,5
"2017","2410","V5G","December 31, 2017","VANCOUVER",86,53,33,75,1.14666666666667,0,2.21333333333333
"2017","1060","J3X","December 31, 2017","MONTRÉAL",43,42,1,27,1.59259259259259,0.222222222222222,0.962962962962963
"2017","1400","G1P","September 30, 2017","QUÉBEC",10,NA,NA,4,2.5,0,1.5
"2017","2270","L0E","March 31, 2017","TORONTO",55,NA,NA,53,1.0377358490566,0,3.62264150943396
"2017","2270","L5B","September 30, 2017","TORONTO",353,NA,NA,10,35.3,2.2,0.4
"2017","0580","B2R","September 30, 2017","HALIFAX",9,NA,NA,9,1,0,0.888888888888889
"2017","1060","J5Z","June 30, 2017","MONTRÉAL",684,682,2,48,14.25,1.77083333333333,2.91304347826087
"2017","1400","G1N","September 30, 2017","QUÉBEC",128,NA,NA,11,11.6363636363636,2.81818181818182,8.18181818181818
"2017","2270","M4B","March 31, 2017","TORONTO",13,NA,NA,13,1,0,2.30769230769231
"2017","2270","L4Y","June 30, 2017","TORONTO",9,NA,NA,9,1,0,1.11111111111111
"2017","2410","V3H","March 31, 2017","VANCOUVER",75,71,4,67,1.11940298507463,0,6.52238805970149
"2017","1400","G0A","December 31, 2017","QUÉBEC",399,NA,NA,234,1.70512820512821,0.102564102564103,2.36752136752137
"2017","1700","S7L","December 31, 2017","SASKATOON",71,NA,NA,55,1.29090909090909,0,0.657894736842105
"2017","2270","M4M","December 31, 2017","TORONTO",387,NA,NA,5,77.4,4.4,14.75
"2017","2270","M4N","September 30, 2017","TORONTO",35,NA,NA,35,1,0,2.02857142857143
"2017","2410","V6N","September 30, 2017","VANCOUVER",98,82,16,98,1,0,2.08163265306122
"2017","1400","G1M","September 30, 2017","QUÉBEC",166,NA,NA,4,41.5,4.25,2.75
"2017","2270","M3B","December 31, 2017","TORONTO",25,NA,NA,25,1,0,1.36
"2017","2410","V5L","June 30, 2017","VANCOUVER",45,39,6,31,1.45161290322581,0.32258064516129,1.48387096774194
"2017","2680","R2L","December 31, 2017","WINNIPEG",18,NA,NA,10,1.8,0.3,1.2
"2017","2680","R3X","September 30, 2017","WINNIPEG",323,NA,NA,203,1.59113300492611,0.0246305418719212,1.01477832512315
"2017","0140","T3K","December 31, 2017","CALGARY",62,NA,NA,4,15.5,1,1
"2017","0340","T6R","June 30, 2017","EDMONTON",50,NA,NA,28,1.78571428571429,0,1.39285714285714
"2017","0580","B3N","June 30, 2017","HALIFAX",100,NA,NA,2,50,4.5,1.5
"2017","1265","K4K","June 30, 2017","OTTAWA",200,NA,NA,88,2.27272727272727,0.227272727272727,0.5
"2017","2270","M2L","June 30, 2017","TORONTO",5,NA,NA,5,1,0,3.8
"2017","2410","V5B","September 30, 2017","VANCOUVER",171,141,30,70,2.44285714285714,0.0714285714285714,3.68571428571429
"2017","2410","V5K","December 31, 2017","VANCOUVER",264,235,29,99,2.66666666666667,0.111111111111111,1.93939393939394
"2017","0140","T2A","March 31, 2017","CALGARY",24,NA,NA,4,6,0.5,0
"2017","0610","L9G","September 30, 2017","HAMILTON",121,NA,NA,91,1.32967032967033,0,1.26373626373626
"2017","1060","H1K","September 30, 2017","MONTRÉAL",136,NA,NA,23,5.91304347826087,0.695652173913043,4.47826086956522
"2017","2270","L4S","June 30, 2017","TORONTO",16,NA,NA,16,1,0,2.07692307692308
"2017","2270","M4W","March 31, 2017","TORONTO",27,NA,NA,12,2.25,0.5,2.18181818181818
"2017","2680","R2R","December 31, 2017","WINNIPEG",33,NA,NA,33,1,0,0.181818181818182
"2017","0340","T8N","June 30, 2017","EDMONTON",817,NA,NA,185,4.41621621621622,0.12972972972973,1.24324324324324
"2017","0340","T8E","September 30, 2017","EDMONTON",31,NA,NA,29,1.06896551724138,0,0.925925925925926
"2017","0580","B2Y","December 31, 2017","HALIFAX",27,NA,NA,3,9,1.33333333333333,0.333333333333333
"2017","2270","M5N","December 31, 2017","TORONTO",28,NA,NA,22,1.27272727272727,0,3.45454545454545
"2017","2680","R2H","December 31, 2017","WINNIPEG",17,NA,NA,13,1.30769230769231,0.153846153846154,0.923076923076923
"2017","1060","H9C","June 30, 2017","MONTRÉAL",17,NA,NA,17,1,0,4.35294117647059
"2017","2270","M1T","June 30, 2017","TORONTO",8,NA,NA,8,1,0,2.25
"2017","2270","M9R","June 30, 2017","TORONTO",387,NA,NA,20,19.35,0.55,2.65
"2017","2410","V7W","December 31, 2017","VANCOUVER",10,NA,NA,10,1,0,4.5
"2017","0580","B3Z","September 30, 2017","HALIFAX",48,NA,NA,46,1.04347826086957,0,1.45652173913043
"2017","0610","N1R","December 31, 2017","HAMILTON",10,NA,NA,10,1,0,1.3
"2017","1060","H4W","December 31, 2017","MONTRÉAL",527,NA,NA,7,75.2857142857143,8.28571428571429,1.66666666666667
"2017","1060","H7X","June 30, 2017","MONTRÉAL",516,NA,NA,37,13.9459459459459,2.02702702702703,3.62162162162162
"2017","1060","H1C","September 30, 2017","MONTRÉAL",43,NA,NA,17,2.52941176470588,0.470588235294118,4.35294117647059
"2017","1060","H2H","June 30, 2017","MONTRÉAL",54,NA,NA,2,27,3,2
"2017","2270","M4K","September 30, 2017","TORONTO",4,NA,NA,4,1,0,3
"2017","0340","T5C","December 31, 2017","EDMONTON",7,NA,NA,4,1.75,0,0
"2017","1060","H8Z","June 30, 2017","MONTRÉAL",5,NA,NA,3,1.66666666666667,0,8
"2017","1265","K1C","September 30, 2017","OTTAWA",37,NA,NA,11,3.36363636363636,0,2.45454545454545
"2017","1265","K4B","March 31, 2017","OTTAWA",26,NA,NA,17,1.52941176470588,0,4
"2017","1060","H9P","December 31, 2017","MONTRÉAL",2,NA,NA,2,1,0,0
"2017","2270","L0G","March 31, 2017","TORONTO",1407,NA,NA,1054,1.33491461100569,0.00284629981024668,1.44126074498567
"2017","1060","H7G","September 30, 2017","MONTRÉAL",13,NA,NA,5,2.6,1,1.4
"2017","1060","J4L","December 31, 2017","MONTRÉAL",147,NA,NA,8,18.375,2.25,2.875
"2017","1060","J7E","December 31, 2017","MONTRÉAL",24,NA,NA,12,2,1.66666666666667,3.91666666666667
"2017","1490","S4V","June 30, 2017","REGINA",670,NA,NA,286,2.34265734265734,0.125874125874126,0.644688644688645
"2017","2410","V7G","December 31, 2017","VANCOUVER",16,14,2,16,1,0,3.1875
"2017","2680","R2J","March 31, 2017","WINNIPEG",24,NA,NA,6,4,0.5,0.2
"2017","0140","T3M","March 31, 2017","CALGARY",1206,NA,NA,628,1.9203821656051,0.0987261146496815,0.444267515923567
"2017","0610","L0R","June 30, 2017","HAMILTON",372,NA,NA,160,2.325,0,1.95
"2017","1060","H8P","September 30, 2017","MONTRÉAL",7,NA,NA,2,3.5,1,5
"2017","2270","M5A","December 31, 2017","TORONTO",3440,NA,NA,13,264.615384615385,18.1538461538462,11.3333333333333
"2017","2410","V7V","June 30, 2017","VANCOUVER",23,NA,NA,20,1.15,0,5.2
"2017","0340","T8A","March 31, 2017","EDMONTON",60,NA,NA,10,6,0.4,2.33333333333333
"2017","0580","B3A","September 30, 2017","HALIFAX",51,NA,NA,2,25.5,3.5,2
"2017","2270","L4P","June 30, 2017","TORONTO",86,NA,NA,65,1.32307692307692,0,3.03076923076923
"2017","1060","H4G","March 31, 2017","MONTRÉAL",119,NA,NA,6,19.8333333333333,3.16666666666667,3.6
"2017","2270","M1C","December 31, 2017","TORONTO",56,NA,NA,53,1.05660377358491,0,3.36538461538462
"2017","0340","T6C","December 31, 2017","EDMONTON",95,NA,NA,72,1.31944444444444,0,0.193548387096774
"2017","0340","T9G","March 31, 2017","EDMONTON",21,NA,NA,16,1.3125,0,0.4375
"2017","1060","H1V","June 30, 2017","MONTRÉAL",16,NA,NA,2,8,3,5
"2017","1060","J6V","September 30, 2017","MONTRÉAL",6,NA,NA,6,1,0,0.333333333333333
"2017","2270","M6A","September 30, 2017","TORONTO",15,NA,NA,12,1.25,0,1.25
"2017","2410","V7B","March 31, 2017","VANCOUVER",10,6,4,10,1,0,0.7
"2017","0140","T2M","June 30, 2017","CALGARY",145,NA,NA,61,2.37704918032787,0.0983606557377049,0.950819672131147
"2017","0140","T3N","June 30, 2017","CALGARY",1814,NA,NA,872,2.0802752293578,0.0252293577981651,1.01490825688073
"2017","1060","H3S","December 31, 2017","MONTRÉAL",112,NA,NA,3,37.3333333333333,5,2.33333333333333
"2017","1490","S4R","December 31, 2017","REGINA",15,NA,NA,11,1.36363636363636,0.363636363636364,0.0909090909090909
"2017","2270","M2K","June 30, 2017","TORONTO",21,NA,NA,21,1,0,2.14285714285714
"2017","0340","T5R","September 30, 2017","EDMONTON",65,NA,NA,52,1.25,0,0.705882352941177
"2017","0580","B2V","September 30, 2017","HALIFAX",6,NA,NA,6,1,0,0
"2017","1265","K2E","September 30, 2017","OTTAWA",141,NA,NA,4,35.25,2.5,7.75
"2017","2270","L5C","June 30, 2017","TORONTO",7,NA,NA,7,1,0,2
"2017","2270","L7E","September 30, 2017","TORONTO",345,NA,NA,94,3.67021276595745,0.0425531914893617,10.1276595744681
"2017","2270","M8X","June 30, 2017","TORONTO",44,NA,NA,10,4.4,0.8,3.4
"2017","2680","R3N","September 30, 2017","WINNIPEG",13,NA,NA,13,1,0,1.07692307692308
"2017","0140","T3E","September 30, 2017","CALGARY",307,NA,NA,92,3.33695652173913,0.0869565217391304,0.826086956521739
"2017","1700","S7S","March 31, 2017","SASKATOON",186,NA,NA,140,1.32857142857143,0,1.4296875
"2017","2410","V3X","September 30, 2017","VANCOUVER",323,283,40,171,1.88888888888889,0,0.549707602339181
"2017","2410","V6E","March 31, 2017","VANCOUVER",9,NA,NA,2,4.5,3,4
"2017","0140","T3P","December 31, 2017","CALGARY",420,NA,NA,334,1.25748502994012,0.0119760479041916,0.586826347305389
"2017","1060","H4N","December 31, 2017","MONTRÉAL",193,NA,NA,1,193,16,0
"2017","1400","G2G","March 31, 2017","QUÉBEC",51,NA,NA,45,1.13333333333333,0,3.16279069767442
"2017","2270","M1M","September 30, 2017","TORONTO",29,NA,NA,29,1,0,3.82758620689655
"2017","2270","M5R","September 30, 2017","TORONTO",1,NA,NA,1,1,0,3
"2017","2410","V6M","March 31, 2017","VANCOUVER",158,156,2,23,6.8695652173913,0.826086956521739,3.60869565217391
"2017","2680","R0A","March 31, 2017","WINNIPEG",75,NA,NA,49,1.53061224489796,0.0612244897959184,1.19512195121951
"2017","0580","B3K","December 31, 2017","HALIFAX",357,NA,NA,6,59.5,6,0.666666666666667
"2017","1265","K1N","September 30, 2017","OTTAWA",252,NA,NA,8,31.5,3,2.875
"2017","2270","L5M","December 31, 2017","TORONTO",544,NA,NA,9,60.4444444444444,4.44444444444444,5
"2017","2270","L6S","December 31, 2017","TORONTO",3,NA,NA,3,1,0,63.3333333333333
"2017","2270","M6M","June 30, 2017","TORONTO",20,NA,NA,19,1.05263157894737,0.157894736842105,2.94117647058824
"2017","0340","T5V","June 30, 2017","EDMONTON",207,NA,NA,157,1.31847133757962,0,0.446666666666667
"2017","0580","B2W","September 30, 2017","HALIFAX",12,NA,NA,11,1.09090909090909,0,0.181818181818182
"2017","1060","H1X","September 30, 2017","MONTRÉAL",5,NA,NA,1,5,0,NA
"2017","1060","H3N","March 31, 2017","MONTRÉAL",14,NA,NA,1,14,3,2
"2017","1060","J3G","June 30, 2017","MONTRÉAL",307,290,17,115,2.6695652173913,0.452173913043478,1.94736842105263
"2017","1265","K1L","September 30, 2017","OTTAWA",8,NA,NA,3,2.66666666666667,1.66666666666667,1.33333333333333
"2017","2270","M6S","September 30, 2017","TORONTO",13,NA,NA,12,1.08333333333333,0,3.36363636363636
"2017","2270","M9A","September 30, 2017","TORONTO",415,NA,NA,24,17.2916666666667,1.45833333333333,1
"2017","0140","T2W","September 30, 2017","CALGARY",1,NA,NA,1,1,0,0
"2017","0340","T6A","December 31, 2017","EDMONTON",29,NA,NA,23,1.26086956521739,0,0.318181818181818
"2017","0610","L7S","September 30, 2017","HAMILTON",2,NA,NA,2,1,0,0.5
"2017","1060","J4M","June 30, 2017","MONTRÉAL",92,NA,NA,46,2,0.434782608695652,1.11363636363636
"2017","1400","G3A","December 31, 2017","QUÉBEC",342,NA,NA,22,15.5454545454545,0.954545454545455,0.909090909090909
"2017","2440","V8V","December 31, 2017","VICTORIA",181,180,1,17,10.6470588235294,1.35294117647059,23.6470588235294
"2017","0610","L8H","December 31, 2017","HAMILTON",15,NA,NA,15,1,0,1.66666666666667
"2017","2270","M4Y","December 31, 2017","TORONTO",1510,NA,NA,3,503.333333333333,42.3333333333333,0
"2017","0610","L8V","September 30, 2017","HAMILTON",2,NA,NA,2,1,0,0
"2017","2270","M6B","September 30, 2017","TORONTO",254,NA,NA,40,6.35,0.45,2.73684210526316
"2017","0340","T6V","September 30, 2017","EDMONTON",27,NA,NA,27,1,0,1.51851851851852
"2017","1490","S4P","March 31, 2017","REGINA",280,NA,NA,75,3.73333333333333,0.2,1.1830985915493
"2017","2270","L3R","June 30, 2017","TORONTO",484,NA,NA,29,16.6896551724138,0.655172413793103,2.22222222222222
"2017","1060","H2Z","December 31, 2017","MONTRÉAL",18,NA,NA,1,18,7,8
"2017","2270","L4G","June 30, 2017","TORONTO",595,NA,NA,315,1.88888888888889,0.0857142857142857,4.51757188498403
"2017","2410","V6P","March 31, 2017","VANCOUVER",439,424,15,115,3.81739130434783,0.269565217391304,1.90434782608696
"2017","2680","R3L","December 31, 2017","WINNIPEG",113,NA,NA,17,6.64705882352941,0.764705882352941,1.61538461538462
"2017","2680","R3P","September 30, 2017","WINNIPEG",313,NA,NA,13,24.0769230769231,1.23076923076923,2.5
"2017","0140","T2Z","December 31, 2017","CALGARY",57,NA,NA,10,5.7,0,18.8
"2017","0340","T0A","December 31, 2017","EDMONTON",38,NA,NA,36,1.05555555555556,0,0.527777777777778
"2017","0340","T0B","June 30, 2017","EDMONTON",3,NA,NA,3,1,0,0
"2017","0340","T5H","June 30, 2017","EDMONTON",50,NA,NA,23,2.17391304347826,0.304347826086957,2.04347826086957
"2017","1700","S7W","March 31, 2017","SASKATOON",51,NA,NA,27,1.88888888888889,0,2.16
"2017","2680","R0H","March 31, 2017","WINNIPEG",1,NA,NA,1,1,0,2
"2017","2680","R3C","June 30, 2017","WINNIPEG",680,NA,NA,236,2.88135593220339,0.139830508474576,1.58874458874459
"2017","2270","M6R","March 31, 2017","TORONTO",4,NA,NA,4,1,0,2.5
"2017","2410","V6L","September 30, 2017","VANCOUVER",57,49,8,57,1,0,1.71929824561404
"2017","0140","T2R","March 31, 2017","CALGARY",497,NA,NA,2,248.5,19,14
"2017","1265","K2G","March 31, 2017","OTTAWA",16,NA,NA,16,1,0,1.5625
"2017","2270","L1S","December 31, 2017","TORONTO",274,NA,NA,3,91.3333333333333,8.33333333333333,1.33333333333333
"2017","2270","M6G","September 30, 2017","TORONTO",16,NA,NA,3,5.33333333333333,1,2.66666666666667
"2017","2410","V3N","June 30, 2017","VANCOUVER",1036,993,43,104,9.96153846153846,1.03846153846154,2.56730769230769
"2017","0340","T6L","March 31, 2017","EDMONTON",90,NA,NA,3,30,1.33333333333333,0.333333333333333
"2017","1060","H3R","September 30, 2017","MONTRÉAL",2,NA,NA,2,1,0,2.5
"2017","1400","G1L","December 31, 2017","QUÉBEC",17,NA,NA,2,8.5,3.5,18
"2017","2440","V8R","March 31, 2017","VICTORIA",50,42,8,44,1.13636363636364,0.0454545454545455,0.477272727272727
"2017","0340","T0G","March 31, 2017","EDMONTON",30,NA,NA,30,1,0,0.533333333333333
"2017","1060","H2V","March 31, 2017","MONTRÉAL",11,NA,NA,2,5.5,1.5,1
"2017","2270","M1S","September 30, 2017","TORONTO",12,NA,NA,12,1,0,2.08333333333333
"2017","2410","V4C","June 30, 2017","VANCOUVER",271,204,67,167,1.62275449101796,0.0359281437125748,1.34730538922156
"2017","0140","T2T","March 31, 2017","CALGARY",420,NA,NA,89,4.71910112359551,0.348314606741573,1.51685393258427
"2017","1060","H3B","September 30, 2017","MONTRÉAL",397,NA,NA,2,198.5,21,4
"2017","1060","J2W","March 31, 2017","MONTRÉAL",286,NA,NA,86,3.32558139534884,0.232558139534884,1.28235294117647
"2017","2410","V7C","June 30, 2017","VANCOUVER",138,125,13,136,1.01470588235294,0,1.36764705882353
"2017","2270","L5E","March 31, 2017","TORONTO",81,NA,NA,57,1.42105263157895,0,0.614035087719298
"2017","2680","R3H","September 30, 2017","WINNIPEG",8,NA,NA,8,1,0,1
"2017","1265","K2J","September 30, 2017","OTTAWA",792,NA,NA,446,1.77578475336323,0.0336322869955157,1.44269662921348
"2017","0580","B4G","March 31, 2017","HALIFAX",27,NA,NA,26,1.03846153846154,0,1.61538461538462
"2017","1060","H3G","September 30, 2017","MONTRÉAL",178,NA,NA,1,178,19,6
"2017","1060","J3A","December 31, 2017","MONTRÉAL",312,NA,NA,3,104,5.66666666666667,3
"2017","1060","J7J","September 30, 2017","MONTRÉAL",624,612,12,169,3.69230769230769,0.307692307692308,2.2202380952381
"2017","1400","G7A","June 30, 2017","QUÉBEC",519,NA,NA,122,4.25409836065574,0.524590163934426,2.06666666666667
"2017","2270","L5R","March 31, 2017","TORONTO",445,NA,NA,2,222.5,24.5,0
"2017","2440","V8L","September 30, 2017","VICTORIA",307,287,20,151,2.03311258278146,0.152317880794702,0.536423841059603
"2017","1265","K2P","December 31, 2017","OTTAWA",108,NA,NA,1,108,16,13
"2017","1400","G1E","March 31, 2017","QUÉBEC",104,NA,NA,9,11.5555555555556,1.77777777777778,3
"2017","1060","J7G","December 31, 2017","MONTRÉAL",82,NA,NA,14,5.85714285714286,0.642857142857143,5.23076923076923
"2017","2270","L0H","September 30, 2017","TORONTO",102,NA,NA,73,1.3972602739726,0,6.58904109589041
"2017","2410","V3E","March 31, 2017","VANCOUVER",334,266,68,210,1.59047619047619,0.119047619047619,4.47142857142857
"2017","2410","V5P","September 30, 2017","VANCOUVER",214,183,31,130,1.64615384615385,0.115384615384615,2.26923076923077
"2017","2680","R2N","June 30, 2017","WINNIPEG",210,NA,NA,108,1.94444444444444,0.0648148148148148,1.76767676767677
"2017","1060","H3K","March 31, 2017","MONTRÉAL",641,NA,NA,9,71.2222222222222,7.66666666666667,3
"2017","1060","J6Z","June 30, 2017","MONTRÉAL",21,NA,NA,13,1.61538461538462,0.230769230769231,1.46153846153846
"2017","2270","M3C","March 31, 2017","TORONTO",8,NA,NA,8,1,0,9.5
"2017","1060","H1W","June 30, 2017","MONTRÉAL",273,NA,NA,14,19.5,3.5,2.72727272727273
"2017","1400","G2N","December 31, 2017","QUÉBEC",8,NA,NA,4,2,0.5,1
"2017","2410","V4M","June 30, 2017","VANCOUVER",159,154,5,78,2.03846153846154,0.0512820512820513,2.06410256410256
"2017","1060","H1H","December 31, 2017","MONTRÉAL",34,NA,NA,7,4.85714285714286,0.714285714285714,5.28571428571429
"2017","2270","M1B","December 31, 2017","TORONTO",46,NA,NA,4,11.5,2.5,1
"2017","2270","M2H","June 30, 2017","TORONTO",25,NA,NA,25,1,0,0.708333333333333
"2017","2410","V6A","December 31, 2017","VANCOUVER",97,NA,NA,6,16.1666666666667,3.16666666666667,9
"2017","2440","V8S","September 30, 2017","VICTORIA",67,61,6,67,1,0,1.35820895522388
"2017","0340","T5J","March 31, 2017","EDMONTON",520,NA,NA,2,260,46,3.5
"2017","1265","K2H","June 30, 2017","OTTAWA",6,NA,NA,4,1.5,0,0.25
"2017","1265","K2K","September 30, 2017","OTTAWA",5,NA,NA,4,1.25,0,0.75
"2017","1265","K2L","March 31, 2017","OTTAWA",96,NA,NA,73,1.31506849315068,0,1.23287671232877
"2017","2410","V7P","June 30, 2017","VANCOUVER",52,33,19,52,1,0,1.61538461538462
"2017","2410","V7S","September 30, 2017","VANCOUVER",70,69,1,70,1,0,6.78571428571429
"2017","2680","R2M","June 30, 2017","WINNIPEG",94,NA,NA,51,1.84313725490196,0.176470588235294,0.934782608695652
"2017","1060","J7T","September 30, 2017","MONTRÉAL",271,NA,NA,183,1.48087431693989,0,1.4
"2017","0580","B4C","June 30, 2017","HALIFAX",58,NA,NA,8,7.25,0.5,0
"2017","1265","K1G","September 30, 2017","OTTAWA",2,NA,NA,2,1,0,0
"2017","2410","V3V","September 30, 2017","VANCOUVER",217,149,68,196,1.10714285714286,0,1.60714285714286
"2017","0140","T2N","June 30, 2017","CALGARY",301,NA,NA,78,3.85897435897436,0.179487179487179,1.58974358974359
"2017","0340","T5E","September 30, 2017","EDMONTON",264,NA,NA,69,3.82608695652174,0.0579710144927536,1.19117647058824
"2017","1060","H1N","September 30, 2017","MONTRÉAL",109,NA,NA,7,15.5714285714286,1.85714285714286,3
