"ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"2020","1060","H2R",5,2,"September 30, 2020","MONTRÉAL",22,NA,NA,3,7.33333333333333,2.66666666666667,14.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1400","G2G",1,1,"June 30, 2020","QUÉBEC",2,NA,NA,2,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1490","S4T",2,2,"June 30, 2020","REGINA",2,NA,NA,1,2,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L4G",1,3,"December 31, 2020","TORONTO",27,NA,NA,27,1,0,9.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V3V",4,3,"September 30, 2020","VANCOUVER",81,NA,NA,10,8.1,0,18.2,NA,NA,NA,36,22,58,101.72224137931,1094.92803398276,640396.551724138,590000,725000
"2020","2410","V5K",5,2,"March 31, 2020","VANCOUVER",35,0,35,34,1.02941176470588,0,13.1470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V7M",1,2,"June 30, 2020","VANCOUVER",1,NA,NA,1,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2680","R3X",2,3,"September 30, 2020","WINNIPEG",2,NA,NA,1,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2680","R4H",1,1,"June 30, 2020","WINNIPEG",28,NA,NA,28,1,0,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T3E",1,1,"March 31, 2020","CALGARY",34,NA,NA,34,1,0,10.7352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T3K",5,2,"June 30, 2020","CALGARY",1,NA,NA,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T6E",1,1,"June 30, 2020","EDMONTON",31,NA,NA,31,1,0,11.741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T6X",2,1,"June 30, 2020","EDMONTON",106,NA,NA,53,2,0,7.11320754716981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","H9R",4,1,"December 31, 2020","MONTRÉAL",36,NA,NA,5,7.2,0,12.2,NA,NA,NA,NA,24,24,256.1075,2756.71551925,660894.833333333,581499,750160
"2020","1060","J3G",2,1,"September 30, 2020","MONTRÉAL",16,NA,NA,8,2,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J4K",5,3,"March 31, 2020","MONTRÉAL",10,NA,NA,2,5,2,4,NA,1,NA,7,NA,8,110.51,1189.518589,327441.375,215293,394980
"2020","1400","G6Z",2,1,"June 30, 2020","QUÉBEC",8,NA,NA,4,2,0,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L3R",1,1,"June 30, 2020","TORONTO",15,NA,NA,15,1,0,23.0666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V3H",1,1,"June 30, 2020","VANCOUVER",18,NA,NA,18,1,0,20.2777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5A",2,1,"September 30, 2020","VANCOUVER",2,NA,NA,1,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T1Y",1,1,"March 31, 2020","CALGARY",4,NA,NA,4,1,0,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","H1P",1,1,"December 31, 2020","MONTRÉAL",2,NA,NA,2,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J7J",1,1,"March 31, 2020","MONTRÉAL",23,NA,NA,23,1,0,6.19047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265",NA,4,2,"September 30, 2020","OTTAWA",16,NA,NA,4,4,0,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K2J",4,2,"September 30, 2020","OTTAWA",28,NA,NA,3,9.33333333333333,0,18.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1400","G3C",5,2,"March 31, 2020","QUÉBEC",8,NA,NA,1,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M4L",2,1,"March 31, 2020","TORONTO",4,NA,NA,2,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V3Y",2,3,"September 30, 2020","VANCOUVER",22,NA,NA,11,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V6M",1,3,"September 30, 2020","VANCOUVER",1,NA,NA,1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2440","V8P",5,3,"December 31, 2020","VICTORIA",62,NA,NA,1,62,4,21,NA,40,22,NA,NA,62,69.621935483871,749.403551354839,519377.419354839,299900,930000
"2020","2680","R2M",5,2,"March 31, 2020","WINNIPEG",28,9,19,22,1.27272727272727,0.227272727272727,9.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T6J",2,2,"September 30, 2020","EDMONTON",2,NA,NA,1,2,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K1M",4,1,"December 31, 2020","OTTAWA",3,NA,NA,1,3,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L1W",5,3,"June 30, 2020","TORONTO",253,NA,NA,2,126.5,15,26,NA,5,67,22,NA,94,101.229787234043,1089.62730680851,533038.29787234,396900,799900
"2020","2270","M1W",1,1,"March 31, 2020","TORONTO",5,NA,NA,5,1,0,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M8W",5,2,"September 30, 2020","TORONTO",2,NA,NA,1,2,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V3B",2,1,"December 31, 2020","VANCOUVER",2,NA,NA,1,2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V6K",1,2,"March 31, 2020","VANCOUVER",6,NA,NA,6,1,0,11.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V7E",1,1,"December 31, 2020","VANCOUVER",50,NA,NA,50,1,0,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T5W",5,2,"March 31, 2020","EDMONTON",3,0,3,3,1,0,13.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0610","L8N",4,1,"March 31, 2020","HAMILTON",55,NA,NA,9,6.11111111111111,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","H3H",5,2,"March 31, 2020","MONTRÉAL",261,NA,NA,2,130.5,14,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J7R",4,1,"September 30, 2020","MONTRÉAL",30,NA,NA,7,4.28571428571429,0,9,NA,NA,NA,3,NA,3,0,0,311666.666666667,305000,315000
"2020","1060","J7Z",5,2,"September 30, 2020","MONTRÉAL",26,25,1,7,3.71428571428571,1.71428571428571,13.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M2J",1,1,"March 31, 2020","TORONTO",5,NA,NA,5,1,0,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2440","V9B",1,1,"June 30, 2020","VICTORIA",100,NA,NA,100,1,0,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T5G",1,2,"June 30, 2020","EDMONTON",1,NA,NA,1,1,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J6Z",5,2,"June 30, 2020","MONTRÉAL",7,4,3,5,1.4,0.8,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K1B",4,1,"March 31, 2020","OTTAWA",5,NA,NA,1,5,0,8,NA,NA,NA,5,NA,5,197.622,2127.1834458,414300,399900,437900
"2020","1265","K1N",5,2,"December 31, 2020","OTTAWA",15,NA,NA,2,7.5,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1400","G0A",2,1,"September 30, 2020","QUÉBEC",14,NA,NA,7,2,0,7.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1400","G0A",5,1,"March 31, 2020","QUÉBEC",2,NA,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1400","G2G",4,1,"September 30, 2020","QUÉBEC",13,NA,NA,2,6.5,0,5.5,NA,NA,NA,13,NA,13,54.6692307692308,588.454133076923,311351.615384615,284107,350196
"2020","2270","L6Y",1,1,"March 31, 2020","TORONTO",46,NA,NA,46,1,0,5.43478260869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L7A",2,1,"June 30, 2020","TORONTO",70,NA,NA,35,2,0,6.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M1K",1,1,"December 31, 2020","TORONTO",12,NA,NA,12,1,0,15.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2440",NA,5,2,"December 31, 2020","VICTORIA",456,413,43,50,9.12,0.84,8.46938775510204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T6V",4,3,"September 30, 2020","EDMONTON",7,NA,NA,2,3.5,0,7.5,NA,NA,1,3,NA,4,131.7825,1418.49365175,3e+05,290000,320000
"2020","1060","J4Z",5,2,"March 31, 2020","MONTRÉAL",313,NA,NA,4,78.25,5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1400",NA,5,2,"September 30, 2020","QUÉBEC",272,259,13,55,4.94545454545455,1.96363636363636,5.09302325581395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L5C",1,1,"September 30, 2020","TORONTO",4,NA,NA,4,1,0,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L7K",4,1,"June 30, 2020","TORONTO",23,NA,NA,5,4.6,0,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M1S",1,1,"September 30, 2020","TORONTO",4,NA,NA,4,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T2M",4,3,"June 30, 2020","CALGARY",10,NA,NA,2,5,0,11.5,NA,NA,NA,10,NA,10,133.224,1434.0098136,602700,539000,630000
"2020","0140","T2M",5,3,"September 30, 2020","CALGARY",4,NA,NA,1,4,2,13,NA,NA,NA,2,2,4,130.9,1408.99451,591975,569000,625000
"2020","0140","T2T",4,2,"September 30, 2020","CALGARY",20,NA,NA,4,5,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340",NA,4,3,"December 31, 2020","EDMONTON",72,NA,NA,14,5.14285714285714,0,7.23076923076923,NA,NA,NA,15,NA,15,149.327333333333,1607.34448326667,311533.333333333,280000,345000
"2020","1060","H1H",4,1,"September 30, 2020","MONTRÉAL",3,NA,NA,1,3,0,7,NA,NA,1,2,NA,3,48.0933333333333,517.671830666667,534443,495481,592486
"2020","1060","J3N",5,2,"June 30, 2020","MONTRÉAL",28,NA,NA,2,14,3.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J7J",5,2,"December 31, 2020","MONTRÉAL",93,90,3,9,10.3333333333333,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M4J",2,1,"September 30, 2020","TORONTO",4,NA,NA,2,2,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V6Y",1,3,"September 30, 2020","VANCOUVER",1,NA,NA,1,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2440","V9C",2,3,"September 30, 2020","VICTORIA",6,NA,NA,3,2,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2680","R2J",4,3,"December 31, 2020","WINNIPEG",4,NA,NA,1,4,0,11,NA,NA,1,3,NA,4,107.9975,1162.47429025,314900,299900,319900
"2020","2680","R3Y",5,3,"December 31, 2020","WINNIPEG",24,NA,NA,1,24,4,30,NA,14,2,8,NA,24,83.86,902.660654,241150,194900,304900
"2020","0140","T3B",2,1,"September 30, 2020","CALGARY",18,NA,NA,9,2,0,11.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340",NA,2,1,"December 31, 2020","EDMONTON",472,NA,NA,236,2,0,6.18260869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T6B",5,2,"June 30, 2020","EDMONTON",1,NA,NA,1,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0610","L8J",4,3,"March 31, 2020","HAMILTON",35,NA,NA,5,7,0,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060",NA,1,1,"December 31, 2020","MONTRÉAL",1337,NA,NA,1337,1,0,4.08023483365949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K4M",4,1,"September 30, 2020","OTTAWA",27,NA,NA,9,3,0,9.77777777777778,NA,NA,27,NA,NA,27,128.67,1384.991013,525011.111111111,485900,549900
"2020","2270","L6E",4,1,"March 31, 2020","TORONTO",70,NA,NA,10,7,0,16.5,NA,NA,NA,5,NA,5,204.39,2200.033521,981990,959990,999990
"2020","2680","R3A",2,1,"June 30, 2020","WINNIPEG",2,NA,NA,1,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T2L",5,2,"September 30, 2020","CALGARY",165,164,1,2,82.5,5.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T0A",4,1,"June 30, 2020","EDMONTON",4,NA,NA,1,4,0,13,NA,NA,NA,4,NA,4,0,0,274900,274900,274900
"2020","0340","T8R",4,1,"June 30, 2020","EDMONTON",3,NA,NA,1,3,0,7,NA,NA,NA,3,NA,3,23.97,258.010683,319900,319900,319900
"2020","1060","J3Y",1,1,"March 31, 2020","MONTRÉAL",17,NA,NA,17,1,0,6.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J4T",1,1,"March 31, 2020","MONTRÉAL",1,NA,NA,1,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1400","G7A",4,1,"June 30, 2020","QUÉBEC",4,NA,NA,1,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1700","S7N",2,1,"June 30, 2020","SASKATOON",2,NA,NA,1,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5L",5,2,"March 31, 2020","VANCOUVER",21,8,13,10,2.1,0.5,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T3Z",2,1,"June 30, 2020","CALGARY",4,NA,NA,2,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T4C",2,3,"March 31, 2020","CALGARY",2,NA,NA,1,2,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0610","L3M",2,1,"March 31, 2020","HAMILTON",4,NA,NA,2,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J7V",4,1,"June 30, 2020","MONTRÉAL",92,NA,NA,19,4.84210526315789,0,7.94736842105263,NA,NA,NA,81,NA,81,77.1959259259259,830.929227074074,388018.24691358,354898,430651
"2020","2270","M2K",1,1,"December 31, 2020","TORONTO",20,NA,NA,20,1,0,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410",NA,1,2,"June 30, 2020","VANCOUVER",135,NA,NA,135,1,0,7.52808988764045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V4B",5,2,"September 30, 2020","VANCOUVER",55,28,27,28,1.96428571428571,0.142857142857143,18.3214285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5T",1,2,"December 31, 2020","VANCOUVER",1,NA,NA,1,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5V",5,2,"June 30, 2020","VANCOUVER",339,314,25,28,12.1071428571429,0.857142857142857,14.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V6X",5,3,"December 31, 2020","VANCOUVER",1218,NA,NA,8,152.25,11.875,28.25,NA,410,645,157,6,1218,81.0319704433498,872.220026655172,838267.796387521,359900,4698000
"2020","2440","V8N",1,1,"December 31, 2020","VICTORIA",22,NA,NA,22,1,0,15.3636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T5V",2,1,"June 30, 2020","EDMONTON",18,NA,NA,9,2,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J0L",5,3,"June 30, 2020","MONTRÉAL",16,NA,NA,1,16,3,7,NA,NA,NA,16,NA,16,103.4,1112.98726,200270.625,187056,214888
"2020","1265","K0G",4,1,"September 30, 2020","OTTAWA",3,NA,NA,1,3,0,9,NA,NA,3,NA,NA,3,126.07,1357.004873,500233.333333333,482900,510900
"2020","1400","G2L",1,1,"March 31, 2020","QUÉBEC",2,NA,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1700","S7W",1,1,"March 31, 2020","SASKATOON",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M4J",5,3,"June 30, 2020","TORONTO",94,NA,NA,2,47,6,10,NA,22,62,8,NA,92,80.9380434782609,871.209006195652,778543.47826087,407000,1100000
"2020","2410","V3W",1,1,"September 30, 2020","VANCOUVER",87,NA,NA,87,1,0,12.9540229885057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5W",2,1,"December 31, 2020","VANCOUVER",8,NA,NA,4,2,0,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V6A",2,1,"December 31, 2020","VANCOUVER",2,NA,NA,1,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2680","R2N",1,1,"September 30, 2020","WINNIPEG",6,NA,NA,6,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T2Z",4,3,"March 31, 2020","CALGARY",6,NA,NA,1,6,0,10,NA,NA,6,NA,NA,6,124.333333333333,1338.31156666667,349550,337000,360300
"2020","0580","nan",1,1,"March 31, 2020","HALIFAX",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","H3E",5,3,"September 30, 2020","MONTRÉAL",283,NA,NA,1,283,36,34,NA,78,153,51,NA,282,100.43585106383,1081.08145726596,580032.74822695,141144,2674619
"2020","1060","H3K",1,1,"September 30, 2020","MONTRÉAL",3,NA,NA,3,1,0,11.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K0G",1,1,"June 30, 2020","OTTAWA",59,NA,NA,59,1,0,10.0508474576271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K1L",2,1,"September 30, 2020","OTTAWA",2,NA,NA,1,2,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K1W",1,1,"September 30, 2020","OTTAWA",89,NA,NA,89,1,0,10.0898876404494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L0J",1,1,"March 31, 2020","TORONTO",126,NA,NA,126,1,0,12.8809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L6J",1,1,"June 30, 2020","TORONTO",45,NA,NA,45,1,0,16.1555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M2M",1,1,"September 30, 2020","TORONTO",42,NA,NA,42,1,0,20.9268292682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5S",4,2,"March 31, 2020","VANCOUVER",32,NA,NA,1,32,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T2M",2,1,"March 31, 2020","CALGARY",30,NA,NA,15,2,0,12.2666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0610","L3M",4,3,"March 31, 2020","HAMILTON",14,NA,NA,3,4.66666666666667,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","H7P",1,1,"March 31, 2020","MONTRÉAL",1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K1Z",1,1,"December 31, 2020","OTTAWA",8,NA,NA,8,1,0,11.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M2L",1,1,"December 31, 2020","TORONTO",9,NA,NA,9,1,0,27.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M5P",4,1,"December 31, 2020","TORONTO",5,NA,NA,1,5,0,23,NA,NA,NA,NA,1,1,515.89,5552.988371,3045000,3045000,3045000
"2020","2270","M6C",1,1,"December 31, 2020","TORONTO",19,NA,NA,19,1,0,15.7368421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5Y",4,3,"December 31, 2020","VANCOUVER",7,NA,NA,2,3.5,0,17,NA,NA,1,6,NA,7,121.771428571429,1310.73548,2167757.14285714,1674900,2249900
"2020","2440","V8N",5,2,"June 30, 2020","VICTORIA",9,0,9,9,1,0,13.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140",NA,4,1,"June 30, 2020","CALGARY",285,NA,NA,59,4.83050847457627,0,6.14814814814815,NA,NA,37,160,2,199,122.995175879397,1323.90777364824,362404.884422111,239900,650000
"2020","0340","T5Y",4,1,"June 30, 2020","EDMONTON",37,NA,NA,10,3.7,0,9.4,NA,NA,NA,12,NA,12,77.4108333333333,833.242468916667,340882.666666667,295000,395907
"2020","0580","B3L",2,1,"September 30, 2020","HALIFAX",10,NA,NA,5,2,0,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0580","B4E",2,1,"June 30, 2020","HALIFAX",2,NA,NA,1,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J4W",2,1,"March 31, 2020","MONTRÉAL",2,NA,NA,1,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J5R",4,3,"September 30, 2020","MONTRÉAL",24,NA,NA,2,12,0,8,NA,NA,3,1,NA,4,40.1575,432.25131425,531787,467664,587517
"2020","1400",NA,5,1,"June 30, 2020","QUÉBEC",4,NA,NA,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M5N",1,1,"September 30, 2020","TORONTO",27,NA,NA,27,1,0,17.2692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V4A",1,3,"September 30, 2020","VANCOUVER",1,NA,NA,1,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2440","V8V",1,2,"March 31, 2020","VICTORIA",2,NA,NA,2,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0340","T5X",5,2,"March 31, 2020","EDMONTON",351,349,2,7,50.1428571428571,3.14285714285714,8.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0580","B3R",2,1,"September 30, 2020","HALIFAX",4,NA,NA,2,2,0,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K1K",2,1,"June 30, 2020","OTTAWA",6,NA,NA,3,2,0,17.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1265","K1V",1,1,"June 30, 2020","OTTAWA",15,NA,NA,15,1,0,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2440",NA,4,3,"December 31, 2020","VICTORIA",34,NA,NA,8,4.25,0,8.5,NA,NA,11,19,4,34,50.2955882352941,541.376682205882,523873.235294118,424900,609900
"2020","2440","V8V",5,2,"March 31, 2020","VICTORIA",56,55,1,3,18.6666666666667,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T0M",4,2,"June 30, 2020","CALGARY",10,NA,NA,2,5,0,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T2P",5,3,"March 31, 2020","CALGARY",7,NA,NA,1,7,4,19,NA,NA,3,4,NA,7,216.994285714286,2335.704792,1298928.57142857,1009250,1492700
"2020","0140","T4B",4,2,"March 31, 2020","CALGARY",6,NA,NA,2,3,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","H1E",1,1,"March 31, 2020","MONTRÉAL",5,NA,NA,5,1,0,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","H7L",5,2,"June 30, 2020","MONTRÉAL",123,NA,NA,11,11.1818181818182,3.45454545454545,7.18181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","L4H",4,1,"December 31, 2020","TORONTO",30,NA,NA,5,6,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","M5R",1,1,"December 31, 2020","TORONTO",1,NA,NA,1,1,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2270","nan",4,1,"June 30, 2020","TORONTO",14,NA,NA,3,4.66666666666667,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0140","T2N",5,2,"June 30, 2020","CALGARY",394,391,3,7,56.2857142857143,2.14285714285714,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0580","B3V",1,1,"March 31, 2020","HALIFAX",15,NA,NA,15,1,0,9.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","0610","L8G",1,1,"June 30, 2020","HAMILTON",11,NA,NA,11,1,0,11.8181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","1060","J0N",4,1,"June 30, 2020","MONTRÉAL",6,NA,NA,2,3,0,6,NA,NA,NA,6,NA,6,0,0,299993,299993,299993
"2020","1700","S7M",1,1,"June 30, 2020","SASKATOON",10,NA,NA,10,1,0,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","2410","V5E",1,1,"December 31, 2020","VANCOUVER",7,NA,NA,7,1,0,16.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
