"ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"2011","2270","M5M",5,3,"June 30, 2011","TORONTO",104,NA,NA,2,52,3,40,NA,19,62,NA,NA,81,0,0,1315037.03703704,176000,1760000
"2011","2410","V4R",2,3,"March 31, 2011","VANCOUVER",4,NA,NA,2,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0610","L7P",5,2,"September 30, 2011","HAMILTON",2,NA,NA,1,2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H4C",5,1,"March 31, 2011","MONTRÉAL",2,NA,NA,1,2,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J0L",2,1,"March 31, 2011","MONTRÉAL",96,NA,NA,48,2,0,4.36111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J4H",5,1,"September 30, 2011","MONTRÉAL",2,NA,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J7Y",5,1,"December 31, 2011","MONTRÉAL",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","L0H",1,1,"December 31, 2011","TORONTO",2,NA,NA,2,1,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","L1V",1,1,"March 31, 2011","TORONTO",30,NA,NA,30,1,0,7.82758620689655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M8Z",2,1,"September 30, 2011","TORONTO",4,NA,NA,2,2,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V5C",1,1,"September 30, 2011","VANCOUVER",16,NA,NA,16,1,0,7.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V9E",1,1,"September 30, 2011","VICTORIA",21,NA,NA,21,1,0,13.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0610","L8V",1,1,"June 30, 2011","HAMILTON",4,NA,NA,4,1,0,11.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H1X",5,2,"September 30, 2011","MONTRÉAL",12,NA,NA,1,12,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J7C",4,1,"June 30, 2011","MONTRÉAL",24,NA,NA,4,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G6K",4,1,"September 30, 2011","QUÉBEC",8,NA,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M6R",1,1,"March 31, 2011","TORONTO",1,NA,NA,1,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V8L",2,2,"March 31, 2011","VICTORIA",6,NA,NA,6,1,0,8.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V8S",5,3,"June 30, 2011","VICTORIA",8,NA,NA,1,8,4,14,NA,2,6,NA,NA,8,10,107.639,544900,489900,599900
"2011","0610","L8S",1,1,"September 30, 2011","HAMILTON",1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H2L",5,1,"June 30, 2011","MONTRÉAL",2,NA,NA,1,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H9K",5,3,"September 30, 2011","MONTRÉAL",3,NA,NA,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J5X",5,1,"September 30, 2011","MONTRÉAL",2,NA,NA,1,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","L3R",4,1,"June 30, 2011","TORONTO",21,NA,NA,3,7,0,6,NA,NA,NA,7,NA,7,0,0,336847.142857143,327990,345990
"2011","2410","V3K",2,1,"March 31, 2011","VANCOUVER",12,NA,NA,6,2,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V6S",5,2,"December 31, 2011","VANCOUVER",51,NA,NA,1,51,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V9C",1,1,"September 30, 2011","VICTORIA",56,NA,NA,56,1,0,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2680","R3K",1,1,"December 31, 2011","WINNIPEG",2,NA,NA,2,1,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T9G",4,3,"June 30, 2011","EDMONTON",5,NA,NA,1,5,0,10,NA,NA,NA,5,NA,5,0,0,319900,319900,319900
"2011","1060","J5C",1,1,"March 31, 2011","MONTRÉAL",8,NA,NA,8,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J5R",2,1,"September 30, 2011","MONTRÉAL",2,NA,NA,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","L9R",2,3,"September 30, 2011","TORONTO",2,NA,NA,1,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V3K",5,1,"March 31, 2011","VANCOUVER",36,NA,NA,18,2,2,13.1666666666667,NA,NA,NA,NA,9,9,437.777777777778,4712.19622222222,1164555.55555556,659000,1925000
"2011","2440","V9B",5,3,"March 31, 2011","VICTORIA",139,NA,NA,5,27.8,2.4,16.6,1,60,78,NA,NA,139,56.1726618705036,604.636915107914,293543.669064748,199000,449900
"2011","0140","nan",2,1,"June 30, 2011","CALGARY",450,NA,NA,225,2,0,6.03225806451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T6E",5,3,"December 31, 2011","EDMONTON",19,NA,NA,1,19,0,26,NA,3,16,NA,NA,19,83.8421052631579,902.468036842105,308157.894736842,199000,385000
"2011","1060","J5C",5,2,"September 30, 2011","MONTRÉAL",3,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K1M",1,1,"September 30, 2011","OTTAWA",3,NA,NA,3,1,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G1C",5,1,"December 31, 2011","QUÉBEC",4,NA,NA,2,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1700","nan",4,3,"March 31, 2011","SASKATOON",32,NA,NA,6,5.33333333333333,0,7.33333333333333,NA,NA,15,11,NA,26,0,0,297400,239900,339900
"2011","2270","L4S",4,3,"December 31, 2011","TORONTO",37,NA,NA,7,5.28571428571429,3,8.28571428571429,NA,NA,NA,28,NA,28,181.928571428571,1958.26095,415168.571428571,396990,496990
"2011","2270","M1B",1,1,"September 30, 2011","TORONTO",1,NA,NA,1,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M6H",1,1,"September 30, 2011","TORONTO",1,NA,NA,1,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M9R",5,3,"March 31, 2011","TORONTO",48,NA,NA,2,24,0,4.5,NA,NA,18,30,NA,48,0,0,196312.5,189000,200700
"2011","2410","V0N",5,1,"June 30, 2011","VANCOUVER",6,NA,NA,3,2,2,7,NA,NA,NA,NA,1,1,237,2551.0443,796950,796950,796950
"2011","2410","V2Y",4,3,"March 31, 2011","VANCOUVER",11,NA,NA,3,3.66666666666667,0,8,NA,NA,11,NA,NA,11,0,0,421718.181818182,414900,434900
"2011","2410","V6L",1,2,"June 30, 2011","VANCOUVER",3,NA,NA,3,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V6V",1,1,"September 30, 2011","VANCOUVER",5,NA,NA,5,1,0,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2680","R3T",1,1,"September 30, 2011","WINNIPEG",5,NA,NA,5,1,0,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T9E",1,1,"March 31, 2011","EDMONTON",164,NA,NA,164,1,0,8.22560975609756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H7R",1,1,"September 30, 2011","MONTRÉAL",22,NA,NA,22,1,0,6.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J0P",5,2,"September 30, 2011","MONTRÉAL",6,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","nan",4,3,"March 31, 2011","OTTAWA",8,NA,NA,1,8,0,8,NA,NA,8,NA,NA,8,119.375,1284.9405625,183025,180400,187400
"2011","1400","G2C",5,2,"March 31, 2011","QUÉBEC",262,NA,NA,36,7.27777777777778,1.91666666666667,6.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G2G",4,1,"March 31, 2011","QUÉBEC",8,NA,NA,1,8,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G6K",2,1,"September 30, 2011","QUÉBEC",18,NA,NA,9,2,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V3S",2,3,"June 30, 2011","VANCOUVER",42,NA,NA,21,2,0,7.47619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V3W",5,3,"March 31, 2011","VANCOUVER",116,NA,NA,2,58,4,7,NA,68,44,4,NA,116,15.1379310344828,162.943175862069,233466.379310345,182900,349900
"2011","0610","L7T",1,1,"June 30, 2011","HAMILTON",10,NA,NA,10,1,0,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0610","L8G",2,3,"June 30, 2011","HAMILTON",4,NA,NA,2,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K0A",5,3,"September 30, 2011","OTTAWA",89,NA,NA,4,22.25,0,13,NA,5,70,14,NA,89,73.9101123595506,795.561058426967,230605.337078652,171900,333900
"2011","1400","G6C",1,1,"September 30, 2011","QUÉBEC",3,NA,NA,3,1,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G6V",5,3,"September 30, 2011","QUÉBEC",72,NA,NA,3,24,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M6M",1,1,"June 30, 2011","TORONTO",7,NA,NA,7,1,0,13.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M6S",5,3,"June 30, 2011","TORONTO",464,NA,NA,1,464,29,33,NA,371,93,NA,NA,464,0,0,288306.034482759,239000,485000
"2011","2270","M8Z",1,1,"September 30, 2011","TORONTO",7,NA,NA,7,1,0,13.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V5X",1,2,"September 30, 2011","VANCOUVER",7,NA,NA,7,1,0,10.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V6H",1,1,"March 31, 2011","VANCOUVER",4,NA,NA,4,1,0,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V7A",2,3,"March 31, 2011","VANCOUVER",6,NA,NA,3,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2680","nan",1,3,"June 30, 2011","WINNIPEG",26,NA,NA,26,1,0,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0140","T3E",4,3,"March 31, 2011","CALGARY",32,NA,NA,5,6.4,0,9,NA,4,NA,19,NA,23,160.782608695652,1730.64792173913,734113.043478261,499900,850000
"2011","1060","H3E",4,1,"December 31, 2011","MONTRÉAL",12,NA,NA,2,6,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K1M",4,3,"March 31, 2011","OTTAWA",8,NA,NA,1,8,0,NA,NA,NA,7,1,NA,8,117.5,1264.75825,278137.5,253900,306900
"2011","1265","K4M",1,1,"December 31, 2011","OTTAWA",4,NA,NA,4,1,0,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G1N",1,1,"December 31, 2011","QUÉBEC",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G1Y",1,1,"September 30, 2011","QUÉBEC",3,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G2G",2,1,"December 31, 2011","QUÉBEC",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","L1Z",1,1,"March 31, 2011","TORONTO",2,NA,NA,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M6C",1,1,"September 30, 2011","TORONTO",3,NA,NA,3,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V8R",2,1,"December 31, 2011","VICTORIA",4,NA,NA,2,2,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V8V",5,2,"June 30, 2011","VICTORIA",51,NA,NA,6,8.5,0.666666666666667,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2680","R3E",1,1,"March 31, 2011","WINNIPEG",9,NA,NA,9,1,0,5.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0140","T2K",5,2,"March 31, 2011","CALGARY",5,NA,NA,1,5,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T5Y",1,1,"September 30, 2011","EDMONTON",167,NA,NA,167,1,0,5.86746987951807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H7G",1,1,"June 30, 2011","MONTRÉAL",1,NA,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J7K",5,1,"June 30, 2011","MONTRÉAL",2,NA,NA,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K2H",5,3,"December 31, 2011","OTTAWA",16,NA,NA,2,8,1.5,9,NA,NA,16,NA,NA,16,101.8125,1095.89956875,289737.5,279900,297900
"2011","1400","G1X",5,1,"March 31, 2011","QUÉBEC",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V8L",1,1,"March 31, 2011","VICTORIA",9,NA,NA,9,1,0,10.2222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0140","T4B",1,1,"June 30, 2011","CALGARY",9,NA,NA,9,1,0,6.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G2J",5,3,"March 31, 2011","QUÉBEC",24,NA,NA,1,24,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M8V",1,1,"December 31, 2011","TORONTO",4,NA,NA,4,1,0,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V9A",2,2,"March 31, 2011","VICTORIA",2,NA,NA,2,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T6E",2,1,"September 30, 2011","EDMONTON",8,NA,NA,4,2,0,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T7Z",4,2,"June 30, 2011","EDMONTON",6,NA,NA,1,6,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T8R",5,2,"March 31, 2011","EDMONTON",3,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","L0P",1,1,"September 30, 2011","TORONTO",45,NA,NA,45,1,0,10.3111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V5R",4,2,"March 31, 2011","VANCOUVER",3,NA,NA,1,3,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V9B",4,3,"March 31, 2011","VICTORIA",34,NA,NA,9,3.77777777777778,0,8.375,NA,NA,4,30,NA,34,49.0882352941176,528.380855882353,403314.705882353,360000,474900
"2011","0140","T2C",5,3,"December 31, 2011","CALGARY",139,NA,NA,2,69.5,1.5,12,NA,28,111,NA,NA,139,78.7625899280576,847.792641726619,234637.517985612,178395,339900
"2011","1060","J0L",5,1,"June 30, 2011","MONTRÉAL",14,NA,NA,7,2,0.571428571428571,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K4P",4,1,"December 31, 2011","OTTAWA",7,NA,NA,1,7,0,8,NA,NA,NA,7,NA,7,187,2012.8493,319900,319900,319900
"2011","2270","L5B",5,3,"March 31, 2011","TORONTO",487,NA,NA,1,487,36,29,NA,413,74,NA,NA,487,0,0,280841.889117043,195000,437500
"2011","2270","M1E",1,1,"June 30, 2011","TORONTO",7,NA,NA,7,1,0,5.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V5X",1,1,"June 30, 2011","VANCOUVER",37,NA,NA,37,1,0,12.972972972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V6H",5,2,"December 31, 2011","VANCOUVER",49,NA,NA,1,49,12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","V8T",4,3,"September 30, 2011","VICTORIA",7,NA,NA,1,7,0,16,NA,NA,NA,7,NA,7,139.285714285714,1499.2575,498685.714285714,485000,529900
"2011","2680","R2N",1,1,"June 30, 2011","WINNIPEG",28,NA,NA,28,1,0,4.70833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2680","R3M",5,3,"June 30, 2011","WINNIPEG",23,NA,NA,2,11.5,1.5,10,NA,NA,23,NA,NA,23,15.5217391304348,167.074447826087,233695.652173913,199000,425000
"2011","0340","T5M",2,1,"September 30, 2011","EDMONTON",8,NA,NA,4,2,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0580","B2W",1,2,"June 30, 2011","HALIFAX",2,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0610","L7T",5,3,"December 31, 2011","HAMILTON",65,NA,NA,1,65,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H2B",5,2,"June 30, 2011","MONTRÉAL",6,NA,NA,2,3,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J7Y",1,1,"September 30, 2011","MONTRÉAL",40,NA,NA,40,1,0,5.07692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1490","S4N",2,2,"June 30, 2011","REGINA",42,NA,NA,21,2,0,8.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V3X",1,1,"December 31, 2011","VANCOUVER",104,NA,NA,104,1,0,7.74747474747475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0140","T2V",2,1,"March 31, 2011","CALGARY",8,NA,NA,4,2,0,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H8S",5,2,"June 30, 2011","MONTRÉAL",14,NA,NA,3,4.66666666666667,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J5T",5,2,"December 31, 2011","MONTRÉAL",16,NA,NA,3,5.33333333333333,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K1T",1,1,"September 30, 2011","OTTAWA",132,NA,NA,132,1,0,4.81818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K1T",4,1,"March 31, 2011","OTTAWA",81,NA,NA,19,4.26315789473684,0,5.11111111111111,NA,NA,4,77,NA,81,175.382716049383,1887.80201728395,327245.679012346,279900,398900
"2011","1400","G3J",1,1,"March 31, 2011","QUÉBEC",16,NA,NA,16,1,0,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V3E",4,3,"June 30, 2011","VANCOUVER",176,NA,NA,30,5.86666666666667,0,6.93333333333333,NA,NA,NA,137,39,176,152.636363636364,1642.96255454545,508191.022727273,399900,641893
"2011","2680","R3N",1,1,"December 31, 2011","WINNIPEG",1,NA,NA,1,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0580","B4C",2,1,"December 31, 2011","HALIFAX",24,NA,NA,12,2,0,4.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J7Z",5,3,"September 30, 2011","MONTRÉAL",30,NA,NA,3,10,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1265","K1R",1,1,"June 30, 2011","OTTAWA",1,NA,NA,1,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G1G",5,1,"September 30, 2011","QUÉBEC",2,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G2A",4,3,"June 30, 2011","QUÉBEC",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M6P",5,3,"March 31, 2011","TORONTO",777,NA,NA,9,86.3333333333333,4.44444444444444,22.7777777777778,NA,NA,91,43,NA,134,0,0,295186.567164179,240000,375000
"2011","2270","nan",4,1,"June 30, 2011","TORONTO",2160,NA,NA,374,5.77540106951872,0,8.42765273311897,NA,NA,2,1532,39,1573,83.0794659885569,894.259063954228,353576.592498411,198880,734990
"2011","2410","V5R",5,1,"September 30, 2011","VANCOUVER",32,NA,NA,16,2,2,14.0625,NA,NA,NA,1,2,3,234,2518.7526,908333.333333333,8e+05,1e+06
"2011","2680","R2M",1,1,"June 30, 2011","WINNIPEG",26,NA,NA,26,1,0,6.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0140","T2A",5,2,"December 31, 2011","CALGARY",4,NA,NA,1,4,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T0A",2,1,"September 30, 2011","EDMONTON",2,NA,NA,1,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G1J",5,3,"December 31, 2011","QUÉBEC",4,NA,NA,1,4,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G2N",5,1,"March 31, 2011","QUÉBEC",2,NA,NA,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M1N",1,1,"December 31, 2011","TORONTO",24,NA,NA,24,1,0,5.52941176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V4W",5,1,"September 30, 2011","VANCOUVER",14,NA,NA,7,2,1.71428571428571,18.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T6G",2,1,"December 31, 2011","EDMONTON",6,NA,NA,3,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J5C",5,3,"December 31, 2011","MONTRÉAL",42,NA,NA,4,10.5,2.25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G2M",1,1,"December 31, 2011","QUÉBEC",37,NA,NA,37,1,0,3.63636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1490","S4S",1,1,"March 31, 2011","REGINA",11,NA,NA,11,1,0,18.4545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","L3Z",4,1,"March 31, 2011","TORONTO",23,NA,NA,4,5.75,0,12.75,NA,NA,NA,18,NA,18,0,0,279878.888888889,268990,295990
"2011","2410","V5A",2,1,"March 31, 2011","VANCOUVER",2,NA,NA,1,2,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V5Y",5,1,"September 30, 2011","VANCOUVER",14,NA,NA,7,2,2,10,NA,NA,NA,1,1,2,230,2475.697,2219000,2198000,2240000
"2011","2410","V6P",1,2,"March 31, 2011","VANCOUVER",9,NA,NA,9,1,0,6.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2440","nan",1,1,"March 31, 2011","VICTORIA",129,NA,NA,129,1,0,9.91525423728813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T6H",1,1,"March 31, 2011","EDMONTON",7,NA,NA,7,1,0,7.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0580","B3N",2,1,"September 30, 2011","HALIFAX",54,NA,NA,27,2,0,5.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0610","L9G",4,3,"June 30, 2011","HAMILTON",12,NA,NA,3,4,0,16,NA,NA,NA,12,NA,12,0,0,280649.583333333,223000,316000
"2011","1060","J4P",5,3,"December 31, 2011","MONTRÉAL",12,NA,NA,1,12,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","J7V",2,1,"December 31, 2011","MONTRÉAL",32,NA,NA,16,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1490","nan",1,1,"September 30, 2011","REGINA",117,NA,NA,117,1,0,12.7586206896552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2680","R2V",2,1,"December 31, 2011","WINNIPEG",2,NA,NA,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0340","T6C",2,1,"December 31, 2011","EDMONTON",10,NA,NA,5,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0580","B3A",2,1,"March 31, 2011","HALIFAX",4,NA,NA,2,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","0580","B4A",1,1,"September 30, 2011","HALIFAX",56,NA,NA,56,1,0,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H1A",5,2,"December 31, 2011","MONTRÉAL",38,NA,NA,2,19,2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1400","G1W",5,3,"December 31, 2011","QUÉBEC",29,NA,NA,8,3.625,1.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2270","M6L",1,1,"December 31, 2011","TORONTO",12,NA,NA,12,1,0,20.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V3M",1,1,"September 30, 2011","VANCOUVER",55,NA,NA,55,1,0,8.10909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2410","V6J",1,1,"December 31, 2011","VANCOUVER",12,NA,NA,12,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","1060","H2E",5,4,"December 31, 2011","MONTRÉAL",60,NA,NA,1,60,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
