"ref_yy","CSDuid","mkttycd","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"1995","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"1998","4806021",3,"0140","CALGARY","AIRDRIE CY",2,100,0,0,0,0,0
"2000","2464010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,0
"2002","4811016",2,"0340","EDMONTON","LEDUC CY",1,100,0,0,0,0,0
"2003","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",11,100,0,0,0,0,0
"2004","4806016",3,"0140","CALGARY","CALGARY CY",28,100,0,0,0,0,0
"2004","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2004","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",2,100,0,0,0,0,3
"2005","2464008",2,"1060","MONTRÉAL","TERREBONNE V",1,100,0,0,0,0,0
"2006","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2006","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,100,0,0,0,4
"2007","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",9,100,0,0,0,0,0
"2011","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",3,100,0,0,0,0,0
"2016","3522012",2,"2270","TORONTO","MONO T",NA,NA,NA,NA,NA,NA,NA
"2016","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2018","2460035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2020","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,4
"1988","2457280",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2464500",3,"1060",NA,NA,8,100,0,0,0,0,0
"1989","2463110",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2465720",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2472230",2,"1060",NA,NA,3,100,0,0,0,0,0
"1990","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",7,85.714285714286,0,14.285714285714,0,0,3.57142857142857
"1992","2473120",2,"1060",NA,NA,9,100,0,0,0,0,0.444444444444444
"1993","2457150",2,"1060",NA,NA,6,100,0,0,0,0,1.5
"1994","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,100,0,0,0,4
"1996","3519028",3,"2270","TORONTO","VAUGHAN CY",2,100,0,0,0,0,0
"1998","2475015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2001","3520005",2,"2270","TORONTO","AJAX T",2,100,0,0,0,0,0
"2005","2472043",2,"1060","MONTRÉAL","SAINT-PLACIDE MÉ",1,100,0,0,0,0,0
"2009","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,3
"2012","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",3,100,0,0,0,0,0
"2013","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2016","2460005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,3
"2017","3520005",2,"2270","TORONTO","AJAX T",3,0,33.333333333333,33.333333333333,33.333333333333,0,14.3333333333333
"2018","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,100,0,23
"1990","2456750",3,"1060",NA,NA,2,100,0,0,0,0,1.5
"1990","3520004",1,"2270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2456650",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","5915025",2,"2410","VANCOUVER","BURNABY CY",3,66.666666666667,33.333333333333,0,0,0,2
"1995","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,3
"1995","2459020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,1
"1995","2472015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1996","3520008",3,"2270",NA,NA,12,33.333333333333,58.333333333333,8.333333333333,0,0,3.33333333333333
"2002","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,0
"2002","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,0
"2002","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2002","5915051",1,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2003","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2005","2455065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2005","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",3,100,0,0,0,0,0
"2009","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",8,100,0,0,0,0,0
"2009","5915051",1,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2012","2457040",1,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2014","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,0
"2016","2464008",3,"1060","MONTRÉAL","TERREBONNE V",12,83.333333333333,16.666666666667,0,0,0,2.91666666666667
"2016","3520005",2,"2270","TORONTO","AJAX T",3,0,0,33.333333333333,0,66.666666666667,36
"2017","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",11,100,0,0,0,0,2.72727272727273
"2017","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,3
"2018","2459015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,2
"2020","3519028",2,"2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,3
"2020","3520005",3,"2270","TORONTO","AJAX T",30,3.333333333333,36.666666666667,26.666666666667,10,23.333333333333,16.9333333333333
"2021","3519028",3,"2270","TORONTO","VAUGHAN CY",5,0,0,40,0,60,36.6
"2021","4806014",2,"0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"2021","5915038",2,"2410","VANCOUVER","ANMORE VL",NA,NA,NA,NA,NA,NA,NA
"2022","2457040",2,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2022","5915034",2,"2410","VANCOUVER","COQUITLAM CY",8,0,12.5,0,37.5,50,36
"1990","3520008",3,"2270",NA,NA,2,100,0,0,0,0,0
"1992","2465480",2,"1060",NA,NA,1,100,0,0,0,0,0
"1993","3520004",3,"2270",NA,NA,1,100,0,0,0,0,3
"1994","2455065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,100,0,0,0,0,2
"1994","2466150",2,"1060",NA,NA,2,100,0,0,0,0,3
"1995","2464005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2000","4811061",3,"0340","EDMONTON","EDMONTON CY",8,100,0,0,0,0,0
"2001","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",6,100,0,0,0,0,0
"2001","2466025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",6,100,0,0,0,0,0
"2010","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2014","3519036",2,"2270","TORONTO","MARKHAM CY",NA,NA,NA,NA,NA,NA,NA
"2015","2459015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,100,0,0,0,0,2.25
"2015","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",2,0,100,0,0,0,4.5
"2016","3519036",2,"2270","TORONTO","MARKHAM CY",1,0,0,0,100,0,24
"2018","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,100,0,0,0,0,2.66666666666667
"2020","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,4
"2020","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,2
"2020","4811048",2,"0340","EDMONTON","STONY PLAIN T",1,0,0,100,0,0,12
"2022","2471105",2,"1060","MONTRÉAL","SAINT-LAZARE V",2,100,0,0,0,0,2
"2022","5915022",2,"2410","VANCOUVER","VANCOUVER CY",12,0,66.666666666667,33.333333333333,0,0,7.08333333333333
"1989","2465500",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","3519070",2,"2270","TORONTO","GEORGINA T",1,100,0,0,0,0,0
"1990","2456580",2,"1060",NA,NA,1,0,100,0,0,0,4
"1991","2462200",3,"1060",NA,NA,8,100,0,0,0,0,0
"1992","2473300",2,"1060",NA,NA,2,100,0,0,0,0,0
"1993","2465320",2,"1060",NA,NA,1,100,0,0,0,0,0
"1993","2473180",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","3520005",3,"2270","TORONTO","AJAX T",27,88.888888888889,0,7.407407407407,0,3.703703703704,2.7037037037037
"2000","4806016",3,"0140","CALGARY","CALGARY CY",35,100,0,0,0,0,0
"2001","2475005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2002","2457025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2002","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2002","2473020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2007","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2007","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","2472043",1,"1060","MONTRÉAL","SAINT-PLACIDE MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","4806016",3,"0140","CALGARY","CALGARY CY",3,100,0,0,0,0,0
"2009","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2012","3524009",1,"2270","TORONTO","MILTON T",NA,NA,NA,NA,NA,NA,NA
"2012","5915001",1,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2014","3520005",3,"2270","TORONTO","AJAX T",33,48.484848484848,3.030303030303,27.272727272727,0,21.212121212121,11.8484848484848
"2018","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",4,75,0,25,0,0,4
"2020","5915020",2,"2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,100,0,0,0,6
"2022","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"1995","2460010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,0
"2001","3520005",3,"2270","TORONTO","AJAX T",44,70.454545454545,2.272727272727,6.818181818182,15.909090909091,4.545454545455,6.65909090909091
"2003","5915022",2,"2410","VANCOUVER","VANCOUVER CY",3,33.333333333333,33.333333333333,33.333333333333,0,0,9
"2005","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",12,100,0,0,0,0,0
"2005","3518029",3,"2270","TORONTO","UXBRIDGE TP",1,100,0,0,0,0,3
"2007","2460035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2007","2466087",2,"1060","MONTRÉAL","DORVAL V",1,100,0,0,0,0,0
"2007","2467050",1,"1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2008","2466142",2,"1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",1,100,0,0,0,0,0
"2010","5915011",3,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,4
"2012","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,0
"2014","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2017","2456083",2,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",8,62.5,37.5,0,0,0,3
"2017","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2019","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2020","3521005",2,"2270","TORONTO","AJAX T",1,0,0,100,0,0,12
"1988","2473650",2,"1060",NA,NA,1,100,0,0,0,0,0
"1990","3520004",2,"2270",NA,NA,5,100,0,0,0,0,0.4
"1990","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",2,50,50,0,0,0,2
"1992","2462280",2,"1060",NA,NA,3,100,0,0,0,0,0.666666666666667
"1994","3522014",4,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,100,0,0,0,0,0
"1995","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",34,100,0,0,0,0,0.470588235294118
"1995","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"1996","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2006","3506008",2,"1265","OTTAWA","OTTAWA CV",1,100,0,0,0,0,0
"2008","3520005",1,"2270","TORONTO","AJAX T",1,100,0,0,0,0,0
"2009","5915001",3,"2410","VANCOUVER","LANGLEY DM",1,0,100,0,0,0,4
"2011","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,0
"2012","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",1,100,0,0,0,0,3
"2012","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2013","2458037",3,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,100,0,0,0,0,2
"2014","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"2015","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,2
"2015","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2017","2457035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,3
"2020","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,0,100,0,0,0,5
"1992","3520008",4,"2270",NA,NA,1,100,0,0,0,0,0
"1992","5915004",3,"2410","VANCOUVER","SURREY CY",5,100,0,0,0,0,0.4
"1994","3506014",2,"1265",NA,NA,2,50,50,0,0,0,2
"1994","5915004",3,"2410","VANCOUVER","SURREY CY",16,56.25,43.75,0,0,0,2.5
"1996","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",8,100,0,0,0,0,0
"2001","2458010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2001","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",9,100,0,0,0,0,0
"2004","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2005","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,100,0,0,0,0,0
"2006","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2006","5915011",3,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,3
"2007","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2007","2464008",2,"1060","MONTRÉAL","TERREBONNE V",9,100,0,0,0,0,1.88888888888889
"2008","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2015","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,33.333333333333,66.666666666667,0,0,0,3.66666666666667
"2016","2464008",2,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2016","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",31,77.41935483871,9.677419354839,12.903225806452,0,0,4.74193548387097
"2016","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2016","5915022",2,"2410","VANCOUVER","VANCOUVER CY",14,14.285714285714,35.714285714286,42.857142857143,0,7.142857142857,10.7142857142857
"2017","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,100,0,0,0,0,3
"2018","2466107",3,"1060","MONTRÉAL","BEACONSFIELD V",1,0,100,0,0,0,4
"2019","2473020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,3
"1989","3520019",3,"2270",NA,NA,3,100,0,0,0,0,0
"1992","2457150",3,"1060",NA,NA,1,100,0,0,0,0,0
"1992","2466300",2,"1060",NA,NA,1,0,100,0,0,0,4
"1994","3506014",3,"1265",NA,NA,1,100,0,0,0,0,0
"1996","2466080",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","5915022",3,"2410","VANCOUVER","VANCOUVER CY",19,21.052631578947,42.105263157895,15.789473684211,10.526315789474,10.526315789474,13.3684210526316
"1999","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2001","2466020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2001","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",55,100,0,0,0,0,0
"2003","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",48,100,0,0,0,0,1.1875
"2004","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","4811061",3,"0340","EDMONTON","EDMONTON CY",19,84.210526315789,5.263157894737,10.526315789474,0,0,1.89473684210526
"2005","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",5,100,0,0,0,0,0.6
"2006","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,100,0,0,0,0,1.66666666666667
"2007","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2007","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",6,33.333333333333,50,16.666666666667,0,0,3.16666666666667
"2009","2457040",3,"1060","MONTRÉAL","BELOEIL V",3,100,0,0,0,0,0
"2010","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,1
"2010","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,100,0,0,0,0,0.666666666666667
"2011","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,0
"2011","5915022",3,"2410","VANCOUVER","VANCOUVER CY",8,37.5,0,50,0,12.5,11.125
"2013","3519036",3,"2270","TORONTO","MARKHAM CY",1,0,0,100,0,0,11
"2014","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2014","5915011",2,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2014","5915020",2,"2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,100,0,0,0,6
"2016","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",4,25,75,0,0,0,4
"2016","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,2
"2021","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,4
"1997","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,0
"2001","5915022",4,"2410","VANCOUVER","VANCOUVER CY",2,0,100,0,0,0,4
"2006","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",6,100,0,0,0,0,0.833333333333333
"2007","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",11,100,0,0,0,0,0
"2008","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,0
"2008","3506008",2,"1265","OTTAWA","OTTAWA CV",1,100,0,0,0,0,0
"2009","4811062",2,"0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2010","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",90,90,8.888888888889,1.111111111111,0,0,1.84444444444444
"2011","3502036",3,"1265","OTTAWA","CLARENCE-ROCKLAND C",2,100,0,0,0,0,0
"2012","2459020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",6,100,0,0,0,0,2
"2015","2457045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,3
"2016","4806016",3,"0140","CALGARY","CALGARY CY",28,50,46.428571428571,3.571428571429,0,0,3.75
"2018","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,3
"2018","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,4
"2020","5915011",2,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"1991","2469480",2,"1060",NA,NA,2,100,0,0,0,0,0
"1993","2457280",3,"1060",NA,NA,1,100,0,0,0,0,0
"1993","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,0
"1994","2466075",3,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",1,100,0,0,0,0,0
"1997","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,0
"2006","4811061",3,"0340","EDMONTON","EDMONTON CY",27,100,0,0,0,0,0
"2009","2473020",4,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2011","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",5,100,0,0,0,0,1
"2012","2459015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2013","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",6,0,83.333333333333,16.666666666667,0,0,6.16666666666667
"2015","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,3
"2015","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2018","2455065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,100,0,0,0,0,2
"2020","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1988","2456400",2,"1060",NA,NA,2,100,0,0,0,0,0
"1992","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",2,100,0,0,0,0,1
"1993","2457320",3,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",4,75,25,0,0,0,1.25
"1999","2470025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2005","5915004",3,"2410","VANCOUVER","SURREY CY",2,0,100,0,0,0,4
"2006","2471070",3,"1060","MONTRÉAL","PINCOURT V",2,100,0,0,0,0,0
"2006","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,0,0,100,0,0,14
"2010","4811061",3,"0340","EDMONTON","EDMONTON CY",12,91.666666666667,8.333333333333,0,0,0,0.583333333333333
"2011","4811061",2,"0340","EDMONTON","EDMONTON CY",1,100,0,0,0,0,0
"2012","2464008",3,"1060","MONTRÉAL","TERREBONNE V",5,40,20,40,0,0,4.4
"2014","3506008",2,"1265","OTTAWA","OTTAWA CV",8,75,25,0,0,0,3
"2019","3518001",3,"2270","TORONTO","PICKERING CY",2,0,100,0,0,0,4
"1988","2457280",1,"1060",NA,NA,1,100,0,0,0,0,0
"1990","2465700",3,"1060",NA,NA,3,100,0,0,0,0,0
"1990","4806016",3,"0140","CALGARY","CALGARY CY",2,50,0,50,0,0,4.5
"1993","2462280",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2460015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",7,100,0,0,0,0,0
"2006","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,100,0,0,11.5
"2007","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",8,100,0,0,0,0,0.25
"2007","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,0
"2012","5915004",3,"2410","VANCOUVER","SURREY CY",1,0,100,0,0,0,5
"2014","5915022",1,"2410","VANCOUVER","VANCOUVER CY",1,0,100,0,0,0,4
"2015","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,3
"2015","5915015",3,"2410","VANCOUVER","RICHMOND CY",5,0,40,60,0,0,10.2
"2019","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,100,0,0,0,0,3
"2021","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",6,83.333333333333,16.666666666667,0,0,0,3.16666666666667
"2021","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2022","2456083",2,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",4,25,75,0,0,0,4.5
"1991","2463190",2,"1060",NA,NA,3,100,0,0,0,0,0
"1995","5915034",3,"2410","VANCOUVER","COQUITLAM CY",1,0,100,0,0,0,4
"2003","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2005","2464008",3,"1060","MONTRÉAL","TERREBONNE V",22,100,0,0,0,0,0
"2005","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2009","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",24,100,0,0,0,0,0
"2009","5915020",2,"2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,100,0,0,0,4
"2011","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",3,0,100,0,0,0,4
"2012","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",1,100,0,0,0,0,0
"2012","5915075",3,"2410","VANCOUVER","MAPLE RIDGE CY",3,0,100,0,0,0,4
"2013","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",30,86.666666666667,13.333333333333,0,0,0,2.73333333333333
"2013","3520005",3,"2270","TORONTO","AJAX T",30,26.666666666667,13.333333333333,30,6.666666666667,23.333333333333,15.8666666666667
