"ref_yy","CSDuid","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2014","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,100,0,0,0,16
"2016","5915011","2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2018","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"1990","2462280","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2456500","1060",NA,NA,1,0,0,100,0,0,24
"1993","2462280","1060",NA,NA,1,0,100,0,0,0,12
"1994","4806021","0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,4
"1999","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,9
"2000","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",27,0,100,0,0,0,11.037037037037
"2001","2466057","1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"2001","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",6,0,66.666666666667,33.333333333333,0,0,16.6666666666667
"2010","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",9,0,100,0,0,0,11.7777777777778
"2013","4811062","0340","EDMONTON","ST. ALBERT CY",8,0,0,37.5,62.5,0,62.5
"2016","2455057","1060","MONTRÉAL","RICHELIEU V",3,0,100,0,0,0,8
"1990","2452780","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","3524001","2270","TORONTO","PICKERING CY",1,0,0,0,100,0,100
"1995","2458005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1996","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",4,0,100,0,0,0,8
"1997","2464010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"2003","4806016","0140","CALGARY","CALGARY CY",31,9.677419354839,16.129032258065,38.709677419355,12.903225806452,22.58064516129,62.2258064516129
"2006","2471070","1060","MONTRÉAL","PINCOURT V",2,0,100,0,0,0,6.5
"2007","5915004","2410","VANCOUVER","SURREY CY",8,0,0,50,12.5,37.5,70.75
"2010","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",15,0,100,0,0,0,7.53333333333333
"2012","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,50,50,0,0,0,5
"2015","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",7,57.142857142857,42.857142857143,0,0,0,6.85714285714286
"2018","2457040","1060","MONTRÉAL","BELOEIL V",6,0,50,16.666666666667,16.666666666667,16.666666666667,56.8333333333333
"2020","4811048","0340","EDMONTON","STONY PLAIN T",1,0,0,0,100,0,84
"2021","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",NA,NA,NA,NA,NA,NA,NA
"1995","5913011","2410","VANCOUVER","DELTA DM",1,0,0,0,100,0,63
"1999","5915022","2410","VANCOUVER","VANCOUVER CY",19,0,10.526315789474,52.631578947368,15.789473684211,21.052631578947,68.4210526315789
"2002","4811061","0340","EDMONTON","EDMONTON CY",27,0,11.111111111111,37.037037037037,29.62962962963,22.222222222222,73.2592592592593
"2005","4806016","0140","CALGARY","CALGARY CY",24,33.333333333333,16.666666666667,25,8.333333333333,16.666666666667,49.5
"2009","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,0,0,100,137
"2012","2460013","1060","MONTRÉAL","REPENTIGNY V",3,0,100,0,0,0,11.3333333333333
"2015","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,0,100,0,0,0,6
"2019","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,0,100,0,0,0,6
"2019","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",7,0,57.142857142857,28.571428571429,14.285714285714,0,24.7142857142857
"2020","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",2,0,0,0,0,100,253
"2021","4806016","0140","CALGARY","CALGARY CY",44,13.636363636364,40.909090909091,2.272727272727,18.181818181818,25,55.8863636363636
"2022","3519054","2270","TORONTO","EAST GWILLIMBURY T",1,0,100,0,0,0,18
"1988","2465280","1060",NA,NA,1,0,0,100,0,0,51
"1993","2462110","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2465500","1060",NA,NA,1,0,0,100,0,0,24
"1993","3520001","2270","TORONTO","PICKERING CY",3,0,33.333333333333,33.333333333333,0,33.333333333333,71
"1997","4811061","0340","EDMONTON","EDMONTON CY",7,0,42.857142857143,42.857142857143,0,14.285714285714,43.7142857142857
"2001","5915043","2410","VANCOUVER","PORT MOODY CY",4,100,0,0,0,0,5
"2005","2458227","1060","MONTRÉAL","LONGUEUIL V",29,37.931034482759,62.068965517241,0,0,0,7.55172413793103
"2005","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",5,40,40,20,0,0,18.6
"2007","4811064","0340","EDMONTON","GIBBONS T",1,100,0,0,0,0,4
"2013","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,0,33.333333333333,66.666666666667,0,0,31.3333333333333
"2013","2470022","1060","MONTRÉAL","BEAUHARNOIS V",2,50,50,0,0,0,5
"2017","2457010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,16
"2017","3521010","2270","TORONTO","BRAMPTON CY",27,0,100,0,0,0,13.1111111111111
"2019","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",3,0,33.333333333333,66.666666666667,0,0,30.3333333333333
"2019","2458227","1060","MONTRÉAL","LONGUEUIL V",25,4,76,12,8,0,17.56
"1988","2465700","1060",NA,NA,2,0,100,0,0,0,12
"1989","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",5,0,0,60,0,40,69.8
"1990","2462310","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","3518005","2270","TORONTO","AJAX T",3,0,0,66.666666666667,33.333333333333,0,61
"1990","5915034","2410","VANCOUVER","COQUITLAM CY",12,8.333333333333,0,66.666666666667,25,0,46.4166666666667
"1991","2464500","1060",NA,NA,29,68.965517241379,27.586206896552,0,0,3.448275862069,9.03448275862069
"1992","2466500","1060",NA,NA,8,37.5,62.5,0,0,0,5.5
"1992","3520004","2270",NA,NA,9,11.111111111111,11.111111111111,11.111111111111,11.111111111111,55.555555555556,120.222222222222
"1994","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1997","3520001","2270","TORONTO","PICKERING CY",2,0,0,0,0,100,153.5
"1998","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",4,25,75,0,0,0,5.5
"2000","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",1,0,100,0,0,0,6
"2005","3521005","2270","TORONTO","AJAX T",3,0,0,33.333333333333,0,66.666666666667,199.666666666667
"2006","2466087","1060","MONTRÉAL","DORVAL CÉ",1,0,100,0,0,0,8
"2007","3524009","2270","TORONTO","MILTON T",2,0,0,100,0,0,48
"2009","3519036","2270","TORONTO","MARKHAM T",3,66.666666666667,0,0,0,33.333333333333,43.3333333333333
"2010","2473020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2011","2458007","1060","MONTRÉAL","BROSSARD V",19,31.578947368421,57.894736842105,10.526315789474,0,0,9.05263157894737
"2013","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"1988","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,50,0,50,0,40
"1989","2456500","1060",NA,NA,2,0,100,0,0,0,7.5
"1991","3520019","2270",NA,NA,1,0,0,0,100,0,100
"1994","5915063","2410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","2458025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"1999","3506014","1265",NA,NA,5,0,80,20,0,0,13.4
"2000","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,11
"2001","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,0,0,50,0,50,73
"2004","5915022","2410","VANCOUVER","VANCOUVER CY",31,9.677419354839,16.129032258065,48.387096774194,9.677419354839,16.129032258065,64.1935483870968
"2011","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",49,14.285714285714,75.510204081633,4.081632653061,2.040816326531,4.081632653061,15.265306122449
"2011","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"2011","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,100,0,0,46
"2012","2466058","1060","MONTRÉAL","CÔTE SAINT-LUC V",2,50,0,50,0,0,12.5
"2012","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",6,0,83.333333333333,16.666666666667,0,0,18.3333333333333
"2013","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2014","2460028","1060","MONTRÉAL","L'ASSOMPTION V",2,0,100,0,0,0,10.5
"2020","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,4
"1989","2465500","1060",NA,NA,2,0,100,0,0,0,6
"1992","5915018","2410",NA,NA,1,0,0,100,0,0,36
"1997","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,40,0,20,40,0,38.4
"2003","2467020","1060","MONTRÉAL","CANDIAC V",4,0,100,0,0,0,7
"2004","5915015","2410","VANCOUVER","RICHMOND CY",7,0,28.571428571429,28.571428571429,28.571428571429,14.285714285714,66.8571428571429
"2006","5915002","2410","VANCOUVER","LANGLEY CY",3,0,0,66.666666666667,33.333333333333,0,52.6666666666667
"2015","4811049","0340","EDMONTON","SPRUCE GROVE CY",4,0,100,0,0,0,9
"2018","2463048","1060","MONTRÉAL","SAINT-LIN--LAURENTIDES V",3,0,100,0,0,0,8.66666666666667
"2021","2466032","1060","MONTRÉAL","OKA MÉ",1,0,100,0,0,0,6
"2022","2452007","1060","MONTRÉAL","BROSSARD V",3,100,0,0,0,0,4
"2022","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",3,100,0,0,0,0,4
"1990","2472230","1060",NA,NA,6,0,100,0,0,0,6
"1995","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1999","2459005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2010","2459025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,6
"2010","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2012","3524009","2270","TORONTO","MILTON T",NA,NA,NA,NA,NA,NA,NA
"2013","2460013","1060","MONTRÉAL","REPENTIGNY V",5,40,60,0,0,0,5.6
"2014","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,0,100,0,0,24
"2015","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,100,0,0,0,16
"2018","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,25,75,0,0,0,5.75
"2020","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",7,14.285714285714,85.714285714286,0,0,0,7.14285714285714
"1990","2466380","1060",NA,NA,1,0,100,0,0,0,6
"1991","2473200","1060",NA,NA,2,0,100,0,0,0,8
"1999","2464005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,10
"2000","4811061","0340","EDMONTON","EDMONTON CY",12,8.333333333333,0,50,25,16.666666666667,59.5
"2001","2475010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2002","2460028","1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2002","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,9
"2003","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,18
"2005","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",12,16.666666666667,75,0,8.333333333333,0,12.6666666666667
"2006","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,0,50,50,116.5
"2008","4806016","0140","CALGARY","CALGARY CY",38,13.157894736842,15.789473684211,10.526315789474,10.526315789474,50,111.394736842105
"2009","3506008","1265","OTTAWA","OTTAWA CV",15,6.666666666667,73.333333333333,6.666666666667,6.666666666667,6.666666666667,30.1333333333333
"2011","3518001","2270","TORONTO","PICKERING CY",1,0,0,0,0,100,235
"2012","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2012","2467025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,15
"2020","5915075","2410","VANCOUVER","MAPLE RIDGE CY",NA,NA,NA,NA,NA,NA,NA
"2021","5915038","2410","VANCOUVER","ANMORE VL",NA,NA,NA,NA,NA,NA,NA
"2022","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,100,0,0,22
"1991","2452700","1060",NA,NA,2,0,100,0,0,0,9
"1992","2465180","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","3519046","2270","TORONTO","AURORA T",1,0,0,0,100,0,80
"1993","5915015","2410","VANCOUVER","RICHMOND CY",3,0,0,66.666666666667,33.333333333333,0,46
"2005","2472043","1060","MONTRÉAL","SAINT-PLACIDE MÉ",1,100,0,0,0,0,4
"2008","2473020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2011","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,6
"2012","5915034","2410","VANCOUVER","COQUITLAM CY",7,0,14.285714285714,14.285714285714,57.142857142857,14.285714285714,79.2857142857143
"2018","2460040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,4
"2019","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,0,100,0,0,43
"2020","2460013","1060","MONTRÉAL","REPENTIGNY V",9,11.111111111111,77.777777777778,11.111111111111,0,0,12.6666666666667
"2021","5915001","2410","VANCOUVER","LANGLEY DM",6,0,16.666666666667,50,33.333333333333,0,52.3333333333333
"2022","2460020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"1990","2457150","1060",NA,NA,1,0,100,0,0,0,6
"1990","2465260","1060",NA,NA,92,6.521739130435,83.695652173913,7.608695652174,1.086956521739,1.086956521739,12.8369565217391
"1990","2465720","1060",NA,NA,2,100,0,0,0,0,4
"1991","2462200","1060",NA,NA,11,18.181818181818,72.727272727273,9.090909090909,0,0,11
"1993","2462200","1060",NA,NA,4,25,50,25,0,0,15
"1994","2458020","1060","MONTRÉAL","CANDIAC V",4,0,75,25,0,0,20.75
"1994","3524001","2270","TORONTO","PICKERING CY",1,0,0,100,0,0,59
"1996","5915025","2410","VANCOUVER","BURNABY CY",4,0,25,75,0,0,25.25
"2001","4806021","0140","CALGARY","AIRDRIE CY",1,0,0,100,0,0,59
"2006","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2007","2466087","1060","MONTRÉAL","DORVAL CÉ",1,0,0,100,0,0,26
"2008","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,15
"2009","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",7,0,57.142857142857,0,28.571428571429,14.285714285714,55.1428571428571
"2010","5915025","2410","VANCOUVER","BURNABY CY",4,0,0,25,25,50,98.5
"2011","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",7,0,100,0,0,0,12
"2011","5915007","2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2013","3506008","1265","OTTAWA","OTTAWA CV",26,0,65.384615384615,3.846153846154,11.538461538462,19.230769230769,49.6923076923077
"2014","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",12,8.333333333333,66.666666666667,25,0,0,16.4166666666667
"2015","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,4
"2015","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,8
"2017","4811062","0340","EDMONTON","ST. ALBERT CY",1,0,0,0,0,100,164
"2018","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,0,100,101
"2019","2464008","1060","MONTRÉAL","TERREBONNE V",12,25,58.333333333333,16.666666666667,0,0,15.4166666666667
"2019","2472032","1060","MONTRÉAL","OKA MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","3506008","1265","OTTAWA","OTTAWA CV",40,10,50,20,2.5,17.5,48.25
"1988","5911025","2410","VANCOUVER","BURNABY CY",1,0,0,0,100,0,97
"1989","5915034","2410","VANCOUVER","COQUITLAM CY",3,0,0,66.666666666667,33.333333333333,0,47.6666666666667
"1998","2466010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,0,100,0,64
"2003","3521005","2270","TORONTO","AJAX T",4,0,0,25,0,75,235.75
"2008","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,100,0,0,0,6
"2008","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",11,0,100,0,0,0,7.90909090909091
"2009","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2009","5915034","2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2011","3519028","2270","TORONTO","VAUGHAN CY",4,0,0,0,50,50,124.75
"2013","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",16,0,93.75,6.25,0,0,10.5
"2017","3524001","2270","TORONTO","PICKERING CY",4,0,0,0,75,25,126.25
"2020","2471105","1060","MONTRÉAL","SAINT-LAZARE V",3,0,100,0,0,0,6
"2022","3521010","2270","TORONTO","BRAMPTON CY",8,0,37.5,12.5,50,0,44.875
"1993","2473180","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,6
"2008","2458227","1060","MONTRÉAL","LONGUEUIL V",19,5.263157894737,84.210526315789,0,5.263157894737,5.263157894737,27.3684210526316
"2011","2457040","1060","MONTRÉAL","BELOEIL V",5,20,80,0,0,0,6
"2012","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",6,0,100,0,0,0,6.66666666666667
"2016","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,66.666666666667,0,0,33.333333333333,58.3333333333333
"2016","5915075","2410","VANCOUVER","MAPLE RIDGE CY",NA,NA,NA,NA,NA,NA,NA
"2020","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2020","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,100,0,0,38
"1990","2465400","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2465480","1060",NA,NA,1,0,0,100,0,0,36
"1997","5915018","2410",NA,NA,1,0,0,100,0,0,54
"2001","2467020","1060","MONTRÉAL","CANDIAC V",1,100,0,0,0,0,4
"2001","3506008","1265","OTTAWA","OTTAWA CV",11,0,63.636363636364,27.272727272727,0,9.090909090909,34.8181818181818
"2003","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2003","2473025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,12
"2010","5915011","2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,55
"2021","4806014","0140","CALGARY","ROCKY VIEW NO. 44 MD",NA,NA,NA,NA,NA,NA,NA
"1989","5915007","2410","VANCOUVER","WHITE ROCK CY",3,0,66.666666666667,33.333333333333,0,0,26.6666666666667
"1993","3521005","2270","TORONTO","AJAX T",5,0,0,80,0,20,57.8
"1993","5915018","2410",NA,NA,2,0,0,0,0,100,133
"1993","5915039","2410","VANCOUVER","PORT COQUITLAM CY",11,9.090909090909,36.363636363636,54.545454545455,0,0,26.6363636363636
"1994","2466150","1060",NA,NA,8,100,0,0,0,0,4
"1998","5915025","2410","VANCOUVER","BURNABY CY",10,0,30,40,10,20,62.8
"1999","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,16
"1999","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2001","2459005","1060","MONTRÉAL","SAINT-COLOMBAN V",6,100,0,0,0,0,4
"2004","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",5,0,100,0,0,0,6.4
"2007","5915015","2410","VANCOUVER","RICHMOND CY",10,10,10,0,50,30,82.6
"2010","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6
"2015","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,4
"2019","5915001","2410","VANCOUVER","LANGLEY DM",9,0,0,44.444444444444,44.444444444444,11.111111111111,71.6666666666667
"2019","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",NA,NA,NA,NA,NA,NA,NA
"2020","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,0,100,0,0,0,7.33333333333333
"1988","2473500","1060",NA,NA,1,0,100,0,0,0,6
"1993","2465260","1060",NA,NA,38,31.578947368421,60.526315789474,7.894736842105,0,0,9.31578947368421
"1994","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1997","2459005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1998","5915075","2410","VANCOUVER","MAPLE RIDGE CY",2,0,0,100,0,0,38
"2003","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,100,0,0,47
"2006","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",3,0,100,0,0,0,12
"2006","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",10,0,100,0,0,0,6
"2010","5915002","2410","VANCOUVER","LANGLEY CY",1,0,0,0,100,0,69
"2021","2467040","1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,8
"2022","2460037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",NA,NA,NA,NA,NA,NA,NA
"1989","2452440","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2456280","1060",NA,NA,1,0,100,0,0,0,16
"1991","2463190","1060",NA,NA,3,0,100,0,0,0,6
"1992","2472400","1060",NA,NA,1,0,100,0,0,0,8
"1997","5915001","2410","VANCOUVER","LANGLEY DM",6,0,50,33.333333333333,16.666666666667,0,33.8333333333333
"1997","5915034","2410","VANCOUVER","COQUITLAM CY",7,0,0,85.714285714286,0,14.285714285714,45.8571428571429
"2000","5915034","2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2001","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,66.666666666667,0,0,33.333333333333,45.6666666666667
"2005","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2005","5915015","2410","VANCOUVER","RICHMOND CY",12,0,33.333333333333,33.333333333333,25,8.333333333333,49.8333333333333
"2009","5915004","2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2011","2466032","1060","MONTRÉAL","OKA MÉ",1,0,0,100,0,0,42
"2011","5915015","2410","VANCOUVER","RICHMOND CY",10,0,30,0,20,50,79.4
"2013","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",4,0,100,0,0,0,12.25
"2015","4806021","0140","CALGARY","AIRDRIE CY",4,0,25,0,50,25,71
"2018","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,12
"2019","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,4
"1992","2456280","1060",NA,NA,1,100,0,0,0,0,4
"1993","2466380","1060",NA,NA,1,0,100,0,0,0,7
"1993","2466420","1060",NA,NA,5,0,100,0,0,0,8
"1994","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,100,0,0,0,0,4
"2000","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",7,0,100,0,0,0,6
"2006","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,9
"2010","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",7,0,85.714285714286,14.285714285714,0,0,9.71428571428571
"2010","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2011","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,0,0,0,0,100,104
"2015","2460028","1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2016","5915015","2410","VANCOUVER","RICHMOND CY",8,0,0,0,25,75,127.875
"2017","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,189
"2019","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",7,0,100,0,0,0,16
"2021","2457020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,20
"2022","2464008","1060","MONTRÉAL","TERREBONNE V",11,9.090909090909,18.181818181818,36.363636363636,9.090909090909,27.272727272727,71
"2022","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",13,15.384615384615,84.615384615385,0,0,0,7.07692307692308
"1989","2466380","1060",NA,NA,3,0,100,0,0,0,6
"1990","2463150","1060",NA,NA,8,25,75,0,0,0,7.75
"1990","2466500","1060",NA,NA,5,20,20,60,0,0,20.8
"1992","2456450","1060",NA,NA,2,0,100,0,0,0,12
"1992","2473240","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","2457015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,50,0,50,0,0,20
"1994","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",3,0,0,100,0,0,39.3333333333333
"2001","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2001","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2004","4811061","0340","EDMONTON","EDMONTON CY",26,7.692307692308,19.230769230769,42.307692307692,23.076923076923,7.692307692308,49.4230769230769
"2004","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,0,0,100,110
"2005","2455065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2457040","1060","MONTRÉAL","BELOEIL V",2,0,100,0,0,0,6
"2008","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,6
"2018","5915004","2410","VANCOUVER","SURREY CY",3,0,0,0,66.666666666667,33.333333333333,101.666666666667
"2021","2467055","1060","MONTRÉAL","POINTE-DES-CASCADES VL",NA,NA,NA,NA,NA,NA,NA
"2022","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,8
"2022","4806019","0140","CALGARY","COCHRANE T",NA,NA,NA,NA,NA,NA,NA
"1988","2462200","1060",NA,NA,2,0,100,0,0,0,14
"1988","2466380","1060",NA,NA,1,0,100,0,0,0,6
"1992","2463150","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2473120","1060",NA,NA,9,22.222222222222,66.666666666667,11.111111111111,0,0,7.77777777777778
"1992","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,20
