"ref_yy","CSDuid","mkttycd","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"1993","2456750",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","3520008",3,"2270",NA,NA,1,0,0,100,0,0,40
"1994","2466025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",10,20,60,20,0,0,13.2
"1997","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1998","4806016",1,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,4
"2002","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,6
"2005","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",27,37.037037037037,62.962962962963,0,0,0,7.7037037037037
"2009","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2009","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",5,0,100,0,0,0,6.6
"2009","4806019",3,"0140","CALGARY","COCHRANE T",2,0,0,100,0,0,37.5
"2010","2471050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",6,66.666666666667,33.333333333333,0,0,0,6
"2010","4811016",3,"0340","EDMONTON","LEDUC CY",1,0,0,0,100,0,85
"2012","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2015","4806019",3,"0140","CALGARY","COCHRANE T",3,33.333333333333,0,66.666666666667,0,0,35.6666666666667
"2018","2466007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2018","2467020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,0,0,100,0,0,43.5
"2018","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,12
"2020","2473035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1989","2472260",3,"1060",NA,NA,4,0,100,0,0,0,7
"1991","2466700",2,"1060",NA,NA,2,0,100,0,0,0,14
"1992","3506014",4,"1265",NA,NA,1,0,100,0,0,0,11
"1992","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,0,0,100,0,0,38.75
"2001","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,100,0,0,51
"2003","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2003","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,0,100,0,0,0,6
"2007","4811061",3,"0340","EDMONTON","EDMONTON CY",23,0,17.391304347826,30.434782608696,43.478260869565,8.695652173913,58.1739130434783
"2009","3506008",3,"1265","OTTAWA","OTTAWA CV",13,0,76.923076923077,7.692307692308,7.692307692308,7.692307692308,33.8461538461538
"2010","2458033",3,"1060","MONTRÉAL","BOUCHERVILLE V",9,0,100,0,0,0,11.7777777777778
"2014","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,100,0,0,0,16
"2014","4811061",3,"0340","EDMONTON","EDMONTON CY",26,15.384615384615,50,11.538461538462,19.230769230769,3.846153846154,36.1153846153846
"2015","2458033",3,"1060","MONTRÉAL","BOUCHERVILLE V",8,25,75,0,0,0,9
"2021","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2021","3519038",3,"2270","TORONTO","RICHMOND HILL T",5,0,60,0,0,40,164.8
"2021","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,50,0,50,102
"2022","3543007",3,"2270","TORONTO","NEW TECUMSETH T",1,0,100,0,0,0,14
"2022","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,0,0,100,163
"1989","2472400",2,"1060",NA,NA,1,0,100,0,0,0,6
"1991","2465260",2,"1060",NA,NA,31,16.129032258065,67.741935483871,6.451612903226,3.225806451613,6.451612903226,20.4838709677419
"1992","5915011",2,"2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,45
"1997","3520019",2,"2270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"2001","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2002","5915004",2,"2410","VANCOUVER","SURREY CY",1,0,0,100,0,0,49
"2004","3506008",2,"1265","OTTAWA","OTTAWA CV",2,0,50,50,0,0,37.5
"2005","2471083",3,"1060","MONTRÉAL","VAUDREUIL-DORION V",3,0,100,0,0,0,10.6666666666667
"2006","5915002",3,"2410","VANCOUVER","LANGLEY CY",3,0,0,66.666666666667,33.333333333333,0,52.6666666666667
"2006","5915070",3,"2410","VANCOUVER","PITT MEADOWS CY",2,0,0,0,0,100,134
"2007","2465005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",7,0,100,0,0,0,6
"2009","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",4,0,100,0,0,0,8
"2010","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",1,0,100,0,0,0,14
"2011","2471025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,15
"2011","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,0,0,100,0,0,32.75
"2011","5915075",2,"2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,100,0,0,46
"2012","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,100,0,0,46
"2016","4811061",2,"0340","EDMONTON","EDMONTON CY",5,20,0,60,0,20,65.8
"2017","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,100,0,0,51
"2018","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,100,0,0,0,14.25
"2019","2467045",1,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",5,0,100,0,0,0,11.4
"1990","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,202
"1990","4811061",3,"0340","EDMONTON","EDMONTON CY",6,0,16.666666666667,66.666666666667,16.666666666667,0,44.8333333333333
"1991","2463150",2,"1060",NA,NA,5,0,100,0,0,0,7.6
"1996","2458010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"1996","5915002",3,"2410","VANCOUVER","LANGLEY CY",1,0,0,100,0,0,28
"1997","2457040",3,"1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,6
"1998","3521005",3,"2270","TORONTO","AJAX T",1,0,0,100,0,0,36
"2000","2471060",2,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2002","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",11,45.454545454545,54.545454545455,0,0,0,5.09090909090909
"2002","2467020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2002","5915011",3,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,18
"2003","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,0,100,0,0,0,6
"2003","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,0,50,0,0,50,116.5
"2007","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2008","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,100,0,0,37
"2009","2458007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2010","4811018",2,"0340","EDMONTON","DEVON T",1,0,0,100,0,0,28
"2011","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,0,100,0,0,33.6666666666667
"2013","2471070",3,"1060","MONTRÉAL","PINCOURT V",1,0,100,0,0,0,6
"2014","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,0,100,0,0,0,15.2
"2016","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2017","2460005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",9,11.111111111111,88.888888888889,0,0,0,6
"2022","3520005",3,"2270","TORONTO","AJAX T",25,0,0,16,12,72,226.44
"1990","2462510",2,"1060",NA,NA,2,0,100,0,0,0,6
"1995","5913018",3,"2410",NA,NA,1,0,0,100,0,0,52
"1995","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"1995","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,0,100,0,0,0,16
"1998","2458015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,25,75,0,0,0,6.25
"1998","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"1998","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",44,20.454545454545,75,4.545454545455,0,0,8.54545454545454
"1999","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1999","2466015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,50,50,0,0,15.5
"2000","3520005",2,"2270","TORONTO","AJAX T",2,0,50,0,50,0,49
"2008","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2009","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",2,0,100,0,0,0,7
"2012","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2015","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",1,0,100,0,0,0,20
"2016","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,16
"2017","2467025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,0,0,100,0,76
"2019","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",26,23.076923076923,15.384615384615,26.923076923077,7.692307692308,26.923076923077,78.2307692307692
"1991","2456450",3,"1060",NA,NA,1,0,100,0,0,0,18
"1993","2465340",2,"1060",NA,NA,1,100,0,0,0,0,4
"1995","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,9.33333333333333
"1997","2458005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6
"1997","3506014",2,"1265",NA,NA,1,0,100,0,0,0,18
"1997","3506014",3,"1265",NA,NA,1,0,100,0,0,0,15
"1998","2457040",2,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2002","3520005",3,"2270","TORONTO","AJAX T",17,0,0,11.764705882353,11.764705882353,76.470588235294,191.058823529412
"2007","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,225
"2010","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,0,85.714285714286,14.285714285714,0,0,9.71428571428571
"2011","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"2013","3521005",3,"2270","TORONTO","AJAX T",2,0,0,0,0,100,231.5
"2015","3502048",3,"1265","OTTAWA","RUSSELL TP",1,0,0,100,0,0,30
"2017","2466072",3,"1060","MONTRÉAL","MONT-ROYAL V",1,0,0,100,0,0,41
"2017","5915015",2,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"2018","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,100,0,0,44
"2022","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,0,20,20,0,60,103.8
"1989","2462240",2,"1060",NA,NA,7,28.571428571429,71.428571428571,0,0,0,6.85714285714286
"1989","2472150",2,"1060",NA,NA,2,0,100,0,0,0,8
"1989","2472260",2,"1060",NA,NA,6,0,100,0,0,0,6
"1990","2463200",2,"1060",NA,NA,2,50,50,0,0,0,10
"1990","2472150",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2473120",3,"1060",NA,NA,1,0,0,100,0,0,23
"1991","2452780",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","5913011",3,"2410","VANCOUVER","DELTA DM",8,50,50,0,0,0,5.125
"1992","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,100,0,0,42
"1993","4811061",3,"0340","EDMONTON","EDMONTON CY",10,0,10,50,40,0,55.9
"1995","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",7,0,100,0,0,0,7.14285714285714
"2000","3506030",1,"1265",NA,NA,2,0,100,0,0,0,8
"2003","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",6,0,50,50,0,0,24.3333333333333
"2004","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2006","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",3,0,100,0,0,0,12
"2006","3520005",3,"2270","TORONTO","AJAX T",50,0,20,48,4,28,91.24
"2009","3519028",3,"2270","TORONTO","VAUGHAN CY",3,0,0,33.333333333333,33.333333333333,33.333333333333,75
"2010","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",7,28.571428571429,42.857142857143,0,14.285714285714,14.285714285714,30.4285714285714
"2010","2470022",1,"1060","MONTRÉAL","BEAUHARNOIS V",NA,NA,NA,NA,NA,NA,NA
"2011","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,10
"2012","2459015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",6,0,100,0,0,0,6.66666666666667
"2015","2457010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,66.666666666667,33.333333333333,0,0,19.3333333333333
"2015","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2016","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,50,50,0,0,22
"2017","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2022","3519048",3,"2270","TORONTO","NEWMARKET T",1,0,0,0,0,100,219
"1993","2473180",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","5913011",3,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,12
"1999","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,6
"2001","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,0,100,0,94
"2004","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","5915015",3,"2410","VANCOUVER","RICHMOND CY",7,0,28.571428571429,28.571428571429,28.571428571429,14.285714285714,66.8571428571429
"2005","2459010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2005","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND CY",1,0,0,100,0,0,27
"2006","3519036",2,"2270","TORONTO","MARKHAM CY",NA,NA,NA,NA,NA,NA,NA
"2007","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","3519036",2,"2270","TORONTO","MARKHAM CY",3,66.666666666667,0,0,0,33.333333333333,43.3333333333333
"2010","2467040",2,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2018","4811061",3,"0340","EDMONTON","EDMONTON CY",13,7.692307692308,38.461538461538,38.461538461538,15.384615384615,0,32.5384615384615
"2018","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",8,0,12.5,37.5,37.5,12.5,81.375
"2020","3506008",2,"1265","OTTAWA","OTTAWA CV",7,0,57.142857142857,0,0,42.857142857143,56.1428571428571
"2021","2464008",2,"1060","MONTRÉAL","TERREBONNE V",5,40,20,20,0,20,54.6
"2021","3519028",2,"2270","TORONTO","VAUGHAN CY",3,0,0,66.666666666667,0,33.333333333333,151.333333333333
"2022","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,13.3333333333333
"2022","4806014",2,"0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1989","3520004",4,"2270",NA,NA,2,0,100,0,0,0,11
"1989","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",2,0,50,50,0,0,21.5
"1991","2465340",2,"1060",NA,NA,2,100,0,0,0,0,4
"1991","5915022",3,"2410","VANCOUVER","VANCOUVER CY",18,11.111111111111,44.444444444444,22.222222222222,16.666666666667,5.555555555556,36.2222222222222
"1992","5915034",3,"2410","VANCOUVER","COQUITLAM CY",5,0,40,20,0,40,62.8
"1993","2465500",2,"1060",NA,NA,1,0,0,100,0,0,24
"1994","2464005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,4
"1994","4811018",2,"0340","EDMONTON","DEVON T",1,0,100,0,0,0,8
"1996","3524015",2,"2270","TORONTO","HALTON HILLS T",1,0,0,100,0,0,48
"2001","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",24,0,95.833333333333,4.166666666667,0,0,11.4583333333333
"2008","5915001",1,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2011","2464008",3,"1060","MONTRÉAL","TERREBONNE V",7,0,71.428571428571,28.571428571429,0,0,20.2857142857143
"2012","2466058",3,"1060","MONTRÉAL","CÔTE SAINT-LUC V",2,50,0,50,0,0,12.5
"2018","5915001",3,"2410","VANCOUVER","LANGLEY DM",6,0,0,66.666666666667,33.333333333333,0,55.6666666666667
"2020","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2021","2457010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1990","2462240",2,"1060",NA,NA,2,0,100,0,0,0,8
"1991","2472400",2,"1060",NA,NA,1,0,100,0,0,0,6
"1996","2458030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,6
"1997","2457035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,0,0,33.333333333333,66.666666666667,0,60.6666666666667
"1997","2466040",2,"1060","MONTRÉAL","BELOEIL V",3,0,66.666666666667,33.333333333333,0,0,13.6666666666667
"2003","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2004","3502036",3,"1265","OTTAWA","CLARENCE-ROCKLAND CY",1,0,100,0,0,0,8
"2007","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2007","5915043",3,"2410","VANCOUVER","PORT MOODY CY",4,0,0,0,50,50,137.25
"2010","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2011","2471070",1,"1060","MONTRÉAL","PINCOURT V",NA,NA,NA,NA,NA,NA,NA
"2012","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2014","3520005",1,"2270","TORONTO","AJAX T",1,0,0,100,0,0,26
"2016","4811062",3,"0340","EDMONTON","ST. ALBERT CY",5,0,0,40,40,20,79.6
"2020","5915025",3,"2410","VANCOUVER","BURNABY CY",8,12.5,12.5,12.5,25,37.5,98
"2021","3518001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,324
"2022","3524001",3,"2270","TORONTO","PICKERING CY",8,0,0,25,0,75,146
"1988","2473500",2,"1060",NA,NA,1,0,100,0,0,0,6
"1989","5915004",2,"2410","VANCOUVER","SURREY CY",1,0,0,100,0,0,51
"1990","2473240",2,"1060",NA,NA,1,0,100,0,0,0,6
"1991","2456400",3,"1060",NA,NA,3,33.333333333333,66.666666666667,0,0,0,9.33333333333333
"1991","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,14
"1993","3519036",2,"2270","TORONTO","MARKHAM CY",1,0,100,0,0,0,14
"1994","3518001",3,"2270","TORONTO","PICKERING CY",5,0,40,60,0,0,21.6
"1996","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1997","4811061",3,"0340","EDMONTON","EDMONTON CY",7,0,42.857142857143,42.857142857143,0,14.285714285714,43.7142857142857
"1997","5915011",3,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,13
"1999","2457015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,0,100,0,0,30
"2001","4811056",2,"0340","EDMONTON","FORT SASKATCHEWAN CY",6,0,66.666666666667,33.333333333333,0,0,16.6666666666667
"2001","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,0,100,0,92
"2002","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",85,11.764705882353,72.941176470588,8.235294117647,5.882352941176,1.176470588235,15.5411764705882
"2003","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",87,11.494252873563,66.666666666667,13.793103448276,4.597701149425,3.448275862069,18.3448275862069
"2003","3524001",3,"2270","TORONTO","PICKERING CY",3,0,33.333333333333,33.333333333333,33.333333333333,0,44
"2010","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2458033",3,"1060","MONTRÉAL","BOUCHERVILLE V",7,0,100,0,0,0,12
"2012","5915015",1,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"2022","4811068",2,"0340","EDMONTON","MORINVILLE T",1,100,0,0,0,0,4
"1989","3519046",2,"2270","TORONTO","AURORA T",NA,NA,NA,NA,NA,NA,NA
"1990","3518005",3,"2270","TORONTO","AJAX T",3,0,0,66.666666666667,33.333333333333,0,61
"1991","2466500",2,"1060",NA,NA,1,100,0,0,0,0,4
"1991","2472150",2,"1060",NA,NA,1,0,100,0,0,0,12
"1992","5913011",3,"2410","VANCOUVER","DELTA DM",9,22.222222222222,66.666666666667,11.111111111111,0,0,11.1111111111111
"1993","2463250",2,"1060",NA,NA,1,0,100,0,0,0,12
"1998","2458025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"1999","2458020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2000","2464010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2000","5915022",2,"2410","VANCOUVER","VANCOUVER CY",5,0,0,60,20,20,60
"2006","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",21,76.190476190476,19.047619047619,0,0,4.761904761905,10.3333333333333
"2006","5915015",3,"2410","VANCOUVER","RICHMOND CY",7,0,0,14.285714285714,57.142857142857,28.571428571429,97.1428571428571
"2008","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",1,0,0,0,0,100,300
"2009","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,6
"2011","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",38,18.421052631579,76.315789473684,5.263157894737,0,0,8.55263157894737
"2011","3519028",2,"2270","TORONTO","VAUGHAN CY",1,0,0,0,100,0,84
"2011","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2011","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,0,0,100,146
"2013","2457010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2014","3521005",3,"2270","TORONTO","AJAX T",6,0,50,16.666666666667,16.666666666667,16.666666666667,50.6666666666667
"2015","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2017","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2017","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",5,0,100,0,0,0,9.6
"2017","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,0,100,0,0,33
"2019","2459010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,0,0,0,100,231
"2020","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,0,100,0,0,32
"2021","5915002",2,"2410","VANCOUVER","LANGLEY CY",NA,NA,NA,NA,NA,NA,NA
"1989","2462510",2,"1060",NA,NA,1,0,100,0,0,0,6
"1990","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1991","2463200",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2465180",3,"1060",NA,NA,1,0,0,100,0,0,52
"1994","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1995","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,0,100,0,0,0,8
"1999","2466015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,4
"1999","3521005",3,"2270","TORONTO","AJAX T",1,0,0,0,0,100,385
"2001","2458030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2003","2471083",3,"1060","MONTRÉAL","VAUDREUIL-DORION V",2,0,100,0,0,0,6
"2006","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2007","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2007","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",10,0,40,50,10,0,32.3
"2008","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",83,19.277108433735,51.807228915663,21.686746987952,4.819277108434,2.409638554217,24.1566265060241
"2009","2473015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2017","2471060",2,"1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,4
"2017","3506008",2,"1265","OTTAWA","OTTAWA CV",9,11.111111111111,33.333333333333,22.222222222222,11.111111111111,22.222222222222,55.6666666666667
"2018","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",18,38.888888888889,55.555555555556,0,5.555555555556,0,12.8888888888889
"2018","2463048",2,"1060","MONTRÉAL","SAINT-LIN--LAURENTIDES V",3,0,100,0,0,0,8.66666666666667
"2019","2472015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2019","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,28
"1990","2473650",2,"1060",NA,NA,4,25,75,0,0,0,7
"1991","2463110",2,"1060",NA,NA,2,0,100,0,0,0,8
"1992","2456750",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2463190",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","3520004",4,"2270",NA,NA,2,0,0,50,0,50,77
"1999","2466040",3,"1060","MONTRÉAL","BELOEIL V",2,50,50,0,0,0,6
