reference_period,ref_qq,metro,metcode,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
1988-06-01,2,Calgary,0140,1602.0,1486,1.08,0.0,22.41
1988-09-01,3,Calgary,0140,1700.0,1544,1.1,0.0,23.62
1988-12-01,4,Calgary,0140,1681.0,1466,1.15,0.0,23.2
1989-03-01,1,Calgary,0140,1992.0,1634,1.22,0.0,27.3
1989-06-01,2,Calgary,0140,2179.0,1840,1.18,0.0,29.65
1989-09-01,3,Calgary,0140,2321.0,1944,1.19,0.0,31.27
1989-12-01,4,Calgary,0140,2866.0,2250,1.27,0.0,38.35
1990-03-01,1,Calgary,0140,3417.0,2809,1.22,0.0,45.42
1990-06-01,2,Calgary,0140,3206.0,2600,1.23,0.0,42.36
1990-09-01,3,Calgary,0140,2488.0,1661,1.5,0.01,32.72
1990-12-01,4,Calgary,0140,2353.0,1314,1.79,0.01,30.78
1991-03-01,1,Calgary,0140,2054.0,1056,1.95,0.0,26.74
1991-06-01,2,Calgary,0140,2293.0,1416,1.62,0.0,29.7
1991-09-01,3,Calgary,0140,2083.0,1367,1.52,0.0,26.85
1991-12-01,4,Calgary,0140,2022.0,1439,1.41,0.0,25.96
1992-03-01,1,Calgary,0140,2071.0,1590,1.3,0.0,26.48
1992-06-01,2,Calgary,0140,2665.0,2152,1.24,0.0,33.95
1992-09-01,3,Calgary,0140,2350.0,1767,1.33,0.0,29.88
1992-12-01,4,Calgary,0140,2454.0,1888,1.3,0.0,31.09
1993-03-01,1,Calgary,0140,2494.0,1853,1.35,0.0,31.47
1993-06-01,2,Calgary,0140,2674.0,1962,1.36,0.0,33.6
1993-09-01,3,Calgary,0140,2657.0,1836,1.45,0.0,33.22
1993-12-01,4,Calgary,0140,2635.0,1967,1.34,0.0,32.79
1994-03-01,1,Calgary,0140,2578.0,2024,1.27,0.0,31.92
1994-06-01,2,Calgary,0140,2704.0,2217,1.22,0.0,33.31
1994-09-01,3,Calgary,0140,2588.0,1701,1.52,0.0,31.71
1994-12-01,4,Calgary,0140,2838.0,1609,1.76,0.0,34.59
1995-03-01,1,Calgary,0140,2703.0,1594,1.7,0.0,32.76
1995-06-01,2,Calgary,0140,2825.0,1744,1.62,0.0,34.03
1995-09-01,3,Calgary,0140,3033.0,1676,1.81,0.0,36.36
1995-12-01,4,Calgary,0140,2855.0,1731,1.65,0.0,34.0
1996-03-01,1,Calgary,0140,2918.0,1642,1.78,0.0,34.5
1996-06-01,2,Calgary,0140,3318.0,2190,1.52,0.0,38.93
1996-09-01,3,Calgary,0140,3280.0,2229,1.47,0.0,38.14
1996-12-01,4,Calgary,0140,3181.0,2222,1.43,0.0,36.67
1997-03-01,1,Calgary,0140,4071.0,2916,1.4,0.0,46.53
1997-06-01,2,Calgary,0140,4808.0,3416,1.41,0.0,54.47
1997-09-01,3,Calgary,0140,4690.0,3157,1.49,0.0,52.57
1997-12-01,4,Calgary,0140,5212.0,3406,1.53,0.0,57.93
1998-03-01,1,Calgary,0140,5821.0,3727,1.56,0.0,64.19
1998-06-01,2,Calgary,0140,6249.0,4282,1.46,0.0,68.39
1998-09-01,3,Calgary,0140,5920.0,3825,1.55,0.0,64.41
1998-12-01,4,Calgary,0140,5589.0,3175,1.76,0.03,60.39
1999-03-01,1,Calgary,0140,5791.0,2635,2.2,0.05,62.16
1999-06-01,2,Calgary,0140,6308.0,2870,2.2,0.05,67.26
1999-09-01,3,Calgary,0140,6629.0,2870,2.31,0.05,70.25
1999-12-01,4,Calgary,0140,6543.0,2713,2.41,0.04,68.89
2000-03-01,1,Calgary,0140,6585.0,2759,2.39,0.02,68.88
2000-06-01,2,Calgary,0140,6520.0,2940,2.22,0.03,67.76
2000-09-01,3,Calgary,0140,6502.0,2749,2.37,0.05,67.17
2000-12-01,4,Calgary,0140,6888.0,2689,2.56,0.05,70.68
2001-03-01,1,Calgary,0140,6156.0,2628,2.34,0.04,62.73
2001-06-01,2,Calgary,0140,6488.0,3111,2.09,0.02,65.63
2001-09-01,3,Calgary,0140,6544.0,3429,1.91,0.02,65.58
2001-12-01,4,Calgary,0140,7164.0,3437,2.08,0.02,71.3
2002-03-01,1,Calgary,0140,7022.0,3492,2.01,0.01,69.44
2002-06-01,2,Calgary,0140,7983.0,4285,1.86,0.0,78.47
2002-09-01,3,Calgary,0140,8429.0,4486,1.88,0.0,82.53
2002-12-01,4,Calgary,0140,8661.0,4474,1.94,0.0,84.34
2003-03-01,1,Calgary,0140,9148.0,4439,2.06,0.0,88.59
2003-06-01,2,Calgary,0140,9395.0,4628,2.03,0.0,90.47
2003-09-01,3,Calgary,0140,8671.0,4335,2.0,0.0,83.14
2003-12-01,4,Calgary,0140,8165.0,4035,2.02,0.0,77.8
2004-03-01,1,Calgary,0140,8408.0,4085,2.06,0.0,79.56
2004-06-01,2,Calgary,0140,9229.0,4339,2.13,0.0,86.67
2004-09-01,3,Calgary,0140,9247.0,4174,2.22,0.0,86.02
2004-12-01,4,Calgary,0140,9182.0,3984,2.3,0.0,84.72
2005-03-01,1,Calgary,0140,9691.0,4254,2.28,0.0,88.69
2005-06-01,2,Calgary,0140,9580.0,4303,2.23,0.0,86.96
2005-09-01,3,Calgary,0140,9639.0,4514,2.14,0.0,86.69
2005-12-01,4,Calgary,0140,10027.0,4801,2.09,0.0,89.47
2006-03-01,1,Calgary,0140,11311.0,5486,2.06,0.0,100.18
2006-06-01,2,Calgary,0140,13371.0,6669,2.0,0.04,117.58
2006-09-01,3,Calgary,0140,14188.0,7155,1.98,0.05,124.04
2006-12-01,4,Calgary,0140,14324.0,7254,1.97,0.03,124.38
2007-03-01,1,Calgary,0140,14382.0,7006,2.05,0.03,124.04
2007-06-01,2,Calgary,0140,14392.0,6644,2.17,0.03,123.29
2007-09-01,3,Calgary,0140,15070.0,6663,2.26,0.03,128.22
2007-12-01,4,Calgary,0140,14720.0,5959,2.47,0.03,124.39
2008-03-01,1,Calgary,0140,15258.0,4651,3.28,0.05,128.06
2008-06-01,2,Calgary,0140,15120.0,4167,3.63,0.1,126.03
2008-09-01,3,Calgary,0140,13110.0,3597,3.64,0.11,108.32
2008-12-01,4,Calgary,0140,11216.0,3139,3.57,0.11,92.1
2009-03-01,1,Calgary,0140,9938.0,2590,3.84,0.13,81.16
2009-06-01,2,Calgary,0140,8925.0,2467,3.62,0.12,72.55
2009-09-01,3,Calgary,0140,8777.0,3035,2.89,0.1,71.21
2009-12-01,4,Calgary,0140,9190.0,3411,2.69,0.1,74.25
2010-03-01,1,Calgary,0140,8888.0,3866,2.3,0.07,71.5
2010-06-01,2,Calgary,0140,8792.0,4043,2.17,0.07,70.41
2010-09-01,3,Calgary,0140,8345.0,3744,2.23,0.08,66.59
2010-12-01,4,Calgary,0140,7199.0,2932,2.46,0.08,57.14
2011-03-01,1,Calgary,0140,7182.0,2954,2.43,0.08,56.67
2011-06-01,2,Calgary,0140,7133.0,3092,2.31,0.07,55.92
2011-09-01,3,Calgary,0140,7857.0,3332,2.36,0.06,61.12
2011-12-01,4,Calgary,0140,8691.0,3240,2.68,0.07,67.11
2012-03-01,1,Calgary,0140,9564.0,3396,2.82,0.07,73.28
2012-06-01,2,Calgary,0140,10361.0,3612,2.87,0.09,78.75
2012-09-01,3,Calgary,0140,10748.0,3896,2.76,0.08,80.91
2012-12-01,4,Calgary,0140,10916.0,4011,2.72,0.08,81.5
2013-03-01,1,Calgary,0140,11197.0,4294,2.61,0.07,82.93
2013-06-01,2,Calgary,0140,10947.0,4491,2.44,0.07,80.44
2013-09-01,3,Calgary,0140,11427.0,4629,2.47,0.06,83.2
2013-12-01,4,Calgary,0140,11866.0,4440,2.67,0.08,85.8
2014-03-01,1,Calgary,0140,12378.0,4538,2.73,0.08,88.95
2014-06-01,2,Calgary,0140,14098.0,5019,2.81,0.1,100.75
2014-09-01,3,Calgary,0140,15563.0,5061,3.08,0.1,110.82
2014-12-01,4,Calgary,0140,15335.0,4736,3.24,0.17,108.69
2015-03-01,1,Calgary,0140,15419.0,4497,3.43,0.2,108.79
2015-06-01,2,Calgary,0140,14769.0,4051,3.65,0.22,103.75
2015-09-01,3,Calgary,0140,14399.0,3556,4.05,0.24,100.71
2015-12-01,4,Calgary,0140,13773.0,3159,4.36,0.27,95.94
2016-03-01,1,Calgary,0140,12746.0,3068,4.15,0.24,88.45
2016-06-01,2,Calgary,0140,11082.0,2662,4.16,0.24,76.62
2016-09-01,3,Calgary,0140,10926.0,2801,3.9,0.24,75.35
2016-12-01,4,Calgary,0140,9761.0,2806,3.48,0.21,67.07
2017-03-01,1,Calgary,0140,8775.0,2744,3.2,0.19,60.06
2017-06-01,2,Calgary,0140,10034.0,3134,3.2,0.17,68.4
2017-09-01,3,Calgary,0140,10571.0,3386,3.12,0.15,71.76
2017-12-01,4,Calgary,0140,10298.0,3302,3.12,0.16,69.59
2018-03-01,1,Calgary,0140,10202.0,3189,3.2,0.17,68.61
2018-06-01,2,Calgary,0140,11711.0,3187,3.67,0.19,78.38
2018-09-01,3,Calgary,0140,12185.0,3202,3.81,0.2,81.06
2018-12-01,4,Calgary,0140,11452.0,2933,3.9,0.21,75.8
2019-03-01,1,Calgary,0140,10668.0,2739,3.89,0.21,70.27
2019-06-01,2,Calgary,0140,10866.0,2632,4.13,0.24,71.23
2019-09-01,3,Calgary,0140,10847.0,2744,3.95,0.23,70.7
2019-12-01,4,Calgary,0140,11587.0,3006,3.85,0.21,75.21
2020-03-01,1,Calgary,0140,11338.0,3033,3.74,0.19,73.33
2020-06-01,2,Calgary,0140,10850.0,2682,4.05,0.23,69.96
2020-09-01,3,Calgary,0140,10170.0,2391,4.25,0.25,65.69
2020-12-01,4,Calgary,0140,10177.0,2596,3.92,0.24,65.49
2021-03-01,1,Calgary,0140,11262.0,2845,3.96,0.22,72.11
2021-06-01,2,Calgary,0140,12293.0,3438,3.58,0.18,78.28
2021-09-01,3,Calgary,0140,13103.0,3779,3.47,0.17,82.45
2021-12-01,4,Calgary,0140,14438.0,4206,3.43,0.17,90.3
2022-03-01,1,Calgary,0140,14733.0,4433,3.32,0.15,91.3
2022-06-01,2,Calgary,0140,16491.0,5374,3.07,0.2,101.07
2022-09-01,3,Calgary,0140,17506.0,5748,3.05,0.14,105.8
2022-12-01,4,Calgary,0140,18594.0,5671,3.28,0.15,111.04
2023-03-01,1,Calgary,0140,19374.0,5387,3.6,0.16,114.21
2023-06-01,2,Calgary,0140,20086.0,5538,3.63,0.16,117.06
2023-09-01,3,Calgary,0140,22166.0,5926,3.74,0.26,127.76
2023-12-01,4,Calgary,0140,23473.0,6318,3.72,0.19,133.85
1988-06-01,2,Edmonton,0340,1302.0,1225,1.06,0.0,16.01
1988-09-01,3,Edmonton,0340,1543.0,1269,1.22,0.0,18.87
1988-12-01,4,Edmonton,0340,1541.0,1169,1.32,0.01,18.76
1989-03-01,1,Edmonton,0340,1439.0,1008,1.43,0.02,17.43
1989-06-01,2,Edmonton,0340,1954.0,1474,1.33,0.01,23.55
1989-09-01,3,Edmonton,0340,2076.0,1714,1.21,0.01,24.85
1989-12-01,4,Edmonton,0340,2189.0,1659,1.32,0.01,26.07
1990-03-01,1,Edmonton,0340,2611.0,1863,1.4,0.01,30.94
1990-06-01,2,Edmonton,0340,3775.0,2881,1.31,0.01,44.53
1990-09-01,3,Edmonton,0340,3069.0,2288,1.34,0.02,36.04
1990-12-01,4,Edmonton,0340,2104.0,1464,1.44,0.04,24.6
1991-03-01,1,Edmonton,0340,1550.0,990,1.57,0.06,18.05
1991-06-01,2,Edmonton,0340,1766.0,1321,1.34,0.04,20.5
1991-09-01,3,Edmonton,0340,1911.0,1350,1.42,0.01,22.1
1991-12-01,4,Edmonton,0340,2094.0,1278,1.64,0.0,24.14
1992-03-01,1,Edmonton,0340,1989.0,1234,1.61,0.01,22.87
1992-06-01,2,Edmonton,0340,2696.0,1843,1.46,0.0,30.93
1992-09-01,3,Edmonton,0340,3134.0,1995,1.57,0.0,35.87
1992-12-01,4,Edmonton,0340,2914.0,1783,1.63,0.0,33.29
1993-03-01,1,Edmonton,0340,2665.0,1476,1.81,0.0,30.41
1993-06-01,2,Edmonton,0340,3178.0,1737,1.83,0.0,36.23
1993-09-01,3,Edmonton,0340,3584.0,1656,2.16,0.0,40.87
1993-12-01,4,Edmonton,0340,2891.0,1397,2.07,0.0,32.95
1994-03-01,1,Edmonton,0340,2598.0,1159,2.24,0.0,29.59
1994-06-01,2,Edmonton,0340,3096.0,1548,2.0,0.0,35.25
1994-09-01,3,Edmonton,0340,2366.0,1419,1.67,0.0,26.95
1994-12-01,4,Edmonton,0340,1873.0,957,1.96,0.0,21.32
1995-03-01,1,Edmonton,0340,1995.0,783,2.55,0.0,22.68
1995-06-01,2,Edmonton,0340,2159.0,957,2.26,0.0,24.51
1995-09-01,3,Edmonton,0340,2163.0,1005,2.15,0.0,24.51
1995-12-01,4,Edmonton,0340,1837.0,950,1.93,0.0,20.77
1996-03-01,1,Edmonton,0340,1685.0,762,2.21,0.0,19.0
1996-06-01,2,Edmonton,0340,2069.0,1230,1.68,0.0,23.26
1996-09-01,3,Edmonton,0340,2048.0,1423,1.44,0.0,22.93
1996-12-01,4,Edmonton,0340,1841.0,1088,1.69,0.0,20.53
1997-03-01,1,Edmonton,0340,1808.0,1055,1.71,0.0,20.08
1997-06-01,2,Edmonton,0340,2367.0,1420,1.67,0.0,26.16
1997-09-01,3,Edmonton,0340,2653.0,1610,1.65,0.0,29.13
1997-12-01,4,Edmonton,0340,2586.0,1425,1.81,0.0,28.26
1998-03-01,1,Edmonton,0340,2477.0,1390,1.78,0.0,26.94
1998-06-01,2,Edmonton,0340,3045.0,1610,1.89,0.0,32.98
1998-09-01,3,Edmonton,0340,3509.0,1768,1.98,0.0,37.86
1998-12-01,4,Edmonton,0340,3090.0,1452,2.13,0.0,33.2
1999-03-01,1,Edmonton,0340,2800.0,1172,2.39,0.0,29.96
1999-06-01,2,Edmonton,0340,3298.0,1511,2.18,0.0,35.15
1999-09-01,3,Edmonton,0340,3779.0,1887,2.0,0.0,40.1
1999-12-01,4,Edmonton,0340,3861.0,1689,2.29,0.0,40.81
2000-03-01,1,Edmonton,0340,3183.0,1326,2.4,0.0,33.51
2000-06-01,2,Edmonton,0340,3946.0,1667,2.37,0.0,41.39
2000-09-01,3,Edmonton,0340,4008.0,1826,2.19,0.0,41.94
2000-12-01,4,Edmonton,0340,3722.0,1551,2.4,0.0,38.78
2001-03-01,1,Edmonton,0340,3384.0,1452,2.33,0.0,35.09
2001-06-01,2,Edmonton,0340,3912.0,1883,2.08,0.0,40.36
2001-09-01,3,Edmonton,0340,4208.0,2129,1.98,0.0,43.07
2001-12-01,4,Edmonton,0340,4236.0,2030,2.09,0.0,43.13
2002-03-01,1,Edmonton,0340,5221.0,2384,2.19,0.0,52.89
2002-06-01,2,Edmonton,0340,6751.0,3170,2.13,0.0,68.09
2002-09-01,3,Edmonton,0340,7454.0,3614,2.06,0.0,74.94
2002-12-01,4,Edmonton,0340,8225.0,3744,2.2,0.0,82.35
2003-03-01,1,Edmonton,0340,8317.0,3593,2.31,0.0,82.94
2003-06-01,2,Edmonton,0340,8108.0,3723,2.18,0.0,80.53
2003-09-01,3,Edmonton,0340,8932.0,3734,2.39,0.0,88.48
2003-12-01,4,Edmonton,0340,8916.0,3288,2.71,0.0,87.92
2004-03-01,1,Edmonton,0340,8977.0,3080,2.91,0.0,88.07
2004-06-01,2,Edmonton,0340,9035.0,3155,2.86,0.04,88.15
2004-09-01,3,Edmonton,0340,9103.0,3686,2.47,0.05,88.26
2004-12-01,4,Edmonton,0340,8541.0,3570,2.39,0.04,82.28
2005-03-01,1,Edmonton,0340,8263.0,3507,2.36,0.04,79.05
2005-06-01,2,Edmonton,0340,9494.0,4169,2.28,0.03,90.18
2005-09-01,3,Edmonton,0340,9822.0,4297,2.29,0.05,92.46
2005-12-01,4,Edmonton,0340,10459.0,4418,2.37,0.05,97.73
2006-03-01,1,Edmonton,0340,11201.0,4920,2.28,0.05,103.91
2006-06-01,2,Edmonton,0340,11892.0,5685,2.09,0.03,109.54
2006-09-01,3,Edmonton,0340,12573.0,6376,1.97,0.02,114.99
2006-12-01,4,Edmonton,0340,13297.0,6615,2.01,0.01,120.79
2007-03-01,1,Edmonton,0340,13336.0,6526,2.04,0.02,120.36
2007-06-01,2,Edmonton,0340,14706.0,7443,1.98,0.02,131.89
2007-09-01,3,Edmonton,0340,16262.0,7689,2.11,0.02,145.09
2007-12-01,4,Edmonton,0340,16202.0,7040,2.3,0.02,143.64
2008-03-01,1,Edmonton,0340,15653.0,5965,2.62,0.03,137.87
2008-06-01,2,Edmonton,0340,14407.0,4783,3.01,0.04,126.05
2008-09-01,3,Edmonton,0340,12535.0,3628,3.46,0.04,108.7
2008-12-01,4,Edmonton,0340,11409.0,3012,3.79,0.05,98.32
2009-03-01,1,Edmonton,0340,9694.0,2403,4.03,0.06,83.07
2009-06-01,2,Edmonton,0340,8585.0,2409,3.56,0.05,73.2
2009-09-01,3,Edmonton,0340,6672.0,2787,2.39,0.04,56.73
2009-12-01,4,Edmonton,0340,7549.0,3677,2.05,0.03,63.91
2010-03-01,1,Edmonton,0340,7870.0,4097,1.92,0.02,66.33
2010-06-01,2,Edmonton,0340,8963.0,4754,1.89,0.02,75.2
2010-09-01,3,Edmonton,0340,9213.0,4864,1.89,0.02,77.02
2010-12-01,4,Edmonton,0340,8615.0,4312,2.0,0.02,71.67
2011-03-01,1,Edmonton,0340,7795.0,3563,2.19,0.02,64.51
2011-06-01,2,Edmonton,0340,8438.0,3763,2.24,0.02,69.45
2011-09-01,3,Edmonton,0340,8888.0,4094,2.17,0.02,72.73
2011-12-01,4,Edmonton,0340,9170.0,4109,2.23,0.02,74.56
2012-03-01,1,Edmonton,0340,9062.0,4008,2.26,0.02,73.19
2012-06-01,2,Edmonton,0340,9942.0,4328,2.3,0.02,79.73
2012-09-01,3,Edmonton,0340,10799.0,4831,2.24,0.03,85.89
2012-12-01,4,Edmonton,0340,11923.0,4802,2.48,0.04,94.12
2013-03-01,1,Edmonton,0340,11877.0,4722,2.52,0.04,93.04
2013-06-01,2,Edmonton,0340,13859.0,5008,2.77,0.07,107.73
2013-09-01,3,Edmonton,0340,14054.0,5218,2.69,0.06,108.16
2013-12-01,4,Edmonton,0340,13767.0,5083,2.71,0.07,105.21
2014-03-01,1,Edmonton,0340,13205.0,4990,2.65,0.08,100.28
2014-06-01,2,Edmonton,0340,13940.0,5344,2.61,0.08,105.27
2014-09-01,3,Edmonton,0340,14565.0,5772,2.52,0.07,109.65
2014-12-01,4,Edmonton,0340,14732.0,5987,2.46,0.1,110.37
2015-03-01,1,Edmonton,0340,16436.0,5816,2.83,0.13,122.53
2015-06-01,2,Edmonton,0340,16425.0,5741,2.86,0.13,121.86
2015-09-01,3,Edmonton,0340,15719.0,5358,2.93,0.13,116.04
2015-12-01,4,Edmonton,0340,14912.0,4583,3.25,0.16,109.55
2016-03-01,1,Edmonton,0340,13294.0,3966,3.35,0.17,97.2
2016-06-01,2,Edmonton,0340,12094.0,3496,3.46,0.16,88.01
2016-09-01,3,Edmonton,0340,9899.0,3467,2.86,0.13,71.7
2016-12-01,4,Edmonton,0340,9785.0,3753,2.61,0.11,70.55
2017-03-01,1,Edmonton,0340,10026.0,3745,2.68,0.12,71.96
2017-06-01,2,Edmonton,0340,10157.0,3752,2.71,0.13,72.57
2017-09-01,3,Edmonton,0340,10497.0,4126,2.54,0.12,74.68
2017-12-01,4,Edmonton,0340,10372.0,4161,2.49,0.12,73.46
2018-03-01,1,Edmonton,0340,10158.0,3946,2.57,0.12,71.61
2018-06-01,2,Edmonton,0340,10393.0,4405,2.36,0.11,72.92
2018-09-01,3,Edmonton,0340,10536.0,4381,2.4,0.11,73.52
2018-12-01,4,Edmonton,0340,9952.0,3822,2.6,0.12,69.13
2019-03-01,1,Edmonton,0340,8765.0,3243,2.7,0.13,60.61
2019-06-01,2,Edmonton,0340,9557.0,3412,2.8,0.14,65.8
2019-09-01,3,Edmonton,0340,10564.0,3718,2.84,0.13,72.36
2019-12-01,4,Edmonton,0340,10260.0,3792,2.71,0.12,70.02
2020-03-01,1,Edmonton,0340,10809.0,3903,2.77,0.12,73.54
2020-06-01,2,Edmonton,0340,10382.0,3711,2.8,0.11,70.44
2020-09-01,3,Edmonton,0340,9321.0,3381,2.76,0.13,63.36
2020-12-01,4,Edmonton,0340,10250.0,3540,2.9,0.13,69.39
2021-03-01,1,Edmonton,0340,10482.0,3837,2.73,0.1,70.67
2021-06-01,2,Edmonton,0340,10562.0,4341,2.43,0.1,70.93
2021-09-01,3,Edmonton,0340,10334.0,4671,2.21,0.08,68.79
2021-12-01,4,Edmonton,0340,11521.0,4892,2.36,0.09,76.36
2022-03-01,1,Edmonton,0340,11583.0,4955,2.34,0.08,76.15
2022-06-01,2,Edmonton,0340,13155.0,5759,2.28,0.08,85.71
2022-09-01,3,Edmonton,0340,14065.0,6462,2.18,0.06,90.74
2022-12-01,4,Edmonton,0340,14187.0,6052,2.34,0.07,90.66
2023-03-01,1,Edmonton,0340,13842.0,5294,2.61,0.09,87.44
2023-06-01,2,Edmonton,0340,11951.0,4458,2.68,0.09,74.59
2023-09-01,3,Edmonton,0340,12693.0,4558,2.78,0.09,78.26
2023-12-01,4,Edmonton,0340,13196.0,4716,2.8,0.09,80.4
1988-06-01,2,Halifax,0580,1546.0,560,2.76,0.0,47.74
1988-09-01,3,Halifax,0580,1685.0,592,2.85,0.0,51.76
1988-12-01,4,Halifax,0580,1371.0,520,2.64,0.0,41.93
1989-03-01,1,Halifax,0580,1161.0,366,3.17,0.0,35.37
1989-06-01,2,Halifax,0580,1331.0,486,2.74,0.0,40.38
1989-09-01,3,Halifax,0580,1395.0,508,2.75,0.0,42.16
1989-12-01,4,Halifax,0580,1667.0,483,3.45,0.0,50.19
1990-03-01,1,Halifax,0580,1125.0,304,3.7,0.01,33.75
1990-06-01,2,Halifax,0580,1546.0,591,2.62,0.01,46.22
1990-09-01,3,Halifax,0580,1313.0,610,2.15,0.0,39.09
1990-12-01,4,Halifax,0580,1371.0,401,3.42,0.01,40.7
1991-03-01,1,Halifax,0580,1447.0,270,5.36,0.0,42.84
1991-06-01,2,Halifax,0580,1594.0,329,4.84,0.0,47.08
1991-09-01,3,Halifax,0580,1820.0,440,4.14,0.0,53.71
1991-12-01,4,Halifax,0580,1595.0,301,5.3,0.0,46.97
1992-03-01,1,Halifax,0580,1528.0,231,6.61,0.0,44.91
1992-06-01,2,Halifax,0580,1328.0,434,3.06,0.0,38.95
1992-09-01,3,Halifax,0580,1452.0,574,2.53,0.0,42.48
1992-12-01,4,Halifax,0580,1246.0,476,2.62,0.0,36.38
1993-03-01,1,Halifax,0580,916.0,362,2.53,0.0,26.69
1993-06-01,2,Halifax,0580,887.0,429,2.07,0.0,25.79
1993-09-01,3,Halifax,0580,924.0,669,1.38,0.0,26.82
1993-12-01,4,Halifax,0580,1129.0,537,2.1,0.0,32.71
1994-03-01,1,Halifax,0580,845.0,362,2.33,0.0,24.43
1994-06-01,2,Halifax,0580,1083.0,571,1.9,0.0,31.25
1994-09-01,3,Halifax,0580,1050.0,582,1.8,0.01,30.25
1994-12-01,4,Halifax,0580,1062.0,418,2.54,0.01,30.53
1995-03-01,1,Halifax,0580,1028.0,376,2.73,0.0,29.49
1995-06-01,2,Halifax,0580,1247.0,513,2.43,0.0,35.68
1995-09-01,3,Halifax,0580,1066.0,503,2.12,0.0,30.42
1995-12-01,4,Halifax,0580,889.0,416,2.14,0.0,25.3
1996-03-01,1,Halifax,0580,718.0,343,2.09,0.0,20.38
1996-06-01,2,Halifax,0580,804.0,602,1.34,0.0,22.76
1996-09-01,3,Halifax,0580,800.0,582,1.37,0.0,22.58
1996-12-01,4,Halifax,0580,668.0,449,1.49,0.0,18.81
1997-03-01,1,Halifax,0580,758.0,513,1.48,0.0,21.29
1997-06-01,2,Halifax,0580,747.0,496,1.51,0.0,20.92
1997-09-01,3,Halifax,0580,896.0,479,1.87,0.0,25.04
1997-12-01,4,Halifax,0580,882.0,395,2.23,0.0,24.59
1998-03-01,1,Halifax,0580,777.0,289,2.69,0.0,21.6
1998-06-01,2,Halifax,0580,676.0,257,2.63,0.0,18.75
1998-09-01,3,Halifax,0580,833.0,395,2.11,0.02,23.03
1998-12-01,4,Halifax,0580,745.0,284,2.62,0.04,20.54
1999-03-01,1,Halifax,0580,739.0,236,3.13,0.06,20.33
1999-06-01,2,Halifax,0580,1174.0,449,2.61,0.03,32.22
1999-09-01,3,Halifax,0580,1056.0,284,3.72,0.03,28.94
1999-12-01,4,Halifax,0580,825.0,320,2.58,0.0,22.56
2000-03-01,1,Halifax,0580,728.0,216,3.37,0.02,19.87
2000-06-01,2,Halifax,0580,1013.0,409,2.48,0.02,27.58
2000-09-01,3,Halifax,0580,1417.0,337,4.2,0.01,38.52
2000-12-01,4,Halifax,0580,1182.0,214,5.52,0.06,32.05
2001-03-01,1,Halifax,0580,1250.0,222,5.63,0.04,33.8
2001-06-01,2,Halifax,0580,1411.0,353,4.0,0.02,38.04
2001-09-01,3,Halifax,0580,1305.0,344,3.79,0.0,35.01
2001-12-01,4,Halifax,0580,1260.0,314,4.01,0.01,33.69
2002-03-01,1,Halifax,0580,985.0,351,2.81,0.03,26.26
2002-06-01,2,Halifax,0580,1314.0,648,2.03,0.02,34.94
2002-09-01,3,Halifax,0580,1673.0,733,2.28,0.02,44.39
2002-12-01,4,Halifax,0580,1975.0,690,2.86,0.02,52.29
2003-03-01,1,Halifax,0580,1914.0,518,3.69,0.01,50.57
2003-06-01,2,Halifax,0580,2122.0,687,3.09,0.01,55.96
2003-09-01,3,Halifax,0580,1834.0,677,2.71,0.0,48.27
2003-12-01,4,Halifax,0580,1900.0,401,4.74,0.0,49.93
2004-03-01,1,Halifax,0580,1748.0,407,4.29,0.01,45.88
2004-06-01,2,Halifax,0580,1928.0,607,3.18,0.01,50.56
2004-09-01,3,Halifax,0580,2074.0,597,3.47,0.01,54.41
2004-12-01,4,Halifax,0580,1636.0,437,3.74,0.01,42.88
2005-03-01,1,Halifax,0580,1489.0,351,4.24,0.01,38.97
2005-06-01,2,Halifax,0580,1989.0,567,3.51,0.01,51.98
2005-09-01,3,Halifax,0580,2224.0,592,3.76,0.01,57.95
2005-12-01,4,Halifax,0580,1839.0,410,4.49,0.02,47.84
2006-03-01,1,Halifax,0580,1885.0,379,4.97,0.02,48.96
2006-06-01,2,Halifax,0580,2113.0,506,4.18,0.01,54.82
2006-09-01,3,Halifax,0580,2208.0,539,4.1,0.0,57.28
2006-12-01,4,Halifax,0580,2258.0,484,4.67,0.0,58.49
2007-03-01,1,Halifax,0580,2340.0,442,5.29,0.0,60.52
2007-06-01,2,Halifax,0580,2530.0,569,4.45,0.0,65.3
2007-09-01,3,Halifax,0580,2719.0,669,4.06,0.0,69.98
2007-12-01,4,Halifax,0580,2469.0,707,3.49,0.0,63.4
2008-03-01,1,Halifax,0580,2233.0,695,3.21,0.0,57.2
2008-06-01,2,Halifax,0580,2535.0,797,3.18,0.0,64.79
2008-09-01,3,Halifax,0580,2619.0,857,3.06,0.0,66.79
2008-12-01,4,Halifax,0580,1970.0,687,2.87,0.0,50.11
2009-03-01,1,Halifax,0580,1828.0,523,3.5,0.0,46.37
2009-06-01,2,Halifax,0580,1610.0,557,2.89,0.0,40.73
2009-09-01,3,Halifax,0580,1911.0,720,2.65,0.01,48.17
2009-12-01,4,Halifax,0580,1633.0,619,2.64,0.04,41.04
2010-03-01,1,Halifax,0580,1797.0,621,2.89,0.04,45.05
2010-06-01,2,Halifax,0580,1987.0,622,3.19,0.05,49.69
2010-09-01,3,Halifax,0580,1981.0,652,3.04,0.04,49.41
