reference_period,ref_qq,metro,metcode,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2013-09-01,3,Toronto,2270,67915.0,9901,6.86,0.35,113.63
2013-12-01,4,Toronto,2270,69062.0,9644,7.16,0.38,115.25
2014-03-01,1,Toronto,2270,70193.0,8749,8.02,0.44,116.86
2014-06-01,2,Toronto,2270,69031.0,8850,7.8,0.5,114.68
2014-09-01,3,Toronto,2270,68663.0,8846,7.76,0.49,114.01
2014-12-01,4,Toronto,2270,68948.0,8686,7.94,0.54,114.22
2015-03-01,1,Toronto,2270,55681.0,7293,7.63,0.52,92.0
2015-06-01,2,Toronto,2270,56006.0,8734,6.41,0.42,92.27
2015-09-01,3,Toronto,2270,61297.0,10140,6.05,0.39,100.6
2015-12-01,4,Toronto,2270,64798.0,11316,5.73,0.36,105.99
2016-03-01,1,Toronto,2270,64702.0,10572,6.12,0.38,105.46
2016-06-01,2,Toronto,2270,67888.0,10889,6.23,0.4,110.25
2016-09-01,3,Toronto,2270,68306.0,12337,5.54,0.35,110.56
2016-12-01,4,Toronto,2270,68918.0,13678,5.04,0.31,111.1
2017-03-01,1,Toronto,2270,67698.0,12827,5.28,0.32,108.67
2017-06-01,2,Toronto,2270,68074.0,12487,5.45,0.33,108.78
2017-09-01,3,Toronto,2270,69794.0,12358,5.65,0.34,110.93
2017-12-01,4,Toronto,2270,70349.0,11891,5.92,0.36,111.27
2018-03-01,1,Toronto,2270,72344.0,10876,6.65,0.41,113.87
2018-06-01,2,Toronto,2270,70709.0,9900,7.14,0.46,110.76
2018-09-01,3,Toronto,2270,71276.0,9252,7.7,0.52,110.97
2018-12-01,4,Toronto,2270,72175.0,8514,8.48,0.58,111.88
2019-03-01,1,Toronto,2270,72662.0,7085,10.26,0.73,112.18
2019-06-01,2,Toronto,2270,73290.0,6154,11.91,0.87,112.75
2019-09-01,3,Toronto,2270,73711.0,6194,11.9,0.86,112.96
2019-12-01,4,Toronto,2270,74451.0,6233,11.94,0.87,113.82
2020-03-01,1,Toronto,2270,73728.0,6271,11.76,0.86,112.53
2020-06-01,2,Toronto,2270,77667.0,6550,11.86,0.86,118.44
2020-09-01,3,Toronto,2270,80824.0,7253,11.14,0.79,123.96
2020-12-01,4,Toronto,2270,81942.0,7438,11.02,0.77,125.4
2021-03-01,1,Toronto,2270,80927.0,7192,11.25,0.82,123.42
2021-06-01,2,Toronto,2270,78346.0,7538,10.39,0.74,119.1
2021-09-01,3,Toronto,2270,83033.0,8508,9.76,0.68,125.07
2021-12-01,4,Toronto,2270,86163.0,8816,9.77,0.69,129.94
2022-03-01,1,Toronto,2270,87656.0,8818,9.94,0.7,130.73
2022-06-01,2,Toronto,2270,91148.0,8755,10.41,0.73,134.75
2022-09-01,3,Toronto,2270,96133.0,9319,10.32,0.72,140.78
2022-12-01,4,Toronto,2270,101434.0,9901,10.24,0.72,147.16
2023-03-01,1,Toronto,2270,99543.0,9253,10.76,0.77,143.05
2023-06-01,2,Toronto,2270,107627.0,8688,12.39,0.87,153.22
2023-09-01,3,Toronto,2270,105795.0,8447,12.52,0.87,149.25
2023-12-01,4,Toronto,2270,105126.0,8096,12.98,0.91,147.04
1988-06-01,2,Vancouver,2410,9678.0,3874,2.5,0.0,63.02
1988-09-01,3,Vancouver,2410,10160.0,4271,2.38,0.0,65.53
1988-12-01,4,Vancouver,2410,9879.0,4404,2.24,0.01,63.24
1989-03-01,1,Vancouver,2410,10565.0,4627,2.28,0.01,67.15
1989-06-01,2,Vancouver,2410,12215.0,5183,2.36,0.02,77.12
1989-09-01,3,Vancouver,2410,14000.0,5282,2.65,0.04,87.9
1989-12-01,4,Vancouver,2410,13577.0,5171,2.63,0.04,84.72
1990-03-01,1,Vancouver,2410,14122.0,5190,2.72,0.07,87.59
1990-06-01,2,Vancouver,2410,14895.0,4601,3.24,0.13,91.83
1990-09-01,3,Vancouver,2410,13718.0,3728,3.68,0.18,84.12
1990-12-01,4,Vancouver,2410,11305.0,3012,3.75,0.18,68.9
1991-03-01,1,Vancouver,2410,9437.0,2663,3.54,0.18,57.16
1991-06-01,2,Vancouver,2410,9956.0,3375,2.95,0.08,59.93
1991-09-01,3,Vancouver,2410,10687.0,3669,2.91,0.09,63.89
1991-12-01,4,Vancouver,2410,11430.0,3700,3.09,0.1,67.89
1992-03-01,1,Vancouver,2410,11025.0,3655,3.02,0.12,65.07
1992-06-01,2,Vancouver,2410,11836.0,3956,2.99,0.13,69.41
1992-09-01,3,Vancouver,2410,12102.0,4176,2.9,0.12,70.58
1992-12-01,4,Vancouver,2410,13623.0,4024,3.39,0.14,78.91
1993-03-01,1,Vancouver,2410,13918.0,3806,3.66,0.15,80.05
1993-06-01,2,Vancouver,2410,14969.0,3989,3.75,0.19,85.46
1993-09-01,3,Vancouver,2410,15266.0,4113,3.71,0.19,86.41
1993-12-01,4,Vancouver,2410,15249.0,3795,4.02,0.36,85.64
1994-03-01,1,Vancouver,2410,16279.0,3541,4.6,0.44,90.71
1994-06-01,2,Vancouver,2410,15924.0,3772,4.22,0.38,88.04
1994-09-01,3,Vancouver,2410,15708.0,4238,3.71,0.31,86.19
1994-12-01,4,Vancouver,2410,15340.0,3705,4.14,0.37,83.5
1995-03-01,1,Vancouver,2410,13893.0,3196,4.35,0.39,75.02
1995-06-01,2,Vancouver,2410,13246.0,3049,4.34,0.38,70.96
1995-09-01,3,Vancouver,2410,12683.0,2824,4.49,0.4,67.32
1995-12-01,4,Vancouver,2410,10515.0,2605,4.04,0.37,55.38
1996-03-01,1,Vancouver,2410,10060.0,2490,4.04,0.36,52.59
1996-06-01,2,Vancouver,2410,11235.0,2849,3.94,0.39,58.31
1996-09-01,3,Vancouver,2410,11700.0,3162,3.7,0.36,60.24
1996-12-01,4,Vancouver,2410,11951.0,2954,4.05,0.38,61.17
1997-03-01,1,Vancouver,2410,11657.0,2626,4.44,0.44,59.36
1997-06-01,2,Vancouver,2410,12200.0,2813,4.34,0.42,61.86
1997-09-01,3,Vancouver,2410,12891.0,2930,4.4,0.43,65.26
1997-12-01,4,Vancouver,2410,11875.0,2715,4.37,0.39,59.9
1998-03-01,1,Vancouver,2410,11607.0,2499,4.64,0.43,58.35
1998-06-01,2,Vancouver,2410,11332.0,2317,4.89,0.49,56.77
1998-09-01,3,Vancouver,2410,11225.0,2144,5.24,0.56,56.04
1998-12-01,4,Vancouver,2410,9750.0,1964,4.96,0.53,48.51
1999-03-01,1,Vancouver,2410,9310.0,1695,5.49,0.58,46.16
1999-06-01,2,Vancouver,2410,8645.0,1819,4.75,0.53,42.72
1999-09-01,3,Vancouver,2410,7624.0,2129,3.58,0.35,37.56
1999-12-01,4,Vancouver,2410,7320.0,1896,3.86,0.41,35.93
2000-03-01,1,Vancouver,2410,6225.0,1673,3.72,0.42,30.44
2000-06-01,2,Vancouver,2410,6566.0,1904,3.45,0.41,31.99
2000-09-01,3,Vancouver,2410,6418.0,2057,3.12,0.38,31.1
2000-12-01,4,Vancouver,2410,6411.0,1797,3.57,0.42,30.95
2001-03-01,1,Vancouver,2410,6825.0,1689,4.04,0.47,32.84
2001-06-01,2,Vancouver,2410,8190.0,1830,4.48,0.47,39.28
2001-09-01,3,Vancouver,2410,8662.0,2053,4.22,0.44,41.44
2001-12-01,4,Vancouver,2410,9137.0,2149,4.25,0.44,43.6
2002-03-01,1,Vancouver,2410,9072.0,1996,4.55,0.52,43.18
2002-06-01,2,Vancouver,2410,10527.0,2751,3.83,0.44,50.0
2002-09-01,3,Vancouver,2410,11434.0,3042,3.76,0.44,54.22
2002-12-01,4,Vancouver,2410,10941.0,3201,3.42,0.4,51.77
2003-03-01,1,Vancouver,2410,11035.0,3295,3.35,0.37,52.11
2003-06-01,2,Vancouver,2410,11362.0,3337,3.4,0.37,53.54
2003-09-01,3,Vancouver,2410,12637.0,3401,3.72,0.41,59.46
2003-12-01,4,Vancouver,2410,13326.0,3415,3.9,0.45,62.56
2004-03-01,1,Vancouver,2410,13977.0,3565,3.92,0.47,65.45
2004-06-01,2,Vancouver,2410,16630.0,4034,4.12,0.5,77.65
2004-09-01,3,Vancouver,2410,18108.0,4235,4.28,0.51,84.28
2004-12-01,4,Vancouver,2410,18511.0,4043,4.58,0.52,85.89
2005-03-01,1,Vancouver,2410,18823.0,3898,4.83,0.54,87.05
2005-06-01,2,Vancouver,2410,18359.0,4003,4.59,0.52,84.62
2005-09-01,3,Vancouver,2410,20323.0,4266,4.76,0.59,93.32
2005-12-01,4,Vancouver,2410,21560.0,4288,5.03,0.61,98.67
2006-03-01,1,Vancouver,2410,20929.0,4353,4.81,0.54,95.46
2006-06-01,2,Vancouver,2410,21407.0,4449,4.81,0.53,97.32
2006-09-01,3,Vancouver,2410,22146.0,4706,4.71,0.55,100.43
2006-12-01,4,Vancouver,2410,22177.0,4609,4.81,0.58,100.23
2007-03-01,1,Vancouver,2410,21884.0,4333,5.05,0.59,98.54
2007-06-01,2,Vancouver,2410,21955.0,4303,5.1,0.59,98.48
2007-09-01,3,Vancouver,2410,23111.0,4345,5.32,0.62,103.26
2007-12-01,4,Vancouver,2410,25104.0,4304,5.83,0.69,111.67
2008-03-01,1,Vancouver,2410,27023.0,4282,6.31,0.75,119.64
2008-06-01,2,Vancouver,2410,26444.0,4497,5.88,0.72,116.5
2008-09-01,3,Vancouver,2410,26744.0,4732,5.65,0.72,117.08
2008-12-01,4,Vancouver,2410,25538.0,4563,5.6,0.72,111.23
2009-03-01,1,Vancouver,2410,23555.0,3945,5.97,0.79,102.09
2009-06-01,2,Vancouver,2410,19701.0,3497,5.63,0.76,84.98
2009-09-01,3,Vancouver,2410,18895.0,3531,5.35,0.73,81.07
2009-12-01,4,Vancouver,2410,17124.0,3916,4.37,0.64,73.16
2010-03-01,1,Vancouver,2410,14828.0,4271,3.47,0.5,63.1
2010-06-01,2,Vancouver,2410,13907.0,4637,3.0,0.43,58.97
2010-09-01,3,Vancouver,2410,15575.0,4769,3.27,0.46,65.96
2010-12-01,4,Vancouver,2410,15889.0,4532,3.51,0.48,67.05
2011-03-01,1,Vancouver,2410,17351.0,4418,3.93,0.53,72.94
2011-06-01,2,Vancouver,2410,17813.0,4681,3.81,0.53,74.56
2011-09-01,3,Vancouver,2410,19548.0,4919,3.97,0.55,81.35
2011-12-01,4,Vancouver,2410,20649.0,5352,3.86,0.57,85.55
2012-03-01,1,Vancouver,2410,21180.0,5259,4.03,0.6,87.36
2012-06-01,2,Vancouver,2410,23122.0,5676,4.07,0.62,94.97
2012-09-01,3,Vancouver,2410,23092.0,5346,4.32,0.66,94.52
2012-12-01,4,Vancouver,2410,22908.0,5031,4.55,0.7,93.36
2013-03-01,1,Vancouver,2410,22775.0,5920,3.85,0.5,92.4
2013-06-01,2,Vancouver,2410,22413.0,5699,3.93,0.46,90.51
2013-09-01,3,Vancouver,2410,23148.0,5670,4.08,0.43,92.92
2013-12-01,4,Vancouver,2410,23205.0,5439,4.27,0.44,92.73
2014-03-01,1,Vancouver,2410,22975.0,5265,4.36,0.45,91.42
2014-06-01,2,Vancouver,2410,24403.0,5719,4.27,0.36,96.72
2014-09-01,3,Vancouver,2410,25491.0,5986,4.26,0.34,100.74
2014-12-01,4,Vancouver,2410,24701.0,6108,4.04,0.31,97.26
2015-03-01,1,Vancouver,2410,25682.0,6216,4.13,0.31,100.75
2015-06-01,2,Vancouver,2410,26872.0,6494,4.14,0.32,105.03
2015-09-01,3,Vancouver,2410,27159.0,6689,4.06,0.31,105.74
2015-12-01,4,Vancouver,2410,28159.0,6683,4.21,0.32,109.24
2016-03-01,1,Vancouver,2410,29447.0,6924,4.25,0.32,113.83
2016-06-01,2,Vancouver,2410,32661.0,7479,4.37,0.33,125.83
2016-09-01,3,Vancouver,2410,35983.0,8031,4.48,0.36,138.25
2016-12-01,4,Vancouver,2410,37482.0,8086,4.64,0.38,143.5
2017-03-01,1,Vancouver,2410,38058.0,8078,4.71,0.39,145.18
2017-06-01,2,Vancouver,2410,38710.0,8472,4.57,0.37,147.11
2017-09-01,3,Vancouver,2410,39702.0,8657,4.59,0.37,150.3
2017-12-01,4,Vancouver,2410,42211.0,8592,4.91,0.4,159.14
2018-03-01,1,Vancouver,2410,42590.0,8139,5.23,0.43,159.87
2018-06-01,2,Vancouver,2410,42871.0,8316,5.16,0.43,160.19
2018-09-01,3,Vancouver,2410,41944.0,8332,5.03,0.43,155.76
2018-12-01,4,Vancouver,2410,40579.0,8184,4.96,0.43,150.04
2019-03-01,1,Vancouver,2410,41717.0,7738,5.39,0.49,153.65
2019-06-01,2,Vancouver,2410,44789.0,7745,5.78,0.54,164.38
2019-09-01,3,Vancouver,2410,44863.0,7741,5.8,0.52,164.16
2019-12-01,4,Vancouver,2410,46065.0,7295,6.31,0.59,168.08
2020-03-01,1,Vancouver,2410,44409.0,6977,6.37,0.6,161.62
2020-06-01,2,Vancouver,2410,43321.0,6991,6.2,0.59,157.31
2020-09-01,3,Vancouver,2410,43746.0,7003,6.25,0.59,159.19
2020-12-01,4,Vancouver,2410,44372.0,6560,6.76,0.68,160.95
2021-03-01,1,Vancouver,2410,47232.0,6438,7.34,0.76,170.52
2021-06-01,2,Vancouver,2410,48616.0,6512,7.47,0.77,174.57
2021-09-01,3,Vancouver,2410,45724.0,6610,6.92,0.7,162.62
2021-12-01,4,Vancouver,2410,45042.0,6308,7.14,0.73,159.3
2022-03-01,1,Vancouver,2410,43756.0,6409,6.83,0.69,153.44
2022-06-01,2,Vancouver,2410,44459.0,6963,6.39,0.67,154.36
2022-09-01,3,Vancouver,2410,46427.0,7439,6.24,0.65,159.72
2022-12-01,4,Vancouver,2410,49221.0,7822,6.29,0.64,167.74
2023-03-01,1,Vancouver,2410,51153.0,7805,6.55,0.65,172.79
2023-06-01,2,Vancouver,2410,56819.0,8156,6.97,0.69,190.28
2023-09-01,3,Vancouver,2410,58572.0,8133,7.2,0.72,194.53
2023-12-01,4,Vancouver,2410,61437.0,7455,8.24,0.84,202.46
1988-06-01,2,Victoria,2440,1348.0,683,1.97,0.0,48.25
1988-09-01,3,Victoria,2440,1224.0,556,2.2,0.04,43.48
1988-12-01,4,Victoria,2440,1223.0,551,2.22,0.04,43.17
1989-03-01,1,Victoria,2440,1292.0,543,2.38,0.03,45.33
1989-06-01,2,Victoria,2440,1826.0,679,2.69,0.02,63.7
1989-09-01,3,Victoria,2440,1598.0,667,2.4,0.01,55.4
1989-12-01,4,Victoria,2440,1730.0,634,2.73,0.01,59.66
1990-03-01,1,Victoria,2440,1917.0,740,2.59,0.01,65.77
1990-06-01,2,Victoria,2440,2403.0,703,3.42,0.04,82.05
1990-09-01,3,Victoria,2440,1921.0,516,3.72,0.03,65.33
1990-12-01,4,Victoria,2440,1557.0,532,2.93,0.08,52.72
1991-03-01,1,Victoria,2440,1039.0,388,2.68,0.06,35.03
1991-06-01,2,Victoria,2440,957.0,442,2.17,0.09,32.13
1991-09-01,3,Victoria,2440,1055.0,502,2.1,0.04,35.26
1991-12-01,4,Victoria,2440,1125.0,485,2.32,0.05,37.45
1992-03-01,1,Victoria,2440,969.0,437,2.22,0.06,32.14
1992-06-01,2,Victoria,2440,955.0,469,2.04,0.07,31.56
1992-09-01,3,Victoria,2440,1239.0,482,2.57,0.03,40.82
1992-12-01,4,Victoria,2440,1227.0,440,2.79,0.11,40.28
1993-03-01,1,Victoria,2440,1415.0,439,3.22,0.15,46.28
1993-06-01,2,Victoria,2440,1326.0,479,2.77,0.12,43.21
1993-09-01,3,Victoria,2440,1297.0,504,2.57,0.11,42.09
1993-12-01,4,Victoria,2440,1418.0,460,3.08,0.23,45.85
1994-03-01,1,Victoria,2440,1506.0,411,3.66,0.19,48.54
1994-06-01,2,Victoria,2440,1678.0,460,3.65,0.18,53.91
1994-09-01,3,Victoria,2440,1299.0,455,2.85,0.06,41.62
1994-12-01,4,Victoria,2440,1165.0,401,2.91,0.09,37.21
1995-03-01,1,Victoria,2440,977.0,317,3.08,0.14,31.12
1995-06-01,2,Victoria,2440,828.0,281,2.95,0.09,26.3
1995-09-01,3,Victoria,2440,759.0,285,2.66,0.03,24.03
1995-12-01,4,Victoria,2440,552.0,247,2.23,0.02,17.44
1996-03-01,1,Victoria,2440,708.0,249,2.84,0.03,22.32
1996-06-01,2,Victoria,2440,575.0,319,1.8,0.01,18.09
1996-09-01,3,Victoria,2440,639.0,353,1.81,0.0,20.08
1996-12-01,4,Victoria,2440,587.0,321,1.83,0.02,18.42
1997-03-01,1,Victoria,2440,630.0,322,1.96,0.0,19.75
1997-06-01,2,Victoria,2440,689.0,361,1.91,0.14,21.59
1997-09-01,3,Victoria,2440,657.0,362,1.81,0.02,20.6
1997-12-01,4,Victoria,2440,648.0,335,1.93,0.01,20.31
1998-03-01,1,Victoria,2440,589.0,311,1.89,0.0,18.44
1998-06-01,2,Victoria,2440,503.0,283,1.78,0.01,15.74
1998-09-01,3,Victoria,2440,467.0,257,1.82,0.01,14.59
1998-12-01,4,Victoria,2440,466.0,217,2.15,0.01,14.54
1999-03-01,1,Victoria,2440,411.0,211,1.95,0.0,12.81
1999-06-01,2,Victoria,2440,659.0,288,2.29,0.01,20.53
1999-09-01,3,Victoria,2440,855.0,287,2.98,0.05,26.64
1999-12-01,4,Victoria,2440,894.0,265,3.37,0.05,27.81
2000-03-01,1,Victoria,2440,870.0,267,3.26,0.05,27.01
2000-06-01,2,Victoria,2440,633.0,270,2.34,0.07,19.6
2000-09-01,3,Victoria,2440,672.0,334,2.01,0.07,20.71
2000-12-01,4,Victoria,2440,640.0,287,2.23,0.09,19.67
2001-03-01,1,Victoria,2440,678.0,248,2.73,0.15,20.79
2001-06-01,2,Victoria,2440,680.0,274,2.48,0.13,20.8
2001-09-01,3,Victoria,2440,755.0,363,2.08,0.08,23.07
2001-12-01,4,Victoria,2440,870.0,373,2.33,0.05,26.53
2002-03-01,1,Victoria,2440,870.0,374,2.33,0.07,26.48
2002-06-01,2,Victoria,2440,661.0,418,1.58,0.01,20.08
2002-09-01,3,Victoria,2440,704.0,433,1.63,0.01,21.34
2002-12-01,4,Victoria,2440,907.0,456,1.99,0.01,27.44
2003-03-01,1,Victoria,2440,960.0,464,2.07,0.07,28.99
2003-06-01,2,Victoria,2440,1048.0,521,2.01,0.07,31.59
2003-09-01,3,Victoria,2440,1402.0,605,2.32,0.12,42.2
2003-12-01,4,Victoria,2440,1456.0,644,2.26,0.08,43.74
2004-03-01,1,Victoria,2440,1497.0,575,2.6,0.12,44.87
2004-06-01,2,Victoria,2440,1642.0,719,2.28,0.11,49.09
2004-09-01,3,Victoria,2440,1660.0,715,2.32,0.11,49.46
2004-12-01,4,Victoria,2440,1951.0,721,2.71,0.12,57.99
2005-03-01,1,Victoria,2440,1823.0,680,2.68,0.19,54.05
2005-06-01,2,Victoria,2440,1986.0,723,2.75,0.21,58.76
2005-09-01,3,Victoria,2440,1958.0,742,2.64,0.21,57.81
2005-12-01,4,Victoria,2440,2135.0,753,2.84,0.23,62.91
2006-03-01,1,Victoria,2440,2085.0,795,2.62,0.21,61.32
2006-06-01,2,Victoria,2440,2135.0,801,2.67,0.17,62.67
2006-09-01,3,Victoria,2440,2631.0,828,3.18,0.21,77.12
2006-12-01,4,Victoria,2440,2819.0,835,3.38,0.23,82.49
2007-03-01,1,Victoria,2440,2952.0,799,3.69,0.24,86.23
2007-06-01,2,Victoria,2440,3148.0,844,3.73,0.24,91.8
2007-09-01,3,Victoria,2440,3206.0,858,3.74,0.23,93.39
2007-12-01,4,Victoria,2440,3258.0,841,3.87,0.26,94.72
2008-03-01,1,Victoria,2440,3091.0,818,3.78,0.28,89.66
2008-06-01,2,Victoria,2440,3398.0,812,4.18,0.27,98.33
2008-09-01,3,Victoria,2440,3429.0,818,4.19,0.27,98.88
2008-12-01,4,Victoria,2440,2935.0,724,4.05,0.31,84.42
2009-03-01,1,Victoria,2440,2611.0,655,3.99,0.3,74.92
2009-06-01,2,Victoria,2440,2057.0,643,3.2,0.25,58.89
2009-09-01,3,Victoria,2440,1536.0,682,2.25,0.14,43.84
2009-12-01,4,Victoria,2440,1560.0,721,2.16,0.1,44.45
2010-03-01,1,Victoria,2440,1824.0,802,2.27,0.08,51.9
2010-06-01,2,Victoria,2440,1948.0,858,2.27,0.08,55.37
2010-09-01,3,Victoria,2440,2071.0,777,2.67,0.09,59.03
2010-12-01,4,Victoria,2440,1887.0,721,2.62,0.08,53.7
2011-03-01,1,Victoria,2440,1789.0,682,2.62,0.08,50.78
2011-06-01,2,Victoria,2440,1830.0,697,2.63,0.07,51.76
2011-09-01,3,Victoria,2440,1894.0,624,3.04,0.07,53.2
2011-12-01,4,Victoria,2440,1880.0,607,3.1,0.07,52.57
2012-03-01,1,Victoria,2440,1729.0,597,2.9,0.06,48.13
2012-06-01,2,Victoria,2440,1788.0,660,2.71,0.06,49.55
2012-09-01,3,Victoria,2440,1743.0,687,2.54,0.06,48.07
2012-12-01,4,Victoria,2440,1810.0,615,2.94,0.13,49.71
2013-03-01,1,Victoria,2440,1559.0,491,3.18,0.17,42.64
2013-06-01,2,Victoria,2440,1597.0,505,3.16,0.32,43.51
2013-09-01,3,Victoria,2440,1863.0,539,3.46,0.39,50.6
2013-12-01,4,Victoria,2440,2031.0,553,3.67,0.47,54.96
2014-03-01,1,Victoria,2440,1883.0,522,3.61,0.51,50.77
2014-06-01,2,Victoria,2440,1568.0,479,3.27,0.26,42.11
2014-09-01,3,Victoria,2440,1661.0,512,3.24,0.27,44.48
2014-12-01,4,Victoria,2440,1450.0,524,2.77,0.2,38.66
2015-03-01,1,Victoria,2440,1687.0,553,3.05,0.22,44.77
2015-06-01,2,Victoria,2440,1600.0,602,2.66,0.21,42.24
2015-09-01,3,Victoria,2440,1727.0,730,2.37,0.16,45.23
2015-12-01,4,Victoria,2440,1692.0,686,2.47,0.17,44.09
2016-03-01,1,Victoria,2440,1919.0,804,2.39,0.15,49.76
2016-06-01,2,Victoria,2440,2647.0,935,2.83,0.19,68.35
2016-09-01,3,Victoria,2440,2667.0,1003,2.66,0.19,68.67
2016-12-01,4,Victoria,2440,2834.0,990,2.86,0.23,72.69
2017-03-01,1,Victoria,2440,2911.0,1059,2.75,0.22,74.37
2017-06-01,2,Victoria,2440,2708.0,1086,2.49,0.19,68.91
2017-09-01,3,Victoria,2440,3615.0,1079,3.35,0.25,91.65
2017-12-01,4,Victoria,2440,4176.0,1019,4.1,0.3,105.45
2018-03-01,1,Victoria,2440,4329.0,970,4.46,0.34,108.87
2018-06-01,2,Victoria,2440,4629.0,1189,3.89,0.28,115.94
2018-09-01,3,Victoria,2440,5195.0,1212,4.29,0.31,129.52
2018-12-01,4,Victoria,2440,5776.0,1224,4.72,0.35,143.43
2019-03-01,1,Victoria,2440,6035.0,1071,5.63,0.43,149.28
2019-06-01,2,Victoria,2440,5803.0,1044,5.56,0.41,143.0
2019-09-01,3,Victoria,2440,5655.0,1013,5.58,0.43,138.81
2019-12-01,4,Victoria,2440,5650.0,1007,5.61,0.45,138.21
2020-03-01,1,Victoria,2440,5199.0,991,5.25,0.42,126.78
2020-06-01,2,Victoria,2440,5277.0,1038,5.08,0.4,128.3
2020-09-01,3,Victoria,2440,5114.0,1068,4.79,0.4,124.37
2020-12-01,4,Victoria,2440,4730.0,1084,4.36,0.35,114.63
2021-03-01,1,Victoria,2440,4881.0,1143,4.27,0.32,117.74
2021-06-01,2,Victoria,2440,4495.0,1197,3.76,0.27,107.78
2021-09-01,3,Victoria,2440,5080.0,1174,4.33,0.32,121.02
2021-12-01,4,Victoria,2440,5517.0,1180,4.68,0.34,130.91
2022-03-01,1,Victoria,2440,5877.0,1144,5.14,0.36,138.59
2022-06-01,2,Victoria,2440,6105.0,1130,5.4,0.38,142.88
2022-09-01,3,Victoria,2440,6924.0,1219,5.68,0.39,161.44
2022-12-01,4,Victoria,2440,7733.0,1169,6.62,0.47,179.74
2023-03-01,1,Victoria,2440,7710.0,1037,7.43,0.54,178.46
2023-06-01,2,Victoria,2440,7450.0,1016,7.33,0.53,171.73
2023-09-01,3,Victoria,2440,7743.0,909,8.52,0.6,177.76
2023-12-01,4,Victoria,2440,8393.0,858,9.78,0.67,191.92
1988-06-01,2,Winnipeg,2680,4369.0,1423,3.07,0.07,65.71
1988-09-01,3,Winnipeg,2680,4271.0,1351,3.16,0.1,64.22
1988-12-01,4,Winnipeg,2680,3697.0,1136,3.25,0.07,55.52
1989-03-01,1,Winnipeg,2680,3335.0,1169,2.85,0.05,50.01
1989-06-01,2,Winnipeg,2680,2137.0,1215,1.76,0.02,31.99
1989-09-01,3,Winnipeg,2680,1965.0,1179,1.67,0.02,29.36
1989-12-01,4,Winnipeg,2680,1602.0,930,1.72,0.02,23.89
1990-03-01,1,Winnipeg,2680,1559.0,1004,1.55,0.04,23.21
1990-06-01,2,Winnipeg,2680,1387.0,1088,1.27,0.02,20.61
1990-09-01,3,Winnipeg,2680,1384.0,1029,1.34,0.03,20.5
1990-12-01,4,Winnipeg,2680,779.0,568,1.37,0.03,11.52
1991-03-01,1,Winnipeg,2680,641.0,517,1.24,0.02,9.47
1991-06-01,2,Winnipeg,2680,637.0,552,1.15,0.01,9.4
1991-09-01,3,Winnipeg,2680,810.0,473,1.71,0.01,11.95
1991-12-01,4,Winnipeg,2680,644.0,450,1.43,0.0,9.5
1992-03-01,1,Winnipeg,2680,648.0,395,1.64,0.01,9.55
1992-06-01,2,Winnipeg,2680,634.0,458,1.38,0.0,9.34
1992-09-01,3,Winnipeg,2680,766.0,457,1.68,0.0,11.26
1992-12-01,4,Winnipeg,2680,744.0,495,1.5,0.02,10.93
1993-03-01,1,Winnipeg,2680,666.0,444,1.5,0.02,9.78
1993-06-01,2,Winnipeg,2680,669.0,550,1.22,0.01,9.82
1993-09-01,3,Winnipeg,2680,818.0,520,1.57,0.0,12.0
1993-12-01,4,Winnipeg,2680,655.0,421,1.56,0.0,9.6
1994-03-01,1,Winnipeg,2680,743.0,429,1.73,0.0,10.88
1994-06-01,2,Winnipeg,2680,1034.0,653,1.58,0.01,15.13
1994-09-01,3,Winnipeg,2680,849.0,548,1.55,0.01,12.4
1994-12-01,4,Winnipeg,2680,610.0,354,1.72,0.01,8.9
1995-03-01,1,Winnipeg,2680,580.0,379,1.53,0.01,8.46
1995-06-01,2,Winnipeg,2680,432.0,171,2.53,0.02,6.3
1995-09-01,3,Winnipeg,2680,491.0,195,2.52,0.02,7.17
1995-12-01,4,Winnipeg,2680,327.0,176,1.86,0.0,4.78
1996-03-01,1,Winnipeg,2680,299.0,139,2.15,0.0,4.37
1996-06-01,2,Winnipeg,2680,468.0,249,1.88,0.0,6.84
1996-09-01,3,Winnipeg,2680,645.0,425,1.52,0.0,9.43
1996-12-01,4,Winnipeg,2680,784.0,546,1.44,0.0,11.47
1997-03-01,1,Winnipeg,2680,571.0,367,1.56,0.0,8.35
1997-06-01,2,Winnipeg,2680,744.0,436,1.71,0.0,10.88
1997-09-01,3,Winnipeg,2680,754.0,416,1.81,0.0,11.02
1997-12-01,4,Winnipeg,2680,549.0,377,1.46,0.0,8.02
1998-03-01,1,Winnipeg,2680,436.0,344,1.27,0.0,6.36
1998-06-01,2,Winnipeg,2680,826.0,424,1.95,0.0,12.05
1998-09-01,3,Winnipeg,2680,772.0,458,1.69,0.0,11.24
1998-12-01,4,Winnipeg,2680,622.0,427,1.46,0.0,9.04
1999-03-01,1,Winnipeg,2680,794.0,468,1.7,0.0,11.53
1999-06-01,2,Winnipeg,2680,938.0,630,1.49,0.0,13.6
1999-09-01,3,Winnipeg,2680,1136.0,703,1.62,0.0,16.44
1999-12-01,4,Winnipeg,2680,903.0,586,1.54,0.0,13.05
2000-03-01,1,Winnipeg,2680,810.0,506,1.6,0.0,11.69
