reference_period,ref_qq,metro,metcode,FSA,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount
2014-12-01,4,Vancouver,2410,V4N,5.0,3.0,79.0,2,39.5,4.0
2014-12-01,4,Vancouver,2410,V4P,5.0,3.0,42.0,1,42.0,4.0
2014-12-01,4,Vancouver,2410,V5A,1.0,1.0,39.0,39,1.0,0.0
2014-12-01,4,Vancouver,2410,V5B,5.0,3.0,8.0,1,8.0,4.0
2014-12-01,4,Vancouver,2410,V5C,5.0,3.0,634.0,3,211.33,27.0
2014-12-01,4,Vancouver,2410,V5M,1.0,2.0,40.0,40,1.0,0.0
2014-12-01,4,Vancouver,2410,V5R,5.0,2.0,26.0,24,1.08,0.0
2014-12-01,4,Vancouver,2410,V5V,2.0,1.0,14.0,7,2.0,0.0
2014-12-01,4,Vancouver,2410,V5W,5.0,2.0,32.0,32,1.0,0.0
2014-12-01,4,Vancouver,2410,V5Z,1.0,1.0,43.0,43,1.0,0.0
2014-12-01,4,Vancouver,2410,V5Z,1.0,2.0,8.0,8,1.0,0.0
2014-12-01,4,Vancouver,2410,V6J,1.0,2.0,2.0,2,1.0,0.0
2014-12-01,4,Vancouver,2410,V6J,5.0,2.0,1.0,1,1.0,0.0
2014-12-01,4,Vancouver,2410,V6V,1.0,2.0,1.0,1,1.0,0.0
2014-12-01,4,Vancouver,2410,V6Y,2.0,3.0,6.0,3,2.0,0.0
2014-12-01,4,Vancouver,2410,V7M,2.0,1.0,6.0,3,2.0,0.0
2014-12-01,4,Vancouver,2410,V7T,4.0,3.0,4.0,1,4.0,0.0
2014-12-01,4,Vancouver,2410,V2W,4.0,3.0,114.0,28,4.07,0.0
2014-12-01,4,Vancouver,2410,V3C,1.0,1.0,8.0,8,1.0,0.0
2014-12-01,4,Vancouver,2410,V3E,5.0,2.0,69.0,69,1.0,0.0
2014-12-01,4,Vancouver,2410,V3W,4.0,3.0,24.0,5,4.8,0.0
2014-12-01,4,Vancouver,2410,V4A,5.0,2.0,9.0,9,1.0,0.0
2014-12-01,4,Vancouver,2410,V5A,2.0,1.0,20.0,10,2.0,0.0
2014-12-01,4,Vancouver,2410,V5G,2.0,3.0,2.0,1,2.0,0.0
2014-12-01,4,Vancouver,2410,V5G,5.0,3.0,281.0,2,140.5,25.5
2014-12-01,4,Vancouver,2410,V5H,1.0,1.0,46.0,46,1.0,0.0
2014-12-01,4,Vancouver,2410,V5H,5.0,2.0,21.0,21,1.0,0.0
2014-12-01,4,Vancouver,2410,V5L,1.0,1.0,3.0,3,1.0,0.0
2014-12-01,4,Vancouver,2410,V5L,2.0,1.0,8.0,4,2.0,0.0
2014-12-01,4,Vancouver,2410,V6A,1.0,1.0,2.0,2,1.0,0.0
2014-12-01,4,Vancouver,2410,V6R,5.0,2.0,9.0,9,1.0,0.0
2014-12-01,4,Vancouver,2410,V6W,5.0,2.0,4.0,4,1.0,0.0
2014-12-01,4,Vancouver,2410,V6Y,1.0,1.0,35.0,35,1.0,0.0
2014-12-01,4,Vancouver,2410,V7A,2.0,1.0,2.0,1,2.0,0.0
2014-12-01,4,Vancouver,2410,V7G,5.0,2.0,6.0,6,1.0,0.0
2014-12-01,4,Vancouver,2410,nan,1.0,2.0,6.0,6,1.0,0.0
2014-12-01,4,Vancouver,2410,V3S,5.0,3.0,297.0,4,74.25,3.75
2014-12-01,4,Vancouver,2410,V3V,1.0,1.0,64.0,64,1.0,0.0
2014-12-01,4,Vancouver,2410,V3X,4.0,3.0,177.0,27,6.56,0.0
2014-12-01,4,Vancouver,2410,V5H,2.0,1.0,4.0,2,2.0,0.0
2014-12-01,4,Vancouver,2410,V6L,5.0,2.0,11.0,11,1.0,0.0
2014-12-01,4,Vancouver,2410,V6Y,5.0,2.0,6.0,6,1.0,0.0
2014-12-01,4,Vancouver,2410,V7R,1.0,1.0,84.0,84,1.0,0.0
2014-12-01,4,Vancouver,2410,V7T,2.0,1.0,2.0,1,2.0,0.0
2014-12-01,4,Vancouver,2410,V3K,1.0,2.0,5.0,5,1.0,0.0
2014-12-01,4,Vancouver,2410,V3M,4.0,3.0,55.0,13,4.23,1.62
2014-12-01,4,Vancouver,2410,V3S,1.0,1.0,150.0,150,1.0,0.0
2014-12-01,4,Vancouver,2410,V3T,4.0,3.0,29.0,6,4.83,0.0
2014-12-01,4,Vancouver,2410,V4K,5.0,2.0,4.0,4,1.0,0.0
2014-12-01,4,Vancouver,2410,V5A,5.0,2.0,21.0,21,1.0,0.0
2014-12-01,4,Vancouver,2410,V5G,1.0,1.0,52.0,52,1.0,0.0
2014-12-01,4,Vancouver,2410,V5L,5.0,2.0,1.0,1,1.0,0.0
2014-12-01,4,Vancouver,2410,V5P,1.0,1.0,36.0,36,1.0,0.0
2014-12-01,4,Vancouver,2410,V5V,1.0,2.0,18.0,18,1.0,0.0
2014-12-01,4,Vancouver,2410,V6Y,2.0,1.0,2.0,1,2.0,0.0
2014-12-01,4,Vancouver,2410,V7T,1.0,1.0,54.0,54,1.0,0.0
2014-12-01,4,Vancouver,2410,V0N,4.0,4.0,30.0,5,6.0,0.0
2014-12-01,4,Vancouver,2410,V2X,2.0,1.0,4.0,2,2.0,0.0
2014-12-01,4,Vancouver,2410,V2X,5.0,3.0,241.0,5,48.2,4.2
2014-12-01,4,Vancouver,2410,V2Z,1.0,1.0,38.0,38,1.0,0.0
2014-12-01,4,Vancouver,2410,V3J,1.0,1.0,48.0,48,1.0,0.0
2014-12-01,4,Vancouver,2410,V3T,5.0,2.0,25.0,25,1.0,0.0
2014-12-01,4,Vancouver,2410,V4N,1.0,1.0,47.0,47,1.0,0.0
2014-12-01,4,Vancouver,2410,V4R,1.0,1.0,67.0,67,1.0,0.0
2014-12-01,4,Vancouver,2410,V4W,1.0,1.0,10.0,10,1.0,0.0
2014-12-01,4,Vancouver,2410,V5N,4.0,3.0,11.0,3,3.67,0.0
2014-12-01,4,Vancouver,2410,V5S,1.0,2.0,23.0,23,1.0,0.0
2014-12-01,4,Vancouver,2410,V5X,5.0,3.0,1007.0,4,251.75,28.75
2014-12-01,4,Vancouver,2410,V6M,1.0,1.0,30.0,30,1.0,0.0
2014-12-01,4,Vancouver,2410,V6V,5.0,2.0,6.0,6,1.0,0.0
2014-12-01,4,Vancouver,2410,V7E,1.0,1.0,67.0,67,1.0,0.0
2014-12-01,4,Vancouver,2410,V7J,5.0,3.0,108.0,1,108.0,5.0
2014-12-01,4,Vancouver,2410,V7S,1.0,1.0,121.0,121,1.0,0.0
2014-12-01,4,Vancouver,2410,V2X,1.0,2.0,2.0,2,1.0,0.0
2014-12-01,4,Vancouver,2410,V2Y,5.0,3.0,253.0,3,84.33,5.33
2014-12-01,4,Vancouver,2410,V3B,2.0,1.0,4.0,2,2.0,0.0
2014-12-01,4,Vancouver,2410,V4B,1.0,2.0,1.0,1,1.0,0.0
2014-12-01,4,Vancouver,2410,V4C,1.0,1.0,66.0,66,1.0,0.0
2014-12-01,4,Vancouver,2410,V4C,4.0,3.0,82.0,20,4.1,0.0
2014-12-01,4,Vancouver,2410,V4L,1.0,1.0,10.0,10,1.0,0.0
2014-12-01,4,Vancouver,2410,V4P,1.0,1.0,12.0,12,1.0,0.0
2014-12-01,4,Vancouver,2410,V5G,5.0,2.0,22.0,22,1.0,0.0
2014-12-01,4,Vancouver,2410,V5J,1.0,1.0,46.0,46,1.0,0.0
2014-12-01,4,Vancouver,2410,V5K,5.0,2.0,21.0,21,1.0,0.0
2014-12-01,4,Vancouver,2410,V5X,5.0,2.0,33.0,30,1.1,0.13
2014-12-01,4,Vancouver,2410,V6A,5.0,3.0,276.0,5,55.2,5.0
2014-12-01,4,Vancouver,2410,V6K,2.0,1.0,6.0,3,2.0,0.0
2014-12-01,4,Vancouver,2410,V6L,1.0,2.0,7.0,7,1.0,0.0
2014-12-01,4,Vancouver,2410,V6N,1.0,1.0,86.0,86,1.0,0.0
2014-12-01,4,Vancouver,2410,V6P,1.0,1.0,95.0,95,1.0,0.0
2014-12-01,4,Vancouver,2410,V7A,4.0,3.0,12.0,2,6.0,0.0
2014-12-01,4,Vancouver,2410,V7C,1.0,1.0,117.0,117,1.0,0.0
2014-12-01,4,Vancouver,2410,V7L,1.0,2.0,4.0,4,1.0,0.0
2015-12-01,4,Vancouver,2410,V2W,1.0,1.0,41.0,41,1.0,0.0
2015-12-01,4,Vancouver,2410,V3H,4.0,3.0,14.0,2,7.0,0.0
2015-12-01,4,Vancouver,2410,V3S,4.0,3.0,133.0,24,5.54,0.0
2015-12-01,4,Vancouver,2410,V3T,5.0,3.0,1532.0,4,383.0,41.25
2015-12-01,4,Vancouver,2410,V3Y,5.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V4C,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V4M,1.0,3.0,7.0,7,1.0,0.0
2015-12-01,4,Vancouver,2410,V5M,1.0,1.0,44.0,44,1.0,0.0
2015-12-01,4,Vancouver,2410,V5N,1.0,1.0,17.0,17,1.0,0.0
2015-12-01,4,Vancouver,2410,V5V,2.0,3.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V5X,4.0,3.0,6.0,2,3.0,0.0
2015-12-01,4,Vancouver,2410,V6A,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V6P,5.0,2.0,20.0,20,1.0,0.0
2015-12-01,4,Vancouver,2410,V7A,5.0,2.0,40.0,40,1.0,0.0
2015-12-01,4,Vancouver,2410,V7G,1.0,1.0,15.0,15,1.0,0.0
2015-12-01,4,Vancouver,2410,V7M,1.0,1.0,15.0,15,1.0,0.0
2015-12-01,4,Vancouver,2410,V2W,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V3C,5.0,3.0,573.0,7,81.86,9.14
2015-12-01,4,Vancouver,2410,V3J,5.0,2.0,44.0,44,1.0,0.0
2015-12-01,4,Vancouver,2410,V3N,1.0,1.0,49.0,49,1.0,0.0
2015-12-01,4,Vancouver,2410,V3X,1.0,1.0,133.0,133,1.0,0.0
2015-12-01,4,Vancouver,2410,V4K,5.0,3.0,30.0,1,30.0,3.0
2015-12-01,4,Vancouver,2410,V5E,1.0,1.0,22.0,22,1.0,0.0
2015-12-01,4,Vancouver,2410,V5H,5.0,3.0,873.0,4,218.25,28.75
2015-12-01,4,Vancouver,2410,V5R,1.0,1.0,39.0,39,1.0,0.0
2015-12-01,4,Vancouver,2410,V5X,1.0,1.0,54.0,54,1.0,0.0
2015-12-01,4,Vancouver,2410,V6K,1.0,1.0,33.0,33,1.0,0.0
2015-12-01,4,Vancouver,2410,V6L,1.0,1.0,69.0,69,1.0,0.0
2015-12-01,4,Vancouver,2410,V6X,4.0,1.0,23.0,5,4.6,0.0
2015-12-01,4,Vancouver,2410,V7A,1.0,1.0,133.0,133,1.0,0.0
2015-12-01,4,Vancouver,2410,V7K,4.0,3.0,7.0,1,7.0,0.0
2015-12-01,4,Vancouver,2410,V7L,1.0,1.0,28.0,28,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Z,1.0,3.0,7.0,7,1.0,0.0
2015-12-01,4,Vancouver,2410,V3L,1.0,1.0,16.0,16,1.0,0.0
2015-12-01,4,Vancouver,2410,V3L,5.0,2.0,291.0,10,29.1,2.6
2015-12-01,4,Vancouver,2410,V3W,1.0,1.0,48.0,48,1.0,0.0
2015-12-01,4,Vancouver,2410,V4C,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V4C,5.0,2.0,57.0,57,1.0,0.0
2015-12-01,4,Vancouver,2410,V4E,5.0,2.0,10.0,10,1.0,0.0
2015-12-01,4,Vancouver,2410,V4N,4.0,3.0,63.0,10,6.3,0.0
2015-12-01,4,Vancouver,2410,V5G,1.0,1.0,42.0,42,1.0,0.0
2015-12-01,4,Vancouver,2410,V5N,1.0,2.0,13.0,13,1.0,0.0
2015-12-01,4,Vancouver,2410,V5S,1.0,2.0,34.0,34,1.0,0.0
2015-12-01,4,Vancouver,2410,V5W,1.0,1.0,55.0,55,1.0,0.0
2015-12-01,4,Vancouver,2410,V5W,4.0,3.0,7.0,1,7.0,0.0
2015-12-01,4,Vancouver,2410,V5Y,1.0,2.0,8.0,8,1.0,0.0
2015-12-01,4,Vancouver,2410,V5Y,4.0,3.0,10.0,1,10.0,0.0
2015-12-01,4,Vancouver,2410,V5Z,1.0,1.0,30.0,30,1.0,0.0
2015-12-01,4,Vancouver,2410,V5Z,5.0,2.0,16.0,16,1.0,0.0
2015-12-01,4,Vancouver,2410,V6M,1.0,1.0,28.0,28,1.0,0.0
2015-12-01,4,Vancouver,2410,V6W,1.0,1.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,V6Y,5.0,3.0,348.0,2,174.0,13.5
2015-12-01,4,Vancouver,2410,V7C,2.0,3.0,12.0,6,2.0,0.0
2015-12-01,4,Vancouver,2410,V7E,1.0,1.0,104.0,104,1.0,0.0
2015-12-01,4,Vancouver,2410,V7E,4.0,3.0,23.0,5,4.6,0.0
2015-12-01,4,Vancouver,2410,V3E,4.0,3.0,154.0,22,7.0,0.0
2015-12-01,4,Vancouver,2410,V3E,5.0,2.0,25.0,25,1.0,0.0
2015-12-01,4,Vancouver,2410,V3N,5.0,2.0,38.0,38,1.0,0.0
2015-12-01,4,Vancouver,2410,V5N,5.0,3.0,89.0,2,44.5,4.0
2015-12-01,4,Vancouver,2410,V5V,5.0,2.0,81.0,38,2.13,0.18
2015-12-01,4,Vancouver,2410,V6J,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V6M,5.0,3.0,246.0,7,35.14,5.14
2015-12-01,4,Vancouver,2410,V6Y,4.0,3.0,63.0,16,3.94,0.0
2015-12-01,4,Vancouver,2410,V7B,1.0,1.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,V7J,5.0,2.0,6.0,6,1.0,0.0
2015-12-01,4,Vancouver,2410,V7M,4.0,3.0,18.0,3,6.0,0.0
2015-12-01,4,Vancouver,2410,nan,1.0,1.0,273.0,273,1.0,0.0
2015-12-01,4,Vancouver,2410,nan,2.0,1.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V2Z,5.0,2.0,113.0,9,12.56,0.44
2015-12-01,4,Vancouver,2410,V3L,5.0,3.0,584.0,5,116.8,12.8
2015-12-01,4,Vancouver,2410,V3M,5.0,3.0,342.0,4,85.5,9.0
2015-12-01,4,Vancouver,2410,V3W,4.0,3.0,67.0,7,9.57,0.0
2015-12-01,4,Vancouver,2410,V4M,5.0,3.0,99.0,4,24.75,3.25
2015-12-01,4,Vancouver,2410,V4R,1.0,1.0,70.0,70,1.0,0.0
2015-12-01,4,Vancouver,2410,V4R,2.0,1.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V5H,2.0,1.0,12.0,6,2.0,0.0
2015-12-01,4,Vancouver,2410,V5J,1.0,1.0,66.0,66,1.0,0.0
2015-12-01,4,Vancouver,2410,V5J,4.0,3.0,10.0,1,10.0,0.0
2015-12-01,4,Vancouver,2410,V5L,5.0,2.0,5.0,5,1.0,0.0
2015-12-01,4,Vancouver,2410,V5M,5.0,2.0,51.0,36,1.42,0.17
2015-12-01,4,Vancouver,2410,V5P,1.0,1.0,40.0,40,1.0,0.0
2015-12-01,4,Vancouver,2410,V5R,5.0,3.0,775.0,9,86.11,10.78
2015-12-01,4,Vancouver,2410,V5T,4.0,3.0,3.0,1,3.0,0.0
2015-12-01,4,Vancouver,2410,V5V,1.0,2.0,24.0,24,1.0,0.0
2015-12-01,4,Vancouver,2410,V5Z,1.0,2.0,11.0,11,1.0,0.0
2015-12-01,4,Vancouver,2410,V6M,4.0,3.0,25.0,4,6.25,0.0
2015-12-01,4,Vancouver,2410,V6M,5.0,2.0,4.0,4,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Y,2.0,1.0,6.0,3,2.0,0.0
2015-12-01,4,Vancouver,2410,V3S,2.0,3.0,16.0,8,2.0,0.0
2015-12-01,4,Vancouver,2410,V3X,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V5A,5.0,2.0,25.0,25,1.0,0.0
2015-12-01,4,Vancouver,2410,V5Y,5.0,2.0,5.0,5,1.0,0.0
2015-12-01,4,Vancouver,2410,V6A,1.0,1.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,V6N,1.0,2.0,13.0,13,1.0,0.0
2015-12-01,4,Vancouver,2410,V6P,5.0,3.0,194.0,6,32.33,4.83
2015-12-01,4,Vancouver,2410,V7A,4.0,3.0,5.0,1,5.0,0.0
2015-12-01,4,Vancouver,2410,V7E,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V7E,2.0,3.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V7J,1.0,1.0,16.0,16,1.0,0.0
2015-12-01,4,Vancouver,2410,V7P,5.0,2.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,nan,2.0,3.0,28.0,14,2.0,0.0
2015-12-01,4,Vancouver,2410,nan,4.0,3.0,478.0,84,5.69,0.0
2015-12-01,4,Vancouver,2410,V0N,1.0,1.0,29.0,29,1.0,0.0
2015-12-01,4,Vancouver,2410,V1M,1.0,1.0,12.0,12,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Y,4.0,3.0,237.0,42,5.64,0.0
2015-12-01,4,Vancouver,2410,V3B,1.0,1.0,16.0,16,1.0,0.0
2015-12-01,4,Vancouver,2410,V3B,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V3E,5.0,3.0,189.0,1,189.0,25.0
2015-12-01,4,Vancouver,2410,V3V,5.0,2.0,54.0,54,1.0,0.0
2015-12-01,4,Vancouver,2410,V4K,5.0,2.0,7.0,7,1.0,0.0
2015-12-01,4,Vancouver,2410,V4L,1.0,1.0,7.0,7,1.0,0.0
2015-12-01,4,Vancouver,2410,V4W,1.0,1.0,10.0,10,1.0,0.0
2015-12-01,4,Vancouver,2410,V5L,5.0,3.0,66.0,5,13.2,3.2
2015-12-01,4,Vancouver,2410,V6H,5.0,2.0,51.0,2,25.5,5.5
2015-12-01,4,Vancouver,2410,V6J,1.0,2.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,V6L,1.0,2.0,9.0,9,1.0,0.0
2015-12-01,4,Vancouver,2410,V6Y,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V6Y,5.0,2.0,136.0,8,17.0,1.88
2015-12-01,4,Vancouver,2410,V7C,4.0,3.0,12.0,3,4.0,0.0
2015-12-01,4,Vancouver,2410,V7L,2.0,1.0,6.0,3,2.0,0.0
2015-12-01,4,Vancouver,2410,V7S,1.0,3.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Z,4.0,3.0,24.0,7,3.43,0.0
2015-12-01,4,Vancouver,2410,V3K,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V3M,1.0,1.0,46.0,46,1.0,0.0
2015-12-01,4,Vancouver,2410,V3M,5.0,2.0,25.0,25,1.0,0.0
2015-12-01,4,Vancouver,2410,V3R,4.0,3.0,109.0,12,9.08,0.0
2015-12-01,4,Vancouver,2410,V3T,1.0,1.0,37.0,37,1.0,0.0
2015-12-01,4,Vancouver,2410,V3W,5.0,2.0,26.0,26,1.0,0.0
2015-12-01,4,Vancouver,2410,V5P,5.0,3.0,22.0,1,22.0,5.0
2015-12-01,4,Vancouver,2410,V6E,5.0,3.0,22.0,1,22.0,17.0
2015-12-01,4,Vancouver,2410,V6L,5.0,2.0,8.0,8,1.0,0.0
2015-12-01,4,Vancouver,2410,V6S,1.0,2.0,9.0,9,1.0,0.0
2015-12-01,4,Vancouver,2410,V6X,5.0,3.0,2425.0,18,134.72,10.94
2015-12-01,4,Vancouver,2410,V6Y,1.0,1.0,42.0,42,1.0,0.0
2015-12-01,4,Vancouver,2410,V6Y,1.0,3.0,9.0,9,1.0,0.0
2015-12-01,4,Vancouver,2410,V7C,5.0,2.0,14.0,14,1.0,0.0
2015-12-01,4,Vancouver,2410,V7G,5.0,2.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,V7L,5.0,3.0,628.0,6,104.67,12.17
2015-12-01,4,Vancouver,2410,V3C,5.0,2.0,32.0,3,10.67,1.33
2015-12-01,4,Vancouver,2410,V3E,2.0,3.0,32.0,16,2.0,0.0
2015-12-01,4,Vancouver,2410,V3K,1.0,2.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,V3R,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V3T,5.0,2.0,27.0,27,1.0,0.0
2015-12-01,4,Vancouver,2410,V4B,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V4E,1.0,1.0,13.0,13,1.0,0.0
2015-12-01,4,Vancouver,2410,V4M,1.0,1.0,13.0,13,1.0,0.0
2015-12-01,4,Vancouver,2410,V4P,5.0,2.0,7.0,7,1.0,0.0
2015-12-01,4,Vancouver,2410,V5C,4.0,3.0,4.0,1,4.0,0.0
2015-12-01,4,Vancouver,2410,V5J,2.0,1.0,10.0,5,2.0,0.0
2015-12-01,4,Vancouver,2410,V5Z,5.0,3.0,223.0,4,55.75,6.5
2015-12-01,4,Vancouver,2410,V7K,5.0,2.0,2.0,2,1.0,0.0
2015-12-01,4,Vancouver,2410,V7S,1.0,1.0,125.0,125,1.0,0.0
2015-12-01,4,Vancouver,2410,V7T,4.0,3.0,23.0,2,11.5,0.0
2015-12-01,4,Vancouver,2410,V2W,4.0,3.0,92.0,18,5.11,0.0
2015-12-01,4,Vancouver,2410,V2X,1.0,1.0,14.0,14,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Y,4.0,1.0,20.0,5,4.0,0.0
2015-12-01,4,Vancouver,2410,V2Y,5.0,3.0,445.0,5,89.0,5.6
2015-12-01,4,Vancouver,2410,V3E,1.0,1.0,79.0,79,1.0,0.0
2015-12-01,4,Vancouver,2410,V3N,4.0,3.0,27.0,2,13.5,0.0
2015-12-01,4,Vancouver,2410,V4N,5.0,3.0,50.0,1,50.0,4.0
2015-12-01,4,Vancouver,2410,V5E,2.0,1.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V5R,2.0,1.0,24.0,12,2.0,0.0
2015-12-01,4,Vancouver,2410,V6J,1.0,1.0,27.0,27,1.0,0.0
2015-12-01,4,Vancouver,2410,V6N,5.0,3.0,30.0,1,30.0,4.0
2015-12-01,4,Vancouver,2410,V6W,5.0,2.0,2.0,2,1.0,0.0
2015-12-01,4,Vancouver,2410,V7A,1.0,2.0,4.0,4,1.0,0.0
2015-12-01,4,Vancouver,2410,V7N,5.0,2.0,7.0,7,1.0,0.0
2015-12-01,4,Vancouver,2410,V7V,1.0,1.0,33.0,33,1.0,0.0
2015-12-01,4,Vancouver,2410,V7V,1.0,3.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V3A,5.0,2.0,43.0,7,6.14,0.71
2015-12-01,4,Vancouver,2410,V4A,4.0,3.0,18.0,5,3.6,0.0
2015-12-01,4,Vancouver,2410,V4C,5.0,3.0,317.0,1,317.0,37.0
2015-12-01,4,Vancouver,2410,V5H,5.0,2.0,33.0,33,1.0,0.0
2015-12-01,4,Vancouver,2410,V5J,5.0,2.0,52.0,52,1.0,0.0
2015-12-01,4,Vancouver,2410,V5W,5.0,2.0,37.0,37,1.0,0.0
2015-12-01,4,Vancouver,2410,V6M,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V6P,2.0,1.0,6.0,3,2.0,0.0
2015-12-01,4,Vancouver,2410,V6X,1.0,1.0,43.0,43,1.0,0.0
2015-12-01,4,Vancouver,2410,V7H,5.0,2.0,3.0,3,1.0,0.0
2015-12-01,4,Vancouver,2410,V7T,1.0,1.0,50.0,50,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Y,5.0,2.0,21.0,21,1.0,0.0
2015-12-01,4,Vancouver,2410,V3A,5.0,3.0,147.0,2,73.5,3.5
2015-12-01,4,Vancouver,2410,V3J,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V3M,2.0,1.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V4B,4.0,1.0,4.0,1,4.0,0.0
2015-12-01,4,Vancouver,2410,V4C,4.0,3.0,8.0,2,4.0,0.0
2015-12-01,4,Vancouver,2410,V5G,5.0,2.0,29.0,29,1.0,0.0
2015-12-01,4,Vancouver,2410,V5K,1.0,1.0,35.0,35,1.0,0.0
2015-12-01,4,Vancouver,2410,V6A,5.0,2.0,285.0,4,71.25,7.25
2015-12-01,4,Vancouver,2410,V6P,1.0,2.0,16.0,16,1.0,0.0
2015-12-01,4,Vancouver,2410,V7L,1.0,2.0,4.0,4,1.0,0.0
2015-12-01,4,Vancouver,2410,V7M,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V7V,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,nan,1.0,3.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,nan,5.0,2.0,516.0,66,7.82,0.62
2015-12-01,4,Vancouver,2410,V3J,4.0,3.0,58.0,9,6.44,0.0
2015-12-01,4,Vancouver,2410,V3W,5.0,3.0,57.0,1,57.0,5.0
2015-12-01,4,Vancouver,2410,V4B,5.0,2.0,46.0,46,1.0,0.0
2015-12-01,4,Vancouver,2410,V4L,5.0,3.0,19.0,1,19.0,5.0
2015-12-01,4,Vancouver,2410,V5X,5.0,3.0,1007.0,4,251.75,28.75
2015-12-01,4,Vancouver,2410,V5Y,1.0,1.0,11.0,11,1.0,0.0
2015-12-01,4,Vancouver,2410,V5Y,5.0,3.0,754.0,10,75.4,8.8
2015-12-01,4,Vancouver,2410,V6G,2.0,1.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V6V,1.0,1.0,9.0,9,1.0,0.0
2015-12-01,4,Vancouver,2410,V6Y,2.0,3.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V7N,1.0,1.0,11.0,11,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Z,1.0,1.0,34.0,34,1.0,0.0
2015-12-01,4,Vancouver,2410,V3B,5.0,2.0,11.0,11,1.0,0.0
2015-12-01,4,Vancouver,2410,V3T,4.0,1.0,3.0,1,3.0,0.0
2015-12-01,4,Vancouver,2410,V3Y,2.0,1.0,4.0,2,2.0,0.0
2015-12-01,4,Vancouver,2410,V4L,2.0,1.0,2.0,1,2.0,0.0
2015-12-01,4,Vancouver,2410,V4N,5.0,2.0,57.0,57,1.0,0.0
2015-12-01,4,Vancouver,2410,V5A,4.0,3.0,26.0,2,13.0,0.0
2015-12-01,4,Vancouver,2410,V5G,2.0,1.0,24.0,12,2.0,0.0
2015-12-01,4,Vancouver,2410,V5L,1.0,2.0,5.0,5,1.0,0.0
2015-12-01,4,Vancouver,2410,V5P,1.0,2.0,33.0,33,1.0,0.0
2015-12-01,4,Vancouver,2410,V5S,1.0,1.0,47.0,47,1.0,0.0
2015-12-01,4,Vancouver,2410,V6J,5.0,2.0,2.0,2,1.0,0.0
2015-12-01,4,Vancouver,2410,V7E,1.0,3.0,4.0,4,1.0,0.0
2015-12-01,4,Vancouver,2410,V2X,1.0,2.0,1.0,1,1.0,0.0
2015-12-01,4,Vancouver,2410,V2Y,1.0,1.0,57.0,57,1.0,0.0
2015-12-01,4,Vancouver,2410,V3A,1.0,1.0,23.0,23,1.0,0.0
2015-12-01,4,Vancouver,2410,V3C,1.0,1.0,5.0,5,1.0,0.0
