reference_period,metro,metcode,stcan_cmacode,censustr,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2023,Quebec,1400,421,0007.00,13.0,2,6.5,3.0,0.15
2023,Quebec,1400,421,0029.00,4.0,1,4.0,3.0,0.05
2023,Quebec,1400,421,0160.03,3.0,2,1.5,0.0,0.03
2023,Quebec,1400,421,0210.02,1.0,1,1.0,0.0,0.01
2023,Quebec,1400,421,0119.04,2.0,2,1.0,0.0,0.02
2023,Quebec,1400,421,0120.03,3.0,2,1.5,0.0,0.03
2023,Quebec,1400,421,0300.00,138.0,1,138.0,6.0,1.57
2023,Quebec,1400,421,0340.03,1.0,1,1.0,0.0,0.01
2023,Quebec,1400,421,0520.00,22.0,8,2.75,0.0,0.25
2023,Quebec,1400,421,0260.01,205.0,2,102.5,4.5,2.34
2023,Quebec,1400,421,0610.00,23.0,14,1.64,0.0,0.26
2023,Quebec,1400,421,0119.02,17.0,2,8.5,1.5,0.19
2023,Quebec,1400,421,0320.02,5.0,2,2.5,1.0,0.06
2023,Quebec,1400,421,0811.00,1092.0,11,99.27,6.73,12.46
2023,Quebec,1400,421,0320.10,36.0,1,36.0,4.0,0.41
2023,Quebec,1400,421,0830.01,23.0,1,23.0,3.0,0.26
2023,Quebec,1400,421,0846.04,9.0,2,4.5,0.0,0.1
2023,Quebec,1400,421,0009.00,5.0,1,5.0,3.0,0.06
2023,Quebec,1400,421,0111.00,1.0,1,1.0,0.0,0.01
2023,Quebec,1400,421,0825.00,18.0,15,1.2,0.0,0.21
2023,Quebec,1400,421,0845.05,41.0,10,4.1,0.3,0.47
2023,Quebec,1400,421,9012.00,31.0,17,1.82,0.12,0.35
2023,Quebec,1400,421,0220.03,2.0,1,2.0,0.0,0.02
2023,Quebec,1400,421,0240.03,8.0,2,4.0,1.0,0.09
2023,Quebec,1400,421,0840.01,3.0,2,1.5,0.0,0.03
2023,Quebec,1400,421,0001.01,188.0,1,188.0,18.0,2.15
2023,Quebec,1400,421,0041.12,166.0,1,166.0,6.0,1.89
2023,Quebec,1400,421,0113.02,6.0,5,1.2,0.0,0.07
2023,Quebec,1400,421,9011.00,1.0,1,1.0,0.0,0.01
2023,Quebec,1400,421,0041.06,94.0,3,31.33,3.0,1.07
2023,Quebec,1400,421,0530.00,9.0,6,1.5,0.0,0.1
2023,Quebec,1400,421,0800.01,1.0,1,1.0,0.0,0.01
2023,Quebec,1400,421,0039.02,17.0,3,5.67,2.33,0.19
2023,Quebec,1400,421,0101.00,6.0,4,1.5,0.0,0.07
2023,Quebec,1400,421,0280.03,2.0,1,2.0,0.0,0.02
2023,Quebec,1400,421,0034.00,6.0,1,6.0,3.0,0.07
2023,Quebec,1400,421,0114.00,22.0,5,4.4,2.4,0.25
2023,Quebec,1400,421,0240.02,365.0,2,182.5,14.0,4.16
2023,Quebec,1400,421,0820.01,2.0,2,1.0,0.0,0.02
2023,Quebec,1400,421,0230.03,1.0,1,1.0,0.0,0.01
2023,Quebec,1400,421,0801.00,3.0,1,3.0,2.0,0.03
2023,Quebec,1400,421,0835.03,13.0,9,1.44,0.0,0.15
2023,Quebec,1400,421,0022.00,108.0,1,108.0,7.0,1.23
2023,Quebec,1400,421,0360.01,1.0,1,1.0,0.0,0.01
2023,Quebec,1400,421,9017.00,30.0,18,1.67,0.22,0.34
2023,Quebec,1400,421,0160.05,17.0,3,5.67,1.0,0.19
2023,Quebec,1400,421,0271.02,177.0,4,44.25,2.75,2.02
2023,Quebec,1400,421,0830.02,150.0,2,75.0,6.0,1.71
2023,Quebec,1400,421,0850.05,3.0,3,1.0,0.0,0.03
1988,Regina,1490,705,0000.00,610.0,255,2.39,0.04,31.19
1988,Regina,1490,705,0101.00,2.0,2,1.0,0.0,0.1
1989,Regina,1490,705,0000.00,266.0,157,1.69,0.02,13.62
1989,Regina,1490,705,0027.00,32.0,1,32.0,0.0,1.64
1990,Regina,1490,705,0000.00,218.0,95,2.29,0.08,11.13
1991,Regina,1490,705,0000.00,112.0,79,1.42,0.04,5.69
1992,Regina,1490,705,0000.00,295.0,185,1.59,0.04,14.89
1993,Regina,1490,705,0100.03,12.0,1,12.0,0.0,0.6
1993,Regina,1490,705,0000.00,217.0,140,1.55,0.0,10.92
1993,Regina,1490,705,0003.00,21.0,1,21.0,0.0,1.06
1994,Regina,1490,705,0000.00,163.0,148,1.1,0.0,8.17
1994,Regina,1490,705,0017.00,20.0,1,20.0,0.0,1.0
1994,Regina,1490,705,0002.02,3.0,1,3.0,0.0,0.15
1995,Regina,1490,705,0000.00,163.0,124,1.31,0.0,8.12
1996,Regina,1490,705,0000.00,204.0,151,1.35,0.02,10.2
1997,Regina,1490,705,0000.00,337.0,154,2.19,0.02,16.88
1998,Regina,1490,705,0100.04,19.0,19,1.0,0.0,0.95
1998,Regina,1490,705,0003.00,1.0,1,1.0,0.0,0.05
1998,Regina,1490,705,0013.00,1.0,1,1.0,0.0,0.05
1998,Regina,1490,705,0008.02,7.0,7,1.0,0.0,0.35
1998,Regina,1490,705,0006.00,48.0,2,24.0,1.5,2.4
1998,Regina,1490,705,0100.02,2.0,2,1.0,0.0,0.1
1998,Regina,1490,705,0100.08,22.0,22,1.0,0.0,1.1
1998,Regina,1490,705,0000.00,86.0,79,1.09,0.0,4.3
1998,Regina,1490,705,0002.02,5.0,5,1.0,0.0,0.25
1998,Regina,1490,705,0008.01,1.0,1,1.0,0.0,0.05
1998,Regina,1490,705,0012.00,42.0,3,14.0,1.33,2.1
1998,Regina,1490,705,0016.00,1.0,1,1.0,0.0,0.05
1998,Regina,1490,705,0004.00,1.0,1,1.0,0.0,0.05
1998,Regina,1490,705,0100.06,18.0,9,2.0,0.0,0.9
1998,Regina,1490,705,0100.09,29.0,3,9.67,0.0,1.45
1999,Regina,1490,705,0000.00,102.0,98,1.04,0.0,5.12
1999,Regina,1490,705,0004.00,2.0,2,1.0,0.0,0.1
1999,Regina,1490,705,0100.08,39.0,20,1.95,0.0,1.96
1999,Regina,1490,705,0003.00,2.0,2,1.0,0.0,0.1
1999,Regina,1490,705,0016.00,3.0,3,1.0,0.0,0.15
1999,Regina,1490,705,0100.06,22.0,22,1.0,0.0,1.1
1999,Regina,1490,705,0018.00,1.0,1,1.0,0.0,0.05
1999,Regina,1490,705,0100.09,1.0,1,1.0,0.0,0.05
1999,Regina,1490,705,0028.02,1.0,1,1.0,0.0,0.05
1999,Regina,1490,705,0002.02,3.0,3,1.0,0.0,0.15
1999,Regina,1490,705,0011.00,33.0,1,33.0,0.0,1.66
1999,Regina,1490,705,0015.00,1.0,1,1.0,0.0,0.05
1999,Regina,1490,705,0008.02,12.0,12,1.0,0.0,0.6
1999,Regina,1490,705,0027.00,60.0,3,20.0,0.0,3.01
1999,Regina,1490,705,0001.01,1.0,1,1.0,0.0,0.05
1999,Regina,1490,705,0100.04,23.0,23,1.0,0.0,1.15
1999,Regina,1490,705,0012.00,20.0,4,5.0,0.0,1.0
1999,Regina,1490,705,0100.02,4.0,4,1.0,0.0,0.2
1999,Regina,1490,705,0006.00,1.0,1,1.0,0.0,0.05
1999,Regina,1490,705,0022.02,1.0,1,1.0,0.0,0.05
2000,Regina,1490,705,0008.02,13.0,10,1.3,0.0,0.66
2000,Regina,1490,705,0100.06,8.0,8,1.0,0.0,0.4
2000,Regina,1490,705,0002.02,1.0,1,1.0,0.0,0.05
2000,Regina,1490,705,0100.08,16.0,16,1.0,0.0,0.81
2000,Regina,1490,705,0100.04,38.0,17,2.24,0.12,1.92
2000,Regina,1490,705,0000.00,77.0,66,1.17,0.0,3.89
2000,Regina,1490,705,0100.02,7.0,7,1.0,0.0,0.35
2000,Regina,1490,705,0006.00,48.0,1,48.0,0.0,2.42
2000,Regina,1490,705,0012.00,6.0,3,2.0,0.0,0.3
2000,Regina,1490,705,0005.00,3.0,3,1.0,0.0,0.15
2000,Regina,1490,705,0010.00,2.0,1,2.0,0.0,0.1
2000,Regina,1490,705,0026.00,4.0,3,1.33,0.0,0.2
2000,Regina,1490,705,0023.02,1.0,1,1.0,0.0,0.05
2000,Regina,1490,705,0022.02,5.0,5,1.0,0.0,0.25
2000,Regina,1490,705,0024.00,1.0,1,1.0,0.0,0.05
2000,Regina,1490,705,0015.00,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0019.00,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0100.02,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0005.00,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0012.00,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0100.01,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0003.00,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0023.02,51.0,2,25.5,0.0,2.58
2001,Regina,1490,705,0000.00,68.0,68,1.0,0.0,3.44
2001,Regina,1490,705,0100.06,16.0,16,1.0,0.0,0.81
2001,Regina,1490,705,0100.04,31.0,18,1.72,0.0,1.57
2001,Regina,1490,705,0015.00,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0027.00,2.0,2,1.0,0.0,0.1
2001,Regina,1490,705,0100.08,139.0,20,6.95,0.2,7.03
2001,Regina,1490,705,0008.02,7.0,7,1.0,0.0,0.35
2001,Regina,1490,705,0001.01,2.0,2,1.0,0.0,0.1
2001,Regina,1490,705,0022.02,1.0,1,1.0,0.0,0.05
2001,Regina,1490,705,0100.09,6.0,6,1.0,0.0,0.3
2002,Regina,1490,705,0100.09,6.0,6,1.0,0.0,0.3
2002,Regina,1490,705,0027.00,3.0,3,1.0,0.0,0.15
2002,Regina,1490,705,0001.01,3.0,3,1.0,0.0,0.15
2002,Regina,1490,705,0100.02,4.0,4,1.0,0.0,0.2
2002,Regina,1490,705,0008.01,2.0,2,1.0,0.0,0.1
2002,Regina,1490,705,0012.00,1.0,1,1.0,0.0,0.05
2002,Regina,1490,705,0020.00,1.0,1,1.0,0.0,0.05
2002,Regina,1490,705,0100.04,41.0,39,1.05,0.0,2.06
2002,Regina,1490,705,0100.06,29.0,29,1.0,0.0,1.46
2002,Regina,1490,705,0021.00,1.0,1,1.0,0.0,0.05
2002,Regina,1490,705,0026.00,5.0,2,2.5,0.0,0.25
2002,Regina,1490,705,0015.00,1.0,1,1.0,0.0,0.05
2002,Regina,1490,705,0022.02,5.0,5,1.0,0.0,0.25
2002,Regina,1490,705,0100.08,160.0,46,3.48,0.0,8.05
2002,Regina,1490,705,0000.00,98.0,98,1.0,0.0,4.93
2002,Regina,1490,705,0004.00,1.0,1,1.0,0.0,0.05
2002,Regina,1490,705,0008.02,25.0,24,1.04,0.0,1.26
2003,Regina,1490,705,0001.01,24.0,3,8.0,0.0,1.2
2003,Regina,1490,705,0100.02,9.0,9,1.0,0.0,0.45
2003,Regina,1490,705,0007.00,123.0,1,123.0,0.0,6.15
2003,Regina,1490,705,0000.00,72.0,72,1.0,0.0,3.6
2003,Regina,1490,705,0022.02,18.0,6,3.0,0.0,0.9
2003,Regina,1490,705,0009.01,25.0,12,2.08,0.0,1.25
2003,Regina,1490,705,0004.00,3.0,3,1.0,0.0,0.15
2003,Regina,1490,705,0012.00,1.0,1,1.0,0.0,0.05
2003,Regina,1490,705,0100.10,63.0,39,1.62,0.0,3.15
2003,Regina,1490,705,0100.11,1.0,1,1.0,0.0,0.05
2003,Regina,1490,705,0008.01,1.0,1,1.0,0.0,0.05
2003,Regina,1490,705,0100.08,84.0,41,2.05,0.0,4.2
2003,Regina,1490,705,0100.09,11.0,11,1.0,0.0,0.55
2003,Regina,1490,705,0008.02,34.0,34,1.0,0.0,1.7
2003,Regina,1490,705,0001.02,2.0,2,1.0,0.0,0.1
2003,Regina,1490,705,0025.01,1.0,1,1.0,0.0,0.05
2003,Regina,1490,705,0100.04,72.0,49,1.47,0.0,3.6
2003,Regina,1490,705,0027.00,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0015.00,36.0,18,2.0,0.0,1.8
2004,Regina,1490,705,0011.00,40.0,10,4.0,0.0,2.0
2004,Regina,1490,705,0008.01,2.0,2,1.0,0.0,0.1
2004,Regina,1490,705,0017.00,4.0,4,1.0,0.0,0.2
2004,Regina,1490,705,0019.00,6.0,5,1.2,0.0,0.3
2004,Regina,1490,705,0000.00,94.0,94,1.0,0.0,4.69
2004,Regina,1490,705,0100.02,21.0,21,1.0,0.0,1.05
2004,Regina,1490,705,0002.02,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0014.00,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0022.02,16.0,7,2.29,0.0,0.8
2004,Regina,1490,705,0016.00,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0004.00,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0005.00,2.0,2,1.0,0.0,0.1
2004,Regina,1490,705,0100.04,91.0,68,1.34,0.0,4.54
2004,Regina,1490,705,0001.02,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0012.00,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0100.09,19.0,19,1.0,0.0,0.95
2004,Regina,1490,705,0021.00,35.0,10,3.5,0.0,1.75
2004,Regina,1490,705,0027.00,8.0,8,1.0,0.0,0.4
2004,Regina,1490,705,0010.00,3.0,3,1.0,0.0,0.15
2004,Regina,1490,705,0009.01,8.0,8,1.0,0.0,0.4
2004,Regina,1490,705,0100.11,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0001.01,24.0,3,8.0,0.0,1.2
2004,Regina,1490,705,0006.00,48.0,1,48.0,0.0,2.4
2004,Regina,1490,705,0028.02,4.0,4,1.0,0.0,0.2
2004,Regina,1490,705,0100.08,195.0,75,2.6,0.0,9.74
2004,Regina,1490,705,0018.00,1.0,1,1.0,0.0,0.05
2004,Regina,1490,705,0100.10,77.0,42,1.83,0.0,3.84
2004,Regina,1490,705,0008.02,39.0,38,1.03,0.0,1.95
2004,Regina,1490,705,0022.01,9.0,1,9.0,0.0,0.45
2004,Regina,1490,705,0026.00,52.0,2,26.0,0.0,2.6
2004,Regina,1490,705,0003.00,20.0,3,6.67,0.0,1.0
2005,Regina,1490,705,0008.01,3.0,2,1.5,0.0,0.15
2005,Regina,1490,705,0100.04,144.0,73,1.97,0.0,7.17
2005,Regina,1490,705,0009.01,1.0,1,1.0,0.0,0.05
2005,Regina,1490,705,0008.02,38.0,38,1.0,0.0,1.89
2005,Regina,1490,705,0020.00,29.0,9,3.22,0.0,1.44
2005,Regina,1490,705,0001.02,1.0,1,1.0,0.0,0.05
2005,Regina,1490,705,0100.10,45.0,33,1.36,0.0,2.24
2005,Regina,1490,705,0000.00,23.0,23,1.0,0.0,1.14
2005,Regina,1490,705,0003.00,18.0,1,18.0,0.0,0.9
2005,Regina,1490,705,0101.00,77.0,72,1.07,0.0,3.83
2005,Regina,1490,705,0026.00,38.0,1,38.0,0.0,1.89
2005,Regina,1490,705,0100.08,199.0,85,2.34,0.0,9.91
2005,Regina,1490,705,0010.00,1.0,1,1.0,0.0,0.05
2005,Regina,1490,705,0028.02,8.0,8,1.0,0.0,0.4
2005,Regina,1490,705,0100.02,19.0,19,1.0,0.0,0.95
2005,Regina,1490,705,0017.00,3.0,3,1.0,0.0,0.15
2005,Regina,1490,705,0009.02,8.0,8,1.0,0.0,0.4
2005,Regina,1490,705,0018.00,14.0,14,1.0,0.0,0.7
2005,Regina,1490,705,0028.03,1.0,1,1.0,0.0,0.05
2005,Regina,1490,705,0100.09,10.0,10,1.0,0.0,0.5
2005,Regina,1490,705,0023.02,1.0,1,1.0,0.0,0.05
2005,Regina,1490,705,0005.00,3.0,3,1.0,0.0,0.15
2005,Regina,1490,705,0006.00,22.0,1,22.0,0.0,1.1
2005,Regina,1490,705,0012.00,2.0,1,2.0,0.0,0.1
2005,Regina,1490,705,0100.07,4.0,4,1.0,0.0,0.2
2005,Regina,1490,705,0102.00,18.0,17,1.06,0.0,0.9
2005,Regina,1490,705,0015.00,8.0,5,1.6,0.0,0.4
2005,Regina,1490,705,0025.01,6.0,6,1.0,0.0,0.3
2005,Regina,1490,705,0004.00,1.0,1,1.0,0.0,0.05
2005,Regina,1490,705,0103.00,1.0,1,1.0,0.0,0.05
2005,Regina,1490,705,0022.02,8.0,2,4.0,0.0,0.4
2005,Regina,1490,705,0019.00,4.0,4,1.0,0.0,0.2
2006,Regina,1490,705,0100.02,24.0,24,1.0,0.0,1.18
2006,Regina,1490,705,0020.00,28.0,10,2.8,0.0,1.38
2006,Regina,1490,705,0101.00,72.0,68,1.06,0.0,3.55
2006,Regina,1490,705,0008.01,8.0,3,2.67,0.0,0.39
2006,Regina,1490,705,0012.00,6.0,4,1.5,0.0,0.3
2006,Regina,1490,705,0103.00,3.0,3,1.0,0.0,0.15
2006,Regina,1490,705,0005.00,4.0,4,1.0,0.0,0.2
2006,Regina,1490,705,0026.00,1.0,1,1.0,0.0,0.05
2006,Regina,1490,705,0004.00,1.0,1,1.0,0.0,0.05
2006,Regina,1490,705,0006.00,22.0,1,22.0,0.0,1.08
2006,Regina,1490,705,0102.00,28.0,28,1.0,0.0,1.38
2006,Regina,1490,705,0024.00,2.0,2,1.0,0.0,0.1
2006,Regina,1490,705,0019.00,1.0,1,1.0,0.0,0.05
2006,Regina,1490,705,0008.02,79.0,79,1.0,0.0,3.9
2006,Regina,1490,705,0015.00,2.0,1,2.0,0.0,0.1
2006,Regina,1490,705,0018.00,6.0,6,1.0,0.0,0.3
2006,Regina,1490,705,0100.04,183.0,102,1.79,0.0,9.02
2006,Regina,1490,705,0100.09,7.0,7,1.0,0.0,0.35
2006,Regina,1490,705,0025.01,3.0,3,1.0,0.0,0.15
2006,Regina,1490,705,0021.00,1.0,1,1.0,0.0,0.05
2006,Regina,1490,705,0023.01,2.0,2,1.0,0.0,0.1
2006,Regina,1490,705,0028.02,5.0,5,1.0,0.0,0.25
2006,Regina,1490,705,0100.08,94.0,83,1.13,0.0,4.63
2006,Regina,1490,705,0000.00,9.0,9,1.0,0.0,0.44
2006,Regina,1490,705,0009.01,1.0,1,1.0,0.0,0.05
2006,Regina,1490,705,0009.02,34.0,34,1.0,0.0,1.68
2006,Regina,1490,705,0003.00,4.0,1,4.0,0.0,0.2
2006,Regina,1490,705,0011.00,1.0,1,1.0,0.0,0.05
2006,Regina,1490,705,0014.00,2.0,2,1.0,0.0,0.1
2006,Regina,1490,705,0100.05,5.0,5,1.0,0.0,0.25
2006,Regina,1490,705,0100.10,27.0,27,1.0,0.0,1.33
2006,Regina,1490,705,0010.00,29.0,9,3.22,0.0,1.43
2006,Regina,1490,705,0022.02,10.0,4,2.5,0.0,0.49
2006,Regina,1490,705,0100.07,7.0,7,1.0,0.0,0.35
2007,Regina,1490,705,0000.00,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0018.00,37.0,2,18.5,0.0,1.8
2007,Regina,1490,705,0024.00,13.0,9,1.44,0.0,0.63
2007,Regina,1490,705,0010.00,16.0,6,2.67,0.0,0.78
2007,Regina,1490,705,0023.01,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0017.00,5.0,5,1.0,0.0,0.24
2007,Regina,1490,705,0103.00,4.0,4,1.0,0.0,0.19
2007,Regina,1490,705,0015.00,2.0,2,1.0,0.0,0.1
2007,Regina,1490,705,0012.00,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0027.00,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0100.04,269.0,150,1.79,0.0,13.09
2007,Regina,1490,705,0100.10,33.0,33,1.0,0.0,1.61
2007,Regina,1490,705,0004.00,6.0,6,1.0,0.0,0.29
2007,Regina,1490,705,0026.00,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0100.02,53.0,53,1.0,0.0,2.58
2007,Regina,1490,705,0100.14,14.0,14,1.0,0.0,0.68
2007,Regina,1490,705,0102.00,44.0,44,1.0,0.0,2.14
2007,Regina,1490,705,0019.00,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0022.02,24.0,6,4.0,0.0,1.17
2007,Regina,1490,705,0100.08,110.0,8,13.75,0.0,5.35
2007,Regina,1490,705,0100.09,45.0,22,2.05,0.14,2.19
2007,Regina,1490,705,0101.00,109.0,101,1.08,0.0,5.3
2007,Regina,1490,705,0100.13,122.0,104,1.17,0.0,5.93
2007,Regina,1490,705,0008.01,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0008.02,2.0,2,1.0,0.0,0.1
2007,Regina,1490,705,0005.00,28.0,5,5.6,0.0,1.36
2007,Regina,1490,705,0009.02,74.0,36,2.06,0.0,3.6
2007,Regina,1490,705,0003.00,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0009.01,5.0,5,1.0,0.0,0.24
2007,Regina,1490,705,0100.12,102.0,102,1.0,0.0,4.96
2007,Regina,1490,705,0014.00,1.0,1,1.0,0.0,0.05
2007,Regina,1490,705,0028.02,10.0,10,1.0,0.0,0.49
2007,Regina,1490,705,0002.01,17.0,10,1.7,0.0,0.83
2007,Regina,1490,705,0020.00,6.0,3,2.0,0.0,0.29
2007,Regina,1490,705,0100.05,16.0,16,1.0,0.0,0.78
2008,Regina,1490,705,0010.00,54.0,6,9.0,0.0,2.57
2008,Regina,1490,705,0101.00,217.0,212,1.02,0.0,10.34
2008,Regina,1490,705,0002.01,15.0,8,1.88,0.0,0.71
2008,Regina,1490,705,0004.00,22.0,22,1.0,0.0,1.05
2008,Regina,1490,705,0022.02,9.0,6,1.5,0.0,0.43
2008,Regina,1490,705,0025.01,4.0,4,1.0,0.0,0.19
2008,Regina,1490,705,0006.00,50.0,5,10.0,0.0,2.38
2008,Regina,1490,705,0100.09,44.0,44,1.0,0.0,2.1
2008,Regina,1490,705,0100.05,25.0,25,1.0,0.0,1.19
2008,Regina,1490,705,0100.08,105.0,3,35.0,0.0,5.0
2008,Regina,1490,705,0024.00,20.0,14,1.43,0.0,0.95
2008,Regina,1490,705,0100.14,33.0,33,1.0,0.0,1.57
2008,Regina,1490,705,0003.00,2.0,2,1.0,0.0,0.1
2008,Regina,1490,705,0009.02,47.0,47,1.0,0.0,2.24
2008,Regina,1490,705,0012.00,6.0,6,1.0,0.0,0.29
2008,Regina,1490,705,0028.03,36.0,1,36.0,0.0,1.71
2008,Regina,1490,705,0019.00,1.0,1,1.0,0.0,0.05
2008,Regina,1490,705,0018.00,2.0,2,1.0,0.0,0.1
2008,Regina,1490,705,0026.00,4.0,4,1.0,0.0,0.19
2008,Regina,1490,705,0009.01,17.0,16,1.06,0.0,0.81
2008,Regina,1490,705,0005.00,3.0,3,1.0,0.0,0.14
2008,Regina,1490,705,0100.04,355.0,187,1.9,0.02,16.91
2008,Regina,1490,705,0017.00,9.0,9,1.0,0.0,0.43
2008,Regina,1490,705,0100.13,191.0,114,1.68,0.0,9.1
2008,Regina,1490,705,0102.00,54.0,54,1.0,0.0,2.57
2008,Regina,1490,705,0022.01,1.0,1,1.0,0.0,0.05
2008,Regina,1490,705,0008.01,3.0,3,1.0,0.0,0.14
2008,Regina,1490,705,0015.00,1.0,1,1.0,0.0,0.05
2008,Regina,1490,705,0100.10,6.0,6,1.0,0.0,0.29
2008,Regina,1490,705,0023.01,1.0,1,1.0,0.0,0.05
2008,Regina,1490,705,0100.02,61.0,61,1.0,0.0,2.91
2008,Regina,1490,705,0103.00,6.0,6,1.0,0.0,0.29
2008,Regina,1490,705,0100.12,65.0,65,1.0,0.0,3.1
2008,Regina,1490,705,0027.00,1.0,1,1.0,0.0,0.05
2009,Regina,1490,705,0025.01,1.0,1,1.0,0.0,0.05
2009,Regina,1490,705,0100.12,47.0,47,1.0,0.0,2.2
2009,Regina,1490,705,0006.00,55.0,7,7.86,0.0,2.57
2009,Regina,1490,705,0021.00,10.0,4,2.5,0.0,0.47
2009,Regina,1490,705,0009.02,13.0,13,1.0,0.0,0.61
2009,Regina,1490,705,0100.04,196.0,111,1.77,0.0,9.16
2009,Regina,1490,705,0100.13,202.0,82,2.46,0.0,9.44
2009,Regina,1490,705,0022.02,9.0,3,3.0,0.0,0.42
2009,Regina,1490,705,0017.00,9.0,4,2.25,0.0,0.42
2009,Regina,1490,705,0015.00,1.0,1,1.0,0.0,0.05
2009,Regina,1490,705,0100.11,118.0,2,59.0,0.0,5.51
2009,Regina,1490,705,0100.05,13.0,13,1.0,0.0,0.61
2009,Regina,1490,705,0100.09,38.0,38,1.0,0.0,1.78
2009,Regina,1490,705,0100.02,37.0,37,1.0,0.0,1.73
2009,Regina,1490,705,0103.00,5.0,5,1.0,0.0,0.23
2009,Regina,1490,705,0008.01,4.0,3,1.33,0.0,0.19
2009,Regina,1490,705,0010.00,55.0,7,7.86,0.0,2.57
2009,Regina,1490,705,0026.00,37.0,5,7.4,0.0,1.73
2009,Regina,1490,705,0004.00,49.0,49,1.0,0.0,2.29
2009,Regina,1490,705,0027.00,5.0,5,1.0,0.0,0.23
2009,Regina,1490,705,0012.00,5.0,4,1.25,0.0,0.23
2009,Regina,1490,705,0014.00,4.0,3,1.33,0.0,0.19
2009,Regina,1490,705,0102.00,44.0,44,1.0,0.0,2.06
2009,Regina,1490,705,0005.00,5.0,5,1.0,0.0,0.23
2009,Regina,1490,705,0100.08,35.0,1,35.0,0.0,1.64
2009,Regina,1490,705,0100.14,20.0,20,1.0,0.0,0.93
2009,Regina,1490,705,0028.03,1.0,1,1.0,0.0,0.05
2009,Regina,1490,705,0003.00,4.0,4,1.0,0.0,0.19
2009,Regina,1490,705,0101.00,139.0,136,1.02,0.0,6.5
2009,Regina,1490,705,0009.01,4.0,3,1.33,0.0,0.19
2009,Regina,1490,705,0018.00,10.0,10,1.0,0.0,0.47
2010,Regina,1490,705,0004.00,383.0,119,3.22,0.15,17.58
2010,Regina,1490,705,0026.00,5.0,5,1.0,0.0,0.23
2010,Regina,1490,705,9001.00,5.0,4,1.25,0.0,0.23
2010,Regina,1490,705,9004.00,2.0,2,1.0,0.0,0.09
2010,Regina,1490,705,0008.01,11.0,6,1.83,0.0,0.5
2010,Regina,1490,705,0014.00,2.0,2,1.0,0.0,0.09
2010,Regina,1490,705,9003.00,14.0,14,1.0,0.0,0.64
2010,Regina,1490,705,9007.00,13.0,13,1.0,0.0,0.6
2010,Regina,1490,705,9008.00,10.0,10,1.0,0.0,0.46
2010,Regina,1490,705,0020.00,3.0,3,1.0,0.0,0.14
2010,Regina,1490,705,0100.02,32.0,32,1.0,0.0,1.47
2010,Regina,1490,705,0100.04,11.0,11,1.0,0.0,0.5
2010,Regina,1490,705,0021.00,7.0,2,3.5,0.0,0.32
2010,Regina,1490,705,0100.04,55.0,50,1.1,0.0,2.52
2010,Regina,1490,705,0100.09,24.0,24,1.0,0.0,1.1
2010,Regina,1490,705,9005.00,35.0,35,1.0,0.0,1.61
2010,Regina,1490,705,0018.00,10.0,9,1.11,0.0,0.46
2010,Regina,1490,705,0007.00,21.0,2,10.5,1.0,0.96
2010,Regina,1490,705,0010.00,1.0,1,1.0,0.0,0.05
2010,Regina,1490,705,0009.01,15.0,8,1.88,0.0,0.69
2010,Regina,1490,705,0100.08,4.0,4,1.0,0.0,0.18
2010,Regina,1490,705,0027.00,32.0,20,1.6,0.0,1.47
2010,Regina,1490,705,9015.00,5.0,5,1.0,0.0,0.23
2010,Regina,1490,705,0012.00,2.0,2,1.0,0.0,0.09
2010,Regina,1490,705,0100.12,47.0,47,1.0,0.0,2.16
2010,Regina,1490,705,0003.00,5.0,5,1.0,0.0,0.23
2010,Regina,1490,705,0005.00,5.0,5,1.0,0.0,0.23
2010,Regina,1490,705,0017.00,13.0,9,1.44,0.0,0.6
2010,Regina,1490,705,0019.00,6.0,3,2.0,0.0,0.28
2010,Regina,1490,705,9013.00,3.0,3,1.0,0.0,0.14
