reference_period,ref_qq,metcode,metro,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time,population,comp_per_10kpop
2008-06-01,2,1400,Quebec,5184.0,,,2324,2.23,0.29,5.567796610169491,0.34,757094.22,68.47
2009-09-01,3,1400,Quebec,7372.0,,,3164,2.33,0.32,5.0202898550724635,0.37,767163.97,96.09
2009-11-01,4,1400,Quebec,5356.0,,,2636,2.03,0.21,4.727710843373494,0.83,767163.97,69.82
2009-05-01,2,1400,Quebec,4920.0,,,2000,2.46,0.22,5.657894736842105,0.46,767163.97,64.13
2009-01-01,1,1400,Quebec,2832.0,,,1660,1.71,0.18,4.193650793650794,0.52,767163.97,36.92
2010-09-01,3,1400,Quebec,8444.0,,8444.0,3888,2.17,0.21,4.407407407407407,0.52,777089.94,108.66
2010-06-01,2,1400,Quebec,7108.0,,7108.0,2696,2.64,0.27,4.569739952718676,0.56,777089.94,91.47
2010-01-01,1,1400,Quebec,3132.0,,3132.0,1856,1.69,0.22,5.048929663608563,0.61,777089.94,40.3
2010-10-01,4,1400,Quebec,6992.0,,6992.0,2816,2.48,0.24,5.387470997679815,0.52,777089.94,89.98
2011-12-01,4,1400,Quebec,5152.0,,5152.0,2248,2.29,0.14,5.188790560471976,0.77,783099.28,65.79
2011-04-01,2,1400,Quebec,5888.0,,5888.0,2252,2.61,0.28,4.997041420118343,0.65,783099.28,75.19
2011-07-01,3,1400,Quebec,8212.0,,8212.0,2952,2.78,0.14,4.718421052631579,0.75,783099.28,104.87
2011-01-01,1,1400,Quebec,3416.0,,3416.0,1244,2.75,0.29,4.745614035087719,0.66,783099.28,43.62
2012-06-01,2,1400,Quebec,5360.0,,5360.0,1828,2.93,0.31,5.869888475836431,0.54,788622.28,67.97
2012-07-01,3,1400,Quebec,8260.0,,8260.0,2916,2.83,0.53,4.766109785202864,0.9,788622.28,104.74
2012-10-01,4,1400,Quebec,5360.0,,5360.0,1668,3.21,0.58,4.918454935622318,0.9,788622.28,67.97
2012-03-01,1,1400,Quebec,3092.0,,3092.0,1320,2.34,0.08,4.617924528301887,0.88,788622.28,39.21
2013-12-01,4,1400,Quebec,4064.0,,4064.0,1540,2.64,0.45,5.361702127659575,1.16,793815.97,51.2
2013-05-01,2,1400,Quebec,4748.0,,4748.0,1792,2.65,0.42,5.387218045112782,1.11,793815.97,59.81
2013-01-01,1,1400,Quebec,2808.0,,2808.0,1320,2.13,0.36,4.368663594470046,1.33,793815.97,35.37
2013-08-01,3,1400,Quebec,10240.0,,10240.0,2272,4.51,0.67,5.801470588235294,1.0,793815.97,129.0
2014-10-01,4,1400,Quebec,3720.0,36.0,3684.0,1696,2.19,0.33,5.039647577092511,0.7,798354.69,46.6
2014-02-01,1,1400,Quebec,3732.0,,3732.0,984,3.79,0.53,4.945454545454545,1.12,798354.69,46.75
2014-04-01,2,1400,Quebec,3628.0,32.0,3596.0,1448,2.51,0.33,5.128654970760234,1.28,798354.69,45.44
2014-09-01,3,1400,Quebec,6724.0,40.0,6684.0,1848,3.64,0.56,4.896428571428571,1.17,798354.69,84.22
2015-01-01,1,1400,Quebec,2672.0,4.0,2668.0,828,3.23,0.58,4.898550724637682,1.1,804200.66,33.23
2015-06-01,2,1400,Quebec,3896.0,8.0,3888.0,1244,3.13,0.35,7.857142857142857,1.51,804200.66,48.45
2015-11-01,4,1400,Quebec,5648.0,36.0,5612.0,1516,3.73,0.46,5.773722627737226,1.17,804200.66,70.23
2015-09-01,3,1400,Quebec,5200.0,,5200.0,1364,3.81,0.68,5.302127659574468,1.37,804200.66,64.66
2016-08-01,3,1400,Quebec,9816.0,24.0,9792.0,2008,4.89,0.6,5.5487179487179485,1.02,809322.88,121.29
2016-10-01,4,1400,Quebec,5644.0,48.0,5596.0,1616,3.49,0.37,6.68936170212766,1.51,809322.88,69.74
2016-01-01,1,1400,Quebec,1196.0,12.0,1184.0,684,1.75,0.32,5.330645161290323,1.48,809322.88,14.78
2016-06-01,2,1400,Quebec,3004.0,4.0,3000.0,868,3.46,0.53,7.2105263157894735,1.34,809322.88,37.12
2017-03-01,1,1400,Quebec,3620.0,8.0,3612.0,700,5.17,0.46,5.626016260162602,1.99,815939.91,44.37
2017-06-01,2,1400,Quebec,4116.0,12.0,4104.0,1128,3.65,0.45,5.6735751295336785,2.15,815939.91,50.44
2017-08-01,3,1400,Quebec,8404.0,20.0,8384.0,1956,4.3,0.57,5.7700729927007295,2.33,815939.91,103.0
2017-11-01,4,1400,Quebec,3928.0,16.0,3912.0,1316,2.98,0.38,5.078260869565217,2.88,815939.91,48.14
2018-06-01,2,1400,Quebec,4884.0,16.0,4868.0,1228,3.98,0.43,7.217777777777778,2.46,824338.25,59.25
2018-10-01,4,1400,Quebec,7308.0,20.0,7288.0,1208,6.05,0.42,5.293193717277487,3.07,824338.25,88.65
2018-02-01,1,1400,Quebec,1956.0,8.0,1948.0,884,2.21,0.32,5.476744186046512,2.84,824338.25,23.73
2018-07-01,3,1400,Quebec,8688.0,20.0,8668.0,1556,5.58,0.51,4.8405172413793105,2.23,824338.25,105.39
2019-06-01,2,1400,Quebec,7120.0,24.0,7096.0,1236,5.76,0.52,5.759656652360515,3.22,831378.22,85.64
2019-12-01,4,1400,Quebec,3084.0,16.0,3068.0,1136,2.71,0.35,5.048128342245989,3.54,831378.22,37.1
2019-02-01,1,1400,Quebec,1200.0,12.0,1188.0,624,1.92,0.22,5.05,2.81,831378.22,14.43
2019-08-01,3,1400,Quebec,11596.0,36.0,11560.0,1620,7.16,0.68,6.816326530612245,2.84,831378.22,139.48
2020-07-01,3,1400,Quebec,9328.0,24.0,9304.0,1588,5.87,0.51,4.835616438356165,6.09,835331.34,111.67
2020-06-01,2,1400,Quebec,5488.0,,5488.0,1092,5.03,0.48,5.6192660550458715,4.44,835331.34,65.7
2020-03-01,1,1400,Quebec,2628.0,16.0,2612.0,940,2.8,0.26,4.587209302325581,4.17,835331.34,31.46
2020-11-01,4,1400,Quebec,4976.0,28.0,4948.0,1456,3.42,0.29,5.268,4.39,835331.34,59.57
2021-02-01,1,1400,Quebec,4188.0,12.0,4176.0,1068,3.92,0.33,4.822727272727272,3.01,845933.97,49.51
2021-07-01,3,1400,Quebec,11924.0,104.0,11820.0,2220,5.37,0.39,5.415512465373961,1.88,845933.97,140.96
2021-05-01,2,1400,Quebec,6692.0,24.0,6668.0,1812,3.69,0.33,5.024221453287197,2.76,845933.97,79.11
2021-12-01,4,1400,Quebec,5264.0,56.0,5208.0,1440,3.66,0.32,5.678082191780822,1.81,845933.97,62.23
2022-01-01,1,1400,Quebec,6864.0,24.0,6840.0,1188,5.78,0.37,5.629787234042553,2.37,859593.13,79.85
2022-10-01,4,1400,Quebec,6736.0,36.0,6700.0,1580,4.26,0.31,6.3896103896103895,2.39,859593.13,78.36
2022-07-01,3,1400,Quebec,15404.0,36.0,15368.0,1924,8.01,0.65,6.26647564469914,1.9,859593.13,179.2
2022-04-01,2,1400,Quebec,4112.0,12.0,4100.0,1300,3.16,0.24,5.694339622641509,2.25,859593.13,47.84
2023-11-01,4,1400,Quebec,2152.0,8.0,2144.0,812,2.65,0.2,6.9869281045751634,2.68,876426.0,24.55
2023-07-01,3,1400,Quebec,16160.0,16.0,16144.0,1276,12.66,1.03,7.6745283018867925,2.12,876426.0,184.39
2023-01-01,1,1400,Quebec,4016.0,40.0,3976.0,1244,3.23,0.29,6.162698412698413,2.29,876426.0,45.82
2023-06-01,2,1400,Quebec,5028.0,8.0,5020.0,900,5.59,0.47,6.704918032786885,1.76,876426.0,57.37
1988-10-01,4,1490,Regina,1020.0,,,1016,1.0,0.0,5.497695852534562,0.13,196031.76,52.15
1988-06-01,2,1490,Regina,708.0,,,200,3.54,0.06,5.791666666666667,0.24,196031.76,36.2
1988-07-01,3,1490,Regina,980.0,,,772,1.27,0.02,5.650887573964497,0.22,196031.76,50.11
1989-09-01,3,1490,Regina,1704.0,,,816,2.09,0.06,5.347560975609756,-0.13,195512.96,87.25
1989-11-01,4,1490,Regina,684.0,,,540,1.27,0.01,6.163793103448276,-0.09,195512.96,35.02
1989-02-01,1,1490,Regina,796.0,,,400,1.99,0.0,6.552083333333333,-0.11,195512.96,40.76
1989-05-01,2,1490,Regina,440.0,,,416,1.06,0.18,4.755102040816326,-0.36,195512.96,22.53
1990-03-01,1,1490,Regina,688.0,,,308,2.23,0.04,5.032786885245901,-0.17,195899.25,35.12
1990-12-01,4,1490,Regina,568.0,,,416,1.37,0.0,4.694117647058824,-0.11,195899.25,28.99
1990-05-01,2,1490,Regina,308.0,,,296,1.04,0.0,4.596153846153846,0.18,195899.25,15.72
1990-09-01,3,1490,Regina,628.0,,,544,1.15,0.0,10.318965517241379,0.05,195899.25,32.06
1991-11-01,4,1490,Regina,220.0,,,208,1.06,0.04,7.0638297872340425,0.43,196775.48,11.18
1991-07-01,3,1490,Regina,252.0,,,204,1.24,0.06,5.285714285714286,0.02,196775.48,12.81
1991-05-01,2,1490,Regina,128.0,,,116,1.1,0.0,12.107142857142858,0.15,196775.48,6.5
1991-02-01,1,1490,Regina,572.0,,,200,2.86,0.16,4.8936170212765955,-0.07,196775.48,29.07
1992-06-01,2,1490,Regina,284.0,,,236,1.2,0.0,5.754716981132075,0.14,198087.61,14.34
1992-07-01,3,1490,Regina,736.0,,,652,1.13,0.02,5.75,-0.07,198087.61,37.16
1992-03-01,1,1490,Regina,108.0,,,108,1.0,0.0,4.76,-1.14,198087.61,5.45
1992-11-01,4,1490,Regina,796.0,,,796,1.0,0.0,5.005747126436781,-0.04,198087.61,40.18
1993-08-01,3,1490,Regina,960.0,,,820,1.17,0.01,5.2154696132596685,-0.46,198659.02,48.32
1993-01-01,1,1490,Regina,516.0,,,344,1.5,0.07,5.053333333333334,-0.11,198659.02,25.97
1993-11-01,4,1490,Regina,408.0,,,376,1.09,0.0,4.578947368421052,0.03,198659.02,20.54
1993-04-01,2,1490,Regina,536.0,,,536,1.0,0.0,5.17948717948718,-2.24,198659.02,26.98
1994-07-01,3,1490,Regina,708.0,,,488,1.45,0.02,4.846153846153846,-0.29,199410.54,35.5
1994-05-01,2,1490,Regina,508.0,,,456,1.11,0.02,5.574712643678161,-0.27,199410.54,25.48
1994-11-01,4,1490,Regina,632.0,,,464,1.36,0.04,5.464285714285714,-0.63,199410.54,31.69
1994-01-01,1,1490,Regina,228.0,,,184,1.24,0.0,4.897435897435898,-0.39,199410.54,11.43
1995-10-01,4,1490,Regina,340.0,,,332,1.02,0.0,4.5423728813559325,-0.82,200658.28,16.94
1995-03-01,1,1490,Regina,340.0,,,316,1.08,0.0,4.661764705882353,0.17,200658.28,16.94
1995-09-01,3,1490,Regina,620.0,,,532,1.17,0.0,4.845238095238095,-0.75,200658.28,30.9
1995-05-01,2,1490,Regina,240.0,,,228,1.05,0.0,5.659090909090909,-1.02,200658.28,11.96
1996-12-01,4,1490,Regina,592.0,,,440,1.35,0.03,5.168674698795181,-0.22,200709.47,29.6
1996-03-01,1,1490,Regina,280.0,,,268,1.04,0.0,5.538461538461538,-0.49,200709.47,14.0
1996-06-01,2,1490,Regina,228.0,,,228,1.0,0.0,5.717391304347826,-0.48,200709.47,11.4
1996-08-01,3,1490,Regina,440.0,,,428,1.03,0.02,5.0,-0.63,200709.47,22.0
1997-03-01,1,1490,Regina,220.0,,,212,1.04,0.0,5.574468085106383,-0.61,199875.15,11.02
1997-04-01,2,1490,Regina,376.0,,,364,1.03,0.0,5.4324324324324325,-0.44,199875.15,18.83
1997-09-01,3,1490,Regina,428.0,,,420,1.02,0.0,5.105882352941176,-0.4,199875.15,21.43
1997-11-01,4,1490,Regina,508.0,,,504,1.01,0.0,5.41747572815534,-0.44,199875.15,25.44
1998-12-01,4,1490,Regina,524.0,,,520,1.01,0.0,4.744897959183674,0.07,199961.38,26.21
1998-04-01,2,1490,Regina,644.0,,,444,1.45,0.05,9.146666666666667,0.23,199961.38,32.21
1998-09-01,3,1490,Regina,740.0,,,540,1.37,0.02,4.488095238095238,-0.23,199961.38,37.01
1998-02-01,1,1490,Regina,336.0,,,332,1.01,0.0,6.953125,0.83,199961.38,16.8
1999-05-01,2,1490,Regina,328.0,,,328,1.0,0.0,5.2727272727272725,-0.01,199901.52,16.45
1999-07-01,3,1490,Regina,672.0,,,480,1.4,0.03,4.882352941176471,0.02,199901.52,33.7
1999-03-01,1,1490,Regina,728.0,,,320,2.28,0.05,6.117647058823529,0.22,199901.52,36.51
1999-10-01,4,1490,Regina,356.0,,,348,1.02,0.0,6.305555555555555,0.06,199901.52,17.86
2000-04-01,2,1490,Regina,840.0,,,388,2.16,0.07,7.315789473684211,0.11,199136.27,42.42
2000-01-01,1,1490,Regina,616.0,,,476,1.29,0.0,5.5,0.06,199136.27,31.11
2000-12-01,4,1490,Regina,736.0,,,712,1.03,0.0,6.428571428571429,0.06,199136.27,37.17
2000-08-01,3,1490,Regina,664.0,,,616,1.08,0.0,7.752688172043011,0.05,199136.27,33.53
2001-03-01,1,1490,Regina,400.0,,,284,1.41,0.03,5.796875,0.04,197845.79,20.22
2001-09-01,3,1490,Regina,404.0,,,356,1.13,0.0,5.532258064516129,0.09,197845.79,20.43
2001-05-01,2,1490,Regina,704.0,,,472,1.49,0.03,5.256756756756757,0.08,197845.79,35.59
2001-10-01,4,1490,Regina,596.0,,,560,1.06,0.0,4.853658536585366,0.02,197845.79,30.13
2002-04-01,2,1490,Regina,792.0,,,404,1.96,0.0,6.76,0.16,198866.75,39.83
2002-10-01,4,1490,Regina,508.0,,,480,1.06,0.0,5.15625,0.03,198866.75,25.54
2002-01-01,1,1490,Regina,308.0,,,308,1.0,0.0,5.266666666666667,-0.01,198866.75,15.49
2002-08-01,3,1490,Regina,776.0,,,440,1.76,0.04,5.23943661971831,0.03,198866.75,39.02
2003-05-01,2,1490,Regina,548.0,,,440,1.25,0.02,5.089108910891089,0.11,200026.83,27.4
2003-11-01,4,1490,Regina,784.0,,,608,1.29,0.01,5.2086330935251794,0.12,200026.83,39.19
2003-03-01,1,1490,Regina,620.0,,,424,1.46,0.0,6.980769230769231,0.16,200026.83,31.0
2003-07-01,3,1490,Regina,980.0,,,740,1.32,0.02,5.637362637362638,0.19,200026.83,48.99
2004-05-01,2,1490,Regina,1080.0,,,468,2.31,0.0,5.965217391304348,0.45,200321.98,53.92
2004-10-01,4,1490,Regina,1028.0,,,632,1.63,0.0,5.704697986577181,0.13,200321.98,51.32
2004-09-01,3,1490,Regina,916.0,,,668,1.37,0.0,6.312101910828026,0.26,200321.98,45.73
2004-01-01,1,1490,Regina,680.0,,,444,1.53,0.0,5.146788990825688,0.32,200321.98,33.95
2005-06-01,2,1490,Regina,616.0,,,500,1.23,0.0,6.098360655737705,0.21,200878.49,30.67
2005-12-01,4,1490,Regina,984.0,,,652,1.51,0.0,7.2875,0.14,200878.49,48.98
2005-09-01,3,1490,Regina,1572.0,,,768,2.05,0.0,7.648936170212766,0.32,200878.49,78.26
2005-03-01,1,1490,Regina,772.0,,,644,1.2,0.0,6.291925465838509,0.19,200878.49,38.43
2006-03-01,1,1490,Regina,728.0,,,664,1.1,0.0,7.154320987654321,0.17,202804.94,35.9
2006-10-01,4,1490,Regina,1120.0,,,816,1.37,0.0,7.492537313432836,0.22,202804.94,55.23
2006-08-01,3,1490,Regina,1132.0,,,748,1.51,0.0,7.211956521739131,0.17,202804.94,55.82
2006-06-01,2,1490,Regina,1136.0,,,656,1.73,0.0,7.276073619631902,0.33,202804.94,56.01
2007-11-01,4,1490,Regina,1188.0,,,916,1.3,0.01,8.6431718061674,0.42,205574.06,57.79
2007-04-01,2,1490,Regina,1156.0,,,832,1.39,0.0,7.584541062801932,0.12,205574.06,56.23
2007-02-01,1,1490,Regina,552.0,,,476,1.16,0.0,8.369747899159664,0.13,205574.06,26.85
2007-07-01,3,1490,Regina,808.0,,,612,1.32,0.0,9.222222222222221,0.34,205574.06,39.3
2008-06-01,2,1490,Regina,860.0,,,688,1.25,0.02,10.063953488372093,0.38,209950.41,40.96
2008-01-01,1,1490,Regina,1004.0,,,796,1.26,0.0,9.421319796954315,0.18,209950.41,47.82
2008-12-01,4,1490,Regina,936.0,,,844,1.11,0.0,11.018957345971565,0.15,209950.41,44.58
2008-09-01,3,1490,Regina,1492.0,,,936,1.59,0.01,10.708154506437769,0.1,209950.41,71.06
2009-01-01,1,1490,Regina,1116.0,,,688,1.62,0.02,10.69186046511628,0.31,213962.91,52.16
2009-08-01,3,1490,Regina,1028.0,,,960,1.07,0.0,12.46808510638298,-0.08,213962.91,48.05
2009-11-01,4,1490,Regina,1504.0,,,804,1.87,0.01,12.08457711442786,0.41,213962.91,70.29
2009-06-01,2,1490,Regina,1248.0,,,1176,1.06,0.0,10.300341296928327,0.02,213962.91,58.33
2010-06-01,2,1490,Regina,1144.0,,1144.0,868,1.32,0.0,9.866359447004609,0.32,217910.06,52.5
2010-09-01,3,1490,Regina,1380.0,,1380.0,804,1.72,0.05,10.341708542713567,0.38,217910.06,63.33
2010-01-01,1,1490,Regina,768.0,,768.0,736,1.04,0.0,12.306010928961749,0.47,217910.06,35.24
2010-12-01,4,1490,Regina,1336.0,,1336.0,816,1.64,0.02,9.80295566502463,0.4,217910.06,61.31
2011-05-01,2,1490,Regina,1644.0,,1644.0,744,2.21,0.02,9.806451612903226,0.28,224481.66,73.24
2011-03-01,1,1490,Regina,672.0,,672.0,508,1.32,0.05,10.984,0.06,224481.66,29.94
2011-07-01,3,1490,Regina,1384.0,,1384.0,884,1.57,0.04,9.669683257918551,0.25,224481.66,61.65
2011-10-01,4,1490,Regina,1156.0,,1156.0,940,1.23,0.03,9.67965367965368,0.38,224481.66,51.5
2012-03-01,1,1490,Regina,2128.0,,2128.0,936,2.27,0.07,9.777777777777779,0.52,230409.38,92.36
2012-07-01,3,1490,Regina,2476.0,,2476.0,1328,1.86,0.13,9.801204819277109,0.23,230409.38,107.46
2012-12-01,4,1490,Regina,2024.0,,2024.0,1472,1.38,0.03,9.581967213114755,0.26,230409.38,87.84
2012-04-01,2,1490,Regina,1628.0,,1628.0,1060,1.54,0.08,10.083333333333334,0.21,230409.38,70.66
2013-07-01,3,1490,Regina,2964.0,,2964.0,1476,2.01,0.14,10.362637362637363,0.4,235394.34,125.92
2013-06-01,2,1490,Regina,2484.0,,2484.0,1468,1.69,0.08,10.081967213114755,0.21,235394.34,105.53
2013-12-01,4,1490,Regina,3180.0,,3180.0,1700,1.87,0.11,11.629453681710213,0.29,235394.34,135.09
2013-03-01,1,1490,Regina,1316.0,,1316.0,956,1.38,0.07,9.06694560669456,0.35,235394.34,55.91
2014-05-01,2,1490,Regina,4892.0,,4892.0,1884,2.6,0.23,11.5,0.05,238746.69,204.9
2014-07-01,3,1490,Regina,3472.0,,3472.0,1668,2.08,0.22,10.874074074074073,-0.18,238746.69,145.43
2014-03-01,1,1490,Regina,1920.0,,1920.0,908,2.11,0.12,11.493212669683258,-0.66,238746.69,80.42
2014-12-01,4,1490,Regina,2852.0,,2852.0,1484,1.92,0.2,11.682926829268293,-0.21,238746.69,119.46
2015-07-01,3,1490,Regina,1728.0,,1728.0,780,2.22,0.13,10.414507772020725,-0.19,244489.19,70.68
2015-03-01,1,1490,Regina,1932.0,,1932.0,836,2.31,0.08,12.349514563106796,-0.12,244489.19,79.02
2015-04-01,2,1490,Regina,2892.0,,2892.0,964,3.0,0.25,11.458333333333334,0.1,244489.19,118.29
2015-12-01,4,1490,Regina,2820.0,,2820.0,1256,2.25,0.11,11.054313099041533,-0.08,244489.19,115.34
2016-08-01,3,1490,Regina,1348.0,,1348.0,856,1.57,0.14,8.864734299516908,0.0,250498.59,53.81
2016-12-01,4,1490,Regina,2100.0,,2100.0,1196,1.76,0.11,8.841549295774648,0.32,250498.59,83.83
2016-04-01,2,1490,Regina,1992.0,,1992.0,984,2.02,0.15,12.818930041152264,0.05,250498.59,79.52
2016-01-01,1,1490,Regina,1744.0,,1744.0,628,2.78,0.25,9.243421052631579,0.32,250498.59,69.62
2017-09-01,3,1490,Regina,1872.0,,1872.0,1044,1.79,0.15,8.151162790697674,1.18,255725.09,73.2
2017-10-01,4,1490,Regina,2084.0,,2084.0,1160,1.8,0.14,8.408450704225352,0.82,255725.09,81.49
2017-04-01,2,1490,Regina,1656.0,,1656.0,884,1.87,0.16,8.190045248868778,2.21,255725.09,64.76
2017-02-01,1,1490,Regina,708.0,,708.0,540,1.31,0.04,7.96969696969697,0.92,255725.09,27.69
2018-03-01,1,1490,Regina,1524.0,16.0,1508.0,752,2.03,0.2,8.556756756756757,0.7,260552.66,58.49
2018-05-01,2,1490,Regina,2892.0,48.0,2844.0,936,3.09,0.34,8.826839826839826,0.41,260552.66,110.99
2018-12-01,4,1490,Regina,1660.0,56.0,1604.0,744,2.23,0.27,9.595628415300547,0.11,260552.66,63.71
2018-08-01,3,1490,Regina,2124.0,56.0,2068.0,828,2.57,0.21,10.593908629441625,0.74,260552.66,81.52
2019-10-01,4,1490,Regina,920.0,12.0,908.0,364,2.53,0.13,9.604395604395604,0.76,263056.66,34.97
2019-08-01,3,1490,Regina,672.0,40.0,632.0,452,1.49,0.09,9.401785714285714,0.59,263056.66,25.55
2019-02-01,1,1490,Regina,1392.0,36.0,1356.0,412,3.38,0.25,8.12,0.43,263056.66,52.92
2019-04-01,2,1490,Regina,780.0,24.0,756.0,324,2.41,0.15,6.7974683544303796,0.68,263056.66,29.65
2020-09-01,3,1490,Regina,876.0,20.0,856.0,444,1.97,0.41,7.694444444444445,0.45,263924.19,33.19
2020-02-01,1,1490,Regina,348.0,12.0,336.0,280,1.24,0.0,7.9411764705882355,0.6,263924.19,13.19
2020-04-01,2,1490,Regina,548.0,16.0,532.0,336,1.63,0.19,8.426829268292684,0.45,263924.19,20.76
2020-10-01,4,1490,Regina,664.0,12.0,652.0,332,2.0,0.22,8.580246913580247,0.27,263924.19,25.16
2021-06-01,2,1490,Regina,632.0,8.0,624.0,412,1.53,0.13,8.39,1.08,267819.44,23.6
2021-07-01,3,1490,Regina,1088.0,24.0,1064.0,600,1.81,0.18,9.322147651006711,0.28,267819.44,40.62
2021-10-01,4,1490,Regina,1252.0,72.0,1180.0,680,1.84,0.19,9.053892215568862,0.45,267819.44,46.75
2021-01-01,1,1490,Regina,512.0,4.0,508.0,352,1.45,0.2,11.428571428571429,0.2,267819.44,19.12
2022-09-01,3,1490,Regina,764.0,64.0,700.0,540,1.41,0.12,9.014925373134329,0.31,276267.47,27.65
2022-05-01,2,1490,Regina,672.0,60.0,612.0,472,1.42,0.03,8.40677966101695,0.39,276267.47,24.32
2022-02-01,1,1490,Regina,724.0,32.0,692.0,444,1.63,0.14,8.413461538461538,0.29,276267.47,26.21
2022-12-01,4,1490,Regina,848.0,32.0,816.0,600,1.41,0.08,8.906040268456376,0.59,276267.47,30.69
2023-06-01,2,1490,Regina,416.0,12.0,404.0,224,1.86,0.13,11.321428571428571,-0.15,283848.5,14.66
2023-07-01,3,1490,Regina,1084.0,4.0,1080.0,340,3.19,0.31,10.987804878048781,1.05,283848.5,38.19
2023-02-01,1,1490,Regina,736.0,16.0,720.0,372,1.98,0.11,8.870967741935484,0.58,283848.5,25.93
2023-11-01,4,1490,Regina,1232.0,4.0,1228.0,484,2.55,0.43,11.231404958677686,1.44,283848.5,43.4
1988-12-01,4,1700,Saskatoon,1412.0,,,1028,1.37,0.04,4.863905325443787,0.27,216113.54,65.34
1988-06-01,2,1700,Saskatoon,1032.0,,,348,2.97,0.22,6.053571428571429,0.8,216113.54,47.75
1988-07-01,3,1700,Saskatoon,1472.0,,,988,1.49,0.04,5.3355263157894735,0.42,216113.54,68.11
1989-09-01,3,1700,Saskatoon,828.0,,,544,1.52,0.0,4.511111111111111,0.18,216194.65,38.37
1989-01-01,1,1700,Saskatoon,1676.0,,,376,4.46,0.06,6.4,0.19,216194.65,77.66
1989-06-01,2,1700,Saskatoon,692.0,,,460,1.5,0.1,5.050632911392405,0.18,216194.65,32.06
1989-12-01,4,1700,Saskatoon,668.0,,,536,1.25,0.01,5.225806451612903,0.19,216194.65,30.95
1990-07-01,3,1700,Saskatoon,344.0,,,336,1.02,0.01,5.133333333333334,0.32,217086.47,15.85
1990-10-01,4,1700,Saskatoon,568.0,,,300,1.89,0.04,4.979591836734694,-0.33,217086.47,26.16
1990-05-01,2,1700,Saskatoon,480.0,,,400,1.2,0.01,5.433333333333334,0.19,217086.47,22.11
1990-01-01,1,1700,Saskatoon,220.0,,,216,1.02,0.0,4.136363636363637,0.22,217086.47,10.13
1991-01-01,1,1700,Saskatoon,284.0,,,136,2.09,0.0,5.24,0.15,219336.14,12.95
1991-10-01,4,1700,Saskatoon,304.0,,,264,1.15,0.0,5.631578947368421,0.42,219336.14,13.86
1991-04-01,2,1700,Saskatoon,328.0,,,276,1.19,0.01,5.150943396226415,0.55,219336.14,14.95
1991-07-01,3,1700,Saskatoon,356.0,,,300,1.19,0.04,4.386363636363637,0.23,219336.14,16.23
1992-06-01,2,1700,Saskatoon,200.0,,,196,1.02,0.0,5.309523809523809,0.12,221094.42,9.05
1992-11-01,4,1700,Saskatoon,468.0,,,408,1.15,0.0,4.666666666666667,0.24,221094.42,21.17
1992-08-01,3,1700,Saskatoon,920.0,,,628,1.46,0.0,5.629213483146067,0.15,221094.42,41.61
1992-03-01,1,1700,Saskatoon,120.0,,,108,1.11,0.0,5.545454545454546,0.04,221094.42,5.43
1993-07-01,3,1700,Saskatoon,812.0,,,504,1.61,0.0,3.6557377049180326,0.12,222880.12,36.43
1993-01-01,1,1700,Saskatoon,200.0,,,164,1.22,0.0,4.037037037037037,0.22,222880.12,8.97
1993-06-01,2,1700,Saskatoon,404.0,,,352,1.15,0.0,4.440677966101695,0.55,222880.12,18.13
1993-10-01,4,1700,Saskatoon,1084.0,,,348,3.11,0.03,4.371428571428571,0.18,222880.12,48.64
1994-07-01,3,1700,Saskatoon,728.0,,,540,1.35,0.04,3.5376344086021505,0.11,226066.8,32.2
1994-01-01,1,1700,Saskatoon,220.0,,,208,1.06,0.0,3.641025641025641,0.02,226066.8,9.73
1994-11-01,4,1700,Saskatoon,608.0,,,516,1.18,0.04,3.758241758241758,0.27,226066.8,26.89
1994-04-01,2,1700,Saskatoon,608.0,,,216,2.81,0.07,4.3,0.13,226066.8,26.89
1995-02-01,1,1700,Saskatoon,468.0,,,268,1.75,0.06,3.6271186440677967,0.03,228510.7,20.48
1995-04-01,2,1700,Saskatoon,376.0,,,348,1.08,0.0,3.892857142857143,0.11,228510.7,16.45
1995-12-01,4,1700,Saskatoon,720.0,,,648,1.11,0.12,4.554455445544554,0.14,228510.7,31.51
1995-09-01,3,1700,Saskatoon,896.0,,,592,1.51,0.07,4.294736842105263,0.13,228510.7,39.21
1996-01-01,1,1700,Saskatoon,708.0,,,384,1.84,0.08,4.423076923076923,0.08,229608.61,30.84
1996-08-01,3,1700,Saskatoon,1284.0,,,872,1.47,0.04,4.20945945945946,0.18,229608.61,55.92
1996-11-01,4,1700,Saskatoon,1088.0,,,776,1.4,0.11,4.848275862068966,0.26,229608.61,47.38
1996-05-01,2,1700,Saskatoon,608.0,,,580,1.05,0.0,5.112359550561798,0.06,229608.61,26.48
1997-08-01,3,1700,Saskatoon,1532.0,,,1040,1.47,0.03,4.680203045685279,0.05,231285.44,66.24
1997-11-01,4,1700,Saskatoon,1376.0,,,916,1.5,0.01,5.918128654970761,0.3,231285.44,59.49
1997-04-01,2,1700,Saskatoon,768.0,,,660,1.16,0.0,4.671875,0.24,231285.44,33.21
1997-02-01,1,1700,Saskatoon,828.0,,,420,1.97,0.03,4.977528089887641,0.59,231285.44,35.8
