reference_period,ref_qq,metcode,metro,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time,population,comp_per_10kpop
1998-10-01,4,0610,Hamilton,3128.0,,,2172,1.44,0.02,4.9581005586592175,0.16,665324.81,47.01
1998-08-01,3,0610,Hamilton,3256.0,,,2224,1.46,0.01,5.748502994011976,0.9,665324.81,48.94
1998-05-01,2,0610,Hamilton,3076.0,,,1964,1.57,0.0,5.43343653250774,0.24,665324.81,46.23
1999-08-01,3,0610,Hamilton,4124.0,,,2616,1.58,0.06,5.388392857142857,0.38,674016.07,61.19
1999-06-01,2,0610,Hamilton,3060.0,,,1884,1.62,0.04,5.588757396449704,0.47,674016.07,45.4
1999-12-01,4,0610,Hamilton,3868.0,,,2416,1.6,0.01,4.929046563192904,0.23,674016.07,57.39
1999-02-01,1,0610,Hamilton,2752.0,,,1688,1.63,0.0,5.4787234042553195,0.48,674016.07,40.83
2000-07-01,3,0610,Hamilton,4792.0,,,2436,1.97,0.0,5.212121212121212,0.32,687808.67,69.67
2000-03-01,1,0610,Hamilton,3008.0,,,1868,1.61,0.0,6.10230179028133,0.37,687808.67,43.73
2000-11-01,4,0610,Hamilton,4236.0,,,2280,1.86,0.0,4.730232558139535,0.2,687808.67,61.59
2000-05-01,2,0610,Hamilton,4060.0,,,2068,1.96,0.0,5.921875,0.32,687808.67,59.03
2001-01-01,1,0610,Hamilton,2736.0,,,1972,1.39,0.0,4.502747252747253,0.38,696023.09,39.31
2001-12-01,4,0610,Hamilton,3708.0,,,2552,1.45,0.0,4.566744730679157,0.35,696023.09,53.27
2001-04-01,2,0610,Hamilton,3848.0,,,1912,2.01,0.03,4.166204986149585,0.55,696023.09,55.29
2001-09-01,3,0610,Hamilton,2844.0,,,1868,1.52,0.0,4.682352941176471,0.27,696023.09,40.86
2002-07-01,3,0610,Hamilton,3892.0,,,2728,1.43,0.0,4.311546840958606,0.3,703103.7,55.35
2002-06-01,2,0610,Hamilton,3476.0,,,2104,1.65,0.0,4.2520107238605895,0.38,703103.7,49.44
2002-10-01,4,0610,Hamilton,4284.0,,,2420,1.77,0.0,4.524838012958964,0.43,703103.7,60.93
2002-03-01,1,0610,Hamilton,2832.0,,,1820,1.56,0.01,4.526479750778816,0.38,703103.7,40.28
2003-01-01,1,0610,Hamilton,2948.0,,,2028,1.45,0.0,4.368303571428571,0.52,709382.02,41.56
2003-04-01,2,0610,Hamilton,2892.0,,,1980,1.46,0.0,5.490384615384615,0.19,709382.02,40.77
2003-12-01,4,0610,Hamilton,4464.0,,,3072,1.45,0.0,8.011128775834658,2.54,709382.02,62.93
2003-08-01,3,0610,Hamilton,2908.0,,,1956,1.49,0.0,5.469543147208122,0.32,709382.02,40.99
2004-07-01,3,0610,Hamilton,4360.0,,,2560,1.7,0.0,5.828260869565217,0.34,714418.3,61.03
2004-06-01,2,0610,Hamilton,2304.0,,,1608,1.43,0.0,5.932907348242812,0.24,714418.3,32.25
2004-03-01,1,0610,Hamilton,2304.0,,,1780,1.29,0.0,7.026525198938992,0.62,714418.3,32.25
2004-11-01,4,0610,Hamilton,3964.0,,,2396,1.65,0.0,5.627118644067797,0.64,714418.3,55.49
2005-02-01,1,0610,Hamilton,2352.0,,,1480,1.59,0.04,6.240963855421687,0.61,719003.33,32.71
2005-04-01,2,0610,Hamilton,3332.0,,,1924,1.73,0.0,6.068459657701712,0.71,719003.33,46.34
2005-07-01,3,0610,Hamilton,2944.0,,,2136,1.38,0.0,6.479481641468682,1.18,719003.33,40.95
2005-10-01,4,0610,Hamilton,2740.0,,,1804,1.52,0.13,6.402985074626866,0.81,719003.33,38.11
2006-11-01,4,0610,Hamilton,2852.0,,,1688,1.69,0.0,6.794797687861272,0.54,720910.0,39.56
2006-01-01,1,0610,Hamilton,2904.0,,,1612,1.8,0.0,7.228571428571429,0.74,720910.0,40.28
2006-08-01,3,0610,Hamilton,3612.0,,,2224,1.62,0.0,9.32403433476395,0.58,720910.0,50.1
2006-06-01,2,0610,Hamilton,4020.0,,,1824,2.2,0.01,6.888283378746594,0.9,720910.0,55.76
2007-03-01,1,0610,Hamilton,3100.0,,,1876,1.65,0.0,6.009950248756219,0.18,725091.38,42.75
2007-11-01,4,0610,Hamilton,3780.0,,,2240,1.69,0.0,6.516260162601626,0.61,725091.38,52.13
2007-07-01,3,0610,Hamilton,3328.0,,,2124,1.57,0.0,6.51685393258427,0.69,725091.38,45.9
2007-06-01,2,0610,Hamilton,3028.0,,,1904,1.59,0.01,6.470588235294118,0.57,725091.38,41.76
2008-09-01,3,0610,Hamilton,2784.0,,,2368,1.18,0.0,7.003937007874016,0.67,729596.13,38.16
2008-05-01,2,0610,Hamilton,2924.0,,,1876,1.56,0.0,7.986979166666667,0.81,729596.13,40.08
2008-11-01,4,0610,Hamilton,2748.0,,,2044,1.34,0.0,7.0198237885462555,0.99,729596.13,37.66
2008-02-01,1,0610,Hamilton,2412.0,,,1584,1.52,0.0,7.067415730337078,0.68,729596.13,33.06
2009-02-01,1,0610,Hamilton,1984.0,,,1352,1.47,0.0,7.649230769230769,0.88,736194.88,26.95
2009-06-01,2,0610,Hamilton,3168.0,,,1544,2.05,0.01,8.885474860335195,1.25,736194.88,43.03
2009-08-01,3,0610,Hamilton,2520.0,,,1404,1.79,0.0,11.012618296529968,1.29,736194.88,34.23
2009-12-01,4,0610,Hamilton,3212.0,,,1284,2.5,0.02,9.190647482014388,1.44,736194.88,43.63
2010-07-01,3,0610,Hamilton,2796.0,,2796.0,1748,1.6,0.0,6.658666666666667,1.65,741260.78,37.72
2010-03-01,1,0610,Hamilton,2492.0,,2492.0,1324,1.88,0.0,9.22027972027972,1.7,741260.78,33.62
2010-05-01,2,0610,Hamilton,3680.0,,3680.0,1716,2.14,0.0,6.729106628242075,2.14,741260.78,49.65
2010-11-01,4,0610,Hamilton,3744.0,,3744.0,2036,1.84,0.01,6.536534446764092,1.14,741260.78,50.51
2011-03-01,1,0610,Hamilton,2208.0,,2208.0,1524,1.45,0.0,6.523415977961433,0.74,747051.81,29.56
2011-08-01,3,0610,Hamilton,2464.0,,2464.0,1572,1.57,0.0,7.284574468085107,0.85,747051.81,32.98
2011-06-01,2,0610,Hamilton,2480.0,,2480.0,1716,1.45,0.02,6.913793103448276,1.59,747051.81,33.2
2011-11-01,4,0610,Hamilton,3716.0,,3716.0,1820,2.04,0.0,7.421911421911422,1.42,747051.81,49.74
2012-10-01,4,0610,Hamilton,3624.0,,3624.0,2376,1.53,0.02,7.116279069767442,0.78,751881.06,48.2
2012-07-01,3,0610,Hamilton,3624.0,,3624.0,1912,1.9,0.02,7.541950113378685,0.96,751881.06,48.2
2012-01-01,1,0610,Hamilton,2268.0,,2268.0,1288,1.76,0.0,7.852348993288591,0.86,751881.06,30.16
2012-05-01,2,0610,Hamilton,3160.0,,3160.0,1408,2.24,0.06,7.483679525222552,0.85,751881.06,42.03
2013-11-01,4,0610,Hamilton,2704.0,,2704.0,1468,1.84,0.04,6.429378531073446,1.12,756380.16,35.75
2013-06-01,2,0610,Hamilton,1880.0,,1880.0,1328,1.42,0.0,7.003095975232198,1.11,756380.16,24.86
2013-08-01,3,0610,Hamilton,2468.0,,2468.0,1532,1.61,0.0,7.201612903225806,1.37,756380.16,32.63
2013-01-01,1,0610,Hamilton,2384.0,,2384.0,1008,2.37,0.11,7.446808510638298,1.22,756380.16,31.52
2014-11-01,4,0610,Hamilton,4112.0,,4112.0,1852,2.22,0.04,7.296052631578948,0.76,760420.88,54.08
2014-07-01,3,0610,Hamilton,2132.0,,2132.0,1032,2.07,0.03,8.008403361344538,0.72,760420.88,28.04
2014-03-01,1,0610,Hamilton,1856.0,,1856.0,1248,1.49,0.01,6.81639344262295,1.42,760420.88,24.41
2014-05-01,2,0610,Hamilton,2440.0,,2440.0,1084,2.25,0.04,7.022988505747127,1.46,760420.88,32.09
2015-01-01,1,0610,Hamilton,2988.0,,2988.0,1368,2.18,0.04,7.451327433628318,0.51,767935.97,38.91
2015-07-01,3,0610,Hamilton,2432.0,,2432.0,1492,1.63,0.02,7.053824362606233,0.77,767935.97,31.67
2015-11-01,4,0610,Hamilton,2072.0,,2072.0,1564,1.32,0.01,6.345454545454546,0.86,767935.97,26.98
2015-06-01,2,0610,Hamilton,3396.0,,3396.0,1200,2.83,0.13,7.320945945945946,0.46,767935.97,44.22
2016-06-01,2,0610,Hamilton,1632.0,,1632.0,820,1.99,0.06,7.681372549019608,1.61,776587.13,21.02
2016-02-01,1,0610,Hamilton,1704.0,,1704.0,1160,1.47,0.02,7.133802816901408,1.04,776587.13,21.94
2016-07-01,3,0610,Hamilton,2184.0,,2184.0,972,2.25,0.04,7.836909871244635,1.12,776587.13,28.12
2016-11-01,4,0610,Hamilton,2780.0,,2780.0,968,2.87,0.11,7.676724137931035,1.63,776587.13,35.8
2017-08-01,3,0610,Hamilton,2108.0,,2108.0,1204,1.75,0.0,8.958333333333334,2.4,784019.31,26.89
2017-06-01,2,0610,Hamilton,2268.0,,2268.0,1224,1.85,0.04,7.6433333333333335,1.03,784019.31,28.93
2017-10-01,4,0610,Hamilton,2788.0,,2788.0,628,4.44,0.24,8.233766233766234,2.08,784019.31,35.56
2017-02-01,1,0610,Hamilton,2868.0,,2868.0,860,3.33,0.13,8.748815165876778,1.63,784019.31,36.58
2018-09-01,3,0610,Hamilton,1992.0,,1992.0,1032,1.93,0.03,8.744,1.56,794049.63,25.09
2018-01-01,1,0610,Hamilton,1704.0,,1704.0,668,2.55,0.04,7.54601226993865,1.61,794049.63,21.46
2018-05-01,2,0610,Hamilton,2596.0,,2596.0,904,2.87,0.03,8.786363636363637,1.8,794049.63,32.69
2018-12-01,4,0610,Hamilton,3724.0,,3724.0,856,4.35,0.15,8.47783251231527,1.66,794049.63,46.9
2019-04-01,2,0610,Hamilton,3148.0,,3148.0,1060,2.97,0.14,7.8745247148288975,1.44,805717.81,39.07
2019-12-01,4,0610,Hamilton,2012.0,,2012.0,800,2.52,0.03,8.402061855670103,1.28,805717.81,24.97
2019-03-01,1,0610,Hamilton,3260.0,,3260.0,944,3.45,0.15,9.008583690987125,1.67,805717.81,40.46
2019-09-01,3,0610,Hamilton,1744.0,,1744.0,572,3.05,0.12,10.195804195804195,1.1,805717.81,21.65
2020-02-01,1,0610,Hamilton,2756.0,,2756.0,752,3.66,0.11,9.875,1.34,810264.66,34.01
2020-07-01,3,0610,Hamilton,2612.0,,2612.0,836,3.12,0.18,10.136585365853659,1.42,810264.66,32.24
2020-06-01,2,0610,Hamilton,2952.0,,2952.0,936,3.15,0.1,8.805429864253394,2.85,810264.66,36.43
2020-12-01,4,0610,Hamilton,3564.0,,3564.0,856,4.16,0.15,10.886255924170616,1.35,810264.66,43.99
2021-01-01,1,0610,Hamilton,3212.0,,3212.0,636,5.05,0.24,11.19047619047619,3.47,819766.53,39.18
2021-12-01,4,0610,Hamilton,4800.0,,4800.0,1028,4.67,0.12,9.971887550200803,1.61,819766.53,58.55
2021-09-01,3,0610,Hamilton,2024.0,,2024.0,652,3.1,0.25,9.745222929936306,1.43,819766.53,24.69
2021-05-01,2,0610,Hamilton,1976.0,,1976.0,808,2.45,0.18,10.028248587570621,3.9,819766.53,24.1
2022-11-01,4,0610,Hamilton,5924.0,,5924.0,1044,5.67,0.3,12.543307086614174,1.94,833467.69,71.08
2022-01-01,1,0610,Hamilton,1512.0,,1512.0,716,2.11,0.02,10.016949152542374,1.92,833467.69,18.14
2022-06-01,2,0610,Hamilton,2256.0,,2256.0,656,3.44,0.09,10.50920245398773,1.84,833467.69,27.07
2022-07-01,3,0610,Hamilton,2960.0,,2960.0,916,3.23,0.15,10.88495575221239,1.67,833467.69,35.51
2023-07-01,3,0610,Hamilton,5828.0,,5828.0,1208,4.82,0.15,13.23920265780731,2.62,844081.3,69.05
2023-10-01,4,0610,Hamilton,2784.0,,2784.0,1048,2.66,0.1,15.311538461538461,2.75,844081.3,32.98
2023-05-01,2,0610,Hamilton,3148.0,,3148.0,796,3.95,0.18,11.213197969543147,3.48,844081.3,37.29
2023-01-01,1,0610,Hamilton,2540.0,,2540.0,560,4.54,0.16,11.26086956521739,1.99,844081.3,30.09
1988-07-01,3,1060,Montreal,39948.0,,,17748,2.25,0.11,5.859453993933266,0.79,3351700.63,119.19
1988-06-01,2,1060,Montreal,17532.0,,,7676,2.28,0.15,6.418743768693918,1.38,3351700.63,52.31
1988-10-01,4,1060,Montreal,31832.0,,,15312,2.08,0.14,6.135003479471121,0.68,3351700.63,94.97
1989-04-01,2,1060,Montreal,28716.0,,,12916,2.22,0.13,5.1223940820443845,0.68,3384308.91,84.85
1989-02-01,1,1060,Montreal,12756.0,,,6188,2.06,0.1,5.396774193548387,0.71,3384308.91,37.69
1989-10-01,4,1060,Montreal,19468.0,,,11020,1.77,0.07,6.028938906752412,0.64,3384308.91,57.52
1989-07-01,3,1060,Montreal,35220.0,,,17708,1.99,0.09,5.715252152521526,0.67,3384308.91,104.07
1990-01-01,1,1060,Montreal,14208.0,,,7712,1.84,0.08,5.539340101522843,0.89,3408409.74,41.69
1990-04-01,2,1060,Montreal,26960.0,,,14188,1.9,0.11,5.5855345911949685,0.77,3408409.74,79.1
1990-11-01,4,1060,Montreal,21032.0,,,11640,1.81,0.09,6.844407064760302,3.61,3408409.74,61.71
1990-08-01,3,1060,Montreal,32824.0,,,20020,1.64,0.06,6.16408876933423,0.83,3408409.74,96.3
1991-07-01,3,1060,Montreal,27208.0,,,16472,1.65,0.13,5.098690835850957,0.43,3423256.37,79.48
1991-01-01,1,1060,Montreal,11592.0,,,5180,2.24,0.13,7.767827529021559,1.47,3423256.37,33.86
1991-12-01,4,1060,Montreal,14516.0,,,9500,1.53,0.08,4.641095890410959,0.45,3423256.37,42.4
1991-05-01,2,1060,Montreal,16000.0,,,7888,2.03,0.22,5.4002911208151385,0.6,3423256.37,46.74
1992-10-01,4,1060,Montreal,11608.0,,,6684,1.74,0.24,5.310546875,0.44,3445360.14,33.69
1992-02-01,1,1060,Montreal,12140.0,,,7228,1.68,0.18,4.3695871097683785,0.42,3445360.14,35.24
1992-08-01,3,1060,Montreal,22784.0,,,12788,1.78,0.27,7.102158273381295,0.42,3445360.14,66.13
1992-06-01,2,1060,Montreal,19212.0,,,10500,1.83,0.33,5.281979458450047,0.51,3445360.14,55.76
1993-08-01,3,1060,Montreal,23068.0,,,13776,1.67,0.19,5.175496688741722,0.32,3466155.56,66.55
1993-06-01,2,1060,Montreal,14960.0,,,7772,1.92,0.27,5.153846153846154,0.36,3466155.56,43.16
1993-03-01,1,1060,Montreal,8140.0,,,4148,1.96,0.31,5.449275362318841,0.48,3466155.56,23.48
1993-12-01,4,1060,Montreal,9336.0,,,6116,1.53,0.09,4.938879456706282,0.39,3466155.56,26.93
1994-04-01,2,1060,Montreal,15004.0,,,8412,1.78,0.18,4.856823266219239,0.32,3484017.36,43.07
1994-07-01,3,1060,Montreal,28384.0,,,15760,1.8,0.26,5.706896551724138,0.31,3484017.36,81.47
1994-10-01,4,1060,Montreal,9928.0,,,5540,1.79,0.19,5.187732342007435,0.37,3484017.36,28.5
1994-01-01,1,1060,Montreal,5264.0,,,3312,1.59,0.12,5.137777777777778,0.3,3484017.36,15.11
1995-07-01,3,1060,Montreal,13368.0,,,7944,1.68,0.18,5.314990512333966,0.31,3499470.29,38.2
1995-05-01,2,1060,Montreal,9340.0,,,5792,1.61,0.17,4.8072487644151565,0.41,3499470.29,26.69
1995-01-01,1,1060,Montreal,5100.0,,,2992,1.7,0.19,5.265822784810126,0.44,3499470.29,14.57
1995-10-01,4,1060,Montreal,5288.0,,,3496,1.51,0.15,5.367857142857143,0.53,3499470.29,15.11
1996-02-01,1,1060,Montreal,2508.0,,,1828,1.37,0.12,5.320855614973262,0.51,3516176.53,7.13
1996-10-01,4,1060,Montreal,5168.0,,,3176,1.63,0.19,6.617241379310345,0.31,3516176.53,14.7
1996-05-01,2,1060,Montreal,6764.0,,,4192,1.61,0.12,5.484143763213531,0.23,3516176.53,19.24
1996-07-01,3,1060,Montreal,14052.0,,,9104,1.54,0.18,5.104838709677419,0.21,3516176.53,39.96
1997-07-01,3,1060,Montreal,18960.0,,,12048,1.57,0.19,4.851668726823238,0.08,3532106.29,53.68
1997-05-01,2,1060,Montreal,10412.0,,,5992,1.74,0.18,4.714733542319749,0.18,3532106.29,29.48
1997-01-01,1,1060,Montreal,3524.0,,,2368,1.49,0.16,4.648387096774194,0.21,3532106.29,9.98
1997-10-01,4,1060,Montreal,7492.0,,,4692,1.6,0.23,4.51214953271028,-0.01,3532106.29,21.21
1998-05-01,2,1060,Montreal,8556.0,,,5848,1.46,0.1,4.321621621621621,-0.05,3558502.17,24.04
1998-10-01,4,1060,Montreal,8332.0,,,5596,1.49,0.07,4.518518518518518,-0.29,3558502.17,23.41
1998-02-01,1,1060,Montreal,4580.0,,,3008,1.52,0.14,4.55064935064935,0.41,3558502.17,12.87
1998-07-01,3,1060,Montreal,17980.0,,,10880,1.65,0.17,4.874472573839663,-0.03,3558502.17,50.53
1999-05-01,2,1060,Montreal,11124.0,,,7908,1.41,0.12,4.944805194805195,-0.22,3592721.83,30.96
1999-01-01,1,1060,Montreal,4928.0,,,3236,1.52,0.14,5.098924731182795,-0.25,3592721.83,13.72
1999-07-01,3,1060,Montreal,19652.0,,,11972,1.64,0.07,5.216936251189344,0.08,3592721.83,54.7
1999-12-01,4,1060,Montreal,9400.0,,,6636,1.42,0.08,5.217444717444717,-0.01,3592721.83,26.16
2000-04-01,2,1060,Montreal,10692.0,,,7416,1.44,0.03,4.977734753146176,-1.53,3627104.42,29.48
2000-10-01,4,1060,Montreal,9144.0,,,6016,1.52,0.0,4.8796728971962615,-2.25,3627104.42,25.21
2000-07-01,3,1060,Montreal,20928.0,,,11836,1.77,0.05,5.2562154696132595,-1.77,3627104.42,57.7
2000-01-01,1,1060,Montreal,5224.0,,,3628,1.44,0.03,4.468330134357005,-0.52,3627104.42,14.4
2001-05-01,2,1060,Montreal,12904.0,,,9320,1.38,0.03,5.063009636767976,-2.22,3666625.51,35.19
2001-03-01,1,1060,Montreal,6392.0,,,4116,1.55,0.02,5.1702702702702705,-2.88,3666625.51,17.43
2001-10-01,4,1060,Montreal,14348.0,,,6860,2.09,0.0,5.041218637992832,-1.79,3666625.51,39.13
2001-07-01,3,1060,Montreal,20860.0,,,11216,1.86,0.03,5.198216735253772,-1.7,3666625.51,56.89
2002-02-01,1,1060,Montreal,8304.0,,,5156,1.61,0.0,5.064772727272727,-1.72,3697581.32,22.46
2002-04-01,2,1060,Montreal,15328.0,,,10648,1.44,0.13,4.462837837837838,-0.51,3697581.32,41.45
2002-11-01,4,1060,Montreal,16108.0,,,10320,1.56,0.14,4.781808337845154,-0.01,3697581.32,43.56
2002-07-01,3,1060,Montreal,24600.0,,,15556,1.58,0.16,4.504098360655738,-0.17,3697581.32,66.53
2003-04-01,2,1060,Montreal,20684.0,,,12220,1.69,0.08,4.990411506192569,0.02,3726893.89,55.5
2003-01-01,1,1060,Montreal,12252.0,,,6796,1.8,0.14,4.874551971326165,0.03,3726893.89,32.87
2003-12-01,4,1060,Montreal,21624.0,,,11124,1.94,0.05,5.119940769990128,0.03,3726893.89,58.02
2003-08-01,3,1060,Montreal,26560.0,,,16244,1.64,0.09,5.091220068415051,0.0,3726893.89,71.27
2004-11-01,4,1060,Montreal,26728.0,,,12836,2.08,0.16,5.645465253239105,0.01,3753837.1,71.2
2004-01-01,1,1060,Montreal,15144.0,,,7924,1.91,0.03,5.224797219003476,0.03,3753837.1,40.34
2004-06-01,2,1060,Montreal,19776.0,,,12500,1.58,0.02,5.209953994144709,0.0,3753837.1,52.68
2004-07-01,3,1060,Montreal,38032.0,,,16536,2.3,0.17,5.468398876404494,0.0,3753837.1,101.31
2005-07-01,3,1060,Montreal,38040.0,,,14872,2.56,0.25,5.7573204973926995,0.02,3783400.33,100.54
2005-11-01,4,1060,Montreal,21884.0,,,9780,2.24,0.16,5.696784922394679,0.01,3783400.33,57.84
2005-01-01,1,1060,Montreal,16552.0,,,8364,1.98,0.1,5.657372654155496,0.0,3783400.33,43.75
2005-04-01,2,1060,Montreal,26320.0,,,12236,2.15,0.19,5.297872340425532,0.0,3783400.33,69.57
2006-03-01,1,1060,Montreal,14908.0,,,6832,2.18,0.21,5.675172413793104,0.0,3815961.34,39.07
2006-04-01,2,1060,Montreal,25176.0,,,11688,2.15,0.26,5.452042221202387,0.01,3815961.34,65.98
2006-11-01,4,1060,Montreal,29508.0,,,10452,2.82,0.32,5.7104430379746836,0.02,3815961.34,77.33
2006-09-01,3,1060,Montreal,26980.0,,,12284,2.2,0.33,5.572866730584852,0.01,3815961.34,70.7
2007-01-01,1,1060,Montreal,20020.0,,,6152,3.25,0.37,5.716490658001625,0.03,3853599.75,51.95
2007-11-01,4,1060,Montreal,19676.0,,,9620,2.05,0.22,5.191606847045831,0.0,3853599.75,51.06
2007-06-01,2,1060,Montreal,28048.0,,,10676,2.63,0.34,5.210821847881572,0.02,3853599.75,72.78
2007-07-01,3,1060,Montreal,29700.0,,,12380,2.4,0.28,5.3313492063492065,0.01,3853599.75,77.07
2008-02-01,1,1060,Montreal,15956.0,,,6688,2.39,0.21,5.549650349650349,0.01,3901759.78,40.89
2008-10-01,4,1060,Montreal,23932.0,,,8968,2.67,0.3,5.50259965337955,0.03,3901759.78,61.34
2008-06-01,2,1060,Montreal,22148.0,,,9776,2.27,0.25,5.8677555321390935,0.03,3901759.78,56.76
2008-09-01,3,1060,Montreal,33196.0,,,12212,2.72,0.3,5.724700239808153,0.03,3901759.78,85.08
2009-07-01,3,1060,Montreal,29048.0,,,8220,3.53,0.32,5.579276773296245,-0.26,3948512.59,73.57
2009-10-01,4,1060,Montreal,18668.0,,,7588,2.46,0.21,5.647492625368732,-0.56,3948512.59,47.28
2009-02-01,1,1060,Montreal,12684.0,,,5668,2.24,0.33,5.350523771152297,-0.01,3948512.59,32.12
2009-05-01,2,1060,Montreal,17544.0,,,6884,2.55,0.37,5.620074349442379,-0.31,3948512.59,44.43
2010-02-01,1,1060,Montreal,13564.0,,13564.0,5792,2.34,0.17,5.2574013157894735,-0.43,3989735.5,34.0
2010-07-01,3,1060,Montreal,26704.0,,26704.0,10184,2.62,0.18,5.469058762350494,-0.72,3989735.5,66.93
2010-11-01,4,1060,Montreal,18756.0,,18756.0,7896,2.38,0.17,5.754834684965689,-0.63,3989735.5,47.01
2010-06-01,2,1060,Montreal,20664.0,,20664.0,8888,2.32,0.11,5.314317059791552,-0.62,3989735.5,51.79
2011-03-01,1,1060,Montreal,14388.0,,14388.0,5460,2.64,0.21,6.242774566473988,-0.32,4027242.69,35.73
2011-08-01,3,1060,Montreal,26816.0,,26816.0,9244,2.9,0.18,5.737373737373737,-0.86,4027242.69,66.59
2011-06-01,2,1060,Montreal,18340.0,,18340.0,6912,2.65,0.17,5.662897526501767,-0.68,4027242.69,45.54
2011-11-01,4,1060,Montreal,19920.0,,19920.0,6664,2.99,0.2,6.181159420289855,-1.24,4027242.69,49.46
2012-04-01,2,1060,Montreal,18140.0,,18140.0,6204,2.92,0.37,6.404120443740095,-0.83,4062701.25,44.65
2012-10-01,4,1060,Montreal,20780.0,,20780.0,5972,3.48,0.56,6.329769736842105,-0.49,4062701.25,51.15
2012-01-01,1,1060,Montreal,13804.0,,13804.0,4824,2.86,0.2,6.247363374880154,-0.86,4062701.25,33.98
2012-07-01,3,1060,Montreal,23644.0,,23644.0,7400,3.2,0.59,6.205072463768116,-0.82,4062701.25,58.2
2013-10-01,4,1060,Montreal,17808.0,,17808.0,4660,3.82,0.59,6.592213114754099,-1.41,4091132.19,43.53
2013-07-01,3,1060,Montreal,21456.0,,21456.0,6400,3.35,0.65,6.680420105026257,-1.71,4091132.19,52.45
2013-02-01,1,1060,Montreal,13096.0,,13096.0,4084,3.21,0.52,8.052689352360044,-0.74,4091132.19,32.01
2013-04-01,2,1060,Montreal,17216.0,,17216.0,5048,3.41,0.59,7.902738432483475,-1.15,4091132.19,42.08
2014-01-01,1,1060,Montreal,12432.0,,12432.0,3360,3.7,0.6,6.885526315789473,-1.21,4106326.06,30.28
2014-04-01,2,1060,Montreal,18164.0,60.0,18104.0,4180,4.35,0.71,7.080316742081448,-0.97,4106326.06,44.23
2014-12-01,4,1060,Montreal,18632.0,180.0,18452.0,4292,4.34,0.66,6.120401337792642,0.16,4106326.06,45.37
2014-08-01,3,1060,Montreal,26712.0,252.0,26460.0,6464,4.13,0.71,7.2150735294117645,-0.64,4106326.06,65.05
2015-04-01,2,1060,Montreal,10924.0,140.0,10784.0,3540,3.09,0.53,7.302806499261448,0.09,4134516.91,26.42
2015-09-01,3,1060,Montreal,18584.0,148.0,18436.0,4836,3.84,0.67,6.1834750911300125,0.43,4134516.91,44.95
2015-10-01,4,1060,Montreal,16988.0,152.0,16836.0,4572,3.72,0.55,7.115825688073395,0.44,4134516.91,41.09
2015-01-01,1,1060,Montreal,12500.0,124.0,12376.0,3420,3.65,0.53,6.318181818181818,0.12,4134516.91,30.23
2016-01-01,1,1060,Montreal,12012.0,100.0,11912.0,2544,4.72,0.7,6.187022900763359,0.61,4184841.41,28.7
2016-05-01,2,1060,Montreal,23116.0,148.0,22968.0,3964,5.83,0.67,7.470748299319728,0.76,4184841.41,55.24
2016-09-01,3,1060,Montreal,20020.0,136.0,19884.0,4672,4.29,0.61,5.824817518248175,0.97,4184841.41,47.84
2016-11-01,4,1060,Montreal,21040.0,116.0,20924.0,4228,4.98,0.61,6.86180904522613,1.07,4184841.41,50.28
2017-01-01,1,1060,Montreal,8912.0,72.0,8840.0,2964,3.01,0.46,5.489256198347108,1.39,4256095.22,20.94
2017-05-01,2,1060,Montreal,19184.0,144.0,19040.0,4232,4.53,0.74,6.2409356725146194,1.78,4256095.22,45.07
2017-12-01,4,1060,Montreal,23884.0,212.0,23672.0,4656,5.13,0.62,6.016339869281046,1.72,4256095.22,56.12
2017-07-01,3,1060,Montreal,30252.0,204.0,30048.0,5788,5.23,0.74,5.910461828463713,1.51,4256095.22,71.08
2018-04-01,2,1060,Montreal,21968.0,208.0,21760.0,4588,4.79,0.77,6.029787234042553,1.99,4329120.53,50.74
2018-02-01,1,1060,Montreal,14172.0,156.0,14016.0,3368,4.21,0.62,6.224867724867725,2.02,4329120.53,32.74
2018-11-01,4,1060,Montreal,24456.0,220.0,24236.0,4476,5.46,0.75,6.293159609120521,2.2,4329120.53,56.49
2018-07-01,3,1060,Montreal,26004.0,304.0,25700.0,5416,4.8,0.7,5.57824427480916,1.97,4329120.53,60.07
2019-07-01,3,1060,Montreal,34144.0,372.0,33772.0,5476,6.24,0.81,6.935185185185185,2.36,4367904.38,78.17
2019-02-01,1,1060,Montreal,14652.0,216.0,14436.0,3044,4.81,0.68,5.908177905308465,2.75,4367904.38,33.54
2019-12-01,4,1060,Montreal,18580.0,308.0,18272.0,4348,4.27,0.67,6.212860310421286,3.53,4367904.38,42.54
2019-05-01,2,1060,Montreal,24720.0,296.0,24424.0,4264,5.8,0.85,6.603243243243243,2.44,4367904.38,56.59
2020-05-01,2,1060,Montreal,17300.0,256.0,17044.0,3624,4.77,0.73,6.817204301075269,3.79,4368696.13,39.89
2020-02-01,1,1060,Montreal,18848.0,216.0,18632.0,3432,5.49,0.74,6.2734274711168165,4.08,4368696.13,43.46
2020-12-01,4,1060,Montreal,27292.0,292.0,27000.0,4432,6.16,0.75,6.266380236305048,4.98,4368696.13,62.93
2020-07-01,3,1060,Montreal,34064.0,276.0,33788.0,4848,7.03,0.81,6.641651031894934,4.4,4368696.13,78.54
