"ref_yy","metcode","metro","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2017","0140","CALGARY",80,7.5,42.5,16.25,18.75,15,52.8
"2017","0340","EDMONTON",41,17.073170731707,17.073170731707,17.073170731707,19.512195121951,29.268292682927,76.4390243902439
"2017","1060","MONTRÉAL",971,47.167868177137,34.088568486097,10.195674562307,3.604531410917,4.943357363543,20.2008238928939
"2017","1265","OTTAWA",74,22.972972972973,50,6.756756756757,2.702702702703,17.567567567568,39.7162162162162
"2017","2270","TORONTO",181,2.209944751381,43.093922651934,18.232044198895,9.39226519337,27.07182320442,111.386740331492
"2017","2410","VANCOUVER",161,10.55900621118,16.149068322981,19.254658385093,24.223602484472,29.813664596273,96.3913043478261
"2018","0140","CALGARY",76,9.210526315789,42.105263157895,11.842105263158,22.368421052632,14.473684210526,56.8947368421053
"2018","0340","EDMONTON",40,10,30,22.5,30,7.5,48.25
"2018","1060","MONTRÉAL",1009,42.120911793855,40.733399405352,8.919722497522,3.072348860258,5.153617443013,19.8077304261645
"2018","1265","OTTAWA",78,26.923076923077,52.564102564103,7.692307692308,2.564102564103,10.25641025641,31.474358974359
"2018","2270","TORONTO",209,4.306220095694,18.66028708134,23.444976076555,6.698564593301,46.88995215311,141.760765550239
"2018","2410","VANCOUVER",213,13.145539906103,14.553990610329,34.272300469484,17.840375586854,20.18779342723,64.7605633802817
"2019","0140","CALGARY",91,13.186813186813,45.054945054945,9.89010989011,14.285714285714,17.582417582418,57.4505494505495
"2019","0340","EDMONTON",53,22.641509433962,16.981132075472,18.867924528302,18.867924528302,22.641509433962,64.2264150943396
"2019","1060","MONTRÉAL",910,39.67032967033,40.879120879121,10.21978021978,3.406593406593,5.824175824176,22.3186813186813
"2019","1265","OTTAWA",57,22.80701754386,43.859649122807,14.035087719298,8.771929824561,10.526315789474,40.6140350877193
