"ref_yy","CSDuid","mkttycd","metcode","metro","first_value.muni.","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"1995","5913011",3,"2410","VANCOUVER","DELTA CY",2,0,0,50,50,0,59.5
"1995","5913018",3,"2410",NA,NA,1,0,0,100,0,0,52
"1995","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"1995","5915001",3,"2410","VANCOUVER","LANGLEY DM",4,0,75,25,0,0,14.25
"1995","5915002",3,"2410","VANCOUVER","LANGLEY CY",4,0,25,50,25,0,38.5
"1995","5915004",3,"2410","VANCOUVER","SURREY CY",16,0,25,56.25,12.5,6.25,45.75
"1995","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",4,25,25,25,25,0,34
"1995","5915011",3,"2410","VANCOUVER","DELTA CY",4,0,25,50,25,0,40.5
"1995","5915015",3,"2410","VANCOUVER","RICHMOND CY",9,0,11.111111111111,22.222222222222,44.444444444444,22.222222222222,75.3333333333333
"1995","5915018",3,"2410",NA,NA,1,0,0,0,0,100,133
"1995","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"1995","5915022",2,"2410","VANCOUVER","VANCOUVER CY",19,26.315789473684,36.842105263158,26.315789473684,10.526315789474,0,22.2631578947368
"1995","5915022",3,"2410","VANCOUVER","VANCOUVER CY",70,7.142857142857,32.857142857143,38.571428571429,7.142857142857,14.285714285714,47.5
"1995","5915022",4,"2410","VANCOUVER","VANCOUVER CY",1,0,0,100,0,0,23
"1995","5915025",2,"2410","VANCOUVER","BURNABY CY",1,0,0,100,0,0,35
"1995","5915025",3,"2410","VANCOUVER","BURNABY CY",5,0,0,60,0,40,82
"1995","5915025",4,"2410","VANCOUVER","BURNABY CY",8,37.5,62.5,0,0,0,6.625
"1995","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,0,100,0,0,0,16
"1995","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",5,0,0,60,0,40,75.6
"1995","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"1995","5915034",3,"2410","VANCOUVER","COQUITLAM CY",4,0,0,0,75,25,75.25
"1995","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",12,0,50,41.666666666667,8.333333333333,0,28.9166666666667
"1995","5915043",3,"2410","VANCOUVER","PORT MOODY CY",6,0,0,83.333333333333,0,16.666666666667,63.3333333333333
"1995","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,100,0,0,32.5
"1995","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",4,0,25,25,50,0,44
"1995","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,25
"1996","2455065",2,"1060","MONTRÃAL","NOTRE-DAME-DE-L'ÃLE-PERROT V",1,0,100,0,0,0,6
"1996","2457005",2,"1060","MONTRÃAL","LAVAL V",3,100,0,0,0,0,3
"1996","2457015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,0,100,0,0,0,6
"1996","2457020",2,"1060","MONTRÃAL","ROSEMÃRE V",1,100,0,0,0,0,4
"1996","2457035",3,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",11,45.454545454545,54.545454545455,0,0,0,5
"1996","2457040",3,"1060","MONTRÃAL","COTEAU-DU-LAC V",2,0,100,0,0,0,6
"1996","2458005",2,"1060","MONTRÃAL","LAVAL V",4,0,100,0,0,0,6
"1996","2458005",3,"1060","MONTRÃAL","LAVAL V",6,100,0,0,0,0,3
"1996","2458010",2,"1060","MONTRÃAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1996","2458010",3,"1060","MONTRÃAL","SAINTE-JULIE V",2,0,100,0,0,0,6
"1996","2458015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,0,100,0,0,0,6
"1996","2458020",2,"1060","MONTRÃAL","ROSEMÃRE V",3,100,0,0,0,0,3
"1996","2458020",3,"1060","MONTRÃAL","ROSEMÃRE V",7,0,85.714285714286,14.285714285714,0,0,13
"1996","2458030",2,"1060","MONTRÃAL","BOIS-DES-FILION V",4,100,0,0,0,0,3
"1996","2458030",3,"1060","MONTRÃAL","BOIS-DES-FILION V",23,78.260869565217,21.739130434783,0,0,0,3.65217391304348
"1996","2459005",3,"1060","MONTRÃAL","LAVAL V",12,16.666666666667,83.333333333333,0,0,0,5.5
"1996","2459010",3,"1060","MONTRÃAL","SAINTE-JULIE V",12,66.666666666667,33.333333333333,0,0,0,4
"1996","2460010",1,"1060","MONTRÃAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1996","2460010",2,"1060","MONTRÃAL","SAINTE-JULIE V",1,0,100,0,0,0,6
"1996","2460015",1,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",NA,NA,NA,NA,NA,NA,NA
"1996","2460015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",5,80,0,20,0,0,13
"1996","2460015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,0,0,100,0,0,23
"1996","2464005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","2464005",2,"1060","MONTRÃAL","LAVAL V",2,50,50,0,0,0,4.5
"1996","2464010",1,"1060","MONTRÃAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1996","2464010",2,"1060","MONTRÃAL","SAINTE-JULIE V",6,0,100,0,0,0,6
"1996","2464015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,100,0,0,0,0,4
"1996","2465005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","2465005",2,"1060","MONTRÃAL","LAVAL V",22,31.818181818182,63.636363636364,4.545454545455,0,0,8.45454545454546
"1996","2465005",3,"1060","MONTRÃAL","LAVAL V",8,37.5,62.5,0,0,0,7
"1996","2466010",3,"1060","MONTRÃAL","SAINTE-JULIE V",1,0,0,100,0,0,24
"1996","2466015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,100,0,0,0,0,5
"1996","2466020",2,"1060","MONTRÃAL","ROSEMÃRE V",2,100,0,0,0,0,3
"1996","2466025",2,"1060","MONTRÃAL","SAINT-ZOTIQUE MÃ",13,76.923076923077,15.384615384615,7.692307692308,0,0,7.46153846153846
"1996","2466025",3,"1060","MONTRÃAL","SAINT-ZOTIQUE MÃ",72,58.333333333333,40.277777777778,0,1.388888888889,0,6.72222222222222
"1996","2466035",3,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",4,100,0,0,0,0,3
"1996","2466040",2,"1060","MONTRÃAL","COTEAU-DU-LAC V",9,11.111111111111,77.777777777778,0,11.111111111111,0,11.8888888888889
"1996","2466040",3,"1060","MONTRÃAL","COTEAU-DU-LAC V",14,14.285714285714,85.714285714286,0,0,0,7.28571428571429
"1996","2466075",3,"1060","MONTRÃAL","TERRASSE-VAUDREUIL MÃ",5,40,60,0,0,0,5.4
"1996","2466080",2,"1060",NA,NA,1,100,0,0,0,0,3
"1996","2466080",3,"1060",NA,NA,6,16.666666666667,83.333333333333,0,0,0,6.83333333333333
"1996","2467015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,100,0,0,0,0,3
"1996","2467020",2,"1060","MONTRÃAL","ROSEMÃRE V",1,0,100,0,0,0,15
"1996","2467020",3,"1060","MONTRÃAL","ROSEMÃRE V",8,50,50,0,0,0,4.5
"1996","2467025",2,"1060","MONTRÃAL","SAINT-ZOTIQUE MÃ",1,0,100,0,0,0,12
"1996","2467030",2,"1060","MONTRÃAL","BOIS-DES-FILION V",1,0,100,0,0,0,8
"1996","2467030",3,"1060","MONTRÃAL","BOIS-DES-FILION V",4,0,100,0,0,0,8
"1996","2467035",2,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",1,100,0,0,0,0,3
"1996","2467045",2,"1060","MONTRÃAL","SAINT-MATHIEU-DE-BELOEIL MÃ",3,33.333333333333,66.666666666667,0,0,0,5.33333333333333
"1996","2467050",3,"1060","MONTRÃAL","LES CÃDRES MÃ",2,50,50,0,0,0,5.5
"1996","2471060",3,"1060","MONTRÃAL","L'ÃLE-PERROT V",2,50,50,0,0,0,5
"1996","2471075",2,"1060","MONTRÃAL","TERRASSE-VAUDREUIL MÃ",1,100,0,0,0,0,3
"1996","2471085",3,"1060",NA,NA,1,0,100,0,0,0,6
"1996","2471105",3,"1060","MONTRÃAL","SAINT-LAZARE V",1,0,100,0,0,0,6
"1996","2472005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","2472005",3,"1060","MONTRÃAL","LAVAL V",5,0,100,0,0,0,6
"1996","2472010",2,"1060","MONTRÃAL","SAINTE-JULIE V",1,100,0,0,0,0,3
"1996","2473005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","2473005",2,"1060","MONTRÃAL","LAVAL V",12,91.666666666667,8.333333333333,0,0,0,3.5
"1996","2473010",2,"1060","MONTRÃAL","SAINTE-JULIE V",3,0,100,0,0,0,6
"1996","2473015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",6,100,0,0,0,0,3
"1996","2473030",1,"1060","MONTRÃAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1996","2473035",1,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",NA,NA,NA,NA,NA,NA,NA
"1996","2474005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","2474005",2,"1060","MONTRÃAL","LAVAL V",2,100,0,0,0,0,3
"1996","3506004",2,"1265",NA,NA,1,100,0,0,0,0,4
"1996","3506006",3,"1265",NA,NA,4,0,100,0,0,0,11.75
"1996","3506014",1,"1265",NA,NA,2,100,0,0,0,0,4
"1996","3506014",2,"1265",NA,NA,3,0,66.666666666667,33.333333333333,0,0,16.6666666666667
"1996","3506014",3,"1265",NA,NA,7,14.285714285714,85.714285714286,0,0,0,12.4285714285714
"1996","3518001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,116
"1996","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,50,50,0,51
"1996","3519036",2,"2270","TORONTO","MARKHAM CY",1,0,0,0,100,0,81
"1996","3519048",2,"2270","TORONTO","NEWMARKET T",1,100,0,0,0,0,5
"1996","3520001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,278
"1996","3520004",1,"2270",NA,NA,2,100,0,0,0,0,3
"1996","3520004",2,"2270",NA,NA,2,0,0,0,0,100,119
"1996","3520004",3,"2270",NA,NA,9,0,11.111111111111,11.111111111111,22.222222222222,55.555555555556,93.2222222222222
"1996","3520004",4,"2270",NA,NA,3,0,0,0,0,100,148
"1996","3520008",2,"2270",NA,NA,1,0,0,100,0,0,28
"1996","3520008",3,"2270",NA,NA,16,0,25,50,0,25,59.0625
"1996","3520019",2,"2270",NA,NA,2,50,50,0,0,0,10
"1996","3524001",3,"2270","TORONTO","PICKERING CY",4,50,50,0,0,0,5.5
"1996","3524015",2,"2270","TORONTO","HALTON HILLS T",1,0,0,100,0,0,48
"1996","4806016",1,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,4.5
"1996","4806016",2,"0140","CALGARY","CALGARY CY",2,0,100,0,0,0,6
"1996","4806016",3,"0140","CALGARY","CALGARY CY",16,18.75,25,43.75,12.5,0,30.875
"1996","4811061",2,"0340","EDMONTON","EDMONTON CY",1,0,0,0,0,100,101
"1996","4811061",3,"0340","EDMONTON","EDMONTON CY",4,25,0,75,0,0,35
"1996","5913011",3,"2410","VANCOUVER","DELTA CY",1,0,100,0,0,0,12
"1996","5913018",3,"2410",NA,NA,1,0,0,0,100,0,63
"1996","5915001",3,"2410","VANCOUVER","LANGLEY DM",10,30,40,10,20,0,24.5
"1996","5915002",2,"2410","VANCOUVER","LANGLEY CY",1,0,0,100,0,0,48
"1996","5915002",3,"2410","VANCOUVER","LANGLEY CY",3,0,0,100,0,0,36
"1996","5915004",3,"2410","VANCOUVER","SURREY CY",28,14.285714285714,17.857142857143,53.571428571429,10.714285714286,3.571428571429,36.1071428571429
"1996","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1996","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,33
"1996","5915011",3,"2410","VANCOUVER","DELTA CY",6,0,33.333333333333,66.666666666667,0,0,35.5
"1996","5915015",3,"2410","VANCOUVER","RICHMOND CY",13,0,0,15.384615384615,30.769230769231,53.846153846154,94.3846153846154
"1996","5915018",3,"2410",NA,NA,2,0,0,50,50,0,68.5
"1996","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"1996","5915022",2,"2410","VANCOUVER","VANCOUVER CY",12,25,8.333333333333,41.666666666667,8.333333333333,16.666666666667,48.4166666666667
"1996","5915022",3,"2410","VANCOUVER","VANCOUVER CY",45,0,28.888888888889,46.666666666667,8.888888888889,15.555555555556,60.6444444444444
"1996","5915022",4,"2410","VANCOUVER","VANCOUVER CY",1,0,0,100,0,0,29
"1996","5915025",2,"2410","VANCOUVER","BURNABY CY",1,0,100,0,0,0,12
"1996","5915025",3,"2410","VANCOUVER","BURNABY CY",11,0,45.454545454545,36.363636363636,18.181818181818,0,34.2727272727273
"1996","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",5,0,60,20,20,0,32.6
"1996","5915034",2,"2410","VANCOUVER","COQUITLAM CY",1,100,0,0,0,0,3
"1996","5915034",3,"2410","VANCOUVER","COQUITLAM CY",4,0,0,25,75,0,61.25
"1996","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",2,0,0,100,0,0,48
"1996","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",3,0,33.333333333333,33.333333333333,0,33.333333333333,64
"1996","5915046",4,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,54
"1996","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",7,0,14.285714285714,71.428571428571,14.285714285714,0,44.4285714285714
"1996","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,21
"1997","2457005",2,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1997","2457015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",2,0,100,0,0,0,6
"1997","2457025",2,"1060","MONTRÃAL","SAINT-ZOTIQUE MÃ",2,100,0,0,0,0,3
"1997","2457035",2,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",3,0,0,33.333333333333,66.666666666667,0,60.6666666666667
"1997","2457035",3,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",16,100,0,0,0,0,3.25
"1997","2457040",2,"1060","MONTRÃAL","COTEAU-DU-LAC V",2,50,50,0,0,0,4.5
"1997","2457040",3,"1060","MONTRÃAL","COTEAU-DU-LAC V",4,75,25,0,0,0,3.75
"1997","2458005",2,"1060","MONTRÃAL","LAVAL V",2,0,100,0,0,0,6
"1997","2458005",3,"1060","MONTRÃAL","LAVAL V",8,87.5,12.5,0,0,0,4.375
"1997","2458010",2,"1060","MONTRÃAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1997","2458015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",9,0,100,0,0,0,6
"1997","2458020",2,"1060","MONTRÃAL","ROSEMÃRE V",5,100,0,0,0,0,3
"1997","2458020",3,"1060","MONTRÃAL","ROSEMÃRE V",6,16.666666666667,83.333333333333,0,0,0,12
"1997","2458030",2,"1060","MONTRÃAL","BOIS-DES-FILION V",4,100,0,0,0,0,3
"1997","2458030",3,"1060","MONTRÃAL","BOIS-DES-FILION V",24,54.166666666667,45.833333333333,0,0,0,4.375
"1997","2459005",3,"1060","MONTRÃAL","LAVAL V",13,92.307692307692,7.692307692308,0,0,0,3.30769230769231
"1997","2459010",3,"1060","MONTRÃAL","SAINTE-JULIE V",4,50,50,0,0,0,5
"1997","2460005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1997","2460015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",4,50,25,25,0,0,9.25
"1997","2460015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,0,0,100,0,0,35
"1997","2464005",1,"1060","MONTRÃAL","LAVAL V",2,100,0,0,0,0,3
"1997","2464005",2,"1060","MONTRÃAL","LAVAL V",5,60,40,0,0,0,6.6
"1997","2464005",3,"1060","MONTRÃAL","LAVAL V",3,0,100,0,0,0,8
"1997","2464010",1,"1060","MONTRÃAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1997","2464010",2,"1060","MONTRÃAL","SAINTE-JULIE V",5,40,60,0,0,0,5.2
"1997","2464015",1,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",NA,NA,NA,NA,NA,NA,NA
"1997","2464015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",3,66.666666666667,33.333333333333,0,0,0,4.66666666666667
"1997","2464015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",3,0,100,0,0,0,6
"1997","2464020",1,"1060","MONTRÃAL","ROSEMÃRE V",NA,NA,NA,NA,NA,NA,NA
"1997","2465005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1997","2465005",2,"1060","MONTRÃAL","LAVAL V",15,80,20,0,0,0,4.26666666666667
"1997","2465005",3,"1060","MONTRÃAL","LAVAL V",22,9.090909090909,90.909090909091,0,0,0,6.09090909090909
"1997","2466010",3,"1060","MONTRÃAL","SAINTE-JULIE V",8,0,25,75,0,0,22.625
"1997","2466015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",1,100,0,0,0,0,5
"1997","2466025",2,"1060","MONTRÃAL","SAINT-ZOTIQUE MÃ",13,76.923076923077,15.384615384615,0,0,7.692307692308,16.1538461538462
"1997","2466025",3,"1060","MONTRÃAL","SAINT-ZOTIQUE MÃ",101,37.623762376238,60.39603960396,1.980198019802,0,0,6.9009900990099
"1997","2466035",3,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",11,81.818181818182,18.181818181818,0,0,0,4.36363636363636
"1997","2466040",2,"1060","MONTRÃAL","COTEAU-DU-LAC V",32,90.625,6.25,3.125,0,0,4.03125
"1997","2466040",3,"1060","MONTRÃAL","COTEAU-DU-LAC V",17,58.823529411765,41.176470588235,0,0,0,5.41176470588235
"1997","2466075",2,"1060","MONTRÃAL","TERRASSE-VAUDREUIL MÃ",2,0,50,50,0,0,31.5
"1997","2466075",3,"1060","MONTRÃAL","TERRASSE-VAUDREUIL MÃ",8,75,25,0,0,0,5.25
"1997","2466080",3,"1060",NA,NA,10,0,100,0,0,0,8
"1997","2467015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",2,0,100,0,0,0,6
"1997","2467015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",8,0,100,0,0,0,6
"1997","2467020",3,"1060","MONTRÃAL","ROSEMÃRE V",5,100,0,0,0,0,3
"1997","2467030",2,"1060","MONTRÃAL","BOIS-DES-FILION V",1,100,0,0,0,0,3
"1997","2467030",3,"1060","MONTRÃAL","BOIS-DES-FILION V",3,0,100,0,0,0,8
"1997","2467050",2,"1060","MONTRÃAL","LES CÃDRES MÃ",2,0,0,100,0,0,24
"1997","2471105",3,"1060","MONTRÃAL","SAINT-LAZARE V",1,0,100,0,0,0,6
"1997","2472005",2,"1060","MONTRÃAL","LAVAL V",2,0,100,0,0,0,6
"1997","2472005",3,"1060","MONTRÃAL","LAVAL V",9,0,100,0,0,0,6
"1997","2472010",3,"1060","MONTRÃAL","SAINTE-JULIE V",2,0,100,0,0,0,6
"1997","2473005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1997","2473005",2,"1060","MONTRÃAL","LAVAL V",7,85.714285714286,14.285714285714,0,0,0,5.71428571428571
"1997","2473005",3,"1060","MONTRÃAL","LAVAL V",5,20,80,0,0,0,5.4
"1997","2473010",2,"1060","MONTRÃAL","SAINTE-JULIE V",9,66.666666666667,33.333333333333,0,0,0,4.22222222222222
"1997","2473010",3,"1060","MONTRÃAL","SAINTE-JULIE V",3,0,100,0,0,0,6
"1997","2473015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",5,40,60,0,0,0,4.8
"1997","2474005",1,"1060","MONTRÃAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1997","2474005",2,"1060","MONTRÃAL","LAVAL V",4,75,25,0,0,0,3.75
"1997","3506006",3,"1265",NA,NA,3,0,100,0,0,0,13.3333333333333
"1997","3506012",3,"1265",NA,NA,2,0,100,0,0,0,13
"1997","3506014",1,"1265",NA,NA,1,100,0,0,0,0,4
"1997","3506014",2,"1265",NA,NA,2,0,100,0,0,0,12
"1997","3506014",3,"1265",NA,NA,2,0,100,0,0,0,14.5
"1997","3518029",2,"2270","TORONTO","UXBRIDGE TP",NA,NA,NA,NA,NA,NA,NA
"1997","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,0,100,0,80
"1997","3519044",2,"2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,0,0,100,0,0,45
"1997","3520001",3,"2270","TORONTO","PICKERING CY",3,0,0,0,0,100,189.333333333333
"1997","3520004",2,"2270",NA,NA,14,7.142857142857,85.714285714286,7.142857142857,0,0,12.3571428571429
"1997","3520004",3,"2270",NA,NA,20,5,40,30,15,10,44.8
"1997","3520006",3,"2270",NA,NA,1,0,0,0,100,0,68
"1997","3520008",3,"2270",NA,NA,7,0,0,14.285714285714,0,85.714285714286,155.142857142857
"1997","3520014",1,"2270","TORONTO","ORANGEVILLE T",NA,NA,NA,NA,NA,NA,NA
"1997","3520019",2,"2270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","3520019",3,"2270",NA,NA,2,0,0,50,0,50,65
"1997","3521005",2,"2270","TORONTO","TORONTO C",1,0,100,0,0,0,18
"1997","3521010",3,"2270","TORONTO","BRAMPTON CY",1,0,0,0,0,100,111
"1997","4806016",1,"0140","CALGARY","CALGARY CY",4,50,50,0,0,0,5
"1997","4806016",2,"0140","CALGARY","CALGARY CY",3,0,66.666666666667,0,0,33.333333333333,39
"1997","4806016",3,"0140","CALGARY","CALGARY CY",33,33.333333333333,24.242424242424,18.181818181818,21.212121212121,3.030303030303,29.5454545454545
"1997","4806019",3,"0140","CALGARY","COCHRANE T",1,100,0,0,0,0,4
"1997","4811052",1,"0340","EDMONTON","STRATHCONA COUNTY SM",1,100,0,0,0,0,3
"1997","4811061",2,"0340","EDMONTON","EDMONTON CY",1,0,0,0,0,100,111
"1997","4811061",3,"0340","EDMONTON","EDMONTON CY",13,0,23.076923076923,69.230769230769,0,7.692307692308,44.3076923076923
"1997","4811062",3,"0340","EDMONTON","ST. ALBERT CY",1,0,0,100,0,0,24
"1997","5913011",3,"2410","VANCOUVER","DELTA CY",2,0,0,50,50,0,67
"1997","5915001",3,"2410","VANCOUVER","LANGLEY DM",8,0,37.5,50,12.5,0,36.875
"1997","5915002",3,"2410","VANCOUVER","LANGLEY CY",4,0,0,75,25,0,45.75
"1997","5915004",2,"2410","VANCOUVER","SURREY CY",3,33.333333333333,33.333333333333,33.333333333333,0,0,16.6666666666667
"1997","5915004",3,"2410","VANCOUVER","SURREY CY",16,12.5,31.25,37.5,18.75,0,30.5625
"1997","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,0,100,0,0,0,6
"1997","5915011",3,"2410","VANCOUVER","DELTA CY",1,0,100,0,0,0,13
"1997","5915015",3,"2410","VANCOUVER","RICHMOND CY",3,0,33.333333333333,0,66.666666666667,0,52
"1997","5915018",3,"2410",NA,NA,2,0,0,100,0,0,56
"1997","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"1997","5915022",2,"2410","VANCOUVER","VANCOUVER CY",14,7.142857142857,28.571428571429,42.857142857143,7.142857142857,14.285714285714,56.8571428571429
"1997","5915022",3,"2410","VANCOUVER","VANCOUVER CY",65,7.692307692308,20,38.461538461538,13.846153846154,20,62.2307692307692
"1997","5915025",2,"2410","VANCOUVER","BURNABY CY",4,0,75,25,0,0,15.5
"1997","5915025",3,"2410","VANCOUVER","BURNABY CY",10,0,10,70,0,20,51.1
"1997","5915025",4,"2410","VANCOUVER","BURNABY CY",1,0,0,100,0,0,39
"1997","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,0,100,0,89
"1997","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",6,0,0,66.666666666667,33.333333333333,0,46
"1997","5915034",3,"2410","VANCOUVER","COQUITLAM CY",10,0,0,70,0,30,62.5
"1997","5915034",4,"2410","VANCOUVER","COQUITLAM CY",1,0,0,100,0,0,32
"1997","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,100,0,0,32
"1997","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,100,0,0,59
"1997","5915043",3,"2410","VANCOUVER","PORT MOODY CY",4,0,0,25,50,25,73.5
"1997","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,50,50,0,53
"1997","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",6,0,33.333333333333,50,16.666666666667,0,40.5
"1998","2452010",2,"1060","MONTRÃAL","SAINTE-JULIE V",1,0,100,0,0,0,6
"1998","2455055",2,"1060","MONTRÃAL","POINTE-DES-CASCADES VL",1,100,0,0,0,0,3
"1998","2457005",2,"1060","MONTRÃAL","LAVAL V",1,100,0,0,0,0,3
"1998","2457015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",2,0,50,50,0,0,18
"1998","2457020",2,"1060","MONTRÃAL","ROSEMÃRE V",1,100,0,0,0,0,4
"1998","2457035",2,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",NA,NA,NA,NA,NA,NA,NA
"1998","2457035",3,"1060","MONTRÃAL","MONT-SAINT-HILAIRE V",8,100,0,0,0,0,3.25
"1998","2457040",2,"1060","MONTRÃAL","COTEAU-DU-LAC V",3,33.333333333333,66.666666666667,0,0,0,5
"1998","2457040",3,"1060","MONTRÃAL","COTEAU-DU-LAC V",2,100,0,0,0,0,3
"1998","2458005",3,"1060","MONTRÃAL","LAVAL V",1,100,0,0,0,0,3
"1998","2458010",3,"1060","MONTRÃAL","SAINTE-JULIE V",1,0,0,100,0,0,24
"1998","2458015",2,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",NA,NA,NA,NA,NA,NA,NA
"1998","2458015",3,"1060","MONTRÃAL","SAINTE-MARTHE-SUR-LE-LAC V",7,14.285714285714,85.714285714286,0,0,0,6.57142857142857
"1998","2458020",2,"1060","MONTRÃAL","ROSEMÃRE V",4,75,25,0,0,0,3.75
"1998","2458020",3,"1060","MONTRÃAL","ROSEMÃRE V",14,71.428571428571,28.571428571429,0,0,0,5
"1998","2458025",2,"1060","MONTRÃAL","SAINT-ZOTIQUE MÃ",1,100,0,0,0,0,3
"1998","2458030",2,"1060","MONTRÃAL","BOIS-DES-FILION V",4,75,0,25,0,0,15.75
