"","reference_period_qq","metcode","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","underconstr_per_10kpop"
"870","1991-1","2410","March 31, 1991",NA,9437,2663,3.54374765302291,0.178370259106271,1991,1,"1650895.47",57.1629165594597
"871","1991-2","1700","June 30, 1991","SASKATOON",181,92,1.96739130434783,0.0326086956521739,1991,2,"218045.739",8.3010106425423
"872","1991-2","2410","June 30, 1991",NA,9956,3375,2.94992592592593,0.0835555555555555,1991,2,"1661384.17",59.9259351315476
"873","1991-3","1700","September 30, 1991","SASKATOON",220,84,2.61904761904762,0,1991,3,"218807.933",10.0544800631154
"874","1991-3","2410","September 30, 1991",NA,10687,3669,2.91278277459798,0.0883074407195421,1991,3,"1672759.33",63.8884495117418
"875","1991-4","1700","December 31, 1991","SASKATOON",121,68,1.77941176470588,0,1991,4,"219336.144",5.51664663166505
"876","1991-4","2410","December 31, 1991",NA,11430,3700,3.08918918918919,0.0994594594594595,1991,4,"1683577.65",67.8911364735687
"877","1992-1","1700","March 31, 1992","SASKATOON",147,85,1.72941176470588,0,1992,1,"219834.74000000002",6.68684121536023
"878","1992-1","2410","March 31, 1992",NA,11025,3655,3.01641586867305,0.123392612859097,1992,1,"1694440.5",65.0657252349669
"879","1992-2","1700","June 30, 1992","SASKATOON",212,145,1.46206896551724,0,1992,2,"220303.718",9.62307862638977
"880","1992-2","2410","June 30, 1992",NA,11836,3956,2.99191102123357,0.126137512639029,1992,2,"1705347.9",69.4051929228048
"881","1992-3","1700","September 30, 1992","SASKATOON",258,103,2.50485436893204,0,1992,3,"220645.734",11.6929521057498
"882","1992-3","2410","September 30, 1992","VANCOUVER",12102,4176,2.89798850574713,0.119492337164751,1992,3,"1714692.47",70.5782536036914
"883","1992-4","1700","December 31, 1992","SASKATOON",227,84,2.70238095238095,0,1992,4,"221094.419",10.2671067423009
"884","1992-4","2410","December 31, 1992","VANCOUVER",13623,4024,3.38543737574553,0.144383697813121,1992,4,"1726331.88",78.9129839854432
"885","1993-1","1700","March 31, 1993","SASKATOON",305,90,3.38888888888889,0,1993,1,"221552.426",13.7664933535867
"886","1993-1","2410","March 31, 1993","VANCOUVER",13918,3806,3.65685759327378,0.147661586967945,1993,1,"1738658.77",80.0502101973695
"887","1993-2","1700","June 30, 1993","SASKATOON",478,143,3.34265734265734,0.020979020979021,1993,2,"222019.756",21.5296155897046
"888","1993-2","2410","June 30, 1993","VANCOUVER",14969,3989,3.75256956630735,0.186011531712209,1993,2,"1751673.13",85.4554411073258
"889","1993-3","1700","September 30, 1993","SASKATOON",375,94,3.98936170212766,0.0319148936170213,1993,3,"222325.972",16.8671251777997
"890","1993-3","2410","September 30, 1993","VANCOUVER",15266,4113,3.71164600048626,0.191587648918065,1993,3,"1766763.3900000001",86.406590075426
"891","1993-4","1700","December 31, 1993","SASKATOON",192,81,2.37037037037037,0.037037037037037,1993,4,"222880.121",8.61449640006252
"892","1993-4","2410","December 31, 1993","VANCOUVER",15249,3795,4.01818181818182,0.35836627140975,1993,4,"1780597.35",85.6397994751593
"893","1994-1","1700","March 31, 1994","SASKATOON",190,64,2.96875,0.09375,1994,1,"223511.76799999998",8.50067098033067
"894","1994-1","2410","March 31, 1994","VANCOUVER",16279,3541,4.59728890144027,0.441683140355832,1994,1,"1794563.41",90.7128714944656
"895","1994-2","1700","June 30, 1994","SASKATOON",254,154,1.64935064935065,0.0454545454545455,1994,2,"224220.913",11.3281137161367
"896","1994-2","2410","June 30, 1994","VANCOUVER",15924,3772,4.22163308589608,0.376988335100742,1994,2,"1808661.5899999999",88.0430042194903
"897","1994-3","1700","September 30, 1994","SASKATOON",220,140,1.57142857142857,0.0571428571428571,1994,3,"225332.732",9.76333966429697
"898","1994-3","2410","September 30, 1994","VANCOUVER",15708,4238,3.70646531382728,0.308400188768287,1994,3,"1822579.0899999999",86.1855602655905
"899","1994-4","1700","December 31, 1994","SASKATOON",224,109,2.05504587155963,0.073394495412844,1994,4,"226066.799",9.90857573915575
"900","1994-4","2410","December 31, 1994","VANCOUVER",15340,3705,4.14035087719298,0.369770580296896,1994,4,"1837066.61",83.5026880163044
"901","1995-1","1700","March 31, 1995","SASKATOON",190,115,1.65217391304348,0.0347826086956522,1995,1,"226748.29299999998",8.37933540694836
"902","1995-1","2410","March 31, 1995","VANCOUVER",13893,3196,4.34699624530663,0.390488110137672,1995,1,"1851811.3499999999",75.0238408464232
"903","1995-2","1700","June 30, 1995","SASKATOON",305,185,1.64864864864865,0.0216216216216216,1995,2,"227377.21300000002",13.4138331619009
"904","1995-2","2410","June 30, 1995","VANCOUVER",13246,3049,4.34437520498524,0.377828796326664,1995,2,"1866813.32",70.9551397458424
"905","1995-3","1700","September 30, 1995","SASKATOON",305,192,1.58854166666667,0.0625,1995,3,"228009.171",13.3766549241127
"906","1995-3","2410","September 30, 1995","VANCOUVER",12683,2824,4.49114730878187,0.404390934844193,1995,3,"1884055.3800000001",67.3175541156333
"907","1995-4","1700","December 31, 1995","SASKATOON",310,166,1.86746987951807,0.102409638554217,1995,4,"228510.699",13.5661044037155
"908","1995-4","2410","December 31, 1995","VANCOUVER",10515,2605,4.03646833013436,0.373896353166987,1995,4,"1898778.65",55.3777029249829
"909","1996-1","1700","March 31, 1996","SASKATOON",312,182,1.71428571428571,0.0494505494505494,1996,1,"228937.408",13.6281791047446
"910","1996-1","2410","March 31, 1996","VANCOUVER",10060,2490,4.04016064257028,0.36425702811245,1996,1,"1912966.01",52.5884931954437
"911","1996-2","1700","June 30, 1996","SASKATOON",606,300,2.02,0.04,1996,2,"229289.299",26.4294933362765
"912","1996-2","2410","June 30, 1996","VANCOUVER",11235,2849,3.94348894348894,0.388557388557389,1996,2,"1926617.44",58.3146387380361
"913","1996-3","1700","September 30, 1996","SASKATOON",649,267,2.43071161048689,0.101123595505618,1996,3,"229299.676",28.3035724830244
"914","1996-3","2410","September 30, 1996","VANCOUVER",11700,3162,3.70018975332068,0.355471220746363,1996,3,"1942248.4300000002",60.23946174589
"915","1996-4","1700","December 31, 1996","SASKATOON",574,228,2.51754385964912,0.0394736842105263,1996,4,"229608.608",24.9990627529086
"916","1996-4","2410","December 31, 1996","VANCOUVER",11951,2954,4.04570074475288,0.378469871360867,1996,4,"1953821.83",61.1672969177543
"917","1997-1","1700","March 31, 1997","SASKATOON",538,273,1.97069597069597,0.021978021978022,1997,1,"229949.399",23.3964516689169
"918","1997-1","2410","March 31, 1997","VANCOUVER",11657,2626,4.43907083015994,0.438309215536938,1997,1,"1963853.1199999999",59.3577996301475
"919","1997-2","1700","June 30, 1997","SASKATOON",758,372,2.03763440860215,0.032258064516129,1997,2,"230322.05",32.9104399687307
"920","1997-2","2410","June 30, 1997","VANCOUVER",12200,2813,4.33700675435478,0.423391397084963,1997,2,"1972342.3",61.8553888947167
"921","1997-3","1700","September 30, 1997","SASKATOON",690,317,2.17665615141956,0.056782334384858,1997,3,"230930.74899999998",29.8790872583192
"922","1997-3","2410","September 30, 1997","VANCOUVER",12891,2930,4.39965870307167,0.431058020477816,1997,3,"1975473.6199999999",65.2552373744176
"923","1997-4","1700","December 31, 1997","SASKATOON",635,272,2.33455882352941,0.0551470588235294,1997,4,"231285.44400000002",27.4552513559824
"924","1997-4","2410","December 31, 1997","VANCOUVER",11875,2715,4.37384898710866,0.394106813996317,1997,4,"1982404.87",59.901991665305
"925","1998-1","1700","March 31, 1998","SASKATOON",648,276,2.34782608695652,0.0760869565217391,1998,1,"231590.323",27.9804437251897
"926","1998-1","2410","March 31, 1998","VANCOUVER",11607,2499,4.64465786314526,0.430572228891557,1998,1,"1989320.31",58.3465615952013
"927","1998-2","1700","June 30, 1998","SASKATOON",776,362,2.14364640883978,0.0414364640883978,1998,2,"231845.387",33.4705818408196
"928","1998-2","2410","June 30, 1998","VANCOUVER",11332,2317,4.89080707811826,0.493310315062581,1998,2,"1996219.93",56.7672921690547
"929","1998-3","1700","September 30, 1998","SASKATOON",748,345,2.16811594202899,0.0260869565217391,1998,3,"232086.328",32.2293866444386
"930","1998-3","2410","September 30, 1998","VANCOUVER",11225,2144,5.23554104477612,0.561100746268657,1998,3,"2003029.82",56.0401042856167
"931","1998-4","1700","December 31, 1998","SASKATOON",448,230,1.94782608695652,0,1998,4,"232227.483",19.2914289993833
"932","1998-4","2410","December 31, 1998","VANCOUVER",9750,1964,4.96435845213849,0.533095723014257,1998,4,"2009927.3800000001",48.5092152931416
"933","1999-1","1700","March 31, 1999","SASKATOON",431,235,1.83404255319149,0,1999,1,"232304.54499999998",18.5532314918763
"934","1999-1","2410","March 31, 1999","VANCOUVER",9310,1695,5.49262536873156,0.576991150442478,1999,1,"2016838.69",46.1613516547523
"935","1999-2","1700","June 30, 1999","SASKATOON",575,349,1.64756446991404,0,1999,2,"232317.51299999998",24.7506093094239
"936","1999-2","2410","June 30, 1999","VANCOUVER",8645,1819,4.75261132490379,0.532160527762507,1999,2,"2023763.75",42.7174367561431
"937","1999-3","1700","September 30, 1999","SASKATOON",788,316,2.49367088607595,0,1999,3,"232015.43899999998",33.963257074457
"938","1999-3","2410","September 30, 1999","VANCOUVER",7624,2129,3.58102395490841,0.347111319868483,1999,3,"2029870.25",37.5590508802225
"939","1999-4","1700","December 31, 1999","SASKATOON",737,278,2.65107913669065,0,1999,4,"232000.601",31.767159085937
"940","1999-4","2410","December 31, 1999","VANCOUVER",7320,1896,3.86075949367089,0.409810126582278,1999,4,"2037155.74",35.9324515856603
"941","2000-1","1700","March 31, 2000","SASKATOON",649,214,3.03271028037383,0,2000,1,"232022.048",27.9714796759315
"942","2000-1","2410","March 31, 2000","VANCOUVER",6225,1673,3.72086072922893,0.419605499103407,2000,1,"2044787.91",30.4432551149033
"943","2000-2","1700","June 30, 2000","SASKATOON",672,332,2.02409638554217,0,2000,2,"232079.782",28.9555597738367
"944","2000-2","2410","June 30, 2000","VANCOUVER",6566,1904,3.44852941176471,0.406512605042017,2000,2,"2052766.76",31.9860986057666
"945","2000-3","1700","September 30, 2000","SASKATOON",745,292,2.5513698630137,0,2000,3,"232047.956",32.1054325511921
"946","2000-3","2410","September 30, 2000","VANCOUVER",6418,2057,3.12007778317939,0.383082158483228,2000,3,"2063473.23",31.1028992607769
"947","2000-4","1700","December 31, 2000","SASKATOON",441,221,1.99547511312217,0,2000,4,"232228.601",18.9899089991934
"948","2000-4","2410","December 31, 2000","VANCOUVER",6411,1797,3.56761268781302,0.421257651641625,2000,4,"2071193.06",30.9531743989138
"949","2001-1","1700","March 31, 2001","SASKATOON",383,224,1.70982142857143,0,2001,1,"232495.87",16.4734109040303
"950","2001-1","2410","March 31, 2001","VANCOUVER",6825,1689,4.04085257548845,0.47246891651865,2001,1,"2078307.19",32.8392262358482
"951","2001-2","1700","June 30, 2001","SASKATOON",375,252,1.48809523809524,0,2001,2,"232849.764",16.1048048131155
"952","2001-2","2410","June 30, 2001","VANCOUVER",8190,1830,4.47540983606557,0.466666666666667,2001,2,"2084815.6199999999",39.2840494930674
"953","2001-3","1700","September 30, 2001","SASKATOON",445,245,1.81632653061224,0,2001,3,"233528.215",19.0555132706341
"954","2001-3","2410","September 30, 2001","VANCOUVER",8662,2053,4.21919142717974,0.436921578178276,2001,3,"2090172.3299999998",41.4415590316421
"955","2001-4","1700","December 31, 2001","SASKATOON",403,212,1.90094339622642,0,2001,4,"233960.185",17.2251530746567
"956","2001-4","2410","December 31, 2001","VANCOUVER",9137,2149,4.25174499767334,0.441600744532341,2001,4,"2095687.7599999998",43.5990521794144
"957","2002-1","1700","March 31, 2002","SASKATOON",448,245,1.82857142857143,0,2002,1,"234383.60499999998",19.1139649038165
"958","2002-1","2410","March 31, 2002","VANCOUVER",9072,1996,4.54509018036072,0.518537074148297,2002,1,"2100815.9",43.1832222899684
"959","2002-2","1700","June 30, 2002","SASKATOON",560,363,1.54269972451791,0,2002,2,"234798.47699999998",23.850239880389
"960","2002-2","2410","June 30, 2002","VANCOUVER",10527,2751,3.82660850599782,0.440930570701563,2002,2,"2105556.74",49.9962779440463
"961","2002-3","1700","September 30, 2002","SASKATOON",729,412,1.76941747572816,0,2002,3,"235070.438",31.0119811832741
"962","2002-3","2410","September 30, 2002","VANCOUVER",11434,3042,3.75871137409599,0.441485864562788,2002,3,"2108903.15",54.2177577002529
"963","2002-4","1700","December 31, 2002","SASKATOON",883,396,2.22979797979798,0,2002,4,"235521.95599999998",37.4911967867658
"964","2002-4","2410","December 31, 2002","VANCOUVER",10941,3201,3.41799437675726,0.399562636676039,2002,4,"2113272.2600000002",51.7727895600163
"965","2003-1","1700","March 31, 2003","SASKATOON",897,376,2.38563829787234,0,2003,1,"236018.671",38.0054677962321
"966","2003-1","2410","March 31, 2003","VANCOUVER",11035,3295,3.34901365705615,0.373899848254932,2003,1,"2117656.94",52.1094790736029
"967","2003-2","1700","June 30, 2003","SASKATOON",950,432,2.19907407407407,0,2003,2,"236560.581",40.158846244971
"968","2003-2","2410","June 30, 2003","VANCOUVER",11362,3337,3.40485465987414,0.370692238537609,2003,2,"2122057.17",53.5423840631023
"969","2003-3","1700","September 30, 2003","SASKATOON",1019,400,2.5475,0,2003,3,"237389.22400000002",42.9252845950581
"970","2003-3","2410","September 30, 2003","VANCOUVER",12637,3401,3.71567186121729,0.410761540723317,2003,3,"2125243.4899999998",59.4614219945217
"971","2003-4","1700","December 31, 2003","SASKATOON",669,355,1.88450704225352,0,2003,4,"237924.912",28.1181148445691
"972","2003-4","2410","December 31, 2003","VANCOUVER",13326,3415,3.90219619326501,0.453294289897511,2003,4,"2130166.64",62.5584860346888
"973","2004-1","1700","March 31, 2004","SASKATOON",655,314,2.0859872611465,0,2004,1,"238409.18",27.4737742900672
"974","2004-1","2410","March 31, 2004","VANCOUVER",13977,3565,3.92061711079944,0.46984572230014,2004,1,"2135597.1399999997",65.4477370202884
"975","2004-2","1700","June 30, 2004","SASKATOON",1018,429,2.37296037296037,0,2004,2,"238842.029",42.6223141824005
"976","2004-2","2410","June 30, 2004","VANCOUVER",16630,4034,4.12245909766981,0.499504214179474,2004,2,"2141534.99",77.654579904856
"977","2004-3","1700","September 30, 2004","SASKATOON",912,458,1.99126637554585,0,2004,3,"238979.566",38.1622586091733
"978","2004-3","2410","September 30, 2004","VANCOUVER",18108,4235,4.27579693034239,0.514521841794569,2004,3,"2148616.41",84.2774909272893
"979","2004-4","1700","December 31, 2004","SASKATOON",925,450,2.05555555555556,0,2004,4,"239407.135",38.6371107945467
"980","2004-4","2410","December 31, 2004","VANCOUVER",18511,4043,4.57853079396488,0.523126391293594,2004,4,"2155314.48",85.8853785457796
"981","2005-1","1700","March 31, 2005","SASKATOON",940,414,2.27053140096618,0,2005,1,"239880.843",39.1861220864561
"982","2005-1","2410","March 31, 2005","VANCOUVER",18823,3898,4.82888660851719,0.539507439712673,2005,1,"2162265.41",87.0522180716011
"983","2005-2","1700","June 30, 2005","SASKATOON",1009,471,2.14225053078556,0,2005,2,"240400.689",41.9715935173547
"984","2005-2","2410","June 30, 2005","VANCOUVER",18359,4003,4.58631026729953,0.518361229078191,2005,2,"2169469.2",84.6243864628269
"985","2005-3","1700","September 30, 2005","SASKATOON",836,440,1.9,0,2005,3,"240791.856",34.7187821833974
"986","2005-3","2410","September 30, 2005","VANCOUVER",20323,4266,4.76394749179559,0.586263478668542,2005,3,"2177811.3899999997",93.318457664968
"987","2005-4","1700","December 31, 2005","SASKATOON",658,414,1.58937198067633,0,2005,4,"241473.908",27.2493208665841
"988","2005-4","2410","December 31, 2005","VANCOUVER",21560,4288,5.02798507462687,0.61240671641791,2005,4,"2185166.7",98.6652414207117
"989","2006-1","1700","March 31, 2006","SASKATOON",692,413,1.67554479418886,0,2006,1,"242272.026",28.5629344594658
"990","2006-1","2410","March 31, 2006","VANCOUVER",20929,4353,4.80794854123593,0.541235929244199,2006,1,"2192420.65",95.4606954646226
"991","2006-2","1700","June 30, 2006","SASKATOON",903,486,1.85802469135802,0,2006,2,"243186.21",37.1320396826777
"992","2006-2","2410","June 30, 2006","VANCOUVER",21407,4449,4.8116430658575,0.533378287255563,2006,2,"2199573.25",97.3234239869029
"993","2006-3","1700","September 30, 2006","SASKATOON",988,521,1.89635316698656,0,2006,3,"244302.25",40.4417069429365
"994","2006-3","2410","September 30, 2006","VANCOUVER",22146,4706,4.70590735231619,0.547386315342116,2006,3,"2205040.0300000003",100.433550859392
"995","2006-4","1700","December 31, 2006","SASKATOON",1115,627,1.77830940988836,0,2006,4,"245414.25",45.4333845732267
"996","2006-4","2410","December 31, 2006","VANCOUVER",22177,4609,4.81167281405945,0.581688001735734,2006,4,"2212623.72",100.229423555127
"997","2007-1","1700","March 31, 2007","SASKATOON",1245,680,1.83088235294118,0,2007,1,"246608",50.4849802115098
"998","2007-1","2410","March 31, 2007","VANCOUVER",21884,4333,5.05054234941149,0.592891760904685,2007,1,"2220739.8400000003",98.5437357669055
"999","2007-2","1700","June 30, 2007","SASKATOON",1711,1001,1.70929070929071,0,2007,2,"247883.5",69.0243602337388
"1000","2007-2","2410","June 30, 2007","VANCOUVER",21955,4303,5.10225424122705,0.594236579130839,2007,2,"2229388.41",98.4799234692352
"1001","2007-3","1700","September 30, 2007","SASKATOON",1994,1158,1.72193436960276,0,2007,3,"249281.063",79.9900311721633
"1002","2007-3","2410","September 30, 2007","VANCOUVER",23111,4345,5.31898734177215,0.619102416570771,2007,3,"2238170.3400000003",103.258449935495
"1003","2007-4","1700","December 31, 2007","SASKATOON",2018,1176,1.71598639455782,0,2007,4,"250703.938",80.4933506868169
"1004","2007-4","2410","December 31, 2007","VANCOUVER",25104,4304,5.83271375464684,0.68703531598513,2007,4,"2248043.41",111.670441452908
"1005","2008-1","1700","March 31, 2008","SASKATOON",2036,1179,1.72688719253605,0.00848176420695505,2008,1,"252192.43800000002",80.7320003782191
"1006","2008-1","2410","March 31, 2008","VANCOUVER",27023,4282,6.31083605791686,0.747080803362914,2008,1,"2258608.53",119.644460919485
"1007","2008-2","1700","June 30, 2008","SASKATOON",2628,1444,1.81994459833795,0.00277008310249307,2008,2,"253746.563",103.567905272475
"1008","2008-2","2410","June 30, 2008","VANCOUVER",26444,4497,5.88036468756949,0.718256615521459,2008,2,"2269865.7199999997",116.500283549813
"1009","2008-3","1700","September 30, 2008","SASKATOON",2457,1151,2.13466550825369,0.00347523892267593,2008,3,"255495.063",96.1662417719594
"1010","2008-3","2410","September 30, 2008","VANCOUVER",26744,4732,5.65173288250211,0.720202874049028,2008,3,"2284235.59",117.080742971875
"1011","2008-4","1700","December 31, 2008","SASKATOON",1967,866,2.27136258660508,0.0046189376443418,2008,4,"257128.938",76.4985853128674
"1012","2008-4","2410","December 31, 2008","VANCOUVER",25538,4563,5.59675651983344,0.715318869165023,2008,4,"2295908.66",111.232648079301
"1013","2009-1","1700","March 31, 2009","SASKATOON",1740,702,2.47863247863248,0.0056980056980057,2009,1,"258776.93799999997",67.2393766402785
"1014","2009-1","2410","March 31, 2009","VANCOUVER",23555,3945,5.97084917617237,0.790621039290241,2009,1,"2307305.5300000003",102.088777120037
"1015","2009-2","1700","June 30, 2009","SASKATOON",1413,636,2.22169811320755,0.00628930817610063,2009,2,"260439.06299999997",54.2545340059068
"1016","2009-2","2410","June 30, 2009","VANCOUVER",19701,3497,5.63368601658564,0.757792393480126,2009,2,"2318426.2199999997",84.9757470392998
"1017","2009-3","1700","September 30, 2009","SASKATOON",1429,766,1.86553524804178,0,2009,3,"262094.68800000002",54.5222801310647
"1018","2009-3","2410","September 30, 2009","VANCOUVER",18895,3531,5.35117530444633,0.727839139054092,2009,3,"2330702.59",81.0699746980588
"1019","2009-4","1700","December 31, 2009","SASKATOON",1515,866,1.74942263279446,0,2009,4,"263793.313",57.4313269267747
"1020","2009-4","2410","December 31, 2009","VANCOUVER",17124,3916,4.37282941777324,0.635342185903984,2009,4,"2340698.16",73.1576599351024
"1021","2010-1","1700","March 31, 2010","SASKATOON",1474,855,1.72397660818713,0.00233918128654971,2010,1,"265514.313",55.5148979859327
"1022","2010-1","2410","March 31, 2010","VANCOUVER",14828,4271,3.47178646686959,0.500351205806603,2010,1,"2349844.78",63.102040297317
"1023","2010-2","1700","June 30, 2010","SASKATOON",1603,1045,1.53397129186603,0.00191387559808612,2010,2,"267257.68799999997",59.9795654896184
"1024","2010-2","2410","June 30, 2010","VANCOUVER",13907,4637,2.9991373733017,0.425490618934656,2010,2,"2358142.4699999997",58.9743841897729
"1025","2010-3","1700","September 30, 2010","SASKATOON",1809,1202,1.50499168053245,0.00665557404326123,2010,3,"268770.938",67.3063841448513
"1026","2010-3","2410","September 30, 2010","VANCOUVER",15575,4769,3.2658838330887,0.455231704759908,2010,3,"2361203.09",65.9621362768927
"1027","2010-4","1700","December 31, 2010","SASKATOON",1803,1050,1.71714285714286,0.00857142857142857,2010,4,"270660.06299999997",66.6149257491306
"1028","2010-4","2410","December 31, 2010","VANCOUVER",15889,4532,3.50595763459841,0.480803177405119,2010,4,"2369558.16",67.054695125103
"1029","2011-1","1700","March 31, 2011","SASKATOON",1859,931,1.99677765843179,0.00644468313641246,2011,1,"272672.563",68.177009800579
"1030","2011-1","2410","March 31, 2011","VANCOUVER",17351,4418,3.92734268899955,0.526935264825713,2011,1,"2378819.5300000003",72.9395390494377
"1031","2011-2","1700","June 30, 2011","SASKATOON",2114,1067,1.98125585754452,0.0112464854732896,2011,2,"274808.438",76.9263133033783
"1032","2011-2","2410","June 30, 2011","VANCOUVER",17813,4681,3.80538346507157,0.534714804528947,2011,2,"2388987.22",74.5629773607579
"1033","2011-3","1700","September 30, 2011","SASKATOON",2192,1188,1.84511784511785,0.00673400673400673,2011,3,"277663.93799999997",78.9443532274616
"1034","2011-3","2410","September 30, 2011","VANCOUVER",19548,4919,3.97397845090466,0.553364504980687,2011,3,"2402922",81.3509552120293
"1035","2011-4","1700","December 31, 2011","SASKATOON",2277,1077,2.1142061281337,0.00835654596100279,2011,4,"279808.063",81.3772117782038
"1036","2011-4","2410","December 31, 2011","VANCOUVER",20649,5352,3.85818385650224,0.565956651718984,2011,4,"2413758",85.5471012421295
"1037","2012-1","1700","March 31, 2012","SASKATOON",2205,1063,2.07431796801505,0.00846660395108184,2012,1,"281837.063",78.2366938020497
"1038","2012-1","2410","March 31, 2012","VANCOUVER",21180,5259,4.02738163148888,0.597451987069785,2012,1,"2424356",87.3634070243809
"1039","2012-2","1700","June 30, 2012","SASKATOON",2228,1267,1.75848460931334,0.00473559589581689,2012,2,"283750.938",78.5195642243128
"1040","2012-2","2410","June 30, 2012","VANCOUVER",23122,5676,4.07364341085271,0.615574348132488,2012,2,"2434716",94.9679551947742
"1041","2012-3","1700","September 30, 2012","SASKATOON",2577,1496,1.7225935828877,0.0100267379679144,2012,3,"285408.594",90.2916048841893
"1042","2012-3","2410","September 30, 2012","VANCOUVER",23092,5346,4.3194912083801,0.657500935278713,2012,3,"2443071.13",94.5203752622626
"1043","2012-4","1700","December 31, 2012","SASKATOON",2939,1439,2.04239054899236,0.0159833217512161,2012,4,"287148.656",102.351166846485
"1044","2012-4","2410","December 31, 2012","VANCOUVER",22908,5031,4.55336911150865,0.704432518386007,2012,4,"2453661.88",93.3624970364702
"1045","2013-1","1700","March 31, 2013","SASKATOON",2664,1225,2.17469387755102,0.0277551020408163,2013,1,"288830.031",92.2341763000399
"1046","2013-1","2410","March 31, 2013","VANCOUVER",22775,5920,3.84712837837838,0.502195945945946,2013,1,"2464721.38",92.4039535860236
"1047","2013-2","1700","June 30, 2013","SASKATOON",2488,1198,2.07679465776294,0.0275459098497496,2013,2,"290452.719",85.659380589238
"1048","2013-2","2410","June 30, 2013","VANCOUVER",22413,5699,3.93279522723285,0.458501491489735,2013,2,"2476249.63",90.5118762198462
"1049","2013-3","1700","September 30, 2013","SASKATOON",2786,1376,2.02470930232558,0.0181686046511628,2013,3,"292045.46900000004",95.396104227866
"1050","2013-3","2410","September 30, 2013","VANCOUVER",23148,5670,4.08253968253968,0.434391534391534,2013,3,"2491124.44",92.9218935365589
"1051","2013-4","1700","December 31, 2013","SASKATOON",2715,1314,2.0662100456621,0.0190258751902588,2013,4,"293539.281",92.4918801582811
"1052","2013-4","2410","December 31, 2013","VANCOUVER",23205,5439,4.26640926640927,0.436109578966722,2013,4,"2502439.06",92.7295308441997
"1053","2014-1","1700","March 31, 2014","SASKATOON",2620,1073,2.44175209692451,0.0260950605778192,2014,1,"294962.90599999996",88.8247283541477
"1054","2014-1","2410","March 31, 2014","VANCOUVER",22975,5265,4.36372269705603,0.447673314339981,2014,1,"2513071.3099999996",91.4219978899047
"1055","2014-2","1700","June 30, 2014","SASKATOON",3093,1221,2.53316953316953,0.0311220311220311,2014,2,"296316.34400000004",104.381687430647
"1056","2014-2","2410","June 30, 2014","VANCOUVER",24403,5719,4.26700472110509,0.356356006294807,2014,2,"2523021.19",96.7213438266842
"1057","2014-3","1700","September 30, 2014","SASKATOON",3309,1357,2.43846720707443,0.0309506263817244,2014,3,"296973.344",111.424141824662
"1058","2014-3","2410","September 30, 2014","VANCOUVER",25491,5986,4.2584363514868,0.340795188773806,2014,3,"2530481.5",100.735769062133
"1059","2014-4","1700","December 31, 2014","SASKATOON",3327,1224,2.71813725490196,0.0980392156862745,2014,4,"298436.906",111.48085016
"1060","2014-4","2410","December 31, 2014","VANCOUVER",24701,6108,4.04404060248854,0.306483300589391,2014,4,"2539789.5",97.2560914989215
"1061","2015-1","1700","March 31, 2015","SASKATOON",3183,963,3.30529595015576,0.139148494288681,2015,1,"300080.781",106.071438143851
"1062","2015-1","2410","March 31, 2015","VANCOUVER",25682,6216,4.13159588159588,0.306467181467181,2015,1,"2549138",100.74778219147
"1063","2015-2","1700","June 30, 2015","SASKATOON",2986,925,3.22810810810811,0.134054054054054,2015,2,"301904.969",98.905294930737
"1064","2015-2","2410","June 30, 2015","VANCOUVER",26872,6494,4.13797351401294,0.318293809670465,2015,2,"2558527",105.029182807139
"1065","2015-3","1700","September 30, 2015","SASKATOON",2975,913,3.25848849945235,0.12486308871851,2015,3,"304310.719",97.7619194544376
"1066","2015-3","2410","September 30, 2015","VANCOUVER",27159,6689,4.06024816863507,0.309612797129616,2015,3,"2568529",105.737564185571
"1067","2015-4","1700","December 31, 2015","SASKATOON",2956,805,3.67204968944099,0.152795031055901,2015,4,"306335.031",96.495656743874
"1068","2015-4","2410","December 31, 2015","VANCOUVER",28159,6683,4.21352685919497,0.318270237917103,2015,4,"2577770",109.2378295969
"1069","2016-1","1700","March 31, 2016","SASKATOON",2681,698,3.84097421203438,0.166189111747851,2016,1,"308379.156",86.9384310786557
"1070","2016-1","2410","March 31, 2016","VANCOUVER",29447,6924,4.25288850375506,0.324812247255921,2016,1,"2586822.5",113.834636895264
"1071","2016-2","1700","June 30, 2016","SASKATOON",2317,701,3.30527817403709,0.135520684736091,2016,2,"310443.094",74.6352566631745
"1072","2016-2","2410","June 30, 2016","VANCOUVER",32661,7479,4.36702767749699,0.334001871908009,2016,2,"2595686.5",125.827984234614
"1073","2016-3","1700","September 30, 2016","SASKATOON",2061,852,2.41901408450704,0.0856807511737089,2016,3,"312715.281",65.9065969980533
"1074","2016-3","2410","September 30, 2016","VANCOUVER",35983,8031,4.4805130120782,0.358983937243183,2016,3,"2602800.75",138.247232332325
"1075","2016-4","1700","December 31, 2016","SASKATOON",1702,823,2.06804374240583,0.0668286755771567,2016,4,"314743.469",54.0757844922908
"1076","2016-4","2410","December 31, 2016","VANCOUVER",37482,8086,4.63541924313629,0.381276279990106,2016,4,"2611912.25",143.504055314263
"1077","2017-1","1700","March 31, 2017","SASKATOON",1280,723,1.77040110650069,0.0470262793914246,2017,1,"316716.094",40.4147444430153
