"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"27273","2018-1","2680","R3W","March 31, 2018","WINNIPEG",81,NA,NA,41,1.97560975609756,0.0975609756097561,1.19512195121951
"27274","2018-1","2680","R3X","March 31, 2018","WINNIPEG",56,NA,NA,56,1,0,1
"27275","2018-1","2680","R3Y","March 31, 2018","WINNIPEG",385,NA,NA,118,3.26271186440678,0.135593220338983,0.929203539823009
"27276","2018-1","2680","R4A","March 31, 2018","WINNIPEG",2,NA,NA,2,1,0,0
"27277","2018-1","2680","R4H","March 31, 2018","WINNIPEG",17,NA,NA,17,1,0,0.3125
"27278","2018-1","2680","R4L","March 31, 2018","WINNIPEG",2,NA,NA,2,1,0,NA
"27279","2018-1","2680","R5A","March 31, 2018","WINNIPEG",26,NA,NA,23,1.1304347826087,0,1.75
"27280","2018-1","0140","T0L","March 31, 2018","CALGARY",1,NA,NA,1,1,0,1
"27281","2018-1","0140","T0M","March 31, 2018","CALGARY",117,114,3,101,1.15841584158416,0.0594059405940594,0.53
"27282","2018-1","0140","T1X","March 31, 2018","CALGARY",34,NA,NA,34,1,0,0.151515151515152
"27283","2018-1","0140","T1Y","March 31, 2018","CALGARY",4,NA,NA,1,4,0,15
"27284","2018-1","0140","T2E","March 31, 2018","CALGARY",59,NA,NA,20,2.95,0.15,2.05
"27285","2018-1","0140","T2G","March 31, 2018","CALGARY",1,NA,NA,1,1,0,2
"27286","2018-1","0140","T2H","March 31, 2018","CALGARY",2,NA,NA,1,2,0,0
"27287","2018-1","0140","T2J","March 31, 2018","CALGARY",32,NA,NA,32,1,0,0.4375
"27288","2018-1","0140","T2K","March 31, 2018","CALGARY",3,NA,NA,3,1,0,1
"27289","2018-1","0140","T2L","March 31, 2018","CALGARY",2,NA,NA,2,1,0,0.5
"27290","2018-1","0140","T2M","March 31, 2018","CALGARY",86,85,1,14,6.14285714285714,0.285714285714286,2.92857142857143
"27291","2018-1","0140","T2N","March 31, 2018","CALGARY",133,NA,NA,21,6.33333333333333,0.238095238095238,2.38095238095238
"27292","2018-1","0140","T2S","March 31, 2018","CALGARY",4,NA,NA,4,1,0,4
"27293","2018-1","0140","T2T","March 31, 2018","CALGARY",16,NA,NA,12,1.33333333333333,0,0.166666666666667
"27294","2018-1","0140","T2V","March 31, 2018","CALGARY",8,NA,NA,8,1,0,0.125
"27295","2018-1","0140","T2X","March 31, 2018","CALGARY",133,NA,NA,86,1.54651162790698,0,1.33720930232558
"27296","2018-1","0140","T2Y","March 31, 2018","CALGARY",3,NA,NA,3,1,0,1
"27297","2018-1","0140","T2Z","March 31, 2018","CALGARY",5,NA,NA,5,1,0,0
"27298","2018-1","0140","T3B","March 31, 2018","CALGARY",32,NA,NA,26,1.23076923076923,0,0.153846153846154
"27299","2018-1","0140","T3C","March 31, 2018","CALGARY",4,NA,NA,4,1,0,0.5
"27300","2018-1","0140","T3E","March 31, 2018","CALGARY",35,34,1,24,1.45833333333333,0.0833333333333333,0.958333333333333
"27301","2018-1","0140","T3G","March 31, 2018","CALGARY",6,NA,NA,6,1,0,0.166666666666667
"27302","2018-1","0140","T3H","March 31, 2018","CALGARY",175,NA,NA,39,4.48717948717949,0.102564102564103,0.974358974358974
"27303","2018-1","0140","T3J","March 31, 2018","CALGARY",5,NA,NA,5,1,0,0
"27304","2018-1","0140","T3L","March 31, 2018","CALGARY",7,NA,NA,7,1,0,0.857142857142857
"27305","2018-1","0140","T3M","March 31, 2018","CALGARY",350,NA,NA,130,2.69230769230769,0.115384615384615,0.476923076923077
"27306","2018-1","0140","T3N","March 31, 2018","CALGARY",234,NA,NA,135,1.73333333333333,0.103703703703704,1.02222222222222
"27307","2018-1","0140","T3P","March 31, 2018","CALGARY",100,NA,NA,80,1.25,0,0.6375
"27308","2018-1","0140","T3R","March 31, 2018","CALGARY",109,NA,NA,80,1.3625,0,1.1125
"27309","2018-1","0140","T3Z","March 31, 2018","CALGARY",34,32,2,32,1.0625,0,0.5625
"27310","2018-1","0140","T4A","March 31, 2018","CALGARY",29,NA,NA,24,1.20833333333333,0,0.416666666666667
"27311","2018-1","0140","T4B","March 31, 2018","CALGARY",157,NA,NA,89,1.76404494382022,0,1.21590909090909
"27312","2018-1","0140","T4C","March 31, 2018","CALGARY",140,NA,NA,101,1.38613861386139,0.0297029702970297,1.54455445544554
"27313","2018-1","0610","L0R","March 31, 2018","HAMILTON",36,NA,NA,13,2.76923076923077,0,1.53846153846154
"27314","2018-1","0610","L3M","March 31, 2018","HAMILTON",6,NA,NA,6,1,0,0.5
"27315","2018-1","0610","L7L","March 31, 2018","HAMILTON",52,NA,NA,1,52,10,2
"27316","2018-1","0610","L7M","March 31, 2018","HAMILTON",55,NA,NA,55,1,0,1.27272727272727
"27317","2018-1","0610","L7N","March 31, 2018","HAMILTON",1,NA,NA,1,1,0,0
"27318","2018-1","0610","L7R","March 31, 2018","HAMILTON",2,NA,NA,2,1,0,0
"27319","2018-1","0610","L7S","March 31, 2018","HAMILTON",2,NA,NA,2,1,0,11.5
"27320","2018-1","0610","L7T","March 31, 2018","HAMILTON",3,NA,NA,3,1,0,1.33333333333333
"27321","2018-1","0610","L8E","March 31, 2018","HAMILTON",43,NA,NA,9,4.77777777777778,0,1.66666666666667
"27322","2018-1","0610","L8J","March 31, 2018","HAMILTON",55,NA,NA,11,5,0,0.545454545454545
"27323","2018-1","0610","L8K","March 31, 2018","HAMILTON",1,NA,NA,1,1,0,0
"27324","2018-1","0610","L8N","March 31, 2018","HAMILTON",56,NA,NA,3,18.6666666666667,2,1
"27325","2018-1","0610","L8S","March 31, 2018","HAMILTON",2,NA,NA,2,1,0,1.5
"27326","2018-1","0610","L8W","March 31, 2018","HAMILTON",1,NA,NA,1,1,0,3
"27327","2018-1","0610","L9B","March 31, 2018","HAMILTON",4,NA,NA,1,4,0,3
"27328","2018-1","0610","L9G","March 31, 2018","HAMILTON",12,NA,NA,12,1,0,1.75
"27329","2018-1","0610","L9H","March 31, 2018","HAMILTON",27,NA,NA,10,2.7,0,2.1
"27330","2018-1","0610","L9K","March 31, 2018","HAMILTON",51,NA,NA,19,2.68421052631579,0,2
"27331","2018-1","0610","N1R","March 31, 2018","HAMILTON",3,NA,NA,3,1,0,5.33333333333333
"27332","2018-1","1265","K0A","March 31, 2018","OTTAWA",72,NA,NA,47,1.53191489361702,0,1.27659574468085
"27333","2018-1","1265","K0G","March 31, 2018","OTTAWA",36,NA,NA,32,1.125,0,0.4375
"27334","2018-1","1265","K1C","March 31, 2018","OTTAWA",2,NA,NA,2,1,0,2
"27335","2018-1","1265","K1H","March 31, 2018","OTTAWA",2,NA,NA,2,1,0,2.5
"27336","2018-1","1265","K1K","March 31, 2018","OTTAWA",42,NA,NA,17,2.47058823529412,0,2.29411764705882
"27337","2018-1","1265","K1L","March 31, 2018","OTTAWA",10,NA,NA,2,5,1.5,3
"27338","2018-1","1265","K1M","March 31, 2018","OTTAWA",1,NA,NA,1,1,0,1
"27339","2018-1","1265","K1N","March 31, 2018","OTTAWA",4,NA,NA,1,4,0,2
"27340","2018-1","1265","K1R","March 31, 2018","OTTAWA",16,NA,NA,1,16,3,5
"27341","2018-1","1265","K1S","March 31, 2018","OTTAWA",4,NA,NA,3,1.33333333333333,0,10.6666666666667
"27342","2018-1","1265","K1T","March 31, 2018","OTTAWA",43,NA,NA,30,1.43333333333333,0,2.5
"27343","2018-1","1265","K1V","March 31, 2018","OTTAWA",12,NA,NA,6,2,0,8.16666666666667
"27344","2018-1","1265","K1W","March 31, 2018","OTTAWA",18,NA,NA,13,1.38461538461538,0,4
"27345","2018-1","1265","K1Y","March 31, 2018","OTTAWA",25,NA,NA,6,4.16666666666667,1.16666666666667,1.83333333333333
"27346","2018-1","1265","K1Z","March 31, 2018","OTTAWA",7,NA,NA,4,1.75,0,3
"27347","2018-1","1265","K2A","March 31, 2018","OTTAWA",11,NA,NA,6,1.83333333333333,0.333333333333333,2.66666666666667
"27348","2018-1","1265","K2C","March 31, 2018","OTTAWA",4,NA,NA,3,1.33333333333333,0,6.66666666666667
"27349","2018-1","1265","K2H","March 31, 2018","OTTAWA",2,NA,NA,1,2,0,1
"27350","2018-1","1265","K2J","March 31, 2018","OTTAWA",39,NA,NA,33,1.18181818181818,0,2.75757575757576
"27351","2018-1","1265","K2K","March 31, 2018","OTTAWA",3,NA,NA,3,1,0,1
"27352","2018-1","1265","K2L","March 31, 2018","OTTAWA",25,NA,NA,22,1.13636363636364,0,1.77272727272727
"27353","2018-1","1265","K2P","March 31, 2018","OTTAWA",29,NA,NA,4,7.25,1,2
"27354","2018-1","1265","K2S","March 31, 2018","OTTAWA",297,NA,NA,80,3.7125,0.0625,2.1375
"27355","2018-1","1265","K2T","March 31, 2018","OTTAWA",14,NA,NA,1,14,3,2
"27356","2018-1","1265","K2V","March 31, 2018","OTTAWA",30,NA,NA,22,1.36363636363636,0,3
"27357","2018-1","1265","K4A","March 31, 2018","OTTAWA",130,NA,NA,61,2.13114754098361,0,3.42622950819672
"27358","2018-1","1265","K4B","March 31, 2018","OTTAWA",1,NA,NA,1,1,0,0
"27359","2018-1","1265","K4K","March 31, 2018","OTTAWA",23,NA,NA,20,1.15,0,1.6
"27360","2018-1","1265","K4M","March 31, 2018","OTTAWA",19,NA,NA,18,1.05555555555556,0,2.38888888888889
"27361","2018-1","1265","K4P","March 31, 2018","OTTAWA",4,NA,NA,4,1,0,0.75
"27362","2018-1","1265","K4R","March 31, 2018","OTTAWA",2,NA,NA,1,2,0,1
"27363","2018-1","0580","B0J","March 31, 2018","HALIFAX",16,NA,NA,14,1.14285714285714,0,2.5
"27364","2018-1","0580","B2R","March 31, 2018","HALIFAX",1,NA,NA,1,1,0,2
"27365","2018-1","0580","B2T","March 31, 2018","HALIFAX",6,NA,NA,6,1,0,0.333333333333333
"27366","2018-1","0580","B2Z","March 31, 2018","HALIFAX",3,NA,NA,3,1,0,0
"27367","2018-1","0580","B3A","March 31, 2018","HALIFAX",1,NA,NA,1,1,0,1
"27368","2018-1","0580","B3H","March 31, 2018","HALIFAX",78,NA,NA,2,39,4.5,2
"27369","2018-1","0580","B3K","March 31, 2018","HALIFAX",2,NA,NA,1,2,0,0
"27370","2018-1","0580","B3M","March 31, 2018","HALIFAX",137,NA,NA,13,10.5384615384615,1,0.846153846153846
"27371","2018-1","0580","B3N","March 31, 2018","HALIFAX",3,NA,NA,2,1.5,0,1.5
"27372","2018-1","0580","B3P","March 31, 2018","HALIFAX",8,NA,NA,8,1,0,0.875
"27373","2018-1","0580","B3R","March 31, 2018","HALIFAX",4,NA,NA,3,1.33333333333333,0,3
"27374","2018-1","0580","B3T","March 31, 2018","HALIFAX",7,NA,NA,4,1.75,0,0.25
"27375","2018-1","0580","B3Z","March 31, 2018","HALIFAX",7,NA,NA,7,1,0,1.57142857142857
"27376","2018-1","0580","B4A","March 31, 2018","HALIFAX",4,NA,NA,4,1,0,0.75
"27377","2018-1","0580","B4B","March 31, 2018","HALIFAX",95,NA,NA,68,1.39705882352941,0,0.647058823529412
"27378","2018-1","0580","B4C","March 31, 2018","HALIFAX",2,NA,NA,2,1,0,0
"27379","2018-1","0580","B4E","March 31, 2018","HALIFAX",5,NA,NA,3,1.66666666666667,0,1
"27380","2018-1","0580","B4G","March 31, 2018","HALIFAX",2,NA,NA,2,1,0,0
"27381","2018-1","1490","S0G","March 31, 2018","REGINA",11,NA,NA,10,1.1,0,0
"27382","2018-1","1490","S4L","March 31, 2018","REGINA",3,NA,NA,3,1,0,0
"27383","2018-1","1490","S4N","March 31, 2018","REGINA",6,5,1,5,1.2,0.4,0
"27384","2018-1","1490","S4P","March 31, 2018","REGINA",22,NA,NA,12,1.83333333333333,0,1.83333333333333
"27385","2018-1","1490","S4R","March 31, 2018","REGINA",6,4,2,6,1,0,0.5
"27386","2018-1","1490","S4S","March 31, 2018","REGINA",6,NA,NA,6,1,0,0.166666666666667
"27387","2018-1","1490","S4T","March 31, 2018","REGINA",227,222,5,40,5.675,0.275,2.06060606060606
"27388","2018-1","1490","S4V","March 31, 2018","REGINA",202,199,3,60,3.36666666666667,0.166666666666667,0.12280701754386
"27389","2018-1","1490","S4X","March 31, 2018","REGINA",3,NA,NA,3,1,0.333333333333333,0
"27390","2018-1","1400","G0A","March 31, 2018","QUÉBEC",27,NA,NA,24,1.125,0,4.41666666666667
"27391","2018-1","1400","G0R","March 31, 2018","QUÉBEC",2,NA,NA,2,1,0,4.5
"27392","2018-1","1400","G0S","March 31, 2018","QUÉBEC",3,NA,NA,3,1,0,7.66666666666667
"27393","2018-1","1400","G1B","March 31, 2018","QUÉBEC",10,NA,NA,8,1.25,0.25,2.875
"27394","2018-1","1400","G1C","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0,0
"27395","2018-1","1400","G1E","March 31, 2018","QUÉBEC",6,NA,NA,2,3,1,1.5
"27396","2018-1","1400","G1J","March 31, 2018","QUÉBEC",3,NA,NA,1,3,3,11
"27397","2018-1","1400","G1L","March 31, 2018","QUÉBEC",35,NA,NA,2,17.5,3.5,5
"27398","2018-1","1400","G1N","March 31, 2018","QUÉBEC",3,NA,NA,1,3,0,0
"27399","2018-1","1400","G1P","March 31, 2018","QUÉBEC",8,NA,NA,1,8,3,9
"27400","2018-1","1400","G1S","March 31, 2018","QUÉBEC",192,NA,NA,2,96,7.5,4
"27401","2018-1","1400","G1T","March 31, 2018","QUÉBEC",3,NA,NA,3,1,0,3.33333333333333
"27402","2018-1","1400","G1V","March 31, 2018","QUÉBEC",161,NA,NA,1,161,6,11
"27403","2018-1","1400","G1W","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0,0
"27404","2018-1","1400","G1X","March 31, 2018","QUÉBEC",10,NA,NA,1,10,3,0
"27405","2018-1","1400","G2A","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0,7
"27406","2018-1","1400","G2B","March 31, 2018","QUÉBEC",57,NA,NA,6,9.5,0.833333333333333,1
"27407","2018-1","1400","G2E","March 31, 2018","QUÉBEC",106,NA,NA,3,35.3333333333333,4.33333333333333,3.66666666666667
"27408","2018-1","1400","G2G","March 31, 2018","QUÉBEC",11,NA,NA,5,2.2,0,1.2
"27409","2018-1","1400","G2K","March 31, 2018","QUÉBEC",27,NA,NA,4,6.75,1.75,2.5
"27410","2018-1","1400","G2L","March 31, 2018","QUÉBEC",3,NA,NA,2,1.5,1,0
"27411","2018-1","1400","G2M","March 31, 2018","QUÉBEC",10,NA,NA,7,1.42857142857143,0,0.714285714285714
"27412","2018-1","1400","G3A","March 31, 2018","QUÉBEC",2,NA,NA,1,2,0,0
"27413","2018-1","1400","G3B","March 31, 2018","QUÉBEC",4,NA,NA,4,1,0,4.5
"27414","2018-1","1400","G3C","March 31, 2018","QUÉBEC",30,NA,NA,19,1.57894736842105,0,5.73684210526316
"27415","2018-1","1400","G3E","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0,5
"27416","2018-1","1400","G3G","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0,1
"27417","2018-1","1400","G3K","March 31, 2018","QUÉBEC",32,NA,NA,12,2.66666666666667,0.25,1.25
"27418","2018-1","1400","G3N","March 31, 2018","QUÉBEC",15,NA,NA,8,1.875,1.125,0.625
"27419","2018-1","1400","G6C","March 31, 2018","QUÉBEC",9,NA,NA,7,1.28571428571429,0,1.57142857142857
"27420","2018-1","1400","G6J","March 31, 2018","QUÉBEC",8,NA,NA,3,2.66666666666667,1,0
"27421","2018-1","1400","G6K","March 31, 2018","QUÉBEC",2,NA,NA,1,2,0,1
"27422","2018-1","1400","G6V","March 31, 2018","QUÉBEC",9,NA,NA,6,1.5,0.333333333333333,1.83333333333333
"27423","2018-1","1400","G6W","March 31, 2018","QUÉBEC",1,NA,NA,1,1,0,2
"27424","2018-1","1400","G6X","March 31, 2018","QUÉBEC",4,NA,NA,1,4,3,1
"27425","2018-1","1400","G6Z","March 31, 2018","QUÉBEC",32,NA,NA,11,2.90909090909091,0,1.36363636363636
"27426","2018-1","1400","G7A","March 31, 2018","QUÉBEC",18,NA,NA,15,1.2,0,0.666666666666667
"27427","2018-1","2270","L0E","March 31, 2018","TORONTO",7,NA,NA,7,1,0,4.57142857142857
"27428","2018-1","2270","L0G","March 31, 2018","TORONTO",166,NA,NA,161,1.03105590062112,0,3.25465838509317
"27429","2018-1","2270","L0J","March 31, 2018","TORONTO",60,NA,NA,60,1,0,1.31666666666667
"27430","2018-1","2270","L0L","March 31, 2018","TORONTO",3,NA,NA,3,1,0,8
"27431","2018-1","2270","L0P","March 31, 2018","TORONTO",4,NA,NA,4,1,0,3.25
"27432","2018-1","2270","L1S","March 31, 2018","TORONTO",311,NA,NA,3,103.666666666667,8.33333333333333,17.6666666666667
"27433","2018-1","2270","L1T","March 31, 2018","TORONTO",53,NA,NA,39,1.35897435897436,0,0.333333333333333
"27434","2018-1","2270","L1V","March 31, 2018","TORONTO",114,NA,NA,23,4.95652173913043,0.391304347826087,1.26086956521739
"27435","2018-1","2270","L1W","March 31, 2018","TORONTO",242,NA,NA,2,121,13,0
"27436","2018-1","2270","L1Y","March 31, 2018","TORONTO",2,NA,NA,2,1,0,1.5
"27437","2018-1","2270","L1Z","March 31, 2018","TORONTO",21,NA,NA,10,2.1,0,2.2
"27438","2018-1","2270","L3P","March 31, 2018","TORONTO",7,NA,NA,6,1.16666666666667,0,6.33333333333333
"27439","2018-1","2270","L3R","March 31, 2018","TORONTO",388,NA,NA,10,38.8,0.8,3.66666666666667
"27440","2018-1","2270","L3T","March 31, 2018","TORONTO",5,NA,NA,5,1,0,3.8
"27441","2018-1","2270","L3X","March 31, 2018","TORONTO",61,NA,NA,39,1.56410256410256,0,6.51282051282051
"27442","2018-1","2270","L3Y","March 31, 2018","TORONTO",2,NA,NA,2,1,0,0.5
"27443","2018-1","2270","L3Z","March 31, 2018","TORONTO",141,NA,NA,140,1.00714285714286,0,1.5
"27444","2018-1","2270","L4A","March 31, 2018","TORONTO",28,NA,NA,28,1,0,1.89473684210526
"27445","2018-1","2270","L4C","March 31, 2018","TORONTO",76,NA,NA,40,1.9,0,0.025
"27446","2018-1","2270","L4E","March 31, 2018","TORONTO",96,NA,NA,62,1.54838709677419,0,0.596774193548387
"27447","2018-1","2270","L4G","March 31, 2018","TORONTO",47,NA,NA,31,1.51612903225806,0,6.5
"27448","2018-1","2270","L4H","March 31, 2018","TORONTO",34,NA,NA,29,1.17241379310345,0,0.241379310344828
"27449","2018-1","2270","L4J","March 31, 2018","TORONTO",4,NA,NA,4,1,0,1.5
"27450","2018-1","2270","L4L","March 31, 2018","TORONTO",18,NA,NA,6,3,0,1.33333333333333
"27451","2018-1","2270","L4P","March 31, 2018","TORONTO",10,NA,NA,10,1,0,2.2
"27452","2018-1","2270","L4S","March 31, 2018","TORONTO",5,NA,NA,1,5,0,1
"27453","2018-1","2270","L4W","March 31, 2018","TORONTO",1,NA,NA,1,1,0,0
"27454","2018-1","2270","L4Z","March 31, 2018","TORONTO",2,NA,NA,2,1,0,1.5
"27455","2018-1","2270","L5A","March 31, 2018","TORONTO",5,NA,NA,5,1,0,0.4
"27456","2018-1","2270","L5E","March 31, 2018","TORONTO",3,NA,NA,3,1,0,6.66666666666667
"27457","2018-1","2270","L5G","March 31, 2018","TORONTO",27,NA,NA,8,3.375,0.375,0.875
"27458","2018-1","2270","L5H","March 31, 2018","TORONTO",1,NA,NA,1,1,0,0
"27459","2018-1","2270","L5W","March 31, 2018","TORONTO",1,NA,NA,1,1,0,10
"27460","2018-1","2270","L6A","March 31, 2018","TORONTO",29,NA,NA,29,1,0,1.41379310344828
"27461","2018-1","2270","L6B","March 31, 2018","TORONTO",2,NA,NA,2,1,0,2
"27462","2018-1","2270","L6C","March 31, 2018","TORONTO",262,NA,NA,2,131,0,1.5
"27463","2018-1","2270","L6E","March 31, 2018","TORONTO",7,NA,NA,1,7,0,7
"27464","2018-1","2270","L6H","March 31, 2018","TORONTO",252,NA,NA,4,63,3,0
"27465","2018-1","2270","L6J","March 31, 2018","TORONTO",33,NA,NA,11,3,0.818181818181818,1
"27466","2018-1","2270","L6K","March 31, 2018","TORONTO",6,NA,NA,6,1,0,2
"27467","2018-1","2270","L6L","March 31, 2018","TORONTO",24,NA,NA,24,1,0,1
"27468","2018-1","2270","L6M","March 31, 2018","TORONTO",122,NA,NA,39,3.12820512820513,0,5.74358974358974
"27469","2018-1","2270","L6P","March 31, 2018","TORONTO",33,NA,NA,28,1.17857142857143,0,1.42857142857143
"27470","2018-1","2270","L6R","March 31, 2018","TORONTO",177,NA,NA,11,16.0909090909091,3,0.727272727272727
"27471","2018-1","2270","L6X","March 31, 2018","TORONTO",15,NA,NA,15,1,0,12.3333333333333
"27472","2018-1","2270","L6Y","March 31, 2018","TORONTO",2,NA,NA,2,1,0,1
"27473","2018-1","2270","L7A","March 31, 2018","TORONTO",200,NA,NA,123,1.6260162601626,0,2.98373983739837
"27474","2018-1","2270","L7B","March 31, 2018","TORONTO",8,NA,NA,8,1,0,1.25
"27475","2018-1","2270","L7C","March 31, 2018","TORONTO",9,NA,NA,9,1,0,1.22222222222222
"27476","2018-1","2270","L7E","March 31, 2018","TORONTO",2,NA,NA,2,1,0,6.5
"27477","2018-1","2270","L7G","March 31, 2018","TORONTO",69,NA,NA,69,1,0,1.7536231884058
"27478","2018-1","2270","L7K","March 31, 2018","TORONTO",2,NA,NA,2,1,0,2
"27479","2018-1","2270","L9N","March 31, 2018","TORONTO",162,NA,NA,161,1.00621118012422,0,1.72049689440994
"27480","2018-1","2270","L9P","March 31, 2018","TORONTO",3,NA,NA,3,1,0,6.33333333333333
"27481","2018-1","2270","L9R","March 31, 2018","TORONTO",236,NA,NA,109,2.1651376146789,0.073394495412844,2.13761467889908
"27482","2018-1","2270","L9T","March 31, 2018","TORONTO",433,NA,NA,81,5.34567901234568,0.0740740740740741,3.38271604938272
"27483","2018-1","2270","L9W","March 31, 2018","TORONTO",45,NA,NA,12,3.75,0.25,0.333333333333333
"27484","2018-1","2270","M1B","March 31, 2018","TORONTO",4,NA,NA,4,1,0,23
"27485","2018-1","2270","M1E","March 31, 2018","TORONTO",2,NA,NA,2,1,0,3
"27486","2018-1","2270","M1K","March 31, 2018","TORONTO",2,NA,NA,2,1,0,4
"27487","2018-1","2270","M1L","March 31, 2018","TORONTO",6,NA,NA,6,1,0,1
"27488","2018-1","2270","M1M","March 31, 2018","TORONTO",6,NA,NA,6,1,0,2.16666666666667
"27489","2018-1","2270","M1N","March 31, 2018","TORONTO",3,NA,NA,3,1,0,2.33333333333333
"27490","2018-1","2270","M1T","March 31, 2018","TORONTO",1,NA,NA,1,1,0,0
"27491","2018-1","2270","M2H","March 31, 2018","TORONTO",1,NA,NA,1,1,0,11
"27492","2018-1","2270","M2J","March 31, 2018","TORONTO",1247,NA,NA,4,311.75,26.5,0.666666666666667
"27493","2018-1","2270","M2K","March 31, 2018","TORONTO",597,NA,NA,4,149.25,11,3.33333333333333
"27494","2018-1","2270","M2L","March 31, 2018","TORONTO",1,NA,NA,1,1,0,1
"27495","2018-1","2270","M2M","March 31, 2018","TORONTO",7,NA,NA,7,1,0,3.28571428571429
"27496","2018-1","2270","M2N","March 31, 2018","TORONTO",16,NA,NA,12,1.33333333333333,0,5.08333333333333
"27497","2018-1","2270","M2P","March 31, 2018","TORONTO",4,NA,NA,4,1,0,6
"27498","2018-1","2270","M2R","March 31, 2018","TORONTO",2,NA,NA,2,1,0,1.5
"27499","2018-1","2270","M3A","March 31, 2018","TORONTO",1,NA,NA,1,1,0,7
"27500","2018-1","2270","M3B","March 31, 2018","TORONTO",4,NA,NA,4,1,0,2.5
"27501","2018-1","2270","M3C","March 31, 2018","TORONTO",3,NA,NA,3,1,0,11.3333333333333
"27502","2018-1","2270","M3H","March 31, 2018","TORONTO",486,NA,NA,2,243,8.5,0
"27503","2018-1","2270","M3K","March 31, 2018","TORONTO",16,NA,NA,2,8,0,1
"27504","2018-1","2270","M4B","March 31, 2018","TORONTO",1,NA,NA,1,1,0,0
"27505","2018-1","2270","M4C","March 31, 2018","TORONTO",418,NA,NA,7,59.7142857142857,3.28571428571429,10
"27506","2018-1","2270","M4E","March 31, 2018","TORONTO",1,NA,NA,1,1,0,6
"27507","2018-1","2270","M4G","March 31, 2018","TORONTO",618,NA,NA,8,77.25,7.25,1.83333333333333
"27508","2018-1","2270","M4J","March 31, 2018","TORONTO",4,NA,NA,4,1,0,5.75
"27509","2018-1","2270","M4L","March 31, 2018","TORONTO",55,NA,NA,7,7.85714285714286,0,0
"27510","2018-1","2270","M4M","March 31, 2018","TORONTO",1,NA,NA,1,1,0,1
"27511","2018-1","2270","M4N","March 31, 2018","TORONTO",1,NA,NA,1,1,0,1
"27512","2018-1","2270","M4P","March 31, 2018","TORONTO",948,NA,NA,3,316,24.6666666666667,NA
"27513","2018-1","2270","M4R","March 31, 2018","TORONTO",2,NA,NA,2,1,0,6.5
"27514","2018-1","2270","M4S","March 31, 2018","TORONTO",1169,NA,NA,3,389.666666666667,36,11
"27515","2018-1","2270","M4T","March 31, 2018","TORONTO",1,NA,NA,1,1,0,2
"27516","2018-1","2270","M4V","March 31, 2018","TORONTO",82,NA,NA,1,82,6,NA
"27517","2018-1","2270","M4W","March 31, 2018","TORONTO",1,NA,NA,1,1,0,0
"27518","2018-1","2270","M5B","March 31, 2018","TORONTO",121,NA,NA,1,121,0,0
"27519","2018-1","2270","M5G","March 31, 2018","TORONTO",174,NA,NA,1,174,14,NA
"27520","2018-1","2270","M5M","March 31, 2018","TORONTO",2,NA,NA,2,1,0,0
"27521","2018-1","2270","M5N","March 31, 2018","TORONTO",1,NA,NA,1,1,0,24
"27522","2018-1","2270","M5P","March 31, 2018","TORONTO",4,NA,NA,4,1,0,4
"27523","2018-1","2270","M5T","March 31, 2018","TORONTO",189,NA,NA,1,189,14,0
"27524","2018-1","2270","M6B","March 31, 2018","TORONTO",15,NA,NA,4,3.75,0,6.75
"27525","2018-1","2270","M6C","March 31, 2018","TORONTO",229,NA,NA,10,22.9,1.6,1.77777777777778
"27526","2018-1","2270","M6E","March 31, 2018","TORONTO",1,NA,NA,1,1,0,1
"27527","2018-1","2270","M6G","March 31, 2018","TORONTO",2,NA,NA,1,2,0,1
"27528","2018-1","2270","M6H","March 31, 2018","TORONTO",32,NA,NA,4,8,0,1
"27529","2018-1","2270","M6J","March 31, 2018","TORONTO",2,NA,NA,2,1,0,12.5
"27530","2018-1","2270","M6K","March 31, 2018","TORONTO",511,NA,NA,1,511,32,2
"27531","2018-1","2270","M6M","March 31, 2018","TORONTO",7,NA,NA,6,1.16666666666667,0,7.16666666666667
"27532","2018-1","2270","M6N","March 31, 2018","TORONTO",1,NA,NA,1,1,0,2
"27533","2018-1","2270","M6P","March 31, 2018","TORONTO",9,NA,NA,1,9,0,1
"27534","2018-1","2270","M6R","March 31, 2018","TORONTO",2,NA,NA,2,1,0,2
"27535","2018-1","2270","M6S","March 31, 2018","TORONTO",2,NA,NA,2,1,0,2
"27536","2018-1","2270","M8V","March 31, 2018","TORONTO",2,NA,NA,2,1,0,1
"27537","2018-1","2270","M8W","March 31, 2018","TORONTO",86,NA,NA,53,1.62264150943396,0,0.403846153846154
"27538","2018-1","2270","M8X","March 31, 2018","TORONTO",3,NA,NA,3,1,0,0
"27539","2018-1","2270","M8Y","March 31, 2018","TORONTO",85,NA,NA,2,42.5,3.5,0
"27540","2018-1","2270","M8Z","March 31, 2018","TORONTO",379,NA,NA,2,189.5,18.5,1
"27541","2018-1","2270","M9A","March 31, 2018","TORONTO",1,NA,NA,1,1,0,2
