reference_period,ref_qq,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2013-06-01,2,1060,Montreal,H2B,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H2R,1.0,1,1.0,3.0
2013-06-01,2,1060,Montreal,J4G,2.0,2,1.0,2.0
2013-06-01,2,1060,Montreal,J4M,19.0,13,1.46,1.85
2013-06-01,2,1060,Montreal,J6Y,4.0,2,2.0,0.0
2013-06-01,2,1060,Montreal,J7N,3.0,3,1.0,0.0
2013-06-01,2,1060,Montreal,H2A,6.0,3,2.0,3.0
2013-06-01,2,1060,Montreal,H3E,11.0,2,5.5,3.0
2013-06-01,2,1060,Montreal,H3Z,8.0,1,8.0,3.0
2013-06-01,2,1060,Montreal,H4J,9.0,2,4.5,3.5
2013-06-01,2,1060,Montreal,H4K,3.0,1,3.0,2.0
2013-06-01,2,1060,Montreal,J3L,71.0,55,1.29,0.73
2013-06-01,2,1060,Montreal,J6X,3.0,3,1.0,0.0
2013-06-01,2,1060,Montreal,J7T,7.0,7,1.0,0.29
2013-06-01,2,1060,Montreal,J7Y,60.0,21,2.86,1.48
2013-06-01,2,1060,Montreal,H4N,1.0,1,1.0,16.0
2013-06-01,2,1060,Montreal,H8R,6.0,5,1.2,2.0
2013-06-01,2,1060,Montreal,J6Z,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,J7E,5.0,1,5.0,6.0
2013-06-01,2,1060,Montreal,H2S,10.0,5,2.0,3.6
2013-06-01,2,1060,Montreal,J3N,21.0,10,2.1,2.2
2013-06-01,2,1060,Montreal,J5X,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,J7J,48.0,33,1.45,0.36
2013-06-01,2,1060,Montreal,J7V,89.0,36,2.47,1.64
2013-06-01,2,1060,Montreal,J7Z,30.0,15,2.0,0.4
2013-06-01,2,1060,Montreal,H7A,30.0,14,2.14,2.14
2013-06-01,2,1060,Montreal,J0N,27.0,18,1.5,0.78
2013-06-01,2,1060,Montreal,J5C,6.0,6,1.0,0.33
2013-09-01,3,1060,Montreal,H2T,3.0,2,1.5,3.5
2013-09-01,3,1060,Montreal,H7G,23.0,2,11.5,3.5
2013-09-01,3,1060,Montreal,H9R,2.0,1,2.0,4.0
2013-09-01,3,1060,Montreal,J4Y,9.0,7,1.29,2.29
2013-09-01,3,1060,Montreal,J5R,14.0,13,1.08,0.46
2013-09-01,3,1060,Montreal,J7Y,55.0,22,2.5,1.68
2013-09-01,3,1060,Montreal,H3E,48.0,3,16.0,4.33
2013-09-01,3,1060,Montreal,H3P,9.0,3,3.0,5.0
2013-09-01,3,1060,Montreal,H4L,31.0,2,15.5,3.0
2013-09-01,3,1060,Montreal,H9A,54.0,2,27.0,3.5
2013-09-01,3,1060,Montreal,J3Y,85.0,34,2.5,1.41
2013-09-01,3,1060,Montreal,J4B,8.0,4,2.0,2.0
2013-09-01,3,1060,Montreal,J4H,3.0,1,3.0,2.0
2013-09-01,3,1060,Montreal,J7E,1.0,1,1.0,6.0
2013-09-01,3,1060,Montreal,H1T,22.0,4,5.5,5.75
2013-09-01,3,1060,Montreal,H2Y,16.0,1,16.0,4.0
2013-09-01,3,1060,Montreal,H9G,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,H9H,26.0,3,8.67,5.33
2013-09-01,3,1060,Montreal,J4X,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,J4Z,7.0,6,1.17,0.33
2013-09-01,3,1060,Montreal,J5T,8.0,6,1.33,0.33
2013-09-01,3,1060,Montreal,H1A,22.0,4,5.5,2.25
2013-09-01,3,1060,Montreal,H2K,35.0,9,3.89,3.22
2013-09-01,3,1060,Montreal,H7P,4.0,2,2.0,1.0
2013-09-01,3,1060,Montreal,H8T,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,J4J,2.0,2,1.0,2.0
2013-09-01,3,1060,Montreal,J5A,25.0,15,1.67,0.53
2013-09-01,3,1060,Montreal,J6W,2.0,2,1.0,0.0
2013-09-01,3,1060,Montreal,J7M,17.0,14,1.21,0.36
2013-09-01,3,1060,Montreal,H1Y,5.0,1,5.0,3.0
2013-09-01,3,1060,Montreal,H3N,2.0,1,2.0,3.0
2013-09-01,3,1060,Montreal,H8R,10.0,8,1.25,1.75
2013-09-01,3,1060,Montreal,J4R,3.0,1,3.0,1.0
2013-09-01,3,1060,Montreal,J4W,3.0,2,1.5,0.0
2013-09-01,3,1060,Montreal,J5Z,52.0,14,3.71,3.29
2013-09-01,3,1060,Montreal,J7L,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,J7R,12.0,4,3.0,1.0
2013-09-01,3,1060,Montreal,J7V,51.0,29,1.76,1.41
2013-09-01,3,1060,Montreal,H1G,66.0,3,22.0,5.67
2013-09-01,3,1060,Montreal,H7H,8.0,6,1.33,0.67
2013-09-01,3,1060,Montreal,H8Y,2.0,1,2.0,2.0
2013-09-01,3,1060,Montreal,J3L,64.0,49,1.31,1.16
2013-09-01,3,1060,Montreal,J6X,2.0,2,1.0,0.0
2013-09-01,3,1060,Montreal,J7G,5.0,3,1.67,2.0
2013-09-01,3,1060,Montreal,J7H,4.0,1,4.0,4.0
2013-09-01,3,1060,Montreal,H1N,4.0,3,1.33,2.33
2013-09-01,3,1060,Montreal,H2B,15.0,3,5.0,2.0
2013-09-01,3,1060,Montreal,J3V,4.0,4,1.0,0.0
2013-09-01,3,1060,Montreal,H1K,4.0,4,1.0,1.0
2013-09-01,3,1060,Montreal,H2C,1.0,1,1.0,3.0
2013-09-01,3,1060,Montreal,H8S,7.0,3,2.33,3.0
2013-09-01,3,1060,Montreal,J0P,78.0,34,2.29,0.68
2013-09-01,3,1060,Montreal,J5B,7.0,2,3.5,2.5
2013-09-01,3,1060,Montreal,H7A,38.0,17,2.24,2.24
2013-09-01,3,1060,Montreal,H7B,1.0,1,1.0,2.0
2013-09-01,3,1060,Montreal,H9W,1.0,1,1.0,2.0
2013-09-01,3,1060,Montreal,J6Y,5.0,3,1.67,0.0
2013-09-01,3,1060,Montreal,J6Z,5.0,3,1.67,0.67
2013-09-01,3,1060,Montreal,H2W,6.0,2,3.0,3.0
2013-09-01,3,1060,Montreal,H3L,49.0,8,6.13,3.38
2013-09-01,3,1060,Montreal,H4G,6.0,2,3.0,3.5
2013-09-01,3,1060,Montreal,H4T,8.0,2,4.0,4.5
2013-09-01,3,1060,Montreal,H7T,14.0,8,1.75,1.5
2013-09-01,3,1060,Montreal,J7Z,32.0,14,2.29,0.93
2013-09-01,3,1060,Montreal,H1C,15.0,10,1.5,1.4
2013-09-01,3,1060,Montreal,H2L,9.0,3,3.0,4.33
2013-09-01,3,1060,Montreal,H7R,11.0,8,1.38,0.25
2013-09-01,3,1060,Montreal,J4N,12.0,1,12.0,5.0
2013-09-01,3,1060,Montreal,J5C,3.0,3,1.0,0.0
2013-09-01,3,1060,Montreal,H1E,3.0,3,1.0,0.67
2013-09-01,3,1060,Montreal,H1V,13.0,5,2.6,3.2
2013-09-01,3,1060,Montreal,H2R,12.0,4,3.0,2.75
2013-09-01,3,1060,Montreal,H3K,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,H3W,5.0,1,5.0,4.0
2013-09-01,3,1060,Montreal,H7X,76.0,11,6.91,1.73
2013-09-01,3,1060,Montreal,H8N,27.0,2,13.5,7.0
2013-09-01,3,1060,Montreal,H8Z,4.0,2,2.0,3.5
2013-09-01,3,1060,Montreal,H9J,1.0,1,1.0,2.0
2013-09-01,3,1060,Montreal,J4P,10.0,1,10.0,5.0
2013-09-01,3,1060,Montreal,J5Y,11.0,11,1.0,0.18
2013-09-01,3,1060,Montreal,J7J,43.0,31,1.39,0.58
2013-09-01,3,1060,Montreal,H2G,1.0,1,1.0,3.0
2013-09-01,3,1060,Montreal,H2X,1.0,1,1.0,4.0
2013-09-01,3,1060,Montreal,H8P,3.0,2,1.5,2.0
2013-09-01,3,1060,Montreal,J3N,10.0,6,1.67,2.0
2013-09-01,3,1060,Montreal,J5L,47.0,36,1.31,0.28
2013-09-01,3,1060,Montreal,H1L,24.0,13,1.85,2.23
2013-09-01,3,1060,Montreal,H2S,6.0,4,1.5,3.0
2013-09-01,3,1060,Montreal,H4S,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,H7L,27.0,15,1.8,1.07
2013-09-01,3,1060,Montreal,H9K,16.0,9,1.78,1.33
2013-09-01,3,1060,Montreal,J5X,3.0,3,1.0,0.0
2013-09-01,3,1060,Montreal,J7C,42.0,22,1.91,0.68
2013-09-01,3,1060,Montreal,H1S,10.0,1,10.0,12.0
2013-09-01,3,1060,Montreal,H2A,14.0,6,2.33,2.83
2013-09-01,3,1060,Montreal,H2E,4.0,2,2.0,2.5
2013-09-01,3,1060,Montreal,H7K,2.0,2,1.0,2.0
2013-09-01,3,1060,Montreal,J3G,26.0,14,1.86,0.79
2013-09-01,3,1060,Montreal,J4L,6.0,1,6.0,4.0
2013-09-01,3,1060,Montreal,J4T,8.0,3,2.67,1.67
2013-09-01,3,1060,Montreal,J6K,16.0,11,1.45,1.55
2013-09-01,3,1060,Montreal,J4K,32.0,9,3.56,2.22
2013-09-01,3,1060,Montreal,J6N,18.0,12,1.5,0.25
2013-09-01,3,1060,Montreal,J6R,12.0,12,1.0,0.0
2013-09-01,3,1060,Montreal,J7N,3.0,3,1.0,0.0
2013-09-01,3,1060,Montreal,H1R,8.0,6,1.33,1.0
2013-09-01,3,1060,Montreal,H3Z,8.0,1,8.0,3.0
2013-09-01,3,1060,Montreal,H7N,23.0,2,11.5,3.0
2013-09-01,3,1060,Montreal,H7W,34.0,1,34.0,9.0
2013-09-01,3,1060,Montreal,nan,407.0,177,2.3,1.47
2013-09-01,3,1060,Montreal,H2J,10.0,4,2.5,2.75
2013-09-01,3,1060,Montreal,H2P,32.0,1,32.0,7.0
2013-09-01,3,1060,Montreal,H9C,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,J6A,13.0,3,4.33,8.33
2013-09-01,3,1060,Montreal,H1H,7.0,2,3.5,1.0
2013-09-01,3,1060,Montreal,H1X,9.0,5,1.8,3.0
2013-09-01,3,1060,Montreal,H4C,2.0,1,2.0,3.0
2013-09-01,3,1060,Montreal,H4J,16.0,4,4.0,3.25
2013-09-01,3,1060,Montreal,H9E,1.0,1,1.0,0.0
2013-09-01,3,1060,Montreal,J0L,28.0,23,1.22,0.48
2013-09-01,3,1060,Montreal,J5W,18.0,17,1.06,0.18
2013-09-01,3,1060,Montreal,H2H,14.0,3,4.67,3.33
2013-09-01,3,1060,Montreal,H3B,7.0,1,7.0,32.0
2013-09-01,3,1060,Montreal,H4K,2.0,1,2.0,2.0
2013-09-01,3,1060,Montreal,J0N,41.0,25,1.64,1.0
2013-09-01,3,1060,Montreal,J0V,3.0,3,1.0,0.0
2013-09-01,3,1060,Montreal,J3E,11.0,2,5.5,4.0
2013-09-01,3,1060,Montreal,J4M,13.0,10,1.3,1.9
2013-09-01,3,1060,Montreal,J6J,13.0,9,1.44,0.22
2013-09-01,3,1060,Montreal,H7E,11.0,5,2.2,2.6
2013-09-01,3,1060,Montreal,H7Y,27.0,2,13.5,5.0
2013-09-01,3,1060,Montreal,J7T,4.0,4,1.0,0.5
2013-09-01,3,1060,Montreal,H1W,12.0,4,3.0,3.25
2013-09-01,3,1060,Montreal,H4E,3.0,2,1.5,3.0
2013-09-01,3,1060,Montreal,H4R,2.0,2,1.0,3.0
2013-09-01,3,1060,Montreal,H9S,10.0,3,3.33,3.67
2013-09-01,3,1060,Montreal,H9X,2.0,2,1.0,0.0
2013-09-01,3,1060,Montreal,J3H,37.0,15,2.47,1.4
2013-09-01,3,1060,Montreal,H7V,26.0,2,13.0,9.5
2013-09-01,3,1060,Montreal,J3X,12.0,10,1.2,0.8
2013-09-01,3,1060,Montreal,J7X,15.0,9,1.67,0.67
2013-12-01,4,1060,Montreal,H1E,13.0,5,2.6,1.0
2013-12-01,4,1060,Montreal,H1Z,3.0,1,3.0,2.0
2013-12-01,4,1060,Montreal,H2G,2.0,1,2.0,2.0
2013-12-01,4,1060,Montreal,H2R,6.0,1,6.0,3.0
2013-12-01,4,1060,Montreal,H3E,51.0,4,12.75,11.5
2013-12-01,4,1060,Montreal,H4C,2.0,1,2.0,3.0
2013-12-01,4,1060,Montreal,H4J,22.0,6,3.67,2.67
2013-12-01,4,1060,Montreal,H8Y,19.0,2,9.5,2.5
2013-12-01,4,1060,Montreal,H2X,99.0,1,99.0,6.0
2013-12-01,4,1060,Montreal,H7G,23.0,2,11.5,3.5
2013-12-01,4,1060,Montreal,J3L,58.0,47,1.23,0.89
2013-12-01,4,1060,Montreal,J5L,42.0,30,1.4,0.43
2013-12-01,4,1060,Montreal,H1C,7.0,6,1.17,1.33
2013-12-01,4,1060,Montreal,H1X,5.0,3,1.67,3.0
2013-12-01,4,1060,Montreal,J4Z,3.0,3,1.0,0.0
2013-12-01,4,1060,Montreal,J6Z,3.0,2,1.5,1.0
2013-12-01,4,1060,Montreal,H7E,9.0,7,1.29,2.57
2013-12-01,4,1060,Montreal,H7L,22.0,12,1.83,1.17
2013-12-01,4,1060,Montreal,H7Y,23.0,2,11.5,5.0
2013-12-01,4,1060,Montreal,H8P,3.0,2,1.5,2.0
2013-12-01,4,1060,Montreal,H9E,1.0,1,1.0,0.0
2013-12-01,4,1060,Montreal,H9S,12.0,4,3.0,3.75
2013-12-01,4,1060,Montreal,J0V,6.0,6,1.0,0.0
2013-12-01,4,1060,Montreal,J3X,12.0,10,1.2,0.6
2013-12-01,4,1060,Montreal,J5Z,49.0,16,3.06,2.81
2013-12-01,4,1060,Montreal,J7C,44.0,21,2.1,0.86
2013-12-01,4,1060,Montreal,H1G,50.0,3,16.67,5.67
2013-12-01,4,1060,Montreal,H4E,2.0,2,1.0,3.0
2013-12-01,4,1060,Montreal,H4M,2.0,1,2.0,2.0
2013-12-01,4,1060,Montreal,H7H,10.0,5,2.0,0.8
2013-12-01,4,1060,Montreal,H7X,74.0,10,7.4,1.9
2013-12-01,4,1060,Montreal,J4Y,11.0,9,1.22,2.33
2013-12-01,4,1060,Montreal,H1A,27.0,4,6.75,2.25
2013-12-01,4,1060,Montreal,H2A,22.0,10,2.2,2.9
2013-12-01,4,1060,Montreal,H8Z,17.0,2,8.5,3.0
2013-12-01,4,1060,Montreal,J3G,30.0,16,1.88,0.81
2013-12-01,4,1060,Montreal,J5Y,11.0,8,1.38,1.0
2013-12-01,4,1060,Montreal,J6N,15.0,11,1.36,0.27
2013-12-01,4,1060,Montreal,J6X,6.0,6,1.0,0.0
2013-12-01,4,1060,Montreal,H4A,16.0,2,8.0,3.0
2013-12-01,4,1060,Montreal,H7A,42.0,20,2.1,2.1
2013-12-01,4,1060,Montreal,H7R,19.0,12,1.58,0.58
2013-12-01,4,1060,Montreal,J4M,24.0,16,1.5,1.94
2013-12-01,4,1060,Montreal,J7H,4.0,1,4.0,4.0
2013-12-01,4,1060,Montreal,nan,371.0,169,2.2,1.44
2013-12-01,4,1060,Montreal,H2K,28.0,7,4.0,3.57
2013-12-01,4,1060,Montreal,H4S,18.0,6,3.0,1.0
2013-12-01,4,1060,Montreal,H8N,13.0,3,4.33,5.33
2013-12-01,4,1060,Montreal,H8R,4.0,4,1.0,2.0
2013-12-01,4,1060,Montreal,J0N,48.0,27,1.78,1.07
2013-12-01,4,1060,Montreal,J5A,18.0,12,1.5,0.5
2013-12-01,4,1060,Montreal,J6Y,6.0,3,2.0,1.0
2013-12-01,4,1060,Montreal,H4L,34.0,3,11.33,2.67
2013-12-01,4,1060,Montreal,H7K,2.0,2,1.0,2.0
2013-12-01,4,1060,Montreal,H9H,19.0,3,6.33,5.33
2013-12-01,4,1060,Montreal,J3Y,90.0,38,2.37,1.58
2013-12-01,4,1060,Montreal,J7T,10.0,8,1.25,0.5
2013-12-01,4,1060,Montreal,H1W,6.0,3,2.0,3.0
2013-12-01,4,1060,Montreal,H2J,15.0,5,3.0,3.0
2013-12-01,4,1060,Montreal,J0P,89.0,40,2.23,0.63
2013-12-01,4,1060,Montreal,J5W,31.0,23,1.35,0.48
2013-12-01,4,1060,Montreal,J7X,10.0,6,1.67,0.33
2013-12-01,4,1060,Montreal,H3L,43.0,8,5.38,3.38
2013-12-01,4,1060,Montreal,H7B,1.0,1,1.0,2.0
2013-12-01,4,1060,Montreal,H9W,1.0,1,1.0,2.0
2013-12-01,4,1060,Montreal,H9X,2.0,2,1.0,0.0
2013-12-01,4,1060,Montreal,H1H,7.0,2,3.5,1.0
2013-12-01,4,1060,Montreal,H2B,15.0,3,5.0,2.0
2013-12-01,4,1060,Montreal,H4G,11.0,2,5.5,3.5
2013-12-01,4,1060,Montreal,H4V,2.0,2,1.0,0.0
2013-12-01,4,1060,Montreal,H9G,5.0,1,5.0,6.0
2013-12-01,4,1060,Montreal,J3H,42.0,15,2.8,1.47
2013-12-01,4,1060,Montreal,J4H,3.0,1,3.0,2.0
2013-12-01,4,1060,Montreal,J7G,4.0,3,1.33,2.0
2013-12-01,4,1060,Montreal,H1R,7.0,5,1.4,1.2
2013-12-01,4,1060,Montreal,H2C,1.0,1,1.0,3.0
2013-12-01,4,1060,Montreal,H4W,27.0,5,5.4,2.8
2013-12-01,4,1060,Montreal,J3N,12.0,7,1.71,2.0
2013-12-01,4,1060,Montreal,J5C,2.0,2,1.0,0.0
2013-12-01,4,1060,Montreal,J6A,12.0,3,4.0,8.33
2013-12-01,4,1060,Montreal,J6K,24.0,16,1.5,1.56
2013-12-01,4,1060,Montreal,J7Z,25.0,10,2.5,1.3
2013-12-01,4,1060,Montreal,H1N,16.0,3,5.33,2.67
2013-12-01,4,1060,Montreal,H3W,6.0,2,3.0,4.0
2013-12-01,4,1060,Montreal,H4T,5.0,1,5.0,6.0
2013-12-01,4,1060,Montreal,H9J,2.0,2,1.0,1.0
2013-12-01,4,1060,Montreal,J4J,5.0,3,1.67,2.33
2013-12-01,4,1060,Montreal,J5X,5.0,4,1.25,1.0
2013-12-01,4,1060,Montreal,J7E,23.0,2,11.5,6.0
2013-12-01,4,1060,Montreal,H2L,9.0,3,3.0,4.33
2013-12-01,4,1060,Montreal,H4N,2.0,1,2.0,10.0
2013-12-01,4,1060,Montreal,H9A,52.0,2,26.0,3.5
2013-12-01,4,1060,Montreal,J7N,6.0,6,1.0,0.0
2013-12-01,4,1060,Montreal,H2H,7.0,3,2.33,3.33
2013-12-01,4,1060,Montreal,H4K,1.0,1,1.0,2.0
2013-12-01,4,1060,Montreal,H9K,10.0,7,1.43,1.71
2013-12-01,4,1060,Montreal,J5B,6.0,2,3.0,2.5
2013-12-01,4,1060,Montreal,J7J,54.0,38,1.42,0.63
2013-12-01,4,1060,Montreal,J7V,54.0,31,1.74,1.52
2013-12-01,4,1060,Montreal,J7Y,44.0,21,2.1,1.33
2013-12-01,4,1060,Montreal,H2P,30.0,1,30.0,7.0
2013-12-01,4,1060,Montreal,H3Z,8.0,2,4.0,4.5
2013-12-01,4,1060,Montreal,H8S,7.0,3,2.33,3.0
2013-12-01,4,1060,Montreal,J4G,1.0,1,1.0,0.0
2013-12-01,4,1060,Montreal,J4T,6.0,3,2.0,2.67
2013-12-01,4,1060,Montreal,J5T,8.0,6,1.33,0.33
2013-12-01,4,1060,Montreal,J6J,13.0,9,1.44,0.22
2013-12-01,4,1060,Montreal,H2Y,10.0,1,10.0,4.0
2013-12-01,4,1060,Montreal,H9C,1.0,1,1.0,0.0
2013-12-01,4,1060,Montreal,H1K,7.0,6,1.17,1.0
2013-12-01,4,1060,Montreal,H1Y,2.0,1,2.0,3.0
2013-12-01,4,1060,Montreal,H2E,8.0,2,4.0,2.5
2013-12-01,4,1060,Montreal,H2S,4.0,3,1.33,2.67
2013-12-01,4,1060,Montreal,H2T,1.0,1,1.0,4.0
2013-12-01,4,1060,Montreal,H3B,5.0,1,5.0,32.0
2013-12-01,4,1060,Montreal,H7W,30.0,1,30.0,9.0
2013-12-01,4,1060,Montreal,J0L,27.0,23,1.17,0.48
2013-12-01,4,1060,Montreal,J4N,12.0,1,12.0,5.0
2013-12-01,4,1060,Montreal,J4P,8.0,1,8.0,5.0
2013-12-01,4,1060,Montreal,J7M,26.0,16,1.63,0.88
2013-12-01,4,1060,Montreal,H3P,9.0,3,3.0,5.0
2013-12-01,4,1060,Montreal,J4K,26.0,8,3.25,2.25
2013-12-01,4,1060,Montreal,J4L,6.0,1,6.0,4.0
2013-12-01,4,1060,Montreal,J4X,1.0,1,1.0,0.0
2013-12-01,4,1060,Montreal,J6W,1.0,1,1.0,0.0
2013-12-01,4,1060,Montreal,J7L,1.0,1,1.0,0.0
2013-12-01,4,1060,Montreal,H7P,4.0,2,2.0,1.0
2013-12-01,4,1060,Montreal,J5R,19.0,13,1.46,0.62
2013-12-01,4,1060,Montreal,H1S,10.0,1,10.0,12.0
2013-12-01,4,1060,Montreal,H1T,21.0,3,7.0,6.67
2013-12-01,4,1060,Montreal,H1V,8.0,5,1.6,3.2
2013-12-01,4,1060,Montreal,H4R,6.0,4,1.5,1.5
2013-12-01,4,1060,Montreal,H7N,16.0,4,4.0,6.0
2013-12-01,4,1060,Montreal,H7T,13.0,8,1.63,1.5
2013-12-01,4,1060,Montreal,H7V,24.0,1,24.0,17.0
2013-12-01,4,1060,Montreal,J3E,10.0,1,10.0,4.0
2013-12-01,4,1060,Montreal,J3V,12.0,5,2.4,0.6
2013-12-01,4,1060,Montreal,J7R,13.0,5,2.6,0.8
2013-12-01,4,1060,Montreal,H1L,15.0,10,1.5,2.2
2013-12-01,4,1060,Montreal,H9R,8.0,3,2.67,2.67
2013-12-01,4,1060,Montreal,J4B,21.0,9,2.33,2.0
2013-12-01,4,1060,Montreal,J6R,12.0,12,1.0,0.0
2014-03-01,1,1060,Montreal,H1C,6.0,6,1.0,1.0
2014-03-01,1,1060,Montreal,H1E,12.0,4,3.0,0.75
2014-03-01,1,1060,Montreal,H2L,17.0,4,4.25,4.0
2014-03-01,1,1060,Montreal,H8P,3.0,2,1.5,2.0
2014-03-01,1,1060,Montreal,H9R,4.0,3,1.33,2.67
2014-03-01,1,1060,Montreal,J4W,152.0,1,152.0,12.0
2014-03-01,1,1060,Montreal,J4Z,2.0,2,1.0,0.0
2014-03-01,1,1060,Montreal,H1L,18.0,10,1.8,2.4
2014-03-01,1,1060,Montreal,H2E,6.0,1,6.0,3.0
2014-03-01,1,1060,Montreal,H2J,15.0,5,3.0,3.0
2014-03-01,1,1060,Montreal,H4T,5.0,1,5.0,6.0
2014-03-01,1,1060,Montreal,J0N,42.0,25,1.68,0.88
2014-03-01,1,1060,Montreal,J3H,33.0,11,3.0,1.64
2014-03-01,1,1060,Montreal,J4K,23.0,10,2.3,2.2
2014-03-01,1,1060,Montreal,J6J,15.0,11,1.36,0.18
2014-03-01,1,1060,Montreal,nan,289.0,138,2.09,1.58
2014-03-01,1,1060,Montreal,H2R,8.0,2,4.0,3.5
2014-03-01,1,1060,Montreal,H3B,5.0,1,5.0,32.0
2014-03-01,1,1060,Montreal,H7T,13.0,8,1.63,1.5
2014-03-01,1,1060,Montreal,H7W,24.0,1,24.0,9.0
2014-03-01,1,1060,Montreal,J3V,12.0,4,3.0,1.25
2014-03-01,1,1060,Montreal,J4X,1.0,1,1.0,0.0
2014-03-01,1,1060,Montreal,J7J,53.0,40,1.33,0.63
2014-03-01,1,1060,Montreal,H1X,6.0,4,1.5,2.75
2014-03-01,1,1060,Montreal,H4R,5.0,4,1.25,1.5
2014-03-01,1,1060,Montreal,J4J,12.0,4,3.0,1.75
2014-03-01,1,1060,Montreal,J4P,8.0,1,8.0,5.0
2014-03-01,1,1060,Montreal,J6X,11.0,8,1.38,0.38
2014-03-01,1,1060,Montreal,J7E,19.0,3,6.33,4.0
2014-03-01,1,1060,Montreal,J7T,9.0,7,1.29,0.57
2014-03-01,1,1060,Montreal,H2P,28.0,1,28.0,7.0
2014-03-01,1,1060,Montreal,H4W,18.0,3,6.0,4.0
2014-03-01,1,1060,Montreal,H7A,38.0,18,2.11,2.17
2014-03-01,1,1060,Montreal,J4B,20.0,11,1.82,1.64
2014-03-01,1,1060,Montreal,H2W,1.0,1,1.0,3.0
2014-03-01,1,1060,Montreal,H3L,17.0,7,2.43,2.86
2014-03-01,1,1060,Montreal,H1H,37.0,3,12.33,4.0
2014-03-01,1,1060,Montreal,H1T,21.0,3,7.0,6.67
2014-03-01,1,1060,Montreal,H2G,34.0,4,8.5,3.25
2014-03-01,1,1060,Montreal,H4H,2.0,1,2.0,0.0
2014-03-01,1,1060,Montreal,H1Y,2.0,1,2.0,3.0
2014-03-01,1,1060,Montreal,H2X,172.0,3,57.33,8.0
2014-03-01,1,1060,Montreal,H7E,7.0,5,1.4,2.8
2014-03-01,1,1060,Montreal,H8Z,16.0,2,8.0,3.0
2014-03-01,1,1060,Montreal,J3E,5.0,1,5.0,4.0
2014-03-01,1,1060,Montreal,J4M,22.0,16,1.38,1.94
2014-03-01,1,1060,Montreal,J4T,5.0,2,2.5,2.5
2014-03-01,1,1060,Montreal,J6N,14.0,11,1.27,0.0
2014-03-01,1,1060,Montreal,J6Y,5.0,3,1.67,1.67
2014-03-01,1,1060,Montreal,H1V,4.0,4,1.0,3.25
2014-03-01,1,1060,Montreal,H2H,5.0,3,1.67,3.33
2014-03-01,1,1060,Montreal,H9X,1.0,1,1.0,0.0
2014-03-01,1,1060,Montreal,J7G,7.0,4,1.75,2.0
2014-03-01,1,1060,Montreal,H4A,9.0,2,4.5,3.0
2014-03-01,1,1060,Montreal,H9H,12.0,2,6.0,6.5
2014-03-01,1,1060,Montreal,H9S,19.0,4,4.75,3.75
2014-03-01,1,1060,Montreal,J3L,63.0,44,1.43,1.09
2014-03-01,1,1060,Montreal,J5B,5.0,2,2.5,2.5
2014-03-01,1,1060,Montreal,J6Z,14.0,3,4.67,1.67
2014-03-01,1,1060,Montreal,H7Y,23.0,2,11.5,5.0
2014-03-01,1,1060,Montreal,J3Y,105.0,44,2.39,1.61
2014-03-01,1,1060,Montreal,J4Y,14.0,9,1.56,2.11
2014-03-01,1,1060,Montreal,H1R,6.0,4,1.5,1.5
2014-03-01,1,1060,Montreal,H1S,8.0,1,8.0,12.0
2014-03-01,1,1060,Montreal,H2C,1.0,1,1.0,3.0
2014-03-01,1,1060,Montreal,H7H,10.0,6,1.67,0.67
2014-03-01,1,1060,Montreal,H7K,3.0,3,1.0,2.0
2014-03-01,1,1060,Montreal,H8N,13.0,3,4.33,5.67
2014-03-01,1,1060,Montreal,H8R,5.0,4,1.25,2.0
2014-03-01,1,1060,Montreal,H9C,3.0,2,1.5,0.0
2014-03-01,1,1060,Montreal,H9J,1.0,1,1.0,2.0
2014-03-01,1,1060,Montreal,J3X,12.0,9,1.33,0.67
2014-03-01,1,1060,Montreal,J4H,1.0,1,1.0,2.0
2014-03-01,1,1060,Montreal,J7M,23.0,16,1.44,0.75
2014-03-01,1,1060,Montreal,J7V,56.0,28,2.0,1.64
2014-03-01,1,1060,Montreal,J7Z,30.0,14,2.14,1.43
2014-03-01,1,1060,Montreal,H2Y,10.0,1,10.0,4.0
2014-03-01,1,1060,Montreal,H4C,2.0,1,2.0,3.0
2014-03-01,1,1060,Montreal,H9K,6.0,5,1.2,1.8
2014-03-01,1,1060,Montreal,J4N,2.0,1,2.0,5.0
2014-03-01,1,1060,Montreal,J6A,1.0,1,1.0,0.0
2014-03-01,1,1060,Montreal,J6K,20.0,13,1.54,1.54
2014-03-01,1,1060,Montreal,J6R,7.0,7,1.0,0.0
2014-03-01,1,1060,Montreal,H4N,2.0,1,2.0,10.0
2014-03-01,1,1060,Montreal,H7R,20.0,13,1.54,0.69
2014-03-01,1,1060,Montreal,J7C,45.0,23,1.96,0.74
