reference_period,ref_qq,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2013-03-01,1,1400,Quebec,G1C,29.0,15,1.93,1.8
2013-03-01,1,1400,Quebec,G1K,4.0,1,4.0,1.0
2013-03-01,1,1400,Quebec,G1L,2.0,1,2.0,4.0
2013-03-01,1,1400,Quebec,G1G,13.0,4,3.25,3.5
2013-03-01,1,1400,Quebec,G2A,31.0,14,2.21,1.64
2013-03-01,1,1400,Quebec,G6K,8.0,7,1.14,0.0
2013-03-01,1,1400,Quebec,G1T,1.0,1,1.0,0.0
2013-03-01,1,1400,Quebec,G6C,22.0,5,4.4,0.8
2013-03-01,1,1400,Quebec,G6V,35.0,27,1.3,1.22
2013-03-01,1,1400,Quebec,G6W,50.0,20,2.5,1.1
2013-03-01,1,1400,Quebec,G1R,8.0,2,4.0,9.5
2013-03-01,1,1400,Quebec,G3B,19.0,2,9.5,1.0
2013-03-01,1,1400,Quebec,G2L,2.0,2,1.0,1.5
2013-03-01,1,1400,Quebec,G3K,67.0,40,1.68,0.75
2013-03-01,1,1400,Quebec,G2K,22.0,8,2.75,1.63
2013-03-01,1,1400,Quebec,G3C,2.0,2,1.0,0.0
2013-03-01,1,1400,Quebec,G1H,46.0,3,15.33,3.0
2013-03-01,1,1400,Quebec,G2M,21.0,16,1.31,0.63
2013-03-01,1,1400,Quebec,G3G,5.0,3,1.67,0.0
2013-03-01,1,1400,Quebec,G1M,1.0,1,1.0,3.0
2013-03-01,1,1400,Quebec,G2C,18.0,7,2.57,0.71
2013-03-01,1,1400,Quebec,G6X,1.0,1,1.0,0.0
2013-03-01,1,1400,Quebec,G2E,12.0,4,3.0,1.5
2013-03-01,1,1400,Quebec,G3E,26.0,14,1.86,1.43
2013-03-01,1,1400,Quebec,G1X,10.0,6,1.67,0.5
2013-03-01,1,1400,Quebec,G3J,22.0,9,2.44,2.0
2013-03-01,1,1400,Quebec,G1J,10.0,4,2.5,3.25
2013-03-01,1,1400,Quebec,G1V,244.0,5,48.8,9.4
2013-03-01,1,1400,Quebec,G2N,6.0,3,2.0,0.0
2013-03-01,1,1400,Quebec,G0A,64.0,41,1.56,0.37
2013-03-01,1,1400,Quebec,G1W,13.0,8,1.63,0.5
2013-06-01,2,1400,Quebec,G2C,25.0,4,6.25,2.0
2013-06-01,2,1400,Quebec,G2E,9.0,3,3.0,2.0
2013-06-01,2,1400,Quebec,G2G,25.0,13,1.92,2.23
2013-06-01,2,1400,Quebec,G3C,3.0,3,1.0,0.0
2013-06-01,2,1400,Quebec,G3J,38.0,11,3.45,2.64
2013-06-01,2,1400,Quebec,G1X,8.0,6,1.33,0.5
2013-06-01,2,1400,Quebec,G3G,4.0,3,1.33,0.0
2013-06-01,2,1400,Quebec,G2N,5.0,3,1.67,0.0
2013-06-01,2,1400,Quebec,nan,25.0,10,2.5,3.5
2013-06-01,2,1400,Quebec,G1E,49.0,11,4.45,2.0
2013-06-01,2,1400,Quebec,G3N,20.0,15,1.33,0.13
2013-06-01,2,1400,Quebec,G7A,35.0,10,3.5,0.7
2013-06-01,2,1400,Quebec,G1K,10.0,3,3.33,2.33
2013-06-01,2,1400,Quebec,G1R,2.0,1,2.0,10.0
2013-06-01,2,1400,Quebec,G1W,13.0,8,1.63,1.0
2013-06-01,2,1400,Quebec,G2A,21.0,7,3.0,2.0
2013-06-01,2,1400,Quebec,G0A,56.0,39,1.44,0.54
2013-06-01,2,1400,Quebec,G0R,23.0,13,1.77,1.38
2013-06-01,2,1400,Quebec,G1C,20.0,9,2.22,2.33
2013-06-01,2,1400,Quebec,G6J,4.0,4,1.0,0.5
2013-06-01,2,1400,Quebec,G3E,15.0,12,1.25,1.33
2013-06-01,2,1400,Quebec,G1S,61.0,5,12.2,3.0
2013-06-01,2,1400,Quebec,G1G,11.0,5,2.2,2.8
2013-06-01,2,1400,Quebec,G3B,18.0,2,9.0,1.0
2013-06-01,2,1400,Quebec,G6K,2.0,2,1.0,0.0
2013-06-01,2,1400,Quebec,G6Z,38.0,7,5.43,1.71
2013-06-01,2,1400,Quebec,G2L,9.0,3,3.0,0.67
2013-06-01,2,1400,Quebec,G2M,21.0,13,1.62,0.77
2013-06-01,2,1400,Quebec,G6W,49.0,21,2.33,1.38
2013-06-01,2,1400,Quebec,G6V,44.0,33,1.33,0.76
2013-06-01,2,1400,Quebec,G1H,37.0,3,12.33,3.0
2013-06-01,2,1400,Quebec,G1P,7.0,5,1.4,0.0
2013-06-01,2,1400,Quebec,G6C,19.0,5,3.8,0.8
2013-06-01,2,1400,Quebec,G1J,3.0,2,1.5,3.5
2013-06-01,2,1400,Quebec,G2B,27.0,7,3.86,2.29
2013-06-01,2,1400,Quebec,G1B,16.0,13,1.23,0.15
2013-06-01,2,1400,Quebec,G1V,159.0,5,31.8,9.4
2013-06-01,2,1400,Quebec,G2K,37.0,12,3.08,1.42
2013-06-01,2,1400,Quebec,G3K,65.0,44,1.48,0.68
2013-09-01,3,1400,Quebec,G0A,65.0,35,1.86,0.74
2013-09-01,3,1400,Quebec,G3G,2.0,2,1.0,0.0
2013-09-01,3,1400,Quebec,G1G,17.0,3,5.67,4.67
2013-09-01,3,1400,Quebec,G1B,8.0,8,1.0,0.25
2013-09-01,3,1400,Quebec,G1K,1.0,1,1.0,3.0
2013-09-01,3,1400,Quebec,G1S,68.0,5,13.6,4.6
2013-09-01,3,1400,Quebec,G1X,6.0,5,1.2,0.6
2013-09-01,3,1400,Quebec,G2K,37.0,15,2.47,1.87
2013-09-01,3,1400,Quebec,G3J,28.0,9,3.11,2.33
2013-09-01,3,1400,Quebec,G2C,10.0,2,5.0,1.5
2013-09-01,3,1400,Quebec,G3B,12.0,2,6.0,1.0
2013-09-01,3,1400,Quebec,G6K,1.0,1,1.0,0.0
2013-09-01,3,1400,Quebec,G2B,11.0,3,3.67,2.67
2013-09-01,3,1400,Quebec,G2N,6.0,3,2.0,0.0
2013-09-01,3,1400,Quebec,G2J,45.0,1,45.0,6.0
2013-09-01,3,1400,Quebec,G2L,7.0,4,1.75,0.5
2013-09-01,3,1400,Quebec,G6J,3.0,3,1.0,0.0
2013-09-01,3,1400,Quebec,G6W,36.0,14,2.57,1.5
2013-09-01,3,1400,Quebec,G1C,16.0,7,2.29,2.14
2013-09-01,3,1400,Quebec,G6Z,32.0,6,5.33,2.0
2013-09-01,3,1400,Quebec,G1V,157.0,8,19.63,7.75
2013-09-01,3,1400,Quebec,G3C,3.0,3,1.0,0.0
2013-09-01,3,1400,Quebec,G3N,12.0,11,1.09,0.0
2013-09-01,3,1400,Quebec,G0R,21.0,17,1.24,1.18
2013-09-01,3,1400,Quebec,G1H,40.0,4,10.0,2.75
2013-09-01,3,1400,Quebec,G2A,13.0,8,1.63,1.75
2013-09-01,3,1400,Quebec,G2G,30.0,12,2.5,2.75
2013-09-01,3,1400,Quebec,G6C,17.0,4,4.25,1.0
2013-09-01,3,1400,Quebec,G1P,9.0,7,1.29,0.0
2013-09-01,3,1400,Quebec,G2M,19.0,13,1.46,0.31
2013-09-01,3,1400,Quebec,G6V,41.0,30,1.37,1.07
2013-09-01,3,1400,Quebec,G7A,29.0,11,2.64,0.64
2013-09-01,3,1400,Quebec,nan,17.0,6,2.83,3.67
2013-09-01,3,1400,Quebec,G1W,31.0,10,3.1,1.8
2013-09-01,3,1400,Quebec,G2E,8.0,5,1.6,1.2
2013-09-01,3,1400,Quebec,G1E,55.0,11,5.0,1.91
2013-09-01,3,1400,Quebec,G1J,10.0,3,3.33,2.67
2013-09-01,3,1400,Quebec,G3E,8.0,6,1.33,1.67
2013-09-01,3,1400,Quebec,G3K,65.0,38,1.71,0.71
2013-12-01,4,1400,Quebec,G1W,30.0,14,2.14,1.57
2013-12-01,4,1400,Quebec,G3G,5.0,3,1.67,0.67
2013-12-01,4,1400,Quebec,G1R,4.0,1,4.0,3.0
2013-12-01,4,1400,Quebec,G1V,80.0,7,11.43,8.43
2013-12-01,4,1400,Quebec,G6Z,39.0,12,3.25,1.25
2013-12-01,4,1400,Quebec,nan,16.0,6,2.67,3.67
2013-12-01,4,1400,Quebec,G1S,24.0,4,6.0,4.75
2013-12-01,4,1400,Quebec,G2A,17.0,8,2.13,2.13
2013-12-01,4,1400,Quebec,G0A,67.0,38,1.76,0.68
2013-12-01,4,1400,Quebec,G2G,17.0,8,2.13,2.88
2013-12-01,4,1400,Quebec,G3J,30.0,12,2.5,2.25
2013-12-01,4,1400,Quebec,G6J,6.0,6,1.0,0.0
2013-12-01,4,1400,Quebec,G1E,49.0,9,5.44,1.89
2013-12-01,4,1400,Quebec,G6V,42.0,28,1.5,1.07
2013-12-01,4,1400,Quebec,G2K,54.0,19,2.84,2.42
2013-12-01,4,1400,Quebec,G6W,41.0,14,2.93,2.14
2013-12-01,4,1400,Quebec,G1C,39.0,13,3.0,2.15
2013-12-01,4,1400,Quebec,G2L,7.0,5,1.4,0.8
2013-12-01,4,1400,Quebec,G3C,8.0,5,1.6,0.4
2013-12-01,4,1400,Quebec,G3K,76.0,42,1.81,0.71
2013-12-01,4,1400,Quebec,G6C,17.0,4,4.25,1.0
2013-12-01,4,1400,Quebec,G1B,8.0,8,1.0,0.25
2013-12-01,4,1400,Quebec,G2B,7.0,3,2.33,3.0
2013-12-01,4,1400,Quebec,G0R,19.0,15,1.27,1.13
2013-12-01,4,1400,Quebec,G1G,16.0,4,4.0,3.5
2013-12-01,4,1400,Quebec,G1T,1.0,1,1.0,2.0
2013-12-01,4,1400,Quebec,G2C,24.0,3,8.0,2.67
2013-12-01,4,1400,Quebec,G3E,15.0,11,1.36,0.91
2013-12-01,4,1400,Quebec,G1J,18.0,3,6.0,2.67
2013-12-01,4,1400,Quebec,G2E,10.0,5,2.0,1.6
2013-12-01,4,1400,Quebec,G2J,39.0,1,39.0,6.0
2013-12-01,4,1400,Quebec,G2M,15.0,10,1.5,0.4
2013-12-01,4,1400,Quebec,G2N,14.0,10,1.4,0.0
2013-12-01,4,1400,Quebec,G1X,8.0,7,1.14,0.43
2013-12-01,4,1400,Quebec,G3N,12.0,12,1.0,0.0
2013-12-01,4,1400,Quebec,G7A,28.0,11,2.55,0.64
2013-12-01,4,1400,Quebec,G1H,37.0,4,9.25,2.75
2013-12-01,4,1400,Quebec,G1P,10.0,9,1.11,0.44
2013-12-01,4,1400,Quebec,G3B,11.0,1,11.0,2.0
2014-03-01,1,1400,Quebec,G1J,32.0,4,8.0,3.0
2014-03-01,1,1400,Quebec,G1W,30.0,15,2.0,1.47
2014-03-01,1,1400,Quebec,G1T,1.0,1,1.0,0.0
2014-03-01,1,1400,Quebec,G3N,10.0,10,1.0,0.3
2014-03-01,1,1400,Quebec,G6J,10.0,6,1.67,0.33
2014-03-01,1,1400,Quebec,G1B,8.0,7,1.14,0.29
2014-03-01,1,1400,Quebec,G2C,24.0,3,8.0,2.67
2014-03-01,1,1400,Quebec,G2B,6.0,4,1.5,2.5
2014-03-01,1,1400,Quebec,nan,13.0,4,3.25,3.5
2014-03-01,1,1400,Quebec,G1X,7.0,6,1.17,0.5
2014-03-01,1,1400,Quebec,G3G,5.0,3,1.67,0.67
2014-03-01,1,1400,Quebec,G1V,88.0,8,11.0,8.13
2014-03-01,1,1400,Quebec,G3B,11.0,1,11.0,2.0
2014-03-01,1,1400,Quebec,G2K,48.0,17,2.82,2.35
2014-03-01,1,1400,Quebec,G3E,19.0,11,1.73,0.45
2014-03-01,1,1400,Quebec,G0A,57.0,37,1.54,0.76
2014-03-01,1,1400,Quebec,G1L,10.0,1,10.0,3.0
2014-03-01,1,1400,Quebec,G1S,33.0,7,4.71,3.57
2014-03-01,1,1400,Quebec,G6C,11.0,3,3.67,1.33
2014-03-01,1,1400,Quebec,G7A,12.0,4,3.0,1.75
2014-03-01,1,1400,Quebec,G6W,52.0,15,3.47,2.2
2014-03-01,1,1400,Quebec,G1P,8.0,8,1.0,0.25
2014-03-01,1,1400,Quebec,G2E,23.0,8,2.88,1.5
2014-03-01,1,1400,Quebec,G6Z,35.0,15,2.33,1.13
2014-03-01,1,1400,Quebec,G1G,10.0,3,3.33,4.67
2014-03-01,1,1400,Quebec,G2J,29.0,1,29.0,6.0
2014-03-01,1,1400,Quebec,G2N,34.0,21,1.62,0.0
2014-03-01,1,1400,Quebec,G1E,57.0,14,4.07,1.64
2014-03-01,1,1400,Quebec,G2A,17.0,7,2.43,2.0
2014-03-01,1,1400,Quebec,G2G,17.0,8,2.13,2.5
2014-03-01,1,1400,Quebec,G3C,5.0,3,1.67,0.67
2014-03-01,1,1400,Quebec,G3J,30.0,12,2.5,1.75
2014-03-01,1,1400,Quebec,G2L,7.0,5,1.4,0.8
2014-03-01,1,1400,Quebec,G1C,35.0,14,2.5,2.29
2014-03-01,1,1400,Quebec,G2M,19.0,11,1.73,0.36
2014-03-01,1,1400,Quebec,G1H,36.0,4,9.0,2.75
2014-03-01,1,1400,Quebec,G1K,5.0,1,5.0,6.0
2014-03-01,1,1400,Quebec,G0R,14.0,11,1.27,1.36
2014-03-01,1,1400,Quebec,G3K,62.0,32,1.94,0.78
2014-03-01,1,1400,Quebec,G6V,51.0,31,1.65,1.06
2014-06-01,2,1400,Quebec,G1C,39.0,14,2.79,2.29
2014-06-01,2,1400,Quebec,G1X,5.0,4,1.25,0.5
2014-06-01,2,1400,Quebec,G2N,12.0,10,1.2,0.0
2014-06-01,2,1400,Quebec,G7A,10.0,3,3.33,2.33
2014-06-01,2,1400,Quebec,G1P,6.0,5,1.2,0.8
2014-06-01,2,1400,Quebec,G2J,27.0,1,27.0,6.0
2014-06-01,2,1400,Quebec,G2L,10.0,8,1.25,0.5
2014-06-01,2,1400,Quebec,G2M,14.0,10,1.4,0.4
2014-06-01,2,1400,Quebec,G3K,51.0,28,1.82,0.64
2014-06-01,2,1400,Quebec,G0R,12.0,9,1.33,1.33
2014-06-01,2,1400,Quebec,G1G,8.0,2,4.0,3.0
2014-06-01,2,1400,Quebec,G6C,10.0,3,3.33,1.33
2014-06-01,2,1400,Quebec,G1S,27.0,7,3.86,3.57
2014-06-01,2,1400,Quebec,G2E,17.0,10,1.7,0.4
2014-06-01,2,1400,Quebec,G6W,39.0,11,3.55,2.55
2014-06-01,2,1400,Quebec,G3G,7.0,5,1.4,0.4
2014-06-01,2,1400,Quebec,G1V,89.0,9,9.89,7.22
2014-06-01,2,1400,Quebec,G2A,14.0,7,2.0,1.29
2014-06-01,2,1400,Quebec,G1B,11.0,8,1.38,0.0
2014-06-01,2,1400,Quebec,G6V,41.0,31,1.32,0.94
2014-06-01,2,1400,Quebec,G3B,11.0,1,11.0,2.0
2014-06-01,2,1400,Quebec,G6Z,22.0,13,1.69,1.15
2014-06-01,2,1400,Quebec,nan,10.0,2,5.0,5.5
2014-06-01,2,1400,Quebec,G0A,68.0,45,1.51,0.67
2014-06-01,2,1400,Quebec,G6J,3.0,3,1.0,0.67
2014-06-01,2,1400,Quebec,G1H,36.0,5,7.2,2.8
2014-06-01,2,1400,Quebec,G1J,30.0,5,6.0,3.2
2014-06-01,2,1400,Quebec,G1K,3.0,1,3.0,6.0
2014-06-01,2,1400,Quebec,G3C,8.0,6,1.33,0.33
2014-06-01,2,1400,Quebec,G1L,5.0,1,5.0,3.0
2014-06-01,2,1400,Quebec,G2C,12.0,3,4.0,2.67
2014-06-01,2,1400,Quebec,G3J,35.0,12,2.92,2.0
2014-06-01,2,1400,Quebec,G6K,5.0,1,5.0,2.0
2014-06-01,2,1400,Quebec,G1T,2.0,2,1.0,0.0
2014-06-01,2,1400,Quebec,G1E,23.0,10,2.3,1.7
2014-06-01,2,1400,Quebec,G1W,25.0,17,1.47,1.29
2014-06-01,2,1400,Quebec,G2G,10.0,5,2.0,2.4
2014-06-01,2,1400,Quebec,G2K,45.0,13,3.46,2.54
2014-06-01,2,1400,Quebec,G2B,21.0,3,7.0,3.0
2014-06-01,2,1400,Quebec,G3E,34.0,25,1.36,0.2
2014-06-01,2,1400,Quebec,G3N,8.0,7,1.14,0.43
2014-09-01,3,1400,Quebec,G1S,19.0,7,2.71,2.57
2014-09-01,3,1400,Quebec,G1H,28.0,2,14.0,3.0
2014-09-01,3,1400,Quebec,G1W,41.0,15,2.73,1.13
2014-09-01,3,1400,Quebec,G3A,60.0,2,30.0,5.0
2014-09-01,3,1400,Quebec,G1P,12.0,1,12.0,3.0
2014-09-01,3,1400,Quebec,G3J,24.0,12,2.0,1.75
2014-09-01,3,1400,Quebec,G0R,11.0,9,1.22,1.33
2014-09-01,3,1400,Quebec,G3K,44.0,27,1.63,0.44
2014-09-01,3,1400,Quebec,G1E,24.0,6,4.0,1.67
2014-09-01,3,1400,Quebec,G2E,12.0,6,2.0,1.33
2014-09-01,3,1400,Quebec,G3C,13.0,9,1.44,0.44
2014-09-01,3,1400,Quebec,G6W,20.0,7,2.86,2.71
2014-09-01,3,1400,Quebec,G1J,37.0,7,5.29,3.71
2014-09-01,3,1400,Quebec,G1K,13.0,3,4.33,4.33
2014-09-01,3,1400,Quebec,G1L,1.0,1,1.0,3.0
2014-09-01,3,1400,Quebec,G3G,4.0,3,1.33,0.67
2014-09-01,3,1400,Quebec,G3B,11.0,1,11.0,2.0
2014-09-01,3,1400,Quebec,G2J,27.0,1,27.0,6.0
2014-09-01,3,1400,Quebec,G1B,12.0,11,1.09,0.18
2014-09-01,3,1400,Quebec,G1G,8.0,3,2.67,2.0
2014-09-01,3,1400,Quebec,G2C,6.0,3,2.0,2.67
2014-09-01,3,1400,Quebec,G3E,23.0,17,1.35,0.18
2014-09-01,3,1400,Quebec,G0A,77.0,44,1.75,0.61
2014-09-01,3,1400,Quebec,G1V,102.0,8,12.75,8.25
2014-09-01,3,1400,Quebec,G2G,15.0,7,2.14,2.57
2014-09-01,3,1400,Quebec,G2A,20.0,6,3.33,1.5
2014-09-01,3,1400,Quebec,G6J,6.0,6,1.0,0.33
2014-09-01,3,1400,Quebec,G7A,34.0,6,5.67,2.5
2014-09-01,3,1400,Quebec,G2B,29.0,6,4.83,3.0
2014-09-01,3,1400,Quebec,G6C,8.0,4,2.0,1.0
2014-09-01,3,1400,Quebec,G3N,2.0,2,1.0,0.0
2014-09-01,3,1400,Quebec,G1C,28.0,15,1.87,2.2
2014-09-01,3,1400,Quebec,G2N,8.0,7,1.14,0.0
2014-09-01,3,1400,Quebec,G1T,1.0,1,1.0,0.0
2014-09-01,3,1400,Quebec,G1X,4.0,3,1.33,0.67
2014-09-01,3,1400,Quebec,G6V,50.0,36,1.39,0.92
2014-09-01,3,1400,Quebec,G2K,23.0,9,2.56,2.78
2014-09-01,3,1400,Quebec,G2L,10.0,8,1.25,0.5
2014-09-01,3,1400,Quebec,G2M,15.0,11,1.36,0.36
2014-09-01,3,1400,Quebec,G6Z,19.0,15,1.27,0.33
2014-09-01,3,1400,Quebec,nan,8.0,1,8.0,8.0
2014-12-01,4,1400,Quebec,G1B,8.0,8,1.0,0.25
2014-12-01,4,1400,Quebec,G1W,46.0,18,2.56,0.72
2014-12-01,4,1400,Quebec,nan,9.0,2,4.5,4.0
2014-12-01,4,1400,Quebec,G0R,15.0,12,1.25,0.83
2014-12-01,4,1400,Quebec,G1E,21.0,7,3.0,0.57
2014-12-01,4,1400,Quebec,G1S,13.0,6,2.17,3.17
2014-12-01,4,1400,Quebec,G6J,1.0,1,1.0,0.0
2014-12-01,4,1400,Quebec,G6V,63.0,41,1.54,0.44
2014-12-01,4,1400,Quebec,G3J,36.0,15,2.4,1.8
2014-12-01,4,1400,Quebec,G7A,31.0,8,3.88,1.38
2014-12-01,4,1400,Quebec,G2J,27.0,1,27.0,6.0
2014-12-01,4,1400,Quebec,G6W,15.0,4,3.75,2.25
2014-12-01,4,1400,Quebec,G1C,28.0,14,2.0,1.79
2014-12-01,4,1400,Quebec,G1X,10.0,3,3.33,1.67
2014-12-01,4,1400,Quebec,G2A,20.0,7,2.86,1.29
2014-12-01,4,1400,Quebec,G0A,69.0,42,1.64,0.55
2014-12-01,4,1400,Quebec,G2K,48.0,12,4.0,2.67
2014-12-01,4,1400,Quebec,G2B,9.0,4,2.25,3.0
2014-12-01,4,1400,Quebec,G1G,6.0,2,3.0,3.0
2014-12-01,4,1400,Quebec,G3B,11.0,1,11.0,2.0
2014-12-01,4,1400,Quebec,G3E,39.0,29,1.34,0.1
2014-12-01,4,1400,Quebec,G6Z,18.0,15,1.2,0.53
2014-12-01,4,1400,Quebec,G2G,13.0,6,2.17,2.5
2014-12-01,4,1400,Quebec,G3N,14.0,9,1.56,0.78
2014-12-01,4,1400,Quebec,G1V,75.0,6,12.5,9.5
2014-12-01,4,1400,Quebec,G1P,12.0,2,6.0,1.5
2014-12-01,4,1400,Quebec,G2M,22.0,15,1.47,0.27
2014-12-01,4,1400,Quebec,G1K,12.0,3,4.0,4.67
2014-12-01,4,1400,Quebec,G3C,11.0,7,1.57,0.0
2014-12-01,4,1400,Quebec,G1J,30.0,5,6.0,4.0
2014-12-01,4,1400,Quebec,G1H,23.0,2,11.5,3.0
2014-12-01,4,1400,Quebec,G2E,17.0,7,2.43,1.14
2014-12-01,4,1400,Quebec,G3A,48.0,2,24.0,5.0
2014-12-01,4,1400,Quebec,G3K,48.0,26,1.85,0.46
2014-12-01,4,1400,Quebec,G1T,2.0,2,1.0,0.0
2014-12-01,4,1400,Quebec,G2C,6.0,3,2.0,2.0
2014-12-01,4,1400,Quebec,G2L,14.0,12,1.17,0.33
2014-12-01,4,1400,Quebec,G2N,11.0,8,1.38,0.0
2014-12-01,4,1400,Quebec,G3G,28.0,8,3.5,1.25
2014-12-01,4,1400,Quebec,G6C,10.0,4,2.5,1.5
2015-03-01,1,1400,Quebec,G2G,12.0,5,2.4,3.0
2015-03-01,1,1400,Quebec,G3B,11.0,1,11.0,2.0
2015-03-01,1,1400,Quebec,G6W,17.0,6,2.83,1.67
2015-03-01,1,1400,Quebec,G1C,35.0,16,2.19,1.81
2015-03-01,1,1400,Quebec,G1P,10.0,2,5.0,1.5
2015-03-01,1,1400,Quebec,G2E,16.0,7,2.29,1.0
2015-03-01,1,1400,Quebec,G3A,47.0,2,23.5,5.0
2015-03-01,1,1400,Quebec,G6J,4.0,4,1.0,0.0
2015-03-01,1,1400,Quebec,G3K,63.0,34,1.85,0.35
2015-03-01,1,1400,Quebec,G0A,67.0,46,1.46,0.5
2015-03-01,1,1400,Quebec,G1R,12.0,1,12.0,7.0
2015-03-01,1,1400,Quebec,G2A,8.0,5,1.6,1.8
2015-03-01,1,1400,Quebec,G3C,10.0,6,1.67,0.0
2015-03-01,1,1400,Quebec,G1T,2.0,2,1.0,0.0
2015-03-01,1,1400,Quebec,G3G,26.0,6,4.33,1.33
2015-03-01,1,1400,Quebec,G0R,13.0,9,1.44,0.78
2015-03-01,1,1400,Quebec,G1J,34.0,7,4.86,3.71
2015-03-01,1,1400,Quebec,G1W,47.0,21,2.24,0.9
2015-03-01,1,1400,Quebec,G1B,11.0,9,1.22,0.0
2015-03-01,1,1400,Quebec,G2C,6.0,3,2.0,2.0
2015-03-01,1,1400,Quebec,G3J,29.0,14,2.07,1.93
2015-03-01,1,1400,Quebec,G7A,37.0,14,2.64,0.79
2015-03-01,1,1400,Quebec,G1G,6.0,2,3.0,3.0
2015-03-01,1,1400,Quebec,G1V,74.0,5,14.8,10.8
2015-03-01,1,1400,Quebec,G3E,31.0,23,1.35,0.13
2015-03-01,1,1400,Quebec,G6C,10.0,4,2.5,1.5
2015-03-01,1,1400,Quebec,G2J,27.0,1,27.0,6.0
2015-03-01,1,1400,Quebec,G1K,13.0,3,4.33,3.67
2015-03-01,1,1400,Quebec,G2L,28.0,13,2.15,0.31
2015-03-01,1,1400,Quebec,G2M,24.0,16,1.5,0.25
2015-03-01,1,1400,Quebec,G3N,11.0,7,1.57,0.71
2015-03-01,1,1400,Quebec,G6X,1.0,1,1.0,2.0
2015-03-01,1,1400,Quebec,nan,9.0,2,4.5,4.0
2015-03-01,1,1400,Quebec,G6Z,28.0,17,1.65,0.76
2015-03-01,1,1400,Quebec,G1H,23.0,2,11.5,3.0
2015-03-01,1,1400,Quebec,G6V,60.0,40,1.5,0.43
2015-03-01,1,1400,Quebec,G2B,8.0,3,2.67,3.0
2015-03-01,1,1400,Quebec,G2K,29.0,11,2.64,2.55
2015-03-01,1,1400,Quebec,G1E,25.0,8,3.13,0.5
2015-03-01,1,1400,Quebec,G1X,4.0,2,2.0,1.5
2015-03-01,1,1400,Quebec,G2N,11.0,8,1.38,0.0
2015-03-01,1,1400,Quebec,G1S,11.0,5,2.2,3.4
2015-06-01,2,1400,Quebec,G2M,29.0,18,1.61,0.22
2015-06-01,2,1400,Quebec,G1X,1.0,1,1.0,0.0
2015-06-01,2,1400,Quebec,G3J,22.0,9,2.44,3.0
2015-06-01,2,1400,Quebec,G2B,15.0,4,3.75,3.0
2015-06-01,2,1400,Quebec,G6C,11.0,5,2.2,1.2
2015-06-01,2,1400,Quebec,G2G,8.0,4,2.0,3.0
2015-06-01,2,1400,Quebec,G3E,23.0,16,1.44,0.31
2015-06-01,2,1400,Quebec,G7A,34.0,14,2.43,0.79
2015-06-01,2,1400,Quebec,G0R,7.0,5,1.4,0.4
2015-06-01,2,1400,Quebec,G1G,3.0,1,3.0,6.0
2015-06-01,2,1400,Quebec,G1L,7.0,1,7.0,3.0
2015-06-01,2,1400,Quebec,G3N,8.0,6,1.33,0.5
2015-06-01,2,1400,Quebec,G0A,67.0,44,1.52,0.45
2015-06-01,2,1400,Quebec,G2C,6.0,3,2.0,2.0
2015-06-01,2,1400,Quebec,G3A,47.0,2,23.5,5.0
2015-06-01,2,1400,Quebec,G6X,1.0,1,1.0,2.0
2015-06-01,2,1400,Quebec,G6J,5.0,4,1.25,0.0
2015-06-01,2,1400,Quebec,G1B,7.0,6,1.17,0.0
2015-06-01,2,1400,Quebec,G1H,23.0,2,11.5,3.0
2015-06-01,2,1400,Quebec,G1J,26.0,6,4.33,3.83
2015-06-01,2,1400,Quebec,G3G,25.0,5,5.0,1.6
2015-06-01,2,1400,Quebec,G6Z,20.0,16,1.25,0.69
2015-06-01,2,1400,Quebec,G2A,7.0,4,1.75,2.25
2015-06-01,2,1400,Quebec,G2K,39.0,15,2.6,2.87
2015-06-01,2,1400,Quebec,G3K,66.0,38,1.74,0.32
2015-06-01,2,1400,Quebec,G1S,13.0,6,2.17,3.17
2015-06-01,2,1400,Quebec,G6V,55.0,36,1.53,0.42
2015-06-01,2,1400,Quebec,G1R,12.0,1,12.0,7.0
2015-06-01,2,1400,Quebec,G1V,73.0,4,18.25,12.75
2015-06-01,2,1400,Quebec,G1W,39.0,15,2.6,0.87
2015-06-01,2,1400,Quebec,G2J,27.0,1,27.0,6.0
2015-06-01,2,1400,Quebec,G1P,12.0,3,4.0,1.67
2015-06-01,2,1400,Quebec,G2L,28.0,12,2.33,0.5
2015-06-01,2,1400,Quebec,G2N,10.0,8,1.25,0.0
2015-06-01,2,1400,Quebec,G1C,26.0,13,2.0,1.92
2015-06-01,2,1400,Quebec,G1Y,3.0,2,1.5,0.0
2015-06-01,2,1400,Quebec,nan,8.0,1,8.0,8.0
2015-06-01,2,1400,Quebec,G3C,10.0,6,1.67,0.0
2015-06-01,2,1400,Quebec,G1E,23.0,8,2.88,0.5
2015-06-01,2,1400,Quebec,G1K,11.0,2,5.5,4.0
2015-06-01,2,1400,Quebec,G2E,9.0,4,2.25,1.75
2015-06-01,2,1400,Quebec,G3B,13.0,3,4.33,0.67
2015-06-01,2,1400,Quebec,G6W,8.0,5,1.6,2.0
2015-09-01,3,1400,Quebec,G6C,12.0,6,2.0,1.33
2015-09-01,3,1400,Quebec,G2G,12.0,6,2.0,3.0
2015-09-01,3,1400,Quebec,G3E,17.0,15,1.13,0.2
