reference_period,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2018,0340,Edmonton,T0B,3.0,3,1.0,0.0
2018,0340,Edmonton,T4X,57.0,52,1.1,0.06
2018,0340,Edmonton,T5A,11.0,9,1.22,0.0
2018,0340,Edmonton,T5J,43.0,1,43.0,43.0
2018,0340,Edmonton,T5T,153.0,121,1.26,0.03
2018,0340,Edmonton,T5X,37.0,16,2.31,0.25
2018,0340,Edmonton,T6M,72.0,61,1.18,0.0
2018,0340,Edmonton,T7X,112.0,83,1.35,0.1
2018,0340,Edmonton,T8A,2.0,2,1.0,0.0
2018,0340,Edmonton,T8B,21.0,17,1.24,0.0
2018,0340,Edmonton,T8H,56.0,50,1.12,0.08
2018,0340,Edmonton,T8L,62.0,49,1.27,0.04
2018,0340,Edmonton,nan,316.0,106,2.98,0.62
2018,0340,Edmonton,T5Y,131.0,88,1.49,0.09
2018,0340,Edmonton,T6B,12.0,1,12.0,4.0
2018,0340,Edmonton,T6J,2.0,2,1.0,0.0
2018,0340,Edmonton,T6V,35.0,8,4.38,0.5
2018,0340,Edmonton,T7Z,29.0,27,1.07,0.0
2018,0340,Edmonton,T8N,109.0,61,1.79,0.08
2018,0340,Edmonton,T5B,10.0,8,1.25,0.0
2018,0340,Edmonton,T5C,4.0,3,1.33,0.0
2018,0340,Edmonton,T5L,12.0,6,2.0,0.0
2018,0340,Edmonton,T6K,2.0,2,1.0,0.0
2018,0340,Edmonton,T6X,95.0,82,1.16,0.0
2018,0340,Edmonton,T9E,123.0,91,1.35,0.0
2019,0340,Edmonton,T0C,15.0,14,1.07,0.0
2019,0340,Edmonton,T4X,46.0,42,1.1,0.07
2019,0340,Edmonton,T5B,18.0,15,1.2,0.0
2019,0340,Edmonton,T5Y,161.0,72,2.24,0.17
2019,0340,Edmonton,T6A,14.0,14,1.0,0.0
2019,0340,Edmonton,T6E,65.0,20,3.25,0.2
2019,0340,Edmonton,T6G,30.0,27,1.11,0.15
2019,0340,Edmonton,T6J,14.0,9,1.56,0.0
2019,0340,Edmonton,T6V,24.0,2,12.0,2.0
2019,0340,Edmonton,T8C,3.0,3,1.0,0.0
2019,0340,Edmonton,T8E,13.0,12,1.08,0.0
2019,0340,Edmonton,T6L,1.0,1,1.0,0.0
2019,0340,Edmonton,T0B,1.0,1,1.0,0.0
2019,0340,Edmonton,T5E,211.0,20,10.55,0.8
2019,0340,Edmonton,T5P,19.0,13,1.46,0.0
2019,0340,Edmonton,T8H,58.0,46,1.26,0.09
2019,0340,Edmonton,T9E,84.0,69,1.22,0.0
2019,0340,Edmonton,T0A,7.0,7,1.0,0.0
2019,0340,Edmonton,T5J,43.0,1,43.0,43.0
2019,0340,Edmonton,T6R,1.0,1,1.0,0.0
2019,0340,Edmonton,T6T,180.0,62,2.9,0.06
2019,0340,Edmonton,T6X,143.0,105,1.36,0.04
2019,0340,Edmonton,T7X,108.0,83,1.3,0.05
2019,0340,Edmonton,T7Z,27.0,20,1.35,0.0
2019,0340,Edmonton,T8A,14.0,2,7.0,2.0
2019,0340,Edmonton,T8T,3.0,2,1.5,0.0
2019,0340,Edmonton,T5A,3.0,3,1.0,0.0
2019,0340,Edmonton,T5L,9.0,6,1.5,0.0
2019,0340,Edmonton,T5R,30.0,29,1.03,0.0
2019,0340,Edmonton,T5Z,106.0,31,3.42,0.13
2019,0340,Edmonton,T6C,53.0,35,1.51,0.14
2019,0340,Edmonton,T8B,29.0,23,1.26,0.0
2019,0340,Edmonton,nan,221.0,48,4.6,1.08
2019,0340,Edmonton,T5W,16.0,12,1.33,0.0
2019,0340,Edmonton,T8L,52.0,39,1.33,0.0
2019,0340,Edmonton,T8N,81.0,71,1.14,0.0
2019,0340,Edmonton,T8R,17.0,17,1.0,0.0
2019,0340,Edmonton,T5M,54.0,32,1.69,0.41
2019,0340,Edmonton,T6M,76.0,61,1.25,0.0
2019,0340,Edmonton,T6W,509.0,377,1.35,0.04
2019,0340,Edmonton,T9G,2.0,2,1.0,0.0
2019,0340,Edmonton,T5C,2.0,2,1.0,0.0
2019,0340,Edmonton,T5G,24.0,12,2.0,0.0
2019,0340,Edmonton,T5H,18.0,11,1.64,0.82
2019,0340,Edmonton,T5K,29.0,1,29.0,26.0
2019,0340,Edmonton,T5N,41.0,34,1.21,0.0
2019,0340,Edmonton,T5T,147.0,120,1.23,0.03
2019,0340,Edmonton,T5V,62.0,49,1.27,0.0
2019,0340,Edmonton,T5X,6.0,4,1.5,1.0
2019,0340,Edmonton,T6B,9.0,2,4.5,2.0
2019,0340,Edmonton,T6H,29.0,27,1.07,0.0
2020,0340,Edmonton,T0C,5.0,3,1.67,0.0
2020,0340,Edmonton,T5G,23.0,13,1.77,0.0
2020,0340,Edmonton,T5H,6.0,3,2.0,0.0
2020,0340,Edmonton,T6A,6.0,6,1.0,0.0
2020,0340,Edmonton,T6E,17.0,15,1.13,0.0
2020,0340,Edmonton,T0E,1.0,1,1.0,0.0
2020,0340,Edmonton,T5C,2.0,2,1.0,0.0
2020,0340,Edmonton,T5V,21.0,19,1.11,0.0
2020,0340,Edmonton,T6H,26.0,23,1.13,0.0
2020,0340,Edmonton,T6M,43.0,32,1.34,0.0
2020,0340,Edmonton,T6R,3.0,3,1.0,0.0
2020,0340,Edmonton,T6T,147.0,25,5.88,0.16
2020,0340,Edmonton,T7X,58.0,42,1.38,0.1
2020,0340,Edmonton,T7Y,1.0,1,1.0,0.0
2020,0340,Edmonton,T8B,18.0,16,1.13,0.0
2020,0340,Edmonton,T6J,3.0,3,1.0,0.0
2020,0340,Edmonton,T8A,8.0,2,4.0,2.0
2020,0340,Edmonton,T8E,7.0,6,1.17,0.0
2020,0340,Edmonton,T9E,32.0,27,1.19,0.0
2020,0340,Edmonton,,364.0,309,1.18,0.0
2020,0340,Edmonton,T5M,45.0,32,1.41,0.41
2020,0340,Edmonton,T5X,1.0,1,1.0,0.0
2020,0340,Edmonton,T6V,7.0,1,7.0,4.0
2020,0340,Edmonton,T6W,269.0,152,1.77,0.13
2020,0340,Edmonton,T8N,57.0,33,1.73,0.12
2020,0340,Edmonton,T8T,4.0,4,1.0,0.0
2020,0340,Edmonton,T5K,26.0,1,26.0,26.0
2020,0340,Edmonton,T5N,27.0,20,1.35,0.8
2020,0340,Edmonton,T5Z,31.0,8,3.88,0.5
2020,0340,Edmonton,T7Z,6.0,6,1.0,0.0
2020,0340,Edmonton,T6X,34.0,31,1.1,0.0
2020,0340,Edmonton,T8L,19.0,16,1.19,0.0
2020,0340,Edmonton,T5E,179.0,11,16.27,1.09
2020,0340,Edmonton,T5L,10.0,6,1.67,0.0
2020,0340,Edmonton,T5R,23.0,22,1.05,0.0
2020,0340,Edmonton,T5Y,85.0,32,2.66,0.25
2020,0340,Edmonton,T6G,38.0,23,1.65,0.35
2020,0340,Edmonton,T0A,3.0,3,1.0,0.0
2020,0340,Edmonton,T4X,12.0,12,1.0,0.25
2020,0340,Edmonton,T5B,11.0,9,1.22,0.0
2020,0340,Edmonton,T5J,25.0,2,12.5,49.5
2020,0340,Edmonton,T5P,20.0,18,1.11,0.0
2020,0340,Edmonton,T5T,43.0,42,1.02,0.0
2020,0340,Edmonton,T5W,9.0,7,1.29,0.0
2020,0340,Edmonton,T6C,26.0,19,1.37,0.26
2020,0340,Edmonton,T6K,1.0,1,1.0,0.0
2020,0340,Edmonton,T8H,21.0,15,1.4,0.0
2020,0340,Edmonton,T8R,10.0,10,1.0,0.0
2020,0340,Edmonton,nan,110.0,27,4.07,1.22
2021,0340,Edmonton,T5V,11.0,10,1.1,0.0
2021,0340,Edmonton,T6C,9.0,4,2.25,1.25
2021,0340,Edmonton,nan,36.0,14,2.57,2.0
2021,0340,Edmonton,T5L,1.0,1,1.0,0.0
2021,0340,Edmonton,T5Y,36.0,14,2.57,0.57
2021,0340,Edmonton,T6M,16.0,14,1.14,0.0
2021,0340,Edmonton,T6W,79.0,48,1.65,0.17
2021,0340,Edmonton,T0C,3.0,2,1.5,0.0
2021,0340,Edmonton,T5J,284.0,3,94.67,55.0
2021,0340,Edmonton,T5N,13.0,9,1.44,1.78
2021,0340,Edmonton,T6K,1.0,1,1.0,0.0
2021,0340,Edmonton,T6T,75.0,9,8.33,0.44
2021,0340,Edmonton,T8A,50.0,2,25.0,4.0
2021,0340,Edmonton,T8E,1.0,1,1.0,0.0
2021,0340,Edmonton,T8L,4.0,4,1.0,0.0
2021,0340,Edmonton,T5Z,12.0,4,3.0,1.0
2021,0340,Edmonton,T8N,19.0,9,2.11,0.44
2021,0340,Edmonton,T5G,4.0,2,2.0,0.0
2021,0340,Edmonton,T5M,25.0,12,2.08,1.08
2021,0340,Edmonton,T5P,9.0,7,1.29,0.0
2021,0340,Edmonton,,737.0,625,1.18,0.01
2021,0340,Edmonton,T5R,2.0,1,2.0,0.0
2021,0340,Edmonton,T6E,4.0,3,1.33,0.0
2021,0340,Edmonton,T6G,15.0,7,2.14,1.14
2021,0340,Edmonton,T6H,2.0,1,2.0,0.0
2021,0340,Edmonton,T8B,3.0,3,1.0,0.0
2021,0340,Edmonton,T8H,6.0,6,1.0,0.0
2021,0340,Edmonton,T9E,8.0,6,1.33,0.0
2021,0340,Edmonton,T4X,1.0,1,1.0,0.0
2021,0340,Edmonton,T5B,5.0,3,1.67,0.0
2021,0340,Edmonton,T5E,150.0,4,37.5,3.0
2021,0340,Edmonton,T5K,15.0,1,15.0,26.0
2021,0340,Edmonton,T5T,12.0,12,1.0,0.0
2021,0340,Edmonton,T5W,5.0,3,1.67,0.0
2021,0340,Edmonton,T6X,17.0,16,1.06,0.0
2021,0340,Edmonton,T7X,7.0,7,1.0,0.57
2021,0340,Edmonton,T7Z,1.0,1,1.0,0.0
2022,0340,Edmonton,T5L,4.0,1,4.0,0.0
2022,0340,Edmonton,T5T,6.0,6,1.0,0.0
2022,0340,Edmonton,T5W,3.0,2,1.5,0.0
2022,0340,Edmonton,T5Z,7.0,2,3.5,2.0
2022,0340,Edmonton,T5Y,14.0,7,2.0,1.14
2022,0340,Edmonton,T6C,1.0,1,1.0,0.0
2022,0340,Edmonton,T6G,12.0,5,2.4,1.6
2022,0340,Edmonton,T6T,55.0,6,9.17,0.67
2022,0340,Edmonton,T4X,8.0,2,4.0,1.5
2022,0340,Edmonton,T5J,28.0,2,14.0,54.5
2022,0340,Edmonton,T8N,11.0,3,3.67,1.33
2022,0340,Edmonton,T0C,1.0,1,1.0,0.0
2022,0340,Edmonton,T5V,6.0,5,1.2,0.0
2022,0340,Edmonton,T5E,135.0,3,45.0,4.0
2022,0340,Edmonton,T5N,2.0,2,1.0,8.0
2022,0340,Edmonton,T8L,2.0,2,1.0,0.0
2022,0340,Edmonton,T5K,15.0,1,15.0,26.0
2022,0340,Edmonton,T6K,1.0,1,1.0,0.0
2022,0340,Edmonton,T7X,1.0,1,1.0,0.0
2022,0340,Edmonton,T8B,1.0,1,1.0,0.0
2022,0340,Edmonton,T8H,4.0,4,1.0,0.0
2022,0340,Edmonton,nan,16.0,9,1.78,1.56
2022,0340,Edmonton,,1297.0,1115,1.16,0.02
2022,0340,Edmonton,T5G,2.0,1,2.0,0.0
2022,0340,Edmonton,T6E,1.0,1,1.0,0.0
2022,0340,Edmonton,T6X,10.0,9,1.11,0.0
2022,0340,Edmonton,T9E,3.0,3,1.0,0.0
2022,0340,Edmonton,T6M,6.0,6,1.0,0.0
2022,0340,Edmonton,T6W,24.0,17,1.41,0.47
2022,0340,Edmonton,T8A,35.0,2,17.5,4.0
2023,0340,Edmonton,,1870.0,1617,1.16,0.0
2023,0340,Edmonton,nan,22.0,13,1.69,1.23
2023,0340,Edmonton,T5N,1.0,1,1.0,16.0
2023,0340,Edmonton,T8A,33.0,2,16.5,4.0
2023,0340,Edmonton,T5Y,7.0,5,1.4,0.0
2023,0340,Edmonton,T6T,48.0,1,48.0,4.0
2023,0340,Edmonton,T5T,1.0,1,1.0,0.0
2023,0340,Edmonton,T4X,7.0,1,7.0,3.0
2023,0340,Edmonton,T5K,15.0,1,15.0,26.0
2023,0340,Edmonton,T6G,2.0,2,1.0,2.0
2023,0340,Edmonton,T7X,1.0,1,1.0,0.0
2023,0340,Edmonton,T6M,1.0,1,1.0,0.0
2023,0340,Edmonton,T6X,8.0,7,1.14,0.0
