reference_period,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2008,1400,Quebec,G2A,13.0,1,13.0,4.0
2008,1400,Quebec,G3A,1.0,8,0.13,0.0
2008,1400,Quebec,G2J,13.0,4,3.25,1.25
2008,1400,Quebec,G2N,0.0,2,0.0,0.0
2008,1400,Quebec,G6W,4.0,6,0.67,0.5
2008,1400,Quebec,G1B,1.0,4,0.25,0.0
2008,1400,Quebec,G1N,3.0,1,3.0,3.0
2008,1400,Quebec,G1R,8.0,1,8.0,0.0
2008,1400,Quebec,G1S,1.0,1,1.0,0.0
2008,1400,Quebec,G1T,2.0,2,1.0,3.0
2008,1400,Quebec,G1Y,1.0,3,0.33,0.0
2008,1400,Quebec,G2K,1.0,3,0.33,0.0
2008,1400,Quebec,G2M,9.0,20,0.45,0.5
2008,1400,Quebec,G3K,38.0,53,0.72,0.09
2009,1400,Quebec,G1B,9.0,8,1.13,0.0
2009,1400,Quebec,G2J,5.0,3,1.67,1.33
2009,1400,Quebec,G2K,5.0,2,2.5,1.0
2009,1400,Quebec,nan,77.0,53,1.45,0.58
2009,1400,Quebec,G1C,7.0,7,1.0,1.14
2009,1400,Quebec,G1E,78.0,8,9.75,2.5
2009,1400,Quebec,G1P,1.0,1,1.0,0.0
2009,1400,Quebec,G2E,3.0,2,1.5,0.0
2009,1400,Quebec,G1W,1.0,1,1.0,0.0
2009,1400,Quebec,G2B,18.0,10,1.8,2.1
2009,1400,Quebec,G0A,20.0,14,1.43,0.43
2009,1400,Quebec,G1G,23.0,10,2.3,2.1
2009,1400,Quebec,G3J,1.0,1,1.0,0.0
2009,1400,Quebec,G6C,7.0,5,1.4,0.0
2009,1400,Quebec,G2M,33.0,3,11.0,1.0
2009,1400,Quebec,G2N,2.0,2,1.0,0.0
2009,1400,Quebec,G6K,2.0,2,1.0,0.0
2009,1400,Quebec,G6W,17.0,14,1.21,0.14
2009,1400,Quebec,G1K,20.0,4,5.0,2.25
2009,1400,Quebec,G1X,5.0,4,1.25,1.0
2009,1400,Quebec,G2C,72.0,16,4.5,1.44
2009,1400,Quebec,G3E,2.0,2,1.0,0.0
2009,1400,Quebec,G6Z,5.0,5,1.0,0.0
2009,1400,Quebec,G0R,7.0,5,1.4,1.0
2009,1400,Quebec,G2A,1.0,1,1.0,4.0
2009,1400,Quebec,G3B,1.0,1,1.0,0.0
2009,1400,Quebec,G3K,38.0,34,1.12,0.29
2009,1400,Quebec,G6V,9.0,5,1.8,1.2
2010,1400,Quebec,G2B,19.0,4,4.75,0.0
2010,1400,Quebec,G3J,11.0,3,3.67,2.0
2010,1400,Quebec,G1B,7.0,6,1.17,0.0
2010,1400,Quebec,G1P,2.0,2,1.0,0.0
2010,1400,Quebec,G1W,43.0,5,8.6,1.4
2010,1400,Quebec,G2G,1.0,1,1.0,3.0
2010,1400,Quebec,G2M,29.0,14,2.07,0.64
2010,1400,Quebec,G3E,4.0,2,2.0,0.0
2010,1400,Quebec,G3K,51.0,34,1.5,0.18
2010,1400,Quebec,G6C,3.0,3,1.0,0.0
2010,1400,Quebec,G6K,5.0,2,2.5,0.0
2010,1400,Quebec,nan,67.0,32,2.09,0.5
2010,1400,Quebec,G0A,46.0,40,1.15,0.0
2010,1400,Quebec,G1K,1.0,1,1.0,3.0
2010,1400,Quebec,G2C,57.0,9,6.33,1.67
2010,1400,Quebec,G2E,2.0,1,2.0,0.0
2010,1400,Quebec,G2J,11.0,3,3.67,3.33
2010,1400,Quebec,G2K,20.0,12,1.67,0.33
2010,1400,Quebec,G3B,1.0,1,1.0,0.0
2010,1400,Quebec,G3A,5.0,3,1.67,0.0
2010,1400,Quebec,G3N,9.0,5,1.8,0.0
2010,1400,Quebec,G0R,27.0,13,2.08,0.0
2010,1400,Quebec,G1C,18.0,13,1.38,1.62
2010,1400,Quebec,G1E,30.0,15,2.0,1.53
2010,1400,Quebec,G1G,34.0,7,4.86,2.86
2010,1400,Quebec,G1H,7.0,1,7.0,3.0
2010,1400,Quebec,G1S,14.0,4,3.5,2.0
2010,1400,Quebec,G7A,10.0,9,1.11,0.0
2010,1400,Quebec,G1X,11.0,4,2.75,1.0
2010,1400,Quebec,G1Y,2.0,1,2.0,0.0
2010,1400,Quebec,G2A,15.0,9,1.67,0.56
2010,1400,Quebec,G6V,10.0,7,1.43,0.0
2010,1400,Quebec,G6W,4.0,3,1.33,0.0
2010,1400,Quebec,G6Z,6.0,6,1.0,0.0
2011,1400,Quebec,G1S,18.0,4,4.5,2.0
2011,1400,Quebec,G3N,11.0,10,1.1,0.0
2011,1400,Quebec,G6C,1.0,1,1.0,0.0
2011,1400,Quebec,G7A,9.0,9,1.0,0.0
2011,1400,Quebec,G1X,2.0,2,1.0,0.0
2011,1400,Quebec,G3E,9.0,3,3.0,0.67
2011,1400,Quebec,G6K,15.0,12,1.25,0.0
2011,1400,Quebec,G0A,51.0,34,1.5,0.0
2011,1400,Quebec,G1J,4.0,1,4.0,3.0
2011,1400,Quebec,G1W,14.0,8,1.75,0.5
2011,1400,Quebec,G3G,2.0,2,1.0,0.0
2011,1400,Quebec,G6V,43.0,14,3.07,0.0
2011,1400,Quebec,G0R,30.0,16,1.88,0.0
2011,1400,Quebec,G1C,30.0,14,2.14,0.21
2011,1400,Quebec,G1M,47.0,2,23.5,3.5
2011,1400,Quebec,G2A,4.0,3,1.33,0.0
2011,1400,Quebec,G1B,15.0,10,1.5,0.6
2011,1400,Quebec,G1E,43.0,18,2.39,1.17
2011,1400,Quebec,G2E,11.0,3,3.67,0.0
2011,1400,Quebec,G2G,16.0,9,1.78,1.22
2011,1400,Quebec,G6Z,15.0,11,1.36,0.0
2011,1400,Quebec,nan,91.0,53,1.72,0.09
2011,1400,Quebec,G2B,2.0,2,1.0,0.0
2011,1400,Quebec,G2K,27.0,17,1.59,0.12
2011,1400,Quebec,G2M,36.0,21,1.71,0.71
2011,1400,Quebec,G1H,7.0,2,3.5,1.5
2011,1400,Quebec,G2C,30.0,16,1.88,1.06
2011,1400,Quebec,G2J,20.0,2,10.0,6.0
2011,1400,Quebec,G2N,2.0,1,2.0,0.0
2011,1400,Quebec,G3J,72.0,16,4.5,0.0
2011,1400,Quebec,G3K,42.0,31,1.35,0.06
2011,1400,Quebec,G6X,1.0,1,1.0,0.0
2011,1400,Quebec,G1G,36.0,11,3.27,2.18
2011,1400,Quebec,G1K,4.0,1,4.0,3.0
2011,1400,Quebec,G1Y,4.0,3,1.33,0.0
2011,1400,Quebec,G6W,10.0,2,5.0,0.0
2012,1400,Quebec,G1R,8.0,2,4.0,9.5
2012,1400,Quebec,G2J,3.0,1,3.0,6.0
2012,1400,Quebec,G3B,19.0,2,9.5,1.0
2012,1400,Quebec,G3E,19.0,8,2.38,2.0
2012,1400,Quebec,G6K,7.0,6,1.17,0.0
2012,1400,Quebec,G7A,40.0,11,3.64,0.18
2012,1400,Quebec,G1J,7.0,3,2.33,3.33
2012,1400,Quebec,G1S,9.0,3,3.0,3.33
2012,1400,Quebec,G3G,3.0,2,1.5,0.0
2012,1400,Quebec,nan,192.0,17,11.29,2.53
2012,1400,Quebec,G0R,16.0,11,1.45,1.36
2012,1400,Quebec,G1P,4.0,2,2.0,1.0
2012,1400,Quebec,G2C,24.0,7,3.43,1.0
2012,1400,Quebec,G2G,44.0,21,2.1,2.19
2012,1400,Quebec,G3K,71.0,37,1.92,0.81
2012,1400,Quebec,G1B,9.0,6,1.5,0.33
2012,1400,Quebec,G1E,77.0,12,6.42,2.42
2012,1400,Quebec,G2B,30.0,23,1.3,1.96
2012,1400,Quebec,G2M,22.0,15,1.47,1.2
2012,1400,Quebec,G6C,31.0,5,6.2,0.8
2012,1400,Quebec,G1W,6.0,6,1.0,0.0
2012,1400,Quebec,G3N,13.0,10,1.3,0.2
2012,1400,Quebec,G6V,34.0,21,1.62,1.24
2012,1400,Quebec,G6Z,53.0,5,10.6,1.6
2012,1400,Quebec,G1H,3.0,1,3.0,3.0
2012,1400,Quebec,G1T,3.0,2,1.5,0.0
2012,1400,Quebec,G2A,31.0,10,3.1,2.1
2012,1400,Quebec,G2K,32.0,12,2.67,2.0
2012,1400,Quebec,G3A,1.0,1,1.0,0.0
2012,1400,Quebec,G3C,2.0,1,2.0,2.0
2012,1400,Quebec,G6J,4.0,4,1.0,0.5
2012,1400,Quebec,G1G,12.0,2,6.0,7.0
2012,1400,Quebec,G1M,1.0,1,1.0,3.0
2012,1400,Quebec,G1X,10.0,3,3.33,1.0
2012,1400,Quebec,G2E,10.0,2,5.0,3.0
2012,1400,Quebec,G0A,82.0,38,2.16,0.5
2012,1400,Quebec,G1C,33.0,14,2.36,2.0
2012,1400,Quebec,G1V,292.0,5,58.4,9.4
2012,1400,Quebec,G1Y,1.0,1,1.0,0.0
2012,1400,Quebec,G2L,3.0,2,1.5,1.5
2012,1400,Quebec,G3J,27.0,9,3.0,2.22
2012,1400,Quebec,G6W,63.0,21,3.0,1.19
2013,1400,Quebec,G1J,18.0,3,6.0,2.67
2013,1400,Quebec,G2C,24.0,3,8.0,2.67
2013,1400,Quebec,G3G,5.0,3,1.67,0.67
2013,1400,Quebec,G1G,16.0,4,4.0,3.5
2013,1400,Quebec,G1R,4.0,1,4.0,3.0
2013,1400,Quebec,G2L,7.0,5,1.4,0.8
2013,1400,Quebec,G1S,24.0,4,6.0,4.75
2013,1400,Quebec,G2B,7.0,3,2.33,3.0
2013,1400,Quebec,G3K,76.0,42,1.81,0.71
2013,1400,Quebec,G3N,12.0,12,1.0,0.0
2013,1400,Quebec,G6J,6.0,6,1.0,0.0
2013,1400,Quebec,nan,16.0,6,2.67,3.67
2013,1400,Quebec,G0A,67.0,38,1.76,0.68
2013,1400,Quebec,G1W,30.0,14,2.14,1.57
2013,1400,Quebec,G3J,30.0,12,2.5,2.25
2013,1400,Quebec,G6Z,39.0,12,3.25,1.25
2013,1400,Quebec,G7A,28.0,11,2.55,0.64
2013,1400,Quebec,G1H,37.0,4,9.25,2.75
2013,1400,Quebec,G1T,1.0,1,1.0,2.0
2013,1400,Quebec,G1V,80.0,7,11.43,8.43
2013,1400,Quebec,G1X,8.0,7,1.14,0.43
2013,1400,Quebec,G2E,10.0,5,2.0,1.6
2013,1400,Quebec,G2J,39.0,1,39.0,6.0
2013,1400,Quebec,G2M,15.0,10,1.5,0.4
2013,1400,Quebec,G3E,15.0,11,1.36,0.91
2013,1400,Quebec,G6C,17.0,4,4.25,1.0
2013,1400,Quebec,G1P,10.0,9,1.11,0.44
2013,1400,Quebec,G2A,17.0,8,2.13,2.13
2013,1400,Quebec,G2G,17.0,8,2.13,2.88
2013,1400,Quebec,G3B,11.0,1,11.0,2.0
2013,1400,Quebec,G1B,8.0,8,1.0,0.25
2013,1400,Quebec,G2N,14.0,10,1.4,0.0
2013,1400,Quebec,G3C,8.0,5,1.6,0.4
2013,1400,Quebec,G6V,42.0,28,1.5,1.07
2013,1400,Quebec,G0R,19.0,15,1.27,1.13
2013,1400,Quebec,G1C,39.0,13,3.0,2.15
2013,1400,Quebec,G1E,49.0,9,5.44,1.89
2013,1400,Quebec,G2K,54.0,19,2.84,2.42
2013,1400,Quebec,G6W,41.0,14,2.93,2.14
2014,1400,Quebec,G2A,20.0,7,2.86,1.29
2014,1400,Quebec,G2J,27.0,1,27.0,6.0
2014,1400,Quebec,G0A,69.0,42,1.64,0.55
2014,1400,Quebec,G1K,12.0,3,4.0,4.67
2014,1400,Quebec,G3B,11.0,1,11.0,2.0
2014,1400,Quebec,G3C,11.0,7,1.57,0.0
2014,1400,Quebec,G6C,10.0,4,2.5,1.5
2014,1400,Quebec,nan,9.0,2,4.5,4.0
2014,1400,Quebec,G1G,6.0,2,3.0,3.0
2014,1400,Quebec,G1J,30.0,5,6.0,4.0
2014,1400,Quebec,G1T,2.0,2,1.0,0.0
2014,1400,Quebec,G2N,11.0,8,1.38,0.0
2014,1400,Quebec,G3J,36.0,15,2.4,1.8
2014,1400,Quebec,G6W,15.0,4,3.75,2.25
2014,1400,Quebec,G7A,31.0,8,3.88,1.38
2014,1400,Quebec,G1E,21.0,7,3.0,0.57
2014,1400,Quebec,G3G,28.0,8,3.5,1.25
2014,1400,Quebec,G0R,15.0,12,1.25,0.83
2014,1400,Quebec,G2B,9.0,4,2.25,3.0
2014,1400,Quebec,G2E,17.0,7,2.43,1.14
2014,1400,Quebec,G3E,39.0,29,1.34,0.1
2014,1400,Quebec,G1X,10.0,3,3.33,1.67
2014,1400,Quebec,G2G,13.0,6,2.17,2.5
2014,1400,Quebec,G2K,48.0,12,4.0,2.67
2014,1400,Quebec,G2M,22.0,15,1.47,0.27
2014,1400,Quebec,G1B,8.0,8,1.0,0.25
2014,1400,Quebec,G1S,13.0,6,2.17,3.17
2014,1400,Quebec,G1W,46.0,18,2.56,0.72
2014,1400,Quebec,G2C,6.0,3,2.0,2.0
2014,1400,Quebec,G2L,14.0,12,1.17,0.33
2014,1400,Quebec,G3N,14.0,9,1.56,0.78
2014,1400,Quebec,G6J,1.0,1,1.0,0.0
2014,1400,Quebec,G6V,63.0,41,1.54,0.44
2014,1400,Quebec,G1C,28.0,14,2.0,1.79
2014,1400,Quebec,G1H,23.0,2,11.5,3.0
2014,1400,Quebec,G1P,12.0,2,6.0,1.5
2014,1400,Quebec,G1V,75.0,6,12.5,9.5
2014,1400,Quebec,G3A,48.0,2,24.0,5.0
2014,1400,Quebec,G3K,48.0,26,1.85,0.46
2014,1400,Quebec,G6Z,18.0,15,1.2,0.53
2015,1400,Quebec,G1E,19.0,6,3.17,1.33
2015,1400,Quebec,G1G,10.0,3,3.33,4.0
2015,1400,Quebec,G1H,7.0,3,2.33,2.0
2015,1400,Quebec,G1L,1.0,1,1.0,3.0
2015,1400,Quebec,G1S,18.0,7,2.57,2.86
2015,1400,Quebec,G1J,15.0,2,7.5,5.5
2015,1400,Quebec,G1R,6.0,1,6.0,7.0
2015,1400,Quebec,G3G,24.0,9,2.67,1.33
2015,1400,Quebec,G6C,11.0,5,2.2,1.6
2015,1400,Quebec,G2K,39.0,11,3.55,3.18
2015,1400,Quebec,G6Z,37.0,20,1.85,1.0
2015,1400,Quebec,G1B,11.0,9,1.22,0.22
2015,1400,Quebec,G2B,19.0,3,6.33,3.0
2015,1400,Quebec,G3C,10.0,8,1.25,0.0
2015,1400,Quebec,G3K,50.0,23,2.17,0.57
2015,1400,Quebec,G2A,3.0,3,1.0,3.0
2015,1400,Quebec,G3J,25.0,6,4.17,2.5
2015,1400,Quebec,G3N,10.0,7,1.43,0.86
2015,1400,Quebec,G6J,9.0,8,1.13,0.0
2015,1400,Quebec,G1C,31.0,16,1.94,2.0
2015,1400,Quebec,G1P,4.0,1,4.0,2.0
2015,1400,Quebec,G2L,36.0,16,2.25,0.88
2015,1400,Quebec,G3E,16.0,13,1.23,0.31
2015,1400,Quebec,G0R,6.0,5,1.2,0.0
2015,1400,Quebec,G1K,15.0,3,5.0,3.33
2015,1400,Quebec,G1V,50.0,4,12.5,10.5
2015,1400,Quebec,G1W,18.0,12,1.5,1.08
2015,1400,Quebec,G2C,3.0,1,3.0,0.0
2015,1400,Quebec,G2G,9.0,6,1.5,3.0
2015,1400,Quebec,G2M,16.0,12,1.33,0.17
2015,1400,Quebec,nan,16.0,9,1.78,1.11
2015,1400,Quebec,G0A,71.0,56,1.27,0.36
2015,1400,Quebec,G1T,1.0,1,1.0,0.0
2015,1400,Quebec,G1Y,2.0,1,2.0,0.0
2015,1400,Quebec,G2E,7.0,5,1.4,2.0
2015,1400,Quebec,G2J,28.0,2,14.0,3.0
2015,1400,Quebec,G2N,5.0,5,1.0,0.0
2015,1400,Quebec,G3A,26.0,4,6.5,2.5
2015,1400,Quebec,G3B,31.0,5,6.2,1.2
2015,1400,Quebec,G6V,40.0,25,1.6,0.52
2015,1400,Quebec,G6W,9.0,4,2.25,0.75
2015,1400,Quebec,G7A,44.0,18,2.44,1.06
2016,1400,Quebec,G1G,32.0,5,6.4,3.6
2016,1400,Quebec,G6J,6.0,5,1.2,0.0
2016,1400,Quebec,G6K,3.0,2,1.5,1.0
2016,1400,Quebec,G1C,3.0,3,1.0,2.0
2016,1400,Quebec,G1J,10.0,2,5.0,5.5
2016,1400,Quebec,G2B,5.0,1,5.0,3.0
2016,1400,Quebec,G3A,27.0,3,9.0,6.67
2016,1400,Quebec,G3B,7.0,4,1.75,1.0
2016,1400,Quebec,G3J,5.0,2,2.5,1.5
2016,1400,Quebec,G1R,13.0,2,6.5,6.5
2016,1400,Quebec,G1X,8.0,2,4.0,3.0
2016,1400,Quebec,G1S,20.0,5,4.0,3.4
2016,1400,Quebec,G1V,32.0,3,10.67,9.67
2016,1400,Quebec,G2M,5.0,4,1.25,0.0
2016,1400,Quebec,G2N,3.0,2,1.5,0.0
2016,1400,Quebec,G3G,15.0,8,1.88,1.5
2016,1400,Quebec,G7A,34.0,14,2.43,1.14
2016,1400,Quebec,G1E,15.0,4,3.75,1.0
2016,1400,Quebec,G1W,9.0,7,1.29,1.14
2016,1400,Quebec,G2A,6.0,4,1.5,0.75
2016,1400,Quebec,G2G,5.0,4,1.25,1.25
2016,1400,Quebec,G2K,14.0,3,4.67,2.33
2016,1400,Quebec,G3K,32.0,20,1.6,0.35
2016,1400,Quebec,G3N,7.0,5,1.4,1.2
2016,1400,Quebec,G2E,6.0,2,3.0,1.5
2016,1400,Quebec,G3C,14.0,11,1.27,0.0
2016,1400,Quebec,G3E,15.0,9,1.67,0.22
2016,1400,Quebec,G6W,10.0,5,2.0,0.6
2016,1400,Quebec,G6Z,17.0,7,2.43,1.57
2016,1400,Quebec,nan,11.0,4,2.75,2.5
2016,1400,Quebec,G1B,28.0,22,1.27,0.18
2016,1400,Quebec,G1K,10.0,4,2.5,3.25
2016,1400,Quebec,G2L,35.0,18,1.94,0.78
2016,1400,Quebec,G6V,17.0,11,1.55,0.45
2016,1400,Quebec,G0A,44.0,33,1.33,0.21
2016,1400,Quebec,G0R,5.0,4,1.25,0.5
2016,1400,Quebec,G1Y,4.0,3,1.33,0.0
2016,1400,Quebec,G6C,14.0,8,1.75,0.75
2017,1400,Quebec,G0A,33.0,28,1.18,0.32
2017,1400,Quebec,G1V,21.0,2,10.5,14.5
2017,1400,Quebec,G2C,3.0,1,3.0,3.0
2017,1400,Quebec,G2L,11.0,7,1.57,0.29
2017,1400,Quebec,G6V,15.0,7,2.14,0.86
2017,1400,Quebec,G1C,14.0,6,2.33,0.67
2017,1400,Quebec,G1J,4.0,1,4.0,4.0
2017,1400,Quebec,G1X,3.0,2,1.5,3.0
2017,1400,Quebec,G3E,7.0,5,1.4,0.0
2017,1400,Quebec,G3G,10.0,7,1.43,1.14
2017,1400,Quebec,G3J,15.0,5,3.0,1.8
2017,1400,Quebec,G3K,26.0,16,1.63,0.63
2017,1400,Quebec,G3N,1.0,1,1.0,0.0
2017,1400,Quebec,G6C,15.0,11,1.36,0.27
2017,1400,Quebec,G0R,4.0,4,1.0,0.0
2017,1400,Quebec,G1W,9.0,5,1.8,2.2
2017,1400,Quebec,G6J,1.0,1,1.0,0.0
2017,1400,Quebec,G6K,2.0,1,2.0,2.0
2017,1400,Quebec,G6Z,16.0,12,1.33,0.25
2017,1400,Quebec,G1B,17.0,13,1.31,0.62
2017,1400,Quebec,G1G,21.0,2,10.5,6.0
2017,1400,Quebec,G1Y,3.0,2,1.5,0.0
2017,1400,Quebec,G2B,6.0,5,1.2,0.6
2017,1400,Quebec,G2N,1.0,1,1.0,0.0
2017,1400,Quebec,G3A,19.0,6,3.17,1.33
2017,1400,Quebec,G3C,13.0,10,1.3,0.4
2017,1400,Quebec,G1S,15.0,5,3.0,2.4
2017,1400,Quebec,G2A,3.0,2,1.5,0.0
2017,1400,Quebec,G2G,9.0,9,1.0,0.78
2017,1400,Quebec,G2K,18.0,4,4.5,1.75
2017,1400,Quebec,G3B,2.0,1,2.0,4.0
2017,1400,Quebec,G1E,13.0,4,3.25,1.0
2017,1400,Quebec,G1R,5.0,1,5.0,6.0
2017,1400,Quebec,G2E,6.0,2,3.0,1.5
2017,1400,Quebec,G6W,13.0,7,1.86,0.43
2017,1400,Quebec,nan,1.0,1,1.0,8.0
2017,1400,Quebec,G1K,65.0,6,10.83,4.67
2017,1400,Quebec,G1P,3.0,2,1.5,0.0
2017,1400,Quebec,G2J,2.0,1,2.0,0.0
2017,1400,Quebec,G2M,10.0,8,1.25,0.0
2017,1400,Quebec,G7A,48.0,26,1.85,0.73
2018,1400,Quebec,G1B,11.0,8,1.38,0.0
2018,1400,Quebec,G1S,7.0,3,2.33,1.33
2018,1400,Quebec,G3B,1.0,1,1.0,0.0
2018,1400,Quebec,G3K,24.0,18,1.33,0.17
2018,1400,Quebec,G6J,2.0,1,2.0,2.0
2018,1400,Quebec,G6V,95.0,6,15.83,2.17
2018,1400,Quebec,G6W,7.0,6,1.17,0.0
2018,1400,Quebec,G1W,5.0,3,1.67,0.0
2018,1400,Quebec,G0A,46.0,26,1.77,0.5
2018,1400,Quebec,G1E,15.0,6,2.5,1.17
2018,1400,Quebec,G1V,593.0,2,296.5,21.5
2018,1400,Quebec,G2A,1.0,1,1.0,0.0
2018,1400,Quebec,G2N,2.0,1,2.0,0.0
2018,1400,Quebec,G3C,6.0,6,1.0,0.0
2018,1400,Quebec,G7A,33.0,16,2.06,0.38
2018,1400,Quebec,G1P,3.0,3,1.0,0.0
2018,1400,Quebec,G2C,8.0,2,4.0,0.0
2018,1400,Quebec,G3J,11.0,4,2.75,2.25
2018,1400,Quebec,G2M,12.0,9,1.33,0.0
2018,1400,Quebec,G1J,4.0,3,1.33,0.0
2018,1400,Quebec,G2G,9.0,5,1.8,0.4
2018,1400,Quebec,G2K,14.0,4,3.5,2.0
2018,1400,Quebec,G2L,17.0,9,1.89,0.0
2018,1400,Quebec,G6Z,16.0,15,1.07,0.0
2018,1400,Quebec,G0S,1.0,1,1.0,0.0
2018,1400,Quebec,G1G,17.0,2,8.5,6.0
2018,1400,Quebec,G1K,37.0,3,12.33,6.33
2018,1400,Quebec,G2E,3.0,1,3.0,0.0
2018,1400,Quebec,G3N,8.0,7,1.14,0.0
2018,1400,Quebec,G0R,3.0,3,1.0,0.0
2018,1400,Quebec,G1C,4.0,3,1.33,1.33
2018,1400,Quebec,G1X,2.0,2,1.0,3.0
2018,1400,Quebec,G2B,6.0,5,1.2,0.0
2018,1400,Quebec,G3A,40.0,2,20.0,7.5
2018,1400,Quebec,G3E,5.0,4,1.25,0.0
2018,1400,Quebec,G6C,8.0,5,1.6,0.6
2019,1400,Quebec,G0S,1.0,1,1.0,0.0
2019,1400,Quebec,G1G,7.0,2,3.5,6.0
2019,1400,Quebec,G1W,9.0,5,1.8,0.4
2019,1400,Quebec,G2K,11.0,3,3.67,2.67
2019,1400,Quebec,G6W,15.0,13,1.15,0.0
2019,1400,Quebec,G0R,5.0,5,1.0,0.0
2019,1400,Quebec,G1V,11.0,1,11.0,14.0
2019,1400,Quebec,G3E,4.0,3,1.33,0.0
2019,1400,Quebec,G3G,4.0,3,1.33,0.0
2019,1400,Quebec,G3J,7.0,2,3.5,3.0
2019,1400,Quebec,G3K,33.0,22,1.5,0.14
2019,1400,Quebec,G1T,22.0,4,5.5,4.5
2019,1400,Quebec,G1X,9.0,7,1.29,0.86
2019,1400,Quebec,G2L,23.0,15,1.53,0.0
2019,1400,Quebec,G2N,5.0,2,2.5,0.0
2019,1400,Quebec,G3C,18.0,15,1.2,0.0
2019,1400,Quebec,G3A,27.0,2,13.5,7.5
2019,1400,Quebec,G0A,63.0,45,1.4,0.22
2019,1400,Quebec,G1B,20.0,15,1.33,0.13
2019,1400,Quebec,G1E,20.0,5,4.0,1.4
2019,1400,Quebec,G2G,10.0,4,2.5,0.0
2019,1400,Quebec,G3B,2.0,2,1.0,0.0
2019,1400,Quebec,G6K,2.0,1,2.0,3.0
2019,1400,Quebec,G6V,69.0,7,9.86,2.14
2019,1400,Quebec,G1J,7.0,3,2.33,0.0
2019,1400,Quebec,G1P,2.0,2,1.0,0.0
2019,1400,Quebec,G2C,10.0,3,3.33,0.0
2019,1400,Quebec,G3N,23.0,16,1.44,0.19
2019,1400,Quebec,G6Z,26.0,20,1.3,0.0
2019,1400,Quebec,G7A,27.0,22,1.23,0.27
2019,1400,Quebec,G2B,4.0,4,1.0,0.0
2019,1400,Quebec,G2M,21.0,20,1.05,0.0
2019,1400,Quebec,G1C,7.0,4,1.75,1.0
2019,1400,Quebec,G1K,39.0,4,9.75,4.75
2019,1400,Quebec,G1L,3.0,2,1.5,3.5
2019,1400,Quebec,G1S,5.0,3,1.67,0.67
2019,1400,Quebec,G6C,12.0,7,1.71,0.0
2019,1400,Quebec,G6J,14.0,8,1.75,0.0
2020,1400,Quebec,G1B,10.0,7,1.43,0.29
2020,1400,Quebec,G2C,1.0,1,1.0,0.0
2020,1400,Quebec,G2M,8.0,7,1.14,0.0
2020,1400,Quebec,G3K,5.0,5,1.0,0.0
2020,1400,Quebec,G1K,2.0,1,2.0,3.0
2020,1400,Quebec,G1X,5.0,4,1.25,1.5
2020,1400,Quebec,G2K,10.0,4,2.5,3.0
2020,1400,Quebec,G6J,11.0,7,1.57,0.0
2020,1400,Quebec,G6K,3.0,1,3.0,0.0
2020,1400,Quebec,G1W,4.0,3,1.33,0.67
2020,1400,Quebec,G6C,2.0,2,1.0,0.0
2020,1400,Quebec,,135.0,97,1.39,0.0
2020,1400,Quebec,G1E,5.0,3,1.67,0.0
2020,1400,Quebec,G1N,1.0,1,1.0,3.0
2020,1400,Quebec,G1R,1.0,1,1.0,4.0
2020,1400,Quebec,G2N,2.0,1,2.0,0.0
2020,1400,Quebec,G3J,6.0,1,6.0,3.0
2020,1400,Quebec,G1L,4.0,2,2.0,3.0
2020,1400,Quebec,G3C,2.0,2,1.0,0.0
2020,1400,Quebec,G1J,13.0,2,6.5,1.0
2020,1400,Quebec,G1T,11.0,7,1.57,2.57
2020,1400,Quebec,G2B,1.0,1,1.0,0.0
2020,1400,Quebec,G3B,1.0,1,1.0,0.0
2020,1400,Quebec,G0R,7.0,4,1.75,0.0
2020,1400,Quebec,G1G,3.0,2,1.5,3.0
2020,1400,Quebec,G2G,1.0,1,1.0,0.0
2020,1400,Quebec,G3A,23.0,3,7.67,5.0
2020,1400,Quebec,G6V,2.0,2,1.0,0.0
2020,1400,Quebec,G6W,5.0,5,1.0,0.0
2020,1400,Quebec,G0A,20.0,16,1.25,0.38
2020,1400,Quebec,G2J,2.0,1,2.0,0.0
2020,1400,Quebec,G2L,2.0,2,1.0,0.0
2020,1400,Quebec,G3N,8.0,3,2.67,1.0
2020,1400,Quebec,G6Z,10.0,8,1.25,0.0
2020,1400,Quebec,G7A,10.0,6,1.67,1.0
2021,1400,Quebec,G2M,1.0,1,1.0,0.0
2021,1400,Quebec,G2N,2.0,1,2.0,0.0
2021,1400,Quebec,,159.0,122,1.3,0.06
2021,1400,Quebec,G7A,3.0,2,1.5,3.0
2021,1400,Quebec,G6K,1.0,1,1.0,0.0
2021,1400,Quebec,G0A,8.0,5,1.6,1.2
2021,1400,Quebec,G1L,1.0,1,1.0,3.0
2021,1400,Quebec,G0R,1.0,1,1.0,0.0
2021,1400,Quebec,G1B,3.0,2,1.5,1.0
2021,1400,Quebec,G1E,1.0,1,1.0,0.0
2021,1400,Quebec,G3A,22.0,2,11.0,9.5
2021,1400,Quebec,G3N,5.0,1,5.0,3.0
2021,1400,Quebec,G6V,51.0,2,25.5,8.5
2021,1400,Quebec,G1T,1.0,1,1.0,0.0
2021,1400,Quebec,G2K,1.0,1,1.0,0.0
2021,1400,Quebec,G6W,1.0,1,1.0,0.0
2022,1400,Quebec,,153.0,113,1.35,0.16
2022,1400,Quebec,G1X,1.0,1,1.0,0.0
