reference_period,metcode,metro,FSA,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt
2018,1060,Montreal,H3H,5.0,3.0,7.0,1,7.0,16.0
2018,1060,Montreal,H4S,5.0,3.0,1.0,1,1.0,6.0
2018,1060,Montreal,H7W,5.0,3.0,3.0,1,3.0,15.0
2018,1060,Montreal,H7Y,5.0,3.0,2.0,1,2.0,5.0
2018,1060,Montreal,J3G,4.0,1.0,2.0,1,2.0,0.0
2018,1060,Montreal,J3N,5.0,3.0,6.0,1,6.0,4.0
2018,1060,Montreal,J3X,4.0,3.0,2.0,1,2.0,0.0
2018,1060,Montreal,J4M,5.0,3.0,8.0,4,2.0,2.0
2018,1060,Montreal,J4R,5.0,3.0,31.0,2,15.5,6.0
2018,1060,Montreal,J4Z,1.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,J5A,1.0,1.0,4.0,4,1.0,0.0
2018,1060,Montreal,J7A,4.0,1.0,2.0,1,2.0,0.0
2018,1060,Montreal,J7H,5.0,3.0,6.0,1,6.0,5.0
2018,1060,Montreal,J7K,4.0,1.0,5.0,2,2.5,0.0
2018,1060,Montreal,J7N,2.0,1.0,10.0,7,1.43,0.0
2018,1060,Montreal,J7N,4.0,1.0,12.0,8,1.5,0.0
2018,1060,Montreal,J7T,1.0,1.0,11.0,11,1.0,0.0
2018,1060,Montreal,J7X,1.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,H1L,4.0,1.0,5.0,1,5.0,0.0
2018,1060,Montreal,H4S,1.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,H7T,4.0,1.0,3.0,2,1.5,0.0
2018,1060,Montreal,H8S,5.0,3.0,7.0,2,3.5,4.5
2018,1060,Montreal,J3B,1.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,J3L,2.0,1.0,7.0,7,1.0,0.0
2018,1060,Montreal,J3N,1.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,J5A,2.0,1.0,3.0,2,1.5,0.0
2018,1060,Montreal,J6A,4.0,3.0,1.0,1,1.0,0.0
2018,1060,Montreal,J6W,2.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,J6X,1.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,J7J,1.0,1.0,8.0,8,1.0,0.0
2018,1060,Montreal,J7J,2.0,1.0,9.0,8,1.13,0.0
2018,1060,Montreal,J7N,1.0,1.0,14.0,14,1.0,0.0
2018,1060,Montreal,J7T,4.0,1.0,2.0,1,2.0,0.0
2018,1060,Montreal,H1L,5.0,3.0,2.0,2,1.0,2.5
2018,1060,Montreal,H2J,5.0,3.0,11.0,3,3.67,3.0
2018,1060,Montreal,H3K,4.0,3.0,2.0,1,2.0,0.0
2018,1060,Montreal,H4V,5.0,3.0,6.0,1,6.0,3.0
2018,1060,Montreal,H7A,1.0,1.0,5.0,5,1.0,0.0
2018,1060,Montreal,H7G,1.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,H7T,1.0,1.0,11.0,11,1.0,0.0
2018,1060,Montreal,H7V,5.0,3.0,189.0,3,63.0,11.67
2018,1060,Montreal,H7X,1.0,1.0,3.0,3,1.0,0.0
2018,1060,Montreal,H9H,5.0,3.0,1.0,1,1.0,3.0
2018,1060,Montreal,J0N,1.0,1.0,16.0,16,1.0,0.0
2018,1060,Montreal,J0N,2.0,1.0,4.0,4,1.0,0.0
2018,1060,Montreal,J0V,1.0,1.0,4.0,4,1.0,0.0
2018,1060,Montreal,J3B,2.0,1.0,5.0,4,1.25,0.0
2018,1060,Montreal,J3L,1.0,1.0,10.0,10,1.0,0.0
2018,1060,Montreal,J3Y,4.0,1.0,4.0,3,1.33,0.0
2018,1060,Montreal,J4B,1.0,1.0,6.0,6,1.0,0.0
2018,1060,Montreal,J5A,4.0,3.0,1.0,1,1.0,0.0
2018,1060,Montreal,J5R,2.0,1.0,5.0,4,1.25,0.0
2018,1060,Montreal,J5T,2.0,1.0,2.0,1,2.0,0.0
2018,1060,Montreal,J5X,1.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,J6J,5.0,3.0,6.0,3,2.0,2.33
2018,1060,Montreal,J6N,5.0,3.0,4.0,1,4.0,2.0
2018,1060,Montreal,J6X,5.0,3.0,38.0,3,12.67,6.0
2018,1060,Montreal,J6Z,5.0,3.0,4.0,1,4.0,6.0
2018,1060,Montreal,J7G,1.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,J7K,1.0,1.0,12.0,12,1.0,0.0
2018,1060,Montreal,J7N,5.0,3.0,3.0,2,1.5,2.0
2018,1060,Montreal,J7T,2.0,1.0,7.0,5,1.4,0.0
2018,1060,Montreal,J7Z,2.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,H1E,2.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,H1N,5.0,3.0,1.0,1,1.0,3.0
2018,1060,Montreal,H2C,5.0,3.0,1.0,1,1.0,2.0
2018,1060,Montreal,H3Z,5.0,3.0,1.0,1,1.0,6.0
2018,1060,Montreal,H7A,2.0,1.0,3.0,2,1.5,0.0
2018,1060,Montreal,H7K,1.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,H7K,2.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,H7R,4.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,H7R,5.0,3.0,35.0,6,5.83,2.83
2018,1060,Montreal,H7X,2.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,J3H,4.0,3.0,1.0,1,1.0,0.0
2018,1060,Montreal,J3X,1.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,J3X,2.0,1.0,6.0,5,1.2,0.0
2018,1060,Montreal,J4Z,5.0,3.0,33.0,5,6.6,4.4
2018,1060,Montreal,J5W,1.0,1.0,2.0,2,1.0,0.0
2018,1060,Montreal,J5W,5.0,3.0,4.0,1,4.0,4.0
2018,1060,Montreal,J6R,2.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,J7C,4.0,1.0,5.0,2,2.5,0.0
2018,1060,Montreal,J7E,5.0,3.0,5.0,2,2.5,3.0
2018,1060,Montreal,J7G,4.0,1.0,11.0,2,5.5,0.0
2018,1060,Montreal,J7V,4.0,1.0,4.0,3,1.33,0.0
2018,1060,Montreal,J7V,5.0,3.0,37.0,6,6.17,4.33
2018,1060,Montreal,J7Z,5.0,3.0,2.0,1,2.0,3.0
2018,1060,Montreal,H7L,5.0,3.0,13.0,5,2.6,2.4
2018,1060,Montreal,H7N,5.0,3.0,33.0,6,5.5,6.67
2018,1060,Montreal,H7T,5.0,3.0,70.0,4,17.5,7.25
2018,1060,Montreal,H9A,5.0,3.0,2.0,1,2.0,3.0
2018,1060,Montreal,J3L,5.0,3.0,26.0,12,2.17,2.17
2018,1060,Montreal,J5B,5.0,3.0,67.0,2,33.5,3.5
2018,1060,Montreal,J5R,1.0,1.0,5.0,5,1.0,0.0
2018,1060,Montreal,J5X,5.0,3.0,2.0,1,2.0,2.0
2018,1060,Montreal,J6X,4.0,1.0,1.0,1,1.0,0.0
2018,1060,Montreal,J6Y,4.0,1.0,21.0,7,3.0,0.0
2018,1060,Montreal,J7G,5.0,3.0,14.0,1,14.0,6.0
2018,1060,Montreal,J7J,5.0,3.0,48.0,9,5.33,3.56
2018,1060,Montreal,J7T,5.0,3.0,2.0,1,2.0,2.0
2019,1060,Montreal,H7E,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,H7K,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J0N,2.0,1.0,8.0,7,1.14,0.0
2019,1060,Montreal,J0N,4.0,1.0,3.0,1,3.0,0.0
2019,1060,Montreal,J0P,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J0P,4.0,1.0,3.0,2,1.5,0.0
2019,1060,Montreal,J2Y,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J3H,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J4B,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J4S,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J6J,4.0,1.0,2.0,1,2.0,0.0
2019,1060,Montreal,J7B,5.0,3.0,37.0,1,37.0,7.0
2019,1060,Montreal,J7C,1.0,1.0,23.0,23,1.0,0.0
2019,1060,Montreal,J7C,4.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J7C,5.0,3.0,35.0,7,5.0,3.86
2019,1060,Montreal,J7E,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J7Y,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,H1E,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H3C,4.0,3.0,8.0,1,8.0,0.0
2019,1060,Montreal,H8S,4.0,3.0,3.0,1,3.0,0.0
2019,1060,Montreal,J3G,2.0,1.0,3.0,2,1.5,0.0
2019,1060,Montreal,J4G,5.0,3.0,1.0,1,1.0,2.0
2019,1060,Montreal,J4H,5.0,3.0,1.0,1,1.0,4.0
2019,1060,Montreal,J4Z,5.0,3.0,26.0,11,2.36,3.27
2019,1060,Montreal,J5A,5.0,3.0,1.0,1,1.0,3.0
2019,1060,Montreal,J5Z,5.0,3.0,3.0,1,3.0,5.0
2019,1060,Montreal,J6Y,4.0,1.0,21.0,6,3.5,0.0
2019,1060,Montreal,J7M,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,nan,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,H1A,5.0,3.0,24.0,2,12.0,3.0
2019,1060,Montreal,H1H,4.0,3.0,1.0,1,1.0,0.0
2019,1060,Montreal,H3C,5.0,3.0,28.0,2,14.0,26.5
2019,1060,Montreal,H3H,5.0,3.0,4.0,1,4.0,5.0
2019,1060,Montreal,H4H,5.0,3.0,1.0,1,1.0,2.0
2019,1060,Montreal,H7L,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7R,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H9C,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J0L,2.0,1.0,7.0,6,1.17,0.0
2019,1060,Montreal,J3L,2.0,1.0,12.0,8,1.5,0.0
2019,1060,Montreal,J4G,4.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J4Y,5.0,3.0,10.0,1,10.0,6.0
2019,1060,Montreal,J5M,1.0,1.0,11.0,11,1.0,0.0
2019,1060,Montreal,J5M,2.0,1.0,2.0,1,2.0,0.0
2019,1060,Montreal,J5R,2.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J7R,2.0,1.0,17.0,16,1.06,0.0
2019,1060,Montreal,H3K,5.0,3.0,6.0,2,3.0,3.0
2019,1060,Montreal,H4C,5.0,3.0,7.0,1,7.0,6.0
2019,1060,Montreal,H7A,4.0,1.0,7.0,4,1.75,0.0
2019,1060,Montreal,H8N,4.0,3.0,4.0,1,4.0,0.0
2019,1060,Montreal,J2X,5.0,3.0,4.0,3,1.33,2.0
2019,1060,Montreal,J3B,2.0,1.0,4.0,3,1.33,0.0
2019,1060,Montreal,J3V,5.0,3.0,1.0,1,1.0,3.0
2019,1060,Montreal,J3Y,2.0,1.0,7.0,6,1.17,0.0
2019,1060,Montreal,J4B,2.0,1.0,9.0,8,1.13,0.0
2019,1060,Montreal,J5T,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J6K,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J6W,4.0,1.0,8.0,3,2.67,0.0
2019,1060,Montreal,J6X,4.0,1.0,3.0,1,3.0,0.0
2019,1060,Montreal,J6Y,5.0,3.0,31.0,6,5.17,3.0
2019,1060,Montreal,J7J,1.0,1.0,18.0,18,1.0,0.0
2019,1060,Montreal,J7J,2.0,1.0,10.0,9,1.11,0.0
2019,1060,Montreal,H1C,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7A,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7N,5.0,3.0,200.0,6,33.33,8.67
2019,1060,Montreal,H9W,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J0P,1.0,1.0,9.0,9,1.0,0.0
2019,1060,Montreal,J2W,1.0,1.0,8.0,8,1.0,0.0
2019,1060,Montreal,J2W,5.0,3.0,1.0,1,1.0,2.0
2019,1060,Montreal,J2X,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J3A,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J3G,4.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J3H,5.0,3.0,3.0,1,3.0,4.0
2019,1060,Montreal,J4J,5.0,3.0,1.0,1,1.0,2.0
2019,1060,Montreal,J5L,2.0,1.0,4.0,2,2.0,0.0
2019,1060,Montreal,J6N,4.0,1.0,3.0,1,3.0,0.0
2019,1060,Montreal,J6W,1.0,1.0,4.0,4,1.0,0.0
2019,1060,Montreal,J7A,5.0,3.0,18.0,2,9.0,4.0
2019,1060,Montreal,J7G,4.0,1.0,15.0,3,5.0,0.0
2019,1060,Montreal,J7G,5.0,3.0,4.0,1,4.0,6.0
2019,1060,Montreal,J7J,4.0,1.0,31.0,14,2.21,0.0
2019,1060,Montreal,J7K,4.0,1.0,11.0,6,1.83,0.0
2019,1060,Montreal,J7N,1.0,1.0,19.0,19,1.0,0.0
2019,1060,Montreal,J7N,4.0,1.0,16.0,8,2.0,0.0
2019,1060,Montreal,J7P,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,H4E,5.0,3.0,3.0,2,1.5,2.0
2019,1060,Montreal,H7B,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7N,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7X,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,H9K,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J4W,2.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J4X,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J4Z,2.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J5L,1.0,1.0,11.0,11,1.0,0.0
2019,1060,Montreal,J5R,4.0,3.0,4.0,3,1.33,0.0
2019,1060,Montreal,J5W,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J5W,5.0,3.0,4.0,1,4.0,4.0
2019,1060,Montreal,J5Z,4.0,1.0,4.0,2,2.0,0.0
2019,1060,Montreal,J6J,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J6R,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J6W,5.0,3.0,5.0,1,5.0,3.0
2019,1060,Montreal,J6Z,5.0,3.0,2.0,1,2.0,6.0
2019,1060,Montreal,J7J,5.0,3.0,21.0,7,3.0,3.86
2019,1060,Montreal,J7R,1.0,1.0,8.0,8,1.0,0.0
2019,1060,Montreal,J7R,4.0,1.0,42.0,13,3.23,0.0
2019,1060,Montreal,J7V,4.0,1.0,11.0,3,3.67,0.0
2019,1060,Montreal,J7Y,5.0,3.0,12.0,2,6.0,3.0
2019,1060,Montreal,H2R,5.0,3.0,50.0,2,25.0,4.5
2019,1060,Montreal,H7A,2.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,H7M,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7W,5.0,3.0,1.0,1,1.0,15.0
2019,1060,Montreal,H7X,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H8N,5.0,3.0,3.0,1,3.0,6.0
2019,1060,Montreal,H9H,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J0N,5.0,3.0,49.0,13,3.77,2.77
2019,1060,Montreal,J3E,1.0,1.0,4.0,4,1.0,0.0
2019,1060,Montreal,J3E,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J3L,1.0,1.0,9.0,9,1.0,0.0
2019,1060,Montreal,J3L,4.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J3L,5.0,3.0,8.0,2,4.0,3.0
2019,1060,Montreal,J3Y,1.0,1.0,6.0,6,1.0,0.0
2019,1060,Montreal,J4M,2.0,1.0,2.0,1,2.0,0.0
2019,1060,Montreal,J5A,2.0,1.0,6.0,5,1.2,0.0
2019,1060,Montreal,J5B,5.0,3.0,57.0,2,28.5,3.5
2019,1060,Montreal,J6A,5.0,3.0,47.0,1,47.0,8.0
2019,1060,Montreal,J6R,4.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J7A,2.0,1.0,5.0,3,1.67,0.0
2019,1060,Montreal,J7N,5.0,3.0,5.0,4,1.25,2.25
2019,1060,Montreal,J7R,5.0,3.0,7.0,3,2.33,3.0
2019,1060,Montreal,J7V,1.0,1.0,10.0,10,1.0,0.0
2019,1060,Montreal,H2G,5.0,3.0,5.0,3,1.67,3.67
2019,1060,Montreal,H2L,4.0,3.0,3.0,1,3.0,0.0
2019,1060,Montreal,H7G,1.0,1.0,4.0,4,1.0,0.0
2019,1060,Montreal,H7H,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7R,5.0,3.0,36.0,3,12.0,5.0
2019,1060,Montreal,H7T,5.0,3.0,74.0,6,12.33,10.17
2019,1060,Montreal,H8S,5.0,3.0,16.0,1,16.0,3.0
2019,1060,Montreal,H9K,4.0,3.0,3.0,2,1.5,0.0
2019,1060,Montreal,H9W,5.0,3.0,7.0,1,7.0,4.0
2019,1060,Montreal,J0L,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J4Y,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J5A,4.0,1.0,13.0,9,1.44,0.0
2019,1060,Montreal,J5T,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J6R,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J6Y,1.0,1.0,4.0,4,1.0,0.0
2019,1060,Montreal,J7A,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J7G,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J7K,1.0,1.0,8.0,8,1.0,0.0
2019,1060,Montreal,J7K,4.0,3.0,5.0,2,2.5,0.0
2019,1060,Montreal,J7K,5.0,3.0,10.0,2,5.0,2.5
2019,1060,Montreal,J7P,5.0,3.0,7.0,2,3.5,6.0
2019,1060,Montreal,J7Z,2.0,1.0,8.0,7,1.14,0.0
2019,1060,Montreal,J7Z,5.0,3.0,2.0,2,1.0,3.0
2019,1060,Montreal,nan,4.0,3.0,1.0,1,1.0,0.0
2019,1060,Montreal,nan,5.0,3.0,7.0,4,1.75,2.75
2019,1060,Montreal,H2J,5.0,3.0,1.0,1,1.0,3.0
2019,1060,Montreal,H2L,5.0,3.0,1.0,1,1.0,3.0
2019,1060,Montreal,H2S,5.0,3.0,2.0,1,2.0,3.0
2019,1060,Montreal,H3P,5.0,3.0,3.0,1,3.0,7.0
2019,1060,Montreal,H7P,5.0,3.0,8.0,1,8.0,12.0
2019,1060,Montreal,H7V,5.0,3.0,95.0,3,31.67,11.67
2019,1060,Montreal,H8N,4.0,1.0,3.0,1,3.0,0.0
2019,1060,Montreal,H9H,5.0,3.0,18.0,1,18.0,4.0
2019,1060,Montreal,H9X,4.0,1.0,26.0,7,3.71,0.0
2019,1060,Montreal,J0L,4.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J3B,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J3B,4.0,1.0,3.0,2,1.5,0.0
2019,1060,Montreal,J3E,4.0,1.0,2.0,1,2.0,0.0
2019,1060,Montreal,J3E,4.0,3.0,1.0,1,1.0,0.0
2019,1060,Montreal,J3H,1.0,1.0,5.0,5,1.0,0.0
2019,1060,Montreal,J3X,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J4J,4.0,1.0,4.0,2,2.0,0.0
2019,1060,Montreal,J4K,5.0,3.0,3.0,1,3.0,2.0
2019,1060,Montreal,J4M,5.0,3.0,11.0,5,2.2,2.6
2019,1060,Montreal,J4R,5.0,3.0,7.0,3,2.33,5.0
2019,1060,Montreal,J4Z,1.0,1.0,5.0,5,1.0,0.0
2019,1060,Montreal,J5A,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J5C,5.0,3.0,2.0,1,2.0,3.0
2019,1060,Montreal,J5R,1.0,1.0,3.0,3,1.0,0.0
2019,1060,Montreal,J5R,5.0,3.0,40.0,7,5.71,4.43
2019,1060,Montreal,J5W,2.0,1.0,2.0,1,2.0,0.0
2019,1060,Montreal,J5X,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J5X,4.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J5Z,1.0,1.0,6.0,6,1.0,0.0
2019,1060,Montreal,J6J,2.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J6K,1.0,1.0,2.0,2,1.0,0.0
2019,1060,Montreal,J6Z,1.0,1.0,7.0,7,1.0,0.0
2019,1060,Montreal,J7H,5.0,3.0,7.0,2,3.5,3.5
2019,1060,Montreal,J7N,2.0,1.0,15.0,10,1.5,0.0
2019,1060,Montreal,J7T,1.0,1.0,13.0,13,1.0,0.0
2019,1060,Montreal,J7V,5.0,3.0,18.0,3,6.0,7.0
2019,1060,Montreal,H1B,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H1E,4.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H3W,5.0,3.0,8.0,1,8.0,4.0
2019,1060,Montreal,H4T,5.0,3.0,3.0,1,3.0,6.0
2019,1060,Montreal,H7C,1.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,H7L,5.0,3.0,13.0,5,2.6,2.8
2019,1060,Montreal,H7M,5.0,3.0,2.0,1,2.0,3.0
2019,1060,Montreal,H7R,1.0,1.0,7.0,7,1.0,0.0
2019,1060,Montreal,H7T,1.0,1.0,10.0,10,1.0,0.0
2019,1060,Montreal,H7X,4.0,1.0,2.0,1,2.0,0.0
2019,1060,Montreal,H7X,5.0,3.0,160.0,5,32.0,10.4
2019,1060,Montreal,H8N,2.0,1.0,1.0,1,1.0,0.0
2019,1060,Montreal,J0N,1.0,1.0,25.0,25,1.0,0.0
2019,1060,Montreal,J3G,1.0,1.0,4.0,4,1.0,0.0
2019,1060,Montreal,J3G,5.0,3.0,1.0,1,1.0,4.0
2019,1060,Montreal,J3N,5.0,3.0,1.0,1,1.0,4.0
2019,1060,Montreal,J3Y,5.0,3.0,21.0,7,3.0,3.29
2019,1060,Montreal,J5K,1.0,1.0,10.0,10,1.0,0.0
2019,1060,Montreal,J5Z,4.0,3.0,1.0,1,1.0,0.0
2019,1060,Montreal,J6X,5.0,3.0,35.0,1,35.0,12.0
2019,1060,Montreal,J6Z,2.0,1.0,7.0,4,1.75,0.0
2019,1060,Montreal,J7E,4.0,1.0,4.0,1,4.0,0.0
2019,1060,Montreal,J7K,2.0,1.0,15.0,12,1.25,0.0
2019,1060,Montreal,J7T,2.0,1.0,4.0,3,1.33,0.0
2019,1060,Montreal,J7T,4.0,1.0,9.0,8,1.13,0.0
2020,1060,Montreal,H1A,5.0,3.0,2.0,1,2.0,3.0
2020,1060,Montreal,H3C,5.0,3.0,257.0,3,85.67,23.0
2020,1060,Montreal,H7T,1.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,H7T,5.0,3.0,19.0,2,9.5,15.0
2020,1060,Montreal,H8S,5.0,3.0,7.0,2,3.5,3.0
2020,1060,Montreal,J0N,1.0,1.0,8.0,8,1.0,0.0
2020,1060,Montreal,J0N,4.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J0P,1.0,1.0,2.0,2,1.0,0.0
2020,1060,Montreal,J4W,1.0,1.0,2.0,2,1.0,0.0
2020,1060,Montreal,J4X,5.0,3.0,2.0,1,2.0,15.0
2020,1060,Montreal,J6A,5.0,3.0,2.0,1,2.0,8.0
2020,1060,Montreal,J7C,1.0,1.0,3.0,3,1.0,0.0
2020,1060,Montreal,J7P,1.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J7R,1.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J7V,4.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,H3C,4.0,3.0,8.0,1,8.0,0.0
2020,1060,Montreal,H7E,5.0,3.0,6.0,1,6.0,5.0
2020,1060,Montreal,H9W,1.0,1.0,2.0,2,1.0,0.0
2020,1060,Montreal,J7N,4.0,1.0,8.0,4,2.0,0.0
2020,1060,Montreal,J7V,5.0,3.0,15.0,3,5.0,7.0
2020,1060,Montreal,H1H,4.0,3.0,1.0,1,1.0,0.0
2020,1060,Montreal,H1N,5.0,3.0,2.0,1,2.0,3.0
2020,1060,Montreal,H3W,5.0,3.0,2.0,1,2.0,4.0
2020,1060,Montreal,H7C,1.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,H7R,5.0,3.0,16.0,3,5.33,5.0
2020,1060,Montreal,H8N,5.0,3.0,3.0,1,3.0,10.0
2020,1060,Montreal,J0L,2.0,1.0,3.0,2,1.5,0.0
2020,1060,Montreal,J3E,4.0,1.0,5.0,4,1.25,0.0
2020,1060,Montreal,J3Y,1.0,1.0,2.0,2,1.0,0.0
2020,1060,Montreal,J4T,4.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J5L,1.0,1.0,3.0,3,1.0,0.0
2020,1060,Montreal,J6N,1.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J7N,2.0,1.0,2.0,2,1.0,0.0
2020,1060,Montreal,J7R,2.0,1.0,5.0,5,1.0,0.0
2020,1060,Montreal,J7T,4.0,1.0,3.0,2,1.5,0.0
2020,1060,Montreal,H1H,5.0,3.0,1.0,1,1.0,3.0
2020,1060,Montreal,H2L,5.0,3.0,4.0,1,4.0,9.0
2020,1060,Montreal,H3B,5.0,3.0,9.0,1,9.0,39.0
2020,1060,Montreal,H7V,5.0,3.0,15.0,1,15.0,8.0
2020,1060,Montreal,H8N,4.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J3L,5.0,3.0,3.0,1,3.0,2.0
2020,1060,Montreal,J4R,5.0,3.0,5.0,2,2.5,6.0
2020,1060,Montreal,J5A,1.0,1.0,3.0,3,1.0,0.0
2020,1060,Montreal,J5A,4.0,1.0,3.0,1,3.0,0.0
2020,1060,Montreal,J5R,4.0,1.0,2.0,1,2.0,0.0
2020,1060,Montreal,J7K,1.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,H1Y,5.0,3.0,5.0,1,5.0,3.0
2020,1060,Montreal,H9B,5.0,3.0,11.0,1,11.0,5.0
2020,1060,Montreal,H9X,1.0,1.0,2.0,2,1.0,0.0
2020,1060,Montreal,J2W,2.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J3G,2.0,1.0,2.0,1,2.0,0.0
2020,1060,Montreal,J3Y,2.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J4Z,5.0,3.0,12.0,7,1.71,4.57
2020,1060,Montreal,J5K,1.0,1.0,4.0,4,1.0,0.0
2020,1060,Montreal,J6J,5.0,3.0,1.0,1,1.0,2.0
2020,1060,Montreal,J6Y,4.0,1.0,5.0,5,1.0,0.0
2020,1060,Montreal,J7A,5.0,3.0,9.0,2,4.5,4.0
2020,1060,Montreal,J7T,2.0,1.0,2.0,2,1.0,0.0
2020,1060,Montreal,J7V,1.0,1.0,1.0,1,1.0,0.0
2020,1060,Montreal,J7Z,5.0,3.0,1.0,1,1.0,3.0
2020,1060,Montreal,,1.0,1.0,125.0,125,1.0,0.0
2020,1060,Montreal,H2L,4.0,1.0,6.0,1,6.0,0.0
