reference_period,ref_qq,metcode,metro,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2013-06-01,2,0580,Halifax,71.0,53,1.34,0.0,1.75
2013-09-01,3,0580,Halifax,126.0,76,1.66,0.07,3.1
2013-12-01,4,0580,Halifax,156.0,116,1.34,0.0,3.83
2014-03-01,1,0580,Halifax,157.0,126,1.25,0.0,3.86
2014-06-01,2,0580,Halifax,166.0,133,1.25,0.0,4.07
2014-09-01,3,0580,Halifax,157.0,122,1.29,0.0,3.86
2014-12-01,4,0580,Halifax,181.0,110,1.65,0.05,4.44
2015-03-01,1,0580,Halifax,185.0,122,1.52,0.04,4.53
2015-06-01,2,0580,Halifax,179.0,115,1.56,0.04,4.37
2015-09-01,3,0580,Halifax,126.0,101,1.25,0.05,3.06
2015-12-01,4,0580,Halifax,174.0,106,1.64,0.09,4.21
2016-03-01,1,0580,Halifax,162.0,97,1.67,0.1,3.91
2016-06-01,2,0580,Halifax,208.0,89,2.34,0.16,4.99
2016-09-01,3,0580,Halifax,146.0,78,1.87,0.18,3.49
2016-12-01,4,0580,Halifax,150.0,85,1.76,0.16,3.57
2017-03-01,1,0580,Halifax,186.0,99,1.88,0.1,4.4
2017-06-01,2,0580,Halifax,194.0,104,1.87,0.1,4.57
2017-09-01,3,0580,Halifax,222.0,117,1.9,0.09,5.2
2017-12-01,4,0580,Halifax,231.0,135,1.71,0.07,5.39
2018-03-01,1,0580,Halifax,212.0,127,1.67,0.04,4.92
2018-06-01,2,0580,Halifax,183.0,112,1.63,0.04,4.22
2018-09-01,3,0580,Halifax,177.0,107,1.65,0.05,4.06
2018-12-01,4,0580,Halifax,233.0,106,2.2,0.12,5.31
2019-03-01,1,0580,Halifax,257.0,141,1.82,0.09,5.83
2019-06-01,2,0580,Halifax,212.0,100,2.12,0.13,4.78
2019-09-01,3,0580,Halifax,204.0,95,2.15,0.14,4.56
2019-12-01,4,0580,Halifax,181.0,83,2.18,0.16,4.02
2020-03-01,1,0580,Halifax,137.0,65,2.11,0.35,3.03
2020-06-01,2,0580,Halifax,129.0,61,2.11,0.25,2.84
2020-09-01,3,0580,Halifax,90.0,28,3.21,0.54,1.98
2020-12-01,4,0580,Halifax,145.0,22,6.59,2.09,3.17
2021-03-01,1,0580,Halifax,143.0,26,5.5,1.77,3.1
2021-06-01,2,0580,Halifax,122.0,24,5.08,1.92,2.61
2021-09-01,3,0580,Halifax,110.0,26,4.23,1.04,2.33
2021-12-01,4,0580,Halifax,102.0,24,4.25,1.13,2.14
2022-03-01,1,0580,Halifax,94.0,14,6.71,1.93,1.95
2022-06-01,2,0580,Halifax,100.0,22,4.55,1.23,2.03
2022-09-01,3,0580,Halifax,102.0,28,3.64,0.96,2.05
2022-12-01,4,0580,Halifax,62.0,43,1.44,0.63,1.23
2023-03-01,1,0580,Halifax,73.0,46,1.59,0.59,1.43
2023-06-01,2,0580,Halifax,67.0,49,1.37,0.55,1.3
2023-09-01,3,0580,Halifax,58.0,42,1.38,0.64,1.11
2023-12-01,4,0580,Halifax,83.0,62,1.34,0.44,1.57
1988-06-01,2,0610,Hamilton,342.0,491,0.7,0.0,5.7
1988-09-01,3,0610,Hamilton,610.0,920,0.66,0.02,10.09
1988-12-01,4,0610,Hamilton,290.0,559,0.52,0.01,4.77
1989-03-01,1,0610,Hamilton,290.0,455,0.64,0.0,4.75
1989-06-01,2,0610,Hamilton,286.0,406,0.7,0.0,4.67
1989-09-01,3,0610,Hamilton,277.0,461,0.6,0.0,4.51
1989-12-01,4,0610,Hamilton,348.0,441,0.79,0.0,5.66
1990-03-01,1,0610,Hamilton,260.0,387,0.67,0.0,4.22
1990-06-01,2,0610,Hamilton,299.0,379,0.79,0.0,4.84
1990-09-01,3,0610,Hamilton,346.0,416,0.83,0.0,5.59
1990-12-01,4,0610,Hamilton,459.0,360,1.28,0.0,7.41
1991-03-01,1,0610,Hamilton,363.0,277,1.31,0.0,5.85
1991-06-01,2,0610,Hamilton,310.0,220,1.41,0.0,4.99
1991-09-01,3,0610,Hamilton,331.0,279,1.19,0.02,5.32
1991-12-01,4,0610,Hamilton,478.0,353,1.35,0.02,7.67
1992-03-01,1,0610,Hamilton,433.0,288,1.5,0.02,6.94
1992-06-01,2,0610,Hamilton,455.0,342,1.33,0.02,7.29
1992-09-01,3,0610,Hamilton,665.0,355,1.87,0.02,10.65
1992-12-01,4,0610,Hamilton,674.0,345,1.95,0.02,10.78
1993-03-01,1,0610,Hamilton,522.0,289,1.81,0.02,8.34
1993-06-01,2,0610,Hamilton,470.0,311,1.51,0.02,7.5
1993-09-01,3,0610,Hamilton,440.0,349,1.26,0.0,7.0
1993-12-01,4,0610,Hamilton,428.0,340,1.26,0.0,6.8
1994-03-01,1,0610,Hamilton,391.0,258,1.52,0.0,6.19
1994-06-01,2,0610,Hamilton,431.0,392,1.1,0.0,6.81
1994-09-01,3,0610,Hamilton,274.0,401,0.68,0.0,4.32
1994-12-01,4,0610,Hamilton,307.0,302,1.02,0.0,4.83
1995-03-01,1,0610,Hamilton,298.0,246,1.21,0.0,4.67
1995-06-01,2,0610,Hamilton,318.0,307,1.04,0.0,4.97
1995-09-01,3,0610,Hamilton,292.0,317,0.92,0.0,4.56
1995-12-01,4,0610,Hamilton,289.0,307,0.94,0.0,4.5
1996-03-01,1,0610,Hamilton,257.0,249,1.03,0.0,3.99
1996-06-01,2,0610,Hamilton,234.0,254,0.92,0.0,3.62
1996-09-01,3,0610,Hamilton,163.0,336,0.49,0.0,2.51
1996-12-01,4,0610,Hamilton,191.0,341,0.56,0.0,2.94
1997-03-01,1,0610,Hamilton,157.0,243,0.65,0.0,2.41
1997-06-01,2,0610,Hamilton,137.0,282,0.49,0.0,2.09
1997-09-01,3,0610,Hamilton,139.0,349,0.4,0.0,2.12
1997-12-01,4,0610,Hamilton,177.0,331,0.53,0.0,2.69
1998-03-01,1,0610,Hamilton,165.0,250,0.66,0.0,2.5
1998-06-01,2,0610,Hamilton,195.0,321,0.61,0.0,2.95
1998-09-01,3,0610,Hamilton,214.0,280,0.76,0.01,3.23
1998-12-01,4,0610,Hamilton,155.0,251,0.62,0.01,2.33
1999-03-01,1,0610,Hamilton,120.0,202,0.59,0.0,1.8
1999-06-01,2,0610,Hamilton,156.0,275,0.57,0.0,2.33
1999-09-01,3,0610,Hamilton,206.0,338,0.61,0.0,3.07
1999-12-01,4,0610,Hamilton,325.0,352,0.92,0.01,4.82
2000-03-01,1,0610,Hamilton,442.0,415,1.07,0.0,6.53
2000-06-01,2,0610,Hamilton,487.0,416,1.17,0.0,7.16
2000-09-01,3,0610,Hamilton,587.0,412,1.42,0.0,8.57
2000-12-01,4,0610,Hamilton,587.0,403,1.46,0.01,8.53
2001-03-01,1,0610,Hamilton,428.0,362,1.18,0.01,6.2
2001-06-01,2,0610,Hamilton,487.0,352,1.38,0.05,7.03
2001-09-01,3,0610,Hamilton,487.0,378,1.29,0.05,7.02
2001-12-01,4,0610,Hamilton,659.0,517,1.27,0.03,9.47
2002-03-01,1,0610,Hamilton,658.0,501,1.31,0.02,9.43
2002-06-01,2,0610,Hamilton,620.0,475,1.31,0.03,8.86
2002-09-01,3,0610,Hamilton,494.0,578,0.85,0.01,7.04
2002-12-01,4,0610,Hamilton,351.0,494,0.71,0.01,4.99
2003-03-01,1,0610,Hamilton,182.0,447,0.41,0.03,2.58
2003-06-01,2,0610,Hamilton,148.0,279,0.53,0.05,2.1
2003-09-01,3,0610,Hamilton,120.0,166,0.72,0.05,1.7
2003-12-01,4,0610,Hamilton,122.0,287,0.43,0.03,1.72
2004-03-01,1,0610,Hamilton,104.0,247,0.42,0.03,1.46
2004-06-01,2,0610,Hamilton,117.0,202,0.58,0.02,1.64
2004-09-01,3,0610,Hamilton,114.0,273,0.42,0.0,1.6
2004-12-01,4,0610,Hamilton,172.0,248,0.69,0.0,2.41
2005-03-01,1,0610,Hamilton,102.0,198,0.52,0.0,1.43
2005-06-01,2,0610,Hamilton,108.0,234,0.46,0.0,1.51
2005-09-01,3,0610,Hamilton,106.0,289,0.37,0.0,1.48
2005-12-01,4,0610,Hamilton,115.0,213,0.54,0.0,1.6
2006-03-01,1,0610,Hamilton,108.0,196,0.55,0.0,1.5
2006-06-01,2,0610,Hamilton,118.0,222,0.53,0.01,1.64
2006-09-01,3,0610,Hamilton,100.0,216,0.46,0.0,1.39
2006-12-01,4,0610,Hamilton,111.0,217,0.51,0.0,1.54
2007-03-01,1,0610,Hamilton,135.0,217,0.62,0.0,1.87
2007-06-01,2,0610,Hamilton,109.0,223,0.49,0.03,1.51
2007-09-01,3,0610,Hamilton,104.0,229,0.45,0.03,1.44
2007-12-01,4,0610,Hamilton,125.0,251,0.5,0.02,1.72
2008-03-01,1,0610,Hamilton,98.0,194,0.51,0.0,1.35
2008-06-01,2,0610,Hamilton,117.0,242,0.48,0.0,1.61
2008-09-01,3,0610,Hamilton,121.0,289,0.42,0.0,1.66
2008-12-01,4,0610,Hamilton,127.0,239,0.53,0.0,1.74
2009-03-01,1,0610,Hamilton,129.0,222,0.58,0.0,1.76
2009-06-01,2,0610,Hamilton,113.0,214,0.53,0.0,1.54
2009-09-01,3,0610,Hamilton,93.0,62,1.5,0.0,1.27
2009-12-01,4,0610,Hamilton,86.0,61,1.41,0.0,1.17
2010-03-01,1,0610,Hamilton,120.0,84,1.43,0.0,1.63
2010-06-01,2,0610,Hamilton,90.0,64,1.41,0.0,1.22
2010-09-01,3,0610,Hamilton,79.0,53,1.49,0.0,1.07
2010-12-01,4,0610,Hamilton,73.0,46,1.59,0.0,0.98
2011-03-01,1,0610,Hamilton,47.0,41,1.15,0.0,0.63
2011-06-01,2,0610,Hamilton,44.0,39,1.13,0.0,0.59
2011-09-01,3,0610,Hamilton,48.0,44,1.09,0.0,0.64
2011-12-01,4,0610,Hamilton,75.0,37,2.03,0.0,1.0
2012-03-01,1,0610,Hamilton,73.0,41,1.78,0.0,0.98
2012-06-01,2,0610,Hamilton,70.0,58,1.21,0.0,0.93
2012-09-01,3,0610,Hamilton,65.0,53,1.23,0.0,0.87
2012-12-01,4,0610,Hamilton,69.0,59,1.17,0.0,0.92
2013-03-01,1,0610,Hamilton,84.0,67,1.25,0.31,1.12
2013-06-01,2,0610,Hamilton,80.0,72,1.11,0.29,1.06
2013-09-01,3,0610,Hamilton,74.0,59,1.25,0.0,0.98
2013-12-01,4,0610,Hamilton,64.0,58,1.1,0.0,0.85
2014-03-01,1,0610,Hamilton,91.0,85,1.07,0.0,1.2
2014-06-01,2,0610,Hamilton,131.0,103,1.27,0.1,1.73
2014-09-01,3,0610,Hamilton,81.0,70,1.16,0.0,1.07
2014-12-01,4,0610,Hamilton,92.0,78,1.18,0.01,1.21
2015-03-01,1,0610,Hamilton,127.0,78,1.63,0.19,1.67
2015-06-01,2,0610,Hamilton,206.0,104,1.98,0.12,2.7
2015-09-01,3,0610,Hamilton,325.0,127,2.56,0.13,4.24
2015-12-01,4,0610,Hamilton,287.0,158,1.82,0.01,3.74
2016-03-01,1,0610,Hamilton,321.0,185,1.74,0.01,4.17
2016-06-01,2,0610,Hamilton,301.0,153,1.97,0.01,3.9
2016-09-01,3,0610,Hamilton,297.0,132,2.25,0.01,3.83
2016-12-01,4,0610,Hamilton,364.0,160,2.28,0.01,4.69
2017-03-01,1,0610,Hamilton,344.0,142,2.42,0.04,4.42
2017-06-01,2,0610,Hamilton,346.0,163,2.12,0.05,4.43
2017-09-01,3,0610,Hamilton,267.0,127,2.1,0.06,3.41
2017-12-01,4,0610,Hamilton,290.0,83,3.49,0.08,3.7
2018-03-01,1,0610,Hamilton,164.0,60,2.73,0.0,2.09
2018-06-01,2,0610,Hamilton,218.0,78,2.79,0.0,2.76
2018-09-01,3,0610,Hamilton,157.0,54,2.91,0.0,1.98
2018-12-01,4,0610,Hamilton,254.0,78,3.26,0.12,3.2
2019-03-01,1,0610,Hamilton,269.0,86,3.13,0.1,3.38
2019-06-01,2,0610,Hamilton,163.0,70,2.33,0.13,2.04
2019-09-01,3,0610,Hamilton,186.0,79,2.35,0.11,2.32
2019-12-01,4,0610,Hamilton,182.0,68,2.68,0.13,2.26
2020-03-01,1,0610,Hamilton,229.0,86,2.66,0.1,2.84
2020-06-01,2,0610,Hamilton,146.0,70,2.09,0.13,1.8
2020-09-01,3,0610,Hamilton,171.0,70,2.44,0.21,2.12
2020-12-01,4,0610,Hamilton,234.0,93,2.52,0.13,2.89
2021-03-01,1,0610,Hamilton,137.0,57,2.4,0.21,1.69
2021-06-01,2,0610,Hamilton,106.0,53,2.0,0.21,1.3
2021-09-01,3,0610,Hamilton,97.0,47,2.06,0.23,1.19
2021-12-01,4,0610,Hamilton,139.0,65,2.14,0.17,1.7
2022-03-01,1,0610,Hamilton,182.0,67,2.72,0.16,2.21
2022-06-01,2,0610,Hamilton,158.0,61,2.59,0.03,1.91
2022-09-01,3,0610,Hamilton,140.0,57,2.46,0.04,1.69
2022-12-01,4,0610,Hamilton,166.0,70,2.37,0.03,1.99
2023-03-01,1,0610,Hamilton,130.0,60,2.17,0.03,1.55
2023-06-01,2,0610,Hamilton,160.0,67,2.39,0.03,1.91
2023-09-01,3,0610,Hamilton,102.0,52,1.96,0.04,1.21
2023-12-01,4,0610,Hamilton,141.0,53,2.66,0.08,1.67
1988-06-01,2,1060,Montreal,3676.0,3887,0.95,0.09,11.09
1988-09-01,3,1060,Montreal,3680.0,3013,1.22,0.2,11.02
1988-12-01,4,1060,Montreal,4278.0,3063,1.4,0.24,12.76
1989-03-01,1,1060,Montreal,3903.0,2653,1.47,0.28,11.61
1989-06-01,2,1060,Montreal,3720.0,3538,1.05,0.23,11.03
1989-09-01,3,1060,Montreal,3747.0,2905,1.29,0.27,11.1
1989-12-01,4,1060,Montreal,3743.0,2730,1.37,0.25,11.06
1990-03-01,1,1060,Montreal,4120.0,2697,1.53,0.27,12.15
1990-06-01,2,1060,Montreal,4206.0,3866,1.09,0.19,12.38
1990-09-01,3,1060,Montreal,4089.0,3056,1.34,0.23,12.02
1990-12-01,4,1060,Montreal,4310.0,3127,1.38,0.23,12.65
1991-03-01,1,1060,Montreal,4119.0,2422,1.7,0.3,12.07
1991-06-01,2,1060,Montreal,3956.0,3153,1.25,0.23,11.58
1991-09-01,3,1060,Montreal,3791.0,2643,1.43,0.32,11.09
1991-12-01,4,1060,Montreal,4070.0,2870,1.42,0.3,11.89
1992-03-01,1,1060,Montreal,4158.0,2697,1.54,0.47,12.13
1992-06-01,2,1060,Montreal,3856.0,3269,1.18,0.41,11.23
1992-09-01,3,1060,Montreal,3541.0,2468,1.43,0.58,10.29
1992-12-01,4,1060,Montreal,3933.0,2649,1.48,0.55,11.42
1993-03-01,1,1060,Montreal,3891.0,2467,1.58,0.58,11.28
1993-06-01,2,1060,Montreal,4008.0,3313,1.21,0.43,11.6
1993-09-01,3,1060,Montreal,3474.0,2623,1.32,0.56,10.04
1993-12-01,4,1060,Montreal,3573.0,2622,1.36,0.52,10.31
1994-03-01,1,1060,Montreal,3434.0,2406,1.43,0.52,9.89
1994-06-01,2,1060,Montreal,2970.0,3335,0.89,0.31,8.55
1994-09-01,3,1060,Montreal,3221.0,2462,1.31,0.57,9.26
1994-12-01,4,1060,Montreal,3290.0,2417,1.36,0.58,9.44
1995-03-01,1,1060,Montreal,3448.0,2304,1.5,0.6,9.88
1995-06-01,2,1060,Montreal,3387.0,2872,1.18,0.44,9.7
1995-09-01,3,1060,Montreal,2698.0,2026,1.33,0.6,7.72
1995-12-01,4,1060,Montreal,2714.0,1943,1.4,0.59,7.76
1996-03-01,1,1060,Montreal,2533.0,1743,1.45,0.59,7.23
1996-06-01,2,1060,Montreal,2213.0,2166,1.02,0.42,6.31
1996-09-01,3,1060,Montreal,1726.0,1523,1.13,0.59,4.91
1996-12-01,4,1060,Montreal,1875.0,1436,1.31,0.55,5.33
1997-03-01,1,1060,Montreal,1822.0,1372,1.33,0.53,5.18
1997-06-01,2,1060,Montreal,1772.0,2111,0.84,0.33,5.03
1997-09-01,3,1060,Montreal,1296.0,1287,1.01,0.57,3.67
1997-12-01,4,1060,Montreal,1516.0,1388,1.09,0.57,4.29
1998-03-01,1,1060,Montreal,1712.0,1375,1.25,0.58,4.84
1998-06-01,2,1060,Montreal,1540.0,2020,0.76,0.31,4.35
1998-09-01,3,1060,Montreal,1332.0,1346,0.99,0.48,3.75
1998-12-01,4,1060,Montreal,1394.0,1369,1.02,0.4,3.92
1999-03-01,1,1060,Montreal,1486.0,1271,1.17,0.41,4.17
1999-06-01,2,1060,Montreal,1361.0,2137,0.64,0.23,3.81
1999-09-01,3,1060,Montreal,1202.0,1527,0.79,0.32,3.35
1999-12-01,4,1060,Montreal,1391.0,1436,0.97,0.29,3.87
2000-03-01,1,1060,Montreal,1498.0,1414,1.06,0.25,4.16
2000-06-01,2,1060,Montreal,1532.0,2184,0.7,0.13,4.24
2000-09-01,3,1060,Montreal,1191.0,1440,0.83,0.13,3.29
2000-12-01,4,1060,Montreal,1307.0,1267,1.03,0.1,3.6
2001-03-01,1,1060,Montreal,1456.0,1285,1.13,0.12,4.0
2001-06-01,2,1060,Montreal,1314.0,2181,0.6,0.06,3.6
2001-09-01,3,1060,Montreal,1048.0,1301,0.81,0.1,2.87
2001-12-01,4,1060,Montreal,1420.0,1366,1.04,0.07,3.87
2002-03-01,1,1060,Montreal,1585.0,1330,1.19,0.06,4.31
2002-06-01,2,1060,Montreal,1282.0,2334,0.55,0.17,3.48
2002-09-01,3,1060,Montreal,877.0,1473,0.6,0.25,2.38
2002-12-01,4,1060,Montreal,1074.0,1373,0.78,0.28,2.9
2003-03-01,1,1060,Montreal,1162.0,1173,0.99,0.29,3.14
2003-06-01,2,1060,Montreal,1415.0,2277,0.62,0.16,3.81
2003-09-01,3,1060,Montreal,1232.0,1793,0.69,0.21,3.31
2003-12-01,4,1060,Montreal,1437.0,1597,0.9,0.19,3.86
2004-03-01,1,1060,Montreal,1486.0,1435,1.04,0.29,3.98
2004-06-01,2,1060,Montreal,1467.0,2246,0.65,0.15,3.92
2004-09-01,3,1060,Montreal,2116.0,1714,1.23,0.39,5.65
2004-12-01,4,1060,Montreal,2478.0,2018,1.23,0.4,6.6
2005-03-01,1,1060,Montreal,2037.0,1399,1.46,0.56,5.42
2005-06-01,2,1060,Montreal,2300.0,2259,1.02,0.43,6.1
2005-09-01,3,1060,Montreal,2309.0,1876,1.23,0.6,6.12
2005-12-01,4,1060,Montreal,2593.0,1724,1.5,0.63,6.85
2006-03-01,1,1060,Montreal,2749.0,1425,1.93,0.81,7.25
2006-06-01,2,1060,Montreal,2827.0,2309,1.22,0.52,7.44
2006-09-01,3,1060,Montreal,2908.0,1735,1.68,0.7,7.64
2006-12-01,4,1060,Montreal,4339.0,1963,2.21,0.74,11.37
2007-03-01,1,1060,Montreal,3121.0,1631,1.91,0.81,8.16
2007-06-01,2,1060,Montreal,2929.0,2362,1.24,0.56,7.64
2007-09-01,3,1060,Montreal,3122.0,1728,1.81,0.7,8.12
2007-12-01,4,1060,Montreal,2893.0,1821,1.59,0.67,7.51
2008-03-01,1,1060,Montreal,2868.0,1684,1.7,0.69,7.42
2008-06-01,2,1060,Montreal,2593.0,2188,1.19,0.51,6.69
2008-09-01,3,1060,Montreal,2707.0,1808,1.5,0.57,6.96
2008-12-01,4,1060,Montreal,2656.0,1800,1.48,0.6,6.81
2009-03-01,1,1060,Montreal,2666.0,1619,1.65,0.7,6.81
2009-06-01,2,1060,Montreal,2498.0,1880,1.33,0.64,6.36
2009-09-01,3,1060,Montreal,2361.0,1098,2.15,1.01,6.0
2009-12-01,4,1060,Montreal,2598.0,1157,2.25,0.93,6.58
2010-03-01,1,1060,Montreal,2290.0,1143,2.0,0.79,5.78
2010-06-01,2,1060,Montreal,2129.0,1099,1.94,0.56,5.36
2010-09-01,3,1060,Montreal,1982.0,948,2.09,0.6,4.98
2010-12-01,4,1060,Montreal,1927.0,1020,1.89,0.55,4.83
2011-03-01,1,1060,Montreal,2077.0,1073,1.94,0.52,5.19
2011-06-01,2,1060,Montreal,2167.0,1106,1.96,0.5,5.41
2011-09-01,3,1060,Montreal,2205.0,1065,2.07,0.52,5.49
2011-12-01,4,1060,Montreal,2637.0,1209,2.18,0.56,6.55
2012-03-01,1,1060,Montreal,2615.0,1180,2.22,0.59,6.48
2012-06-01,2,1060,Montreal,2456.0,1082,2.27,1.11,6.07
2012-09-01,3,1060,Montreal,2228.0,961,2.32,1.37,5.5
2012-12-01,4,1060,Montreal,2459.0,989,2.49,1.41,6.05
2013-03-01,1,1060,Montreal,2538.0,1097,2.31,1.33,6.24
2013-06-01,2,1060,Montreal,2652.0,1072,2.47,1.42,6.5
2013-09-01,3,1060,Montreal,2579.0,1059,2.44,1.51,6.31
2013-12-01,4,1060,Montreal,2756.0,1102,2.5,1.6,6.74
2014-03-01,1,1060,Montreal,2811.0,1085,2.59,1.61,6.86
2014-06-01,2,1060,Montreal,3051.0,1151,2.65,1.7,7.44
2014-09-01,3,1060,Montreal,3359.0,1205,2.79,1.89,8.19
2014-12-01,4,1060,Montreal,3631.0,1270,2.86,1.8,8.84
2015-03-01,1,1060,Montreal,3691.0,1367,2.7,1.63,8.98
2015-06-01,2,1060,Montreal,3636.0,1325,2.74,1.63,8.83
2015-09-01,3,1060,Montreal,3333.0,1208,2.76,1.76,8.08
2015-12-01,4,1060,Montreal,3318.0,1221,2.72,1.79,8.03
2016-03-01,1,1060,Montreal,2995.0,1134,2.64,1.88,7.23
2016-06-01,2,1060,Montreal,2983.0,1069,2.79,1.8,7.18
2016-09-01,3,1060,Montreal,2743.0,1015,2.7,1.8,6.58
2016-12-01,4,1060,Montreal,2791.0,966,2.89,1.73,6.67
2017-03-01,1,1060,Montreal,2699.0,969,2.79,1.66,6.43
2017-06-01,2,1060,Montreal,2555.0,909,2.81,1.69,6.06
2017-09-01,3,1060,Montreal,2210.0,861,2.57,1.74,5.21
2017-12-01,4,1060,Montreal,2356.0,875,2.69,1.68,5.54
2018-03-01,1,1060,Montreal,2418.0,868,2.79,1.65,5.66
2018-06-01,2,1060,Montreal,2497.0,809,3.09,1.69,5.82
2018-09-01,3,1060,Montreal,2169.0,712,3.05,1.72,5.03
2018-12-01,4,1060,Montreal,1952.0,671,2.91,1.8,4.51
2019-03-01,1,1060,Montreal,1915.0,654,2.93,1.72,4.41
2019-06-01,2,1060,Montreal,1845.0,681,2.71,1.48,4.24
2019-09-01,3,1060,Montreal,2042.0,689,2.96,1.22,4.68
2019-12-01,4,1060,Montreal,2130.0,763,2.79,1.09,4.88
2020-03-01,1,1060,Montreal,1961.0,775,2.53,1.05,4.49
2020-06-01,2,1060,Montreal,1412.0,639,2.21,1.01,3.23
2020-09-01,3,1060,Montreal,1455.0,567,2.57,1.17,3.35
2020-12-01,4,1060,Montreal,1249.0,466,2.68,1.26,2.88
2021-03-01,1,1060,Montreal,900.0,395,2.28,1.25,2.07
2021-06-01,2,1060,Montreal,954.0,396,2.41,1.15,2.19
2021-09-01,3,1060,Montreal,885.0,374,2.37,1.37,2.03
2021-12-01,4,1060,Montreal,791.0,427,1.85,1.0,1.81
2022-03-01,1,1060,Montreal,733.0,397,1.85,1.04,1.67
2022-06-01,2,1060,Montreal,697.0,395,1.76,0.7,1.58
2022-09-01,3,1060,Montreal,659.0,338,1.95,0.87,1.48
2022-12-01,4,1060,Montreal,763.0,395,1.93,0.93,1.71
2023-03-01,1,1060,Montreal,858.0,455,1.89,0.91,1.91
2023-06-01,2,1060,Montreal,1061.0,435,2.44,1.11,2.34
2023-09-01,3,1060,Montreal,1150.0,404,2.85,1.24,2.52
2023-12-01,4,1060,Montreal,1330.0,411,3.24,1.35,2.89
1988-06-01,2,1265,Ottawa,332.0,547,0.61,0.05,3.6
1988-09-01,3,1265,Ottawa,278.0,678,0.41,0.04,3.0
1988-12-01,4,1265,Ottawa,444.0,575,0.77,0.09,4.75
1989-03-01,1,1265,Ottawa,381.0,493,0.77,0.1,4.05
1989-06-01,2,1265,Ottawa,445.0,536,0.83,0.09,4.7
1989-09-01,3,1265,Ottawa,443.0,643,0.69,0.11,4.65
1989-12-01,4,1265,Ottawa,589.0,616,0.96,0.09,6.14
1990-03-01,1,1265,Ottawa,583.0,449,1.3,0.12,6.04
1990-06-01,2,1265,Ottawa,530.0,576,0.92,0.08,5.46
1990-09-01,3,1265,Ottawa,553.0,608,0.91,0.07,5.66
1990-12-01,4,1265,Ottawa,674.0,566,1.19,0.08,6.86
1991-03-01,1,1265,Ottawa,714.0,452,1.58,0.05,7.23
1991-06-01,2,1265,Ottawa,674.0,303,2.22,0.08,6.8
1991-09-01,3,1265,Ottawa,587.0,371,1.58,0.06,5.9
1991-12-01,4,1265,Ottawa,659.0,397,1.66,0.06,6.59
1992-03-01,1,1265,Ottawa,509.0,406,1.25,0.06,5.07
1992-06-01,2,1265,Ottawa,428.0,372,1.15,0.06,4.24
1992-09-01,3,1265,Ottawa,382.0,220,1.74,0.02,3.77
1992-12-01,4,1265,Ottawa,602.0,536,1.12,0.01,5.91
1993-03-01,1,1265,Ottawa,625.0,449,1.39,0.01,6.12
1993-06-01,2,1265,Ottawa,534.0,461,1.16,0.01,5.21
1993-09-01,3,1265,Ottawa,583.0,545,1.07,0.0,5.68
1993-12-01,4,1265,Ottawa,648.0,511,1.27,0.0,6.29
1994-03-01,1,1265,Ottawa,511.0,414,1.23,0.0,4.95
1994-06-01,2,1265,Ottawa,404.0,338,1.2,0.0,3.91
1994-09-01,3,1265,Ottawa,537.0,470,1.14,0.02,5.18
1994-12-01,4,1265,Ottawa,706.0,468,1.51,0.02,6.8
1995-03-01,1,1265,Ottawa,729.0,427,1.71,0.02,7.01
1995-06-01,2,1265,Ottawa,640.0,419,1.53,0.02,6.14
1995-09-01,3,1265,Ottawa,590.0,385,1.53,0.02,5.65
1995-12-01,4,1265,Ottawa,599.0,380,1.58,0.02,5.73
1996-03-01,1,1265,Ottawa,521.0,290,1.8,0.03,4.98
1996-06-01,2,1265,Ottawa,365.0,242,1.51,0.01,3.48
1996-09-01,3,1265,Ottawa,390.0,353,1.1,0.01,3.71
1996-12-01,4,1265,Ottawa,460.0,379,1.21,0.01,4.37
1997-03-01,1,1265,Ottawa,441.0,333,1.32,0.01,4.18
1997-06-01,2,1265,Ottawa,420.0,361,1.16,0.0,3.97
1997-09-01,3,1265,Ottawa,403.0,496,0.81,0.0,3.8
1997-12-01,4,1265,Ottawa,435.0,451,0.96,0.0,4.09
1998-03-01,1,1265,Ottawa,428.0,411,1.04,0.0,4.01
1998-06-01,2,1265,Ottawa,403.0,417,0.97,0.01,3.76
1998-09-01,3,1265,Ottawa,391.0,605,0.65,0.01,3.64
1998-12-01,4,1265,Ottawa,425.0,571,0.74,0.01,3.94
1999-03-01,1,1265,Ottawa,376.0,477,0.79,0.01,3.47
1999-06-01,2,1265,Ottawa,299.0,395,0.76,0.01,2.75
1999-09-01,3,1265,Ottawa,253.0,537,0.47,0.0,2.31
1999-12-01,4,1265,Ottawa,312.0,588,0.53,0.0,2.84
2000-03-01,1,1265,Ottawa,285.0,386,0.74,0.0,2.58
2000-06-01,2,1265,Ottawa,290.0,439,0.66,0.0,2.61
2000-09-01,3,1265,Ottawa,230.0,467,0.49,0.0,2.06
2000-12-01,4,1265,Ottawa,194.0,490,0.4,0.0,1.72
2001-03-01,1,1265,Ottawa,173.0,357,0.48,0.0,1.53
2001-06-01,2,1265,Ottawa,161.0,460,0.35,0.0,1.42
2001-09-01,3,1265,Ottawa,184.0,514,0.36,0.0,1.62
2001-12-01,4,1265,Ottawa,220.0,621,0.35,0.0,1.93
2002-03-01,1,1265,Ottawa,229.0,440,0.52,0.0,2.0
