reference_period,ref_qq,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2017-06-01,2,2440,Victoria,1.0,1.0,24.0,24,1.0,0.0,0.61
2017-06-01,2,2440,Victoria,5.0,3.0,13.0,3,4.33,4.67,0.33
2017-06-01,2,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.03
2017-06-01,2,2440,Victoria,4.0,3.0,4.0,1,4.0,0.0,0.1
2017-09-01,3,2440,Victoria,4.0,3.0,5.0,2,2.5,0.0,0.13
2017-09-01,3,2440,Victoria,5.0,3.0,5.0,2,2.5,4.5,0.13
2017-09-01,3,2440,Victoria,2.0,1.0,3.0,2,1.5,0.0,0.08
2017-09-01,3,2440,Victoria,1.0,1.0,36.0,36,1.0,0.0,0.91
2017-12-01,4,2440,Victoria,2.0,1.0,3.0,2,1.5,0.0,0.08
2017-12-01,4,2440,Victoria,1.0,1.0,45.0,45,1.0,0.0,1.14
2017-12-01,4,2440,Victoria,4.0,3.0,7.0,2,3.5,0.0,0.18
2017-12-01,4,2440,Victoria,5.0,3.0,18.0,5,3.6,3.8,0.45
2018-03-01,1,2440,Victoria,4.0,3.0,9.0,4,2.25,0.0,0.23
2018-03-01,1,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.03
2018-03-01,1,2440,Victoria,2.0,3.0,3.0,2,1.5,0.0,0.08
2018-03-01,1,2440,Victoria,5.0,3.0,14.0,6,2.33,3.33,0.35
2018-03-01,1,2440,Victoria,2.0,1.0,2.0,2,1.0,0.0,0.05
2018-03-01,1,2440,Victoria,1.0,1.0,54.0,54,1.0,0.0,1.36
2018-06-01,2,2440,Victoria,1.0,1.0,56.0,56,1.0,0.0,1.4
2018-06-01,2,2440,Victoria,2.0,3.0,5.0,3,1.67,0.0,0.13
2018-06-01,2,2440,Victoria,4.0,3.0,7.0,5,1.4,0.0,0.18
2018-06-01,2,2440,Victoria,5.0,3.0,11.0,6,1.83,3.83,0.28
2018-06-01,2,2440,Victoria,2.0,1.0,6.0,4,1.5,0.0,0.15
2018-09-01,3,2440,Victoria,1.0,1.0,54.0,54,1.0,0.0,1.35
2018-09-01,3,2440,Victoria,4.0,3.0,9.0,6,1.5,0.0,0.22
2018-09-01,3,2440,Victoria,2.0,3.0,6.0,4,1.5,0.0,0.15
2018-09-01,3,2440,Victoria,5.0,3.0,6.0,4,1.5,3.75,0.15
2018-09-01,3,2440,Victoria,2.0,1.0,14.0,11,1.27,0.0,0.35
2018-12-01,4,2440,Victoria,2.0,3.0,8.0,6,1.33,0.0,0.2
2018-12-01,4,2440,Victoria,4.0,3.0,12.0,9,1.33,0.0,0.3
2018-12-01,4,2440,Victoria,1.0,1.0,43.0,43,1.0,0.0,1.07
2018-12-01,4,2440,Victoria,5.0,3.0,29.0,10,2.9,3.8,0.72
2018-12-01,4,2440,Victoria,2.0,1.0,14.0,10,1.4,0.0,0.35
2019-03-01,1,2440,Victoria,5.0,3.0,20.0,10,2.0,3.8,0.49
2019-03-01,1,2440,Victoria,2.0,3.0,10.0,6,1.67,0.0,0.25
2019-03-01,1,2440,Victoria,4.0,3.0,19.0,6,3.17,0.0,0.47
2019-03-01,1,2440,Victoria,1.0,1.0,71.0,71,1.0,0.0,1.76
2019-03-01,1,2440,Victoria,2.0,1.0,17.0,12,1.42,0.0,0.42
2019-06-01,2,2440,Victoria,4.0,3.0,25.0,9,2.78,0.0,0.62
2019-06-01,2,2440,Victoria,5.0,3.0,14.0,7,2.0,4.0,0.34
2019-06-01,2,2440,Victoria,2.0,1.0,16.0,11,1.45,0.0,0.39
2019-06-01,2,2440,Victoria,2.0,3.0,8.0,6,1.33,0.0,0.2
2019-06-01,2,2440,Victoria,1.0,1.0,73.0,73,1.0,0.0,1.8
2019-09-01,3,2440,Victoria,4.0,3.0,57.0,22,2.59,0.0,1.4
2019-09-01,3,2440,Victoria,2.0,1.0,8.0,5,1.6,0.0,0.2
2019-09-01,3,2440,Victoria,1.0,1.0,74.0,74,1.0,0.0,1.82
2019-09-01,3,2440,Victoria,2.0,3.0,7.0,4,1.75,0.0,0.17
2019-09-01,3,2440,Victoria,5.0,3.0,65.0,11,5.91,4.45,1.6
2019-12-01,4,2440,Victoria,1.0,3.0,4.0,4,1.0,0.0,0.1
2019-12-01,4,2440,Victoria,4.0,3.0,72.0,30,2.4,0.0,1.76
2019-12-01,4,2440,Victoria,5.0,3.0,75.0,14,5.36,4.71,1.83
2019-12-01,4,2440,Victoria,2.0,3.0,18.0,10,1.8,0.0,0.44
2019-12-01,4,2440,Victoria,1.0,1.0,70.0,70,1.0,0.0,1.71
2019-12-01,4,2440,Victoria,2.0,1.0,11.0,7,1.57,0.0,0.27
2020-03-01,1,2440,Victoria,5.0,3.0,90.0,15,6.0,5.6,2.19
2020-03-01,1,2440,Victoria,4.0,3.0,46.0,25,1.84,0.0,1.12
2020-03-01,1,2440,Victoria,2.0,1.0,4.0,4,1.0,0.0,0.1
2020-03-01,1,2440,Victoria,2.0,3.0,15.0,8,1.88,0.0,0.37
2020-03-01,1,2440,Victoria,1.0,3.0,5.0,5,1.0,0.0,0.12
2020-03-01,1,2440,Victoria,1.0,1.0,50.0,50,1.0,0.0,1.22
2020-06-01,2,2440,Victoria,1.0,1.0,48.0,48,1.0,0.0,1.17
2020-06-01,2,2440,Victoria,5.0,3.0,100.0,17,5.88,5.59,2.43
2020-06-01,2,2440,Victoria,2.0,3.0,7.0,5,1.4,0.0,0.17
2020-06-01,2,2440,Victoria,2.0,1.0,9.0,7,1.29,0.0,0.22
2020-06-01,2,2440,Victoria,1.0,3.0,4.0,4,1.0,0.0,0.1
2020-06-01,2,2440,Victoria,4.0,3.0,33.0,20,1.65,0.0,0.8
2020-09-01,3,2440,Victoria,2.0,3.0,8.0,5,1.6,0.0,0.19
2020-09-01,3,2440,Victoria,1.0,1.0,41.0,41,1.0,0.0,1.0
2020-09-01,3,2440,Victoria,4.0,3.0,29.0,16,1.81,0.0,0.71
2020-09-01,3,2440,Victoria,2.0,1.0,4.0,3,1.33,0.0,0.1
2020-09-01,3,2440,Victoria,1.0,3.0,3.0,3,1.0,0.0,0.07
2020-09-01,3,2440,Victoria,5.0,3.0,167.0,18,9.28,7.0,4.06
2020-12-01,4,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.02
2020-12-01,4,2440,Victoria,5.0,3.0,131.0,19,6.89,6.74,3.17
2020-12-01,4,2440,Victoria,2.0,3.0,4.0,3,1.33,0.0,0.1
2020-12-01,4,2440,Victoria,1.0,1.0,20.0,20,1.0,0.0,0.48
2020-12-01,4,2440,Victoria,4.0,3.0,12.0,8,1.5,0.0,0.29
2020-12-01,4,2440,Victoria,2.0,1.0,4.0,3,1.33,0.0,0.1
2021-03-01,1,2440,Victoria,5.0,3.0,106.0,13,8.15,8.54,2.56
2021-03-01,1,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.02
2021-03-01,1,2440,Victoria,2.0,1.0,3.0,2,1.5,0.0,0.07
2021-03-01,1,2440,Victoria,1.0,1.0,9.0,9,1.0,0.0,0.22
2021-03-01,1,2440,Victoria,4.0,3.0,6.0,4,1.5,0.0,0.14
2021-06-01,2,2440,Victoria,5.0,3.0,111.0,14,7.93,9.5,2.66
2021-06-01,2,2440,Victoria,1.0,1.0,8.0,8,1.0,0.0,0.19
2021-06-01,2,2440,Victoria,2.0,3.0,1.0,1,1.0,0.0,0.02
2021-06-01,2,2440,Victoria,2.0,1.0,4.0,2,2.0,0.0,0.1
2021-06-01,2,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.05
2021-09-01,3,2440,Victoria,1.0,1.0,6.0,6,1.0,0.0,0.14
2021-09-01,3,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.05
2021-09-01,3,2440,Victoria,2.0,1.0,3.0,2,1.5,0.0,0.07
2021-09-01,3,2440,Victoria,5.0,3.0,90.0,12,7.5,8.58,2.14
2021-09-01,3,2440,Victoria,4.0,3.0,5.0,2,2.5,0.0,0.12
2021-12-01,4,2440,Victoria,2.0,1.0,2.0,1,2.0,0.0,0.05
2021-12-01,4,2440,Victoria,4.0,3.0,5.0,2,2.5,0.0,0.12
2021-12-01,4,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.05
2021-12-01,4,2440,Victoria,1.0,1.0,6.0,6,1.0,0.0,0.14
2021-12-01,4,2440,Victoria,5.0,3.0,56.0,12,4.67,7.58,1.33
2022-03-01,1,2440,Victoria,1.0,1.0,4.0,4,1.0,0.0,0.09
2022-03-01,1,2440,Victoria,5.0,3.0,30.0,10,3.0,8.0,0.71
2022-03-01,1,2440,Victoria,2.0,1.0,3.0,2,1.5,0.0,0.07
2022-06-01,2,2440,Victoria,2.0,1.0,2.0,1,2.0,0.0,0.05
2022-06-01,2,2440,Victoria,1.0,1.0,10.0,10,1.0,0.0,0.23
2022-06-01,2,2440,Victoria,5.0,3.0,22.0,7,3.14,6.57,0.51
2022-09-01,3,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.02
2022-09-01,3,2440,Victoria,2.0,1.0,5.0,3,1.67,0.0,0.12
2022-09-01,3,2440,Victoria,5.0,3.0,24.0,8,3.0,6.5,0.56
2022-09-01,3,2440,Victoria,1.0,1.0,29.0,29,1.0,0.0,0.68
2022-09-01,3,2440,Victoria,4.0,3.0,1.0,1,1.0,0.0,0.02
2022-09-01,3,2440,Victoria,2.0,3.0,2.0,1,2.0,0.0,0.05
2022-12-01,4,2440,Victoria,2.0,1.0,6.0,4,1.5,0.0,0.14
2022-12-01,4,2440,Victoria,5.0,3.0,9.0,4,2.25,5.25,0.21
2022-12-01,4,2440,Victoria,1.0,1.0,43.0,43,1.0,0.0,1.0
2022-12-01,4,2440,Victoria,2.0,3.0,6.0,4,1.5,0.0,0.14
2022-12-01,4,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.05
2022-12-01,4,2440,Victoria,4.0,3.0,19.0,5,3.8,0.0,0.44
2023-03-01,1,2440,Victoria,5.0,3.0,32.0,5,6.4,4.4,0.74
2023-03-01,1,2440,Victoria,2.0,1.0,11.0,7,1.57,0.0,0.25
2023-03-01,1,2440,Victoria,1.0,1.0,69.0,69,1.0,0.0,1.6
2023-03-01,1,2440,Victoria,4.0,3.0,16.0,8,2.0,0.0,0.37
2023-03-01,1,2440,Victoria,2.0,3.0,4.0,3,1.33,0.0,0.09
2023-03-01,1,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.02
2023-06-01,2,2440,Victoria,4.0,3.0,15.0,9,1.67,0.0,0.35
2023-06-01,2,2440,Victoria,2.0,1.0,7.0,4,1.75,0.0,0.16
2023-06-01,2,2440,Victoria,1.0,1.0,54.0,54,1.0,0.0,1.24
2023-06-01,2,2440,Victoria,5.0,3.0,22.0,4,5.5,6.0,0.51
2023-06-01,2,2440,Victoria,1.0,3.0,6.0,6,1.0,0.0,0.14
2023-06-01,2,2440,Victoria,2.0,3.0,7.0,5,1.4,0.0,0.16
2023-09-01,3,2440,Victoria,4.0,3.0,28.0,12,2.33,0.0,0.64
2023-09-01,3,2440,Victoria,2.0,3.0,9.0,8,1.13,0.0,0.21
2023-09-01,3,2440,Victoria,2.0,1.0,15.0,9,1.67,0.0,0.34
2023-09-01,3,2440,Victoria,1.0,1.0,52.0,52,1.0,0.0,1.19
2023-09-01,3,2440,Victoria,5.0,3.0,127.0,3,42.33,7.0,2.92
2023-12-01,4,2440,Victoria,1.0,1.0,66.0,66,1.0,0.0,1.51
2023-12-01,4,2440,Victoria,4.0,3.0,32.0,12,2.67,0.0,0.73
2023-12-01,4,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.02
2023-12-01,4,2440,Victoria,5.0,3.0,62.0,3,20.67,7.0,1.42
2023-12-01,4,2440,Victoria,2.0,1.0,19.0,12,1.58,0.0,0.43
2023-12-01,4,2440,Victoria,2.0,3.0,16.0,10,1.6,0.0,0.37
1988-06-01,2,2680,Winnipeg,2.0,1.0,0.0,2,0.0,0.0,0.0
1988-06-01,2,2680,Winnipeg,1.0,1.0,138.0,511,0.27,0.0,2.08
1988-06-01,2,2680,Winnipeg,4.0,3.0,8.0,5,1.6,0.0,0.12
1988-06-01,2,2680,Winnipeg,5.0,3.0,64.0,7,9.14,4.71,0.96
1988-09-01,3,2680,Winnipeg,5.0,3.0,52.0,6,8.67,5.67,0.78
1988-09-01,3,2680,Winnipeg,2.0,1.0,0.0,5,0.0,0.0,0.0
1988-09-01,3,2680,Winnipeg,1.0,1.0,163.0,522,0.31,0.0,2.45
1988-09-01,3,2680,Winnipeg,4.0,3.0,18.0,5,3.6,0.0,0.27
1988-12-01,4,2680,Winnipeg,4.0,3.0,23.0,10,2.3,1.2,0.35
1988-12-01,4,2680,Winnipeg,2.0,1.0,0.0,2,0.0,0.0,0.0
1988-12-01,4,2680,Winnipeg,1.0,1.0,163.0,361,0.45,0.0,2.45
1988-12-01,4,2680,Winnipeg,5.0,3.0,62.0,9,6.89,5.89,0.93
1989-03-01,1,2680,Winnipeg,4.0,3.0,18.0,8,2.25,1.13,0.27
1989-03-01,1,2680,Winnipeg,1.0,1.0,141.0,220,0.64,0.0,2.11
1989-03-01,1,2680,Winnipeg,5.0,3.0,158.0,14,11.29,4.21,2.37
1989-06-01,2,2680,Winnipeg,5.0,3.0,174.0,16,10.88,3.69,2.61
1989-06-01,2,2680,Winnipeg,4.0,3.0,17.0,6,2.83,1.5,0.25
1989-06-01,2,2680,Winnipeg,2.0,1.0,2.0,4,0.5,0.0,0.03
1989-06-01,2,2680,Winnipeg,1.0,1.0,128.0,344,0.37,0.0,1.92
1989-09-01,3,2680,Winnipeg,4.0,3.0,21.0,11,1.91,0.82,0.31
1989-09-01,3,2680,Winnipeg,5.0,3.0,162.0,16,10.13,3.81,2.42
1989-09-01,3,2680,Winnipeg,2.0,1.0,2.0,1,2.0,0.0,0.03
1989-09-01,3,2680,Winnipeg,1.0,1.0,151.0,394,0.38,0.0,2.26
1989-12-01,4,2680,Winnipeg,4.0,3.0,17.0,9,1.89,0.67,0.25
1989-12-01,4,2680,Winnipeg,2.0,1.0,2.0,4,0.5,0.0,0.03
1989-12-01,4,2680,Winnipeg,1.0,1.0,164.0,348,0.47,0.0,2.45
1989-12-01,4,2680,Winnipeg,5.0,3.0,134.0,13,10.31,3.62,2.0
1990-03-01,1,2680,Winnipeg,4.0,3.0,14.0,7,2.0,0.86,0.21
1990-03-01,1,2680,Winnipeg,5.0,3.0,148.0,15,9.87,3.33,2.2
1990-03-01,1,2680,Winnipeg,1.0,1.0,161.0,251,0.64,0.0,2.4
1990-03-01,1,2680,Winnipeg,2.0,1.0,2.0,1,2.0,0.0,0.03
1990-06-01,2,2680,Winnipeg,2.0,1.0,0.0,2,0.0,0.0,0.0
1990-06-01,2,2680,Winnipeg,5.0,3.0,133.0,15,8.87,3.53,1.98
1990-06-01,2,2680,Winnipeg,4.0,3.0,8.0,6,1.33,1.0,0.12
1990-06-01,2,2680,Winnipeg,2.0,3.0,0.0,1,0.0,0.0,0.0
1990-06-01,2,2680,Winnipeg,1.0,1.0,132.0,365,0.36,0.0,1.96
1990-09-01,3,2680,Winnipeg,5.0,3.0,140.0,15,9.33,3.87,2.07
1990-09-01,3,2680,Winnipeg,1.0,1.0,168.0,326,0.52,0.0,2.49
1990-09-01,3,2680,Winnipeg,4.0,3.0,6.0,5,1.2,0.6,0.09
1990-12-01,4,2680,Winnipeg,5.0,3.0,139.0,12,11.58,4.33,2.06
1990-12-01,4,2680,Winnipeg,4.0,3.0,1.0,1,1.0,0.0,0.01
1990-12-01,4,2680,Winnipeg,1.0,1.0,144.0,323,0.45,0.0,2.13
1991-03-01,1,2680,Winnipeg,4.0,3.0,1.0,1,1.0,0.0,0.01
1991-03-01,1,2680,Winnipeg,1.0,3.0,0.0,1,0.0,0.0,0.0
1991-03-01,1,2680,Winnipeg,5.0,3.0,118.0,11,10.73,4.73,1.74
1991-03-01,1,2680,Winnipeg,1.0,1.0,128.0,190,0.67,0.0,1.89
1991-06-01,2,2680,Winnipeg,1.0,1.0,97.0,208,0.47,0.0,1.43
1991-06-01,2,2680,Winnipeg,5.0,3.0,110.0,11,10.0,4.45,1.62
1991-06-01,2,2680,Winnipeg,4.0,3.0,1.0,1,1.0,0.0,0.01
1991-06-01,2,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
1991-06-01,2,2680,Winnipeg,2.0,3.0,0.0,2,0.0,0.0,0.0
1991-09-01,3,2680,Winnipeg,1.0,3.0,0.0,1,0.0,0.0,0.0
1991-09-01,3,2680,Winnipeg,1.0,1.0,137.0,278,0.49,0.0,2.02
1991-09-01,3,2680,Winnipeg,4.0,3.0,1.0,1,1.0,0.0,0.01
1991-09-01,3,2680,Winnipeg,5.0,3.0,93.0,11,8.45,4.45,1.37
1991-12-01,4,2680,Winnipeg,2.0,1.0,1.0,1,1.0,0.0,0.01
1991-12-01,4,2680,Winnipeg,4.0,3.0,27.0,2,13.5,0.0,0.4
1991-12-01,4,2680,Winnipeg,5.0,3.0,80.0,11,7.27,4.45,1.18
1991-12-01,4,2680,Winnipeg,1.0,1.0,130.0,201,0.65,0.0,1.92
1992-03-01,1,2680,Winnipeg,4.0,3.0,26.0,2,13.0,0.0,0.38
1992-03-01,1,2680,Winnipeg,5.0,3.0,70.0,9,7.78,4.11,1.03
1992-03-01,1,2680,Winnipeg,2.0,1.0,1.0,1,1.0,0.0,0.01
1992-03-01,1,2680,Winnipeg,1.0,1.0,125.0,207,0.6,0.0,1.84
1992-06-01,2,2680,Winnipeg,2.0,1.0,1.0,1,1.0,0.0,0.01
1992-06-01,2,2680,Winnipeg,4.0,3.0,25.0,1,25.0,0.0,0.37
1992-06-01,2,2680,Winnipeg,5.0,3.0,64.0,7,9.14,3.0,0.94
1992-06-01,2,2680,Winnipeg,1.0,1.0,115.0,244,0.47,0.0,1.69
1992-09-01,3,2680,Winnipeg,5.0,3.0,55.0,7,7.86,3.0,0.81
1992-09-01,3,2680,Winnipeg,4.0,3.0,25.0,1,25.0,0.0,0.37
1992-09-01,3,2680,Winnipeg,1.0,1.0,127.0,234,0.54,0.0,1.87
1992-09-01,3,2680,Winnipeg,2.0,1.0,1.0,1,1.0,0.0,0.01
1992-12-01,4,2680,Winnipeg,1.0,1.0,129.0,232,0.56,0.0,1.9
1992-12-01,4,2680,Winnipeg,5.0,3.0,53.0,8,6.63,2.25,0.78
1992-12-01,4,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1992-12-01,4,2680,Winnipeg,4.0,3.0,23.0,1,23.0,0.0,0.34
1993-03-01,1,2680,Winnipeg,1.0,1.0,143.0,194,0.74,0.0,2.1
1993-03-01,1,2680,Winnipeg,5.0,3.0,42.0,5,8.4,1.2,0.62
1993-03-01,1,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1993-03-01,1,2680,Winnipeg,4.0,3.0,23.0,1,23.0,0.0,0.34
1993-06-01,2,2680,Winnipeg,5.0,3.0,24.0,5,4.8,1.2,0.35
1993-06-01,2,2680,Winnipeg,1.0,1.0,159.0,292,0.54,0.0,2.33
1993-06-01,2,2680,Winnipeg,4.0,3.0,21.0,1,21.0,0.0,0.31
1993-06-01,2,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1993-09-01,3,2680,Winnipeg,5.0,3.0,6.0,3,2.0,2.0,0.09
1993-09-01,3,2680,Winnipeg,1.0,1.0,156.0,298,0.52,0.0,2.29
1993-09-01,3,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1993-09-01,3,2680,Winnipeg,4.0,3.0,21.0,1,21.0,0.0,0.31
1993-12-01,4,2680,Winnipeg,5.0,3.0,45.0,3,15.0,1.0,0.66
1993-12-01,4,2680,Winnipeg,1.0,1.0,213.0,379,0.56,0.0,3.12
1993-12-01,4,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1993-12-01,4,2680,Winnipeg,4.0,3.0,24.0,2,12.0,0.0,0.35
1994-03-01,1,2680,Winnipeg,1.0,1.0,185.0,250,0.74,0.0,2.71
1994-03-01,1,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1994-03-01,1,2680,Winnipeg,5.0,3.0,37.0,3,12.33,1.0,0.54
1994-03-01,1,2680,Winnipeg,4.0,3.0,22.0,2,11.0,0.0,0.32
1994-06-01,2,2680,Winnipeg,4.0,3.0,22.0,2,11.0,0.0,0.32
1994-06-01,2,2680,Winnipeg,2.0,1.0,10.0,8,1.25,0.0,0.15
1994-06-01,2,2680,Winnipeg,5.0,3.0,29.0,3,9.67,1.0,0.42
1994-06-01,2,2680,Winnipeg,1.0,1.0,145.0,279,0.52,0.0,2.12
1994-09-01,3,2680,Winnipeg,1.0,1.0,183.0,311,0.59,0.0,2.67
1994-09-01,3,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1994-09-01,3,2680,Winnipeg,4.0,3.0,22.0,2,11.0,0.0,0.32
1994-09-01,3,2680,Winnipeg,5.0,3.0,27.0,4,6.75,0.75,0.39
1994-12-01,4,2680,Winnipeg,4.0,3.0,23.0,3,7.67,0.0,0.34
1994-12-01,4,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1994-12-01,4,2680,Winnipeg,1.0,1.0,224.0,321,0.7,0.0,3.27
1994-12-01,4,2680,Winnipeg,5.0,3.0,21.0,3,7.0,1.0,0.31
1995-03-01,1,2680,Winnipeg,1.0,1.0,205.0,226,0.91,0.0,2.99
1995-03-01,1,2680,Winnipeg,4.0,3.0,18.0,2,9.0,0.0,0.26
1995-03-01,1,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1995-03-01,1,2680,Winnipeg,5.0,3.0,19.0,2,9.5,0.0,0.28
1995-06-01,2,2680,Winnipeg,4.0,3.0,14.0,1,14.0,0.0,0.2
1995-06-01,2,2680,Winnipeg,5.0,3.0,11.0,2,5.5,1.5,0.16
1995-06-01,2,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1995-06-01,2,2680,Winnipeg,1.0,1.0,299.0,381,0.78,0.0,4.36
1995-09-01,3,2680,Winnipeg,4.0,3.0,13.0,1,13.0,0.0,0.19
1995-09-01,3,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1995-09-01,3,2680,Winnipeg,1.0,3.0,2.0,5,0.4,0.0,0.03
1995-09-01,3,2680,Winnipeg,5.0,3.0,7.0,1,7.0,3.0,0.1
1995-09-01,3,2680,Winnipeg,1.0,1.0,327.0,391,0.84,0.0,4.78
1995-12-01,4,2680,Winnipeg,1.0,1.0,244.0,317,0.77,0.0,3.57
1995-12-01,4,2680,Winnipeg,1.0,3.0,2.0,2,1.0,0.0,0.03
1995-12-01,4,2680,Winnipeg,5.0,3.0,19.0,2,9.5,1.5,0.28
1995-12-01,4,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1995-12-01,4,2680,Winnipeg,4.0,3.0,13.0,1,13.0,0.0,0.19
1996-03-01,1,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1996-03-01,1,2680,Winnipeg,1.0,3.0,2.0,2,1.0,0.0,0.03
1996-03-01,1,2680,Winnipeg,1.0,1.0,202.0,239,0.85,0.0,2.95
1996-03-01,1,2680,Winnipeg,4.0,3.0,14.0,2,7.0,0.0,0.2
1996-03-01,1,2680,Winnipeg,2.0,3.0,4.0,2,2.0,0.0,0.06
1996-03-01,1,2680,Winnipeg,5.0,3.0,21.0,3,7.0,1.0,0.31
1996-06-01,2,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1996-06-01,2,2680,Winnipeg,1.0,3.0,3.0,3,1.0,0.0,0.04
1996-06-01,2,2680,Winnipeg,1.0,1.0,191.0,250,0.76,0.0,2.79
1996-06-01,2,2680,Winnipeg,2.0,3.0,4.0,2,2.0,0.0,0.06
1996-06-01,2,2680,Winnipeg,4.0,3.0,11.0,3,3.67,0.0,0.16
1996-06-01,2,2680,Winnipeg,5.0,3.0,22.0,4,5.5,0.75,0.32
1996-09-01,3,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1996-09-01,3,2680,Winnipeg,1.0,3.0,3.0,3,1.0,0.0,0.04
1996-09-01,3,2680,Winnipeg,5.0,3.0,15.0,2,7.5,1.5,0.22
1996-09-01,3,2680,Winnipeg,4.0,3.0,10.0,3,3.33,0.0,0.15
1996-09-01,3,2680,Winnipeg,1.0,1.0,145.0,184,0.79,0.0,2.12
1996-12-01,4,2680,Winnipeg,2.0,3.0,0.0,3,0.0,0.0,0.0
1996-12-01,4,2680,Winnipeg,1.0,1.0,111.0,152,0.73,0.0,1.62
1996-12-01,4,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1996-12-01,4,2680,Winnipeg,1.0,3.0,1.0,2,0.5,0.0,0.01
1996-12-01,4,2680,Winnipeg,5.0,3.0,20.0,3,6.67,1.0,0.29
1996-12-01,4,2680,Winnipeg,4.0,3.0,7.0,3,2.33,0.0,0.1
1997-03-01,1,2680,Winnipeg,1.0,3.0,1.0,6,0.17,0.0,0.01
1997-03-01,1,2680,Winnipeg,4.0,3.0,6.0,2,3.0,0.0,0.09
1997-03-01,1,2680,Winnipeg,5.0,3.0,57.0,4,14.25,0.75,0.83
1997-03-01,1,2680,Winnipeg,1.0,1.0,147.0,246,0.6,0.0,2.15
1997-03-01,1,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1997-03-01,1,2680,Winnipeg,2.0,3.0,2.0,10,0.2,0.0,0.03
1997-06-01,2,2680,Winnipeg,1.0,1.0,121.0,224,0.54,0.0,1.77
1997-06-01,2,2680,Winnipeg,2.0,3.0,2.0,9,0.22,0.0,0.03
1997-06-01,2,2680,Winnipeg,5.0,3.0,54.0,3,18.0,0.0,0.79
1997-06-01,2,2680,Winnipeg,4.0,3.0,5.0,2,2.5,0.0,0.07
1997-06-01,2,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
1997-09-01,3,2680,Winnipeg,4.0,3.0,3.0,1,3.0,0.0,0.04
1997-09-01,3,2680,Winnipeg,2.0,1.0,1.0,1,1.0,0.0,0.01
1997-09-01,3,2680,Winnipeg,1.0,3.0,2.0,4,0.5,0.0,0.03
1997-09-01,3,2680,Winnipeg,1.0,1.0,184.0,280,0.66,0.0,2.69
1997-09-01,3,2680,Winnipeg,2.0,3.0,4.0,7,0.57,0.0,0.06
1997-09-01,3,2680,Winnipeg,5.0,3.0,54.0,3,18.0,0.0,0.79
1997-12-01,4,2680,Winnipeg,2.0,3.0,7.0,7,1.0,0.0,0.1
1997-12-01,4,2680,Winnipeg,1.0,3.0,3.0,4,0.75,0.0,0.04
1997-12-01,4,2680,Winnipeg,4.0,3.0,2.0,1,2.0,0.0,0.03
1997-12-01,4,2680,Winnipeg,1.0,1.0,142.0,258,0.55,0.0,2.07
1997-12-01,4,2680,Winnipeg,5.0,3.0,26.0,2,13.0,0.0,0.38
1997-12-01,4,2680,Winnipeg,2.0,1.0,0.0,1,0.0,0.0,0.0
1998-03-01,1,2680,Winnipeg,1.0,3.0,2.0,2,1.0,0.0,0.03
1998-03-01,1,2680,Winnipeg,2.0,3.0,23.0,21,1.1,0.0,0.34
1998-03-01,1,2680,Winnipeg,5.0,3.0,26.0,2,13.0,0.0,0.38
1998-03-01,1,2680,Winnipeg,1.0,1.0,155.0,217,0.71,0.0,2.26
1998-06-01,2,2680,Winnipeg,5.0,3.0,26.0,2,13.0,0.0,0.38
