reference_period,ref_qq,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2023-03-01,1,0340,Edmonton,1.0,1.0,1140.0,1140,1.0,0.0,7.2
2023-03-01,1,0340,Edmonton,2.0,3.0,10.0,7,1.43,0.0,0.06
2023-03-01,1,0340,Edmonton,1.0,3.0,2.0,2,1.0,0.0,0.01
2023-03-01,1,0340,Edmonton,5.0,3.0,357.0,26,13.73,9.73,2.26
2023-03-01,1,0340,Edmonton,4.0,3.0,98.0,36,2.72,0.0,0.62
2023-06-01,2,0340,Edmonton,5.0,3.0,289.0,17,17.0,11.71,1.8
2023-06-01,2,0340,Edmonton,4.0,1.0,130.0,51,2.55,0.0,0.81
2023-06-01,2,0340,Edmonton,1.0,1.0,1458.0,1458,1.0,0.0,9.1
2023-06-01,2,0340,Edmonton,2.0,1.0,251.0,160,1.57,0.0,1.57
2023-06-01,2,0340,Edmonton,2.0,3.0,20.0,12,1.67,0.0,0.12
2023-06-01,2,0340,Edmonton,1.0,3.0,1.0,1,1.0,0.0,0.01
2023-06-01,2,0340,Edmonton,4.0,3.0,124.0,48,2.58,0.0,0.77
2023-09-01,3,0340,Edmonton,4.0,1.0,115.0,51,2.25,0.0,0.71
2023-09-01,3,0340,Edmonton,4.0,3.0,105.0,39,2.69,0.0,0.65
2023-09-01,3,0340,Edmonton,2.0,3.0,19.0,12,1.58,0.0,0.12
2023-09-01,3,0340,Edmonton,2.0,1.0,237.0,152,1.56,0.0,1.46
2023-09-01,3,0340,Edmonton,5.0,3.0,160.0,16,10.0,9.75,0.99
2023-09-01,3,0340,Edmonton,1.0,1.0,1318.0,1318,1.0,0.0,8.13
2023-12-01,4,0340,Edmonton,2.0,3.0,8.0,7,1.14,0.0,0.05
2023-12-01,4,0340,Edmonton,4.0,1.0,175.0,77,2.27,0.0,1.07
2023-12-01,4,0340,Edmonton,1.0,1.0,1359.0,1359,1.0,0.0,8.28
2023-12-01,4,0340,Edmonton,2.0,1.0,260.0,168,1.55,0.0,1.58
2023-12-01,4,0340,Edmonton,4.0,3.0,106.0,40,2.65,0.0,0.65
2023-12-01,4,0340,Edmonton,5.0,3.0,150.0,15,10.0,10.2,0.91
1988-06-01,2,0580,Halifax,5.0,3.0,260.0,7,37.14,0.0,8.03
1988-06-01,2,0580,Halifax,4.0,1.0,2.0,1,2.0,0.0,0.06
1988-06-01,2,0580,Halifax,1.0,1.0,138.0,231,0.6,0.0,4.26
1988-06-01,2,0580,Halifax,2.0,1.0,197.0,127,1.55,0.0,6.08
1988-06-01,2,0580,Halifax,4.0,3.0,58.0,15,3.87,0.0,1.79
1988-09-01,3,0580,Halifax,2.0,1.0,165.0,153,1.08,0.0,5.07
1988-09-01,3,0580,Halifax,4.0,1.0,13.0,5,2.6,0.0,0.4
1988-09-01,3,0580,Halifax,1.0,1.0,130.0,303,0.43,0.0,3.99
1988-09-01,3,0580,Halifax,4.0,3.0,22.0,8,2.75,0.0,0.68
1988-09-01,3,0580,Halifax,5.0,3.0,173.0,6,28.83,0.0,5.31
1988-12-01,4,0580,Halifax,4.0,1.0,21.0,6,3.5,0.0,0.64
1988-12-01,4,0580,Halifax,4.0,3.0,8.0,3,2.67,0.0,0.24
1988-12-01,4,0580,Halifax,5.0,3.0,178.0,6,29.67,0.0,5.44
1988-12-01,4,0580,Halifax,2.0,1.0,181.0,133,1.36,0.0,5.54
1988-12-01,4,0580,Halifax,1.0,1.0,127.0,257,0.49,0.0,3.88
1989-03-01,1,0580,Halifax,1.0,1.0,103.0,183,0.56,0.0,3.14
1989-03-01,1,0580,Halifax,5.0,3.0,122.0,6,20.33,0.0,3.72
1989-03-01,1,0580,Halifax,4.0,1.0,17.0,5,3.4,0.0,0.52
1989-03-01,1,0580,Halifax,2.0,1.0,136.0,113,1.2,0.0,4.14
1989-03-01,1,0580,Halifax,4.0,3.0,5.0,1,5.0,0.0,0.15
1989-06-01,2,0580,Halifax,4.0,1.0,10.0,4,2.5,0.0,0.3
1989-06-01,2,0580,Halifax,5.0,3.0,84.0,5,16.8,4.2,2.55
1989-06-01,2,0580,Halifax,1.0,1.0,112.0,151,0.74,0.0,3.4
1989-06-01,2,0580,Halifax,2.0,1.0,109.0,95,1.15,0.0,3.31
1989-06-01,2,0580,Halifax,4.0,3.0,5.0,1,5.0,0.0,0.15
1989-09-01,3,0580,Halifax,5.0,3.0,73.0,4,18.25,5.25,2.21
1989-09-01,3,0580,Halifax,4.0,3.0,15.0,2,7.5,0.0,0.45
1989-09-01,3,0580,Halifax,4.0,1.0,11.0,5,2.2,0.0,0.33
1989-09-01,3,0580,Halifax,1.0,1.0,64.0,141,0.45,0.0,1.93
1989-09-01,3,0580,Halifax,2.0,1.0,63.0,72,0.88,0.0,1.9
1989-12-01,4,0580,Halifax,4.0,3.0,44.0,3,14.67,0.0,1.32
1989-12-01,4,0580,Halifax,1.0,1.0,72.0,206,0.35,0.0,2.17
1989-12-01,4,0580,Halifax,5.0,3.0,61.0,4,15.25,5.25,1.84
1989-12-01,4,0580,Halifax,2.0,1.0,59.0,61,0.97,0.0,1.78
1989-12-01,4,0580,Halifax,4.0,1.0,7.0,5,1.4,0.0,0.21
1990-03-01,1,0580,Halifax,4.0,3.0,48.0,6,8.0,0.0,1.44
1990-03-01,1,0580,Halifax,4.0,1.0,7.0,5,1.4,0.0,0.21
1990-03-01,1,0580,Halifax,2.0,1.0,52.0,50,1.04,0.0,1.56
1990-03-01,1,0580,Halifax,1.0,1.0,70.0,130,0.54,0.0,2.1
1990-03-01,1,0580,Halifax,5.0,3.0,82.0,6,13.67,3.5,2.46
1990-06-01,2,0580,Halifax,4.0,3.0,32.0,4,8.0,0.0,0.96
1990-06-01,2,0580,Halifax,1.0,1.0,57.0,115,0.5,0.0,1.7
1990-06-01,2,0580,Halifax,5.0,3.0,79.0,6,13.17,3.5,2.36
1990-06-01,2,0580,Halifax,4.0,1.0,12.0,4,3.0,0.0,0.36
1990-06-01,2,0580,Halifax,2.0,1.0,39.0,37,1.05,0.0,1.17
1990-09-01,3,0580,Halifax,2.0,1.0,40.0,42,0.95,0.0,1.19
1990-09-01,3,0580,Halifax,4.0,1.0,15.0,5,3.0,0.0,0.45
1990-09-01,3,0580,Halifax,1.0,1.0,46.0,231,0.2,0.0,1.37
1990-09-01,3,0580,Halifax,4.0,3.0,46.0,6,7.67,0.0,1.37
1990-09-01,3,0580,Halifax,5.0,3.0,155.0,10,15.5,0.0,4.62
1990-12-01,4,0580,Halifax,4.0,1.0,11.0,3,3.67,0.0,0.33
1990-12-01,4,0580,Halifax,4.0,3.0,66.0,8,8.25,0.0,1.96
1990-12-01,4,0580,Halifax,1.0,1.0,55.0,184,0.3,0.0,1.63
1990-12-01,4,0580,Halifax,5.0,3.0,155.0,10,15.5,0.0,4.6
1990-12-01,4,0580,Halifax,2.0,1.0,29.0,26,1.12,0.0,0.86
1991-03-01,1,0580,Halifax,4.0,3.0,65.0,9,7.22,0.0,1.92
1991-03-01,1,0580,Halifax,2.0,1.0,28.0,26,1.08,0.0,0.83
1991-03-01,1,0580,Halifax,5.0,3.0,181.0,11,16.45,0.27,5.36
1991-03-01,1,0580,Halifax,4.0,1.0,10.0,2,5.0,0.0,0.3
1991-03-01,1,0580,Halifax,1.0,1.0,46.0,114,0.4,0.0,1.36
1991-06-01,2,0580,Halifax,4.0,3.0,42.0,6,7.0,0.0,1.24
1991-06-01,2,0580,Halifax,2.0,1.0,22.0,23,0.96,0.0,0.65
1991-06-01,2,0580,Halifax,4.0,1.0,7.0,3,2.33,0.0,0.21
1991-06-01,2,0580,Halifax,5.0,3.0,170.0,10,17.0,0.3,5.02
1991-06-01,2,0580,Halifax,1.0,1.0,48.0,109,0.44,0.0,1.42
1991-09-01,3,0580,Halifax,2.0,1.0,21.0,26,0.81,0.0,0.62
1991-09-01,3,0580,Halifax,1.0,1.0,33.0,153,0.22,0.0,0.97
1991-09-01,3,0580,Halifax,4.0,3.0,23.0,4,5.75,0.0,0.68
1991-09-01,3,0580,Halifax,5.0,3.0,138.0,7,19.71,0.43,4.07
1991-12-01,4,0580,Halifax,2.0,1.0,33.0,32,1.03,0.0,0.97
1991-12-01,4,0580,Halifax,1.0,1.0,37.0,131,0.28,0.0,1.09
1991-12-01,4,0580,Halifax,4.0,3.0,22.0,3,7.33,0.0,0.65
1991-12-01,4,0580,Halifax,5.0,3.0,143.0,7,20.43,0.43,4.21
1992-03-01,1,0580,Halifax,1.0,1.0,33.0,107,0.31,0.0,0.97
1992-03-01,1,0580,Halifax,4.0,3.0,21.0,3,7.0,0.0,0.62
1992-03-01,1,0580,Halifax,2.0,1.0,25.0,28,0.89,0.0,0.73
1992-03-01,1,0580,Halifax,5.0,3.0,118.0,7,16.86,0.43,3.47
1992-06-01,2,0580,Halifax,2.0,1.0,28.0,36,0.78,0.0,0.82
1992-06-01,2,0580,Halifax,4.0,3.0,20.0,3,6.67,0.0,0.59
1992-06-01,2,0580,Halifax,5.0,3.0,78.0,7,11.14,0.43,2.29
1992-06-01,2,0580,Halifax,1.0,1.0,29.0,97,0.3,0.0,0.85
1992-09-01,3,0580,Halifax,1.0,1.0,23.0,190,0.12,0.0,0.67
1992-09-01,3,0580,Halifax,4.0,3.0,14.0,3,4.67,0.0,0.41
1992-09-01,3,0580,Halifax,5.0,3.0,61.0,6,10.17,0.0,1.78
1992-09-01,3,0580,Halifax,2.0,1.0,20.0,33,0.61,0.0,0.59
1992-12-01,4,0580,Halifax,1.0,1.0,22.0,229,0.1,0.0,0.64
1992-12-01,4,0580,Halifax,4.0,1.0,4.0,1,4.0,0.0,0.12
1992-12-01,4,0580,Halifax,4.0,3.0,7.0,3,2.33,0.0,0.2
1992-12-01,4,0580,Halifax,2.0,1.0,26.0,33,0.79,0.0,0.76
1992-12-01,4,0580,Halifax,5.0,3.0,61.0,6,10.17,0.0,1.78
1993-03-01,1,0580,Halifax,1.0,1.0,26.0,81,0.32,0.0,0.76
1993-03-01,1,0580,Halifax,4.0,3.0,2.0,2,1.0,0.0,0.06
1993-03-01,1,0580,Halifax,2.0,1.0,32.0,37,0.86,0.0,0.93
1993-03-01,1,0580,Halifax,5.0,3.0,55.0,5,11.0,0.0,1.6
1993-03-01,1,0580,Halifax,4.0,1.0,4.0,2,2.0,0.0,0.12
1993-06-01,2,0580,Halifax,1.0,1.0,31.0,74,0.42,0.0,0.9
1993-06-01,2,0580,Halifax,4.0,1.0,10.0,4,2.5,0.0,0.29
1993-06-01,2,0580,Halifax,5.0,3.0,54.0,4,13.5,0.0,1.57
1993-06-01,2,0580,Halifax,4.0,3.0,1.0,1,1.0,0.0,0.03
1993-06-01,2,0580,Halifax,2.0,1.0,33.0,41,0.8,0.0,0.96
1993-09-01,3,0580,Halifax,4.0,3.0,7.0,1,7.0,0.0,0.2
1993-09-01,3,0580,Halifax,5.0,3.0,51.0,3,17.0,0.0,1.48
1993-09-01,3,0580,Halifax,4.0,1.0,2.0,2,1.0,0.0,0.06
1993-09-01,3,0580,Halifax,1.0,1.0,43.0,154,0.28,0.0,1.25
1993-09-01,3,0580,Halifax,2.0,1.0,33.0,39,0.85,0.0,0.96
1993-12-01,4,0580,Halifax,2.0,1.0,28.0,39,0.72,0.0,0.81
1993-12-01,4,0580,Halifax,4.0,3.0,7.0,1,7.0,0.0,0.2
1993-12-01,4,0580,Halifax,1.0,1.0,48.0,196,0.24,0.0,1.39
1993-12-01,4,0580,Halifax,4.0,1.0,4.0,3,1.33,0.0,0.12
1993-12-01,4,0580,Halifax,5.0,3.0,47.0,2,23.5,0.0,1.36
1994-03-01,1,0580,Halifax,2.0,1.0,55.0,48,1.15,0.0,1.59
1994-03-01,1,0580,Halifax,1.0,1.0,49.0,120,0.41,0.0,1.42
1994-03-01,1,0580,Halifax,4.0,1.0,5.0,4,1.25,0.0,0.14
1994-03-01,1,0580,Halifax,5.0,3.0,50.0,3,16.67,0.0,1.45
1994-03-01,1,0580,Halifax,4.0,3.0,7.0,1,7.0,0.0,0.2
1994-06-01,2,0580,Halifax,2.0,1.0,34.0,52,0.65,0.0,0.98
1994-06-01,2,0580,Halifax,4.0,1.0,4.0,3,1.33,0.0,0.12
1994-06-01,2,0580,Halifax,5.0,3.0,46.0,2,23.0,0.0,1.33
1994-06-01,2,0580,Halifax,4.0,3.0,7.0,1,7.0,0.0,0.2
1994-06-01,2,0580,Halifax,1.0,1.0,53.0,189,0.28,0.0,1.53
1994-09-01,3,0580,Halifax,5.0,3.0,45.0,2,22.5,0.0,1.3
1994-09-01,3,0580,Halifax,1.0,1.0,65.0,245,0.27,0.0,1.87
1994-09-01,3,0580,Halifax,4.0,1.0,5.0,3,1.67,0.0,0.14
1994-09-01,3,0580,Halifax,2.0,1.0,39.0,42,0.93,0.0,1.12
1994-09-01,3,0580,Halifax,4.0,3.0,7.0,1,7.0,0.0,0.2
1994-12-01,4,0580,Halifax,2.0,1.0,68.0,59,1.15,0.0,1.95
1994-12-01,4,0580,Halifax,5.0,3.0,45.0,2,22.5,0.0,1.29
1994-12-01,4,0580,Halifax,4.0,3.0,4.0,1,4.0,0.0,0.11
1994-12-01,4,0580,Halifax,1.0,1.0,78.0,206,0.38,0.0,2.24
1994-12-01,4,0580,Halifax,4.0,1.0,18.0,5,3.6,0.0,0.52
1995-03-01,1,0580,Halifax,4.0,1.0,18.0,5,3.6,0.0,0.52
1995-03-01,1,0580,Halifax,2.0,1.0,70.0,52,1.35,0.0,2.01
1995-03-01,1,0580,Halifax,4.0,3.0,4.0,1,4.0,0.0,0.11
1995-03-01,1,0580,Halifax,1.0,1.0,85.0,139,0.61,0.0,2.44
1995-03-01,1,0580,Halifax,5.0,3.0,45.0,2,22.5,0.0,1.29
1995-06-01,2,0580,Halifax,2.0,1.0,94.0,80,1.18,0.0,2.69
1995-06-01,2,0580,Halifax,4.0,1.0,24.0,10,2.4,0.0,0.69
1995-06-01,2,0580,Halifax,1.0,1.0,103.0,163,0.63,0.0,2.95
1995-06-01,2,0580,Halifax,5.0,3.0,44.0,2,22.0,0.0,1.26
1995-09-01,3,0580,Halifax,1.0,1.0,85.0,232,0.37,0.0,2.43
1995-09-01,3,0580,Halifax,5.0,3.0,41.0,1,41.0,0.0,1.17
1995-09-01,3,0580,Halifax,2.0,1.0,85.0,86,0.99,0.0,2.43
1995-09-01,3,0580,Halifax,4.0,1.0,25.0,11,2.27,0.0,0.71
1995-12-01,4,0580,Halifax,5.0,3.0,41.0,1,41.0,0.0,1.17
1995-12-01,4,0580,Halifax,1.0,1.0,86.0,193,0.45,0.0,2.45
1995-12-01,4,0580,Halifax,4.0,1.0,34.0,13,2.62,0.0,0.97
1995-12-01,4,0580,Halifax,2.0,1.0,93.0,82,1.13,0.0,2.65
1996-03-01,1,0580,Halifax,2.0,1.0,90.0,85,1.06,0.0,2.55
1996-03-01,1,0580,Halifax,5.0,3.0,41.0,1,41.0,0.0,1.16
1996-03-01,1,0580,Halifax,4.0,1.0,29.0,12,2.42,0.0,0.82
1996-03-01,1,0580,Halifax,1.0,1.0,86.0,147,0.59,0.0,2.44
1996-06-01,2,0580,Halifax,2.0,1.0,80.0,81,0.99,0.0,2.26
1996-06-01,2,0580,Halifax,4.0,1.0,14.0,4,3.5,0.0,0.4
1996-06-01,2,0580,Halifax,1.0,1.0,90.0,238,0.38,0.0,2.55
1996-06-01,2,0580,Halifax,5.0,3.0,48.0,2,24.0,0.0,1.36
1996-06-01,2,0580,Halifax,5.0,1.0,2.0,1,2.0,0.0,0.06
1996-09-01,3,0580,Halifax,2.0,1.0,79.0,77,1.03,0.0,2.23
1996-09-01,3,0580,Halifax,5.0,1.0,2.0,1,2.0,0.0,0.06
1996-09-01,3,0580,Halifax,1.0,1.0,82.0,245,0.33,0.0,2.31
1996-09-01,3,0580,Halifax,4.0,1.0,8.0,3,2.67,0.0,0.23
1996-09-01,3,0580,Halifax,5.0,3.0,47.0,2,23.5,0.0,1.33
1996-12-01,4,0580,Halifax,4.0,1.0,6.0,4,1.5,0.0,0.17
1996-12-01,4,0580,Halifax,2.0,1.0,69.0,68,1.01,0.0,1.94
1996-12-01,4,0580,Halifax,5.0,3.0,46.0,2,23.0,0.0,1.3
1996-12-01,4,0580,Halifax,1.0,1.0,73.0,220,0.33,0.0,2.06
1997-03-01,1,0580,Halifax,1.0,1.0,76.0,216,0.35,0.0,2.13
1997-03-01,1,0580,Halifax,2.0,1.0,66.0,71,0.93,0.0,1.85
1997-03-01,1,0580,Halifax,4.0,1.0,10.0,6,1.67,0.0,0.28
1997-03-01,1,0580,Halifax,5.0,3.0,41.0,1,41.0,0.0,1.15
1997-06-01,2,0580,Halifax,5.0,3.0,41.0,1,41.0,0.0,1.15
1997-06-01,2,0580,Halifax,1.0,1.0,59.0,128,0.46,0.0,1.65
1997-06-01,2,0580,Halifax,4.0,1.0,8.0,5,1.6,0.0,0.22
1997-06-01,2,0580,Halifax,2.0,1.0,57.0,61,0.93,0.0,1.6
1997-09-01,3,0580,Halifax,5.0,3.0,41.0,1,41.0,0.0,1.15
1997-09-01,3,0580,Halifax,1.0,1.0,66.0,214,0.31,0.0,1.84
1997-09-01,3,0580,Halifax,4.0,1.0,5.0,3,1.67,0.0,0.14
1997-09-01,3,0580,Halifax,2.0,1.0,67.0,67,1.0,0.0,1.87
1997-12-01,4,0580,Halifax,5.0,3.0,56.0,2,28.0,0.0,1.56
1997-12-01,4,0580,Halifax,1.0,1.0,110.0,187,0.59,0.0,3.07
1997-12-01,4,0580,Halifax,2.0,1.0,82.0,72,1.14,0.0,2.29
1997-12-01,4,0580,Halifax,4.0,1.0,7.0,4,1.75,0.0,0.2
1998-03-01,1,0580,Halifax,5.0,3.0,54.0,2,27.0,0.0,1.5
1998-03-01,1,0580,Halifax,4.0,1.0,4.0,3,1.33,0.0,0.11
1998-03-01,1,0580,Halifax,2.0,1.0,85.0,76,1.12,0.0,2.36
1998-03-01,1,0580,Halifax,1.0,1.0,110.0,188,0.59,0.0,3.06
1998-06-01,2,0580,Halifax,2.0,1.0,69.0,70,0.99,0.0,1.91
1998-06-01,2,0580,Halifax,5.0,3.0,7.0,1,7.0,0.0,0.19
1998-06-01,2,0580,Halifax,4.0,1.0,8.0,4,2.0,0.0,0.22
1998-06-01,2,0580,Halifax,1.0,1.0,94.0,158,0.59,0.0,2.61
1998-09-01,3,0580,Halifax,2.0,1.0,56.0,58,0.97,0.0,1.55
1998-09-01,3,0580,Halifax,5.0,3.0,5.0,1,5.0,0.0,0.14
1998-09-01,3,0580,Halifax,4.0,1.0,7.0,4,1.75,0.5,0.19
1998-09-01,3,0580,Halifax,1.0,1.0,80.0,246,0.33,0.0,2.21
1998-12-01,4,0580,Halifax,4.0,1.0,9.0,4,2.25,0.5,0.25
1998-12-01,4,0580,Halifax,5.0,3.0,27.0,2,13.5,1.5,0.74
1998-12-01,4,0580,Halifax,2.0,1.0,58.0,59,0.98,0.0,1.6
1998-12-01,4,0580,Halifax,1.0,1.0,68.0,175,0.39,0.0,1.88
1999-03-01,1,0580,Halifax,4.0,1.0,6.0,4,1.5,2.0,0.17
1999-03-01,1,0580,Halifax,2.0,1.0,31.0,29,1.07,0.0,0.85
1999-03-01,1,0580,Halifax,1.0,1.0,71.0,165,0.43,0.0,1.95
1999-03-01,1,0580,Halifax,5.0,3.0,9.0,2,4.5,4.0,0.25
1999-06-01,2,0580,Halifax,4.0,1.0,1.0,1,1.0,2.0,0.03
1999-06-01,2,0580,Halifax,1.0,1.0,64.0,185,0.35,0.0,1.76
1999-06-01,2,0580,Halifax,2.0,1.0,19.0,17,1.12,0.0,0.52
1999-09-01,3,0580,Halifax,4.0,3.0,7.0,1,7.0,2.0,0.19
1999-09-01,3,0580,Halifax,2.0,1.0,25.0,23,1.09,0.0,0.69
1999-09-01,3,0580,Halifax,1.0,1.0,90.0,283,0.32,0.0,2.47
1999-12-01,4,0580,Halifax,1.0,1.0,67.0,215,0.31,0.0,1.83
1999-12-01,4,0580,Halifax,4.0,3.0,7.0,1,7.0,2.0,0.19
1999-12-01,4,0580,Halifax,2.0,1.0,15.0,17,0.88,0.0,0.41
2000-03-01,1,0580,Halifax,2.0,1.0,18.0,17,1.06,0.0,0.49
2000-03-01,1,0580,Halifax,1.0,1.0,81.0,173,0.47,0.0,2.21
2000-06-01,2,0580,Halifax,2.0,1.0,6.0,12,0.5,0.0,0.16
2000-06-01,2,0580,Halifax,4.0,1.0,2.0,1,2.0,2.0,0.05
2000-06-01,2,0580,Halifax,1.0,1.0,86.0,206,0.42,0.0,2.34
2000-09-01,3,0580,Halifax,5.0,3.0,12.0,3,4.0,1.67,0.33
2000-09-01,3,0580,Halifax,2.0,1.0,12.0,17,0.71,0.0,0.33
2000-09-01,3,0580,Halifax,1.0,1.0,100.0,254,0.39,0.0,2.72
2000-09-01,3,0580,Halifax,4.0,3.0,1.0,1,1.0,0.0,0.03
2000-12-01,4,0580,Halifax,2.0,1.0,7.0,7,1.0,0.0,0.19
2000-12-01,4,0580,Halifax,1.0,1.0,88.0,240,0.37,0.0,2.39
2000-12-01,4,0580,Halifax,5.0,3.0,8.0,2,4.0,2.5,0.22
2001-03-01,1,0580,Halifax,2.0,1.0,6.0,6,1.0,0.0,0.16
2001-03-01,1,0580,Halifax,1.0,1.0,80.0,155,0.52,0.0,2.16
2001-03-01,1,0580,Halifax,5.0,3.0,36.0,1,36.0,5.0,0.97
2001-06-01,2,0580,Halifax,5.0,3.0,109.0,3,36.33,3.67,2.94
2001-06-01,2,0580,Halifax,1.0,1.0,59.0,151,0.39,0.0,1.59
2001-06-01,2,0580,Halifax,2.0,1.0,4.0,11,0.36,0.0,0.11
2001-09-01,3,0580,Halifax,2.0,1.0,3.0,6,0.5,0.0,0.08
2001-09-01,3,0580,Halifax,1.0,1.0,52.0,236,0.22,0.0,1.39
2001-09-01,3,0580,Halifax,5.0,3.0,20.0,1,20.0,0.0,0.54
2001-09-01,3,0580,Halifax,5.0,1.0,3.0,1,3.0,2.0,0.08
2001-12-01,4,0580,Halifax,5.0,1.0,3.0,1,3.0,2.0,0.08
2001-12-01,4,0580,Halifax,4.0,3.0,8.0,1,8.0,0.0,0.21
2001-12-01,4,0580,Halifax,2.0,1.0,10.0,9,1.11,0.0,0.27
2001-12-01,4,0580,Halifax,1.0,1.0,49.0,149,0.33,0.0,1.31
2001-12-01,4,0580,Halifax,5.0,3.0,34.0,1,34.0,3.0,0.91
2002-03-01,1,0580,Halifax,1.0,1.0,54.0,128,0.42,0.0,1.44
2002-03-01,1,0580,Halifax,4.0,3.0,7.0,1,7.0,0.0,0.19
2002-03-01,1,0580,Halifax,2.0,1.0,16.0,13,1.23,0.0,0.43
2002-06-01,2,0580,Halifax,5.0,3.0,15.0,1,15.0,5.0,0.4
2002-06-01,2,0580,Halifax,1.0,1.0,39.0,147,0.27,0.0,1.04
2002-06-01,2,0580,Halifax,2.0,1.0,19.0,16,1.19,0.0,0.51
2002-06-01,2,0580,Halifax,4.0,3.0,4.0,1,4.0,0.0,0.11
2002-09-01,3,0580,Halifax,1.0,1.0,24.0,237,0.1,0.0,0.64
2002-09-01,3,0580,Halifax,4.0,3.0,2.0,1,2.0,0.0,0.05
2002-09-01,3,0580,Halifax,5.0,3.0,15.0,1,15.0,5.0,0.4
2002-09-01,3,0580,Halifax,2.0,1.0,11.0,17,0.65,0.0,0.29
2002-12-01,4,0580,Halifax,4.0,3.0,2.0,1,2.0,0.0,0.05
2002-12-01,4,0580,Halifax,1.0,1.0,55.0,248,0.22,0.0,1.46
2002-12-01,4,0580,Halifax,5.0,3.0,90.0,2,45.0,5.0,2.38
2002-12-01,4,0580,Halifax,2.0,1.0,3.0,18,0.17,0.0,0.08
2003-03-01,1,0580,Halifax,1.0,1.0,59.0,200,0.3,0.0,1.56
2003-03-01,1,0580,Halifax,4.0,3.0,6.0,2,3.0,0.0,0.16
2003-03-01,1,0580,Halifax,4.0,1.0,16.0,4,4.0,0.0,0.42
2003-03-01,1,0580,Halifax,2.0,1.0,5.0,6,0.83,0.0,0.13
2003-06-01,2,0580,Halifax,1.0,1.0,27.0,154,0.18,0.0,0.71
2003-06-01,2,0580,Halifax,4.0,3.0,2.0,1,2.0,0.0,0.05
2003-06-01,2,0580,Halifax,2.0,1.0,2.0,12,0.17,0.0,0.05
2003-09-01,3,0580,Halifax,2.0,1.0,7.0,12,0.58,0.0,0.18
2003-09-01,3,0580,Halifax,1.0,1.0,39.0,179,0.22,0.0,1.03
2003-12-01,4,0580,Halifax,1.0,1.0,51.0,215,0.24,0.0,1.34
2003-12-01,4,0580,Halifax,2.0,1.0,18.0,29,0.62,0.0,0.47
2003-12-01,4,0580,Halifax,5.0,3.0,60.0,1,60.0,0.0,1.58
2003-12-01,4,0580,Halifax,4.0,1.0,8.0,2,4.0,0.0,0.21
2004-03-01,1,0580,Halifax,5.0,3.0,81.0,2,40.5,2.5,2.13
2004-03-01,1,0580,Halifax,2.0,1.0,12.0,20,0.6,0.0,0.31
2004-03-01,1,0580,Halifax,4.0,1.0,12.0,3,4.0,0.0,0.31
2004-03-01,1,0580,Halifax,1.0,1.0,47.0,111,0.42,0.0,1.23
2004-06-01,2,0580,Halifax,2.0,1.0,3.0,4,0.75,0.0,0.08
2004-06-01,2,0580,Halifax,4.0,1.0,8.0,2,4.0,0.0,0.21
2004-06-01,2,0580,Halifax,1.0,1.0,42.0,147,0.29,0.0,1.1
2004-06-01,2,0580,Halifax,5.0,3.0,219.0,4,54.75,3.75,5.74
2004-09-01,3,0580,Halifax,2.0,1.0,2.0,10,0.2,0.0,0.05
2004-09-01,3,0580,Halifax,4.0,3.0,5.0,2,2.5,1.0,0.13
2004-09-01,3,0580,Halifax,5.0,3.0,198.0,3,66.0,3.33,5.19
2004-09-01,3,0580,Halifax,4.0,1.0,4.0,1,4.0,2.0,0.1
2004-09-01,3,0580,Halifax,1.0,1.0,34.0,262,0.13,0.0,0.89
2004-12-01,4,0580,Halifax,5.0,3.0,60.0,1,60.0,0.0,1.57
2004-12-01,4,0580,Halifax,1.0,1.0,29.0,206,0.14,0.0,0.76
2004-12-01,4,0580,Halifax,4.0,1.0,8.0,2,4.0,0.0,0.21
2004-12-01,4,0580,Halifax,4.0,3.0,3.0,1,3.0,2.0,0.08
2004-12-01,4,0580,Halifax,2.0,1.0,4.0,6,0.67,0.0,0.1
2005-03-01,1,0580,Halifax,4.0,1.0,4.0,1,4.0,0.0,0.1
2005-03-01,1,0580,Halifax,2.0,1.0,7.0,11,0.64,0.0,0.18
2005-03-01,1,0580,Halifax,1.0,1.0,37.0,116,0.32,0.0,0.97
2005-06-01,2,0580,Halifax,1.0,1.0,26.0,121,0.21,0.0,0.68
2005-06-01,2,0580,Halifax,2.0,1.0,1.0,1,1.0,0.0,0.03
2005-06-01,2,0580,Halifax,5.0,3.0,23.0,1,23.0,0.0,0.6
2005-09-01,3,0580,Halifax,2.0,1.0,3.0,9,0.33,0.0,0.08
2005-09-01,3,0580,Halifax,5.0,3.0,15.0,1,15.0,0.0,0.39
2005-09-01,3,0580,Halifax,1.0,1.0,17.0,147,0.12,0.0,0.44
2005-12-01,4,0580,Halifax,4.0,1.0,2.0,1,2.0,0.0,0.05
2005-12-01,4,0580,Halifax,1.0,1.0,29.0,220,0.13,0.0,0.75
2005-12-01,4,0580,Halifax,2.0,1.0,6.0,9,0.67,0.0,0.16
2006-03-01,1,0580,Halifax,5.0,3.0,52.0,1,52.0,0.0,1.35
2006-03-01,1,0580,Halifax,1.0,1.0,40.0,90,0.44,0.0,1.04
2006-03-01,1,0580,Halifax,2.0,1.0,22.0,14,1.57,0.0,0.57
2006-03-01,1,0580,Halifax,4.0,1.0,4.0,1,4.0,0.0,0.1
