reference_period,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2019,2410,Vancouver,4.0,1.0,3.0,1,3.0,0.0,0.01
2019,2410,Vancouver,2.0,3.0,57.0,36,1.58,0.0,0.21
2020,2410,Vancouver,5.0,3.0,395.0,47,8.4,6.3,1.43
2020,2410,Vancouver,1.0,1.0,474.0,474,1.0,0.0,1.72
2020,2410,Vancouver,2.0,1.0,146.0,89,1.64,0.0,0.53
2020,2410,Vancouver,2.0,3.0,51.0,36,1.42,0.0,0.18
2020,2410,Vancouver,1.0,3.0,12.0,12,1.0,0.0,0.04
2020,2410,Vancouver,4.0,3.0,440.0,153,2.88,0.0,1.6
2021,2410,Vancouver,2.0,1.0,86.0,49,1.76,0.0,0.3
2021,2410,Vancouver,1.0,1.0,280.0,280,1.0,0.0,0.99
2021,2410,Vancouver,5.0,3.0,1150.0,55,20.91,10.95,4.07
2021,2410,Vancouver,2.0,3.0,13.0,7,1.86,0.0,0.05
2021,2410,Vancouver,4.0,3.0,82.0,28,2.93,0.0,0.29
2021,2410,Vancouver,1.0,3.0,13.0,13,1.0,0.0,0.05
2022,2410,Vancouver,4.0,3.0,69.0,27,2.56,0.0,0.24
2022,2410,Vancouver,1.0,3.0,7.0,7,1.0,0.0,0.02
2022,2410,Vancouver,5.0,3.0,495.0,39,12.69,12.15,1.69
2022,2410,Vancouver,1.0,1.0,317.0,317,1.0,0.0,1.08
2022,2410,Vancouver,2.0,1.0,159.0,98,1.62,0.0,0.54
2022,2410,Vancouver,2.0,3.0,12.0,7,1.71,0.0,0.04
2023,2410,Vancouver,1.0,3.0,11.0,11,1.0,0.0,0.04
2023,2410,Vancouver,2.0,1.0,291.0,189,1.54,0.0,0.96
2023,2410,Vancouver,2.0,3.0,19.0,12,1.58,0.0,0.06
2023,2410,Vancouver,4.0,3.0,219.0,76,2.88,0.0,0.72
2023,2410,Vancouver,1.0,1.0,422.0,422,1.0,0.0,1.39
2023,2410,Vancouver,5.0,3.0,868.0,52,16.69,11.44,2.86
1988,2440,Victoria,2.0,1.0,4.0,7,0.57,0.0,0.14
1988,2440,Victoria,5.0,3.0,18.0,3,6.0,2.33,0.64
1988,2440,Victoria,4.0,3.0,44.0,12,3.67,2.0,1.55
1988,2440,Victoria,1.0,1.0,121.0,227,0.53,0.0,4.27
1989,2440,Victoria,2.0,3.0,3.0,2,1.5,0.0,0.1
1989,2440,Victoria,5.0,3.0,65.0,12,5.42,2.75,2.24
1989,2440,Victoria,1.0,1.0,85.0,221,0.38,0.0,2.93
1989,2440,Victoria,2.0,1.0,18.0,11,1.64,0.0,0.62
1989,2440,Victoria,4.0,3.0,69.0,29,2.38,1.55,2.38
1990,2440,Victoria,4.0,1.0,37.0,9,4.11,0.0,1.25
1990,2440,Victoria,4.0,3.0,69.0,25,2.76,0.8,2.34
1990,2440,Victoria,2.0,3.0,18.0,13,1.38,0.0,0.61
1990,2440,Victoria,1.0,1.0,116.0,161,0.72,0.0,3.93
1990,2440,Victoria,2.0,1.0,21.0,16,1.31,0.0,0.71
1990,2440,Victoria,5.0,3.0,232.0,18,12.89,2.06,7.85
1991,2440,Victoria,2.0,1.0,16.0,18,0.89,0.0,0.53
1991,2440,Victoria,5.0,3.0,243.0,17,14.29,6.24,8.09
1991,2440,Victoria,2.0,3.0,10.0,9,1.11,0.0,0.33
1991,2440,Victoria,4.0,3.0,18.0,7,2.57,1.29,0.6
1991,2440,Victoria,1.0,1.0,71.0,184,0.39,0.0,2.36
1992,2440,Victoria,1.0,1.0,74.0,165,0.45,0.0,2.43
1992,2440,Victoria,4.0,3.0,41.0,16,2.56,1.63,1.35
1992,2440,Victoria,2.0,3.0,0.0,2,0.0,0.0,0.0
1992,2440,Victoria,5.0,3.0,161.0,14,11.5,7.29,5.29
1992,2440,Victoria,2.0,1.0,22.0,20,1.1,0.0,0.72
1993,2440,Victoria,4.0,3.0,46.0,21,2.19,2.0,1.49
1993,2440,Victoria,2.0,1.0,24.0,28,0.86,0.0,0.78
1993,2440,Victoria,5.0,3.0,185.0,21,8.81,5.14,5.98
1993,2440,Victoria,1.0,1.0,78.0,171,0.46,0.0,2.52
1993,2440,Victoria,1.0,3.0,0.0,1,0.0,0.0,0.0
1993,2440,Victoria,2.0,3.0,4.0,3,1.33,0.0,0.13
1994,2440,Victoria,2.0,3.0,11.0,7,1.57,0.0,0.35
1994,2440,Victoria,5.0,3.0,334.0,42,7.95,4.07,10.67
1994,2440,Victoria,1.0,1.0,86.0,135,0.64,0.0,2.75
1994,2440,Victoria,2.0,1.0,25.0,33,0.76,0.0,0.8
1994,2440,Victoria,4.0,3.0,89.0,37,2.41,2.24,2.84
1995,2440,Victoria,4.0,3.0,113.0,49,2.31,1.65,3.57
1995,2440,Victoria,1.0,1.0,50.0,97,0.52,0.0,1.58
1995,2440,Victoria,2.0,1.0,16.0,20,0.8,0.0,0.51
1995,2440,Victoria,2.0,3.0,16.0,13,1.23,0.0,0.51
1995,2440,Victoria,5.0,3.0,485.0,53,9.15,4.15,15.32
1996,2440,Victoria,2.0,1.0,10.0,7,1.43,0.0,0.31
1996,2440,Victoria,5.0,3.0,215.0,32,6.72,4.53,6.75
1996,2440,Victoria,1.0,1.0,37.0,87,0.43,0.0,1.16
1996,2440,Victoria,2.0,3.0,6.0,5,1.2,0.0,0.19
1996,2440,Victoria,4.0,3.0,66.0,30,2.2,0.77,2.07
1997,2440,Victoria,2.0,3.0,5.0,4,1.25,0.0,0.16
1997,2440,Victoria,2.0,1.0,25.0,25,1.0,0.0,0.78
1997,2440,Victoria,4.0,3.0,38.0,17,2.24,0.71,1.19
1997,2440,Victoria,5.0,3.0,204.0,19,10.74,4.0,6.39
1997,2440,Victoria,1.0,1.0,73.0,123,0.59,0.0,2.29
1998,2440,Victoria,4.0,3.0,39.0,16,2.44,0.0,1.22
1998,2440,Victoria,2.0,1.0,31.0,28,1.11,0.0,0.97
1998,2440,Victoria,2.0,3.0,13.0,11,1.18,0.0,0.41
1998,2440,Victoria,5.0,3.0,238.0,23,10.35,2.22,7.43
1998,2440,Victoria,1.0,1.0,96.0,159,0.6,0.0,3.0
1998,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.03
1999,2440,Victoria,5.0,3.0,143.0,20,7.15,1.65,4.45
1999,2440,Victoria,1.0,1.0,62.0,113,0.55,0.0,1.93
1999,2440,Victoria,2.0,1.0,17.0,14,1.21,0.0,0.53
1999,2440,Victoria,4.0,3.0,44.0,21,2.1,0.0,1.37
1999,2440,Victoria,2.0,3.0,8.0,9,0.89,0.0,0.25
2000,2440,Victoria,5.0,3.0,122.0,20,6.1,1.3,3.75
2000,2440,Victoria,2.0,1.0,25.0,21,1.19,0.0,0.77
2000,2440,Victoria,4.0,3.0,26.0,15,1.73,0.2,0.8
2000,2440,Victoria,1.0,1.0,121.0,154,0.79,0.0,3.72
2000,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.03
2000,2440,Victoria,2.0,3.0,5.0,3,1.67,0.0,0.15
2000,2440,Victoria,4.0,1.0,4.0,1,4.0,0.0,0.12
2001,2440,Victoria,5.0,3.0,74.0,14,5.29,3.0,2.26
2001,2440,Victoria,1.0,1.0,101.0,148,0.68,0.0,3.08
2001,2440,Victoria,2.0,1.0,16.0,14,1.14,0.0,0.49
2001,2440,Victoria,2.0,3.0,2.0,1,2.0,0.0,0.06
2001,2440,Victoria,4.0,1.0,3.0,1,3.0,0.0,0.09
2001,2440,Victoria,4.0,3.0,5.0,3,1.67,0.0,0.15
2002,2440,Victoria,2.0,1.0,3.0,3,1.0,0.0,0.09
2002,2440,Victoria,2.0,3.0,5.0,6,0.83,0.0,0.15
2002,2440,Victoria,4.0,3.0,2.0,1,2.0,0.0,0.06
2002,2440,Victoria,1.0,3.0,0.0,1,0.0,0.0,0.0
2002,2440,Victoria,5.0,3.0,39.0,6,6.5,5.5,1.18
2002,2440,Victoria,1.0,1.0,26.0,104,0.25,0.0,0.79
2003,2440,Victoria,1.0,3.0,1.0,2,0.5,0.0,0.03
2003,2440,Victoria,2.0,3.0,6.0,5,1.2,0.0,0.18
2003,2440,Victoria,2.0,1.0,2.0,4,0.5,0.0,0.06
2003,2440,Victoria,5.0,3.0,20.0,4,5.0,6.5,0.6
2003,2440,Victoria,4.0,3.0,18.0,12,1.5,0.17,0.54
2003,2440,Victoria,1.0,1.0,40.0,111,0.36,0.0,1.2
2004,2440,Victoria,4.0,3.0,23.0,6,3.83,0.0,0.68
2004,2440,Victoria,2.0,1.0,6.0,7,0.86,0.0,0.18
2004,2440,Victoria,5.0,3.0,15.0,6,2.5,5.83,0.45
2004,2440,Victoria,1.0,1.0,35.0,114,0.31,0.0,1.04
2004,2440,Victoria,2.0,3.0,13.0,10,1.3,0.0,0.39
2004,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.06
2005,2440,Victoria,4.0,3.0,9.0,6,1.5,0.0,0.27
2005,2440,Victoria,2.0,3.0,8.0,7,1.14,0.0,0.24
2005,2440,Victoria,1.0,3.0,1.0,3,0.33,0.0,0.03
2005,2440,Victoria,5.0,3.0,13.0,6,2.17,6.33,0.38
2005,2440,Victoria,1.0,1.0,40.0,126,0.32,0.0,1.18
2005,2440,Victoria,2.0,1.0,2.0,4,0.5,0.0,0.06
2006,2440,Victoria,5.0,3.0,30.0,10,3.0,5.2,0.88
2006,2440,Victoria,1.0,3.0,5.0,5,1.0,0.0,0.15
2006,2440,Victoria,1.0,1.0,82.0,121,0.68,0.0,2.4
2006,2440,Victoria,2.0,3.0,12.0,12,1.0,0.0,0.35
2006,2440,Victoria,4.0,3.0,9.0,6,1.5,0.0,0.26
2006,2440,Victoria,2.0,1.0,9.0,7,1.29,0.0,0.26
2007,2440,Victoria,1.0,1.0,53.0,157,0.34,0.0,1.54
2007,2440,Victoria,5.0,3.0,72.0,13,5.54,4.46,2.09
2007,2440,Victoria,2.0,3.0,28.0,20,1.4,0.0,0.81
2007,2440,Victoria,2.0,1.0,6.0,10,0.6,0.0,0.17
2007,2440,Victoria,4.0,3.0,29.0,17,1.71,0.0,0.84
2007,2440,Victoria,1.0,3.0,7.0,10,0.7,0.0,0.2
2008,2440,Victoria,2.0,3.0,20.0,13,1.54,0.0,0.58
2008,2440,Victoria,5.0,3.0,230.0,26,8.85,4.15,6.62
2008,2440,Victoria,1.0,1.0,91.0,153,0.59,0.0,2.62
2008,2440,Victoria,2.0,1.0,19.0,15,1.27,0.0,0.55
2008,2440,Victoria,1.0,3.0,5.0,5,1.0,0.0,0.14
2008,2440,Victoria,4.0,3.0,53.0,30,1.77,0.0,1.52
2009,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.03
2009,2440,Victoria,2.0,1.0,5.0,3,1.67,0.0,0.14
2009,2440,Victoria,1.0,1.0,26.0,26,1.0,0.0,0.74
2009,2440,Victoria,2.0,3.0,3.0,2,1.5,0.0,0.09
2009,2440,Victoria,5.0,3.0,314.0,34,9.24,4.94,8.95
2009,2440,Victoria,4.0,3.0,47.0,20,2.35,0.0,1.34
2010,2440,Victoria,4.0,3.0,21.0,11,1.91,0.0,0.6
2010,2440,Victoria,2.0,1.0,14.0,8,1.75,0.0,0.4
2010,2440,Victoria,5.0,3.0,315.0,33,9.55,4.33,8.96
2010,2440,Victoria,2.0,3.0,10.0,7,1.43,0.0,0.28
2010,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.03
2010,2440,Victoria,1.0,1.0,75.0,75,1.0,0.0,2.13
2011,2440,Victoria,1.0,1.0,90.0,90,1.0,0.0,2.52
2011,2440,Victoria,4.0,3.0,81.0,30,2.7,0.0,2.26
2011,2440,Victoria,5.0,3.0,329.0,38,8.66,3.34,9.2
2011,2440,Victoria,2.0,3.0,9.0,6,1.5,0.0,0.25
2011,2440,Victoria,1.0,3.0,3.0,3,1.0,0.0,0.08
2011,2440,Victoria,2.0,1.0,11.0,7,1.57,0.0,0.31
2012,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.05
2012,2440,Victoria,1.0,1.0,113.0,113,1.0,0.0,3.1
2012,2440,Victoria,2.0,1.0,9.0,6,1.5,0.0,0.25
2012,2440,Victoria,2.0,3.0,8.0,5,1.6,0.0,0.22
2012,2440,Victoria,5.0,3.0,265.0,35,7.57,3.86,7.28
2012,2440,Victoria,4.0,3.0,83.0,32,2.59,0.0,2.28
2013,2440,Victoria,1.0,1.0,61.0,61,1.0,0.0,1.65
2013,2440,Victoria,5.0,3.0,388.0,38,10.21,4.05,10.5
2013,2440,Victoria,2.0,1.0,12.0,7,1.71,0.0,0.32
2013,2440,Victoria,1.0,3.0,6.0,6,1.0,0.0,0.16
2013,2440,Victoria,4.0,3.0,78.0,31,2.52,0.0,2.11
2013,2440,Victoria,2.0,3.0,5.0,3,1.67,0.0,0.14
2014,2440,Victoria,5.0,3.0,317.0,31,10.23,5.13,8.45
2014,2440,Victoria,1.0,3.0,4.0,4,1.0,0.0,0.11
2014,2440,Victoria,2.0,1.0,13.0,8,1.63,0.0,0.35
2014,2440,Victoria,4.0,3.0,40.0,19,2.11,0.0,1.07
2014,2440,Victoria,1.0,1.0,68.0,68,1.0,0.0,1.81
2014,2440,Victoria,2.0,3.0,10.0,6,1.67,0.0,0.27
2015,2440,Victoria,4.0,3.0,33.0,12,2.75,0.0,0.86
2015,2440,Victoria,5.0,3.0,149.0,19,7.84,5.74,3.88
2015,2440,Victoria,1.0,1.0,34.0,34,1.0,0.0,0.89
2015,2440,Victoria,2.0,1.0,8.0,5,1.6,0.0,0.21
2015,2440,Victoria,2.0,3.0,15.0,9,1.67,0.0,0.39
2016,2440,Victoria,1.0,1.0,20.0,20,1.0,0.0,0.51
2016,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.03
2016,2440,Victoria,2.0,1.0,1.0,1,1.0,0.0,0.03
2016,2440,Victoria,5.0,3.0,24.0,3,8.0,4.33,0.62
2016,2440,Victoria,4.0,3.0,11.0,3,3.67,0.0,0.28
2017,2440,Victoria,2.0,1.0,3.0,2,1.5,0.0,0.08
2017,2440,Victoria,4.0,3.0,7.0,2,3.5,0.0,0.18
2017,2440,Victoria,5.0,3.0,18.0,5,3.6,3.8,0.45
2017,2440,Victoria,1.0,1.0,45.0,45,1.0,0.0,1.14
2018,2440,Victoria,1.0,1.0,43.0,43,1.0,0.0,1.07
2018,2440,Victoria,2.0,1.0,14.0,10,1.4,0.0,0.35
2018,2440,Victoria,4.0,3.0,12.0,9,1.33,0.0,0.3
2018,2440,Victoria,2.0,3.0,8.0,6,1.33,0.0,0.2
2018,2440,Victoria,5.0,3.0,29.0,10,2.9,3.8,0.72
2019,2440,Victoria,2.0,3.0,18.0,10,1.8,0.0,0.44
2019,2440,Victoria,5.0,3.0,75.0,14,5.36,4.71,1.83
2019,2440,Victoria,1.0,3.0,4.0,4,1.0,0.0,0.1
2019,2440,Victoria,2.0,1.0,11.0,7,1.57,0.0,0.27
2019,2440,Victoria,4.0,3.0,72.0,30,2.4,0.0,1.76
2019,2440,Victoria,1.0,1.0,70.0,70,1.0,0.0,1.71
2020,2440,Victoria,2.0,3.0,4.0,3,1.33,0.0,0.1
2020,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.02
2020,2440,Victoria,4.0,3.0,12.0,8,1.5,0.0,0.29
2020,2440,Victoria,5.0,3.0,131.0,19,6.89,6.74,3.17
2020,2440,Victoria,1.0,1.0,20.0,20,1.0,0.0,0.48
2020,2440,Victoria,2.0,1.0,4.0,3,1.33,0.0,0.1
2021,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.05
2021,2440,Victoria,1.0,1.0,6.0,6,1.0,0.0,0.14
2021,2440,Victoria,5.0,3.0,56.0,12,4.67,7.58,1.33
2021,2440,Victoria,4.0,3.0,5.0,2,2.5,0.0,0.12
2021,2440,Victoria,2.0,1.0,2.0,1,2.0,0.0,0.05
2022,2440,Victoria,2.0,3.0,6.0,4,1.5,0.0,0.14
2022,2440,Victoria,1.0,1.0,43.0,43,1.0,0.0,1.0
2022,2440,Victoria,2.0,1.0,6.0,4,1.5,0.0,0.14
2022,2440,Victoria,1.0,3.0,2.0,2,1.0,0.0,0.05
2022,2440,Victoria,5.0,3.0,9.0,4,2.25,5.25,0.21
2022,2440,Victoria,4.0,3.0,19.0,5,3.8,0.0,0.44
2023,2440,Victoria,5.0,3.0,62.0,3,20.67,7.0,1.42
2023,2440,Victoria,1.0,3.0,1.0,1,1.0,0.0,0.02
2023,2440,Victoria,1.0,1.0,66.0,66,1.0,0.0,1.51
2023,2440,Victoria,2.0,1.0,19.0,12,1.58,0.0,0.43
2023,2440,Victoria,2.0,3.0,16.0,10,1.6,0.0,0.37
2023,2440,Victoria,4.0,3.0,32.0,12,2.67,0.0,0.73
1988,2680,Winnipeg,2.0,1.0,0.0,2,0.0,0.0,0.0
1988,2680,Winnipeg,1.0,1.0,163.0,361,0.45,0.0,2.45
1988,2680,Winnipeg,5.0,3.0,62.0,9,6.89,5.89,0.93
1988,2680,Winnipeg,4.0,3.0,23.0,10,2.3,1.2,0.35
1989,2680,Winnipeg,1.0,1.0,164.0,348,0.47,0.0,2.45
1989,2680,Winnipeg,4.0,3.0,17.0,9,1.89,0.67,0.25
1989,2680,Winnipeg,5.0,3.0,134.0,13,10.31,3.62,2.0
1989,2680,Winnipeg,2.0,1.0,2.0,4,0.5,0.0,0.03
1990,2680,Winnipeg,1.0,1.0,144.0,323,0.45,0.0,2.13
1990,2680,Winnipeg,4.0,3.0,1.0,1,1.0,0.0,0.01
1990,2680,Winnipeg,5.0,3.0,139.0,12,11.58,4.33,2.06
1991,2680,Winnipeg,4.0,3.0,27.0,2,13.5,0.0,0.4
1991,2680,Winnipeg,5.0,3.0,80.0,11,7.27,4.45,1.18
1991,2680,Winnipeg,1.0,1.0,130.0,201,0.65,0.0,1.92
1991,2680,Winnipeg,2.0,1.0,1.0,1,1.0,0.0,0.01
1992,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1992,2680,Winnipeg,1.0,1.0,129.0,232,0.56,0.0,1.9
1992,2680,Winnipeg,4.0,3.0,23.0,1,23.0,0.0,0.34
1992,2680,Winnipeg,5.0,3.0,53.0,8,6.63,2.25,0.78
1993,2680,Winnipeg,5.0,3.0,45.0,3,15.0,1.0,0.66
1993,2680,Winnipeg,4.0,3.0,24.0,2,12.0,0.0,0.35
1993,2680,Winnipeg,1.0,1.0,213.0,379,0.56,0.0,3.12
1993,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
1994,2680,Winnipeg,1.0,1.0,224.0,321,0.7,0.0,3.27
1994,2680,Winnipeg,4.0,3.0,23.0,3,7.67,0.0,0.34
1994,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1994,2680,Winnipeg,5.0,3.0,21.0,3,7.0,1.0,0.31
1995,2680,Winnipeg,5.0,3.0,19.0,2,9.5,1.5,0.28
1995,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1995,2680,Winnipeg,1.0,1.0,244.0,317,0.77,0.0,3.57
1995,2680,Winnipeg,1.0,3.0,2.0,2,1.0,0.0,0.03
1995,2680,Winnipeg,4.0,3.0,13.0,1,13.0,0.0,0.19
1996,2680,Winnipeg,4.0,3.0,7.0,3,2.33,0.0,0.1
1996,2680,Winnipeg,1.0,3.0,1.0,2,0.5,0.0,0.01
1996,2680,Winnipeg,2.0,3.0,0.0,3,0.0,0.0,0.0
1996,2680,Winnipeg,1.0,1.0,111.0,152,0.73,0.0,1.62
1996,2680,Winnipeg,5.0,3.0,20.0,3,6.67,1.0,0.29
1996,2680,Winnipeg,2.0,1.0,7.0,7,1.0,0.0,0.1
1997,2680,Winnipeg,4.0,3.0,2.0,1,2.0,0.0,0.03
1997,2680,Winnipeg,2.0,1.0,0.0,1,0.0,0.0,0.0
1997,2680,Winnipeg,1.0,3.0,3.0,4,0.75,0.0,0.04
1997,2680,Winnipeg,2.0,3.0,7.0,7,1.0,0.0,0.1
1997,2680,Winnipeg,5.0,3.0,26.0,2,13.0,0.0,0.38
1997,2680,Winnipeg,1.0,1.0,142.0,258,0.55,0.0,2.07
1998,2680,Winnipeg,1.0,3.0,9.0,17,0.53,0.0,0.13
1998,2680,Winnipeg,5.0,3.0,31.0,3,10.33,0.0,0.45
1998,2680,Winnipeg,4.0,3.0,51.0,4,12.75,0.0,0.74
1998,2680,Winnipeg,1.0,1.0,145.0,235,0.62,0.0,2.11
1998,2680,Winnipeg,2.0,3.0,10.0,17,0.59,0.0,0.15
1999,2680,Winnipeg,1.0,3.0,7.0,11,0.64,0.0,0.1
1999,2680,Winnipeg,5.0,3.0,25.0,3,8.33,0.0,0.36
1999,2680,Winnipeg,4.0,3.0,7.0,2,3.5,0.0,0.1
1999,2680,Winnipeg,2.0,3.0,10.0,8,1.25,0.0,0.14
1999,2680,Winnipeg,1.0,1.0,126.0,213,0.59,0.0,1.82
2000,2680,Winnipeg,2.0,3.0,9.0,5,1.8,0.0,0.13
2000,2680,Winnipeg,1.0,1.0,180.0,301,0.6,0.0,2.59
2000,2680,Winnipeg,2.0,1.0,1.0,1,1.0,0.0,0.01
2000,2680,Winnipeg,1.0,3.0,9.0,15,0.6,0.0,0.13
2000,2680,Winnipeg,4.0,3.0,9.0,3,3.0,0.0,0.13
2000,2680,Winnipeg,5.0,3.0,7.0,2,3.5,0.0,0.1
2001,2680,Winnipeg,4.0,3.0,11.0,4,2.75,0.0,0.16
2001,2680,Winnipeg,2.0,3.0,9.0,6,1.5,0.0,0.13
2001,2680,Winnipeg,1.0,1.0,142.0,242,0.59,0.0,2.03
2001,2680,Winnipeg,1.0,3.0,6.0,8,0.75,0.0,0.09
2002,2680,Winnipeg,1.0,3.0,5.0,7,0.71,0.0,0.07
2002,2680,Winnipeg,4.0,3.0,14.0,7,2.0,0.0,0.2
2002,2680,Winnipeg,2.0,1.0,1.0,2,0.5,0.0,0.01
2002,2680,Winnipeg,2.0,3.0,3.0,4,0.75,0.0,0.04
2002,2680,Winnipeg,1.0,1.0,85.0,165,0.52,0.0,1.21
2003,2680,Winnipeg,2.0,3.0,4.0,5,0.8,0.0,0.06
2003,2680,Winnipeg,5.0,3.0,8.0,1,8.0,0.0,0.11
2003,2680,Winnipeg,1.0,1.0,125.0,245,0.51,0.0,1.76
2003,2680,Winnipeg,4.0,3.0,3.0,2,1.5,0.0,0.04
2003,2680,Winnipeg,1.0,3.0,4.0,5,0.8,0.0,0.06
2004,2680,Winnipeg,1.0,3.0,4.0,5,0.8,0.0,0.06
2004,2680,Winnipeg,5.0,3.0,40.0,4,10.0,0.0,0.56
2004,2680,Winnipeg,2.0,1.0,2.0,1,2.0,0.0,0.03
2004,2680,Winnipeg,1.0,1.0,165.0,292,0.57,0.0,2.31
2004,2680,Winnipeg,2.0,3.0,12.0,11,1.09,0.0,0.17
2005,2680,Winnipeg,4.0,3.0,3.0,2,1.5,0.0,0.04
2005,2680,Winnipeg,2.0,3.0,3.0,2,1.5,0.0,0.04
2005,2680,Winnipeg,1.0,3.0,1.0,2,0.5,0.0,0.01
2005,2680,Winnipeg,5.0,3.0,15.0,3,5.0,1.0,0.21
2005,2680,Winnipeg,1.0,1.0,180.0,323,0.56,0.0,2.52
2005,2680,Winnipeg,2.0,1.0,2.0,1,2.0,0.0,0.03
2006,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
2006,2680,Winnipeg,5.0,3.0,24.0,3,8.0,4.67,0.33
2006,2680,Winnipeg,2.0,1.0,0.0,1,0.0,0.0,0.0
2006,2680,Winnipeg,1.0,1.0,200.0,310,0.65,0.0,2.78
2006,2680,Winnipeg,4.0,3.0,2.0,1,2.0,0.0,0.03
2006,2680,Winnipeg,2.0,3.0,2.0,2,1.0,0.0,0.03
2007,2680,Winnipeg,5.0,3.0,75.0,6,12.5,2.67,1.04
2007,2680,Winnipeg,2.0,1.0,3.0,2,1.5,0.0,0.04
2007,2680,Winnipeg,1.0,1.0,196.0,319,0.61,0.0,2.71
2007,2680,Winnipeg,4.0,3.0,6.0,4,1.5,0.0,0.08
2007,2680,Winnipeg,1.0,3.0,3.0,5,0.6,0.0,0.04
2007,2680,Winnipeg,2.0,3.0,2.0,2,1.0,0.0,0.03
2008,2680,Winnipeg,1.0,3.0,10.0,14,0.71,0.0,0.14
2008,2680,Winnipeg,2.0,1.0,6.0,4,1.5,0.0,0.08
2008,2680,Winnipeg,4.0,3.0,12.0,5,2.4,0.0,0.16
2008,2680,Winnipeg,1.0,1.0,271.0,384,0.71,0.0,3.72
2008,2680,Winnipeg,5.0,3.0,130.0,14,9.29,2.14,1.78
2009,2680,Winnipeg,1.0,3.0,11.0,11,1.0,0.0,0.15
2009,2680,Winnipeg,4.0,1.0,4.0,1,4.0,0.0,0.05
2009,2680,Winnipeg,1.0,1.0,151.0,151,1.0,0.0,2.05
2009,2680,Winnipeg,2.0,3.0,3.0,2,1.5,0.0,0.04
2009,2680,Winnipeg,4.0,3.0,13.0,6,2.17,0.5,0.18
2009,2680,Winnipeg,5.0,3.0,88.0,14,6.29,2.43,1.2
2009,2680,Winnipeg,2.0,1.0,4.0,2,2.0,0.0,0.05
2010,2680,Winnipeg,1.0,1.0,186.0,186,1.0,0.0,2.5
2010,2680,Winnipeg,1.0,3.0,6.0,6,1.0,0.0,0.08
2010,2680,Winnipeg,2.0,1.0,3.0,2,1.5,0.0,0.04
2010,2680,Winnipeg,4.0,3.0,14.0,5,2.8,0.0,0.19
2010,2680,Winnipeg,2.0,3.0,2.0,1,2.0,0.0,0.03
2010,2680,Winnipeg,5.0,3.0,100.0,7,14.29,2.14,1.34
2011,2680,Winnipeg,1.0,1.0,173.0,173,1.0,0.0,2.29
2011,2680,Winnipeg,4.0,3.0,10.0,6,1.67,0.0,0.13
2011,2680,Winnipeg,1.0,3.0,12.0,12,1.0,0.0,0.16
2011,2680,Winnipeg,2.0,1.0,7.0,4,1.75,0.0,0.09
2011,2680,Winnipeg,5.0,3.0,57.0,10,5.7,2.5,0.75
2012,2680,Winnipeg,2.0,3.0,13.0,7,1.86,0.0,0.17
2012,2680,Winnipeg,4.0,3.0,25.0,7,3.57,0.0,0.33
2012,2680,Winnipeg,1.0,3.0,5.0,5,1.0,0.0,0.07
2012,2680,Winnipeg,5.0,3.0,101.0,15,6.73,3.73,1.32
2012,2680,Winnipeg,1.0,1.0,205.0,205,1.0,0.0,2.68
2012,2680,Winnipeg,2.0,1.0,2.0,2,1.0,0.0,0.03
2013,2680,Winnipeg,5.0,3.0,124.0,17,7.29,3.71,1.6
2013,2680,Winnipeg,2.0,1.0,10.0,6,1.67,0.0,0.13
2013,2680,Winnipeg,1.0,1.0,292.0,292,1.0,0.0,3.76
2013,2680,Winnipeg,4.0,3.0,56.0,11,5.09,0.0,0.72
2013,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
2013,2680,Winnipeg,2.0,3.0,1.0,1,1.0,0.0,0.01
2014,2680,Winnipeg,1.0,3.0,2.0,2,1.0,0.0,0.03
2014,2680,Winnipeg,2.0,1.0,13.0,11,1.18,0.0,0.17
2014,2680,Winnipeg,5.0,3.0,148.0,20,7.4,3.7,1.89
2014,2680,Winnipeg,4.0,3.0,79.0,23,3.43,0.0,1.01
2014,2680,Winnipeg,2.0,3.0,1.0,1,1.0,0.0,0.01
2014,2680,Winnipeg,1.0,1.0,239.0,239,1.0,0.0,3.05
2015,2680,Winnipeg,5.0,3.0,425.0,27,15.74,3.19,5.32
2015,2680,Winnipeg,4.0,1.0,3.0,1,3.0,0.0,0.04
2015,2680,Winnipeg,5.0,1.0,1.0,1,1.0,0.0,0.01
