reference_period,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2007,0610,Hamilton,4.0,1.0,23.0,13,1.77,0.0,0.32
2007,0610,Hamilton,5.0,3.0,24.0,2,12.0,3.0,0.33
2008,0610,Hamilton,1.0,1.0,65.0,198,0.33,0.0,0.89
2008,0610,Hamilton,2.0,1.0,19.0,20,0.95,0.0,0.26
2008,0610,Hamilton,4.0,1.0,41.0,20,2.05,0.0,0.56
2008,0610,Hamilton,4.0,3.0,2.0,1,2.0,0.0,0.03
2009,0610,Hamilton,2.0,3.0,2.0,2,1.0,0.0,0.03
2009,0610,Hamilton,2.0,1.0,1.0,1,1.0,0.0,0.01
2009,0610,Hamilton,4.0,1.0,23.0,10,2.3,0.0,0.31
2009,0610,Hamilton,1.0,1.0,44.0,44,1.0,0.0,0.6
2009,0610,Hamilton,4.0,3.0,3.0,2,1.5,0.0,0.04
2009,0610,Hamilton,5.0,3.0,13.0,2,6.5,0.0,0.18
2010,0610,Hamilton,1.0,1.0,27.0,27,1.0,0.0,0.36
2010,0610,Hamilton,2.0,1.0,2.0,1,2.0,0.0,0.03
2010,0610,Hamilton,1.0,3.0,5.0,5,1.0,0.0,0.07
2010,0610,Hamilton,4.0,1.0,25.0,11,2.27,0.0,0.34
2010,0610,Hamilton,4.0,3.0,3.0,1,3.0,0.0,0.04
2010,0610,Hamilton,5.0,3.0,11.0,1,11.0,0.0,0.15
2011,0610,Hamilton,5.0,3.0,35.0,1,35.0,0.0,0.47
2011,0610,Hamilton,4.0,1.0,4.0,2,2.0,0.0,0.05
2011,0610,Hamilton,1.0,1.0,33.0,33,1.0,0.0,0.44
2011,0610,Hamilton,4.0,3.0,3.0,1,3.0,0.0,0.04
2012,0610,Hamilton,4.0,3.0,9.0,3,3.0,0.0,0.12
2012,0610,Hamilton,4.0,1.0,10.0,6,1.67,0.0,0.13
2012,0610,Hamilton,2.0,1.0,1.0,1,1.0,0.0,0.01
2012,0610,Hamilton,1.0,1.0,49.0,49,1.0,0.0,0.65
2013,0610,Hamilton,1.0,3.0,1.0,1,1.0,0.0,0.01
2013,0610,Hamilton,4.0,3.0,7.0,2,3.5,0.0,0.09
2013,0610,Hamilton,1.0,1.0,47.0,47,1.0,0.0,0.62
2013,0610,Hamilton,4.0,1.0,3.0,3,1.0,0.0,0.04
2013,0610,Hamilton,2.0,1.0,6.0,5,1.2,0.0,0.08
2014,0610,Hamilton,5.0,3.0,3.0,1,3.0,1.0,0.04
2014,0610,Hamilton,1.0,1.0,67.0,67,1.0,0.0,0.88
2014,0610,Hamilton,1.0,3.0,2.0,2,1.0,0.0,0.03
2014,0610,Hamilton,4.0,1.0,14.0,6,2.33,0.0,0.18
2014,0610,Hamilton,2.0,1.0,1.0,1,1.0,0.0,0.01
2014,0610,Hamilton,4.0,3.0,5.0,1,5.0,0.0,0.07
2015,0610,Hamilton,1.0,1.0,109.0,109,1.0,0.0,1.42
2015,0610,Hamilton,1.0,3.0,1.0,1,1.0,0.0,0.01
2015,0610,Hamilton,4.0,1.0,137.0,35,3.91,0.0,1.78
2015,0610,Hamilton,2.0,1.0,1.0,1,1.0,0.0,0.01
2015,0610,Hamilton,5.0,3.0,3.0,1,3.0,1.0,0.04
2015,0610,Hamilton,4.0,3.0,36.0,11,3.27,0.0,0.47
2016,0610,Hamilton,4.0,3.0,21.0,8,2.63,0.0,0.27
2016,0610,Hamilton,5.0,3.0,3.0,1,3.0,1.0,0.04
2016,0610,Hamilton,2.0,1.0,35.0,25,1.4,0.0,0.45
2016,0610,Hamilton,4.0,1.0,236.0,57,4.14,0.0,3.04
2016,0610,Hamilton,1.0,1.0,69.0,69,1.0,0.0,0.89
2017,0610,Hamilton,5.0,3.0,112.0,2,56.0,3.5,1.43
2017,0610,Hamilton,2.0,1.0,4.0,3,1.33,0.0,0.05
2017,0610,Hamilton,4.0,3.0,2.0,1,2.0,0.0,0.03
2017,0610,Hamilton,4.0,1.0,129.0,34,3.79,0.0,1.65
2017,0610,Hamilton,1.0,1.0,43.0,43,1.0,0.0,0.55
2018,0610,Hamilton,1.0,1.0,24.0,24,1.0,0.0,0.3
2018,0610,Hamilton,5.0,3.0,11.0,1,11.0,9.0,0.14
2018,0610,Hamilton,4.0,3.0,48.0,10,4.8,0.0,0.6
2018,0610,Hamilton,2.0,1.0,2.0,1,2.0,0.0,0.03
2018,0610,Hamilton,4.0,1.0,169.0,42,4.02,0.0,2.13
2019,0610,Hamilton,2.0,1.0,6.0,3,2.0,0.0,0.07
2019,0610,Hamilton,4.0,1.0,110.0,24,4.58,0.0,1.37
2019,0610,Hamilton,1.0,1.0,33.0,33,1.0,0.0,0.41
2019,0610,Hamilton,4.0,3.0,27.0,7,3.86,0.0,0.34
2019,0610,Hamilton,5.0,3.0,6.0,1,6.0,9.0,0.07
2020,0610,Hamilton,5.0,3.0,8.0,2,4.0,6.0,0.1
2020,0610,Hamilton,2.0,1.0,8.0,6,1.33,0.0,0.1
2020,0610,Hamilton,4.0,3.0,21.0,4,5.25,0.0,0.26
2020,0610,Hamilton,1.0,1.0,44.0,44,1.0,0.0,0.54
2020,0610,Hamilton,4.0,1.0,153.0,37,4.14,0.0,1.89
2021,0610,Hamilton,4.0,1.0,82.0,18,4.56,0.0,1.0
2021,0610,Hamilton,4.0,3.0,6.0,2,3.0,0.0,0.07
2021,0610,Hamilton,5.0,3.0,8.0,2,4.0,5.5,0.1
2021,0610,Hamilton,1.0,1.0,43.0,43,1.0,0.0,0.52
2022,0610,Hamilton,1.0,1.0,36.0,36,1.0,0.0,0.43
2022,0610,Hamilton,4.0,3.0,35.0,8,4.38,0.0,0.42
2022,0610,Hamilton,5.0,3.0,2.0,1,2.0,2.0,0.02
2022,0610,Hamilton,4.0,1.0,93.0,25,3.72,0.0,1.12
2023,0610,Hamilton,4.0,1.0,26.0,6,4.33,0.0,0.31
2023,0610,Hamilton,4.0,3.0,42.0,10,4.2,0.0,0.5
2023,0610,Hamilton,1.0,1.0,36.0,36,1.0,0.0,0.43
2023,0610,Hamilton,5.0,3.0,37.0,1,37.0,4.0,0.44
1988,1060,Montreal,2.0,3.0,4.0,2,2.0,0.0,0.01
1988,1060,Montreal,4.0,1.0,188.0,74,2.54,0.2,0.56
1988,1060,Montreal,2.0,1.0,286.0,205,1.4,0.0,0.85
1988,1060,Montreal,5.0,1.0,13.0,8,1.63,1.5,0.04
1988,1060,Montreal,5.0,3.0,2111.0,313,6.74,2.26,6.3
1988,1060,Montreal,1.0,1.0,1553.0,2443,0.64,0.0,4.63
1988,1060,Montreal,4.0,3.0,123.0,18,6.83,0.22,0.37
1989,1060,Montreal,4.0,1.0,153.0,64,2.39,0.5,0.45
1989,1060,Montreal,4.0,3.0,32.0,11,2.91,0.36,0.09
1989,1060,Montreal,1.0,1.0,1418.0,2145,0.66,0.0,4.19
1989,1060,Montreal,5.0,3.0,1873.0,282,6.64,2.27,5.53
1989,1060,Montreal,2.0,3.0,0.0,2,0.0,0.0,0.0
1989,1060,Montreal,5.0,1.0,6.0,3,2.0,1.67,0.02
1989,1060,Montreal,2.0,1.0,261.0,223,1.17,0.0,0.77
1990,1060,Montreal,2.0,1.0,299.0,241,1.24,0.0,0.88
1990,1060,Montreal,4.0,1.0,187.0,85,2.2,0.86,0.55
1990,1060,Montreal,5.0,1.0,7.0,5,1.4,0.6,0.02
1990,1060,Montreal,1.0,1.0,1602.0,2437,0.66,0.0,4.7
1990,1060,Montreal,5.0,3.0,2167.0,340,6.37,1.84,6.36
1990,1060,Montreal,4.0,3.0,48.0,19,2.53,0.95,0.14
1991,1060,Montreal,5.0,1.0,6.0,4,1.5,0.0,0.02
1991,1060,Montreal,2.0,3.0,14.0,10,1.4,0.0,0.04
1991,1060,Montreal,5.0,3.0,1903.0,332,5.73,2.26,5.56
1991,1060,Montreal,2.0,1.0,382.0,337,1.13,0.0,1.12
1991,1060,Montreal,1.0,1.0,1532.0,2073,0.74,0.0,4.48
1991,1060,Montreal,4.0,1.0,94.0,55,1.71,1.05,0.27
1991,1060,Montreal,4.0,3.0,139.0,59,2.36,0.9,0.41
1992,1060,Montreal,5.0,3.0,1732.0,299,5.79,3.8,5.03
1992,1060,Montreal,2.0,3.0,10.0,8,1.25,0.0,0.03
1992,1060,Montreal,4.0,1.0,141.0,74,1.91,1.88,0.41
1992,1060,Montreal,1.0,1.0,1431.0,1845,0.78,0.0,4.15
1992,1060,Montreal,2.0,1.0,346.0,313,1.11,0.0,1.0
1992,1060,Montreal,4.0,3.0,268.0,108,2.48,1.66,0.78
1992,1060,Montreal,5.0,1.0,5.0,2,2.5,1.0,0.01
1993,1060,Montreal,5.0,3.0,1245.0,280,4.45,3.68,3.59
1993,1060,Montreal,2.0,1.0,483.0,431,1.12,0.0,1.39
1993,1060,Montreal,4.0,1.0,225.0,122,1.84,1.32,0.65
1993,1060,Montreal,4.0,3.0,386.0,186,2.08,0.92,1.11
1993,1060,Montreal,1.0,3.0,1.0,1,1.0,0.0,0.0
1993,1060,Montreal,2.0,3.0,21.0,17,1.24,0.0,0.06
1993,1060,Montreal,5.0,1.0,7.0,4,1.75,0.0,0.02
1993,1060,Montreal,1.0,1.0,1205.0,1581,0.76,0.0,3.48
1994,1060,Montreal,1.0,1.0,1056.0,1363,0.77,0.0,3.03
1994,1060,Montreal,2.0,3.0,21.0,19,1.11,0.0,0.06
1994,1060,Montreal,4.0,3.0,404.0,187,2.16,1.45,1.16
1994,1060,Montreal,5.0,3.0,1117.0,322,3.47,2.98,3.21
1994,1060,Montreal,2.0,1.0,440.0,398,1.11,0.0,1.26
1994,1060,Montreal,4.0,1.0,238.0,120,1.98,1.43,0.68
1994,1060,Montreal,5.0,1.0,12.0,6,2.0,0.0,0.03
1994,1060,Montreal,1.0,3.0,2.0,2,1.0,0.0,0.01
1995,1060,Montreal,1.0,1.0,876.0,1095,0.8,0.0,2.5
1995,1060,Montreal,1.0,3.0,1.0,1,1.0,0.0,0.0
1995,1060,Montreal,2.0,1.0,321.0,291,1.1,0.0,0.92
1995,1060,Montreal,2.0,3.0,10.0,7,1.43,0.0,0.03
1995,1060,Montreal,5.0,3.0,1004.0,288,3.49,2.74,2.87
1995,1060,Montreal,4.0,1.0,219.0,123,1.78,1.4,0.63
1995,1060,Montreal,4.0,3.0,268.0,128,2.09,1.47,0.77
1995,1060,Montreal,5.0,1.0,15.0,10,1.5,0.0,0.04
1996,1060,Montreal,4.0,3.0,130.0,66,1.97,1.44,0.37
1996,1060,Montreal,5.0,3.0,669.0,230,2.91,2.54,1.9
1996,1060,Montreal,4.0,1.0,171.0,95,1.8,1.23,0.49
1996,1060,Montreal,1.0,1.0,634.0,812,0.78,0.0,1.8
1996,1060,Montreal,2.0,1.0,254.0,221,1.15,0.0,0.72
1996,1060,Montreal,2.0,3.0,3.0,3,1.0,0.0,0.01
1996,1060,Montreal,5.0,1.0,14.0,9,1.56,0.0,0.04
1997,1060,Montreal,1.0,1.0,537.0,810,0.66,0.0,1.52
1997,1060,Montreal,5.0,3.0,532.0,226,2.35,2.54,1.51
1997,1060,Montreal,2.0,3.0,5.0,5,1.0,0.0,0.01
1997,1060,Montreal,4.0,1.0,150.0,92,1.63,1.48,0.42
1997,1060,Montreal,4.0,3.0,79.0,49,1.61,1.51,0.22
1997,1060,Montreal,5.0,1.0,6.0,5,1.2,2.0,0.02
1997,1060,Montreal,2.0,1.0,207.0,201,1.03,0.0,0.59
1998,1060,Montreal,2.0,1.0,169.0,164,1.03,0.0,0.47
1998,1060,Montreal,4.0,3.0,117.0,69,1.7,0.81,0.33
1998,1060,Montreal,1.0,1.0,544.0,890,0.61,0.0,1.53
1998,1060,Montreal,5.0,3.0,487.0,195,2.5,2.23,1.37
1998,1060,Montreal,2.0,3.0,5.0,5,1.0,0.0,0.01
1998,1060,Montreal,4.0,1.0,72.0,46,1.57,1.24,0.2
1999,1060,Montreal,1.0,1.0,671.0,1039,0.65,0.0,1.87
1999,1060,Montreal,2.0,3.0,3.0,3,1.0,0.0,0.01
1999,1060,Montreal,2.0,1.0,134.0,135,0.99,0.0,0.37
1999,1060,Montreal,5.0,1.0,2.0,1,2.0,0.0,0.01
1999,1060,Montreal,4.0,3.0,108.0,62,1.74,0.27,0.3
1999,1060,Montreal,5.0,3.0,424.0,166,2.55,2.19,1.18
1999,1060,Montreal,4.0,1.0,49.0,30,1.63,1.2,0.14
2000,1060,Montreal,4.0,3.0,121.0,67,1.81,0.21,0.33
2000,1060,Montreal,4.0,1.0,20.0,16,1.25,0.38,0.06
2000,1060,Montreal,5.0,3.0,437.0,158,2.77,0.68,1.2
2000,1060,Montreal,2.0,3.0,3.0,2,1.5,0.0,0.01
2000,1060,Montreal,5.0,1.0,6.0,1,6.0,0.0,0.02
2000,1060,Montreal,1.0,1.0,631.0,941,0.67,0.0,1.74
2000,1060,Montreal,2.0,1.0,89.0,82,1.09,0.0,0.25
2001,1060,Montreal,5.0,3.0,586.0,142,4.13,0.54,1.6
2001,1060,Montreal,1.0,1.0,633.0,1068,0.59,0.0,1.73
2001,1060,Montreal,2.0,3.0,4.0,3,1.33,0.0,0.01
2001,1060,Montreal,4.0,3.0,87.0,42,2.07,0.38,0.24
2001,1060,Montreal,2.0,1.0,91.0,97,0.94,0.0,0.25
2001,1060,Montreal,4.0,1.0,16.0,12,1.33,0.17,0.04
2001,1060,Montreal,5.0,1.0,3.0,2,1.5,0.0,0.01
2002,1060,Montreal,4.0,1.0,17.0,9,1.89,0.22,0.05
2002,1060,Montreal,5.0,3.0,452.0,142,3.18,2.61,1.22
2002,1060,Montreal,2.0,1.0,69.0,84,0.82,0.0,0.19
2002,1060,Montreal,1.0,1.0,464.0,1098,0.42,0.0,1.25
2002,1060,Montreal,2.0,3.0,4.0,3,1.33,0.0,0.01
2002,1060,Montreal,4.0,3.0,62.0,34,1.82,0.29,0.17
2002,1060,Montreal,5.0,1.0,6.0,3,2.0,1.0,0.02
2003,1060,Montreal,2.0,3.0,0.0,1,0.0,0.0,0.0
2003,1060,Montreal,2.0,1.0,88.0,114,0.77,0.0,0.24
2003,1060,Montreal,4.0,3.0,107.0,45,2.38,0.24,0.29
2003,1060,Montreal,5.0,1.0,13.0,9,1.44,0.33,0.03
2003,1060,Montreal,5.0,3.0,723.0,237,3.05,1.23,1.94
2003,1060,Montreal,1.0,1.0,494.0,1182,0.42,0.0,1.33
2003,1060,Montreal,4.0,1.0,12.0,9,1.33,0.44,0.03
2004,1060,Montreal,4.0,1.0,10.0,6,1.67,0.67,0.03
2004,1060,Montreal,5.0,1.0,8.0,4,2.0,0.5,0.02
2004,1060,Montreal,1.0,1.0,632.0,1447,0.44,0.0,1.68
2004,1060,Montreal,4.0,3.0,88.0,50,1.76,1.0,0.23
2004,1060,Montreal,2.0,1.0,112.0,149,0.75,0.0,0.3
2004,1060,Montreal,5.0,3.0,1628.0,362,4.5,2.09,4.34
2005,1060,Montreal,1.0,1.0,396.0,1062,0.37,0.0,1.05
2005,1060,Montreal,2.0,1.0,115.0,135,0.85,0.0,0.3
2005,1060,Montreal,5.0,3.0,1922.0,433,4.44,2.33,5.08
2005,1060,Montreal,4.0,3.0,141.0,73,1.93,0.84,0.37
2005,1060,Montreal,4.0,1.0,7.0,7,1.0,1.43,0.02
2005,1060,Montreal,2.0,3.0,4.0,7,0.57,0.0,0.01
2005,1060,Montreal,5.0,1.0,8.0,7,1.14,0.57,0.02
2006,1060,Montreal,4.0,3.0,132.0,50,2.64,1.86,0.35
2006,1060,Montreal,1.0,1.0,682.0,1297,0.53,0.0,1.79
2006,1060,Montreal,5.0,3.0,3341.0,468,7.14,2.83,8.76
2006,1060,Montreal,5.0,1.0,27.0,15,1.8,1.13,0.07
2006,1060,Montreal,2.0,3.0,0.0,1,0.0,0.0,0.0
2006,1060,Montreal,2.0,1.0,113.0,121,0.93,0.0,0.3
2006,1060,Montreal,4.0,1.0,44.0,11,4.0,0.82,0.12
2007,1060,Montreal,4.0,1.0,61.0,28,2.18,1.32,0.16
2007,1060,Montreal,5.0,3.0,2020.0,403,5.01,2.69,5.24
2007,1060,Montreal,1.0,1.0,580.0,1193,0.49,0.0,1.51
2007,1060,Montreal,2.0,1.0,109.0,129,0.84,0.0,0.28
2007,1060,Montreal,4.0,3.0,85.0,45,1.89,1.84,0.22
2007,1060,Montreal,5.0,1.0,38.0,23,1.65,0.52,0.1
2008,1060,Montreal,1.0,1.0,650.0,1185,0.55,0.0,1.67
2008,1060,Montreal,4.0,1.0,110.0,59,1.86,1.34,0.28
2008,1060,Montreal,4.0,3.0,77.0,35,2.2,2.0,0.2
2008,1060,Montreal,5.0,3.0,1632.0,336,4.86,2.67,4.18
2008,1060,Montreal,2.0,1.0,153.0,163,0.94,0.0,0.39
2008,1060,Montreal,5.0,1.0,34.0,22,1.55,1.23,0.09
2009,1060,Montreal,5.0,1.0,49.0,29,1.69,0.79,0.12
2009,1060,Montreal,4.0,1.0,136.0,73,1.86,1.41,0.34
2009,1060,Montreal,4.0,3.0,38.0,23,1.65,1.3,0.1
2009,1060,Montreal,1.0,1.0,514.0,514,1.0,0.0,1.3
2009,1060,Montreal,2.0,1.0,168.0,141,1.19,0.0,0.43
2009,1060,Montreal,5.0,3.0,1693.0,377,4.49,2.43,4.29
2010,1060,Montreal,2.0,3.0,1.0,1,1.0,0.0,0.0
2010,1060,Montreal,1.0,1.0,449.0,449,1.0,0.0,1.13
2010,1060,Montreal,5.0,1.0,43.0,26,1.65,0.35,0.11
2010,1060,Montreal,4.0,1.0,131.0,73,1.79,0.64,0.33
2010,1060,Montreal,2.0,1.0,162.0,136,1.19,0.0,0.41
2010,1060,Montreal,4.0,3.0,32.0,19,1.68,1.32,0.08
2010,1060,Montreal,5.0,3.0,1109.0,316,3.51,1.52,2.78
2011,1060,Montreal,5.0,1.0,30.0,19,1.58,0.32,0.07
2011,1060,Montreal,5.0,3.0,1667.0,407,4.1,1.47,4.14
2011,1060,Montreal,4.0,1.0,208.0,100,2.08,0.51,0.52
2011,1060,Montreal,1.0,1.0,462.0,462,1.0,0.0,1.15
2011,1060,Montreal,2.0,1.0,226.0,194,1.16,0.0,0.56
2011,1060,Montreal,4.0,3.0,44.0,27,1.63,0.74,0.11
2012,1060,Montreal,4.0,3.0,36.0,23,1.57,1.48,0.09
2012,1060,Montreal,5.0,3.0,1766.0,399,4.43,3.07,4.35
2012,1060,Montreal,2.0,1.0,154.0,126,1.22,0.0,0.38
2012,1060,Montreal,5.0,1.0,23.0,15,1.53,1.67,0.06
2012,1060,Montreal,1.0,1.0,361.0,361,1.0,0.0,0.89
2012,1060,Montreal,4.0,1.0,119.0,65,1.83,1.71,0.29
2013,1060,Montreal,4.0,1.0,149.0,79,1.89,1.67,0.36
2013,1060,Montreal,1.0,1.0,395.0,395,1.0,0.0,0.97
2013,1060,Montreal,2.0,1.0,153.0,128,1.2,0.0,0.37
2013,1060,Montreal,4.0,3.0,20.0,13,1.54,1.15,0.05
2013,1060,Montreal,5.0,1.0,15.0,9,1.67,1.67,0.04
2013,1060,Montreal,5.0,3.0,2024.0,478,4.23,3.34,4.95
2014,1060,Montreal,2.0,1.0,230.0,185,1.24,0.0,0.56
2014,1060,Montreal,4.0,3.0,42.0,17,2.47,0.0,0.1
2014,1060,Montreal,5.0,1.0,6.0,5,1.2,1.8,0.01
2014,1060,Montreal,1.0,1.0,366.0,366,1.0,0.0,0.89
2014,1060,Montreal,4.0,1.0,178.0,90,1.98,0.0,0.43
2014,1060,Montreal,5.0,3.0,2809.0,607,4.63,3.76,6.84
2015,1060,Montreal,1.0,1.0,365.0,365,1.0,0.0,0.88
2015,1060,Montreal,2.0,1.0,200.0,154,1.3,0.0,0.48
2015,1060,Montreal,4.0,3.0,58.0,24,2.42,0.0,0.14
2015,1060,Montreal,4.0,1.0,191.0,106,1.8,0.0,0.46
2015,1060,Montreal,5.0,1.0,5.0,3,1.67,2.33,0.01
2015,1060,Montreal,5.0,3.0,2499.0,569,4.39,3.84,6.04
2016,1060,Montreal,5.0,3.0,2047.0,415,4.93,3.98,4.89
2016,1060,Montreal,1.0,1.0,274.0,274,1.0,0.0,0.65
2016,1060,Montreal,4.0,3.0,102.0,36,2.83,0.0,0.24
2016,1060,Montreal,2.0,1.0,157.0,129,1.22,0.0,0.38
2016,1060,Montreal,5.0,1.0,16.0,8,2.0,2.13,0.04
2016,1060,Montreal,4.0,1.0,195.0,104,1.88,0.0,0.47
2017,1060,Montreal,1.0,1.0,247.0,247,1.0,0.0,0.58
2017,1060,Montreal,2.0,1.0,177.0,140,1.26,0.0,0.42
2017,1060,Montreal,4.0,3.0,81.0,36,2.25,0.0,0.19
2017,1060,Montreal,4.0,1.0,220.0,115,1.91,0.0,0.52
2017,1060,Montreal,5.0,1.0,5.0,3,1.67,2.33,0.01
2017,1060,Montreal,5.0,3.0,1626.0,334,4.87,4.39,3.82
2018,1060,Montreal,4.0,3.0,46.0,21,2.19,0.0,0.11
2018,1060,Montreal,4.0,1.0,202.0,93,2.17,0.0,0.47
2018,1060,Montreal,2.0,1.0,130.0,107,1.21,0.0,0.3
2018,1060,Montreal,5.0,3.0,1360.0,236,5.76,5.11,3.14
2018,1060,Montreal,1.0,1.0,214.0,214,1.0,0.0,0.49
2019,1060,Montreal,4.0,1.0,260.0,114,2.28,0.0,0.6
2019,1060,Montreal,1.0,1.0,324.0,324,1.0,0.0,0.74
2019,1060,Montreal,2.0,1.0,167.0,134,1.25,0.0,0.38
2019,1060,Montreal,4.0,3.0,34.0,15,2.27,0.0,0.08
2019,1060,Montreal,5.0,3.0,1345.0,176,7.64,4.73,3.08
2020,1060,Montreal,2.0,1.0,85.0,67,1.27,0.0,0.2
2020,1060,Montreal,4.0,3.0,13.0,4,3.25,0.0,0.03
2020,1060,Montreal,1.0,1.0,193.0,193,1.0,0.0,0.44
2020,1060,Montreal,4.0,1.0,191.0,93,2.05,0.0,0.44
2020,1060,Montreal,5.0,3.0,767.0,109,7.04,5.4,1.77
2021,1060,Montreal,1.0,1.0,213.0,213,1.0,0.0,0.49
2021,1060,Montreal,5.0,3.0,297.0,55,5.4,7.73,0.68
2021,1060,Montreal,4.0,1.0,181.0,81,2.23,0.0,0.42
2021,1060,Montreal,2.0,1.0,99.0,77,1.29,0.0,0.23
2021,1060,Montreal,5.0,1.0,1.0,1,1.0,3.0,0.0
2022,1060,Montreal,5.0,3.0,290.0,57,5.09,6.44,0.65
2022,1060,Montreal,4.0,3.0,6.0,2,3.0,0.0,0.01
2022,1060,Montreal,1.0,1.0,171.0,171,1.0,0.0,0.38
2022,1060,Montreal,4.0,1.0,190.0,84,2.26,0.0,0.43
2022,1060,Montreal,5.0,1.0,2.0,1,2.0,2.0,0.0
2022,1060,Montreal,2.0,1.0,104.0,80,1.3,0.0,0.23
2023,1060,Montreal,2.0,1.0,68.0,54,1.26,0.0,0.15
2023,1060,Montreal,4.0,3.0,4.0,2,2.0,0.0,0.01
2023,1060,Montreal,4.0,1.0,240.0,102,2.35,0.0,0.52
2023,1060,Montreal,1.0,1.0,183.0,183,1.0,0.0,0.4
2023,1060,Montreal,5.0,3.0,835.0,70,11.93,7.9,1.81
1988,1265,Ottawa,4.0,3.0,42.0,15,2.8,0.13,0.45
1988,1265,Ottawa,1.0,1.0,223.0,516,0.43,0.0,2.39
1988,1265,Ottawa,1.0,3.0,0.0,1,0.0,0.0,0.0
1988,1265,Ottawa,2.0,1.0,12.0,10,1.2,0.0,0.13
1988,1265,Ottawa,5.0,3.0,141.0,18,7.83,2.67,1.51
1988,1265,Ottawa,4.0,1.0,26.0,15,1.73,0.0,0.28
1989,1265,Ottawa,2.0,1.0,13.0,21,0.62,0.0,0.14
1989,1265,Ottawa,4.0,1.0,102.0,45,2.27,0.0,1.06
1989,1265,Ottawa,5.0,3.0,174.0,11,15.82,4.45,1.81
1989,1265,Ottawa,4.0,3.0,28.0,13,2.15,0.54,0.29
1989,1265,Ottawa,1.0,1.0,272.0,526,0.52,0.0,2.83
1990,1265,Ottawa,2.0,1.0,38.0,33,1.15,0.0,0.39
1990,1265,Ottawa,1.0,1.0,272.0,441,0.62,0.0,2.77
1990,1265,Ottawa,5.0,3.0,190.0,13,14.62,3.38,1.93
1990,1265,Ottawa,4.0,1.0,127.0,60,2.12,0.0,1.29
1990,1265,Ottawa,4.0,3.0,47.0,19,2.47,0.11,0.48
1991,1265,Ottawa,2.0,1.0,18.0,18,1.0,0.0,0.18
1991,1265,Ottawa,1.0,1.0,184.0,314,0.59,0.0,1.84
1991,1265,Ottawa,4.0,3.0,22.0,11,2.0,0.0,0.22
1991,1265,Ottawa,5.0,3.0,346.0,17,20.35,1.41,3.46
1991,1265,Ottawa,4.0,1.0,89.0,37,2.41,0.0,0.89
1992,1265,Ottawa,2.0,1.0,14.0,11,1.27,0.0,0.14
1992,1265,Ottawa,5.0,3.0,225.0,14,16.07,0.0,2.21
1992,1265,Ottawa,4.0,1.0,157.0,77,2.04,0.03,1.54
1992,1265,Ottawa,1.0,1.0,155.0,413,0.38,0.0,1.52
1992,1265,Ottawa,4.0,3.0,51.0,21,2.43,0.1,0.5
1993,1265,Ottawa,5.0,3.0,119.0,12,9.92,0.0,1.16
1993,1265,Ottawa,4.0,1.0,251.0,110,2.28,0.0,2.44
1993,1265,Ottawa,1.0,1.0,245.0,365,0.67,0.0,2.38
1993,1265,Ottawa,4.0,3.0,10.0,7,1.43,0.29,0.1
1993,1265,Ottawa,2.0,1.0,23.0,17,1.35,0.0,0.22
1994,1265,Ottawa,1.0,1.0,172.0,277,0.62,0.0,1.66
1994,1265,Ottawa,5.0,3.0,179.0,14,12.79,0.57,1.72
1994,1265,Ottawa,2.0,1.0,42.0,37,1.14,0.0,0.4
1994,1265,Ottawa,4.0,1.0,313.0,140,2.24,0.0,3.01
1995,1265,Ottawa,1.0,1.0,140.0,218,0.64,0.0,1.34
1995,1265,Ottawa,2.0,1.0,24.0,18,1.33,0.0,0.23
1995,1265,Ottawa,4.0,3.0,4.0,1,4.0,0.0,0.04
1995,1265,Ottawa,4.0,1.0,250.0,125,2.0,0.0,2.39
1995,1265,Ottawa,5.0,1.0,2.0,1,2.0,0.0,0.02
1995,1265,Ottawa,5.0,3.0,179.0,17,10.53,0.47,1.71
1996,1265,Ottawa,2.0,1.0,15.0,14,1.07,0.0,0.14
1996,1265,Ottawa,1.0,1.0,128.0,260,0.49,0.0,1.22
1996,1265,Ottawa,4.0,1.0,197.0,98,2.01,0.02,1.87
1996,1265,Ottawa,5.0,3.0,120.0,7,17.14,0.43,1.14
1997,1265,Ottawa,4.0,1.0,189.0,108,1.75,0.0,1.78
1997,1265,Ottawa,5.0,1.0,3.0,1,3.0,0.0,0.03
1997,1265,Ottawa,1.0,1.0,120.0,306,0.39,0.0,1.13
1997,1265,Ottawa,4.0,3.0,4.0,3,1.33,0.0,0.04
1997,1265,Ottawa,5.0,3.0,96.0,9,10.67,0.0,0.9
1997,1265,Ottawa,2.0,1.0,23.0,24,0.96,0.0,0.22
1998,1265,Ottawa,2.0,1.0,34.0,33,1.03,0.0,0.32
1998,1265,Ottawa,1.0,1.0,151.0,410,0.37,0.0,1.4
1998,1265,Ottawa,4.0,1.0,214.0,119,1.8,0.0,1.99
1998,1265,Ottawa,5.0,1.0,1.0,1,1.0,0.0,0.01
1998,1265,Ottawa,5.0,3.0,25.0,8,3.13,0.5,0.23
1999,1265,Ottawa,5.0,3.0,9.0,3,3.0,0.0,0.08
1999,1265,Ottawa,1.0,1.0,138.0,466,0.3,0.0,1.26
1999,1265,Ottawa,5.0,1.0,3.0,2,1.5,0.0,0.03
1999,1265,Ottawa,2.0,1.0,15.0,36,0.42,0.0,0.14
