"ref_yy","CSDuid","dweltype","mkttycd","date_pbi","metcode","metro","municipality","underconstr","num_structures","unitsperstructure","avgstorycount","X_c0","ref_qq","met_name","population","stcan_cmacode","underconstr_per_10kpop"
"1988","2421420",2,1,"December 31, 1988","1400",NA,NA,4,2,2,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2421420",5,2,"December 31, 1988","1400",NA,NA,6,1,6,0,1579,4,"Quebec",646773.443,421,0.0927681874532378
"1988","2421420",5,3,"December 31, 1988","1400",NA,NA,10,1,10,0,1579,4,"Quebec",646773.443,421,0.154613645755396
"1988","2421460",1,1,"December 31, 1988","1400",NA,NA,12,12,1,0,1579,4,"Quebec",646773.443,421,0.185536374906476
"1988","2421460",2,1,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421460",4,1,"December 31, 1988","1400",NA,NA,4,1,4,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2421460",5,2,"December 31, 1988","1400",NA,NA,30,4,7.5,0,1579,4,"Quebec",646773.443,421,0.463840937266189
"1988","2421460",5,3,"December 31, 1988","1400",NA,NA,20,1,20,0,1579,4,"Quebec",646773.443,421,0.309227291510793
"1988","2421500",1,1,"December 31, 1988","1400",NA,NA,5,5,1,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2421500",2,1,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421550",1,1,"December 31, 1988","1400",NA,NA,5,5,1,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2421550",2,1,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421550",5,2,"December 31, 1988","1400",NA,NA,7,2,3.5,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2421600",1,1,"December 31, 1988","1400",NA,NA,4,4,1,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2421600",5,2,"December 31, 1988","1400",NA,NA,28,2,14,0,1579,4,"Quebec",646773.443,421,0.43291820811511
"1988","2421650",1,1,"December 31, 1988","1400",NA,NA,3,3,1,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2421650",2,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421650",5,2,"December 31, 1988","1400",NA,NA,4,1,4,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2421700",1,1,"December 31, 1988","1400",NA,NA,11,11,1,0,1579,4,"Quebec",646773.443,421,0.170075010330936
"1988","2421700",2,1,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421780",1,1,"December 31, 1988","1400",NA,NA,20,20,1,0,1579,4,"Quebec",646773.443,421,0.309227291510793
"1988","2421780",5,2,"December 31, 1988","1400",NA,NA,10,1,10,0,1579,4,"Quebec",646773.443,421,0.154613645755396
"1988","2429110",1,1,"December 31, 1988","1400",NA,NA,8,8,1,0,1579,4,"Quebec",646773.443,421,0.123690916604317
"1988","2429130",1,1,"December 31, 1988","1400",NA,NA,5,5,1,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2429140",1,1,"December 31, 1988","1400",NA,NA,2,2,1,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2452440",1,1,"December 31, 1988","1060",NA,NA,5,5,1,0,709,4,"Montreal",3351700.63,462,0.0149178001019739
"1988","2452440",5,2,"December 31, 1988","1060",NA,NA,9,2,4.5,0,709,4,"Montreal",3351700.63,462,0.026852040183553
"1988","2452480",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2452550",1,1,"December 31, 1988","1060",NA,NA,6,6,1,0,709,4,"Montreal",3351700.63,462,0.0179013601223687
"1988","2452700",1,1,"December 31, 1988","1060",NA,NA,16,16,1,0,709,4,"Montreal",3351700.63,462,0.0477369603263165
"1988","2452780",1,1,"December 31, 1988","1060",NA,NA,31,31,1,0,709,4,"Montreal",3351700.63,462,0.0924903606322382
"1988","2456120",1,1,"December 31, 1988","1060",NA,NA,30,30,1,0,709,4,"Montreal",3351700.63,462,0.0895068006118434
"1988","2456120",4,2,"December 31, 1988","1060",NA,NA,4,1,4,0,709,4,"Montreal",3351700.63,462,0.0119342400815791
"1988","2456120",5,2,"December 31, 1988","1060",NA,NA,12,3,4,0.666666666666667,709,4,"Montreal",3351700.63,462,0.0358027202447374
"1988","2456200",1,1,"December 31, 1988","1060",NA,NA,6,6,1,0,709,4,"Montreal",3351700.63,462,0.0179013601223687
"1988","2456280",1,1,"December 31, 1988","1060",NA,NA,3,3,1,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2456310",1,1,"December 31, 1988","1060",NA,NA,17,17,1,0,709,4,"Montreal",3351700.63,462,0.0507205203467113
"1988","2456310",5,2,"December 31, 1988","1060",NA,NA,22,2,11,0,709,4,"Montreal",3351700.63,462,0.0656383204486852
"1988","2456310",5,3,"December 31, 1988","1060",NA,NA,3,1,3,2,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2456400",1,1,"December 31, 1988","1060",NA,NA,76,76,1,0,709,4,"Montreal",3351700.63,462,0.226750561550003
"1988","2456400",2,1,"December 31, 1988","1060",NA,NA,6,3,2,0,709,4,"Montreal",3351700.63,462,0.0179013601223687
"1988","2456400",2,2,"December 31, 1988","1060",NA,NA,2,1,2,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2456400",5,2,"December 31, 1988","1060",NA,NA,66,12,5.5,0.0833333333333333,709,4,"Montreal",3351700.63,462,0.196914961346056
"1988","2456450",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2456500",5,2,"December 31, 1988","1060",NA,NA,10,1,10,0,709,4,"Montreal",3351700.63,462,0.0298356002039478
"1988","2456580",5,3,"December 31, 1988","1060",NA,NA,112,2,56,0,709,4,"Montreal",3351700.63,462,0.334158722284215
"1988","2456650",1,1,"December 31, 1988","1060",NA,NA,60,60,1,0,709,4,"Montreal",3351700.63,462,0.179013601223687
"1988","2456650",2,1,"December 31, 1988","1060",NA,NA,18,9,2,0,709,4,"Montreal",3351700.63,462,0.0537040803671061
"1988","2456650",4,1,"December 31, 1988","1060",NA,NA,4,1,4,0,709,4,"Montreal",3351700.63,462,0.0119342400815791
"1988","2456650",4,3,"December 31, 1988","1060",NA,NA,9,1,9,0,709,4,"Montreal",3351700.63,462,0.026852040183553
"1988","2456650",5,1,"December 31, 1988","1060",NA,NA,8,2,4,0,709,4,"Montreal",3351700.63,462,0.0238684801631582
"1988","2456650",5,2,"December 31, 1988","1060",NA,NA,232,28,8.28571428571429,0.5,709,4,"Montreal",3351700.63,462,0.692185924731589
"1988","2456650",5,3,"December 31, 1988","1060",NA,NA,151,6,25.1666666666667,0,709,4,"Montreal",3351700.63,462,0.450517563079612
"1988","2456750",1,1,"December 31, 1988","1060",NA,NA,35,35,1,0,709,4,"Montreal",3351700.63,462,0.104424600713817
"1988","2456750",4,1,"December 31, 1988","1060",NA,NA,20,1,20,0,709,4,"Montreal",3351700.63,462,0.0596712004078956
"1988","2457110",1,1,"December 31, 1988","1060",NA,NA,3,3,1,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2457150",1,1,"December 31, 1988","1060",NA,NA,22,22,1,0,709,4,"Montreal",3351700.63,462,0.0656383204486852
"1988","2457150",5,3,"December 31, 1988","1060",NA,NA,12,2,6,2,709,4,"Montreal",3351700.63,462,0.0358027202447374
"1988","2457200",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2457280",1,1,"December 31, 1988","1060",NA,NA,52,52,1,0,709,4,"Montreal",3351700.63,462,0.155145121060529
"1988","2457280",5,2,"December 31, 1988","1060",NA,NA,3,1,3,2,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2457320",1,1,"December 31, 1988","1060",NA,NA,14,14,1,0,709,4,"Montreal",3351700.63,462,0.0417698402855269
"1988","2457320",5,2,"December 31, 1988","1060",NA,NA,12,2,6,0,709,4,"Montreal",3351700.63,462,0.0358027202447374
"1988","2457400",1,1,"December 31, 1988","1060",NA,NA,18,18,1,0,709,4,"Montreal",3351700.63,462,0.0537040803671061
"1988","2462110",1,1,"December 31, 1988","1060",NA,NA,3,3,1,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2462200",1,1,"December 31, 1988","1060",NA,NA,21,21,1,0,709,4,"Montreal",3351700.63,462,0.0626547604282904
"1988","2462200",5,2,"December 31, 1988","1060",NA,NA,48,5,9.6,0,709,4,"Montreal",3351700.63,462,0.143210880978949
"1988","2462240",1,1,"December 31, 1988","1060",NA,NA,28,28,1,0,709,4,"Montreal",3351700.63,462,0.0835396805710539
"1988","2462240",5,2,"December 31, 1988","1060",NA,NA,36,3,12,0,709,4,"Montreal",3351700.63,462,0.107408160734212
"1988","2462240",5,3,"December 31, 1988","1060",NA,NA,24,3,8,0,709,4,"Montreal",3351700.63,462,0.0716054404894747
"1988","2462260",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2462280",1,1,"December 31, 1988","1060",NA,NA,48,48,1,0,709,4,"Montreal",3351700.63,462,0.143210880978949
"1988","2462280",5,2,"December 31, 1988","1060",NA,NA,53,7,7.57142857142857,0,709,4,"Montreal",3351700.63,462,0.158128681080923
"1988","2462310",1,1,"December 31, 1988","1060",NA,NA,114,114,1,0,709,4,"Montreal",3351700.63,462,0.340125842325005
"1988","2462310",5,2,"December 31, 1988","1060",NA,NA,6,3,2,0,709,4,"Montreal",3351700.63,462,0.0179013601223687
"1988","2462510",1,1,"December 31, 1988","1060",NA,NA,102,102,1,0,709,4,"Montreal",3351700.63,462,0.304323122080268
"1988","2462510",5,2,"December 31, 1988","1060",NA,NA,12,2,6,0,709,4,"Montreal",3351700.63,462,0.0358027202447374
"1988","2463110",1,1,"December 31, 1988","1060",NA,NA,48,48,1,0,709,4,"Montreal",3351700.63,462,0.143210880978949
"1988","2463110",4,1,"December 31, 1988","1060",NA,NA,8,2,4,0,709,4,"Montreal",3351700.63,462,0.0238684801631582
"1988","2463110",5,2,"December 31, 1988","1060",NA,NA,44,6,7.33333333333333,0,709,4,"Montreal",3351700.63,462,0.13127664089737
"1988","2463130",1,1,"December 31, 1988","1060",NA,NA,32,32,1,0,709,4,"Montreal",3351700.63,462,0.095473920652633
"1988","2463150",1,1,"December 31, 1988","1060",NA,NA,28,28,1,0,709,4,"Montreal",3351700.63,462,0.0835396805710539
"1988","2463150",4,1,"December 31, 1988","1060",NA,NA,6,1,6,0,709,4,"Montreal",3351700.63,462,0.0179013601223687
"1988","2463150",5,2,"December 31, 1988","1060",NA,NA,118,21,5.61904761904762,0,709,4,"Montreal",3351700.63,462,0.352060082406584
"1988","2463170",1,1,"December 31, 1988","1060",NA,NA,41,41,1,0,709,4,"Montreal",3351700.63,462,0.122325960836186
"1988","2463190",1,1,"December 31, 1988","1060",NA,NA,57,57,1,0,709,4,"Montreal",3351700.63,462,0.170062921162503
"1988","2463190",2,1,"December 31, 1988","1060",NA,NA,12,6,2,0,709,4,"Montreal",3351700.63,462,0.0358027202447374
"1988","2463190",5,2,"December 31, 1988","1060",NA,NA,27,4,6.75,0,709,4,"Montreal",3351700.63,462,0.0805561205506591
"1988","2463200",1,1,"December 31, 1988","1060",NA,NA,30,30,1,0,709,4,"Montreal",3351700.63,462,0.0895068006118434
"1988","2463200",2,1,"December 31, 1988","1060",NA,NA,2,1,2,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2463220",1,1,"December 31, 1988","1060",NA,NA,97,97,1,0,709,4,"Montreal",3351700.63,462,0.289405321978294
"1988","2463220",5,2,"December 31, 1988","1060",NA,NA,107,16,6.6875,0,709,4,"Montreal",3351700.63,462,0.319240922182242
"1988","2463220",5,3,"December 31, 1988","1060",NA,NA,10,1,10,0,709,4,"Montreal",3351700.63,462,0.0298356002039478
"1988","2463250",1,1,"December 31, 1988","1060",NA,NA,21,21,1,0,709,4,"Montreal",3351700.63,462,0.0626547604282904
"1988","2463250",5,2,"December 31, 1988","1060",NA,NA,42,10,4.2,0.4,709,4,"Montreal",3351700.63,462,0.125309520856581
"1988","2464500",1,1,"December 31, 1988","1060",NA,NA,261,261,1,0,709,4,"Montreal",3351700.63,462,0.778709165323038
"1988","2464500",2,1,"December 31, 1988","1060",NA,NA,36,20,1.8,0,709,4,"Montreal",3351700.63,462,0.107408160734212
"1988","2464500",4,1,"December 31, 1988","1060",NA,NA,3,1,3,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2464500",4,2,"December 31, 1988","1060",NA,NA,5,1,5,0,709,4,"Montreal",3351700.63,462,0.0149178001019739
"1988","2464500",5,2,"December 31, 1988","1060",NA,NA,842,28,30.0714285714286,0,709,4,"Montreal",3351700.63,462,2.51215753717241
"1988","2464500",5,3,"December 31, 1988","1060",NA,NA,310,16,19.375,0,709,4,"Montreal",3351700.63,462,0.924903606322382
"1988","2465160",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2465180",1,1,"December 31, 1988","1060",NA,NA,2,2,1,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2465180",5,2,"December 31, 1988","1060",NA,NA,83,2,41.5,0,709,4,"Montreal",3351700.63,462,0.247635481692767
"1988","2465180",5,3,"December 31, 1988","1060",NA,NA,218,5,43.6,0.4,709,4,"Montreal",3351700.63,462,0.650416084446062
"1988","2465200",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2465200",5,2,"December 31, 1988","1060",NA,NA,32,7,4.57142857142857,0,709,4,"Montreal",3351700.63,462,0.095473920652633
"1988","2465220",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2465220",5,2,"December 31, 1988","1060",NA,NA,97,5,19.4,0,709,4,"Montreal",3351700.63,462,0.289405321978294
"1988","2465220",5,3,"December 31, 1988","1060",NA,NA,118,19,6.21052631578947,0,709,4,"Montreal",3351700.63,462,0.352060082406584
"1988","2465260",1,1,"December 31, 1988","1060",NA,NA,87,87,1,0,709,4,"Montreal",3351700.63,462,0.259569721774346
"1988","2465260",2,1,"December 31, 1988","1060",NA,NA,188,94,2,0,709,4,"Montreal",3351700.63,462,0.560909283834219
"1988","2465260",4,1,"December 31, 1988","1060",NA,NA,22,4,5.5,0,709,4,"Montreal",3351700.63,462,0.0656383204486852
"1988","2465260",4,2,"December 31, 1988","1060",NA,NA,3,1,3,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2465260",4,4,"December 31, 1988","1060",NA,NA,48,6,8,0,709,4,"Montreal",3351700.63,462,0.143210880978949
"1988","2465260",5,2,"December 31, 1988","1060",NA,NA,931,106,8.78301886792453,0.0849056603773585,709,4,"Montreal",3351700.63,462,2.77769437898754
