Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
BL231789,15876410,#2403 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231783,15876345,4935 BRISEBOIS DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.12616477396561,51.09692535018991,POINT (-114.126164773966 51.09692535019),7,2,50,4
BL231786,15876386,#405 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL231797,15876477,720 FORLEE DR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-113.96103517174474,51.0478657715977,POINT (-113.961035171745 51.047865771598),12,3,194,11
BL231373,15872062,#1009 310 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/02,2021/02/01,Licensed,-114.06886272921314,51.0418609244039,POINT (-114.068862729213 51.041860924404),14,1,260,5
BL231355,15871866,#303 924 18 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.08306032548084,51.03713672272634,POINT (-114.083060325481 51.037136722726),14,1,16,2
BL231823,15876725,#611 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06549843806692,51.040335623392544,POINT (-114.065498438067 51.040335623393),14,1,260,5
BL231799,15876493,1515 12 AV SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/06,2021/02/05,Licensed,-114.09568119277324,51.04213306686966,POINT (-114.095681192773 51.04213306687),14,1,136,2
BL231800,15876501,#3 317 15 AV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/06,2021/02/05,Licensed,-114.05654064438801,51.06588107545128,POINT (-114.056540644388 51.065881075451),7,4,266,7
BL231801,15876527,#402 1612 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.09764883751487,51.040736510808436,POINT (-114.097648837515 51.040736510808),14,1,136,2
BL231804,15876543,#103 1736 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.10134281985415,51.04180241577826,POINT (-114.101342819854 51.041802415778),14,1,136,2
BL231805,15876550,#1003 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06549843806692,51.040335623392544,POINT (-114.065498438067 51.040335623393),14,1,260,5
BL231337,15871684,#1307 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL231803,15876576,6012 SILVER RIDGE DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.19893917689,51.105481895079464,POINT (-114.19893917689 51.105481895079),13,2,147,9
BL231659,15875024,#1103 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.06549843806692,51.040335623392544,POINT (-114.065498438067 51.040335623393),14,1,260,5
BL231809,15876600,#205 201 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06047495138708,51.050955627815114,POINT (-114.060474951387 51.050955627815),7,3,21,7
BL231540,15873839,125 BRIDLECREEK GR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.095609844096,50.89879709767141,POINT (-114.095609844096 50.898797097671),5,1,138,6
BL231813,15876642,#1005 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231622,15874647,#309 515 4 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.05159757460127,51.05565386141998,POINT (-114.051597574601 51.05565386142),10,4,137,11
BL231817,15876675,#908 519 RIVERFRONT AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.05094105497068,51.04768097987878,POINT (-114.050941054971 51.047680979879),7,3,65,7
BL231818,15876683,128 SIMCOE CL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.18500024498638,51.03317226362719,POINT (-114.185000244986 51.033172263627),1,1,278,14
BL231819,15876691,#904 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL231323,15871528,#2706 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231822,15876717,36 HARVEST LAKE CR NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/06,2021/02/05,Licensed,-114.05120765261204,51.15039838878869,POINT (-114.051207652612 51.150398388789),11,4,27,12
BL231537,15873805,65 PANATELLA CM NW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/03/03,2021/03/03,Licensed,-114.07632778501949,51.17039234798222,POINT (-114.076327785019 51.170392347982),11,2,235,12
BL231824,15876733,#2806 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL231825,15876758,#306 104 24 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06440190104787,51.03159073516031,POINT (-114.064401901048 51.03159073516),14,1,297,5
BL231827,15876774,240 WOODPARK PL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.10783007241679,50.945501390702894,POINT (-114.107830072417 50.945501390703),5,1,216,6
BL231828,15876782,236 11A ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.08994553494627,51.05400534898996,POINT (-114.089945534946 51.05400534899),7,2,40,7
BL231890,15877434,#1903 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL231903,15877566,#525 955 MCPHERSON RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.04131240529748,51.0498053534297,POINT (-114.041312405297 51.04980535343),10,4,137,11
BL231832,15876840,7614R 36 AV NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/06,2021/02/05,Licensed,-114.19712792217004,51.08590496088646,POINT (-114.19712792217 51.085904960886),13,2,149,9
BL231863,15877178,#701 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.04949260228928,51.0454105719151,POINT (-114.049492602289 51.045410571915),7,3,65,7
BL231835,15876873,#1807 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL231836,15876881,6406 34 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/06,2021/02/05,Licensed,-114.18122542226943,51.0835557396245,POINT (-114.181225422269 51.083555739625),13,2,149,9
BL232551,15885015,#1204 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL232476,15884091,#1411 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/20,2021/02/19,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL231760,15876105,#408 10 AUBURN BAY LI SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-113.95317910418225,50.88410715826406,POINT (-113.953179104182 50.884107158264),4,3,95,8
BL231840,15876923,2203 26 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.11215502979853,51.03020580516164,POINT (-114.112155029799 51.030205805162),14,1,181,2
BL231841,15876931,#303 120 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06461332712186,51.038903274417024,POINT (-114.064613327122 51.038903274417),14,1,260,5
BL231314,15871437,10 STRATHRIDGE LN SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/01,2021/01/31,Licensed,-114.18813747500896,51.04747336516576,POINT (-114.188137475009 51.047473365166),1,1,67,14
BL231486,15873276,1628 40 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/03,2021/02/02,Licensed,-114.14511946819086,51.03869527574468,POINT (-114.145119468191 51.038695275745),14,1,281,2
BL231587,15874340,#908 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL231846,15876980,3228 BREEN RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.13258280656667,51.09593883445736,POINT (-114.132582806567 51.095938834457),7,2,50,4
BL231739,15875891,607R 12 AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.05026967950201,51.06305290445443,POINT (-114.050269679502 51.063052904454),10,4,171,11
BL231851,15877046,#2903 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231854,15877079,#1703 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231367,15871999,#808 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/02,2021/02/01,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL231857,15877103,25 ROSSMOUNT RD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.14902878395492,51.04553989280422,POINT (-114.149028783955 51.045539892804),14,1,281,2
BL231886,15877392,#806 1111 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0866736933009,51.04786918770641,POINT (-114.086673693301 51.047869187706),14,1,45,2
BL232577,15885239,#805 1110 3 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-114.08660860654855,51.05560272707199,POINT (-114.086608606549 51.055602727072),7,2,40,7
BL231860,15877137,1705 BROADVIEW RD NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/07,2021/02/06,Licensed,-114.09855820565504,51.04999351043919,POINT (-114.098558205655 51.049993510439),7,2,40,7
BL231623,15874662,#214 2420 34 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.11549674074844,51.02375516989657,POINT (-114.115496740748 51.023755169897),14,1,207,2
BL231782,15876337,1522 16 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.09603222758773,51.03877469321425,POINT (-114.096032227588 51.038774693214),14,1,136,2
BL231360,15871916,#913 4944 DALTON DR NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.1543284954916,51.10252281653803,POINT (-114.154328495492 51.102522816538),7,2,38,4
BL231865,15877194,6 SAGE BLUFF LI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.13589434283068,51.180723360900345,POINT (-114.135894342831 51.1807233609),3,2,265,10
BL231870,15877236,#607 1111 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0866736933009,51.04786918770641,POINT (-114.086673693301 51.047869187706),14,1,45,2
BL231436,15872765,#3007 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL231336,15871676,108 SUN CANYON LI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/01,2021/01/31,Licensed,-114.03144471835752,50.90570064684115,POINT (-114.031444718358 50.905700646841),6,3,52,13
BL231791,15876436,3704 47 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.15500861168141,51.022102264520136,POINT (-114.155008611681 51.02210226452),1,1,298,14
BL231900,15877533,#1403 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL231902,15877558,#115 4810 40 AV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/07,2021/02/06,Licensed,-114.1589390226226,51.017293580497764,POINT (-114.158939022623 51.017293580498),1,1,142,14
BL231521,15873649,531 CRESTHAVEN PL SW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.26818945995194,51.08669337619226,POINT (-114.268189459952 51.086693376192),13,1,31,9
BL231404,15872401,2411 17 ST NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/03,2021/02/02,Licensed,-114.1023792051275,51.07389281028847,POINT (-114.102379205127 51.073892810288),7,2,63,7
BL231671,15875164,#1107 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.06549843806692,51.040335623392544,POINT (-114.065498438067 51.040335623393),14,1,260,5
BL231905,15877582,712 HUNTS CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.07603548468907,51.112671183392294,POINT (-114.076035484689 51.112671183392),2,2,261,4
BL231906,15877590,50 KINCORA PA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.12844021857222,51.15656632835298,POINT (-114.128440218572 51.156566328353),3,2,220,10
BL231544,15873870,#3007 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL231911,15877632,218 VALLEY POINTE WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.27261978593657,51.09237162645343,POINT (-114.272619785937 51.092371626453),13,2,47,9
BL231916,15877673,2108 9 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.11235765868675,51.0602558398095,POINT (-114.112357658687 51.06025583981),7,2,280,7
BL231918,15877723,171 SHERWOOD SQ NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.15071112997738,51.1654163706226,POINT (-114.150711129977 51.165416370623),3,2,292,10
BL231919,15877756,#302 1709 19 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.10056981373957,51.03638176270011,POINT (-114.10056981374 51.0363817627),14,1,208,2
BL231920,15877772,#305 1022 16 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0839336183837,51.06717010031517,POINT (-114.083933618384 51.067170100315),7,2,17,7
BL231921,15877780,509 13A ST NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/07,2021/02/06,Licensed,-114.02953028586143,51.0575232182204,POINT (-114.029530285861 51.05752321822),10,4,171,11
BL231924,15877822,#1102 303 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.06877677878855,51.04032580984387,POINT (-114.068776778789 51.040325809844),14,1,260,5
BL231926,15877855,4312 BULYEA RD NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/07,2021/02/06,Licensed,-114.13723794073712,51.09261439038422,POINT (-114.137237940737 51.092614390384),7,2,50,4
BL231928,15877871,#304 931 2 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.08251571870107,51.05509495780175,POINT (-114.082515718701 51.055094957802),7,2,62,7
BL231929,15877889,#302 540 18 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.07360174720354,51.03720518041571,POINT (-114.073601747204 51.037205180416),14,1,18,2
BL231931,15877905,3904 31 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.13424916745893,51.01956204607897,POINT (-114.134249167459 51.019562046079),8,1,183,2
BL231932,15877913,#801 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.04949260228928,51.0454105719151,POINT (-114.049492602289 51.045410571915),7,3,65,7
BL231933,15877921,#119 950 CENTRE AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.04131739676872,51.05259405566634,POINT (-114.041317396769 51.052594055666),10,4,137,11
BL231934,15877939,14882 1 ST NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/08,2021/02/07,Licensed,-114.06883975376459,51.189000959339005,POINT (-114.068839753765 51.189000959339),11,4,246,12
BL231935,15877947,1767 LEGACY CI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-114.01525718512141,50.86109539169148,POINT (-114.015257185121 50.861095391691),6,3,99,13
BL231936,15877954,129 VALLEY MEADOW CL NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/08,2021/02/07,Licensed,-114.24422475150206,51.089851944189775,POINT (-114.244224751502 51.08985194419),13,2,47,9
BL231937,15877962,129 INGLEWOOD GV SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/08,2021/02/07,Licensed,-114.01937728890941,51.04303202858279,POINT (-114.019377288909 51.043032028583),10,3,54,11
BL231938,15877970,156 HAWKWOOD WY NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/08,2021/02/07,Licensed,-114.19288485540766,51.12840764346993,POINT (-114.192884855408 51.12840764347),3,2,248,10
BL231939,15877988,#603 901 10 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.08209864852886,51.0435943821885,POINT (-114.082098648529 51.043594382189),14,1,260,2
BL231940,15877996,1315 HERITAGE DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-114.09197843018758,50.97925923587227,POINT (-114.091978430188 50.979259235872),8,1,195,5
BL231941,15878002,120 35 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/08,2021/02/07,Licensed,-114.13963866336701,51.05780601555748,POINT (-114.139638663367 51.057806015557),7,2,91,7
BL231942,15878010,3808 19 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-114.10924115682135,51.08613076284935,POINT (-114.109241156821 51.086130762849),7,2,214,4
BL231943,15878028,79 CHISHOLM CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-114.11084486458581,51.088727005473466,POINT (-114.110844864586 51.088727005473),7,2,125,4
BL231944,15878036,#212 162 COUNTRY VILLAGE CI NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.05523878511897,51.15766831985306,POINT (-114.055238785119 51.157668319853),11,4,264,12
BL231945,15878044,104 38A AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/08,2021/02/07,Licensed,-114.06460243509919,51.019786617113425,POINT (-114.064602435099 51.019786617113),10,1,60,5
BL231946,15878051,#423 126 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.0644368413466,51.039835386500854,POINT (-114.064436841347 51.039835386501),14,1,260,5
BL231947,15878069,#106 707 4 ST NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.05365740346006,51.05743934569335,POINT (-114.05365740346 51.057439345693),10,4,171,11
BL231950,15878093,48 CITYSCAPE RO NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/08,2021/02/07,Licensed,-113.96105418337788,51.15278649157894,POINT (-113.961054183378 51.152786491579),11,4,176,1
BL231952,15878119,805 18 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/08,2021/02/07,Licensed,-114.07933379694215,51.06855521100057,POINT (-114.079333796942 51.068555211001),7,2,17,7
BL231953,15878127,153 TUSCARORA CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-114.23530668632054,51.126080036859484,POINT (-114.235306686321 51.126080036859),13,2,158,9
BL231954,15878135,65 ARBOUR STONE RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-114.21424573803672,51.1356976815808,POINT (-114.214245738037 51.135697681581),3,2,244,10
BL231955,15878143,#104 1821 11 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.10305074998999,51.04321619354457,POINT (-114.10305074999 51.043216193545),14,1,136,2
BL231956,15878150,#4 3935 1 ST NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/08,2021/02/07,Licensed,-114.06023783956343,51.08855003974906,POINT (-114.060237839563 51.088550039749),2,4,259,4
BL231958,15878176,#403 1025 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.0846633726094,51.048724146551415,POINT (-114.084663372609 51.048724146551),14,1,45,2
BL231959,15878184,59 COVEWOOD PA NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-114.04365537028099,51.16615118407709,POINT (-114.043655370281 51.166151184077),11,4,251,12
BL231960,15878192,#1102 706 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.07726004955775,51.039235557335566,POINT (-114.077260049558 51.039235557336),14,1,260,2
BL231961,15878200,#201 303 19 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/08,2021/02/07,Licensed,-114.06899266556647,51.03593888255609,POINT (-114.068992665566 51.035938882556),14,1,297,5
BL231962,15878218,5988R MADIGAN DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-113.94009110519717,51.06174615535044,POINT (-113.940091105197 51.06174615535),12,4,33,3
BL231963,15878226,5988R MADIGAN DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/08,2021/02/07,Licensed,-113.94009110519717,51.06174615535044,POINT (-113.940091105197 51.06174615535),12,4,33,3
BL231964,15878234,169 ROCKY RIDGE CL NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/09,2021/02/08,Licensed,-114.24914598077885,51.14459988020779,POINT (-114.249145980779 51.144599880208),13,2,193,9
BL231965,15878242,143 CAPRI AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-114.10994299494543,51.09009927046081,POINT (-114.109942994945 51.090099270461),7,2,125,4
BL231966,15878259,155 EVANSCREST PA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-114.10909680505388,51.1811435422724,POINT (-114.109096805054 51.181143542272),3,2,237,10
BL231967,15878267,7816 33 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/09,2021/02/08,Licensed,-114.2000884179731,51.084095654195444,POINT (-114.200088417973 51.084095654195),13,2,149,9
BL231968,15878275,#604 30 BRENTWOOD CM NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/09,2021/02/08,Licensed,-114.12867490241779,51.087235543701006,POINT (-114.128674902418 51.087235543701),7,2,50,4
BL231969,15878291,#1502 215 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/09,2021/02/08,Licensed,-114.06629379287291,51.04030534707034,POINT (-114.066293792873 51.04030534707),14,1,260,5
BL231970,15878309,#207 738 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/09,2021/02/08,Licensed,-114.07758917610477,51.05099299044548,POINT (-114.077589176105 51.050992990445),7,1,295,7
BL231972,15878325,#3 3935 1 ST NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/09,2021/02/08,Licensed,-114.06023783956343,51.08855003974906,POINT (-114.060237839563 51.088550039749),2,4,259,4
BL231974,15878358,#415 38 9 ST NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/09,2021/02/08,Licensed,-114.04003681336356,51.04990988070995,POINT (-114.040036813364 51.04990988071),10,4,137,11
BL231975,15878374,119 MASTERS LI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-113.9083268163775,50.897337177028355,POINT (-113.908326816377 50.897337177028),4,3,116,8
BL231976,15878382,30 MARQUIS CV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-113.92392689749015,50.89954366705705,POINT (-113.92392689749 50.899543667057),4,3,116,8
BL231977,15878390,68 WALDEN TC SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-114.03457595748532,50.87317822468436,POINT (-114.034575957485 50.873178224684),6,3,135,13
BL231978,15878408,7508 FOUNTAIN RD SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/02/20,2021/02/19,Licensed,-114.05572087993248,50.986211559169426,POINT (-114.055720879932 50.986211559169),10,3,284,11
BL231979,15878416,646 MCDOUGALL RD NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-114.04910239797701,51.05112978160209,POINT (-114.049102397977 51.051129781602),10,4,137,11
