Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
BL232563,15885106,#2511 4641 128 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-113.95699523640559,51.16494160491507,POINT (-113.956995236406 51.164941604915),11,4,12,1
BL231856,15877095,#1606 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL231829,15876808,#2 4543 7 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-113.96684622111482,51.04665625454675,POINT (-113.966846221115 51.046656254547),12,3,194,11
BL231842,15876949,#1404 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL234912,15914450,10 EVERRIDGE VI SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/06/18,2021/06/18,Cancelled,-114.12011042425097,50.909933679842894,POINT (-114.120110424251 50.909933679843),5,1,39,6
BL232793,15889447,#1305 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/05,2021/03/05,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL234913,15914468,#1 1816 KENSINGTON RD NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/06/18,2021/06/18,Cancelled,-114.10114186231829,51.05276552173804,POINT (-114.101141862318 51.052765521738),7,2,40,7
BL234914,15914476,#2 1816 KENSINGTON RD NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/06/18,2021/06/18,Cancelled,-114.10114186231829,51.05276552173804,POINT (-114.101141862318 51.052765521738),7,2,40,7
BL232917,15889199,#1 1916 32 ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/05,2021/03/05,Licensed,-114.13379757482606,51.03726638804956,POINT (-114.133797574826 51.03726638805),14,1,182,2
BL232792,15889454,#1110 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/05,2021/03/05,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL231844,15876964,1116 14 AV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/06,2021/02/05,Licensed,-114.08754713301173,51.04037361278005,POINT (-114.087547133012 51.04037361278),14,1,260,2
BL231820,15876709,10811 CITYSCAPE DR NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/06,2021/02/05,Licensed,-113.96344185703713,51.152089294845545,POINT (-113.963441857037 51.152089294846),11,4,176,1
BL231848,15877004,191 LIVINGSTON AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.06687225583096,51.186471378829765,POINT (-114.066872255831 51.18647137883),11,4,246,12
BL231837,15876899,#1507 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL231833,15876857,229 PANATELLA SQ NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/06,2021/02/05,Licensed,-114.07517199404198,51.17104426574736,POINT (-114.075171994042 51.171044265747),11,2,235,12
BL231855,15877087,#408 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231838,15876907,210 7 AV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/06,2021/02/05,Licensed,-114.05957553795709,51.059081562319705,POINT (-114.059575537957 51.05908156232),7,4,266,7
BL231831,15876832,#2209 950 ARBOUR LAKE RD NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.21434327499864,51.13256575358481,POINT (-114.214343274999 51.132565753585),3,2,244,10
BL231839,15876915,208 7 AV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/06,2021/02/05,Licensed,-114.05967109865776,51.05908133081482,POINT (-114.059671098658 51.059081330815),7,4,266,7
BL233031,15890775,#1208 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL233032,15890791,#712 38 9 ST NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.04003681336356,51.04990988070995,POINT (-114.040036813364 51.04990988071),10,4,137,11
BL235171,15917354,#2805 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/06/29,2021/06/29,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL232904,15890882,99 SKYVIEW SHORES RD NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/09,2021/03/09,Licensed,-113.96684754803309,51.15541314039385,POINT (-113.966847548033 51.155413140394),11,4,12,1
BL232907,15890890,101 SKYVIEW SHORES RD NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/03/09,2021/03/09,Licensed,-113.96680304262995,51.155422180377414,POINT (-113.96680304263 51.155422180377),11,4,12,1
BL233044,15890932,#516 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL233045,15890940,#1410 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL233046,15890957,128 EDGEDALE DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/09,2021/03/09,Licensed,-114.15772586925098,51.1214738010386,POINT (-114.157725869251 51.121473801039),2,2,272,4
BL233048,15890973,19 EVANSVIEW RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/09,2021/03/09,Licensed,-114.11907241279695,51.17003529968711,POINT (-114.119072412797 51.170035299687),3,2,237,10
BL233252,15894124,1137 19 ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/20,2021/03/20,Licensed,-114.10689694397003,51.04331927533089,POINT (-114.10689694397 51.043319275331),14,1,136,2
BL233253,15894132,1129 19 ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/20,2021/03/20,Licensed,-114.10689046747962,51.043411583670206,POINT (-114.10689046748 51.04341158367),14,1,136,2
BL233254,15894140,1141 19 ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/20,2021/03/20,Licensed,-114.10689834429228,51.043272663797914,POINT (-114.106898344292 51.043272663798),14,1,136,2
BL231767,15876188,19 COPPERPOND MR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-113.92744913143471,50.91887766227897,POINT (-113.927449131435 50.918877662279),4,3,96,8
BL231297,15871262,2611 EXSHAW RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/01,2021/01/31,Licensed,-114.1111380739964,51.075788773211656,POINT (-114.111138073996 51.075788773212),7,2,153,7
BL232477,15884117,335 EDGEBROOK GV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/20,2021/02/19,Licensed,-114.12203913099968,51.13913554610977,POINT (-114.122039131 51.13913554611),2,2,272,4
BL232671,15886336,1206 AUBURN BAY SQ SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/26,2021/02/25,Licensed,-113.95493931489759,50.883770171843764,POINT (-113.954939314898 50.883770171844),4,3,95,8
BL234966,15915002,347 HIDDEN VALLEY GV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/06/22,2021/06/22,Licensed,-114.10597911743174,51.14858113752748,POINT (-114.105979117432 51.148581137527),2,2,25,12
BL231672,15875172,#1806 910 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.08150922014414,51.049195959159995,POINT (-114.081509220144 51.04919595916),14,1,262,2
BL231539,15873821,#1018 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL231479,15873235,#802 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.04949260228928,51.0454105719151,POINT (-114.049492602289 51.045410571915),7,3,65,7
BL231633,15874753,87 ARBOUR MEADOWS CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.22067537976096,51.13053419090821,POINT (-114.220675379761 51.130534190908),3,2,244,10
BL232615,15885742,4417 QUENTIN CO SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/25,2021/02/24,Licensed,-114.11095792931462,51.01476651830999,POINT (-114.110957929315 51.01476651831),8,1,201,2
BL231383,15872161,#606 1320 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/02,2021/02/01,Licensed,-114.09274192766237,51.04251405615808,POINT (-114.092741927662 51.042514056158),14,1,260,2
BL231573,15874258,181 SOMERSIDE CL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.09168116097177,50.90062669774214,POINT (-114.091681160972 50.900626697742),5,1,55,6
BL232512,15884612,154 SAGE VALLEY RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/23,2021/02/22,Licensed,-114.15392848327711,51.17917001956521,POINT (-114.153928483277 51.179170019565),3,2,265,10
BL231673,15875180,#1602 910 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.08150922014414,51.049195959159995,POINT (-114.081509220144 51.04919595916),14,1,262,2
BL231883,15877368,#2 2015 2 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.10659894071432,51.05415880849852,POINT (-114.106598940714 51.054158808499),7,2,280,7
BL231433,15872732,4110 1A ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/03,2021/02/02,Licensed,-114.06703495859567,51.01726292586269,POINT (-114.067034958596 51.017262925863),10,1,60,5
BL232582,15885387,#1212 30 BRENTWOOD CM NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/25,2021/02/24,Licensed,-114.12867490241779,51.087235543701006,POINT (-114.128674902418 51.087235543701),7,2,50,4
BL232442,15883515,4428 20 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/19,2021/02/18,Licensed,-114.15434361106686,51.07109762591495,POINT (-114.154343611067 51.071097625915),13,2,24,7
BL231719,15875677,#201 1129 CAMERON AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.08767693949648,51.03617555395581,POINT (-114.087676939496 51.036175553956),14,1,16,2
BL232499,15884406,2535 7 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/21,2021/02/20,Licensed,-114.11990437360757,51.05851111168937,POINT (-114.119904373608 51.058511111689),7,2,280,7
BL232672,15886351,#806 1025 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/26,2021/02/25,Licensed,-114.0846633726094,51.048724146551415,POINT (-114.084663372609 51.048724146551),14,1,45,2
BL231302,15871312,427 53 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/01,2021/01/31,Licensed,-114.07309375207487,51.00583183559466,POINT (-114.073093752075 51.005831835595),8,1,144,5
BL231859,15877129,#403 804 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.07946017602525,51.05103361108367,POINT (-114.079460176025 51.051033611084),7,1,295,7
BL231707,15875537,#6 2440 14 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.09429638135026,51.03259461940594,POINT (-114.09429638135 51.032594619406),14,1,271,2
BL232679,15886419,428 HAWKHILL PL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/26,2021/02/25,Licensed,-114.16143504056951,51.13201231009406,POINT (-114.16143504057 51.132012310094),3,2,248,10
BL232447,15883564,#1306 804 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.07946017602525,51.05103361108367,POINT (-114.079460176025 51.051033611084),7,1,295,7
BL232564,15885114,#2416 4641 128 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-113.95699523640559,51.16494160491507,POINT (-113.956995236406 51.164941604915),11,4,12,1
BL231412,15872484,#601 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL231481,15873243,#1906 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL231811,15876626,43 TUSCANY HL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/06,2021/02/05,Licensed,-114.24700976095342,51.11688952994979,POINT (-114.247009760953 51.11688952995),13,2,158,9
BL231386,15872203,5 VALLEY PONDS CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/02,2021/02/01,Licensed,-114.25391049818573,51.09060985731494,POINT (-114.253910498186 51.090609857315),13,2,47,9
BL235229,15917909,#603 1500 7 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/06/30,2021/06/30,Licensed,-114.07893421385867,51.03873898499686,POINT (-114.078934213859 51.038738984997),14,1,260,2
BL231391,15872260,31 HIDDEN RANCH RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/02,2021/02/01,Cancelled,-114.12493708660418,51.14791985228407,POINT (-114.124937086604 51.147919852284),2,2,25,12
BL231472,15873193,#314 323 20 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.07026082111166,51.035053511873826,POINT (-114.070260821112 51.035053511874),14,1,297,5
BL232510,15884596,19 RIVERBIRCH RD SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/22,2021/02/21,Licensed,-114.01700573589542,50.97851022156915,POINT (-114.017005735895 50.978510221569),10,3,19,8
BL231761,15876113,#303 1500 7 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.07893421385867,51.03873898499686,POINT (-114.078934213859 51.038738984997),14,1,260,2
BL232538,15884836,#1507 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL231643,15874852,39 CITYSCAPE WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/05,2021/02/04,Licensed,-113.96077881678308,51.151397242037845,POINT (-113.960778816783 51.151397242038),11,4,176,1
BL232608,15885684,206 DOUGLAS PARK VW SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/25,2021/02/24,Licensed,-113.99025767805362,50.93514685462955,POINT (-113.990257678054 50.93514685463),4,3,268,13
BL231874,15877285,#802 215 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.06694523068889,51.03935618832169,POINT (-114.066945230689 51.039356188322),14,1,260,5
BL232537,15884828,#1502 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL231529,15873722,44 COUNTRY HILLS MR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/03,2021/02/02,Licensed,-114.07488808999861,51.146819983853206,POINT (-114.074888089999 51.146819983853),2,2,172,12
BL231843,15876956,#1102 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL232579,15885270,#1702 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL231308,15871379,#1408 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL231457,15872997,#103 2815 17 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.10240371641335,51.02927727293389,POINT (-114.102403716413 51.029277272934),14,1,207,2
BL231474,15873201,#301 305 25 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.06948574839247,51.030260005537784,POINT (-114.069485748392 51.030260005538),14,1,297,5
BL231571,15874142,#401 1500 7 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.07893421385867,51.03873898499686,POINT (-114.078934213859 51.038738984997),14,1,260,2
BL231743,15875933,#318 19500 37 ST SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/06,2021/02/05,Licensed,-113.95470333801254,50.87795773909082,POINT (-113.954703338013 50.877957739091),4,3,90,8
BL231380,15872138,419 11 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/02,2021/02/01,Licensed,-114.0891442174778,51.05654904565091,POINT (-114.089144217478 51.056549045651),7,2,40,7
BL231392,15872278,18 SHERVIEW HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/02,2021/02/01,Licensed,-114.15849964328422,51.16600194247466,POINT (-114.158499643284 51.166001942475),3,2,292,10
BL231548,15873912,19458 37 ST SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/04,2021/02/03,Licensed,-113.95469146350571,50.87851107529881,POINT (-113.954691463506 50.878511075299),4,3,90,8
BL235225,15917867,#332 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/06/30,2021/06/30,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL235205,15917677,#803 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/06/30,2021/06/30,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231784,15876378,#202 19500 37 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-113.95470333801254,50.87795773909082,POINT (-113.954703338013 50.877957739091),4,3,90,8
BL231896,15877483,#101 836 4 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0832915028743,51.05771374674338,POINT (-114.083291502874 51.057713746743),7,2,62,7
BL231307,15871361,2114 16A ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/01,2021/01/31,Licensed,-114.09988461573515,51.0359908751661,POINT (-114.099884615735 51.035990875166),14,1,208,2
BL231318,15871478,#103 518 33 ST NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.13430899735637,51.057635955454494,POINT (-114.134308997356 51.057635955454),7,2,91,7
BL231331,15871601,#409 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.04949260228928,51.0454105719151,POINT (-114.049492602289 51.045410571915),7,3,65,7
BL231663,15875065,#112 19500 37 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-113.95470333801254,50.87795773909082,POINT (-113.954703338013 50.877957739091),4,3,90,8
BL233051,15890999,#2307 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/10,2021/03/10,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL233065,15891161,#1108 804 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/10,2021/03/10,Licensed,-114.07946017602525,51.05103361108367,POINT (-114.079460176025 51.051033611084),7,1,295,7
BL233074,15891245,#252 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/10,2021/03/10,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL233657,15898422,711 4 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/04/22,2021/04/22,Cancelled,-114.07186313420034,51.058136209285564,POINT (-114.0718631342 51.058136209286),7,2,62,7
BL231700,15875461,522 AUBURN BAY CI SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/05,2021/02/04,Licensed,-113.9516451415002,50.88543604149394,POINT (-113.9516451415 50.885436041494),4,3,95,8
BL232681,15886443,1039 THORNEYCROFT DR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/27,2021/02/26,Licensed,-114.07300070969566,51.1061305661297,POINT (-114.073000709696 51.10613056613),2,2,192,4
