reference_period,ref_qq,metro,metcode,FSA,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
2013-01-01,1,Vancouver,2410,V2Z,2.0,2,,2.0,1.0,0.0,0.0
2013-01-01,1,Vancouver,2410,V5E,3.0,3,,3.0,1.0,0.0,1.0
2013-01-01,1,Vancouver,2410,V5Y,303.0,15,,303.0,20.0,2.73,2.4
2013-01-01,1,Vancouver,2410,V6N,22.0,22,,22.0,1.0,0.0,0.91
2013-01-01,1,Vancouver,2410,V5N,75.0,15,,75.0,5.0,0.13,0.8
2013-03-01,1,Vancouver,2410,V5V,40.0,28,,40.0,1.0,0.04,1.64
2013-03-01,1,Vancouver,2410,V3T,17.0,17,,17.0,1.0,0.12,0.65
2013-02-01,1,Vancouver,2410,V5W,26.0,26,,26.0,1.0,0.27,1.27
2013-03-01,1,Vancouver,2410,V6G,4.0,2,,4.0,2.0,0.0,14.0
2013-03-01,1,Vancouver,2410,V4L,2.0,2,,2.0,1.0,0.5,0.0
2013-03-01,1,Vancouver,2410,V2X,2.0,2,,2.0,1.0,0.0,0.0
2013-02-01,1,Vancouver,2410,V2W,3.0,3,,3.0,1.0,0.0,0.0
2013-03-01,1,Vancouver,2410,V3J,203.0,9,,203.0,23.0,2.89,1.0
2013-02-01,1,Vancouver,2410,V3L,39.0,6,,39.0,7.0,0.67,0.5
2013-01-01,1,Vancouver,2410,V4B,17.0,16,,17.0,1.0,0.38,1.0
2013-01-01,1,Vancouver,2410,V5G,10.0,7,,10.0,1.0,0.0,0.29
2013-03-01,1,Vancouver,2410,V6X,18.0,6,,18.0,3.0,0.0,0.0
2013-02-01,1,Vancouver,2410,V3W,18.0,18,,18.0,1.0,0.0,0.72
2013-02-01,1,Vancouver,2410,V6H,2.0,1,,2.0,2.0,0.0,0.0
2013-01-01,1,Vancouver,2410,V3Y,1.0,1,,1.0,1.0,0.0,0.0
2013-01-01,1,Vancouver,2410,V3M,43.0,12,,43.0,4.0,1.25,1.92
2013-01-01,1,Vancouver,2410,V7M,61.0,5,,61.0,12.0,2.4,0.4
2013-01-01,1,Vancouver,2410,V7T,3.0,3,,3.0,1.0,0.0,0.0
2013-03-01,1,Vancouver,2410,V6M,5.0,5,,5.0,1.0,0.0,0.6
2013-01-01,1,Vancouver,2410,V6Z,21.0,1,,21.0,21.0,6.0,5.0
2013-03-01,1,Vancouver,2410,V7A,96.0,7,,96.0,14.0,0.86,0.0
2013-02-01,1,Vancouver,2410,V3A,6.0,6,,6.0,1.0,0.0,0.5
2013-02-01,1,Vancouver,2410,V3B,59.0,19,,59.0,3.0,0.26,1.58
2013-03-01,1,Vancouver,2410,V4N,47.0,35,,47.0,1.0,0.29,0.66
2013-02-01,1,Vancouver,2410,V5C,2.0,2,,2.0,1.0,0.0,0.5
2013-03-01,1,Vancouver,2410,V4A,75.0,26,,75.0,3.0,0.0,0.46
2013-02-01,1,Vancouver,2410,V4W,2.0,2,,2.0,1.0,0.0,0.5
2013-03-01,1,Vancouver,2410,V5L,6.0,4,,6.0,2.0,0.0,1.25
2013-03-01,1,Vancouver,2410,V3K,18.0,17,,18.0,1.0,0.12,0.18
2013-03-01,1,Vancouver,2410,V3N,17.0,12,,17.0,1.0,0.0,0.25
2013-02-01,1,Vancouver,2410,V3S,130.0,43,,130.0,3.0,0.28,0.72
2013-03-01,1,Vancouver,2410,V5A,6.0,6,,6.0,1.0,0.0,0.5
2013-01-01,1,Vancouver,2410,V4P,39.0,11,,39.0,4.0,0.0,0.91
2013-01-01,1,Vancouver,2410,V5K,54.0,21,,54.0,3.0,0.38,1.43
2013-01-01,1,Vancouver,2410,V6K,13.0,11,,13.0,1.0,0.18,0.36
2013-03-01,1,Vancouver,2410,V3C,49.0,4,,49.0,12.0,1.25,0.0
2013-01-01,1,Vancouver,2410,V5B,5.0,5,,5.0,1.0,0.0,1.0
2013-01-01,1,Vancouver,2410,V5H,254.0,6,,254.0,42.0,5.33,0.67
2013-01-01,1,Vancouver,2410,V5M,40.0,31,,40.0,1.0,0.45,1.61
2013-03-01,1,Vancouver,2410,V6J,10.0,9,,10.0,1.0,0.22,2.56
2013-03-01,1,Vancouver,2410,V7E,15.0,15,,15.0,1.0,0.07,0.0
2013-02-01,1,Vancouver,2410,V4R,46.0,45,,46.0,1.0,0.0,0.36
2013-03-01,1,Vancouver,2410,V5X,29.0,28,,29.0,1.0,0.18,0.93
2013-03-01,1,Vancouver,2410,V6V,57.0,12,,57.0,5.0,0.5,0.42
2013-03-01,1,Vancouver,2410,V2Y,147.0,52,,147.0,3.0,0.27,0.71
2013-02-01,1,Vancouver,2410,V3H,5.0,5,,5.0,1.0,0.0,0.0
2013-01-01,1,Vancouver,2410,V6L,23.0,23,,23.0,1.0,0.0,0.52
2013-02-01,1,Vancouver,2410,V6R,18.0,18,,18.0,1.0,0.11,0.89
2013-01-01,1,Vancouver,2410,V6S,10.0,10,,10.0,1.0,0.0,1.3
2013-01-01,1,Vancouver,2410,V7K,2.0,2,,2.0,1.0,1.0,0.0
2013-01-01,1,Vancouver,2410,V3R,17.0,17,,17.0,1.0,0.24,1.0
2013-03-01,1,Vancouver,2410,V6Y,20.0,9,,20.0,2.0,0.11,1.44
2013-01-01,1,Vancouver,2410,V7W,2.0,2,,2.0,1.0,0.0,5.0
2013-03-01,1,Vancouver,2410,V5R,19.0,17,,19.0,1.0,0.29,1.0
2013-01-01,1,Vancouver,2410,V7P,2.0,2,,2.0,1.0,1.0,0.0
2013-01-01,1,Vancouver,2410,nan,658.0,93,,658.0,7.0,0.54,0.81
2013-01-01,1,Vancouver,2410,V0N,3.0,3,,3.0,1.0,0.67,0.0
2013-02-01,1,Vancouver,2410,V3V,14.0,14,,14.0,1.0,0.14,0.71
2013-01-01,1,Vancouver,2410,V5S,27.0,27,,27.0,1.0,0.26,1.52
2013-02-01,1,Vancouver,2410,V7V,5.0,5,,5.0,1.0,0.0,0.6
2013-01-01,1,Vancouver,2410,V6W,4.0,4,,4.0,1.0,0.5,0.0
2013-01-01,1,Vancouver,2410,V5Z,11.0,11,,11.0,1.0,0.55,1.55
2013-03-01,1,Vancouver,2410,V6P,17.0,16,,17.0,1.0,0.13,0.56
2013-02-01,1,Vancouver,2410,V4K,11.0,11,,11.0,1.0,0.18,0.0
2013-01-01,1,Vancouver,2410,V5J,9.0,9,,9.0,1.0,0.0,0.78
2013-01-01,1,Vancouver,2410,V5P,20.0,19,,20.0,1.0,0.37,1.16
2013-02-01,1,Vancouver,2410,V7R,25.0,25,,25.0,1.0,0.8,0.2
2013-03-01,1,Vancouver,2410,V4C,38.0,30,,38.0,1.0,0.37,0.27
2013-02-01,1,Vancouver,2410,V7G,5.0,5,,5.0,1.0,0.8,0.0
2013-01-01,1,Vancouver,2410,V3E,143.0,84,,143.0,2.0,0.1,2.06
2013-03-01,1,Vancouver,2410,V3X,92.0,44,,92.0,2.0,0.05,1.57
2013-03-01,1,Vancouver,2410,V4M,8.0,8,,8.0,1.0,0.13,3.25
2013-02-01,1,Vancouver,2410,V5T,4.0,2,,4.0,2.0,0.0,0.0
2013-03-01,1,Vancouver,2410,V6A,261.0,5,,261.0,52.0,4.8,4.2
2013-02-01,1,Vancouver,2410,V7C,18.0,18,,18.0,1.0,0.17,0.11
2013-01-01,1,Vancouver,2410,V7N,4.0,4,,4.0,1.0,1.0,0.0
2013-03-01,1,Vancouver,2410,V7S,19.0,19,,19.0,1.0,0.0,1.84
2013-05-01,2,Vancouver,2410,V2W,30.0,12,,30.0,3.0,0.0,0.0
2013-04-01,2,Vancouver,2410,V4W,8.0,8,,8.0,1.0,0.0,0.0
2013-05-01,2,Vancouver,2410,V5N,26.0,7,,26.0,4.0,0.71,0.86
2013-04-01,2,Vancouver,2410,V7A,126.0,20,,126.0,6.0,0.25,1.15
2013-06-01,2,Vancouver,2410,V1M,75.0,8,,75.0,9.0,0.0,4.13
2013-04-01,2,Vancouver,2410,V5T,4.0,2,,4.0,2.0,0.0,0.5
2013-06-01,2,Vancouver,2410,V5Y,170.0,10,,170.0,17.0,1.3,1.6
2013-06-01,2,Vancouver,2410,V6Y,23.0,11,,23.0,2.0,0.0,0.45
2013-05-01,2,Vancouver,2410,V7G,1.0,1,,1.0,1.0,0.0,0.0
2013-04-01,2,Vancouver,2410,V3C,42.0,9,,42.0,5.0,0.44,1.44
2013-04-01,2,Vancouver,2410,V3H,9.0,9,,9.0,1.0,0.0,0.78
2013-04-01,2,Vancouver,2410,V4C,36.0,20,,36.0,2.0,0.05,0.15
2013-04-01,2,Vancouver,2410,V6V,97.0,5,,97.0,19.0,1.4,0.4
2013-04-01,2,Vancouver,2410,V4N,42.0,18,,42.0,2.0,0.0,1.44
2013-04-01,2,Vancouver,2410,V6J,5.0,5,,5.0,1.0,0.0,0.4
2013-05-01,2,Vancouver,2410,V7K,3.0,3,,3.0,1.0,0.0,0.0
2013-06-01,2,Vancouver,2410,V3R,81.0,20,,81.0,4.0,0.25,0.85
2013-05-01,2,Vancouver,2410,V4E,6.0,3,,6.0,2.0,0.0,0.33
2013-04-01,2,Vancouver,2410,V7R,15.0,15,,15.0,1.0,0.13,0.27
2013-04-01,2,Vancouver,2410,V7V,6.0,6,,6.0,1.0,0.0,0.83
2013-05-01,2,Vancouver,2410,V6M,95.0,5,,95.0,19.0,1.2,1.4
2013-04-01,2,Vancouver,2410,V6N,24.0,24,,24.0,1.0,0.08,0.63
2013-05-01,2,Vancouver,2410,V2Z,42.0,23,,42.0,2.0,0.0,0.65
2013-04-01,2,Vancouver,2410,V3L,4.0,3,,4.0,1.0,0.0,0.67
2013-04-01,2,Vancouver,2410,V7T,109.0,17,,109.0,6.0,0.71,1.18
2013-06-01,2,Vancouver,2410,V4A,14.0,14,,14.0,1.0,0.0,0.43
2013-04-01,2,Vancouver,2410,V5A,59.0,8,,59.0,7.0,0.63,1.5
2013-05-01,2,Vancouver,2410,V5C,614.0,9,,614.0,68.0,8.56,1.78
2013-04-01,2,Vancouver,2410,V3K,20.0,20,,20.0,1.0,0.15,0.3
2013-06-01,2,Vancouver,2410,V3M,16.0,16,,16.0,1.0,0.0,0.75
2013-06-01,2,Vancouver,2410,V4M,3.0,3,,3.0,1.0,0.0,0.0
2013-06-01,2,Vancouver,2410,V5L,39.0,2,,39.0,20.0,2.0,1.5
2013-04-01,2,Vancouver,2410,V6W,5.0,5,,5.0,1.0,0.2,0.0
2013-06-01,2,Vancouver,2410,V7E,16.0,16,,16.0,1.0,0.0,0.38
2013-05-01,2,Vancouver,2410,V3N,88.0,18,,88.0,5.0,0.22,0.94
2013-04-01,2,Vancouver,2410,V4K,15.0,15,,15.0,1.0,0.0,0.6
2013-05-01,2,Vancouver,2410,nan,305.0,64,,305.0,5.0,0.16,0.76
2013-04-01,2,Vancouver,2410,V4P,96.0,7,,96.0,14.0,0.57,2.43
2013-04-01,2,Vancouver,2410,V5P,42.0,42,,42.0,1.0,0.26,1.43
2013-06-01,2,Vancouver,2410,V5S,56.0,56,,56.0,1.0,0.11,1.29
2013-04-01,2,Vancouver,2410,V3V,25.0,25,,25.0,1.0,0.0,0.4
2013-04-01,2,Vancouver,2410,V6A,13.0,3,,13.0,4.0,1.33,8.33
2013-04-01,2,Vancouver,2410,V3E,136.0,95,,136.0,1.0,0.12,0.78
2013-04-01,2,Vancouver,2410,V4R,38.0,38,,38.0,1.0,0.0,0.34
2013-04-01,2,Vancouver,2410,V5K,29.0,29,,29.0,1.0,0.1,2.17
2013-06-01,2,Vancouver,2410,V5R,148.0,43,,148.0,3.0,0.47,1.53
2013-05-01,2,Vancouver,2410,V5V,70.0,29,,70.0,2.0,0.38,2.38
2013-06-01,2,Vancouver,2410,V6K,45.0,15,,45.0,3.0,0.2,0.67
2013-05-01,2,Vancouver,2410,V6P,24.0,22,,24.0,1.0,0.0,0.86
2013-05-01,2,Vancouver,2410,V6R,28.0,24,,28.0,1.0,0.13,0.46
2013-05-01,2,Vancouver,2410,V2Y,85.0,62,,85.0,1.0,0.0,0.47
2013-06-01,2,Vancouver,2410,V4L,1.0,1,,1.0,1.0,0.0,0.0
2013-04-01,2,Vancouver,2410,V5J,18.0,17,,18.0,1.0,0.0,1.06
2013-05-01,2,Vancouver,2410,V3S,99.0,49,,99.0,2.0,0.1,1.73
2013-04-01,2,Vancouver,2410,V6H,3.0,3,,3.0,1.0,0.0,0.33
2013-06-01,2,Vancouver,2410,V7N,7.0,7,,7.0,1.0,0.57,0.0
2013-05-01,2,Vancouver,2410,V7W,3.0,3,,3.0,1.0,0.0,1.33
2013-05-01,2,Vancouver,2410,V5M,62.0,61,,62.0,1.0,0.21,1.72
2013-05-01,2,Vancouver,2410,V3B,15.0,14,,15.0,1.0,0.21,0.43
2013-05-01,2,Vancouver,2410,V4B,25.0,16,,25.0,2.0,0.0,0.25
2013-06-01,2,Vancouver,2410,V5H,68.0,13,,68.0,5.0,0.92,1.15
2013-04-01,2,Vancouver,2410,V5X,508.0,49,,508.0,10.0,1.33,1.27
2013-06-01,2,Vancouver,2410,V7C,68.0,33,,68.0,2.0,0.18,0.12
2013-04-01,2,Vancouver,2410,V7L,186.0,12,,186.0,16.0,1.0,0.5
2013-04-01,2,Vancouver,2410,V7S,16.0,14,,16.0,1.0,0.0,1.14
2013-06-01,2,Vancouver,2410,V3J,21.0,21,,21.0,1.0,0.19,0.48
2013-04-01,2,Vancouver,2410,V3X,91.0,57,,91.0,2.0,0.02,1.21
2013-06-01,2,Vancouver,2410,V3Y,25.0,5,,25.0,5.0,0.0,4.0
2013-05-01,2,Vancouver,2410,V6S,14.0,14,,14.0,1.0,0.0,0.29
2013-05-01,2,Vancouver,2410,V6X,17.0,11,,17.0,2.0,0.09,0.55
2013-06-01,2,Vancouver,2410,V0N,3.0,3,,3.0,1.0,0.0,1.33
2013-06-01,2,Vancouver,2410,V3W,80.0,35,,80.0,2.0,0.0,0.89
2013-06-01,2,Vancouver,2410,V5G,12.0,7,,12.0,2.0,0.0,1.0
2013-05-01,2,Vancouver,2410,V7M,6.0,6,,6.0,1.0,0.67,0.0
2013-04-01,2,Vancouver,2410,V2X,1.0,1,,1.0,1.0,0.0,0.0
2013-06-01,2,Vancouver,2410,V3A,6.0,2,,6.0,3.0,0.0,0.0
2013-05-01,2,Vancouver,2410,V5B,6.0,6,,6.0,1.0,0.0,1.0
2013-05-01,2,Vancouver,2410,V5W,59.0,50,,59.0,1.0,0.18,1.34
2013-04-01,2,Vancouver,2410,V6G,5.0,1,,5.0,5.0,0.0,16.0
2013-04-01,2,Vancouver,2410,V6L,22.0,22,,22.0,1.0,0.0,0.86
2013-04-01,2,Vancouver,2410,V3T,74.0,10,,74.0,7.0,0.4,0.4
2013-04-01,2,Vancouver,2410,V5E,8.0,6,,8.0,1.0,0.0,1.17
2013-06-01,2,Vancouver,2410,V5Z,48.0,8,,48.0,6.0,0.63,0.63
2013-04-01,2,Vancouver,2410,V7J,7.0,7,,7.0,1.0,0.0,0.29
2013-08-01,3,Vancouver,2410,V2Y,283.0,81,,283.0,3.0,0.12,0.7
2013-07-01,3,Vancouver,2410,V5K,20.0,20,,20.0,1.0,0.1,1.6
2013-07-01,3,Vancouver,2410,V5N,29.0,21,,29.0,1.0,0.14,1.1
2013-08-01,3,Vancouver,2410,V6P,142.0,25,,142.0,6.0,0.28,0.96
2013-09-01,3,Vancouver,2410,V6S,14.0,14,,14.0,1.0,0.0,0.93
2013-08-01,3,Vancouver,2410,V7C,48.0,39,,48.0,1.0,0.03,0.08
2013-09-01,3,Vancouver,2410,V5A,122.0,7,,122.0,17.0,2.0,2.14
2013-08-01,3,Vancouver,2410,V5C,15.0,15,,15.0,1.0,0.0,1.4
2013-07-01,3,Vancouver,2410,V7S,27.0,23,,27.0,1.0,0.0,2.22
2013-09-01,3,Vancouver,2410,V0N,2.0,2,,2.0,1.0,0.0,1.0
2013-08-01,3,Vancouver,2410,V3T,175.0,11,,175.0,16.0,0.36,0.73
2013-08-01,3,Vancouver,2410,V4P,5.0,5,,5.0,1.0,0.0,0.0
2013-09-01,3,Vancouver,2410,V6X,4.0,4,,4.0,1.0,0.0,0.0
2013-08-01,3,Vancouver,2410,V5J,10.0,9,,10.0,1.0,0.0,1.22
2013-08-01,3,Vancouver,2410,V5P,30.0,30,,30.0,1.0,0.03,0.83
2013-07-01,3,Vancouver,2410,V5T,8.0,5,,8.0,2.0,0.0,0.2
2013-08-01,3,Vancouver,2410,V6A,5.0,3,,5.0,2.0,0.0,11.0
2013-09-01,3,Vancouver,2410,V7N,7.0,7,,7.0,1.0,0.86,0.0
2013-09-01,3,Vancouver,2410,V3R,80.0,14,,80.0,6.0,0.29,0.5
2013-09-01,3,Vancouver,2410,V4B,140.0,42,,140.0,3.0,0.1,0.52
2013-07-01,3,Vancouver,2410,V5E,3.0,3,,3.0,1.0,0.0,1.0
2013-09-01,3,Vancouver,2410,V5M,37.0,37,,37.0,1.0,0.05,1.35
2013-07-01,3,Vancouver,2410,V6N,39.0,39,,39.0,1.0,0.0,0.46
2013-07-01,3,Vancouver,2410,V5S,27.0,27,,27.0,1.0,0.0,1.37
2013-08-01,3,Vancouver,2410,V6L,24.0,24,,24.0,1.0,0.0,0.79
2013-08-01,3,Vancouver,2410,V5Y,446.0,17,,446.0,26.0,2.35,1.35
2013-08-01,3,Vancouver,2410,V6C,424.0,1,,424.0,424.0,46.0,9.0
2013-08-01,3,Vancouver,2410,V6V,6.0,6,,6.0,1.0,0.0,0.0
2013-08-01,3,Vancouver,2410,V7G,4.0,4,,4.0,1.0,0.0,0.75
2013-08-01,3,Vancouver,2410,V3M,31.0,21,,31.0,1.0,0.14,1.1
2013-08-01,3,Vancouver,2410,V3N,12.0,10,,12.0,1.0,0.0,0.9
2013-08-01,3,Vancouver,2410,V6K,39.0,23,,39.0,2.0,0.13,1.3
2013-08-01,3,Vancouver,2410,V7V,5.0,5,,5.0,1.0,0.0,1.4
2013-09-01,3,Vancouver,2410,V3L,2.0,2,,2.0,1.0,0.0,1.0
2013-08-01,3,Vancouver,2410,V6Y,320.0,32,,320.0,10.0,0.97,2.31
2013-09-01,3,Vancouver,2410,V7R,26.0,26,,26.0,1.0,0.54,0.31
2013-09-01,3,Vancouver,2410,V2X,76.0,2,,76.0,38.0,2.0,4.0
2013-09-01,3,Vancouver,2410,V3S,63.0,57,,63.0,1.0,0.0,0.88
2013-07-01,3,Vancouver,2410,V4M,5.0,5,,5.0,1.0,0.0,0.2
2013-09-01,3,Vancouver,2410,V5B,8.0,8,,8.0,1.0,0.0,1.13
2013-08-01,3,Vancouver,2410,V5L,41.0,11,,41.0,4.0,1.27,2.27
2013-09-01,3,Vancouver,2410,V5X,23.0,23,,23.0,1.0,0.13,1.0
2013-07-01,3,Vancouver,2410,nan,378.0,110,,378.0,3.0,0.25,0.93
2013-08-01,3,Vancouver,2410,V4K,10.0,10,,10.0,1.0,0.1,0.0
2013-09-01,3,Vancouver,2410,V5G,15.0,14,,15.0,1.0,0.0,1.0
2013-07-01,3,Vancouver,2410,V7A,37.0,33,,37.0,1.0,0.09,0.33
2013-08-01,3,Vancouver,2410,V7B,1.0,1,,1.0,1.0,0.0,0.0
2013-08-01,3,Vancouver,2410,V7K,3.0,3,,3.0,1.0,0.0,0.0
2013-09-01,3,Vancouver,2410,V6E,118.0,1,,118.0,118.0,19.0,5.0
2013-09-01,3,Vancouver,2410,V3A,6.0,6,,6.0,1.0,0.0,0.67
2013-08-01,3,Vancouver,2410,V3C,12.0,8,,12.0,2.0,0.0,0.38
2013-07-01,3,Vancouver,2410,V3K,94.0,19,,94.0,5.0,0.47,0.63
2013-08-01,3,Vancouver,2410,V4N,63.0,35,,63.0,2.0,0.0,0.91
2013-09-01,3,Vancouver,2410,V3Y,1.0,1,,1.0,1.0,0.0,0.0
2013-08-01,3,Vancouver,2410,V4L,3.0,3,,3.0,1.0,0.0,0.0
2013-09-01,3,Vancouver,2410,V6J,8.0,7,,8.0,1.0,0.29,2.14
2013-08-01,3,Vancouver,2410,V7E,16.0,16,,16.0,1.0,0.0,0.13
2013-08-01,3,Vancouver,2410,V6W,3.0,3,,3.0,1.0,0.33,3.33
2013-07-01,3,Vancouver,2410,V3V,20.0,20,,20.0,1.0,0.0,0.1
2013-09-01,3,Vancouver,2410,V2Z,10.0,10,,10.0,1.0,0.0,0.0
2013-07-01,3,Vancouver,2410,V5H,300.0,6,,300.0,50.0,6.17,1.67
2013-09-01,3,Vancouver,2410,V5V,40.0,27,,40.0,1.0,0.26,1.7
2013-09-01,3,Vancouver,2410,V5W,87.0,30,,87.0,3.0,0.27,1.03
2013-07-01,3,Vancouver,2410,V3B,281.0,16,,281.0,18.0,3.0,0.0
2013-08-01,3,Vancouver,2410,V3X,133.0,73,,133.0,2.0,0.0,1.35
2013-07-01,3,Vancouver,2410,V4R,34.0,34,,34.0,1.0,0.0,0.26
2013-09-01,3,Vancouver,2410,V6M,4.0,4,,4.0,1.0,0.0,0.25
2013-07-01,3,Vancouver,2410,V7H,1.0,1,,1.0,1.0,0.0,0.0
2013-08-01,3,Vancouver,2410,V7M,1.0,1,,1.0,1.0,0.0,0.0
2013-08-01,3,Vancouver,2410,V7W,5.0,5,,5.0,1.0,0.0,4.0
2013-07-01,3,Vancouver,2410,V4A,48.0,20,,48.0,2.0,0.15,0.2
2013-09-01,3,Vancouver,2410,V6H,6.0,6,,6.0,1.0,0.0,0.67
2013-09-01,3,Vancouver,2410,V1M,1.0,1,,1.0,1.0,0.0,0.0
2013-07-01,3,Vancouver,2410,V2W,83.0,22,,83.0,4.0,0.0,1.05
2013-09-01,3,Vancouver,2410,V5Z,45.0,17,,45.0,3.0,1.06,2.35
2013-09-01,3,Vancouver,2410,V7L,16.0,14,,16.0,1.0,0.14,0.21
2013-07-01,3,Vancouver,2410,V4C,40.0,35,,40.0,1.0,0.0,0.11
2013-07-01,3,Vancouver,2410,V6G,186.0,1,,186.0,186.0,22.0,6.0
2013-09-01,3,Vancouver,2410,V7T,7.0,7,,7.0,1.0,0.0,0.0
2013-07-01,3,Vancouver,2410,V3E,179.0,113,,179.0,2.0,0.03,0.59
2013-09-01,3,Vancouver,2410,V4W,18.0,5,,18.0,4.0,0.0,0.2
2013-07-01,3,Vancouver,2410,V5R,33.0,32,,33.0,1.0,0.03,0.94
2013-08-01,3,Vancouver,2410,V7J,5.0,5,,5.0,1.0,0.0,0.0
2013-08-01,3,Vancouver,2410,V7P,4.0,4,,4.0,1.0,0.5,0.5
2013-07-01,3,Vancouver,2410,V3J,21.0,21,,21.0,1.0,0.1,0.1
2013-09-01,3,Vancouver,2410,V3W,36.0,27,,36.0,1.0,0.0,1.07
2013-09-01,3,Vancouver,2410,V6R,30.0,28,,30.0,1.0,0.11,0.64
2013-10-01,4,Vancouver,2410,V3B,9.0,9,,9.0,1.0,0.67,0.0
2013-11-01,4,Vancouver,2410,V3H,1.0,1,,1.0,1.0,0.0,0.0
2013-11-01,4,Vancouver,2410,V3N,13.0,12,,13.0,1.0,0.0,1.25
2013-12-01,4,Vancouver,2410,V3R,83.0,19,,83.0,4.0,0.32,0.26
2013-10-01,4,Vancouver,2410,V5K,20.0,20,,20.0,1.0,0.0,0.7
2013-12-01,4,Vancouver,2410,V5E,8.0,6,,8.0,1.0,0.0,5.83
2013-11-01,4,Vancouver,2410,V6R,32.0,30,,32.0,1.0,0.0,0.57
2013-12-01,4,Vancouver,2410,V3T,14.0,11,,14.0,1.0,0.36,0.91
2013-10-01,4,Vancouver,2410,V5Y,27.0,17,,27.0,2.0,0.18,1.94
2013-12-01,4,Vancouver,2410,V7W,2.0,2,,2.0,1.0,0.0,2.5
2013-11-01,4,Vancouver,2410,V4W,2.0,2,,2.0,1.0,0.0,0.0
2013-12-01,4,Vancouver,2410,V5C,7.0,7,,7.0,1.0,0.0,0.86
2013-12-01,4,Vancouver,2410,V7B,1.0,1,,1.0,1.0,0.0,0.0
2013-10-01,4,Vancouver,2410,V3J,87.0,24,,87.0,4.0,0.29,0.67
2013-11-01,4,Vancouver,2410,V3X,152.0,77,,152.0,2.0,0.0,0.97
2013-10-01,4,Vancouver,2410,V4A,23.0,14,,23.0,2.0,0.0,1.0
2013-11-01,4,Vancouver,2410,V7S,32.0,28,,32.0,1.0,0.0,2.14
2013-10-01,4,Vancouver,2410,V4K,16.0,16,,16.0,1.0,0.0,0.0
2013-11-01,4,Vancouver,2410,V5M,30.0,30,,30.0,1.0,0.0,1.03
2013-10-01,4,Vancouver,2410,V7R,28.0,28,,28.0,1.0,0.57,0.04
2013-10-01,4,Vancouver,2410,V5A,105.0,10,,105.0,11.0,1.2,4.3
2013-11-01,4,Vancouver,2410,V5V,27.0,18,,27.0,2.0,0.17,1.39
2013-10-01,4,Vancouver,2410,V5X,338.0,21,,338.0,16.0,1.62,3.86
2013-11-01,4,Vancouver,2410,V5Z,14.0,14,,14.0,1.0,0.0,2.71
2013-11-01,4,Vancouver,2410,V7J,4.0,4,,4.0,1.0,0.5,1.25
2013-10-01,4,Vancouver,2410,V7M,4.0,4,,4.0,1.0,0.5,0.0
2013-12-01,4,Vancouver,2410,V7V,5.0,5,,5.0,1.0,0.0,0.0
2013-10-01,4,Vancouver,2410,V2W,10.0,7,,10.0,1.0,0.0,1.0
2013-12-01,4,Vancouver,2410,V7G,1.0,1,,1.0,1.0,0.0,0.0
2013-11-01,4,Vancouver,2410,V2Z,37.0,19,,37.0,2.0,0.0,0.21
2013-12-01,4,Vancouver,2410,V3W,94.0,25,,94.0,4.0,0.44,0.44
2013-12-01,4,Vancouver,2410,V3Y,127.0,3,,127.0,42.0,2.67,0.0
2013-11-01,4,Vancouver,2410,V5J,106.0,23,,106.0,5.0,0.26,2.7
2013-12-01,4,Vancouver,2410,V5R,28.0,24,,28.0,1.0,0.17,1.67
2013-11-01,4,Vancouver,2410,V4R,34.0,33,,34.0,1.0,0.0,0.06
2013-12-01,4,Vancouver,2410,V5H,357.0,19,,357.0,19.0,2.16,2.21
2013-11-01,4,Vancouver,2410,V2Y,118.0,94,,118.0,1.0,0.0,1.21
2013-11-01,4,Vancouver,2410,V4B,36.0,36,,36.0,1.0,0.0,1.17
2013-11-01,4,Vancouver,2410,V4N,77.0,25,,77.0,3.0,0.08,1.2
2013-11-01,4,Vancouver,2410,V7P,2.0,2,,2.0,1.0,0.0,1.5
2013-12-01,4,Vancouver,2410,V3C,77.0,12,,77.0,6.0,0.33,0.33
2013-11-01,4,Vancouver,2410,V5T,21.0,7,,21.0,3.0,0.0,1.57
2013-10-01,4,Vancouver,2410,V7N,8.0,8,,8.0,1.0,0.75,0.5
2013-10-01,4,Vancouver,2410,V4C,69.0,52,,69.0,1.0,0.0,0.46
2013-12-01,4,Vancouver,2410,V6M,9.0,9,,9.0,1.0,0.0,1.67
2013-10-01,4,Vancouver,2410,V5P,79.0,18,,79.0,4.0,0.17,1.5
2013-10-01,4,Vancouver,2410,V6K,43.0,15,,43.0,3.0,0.6,2.47
2013-12-01,4,Vancouver,2410,V4M,7.0,7,,7.0,1.0,0.0,0.57
2013-10-01,4,Vancouver,2410,V6N,41.0,41,,41.0,1.0,0.05,3.73
2013-11-01,4,Vancouver,2410,V3A,14.0,14,,14.0,1.0,0.0,0.0
2013-11-01,4,Vancouver,2410,V3S,57.0,39,,57.0,1.0,0.0,0.64
2013-11-01,4,Vancouver,2410,V5L,6.0,4,,6.0,2.0,0.0,12.0
2013-10-01,4,Vancouver,2410,V7H,3.0,3,,3.0,1.0,0.67,2.0
2013-11-01,4,Vancouver,2410,V3E,111.0,69,,111.0,2.0,0.03,0.99
2013-10-01,4,Vancouver,2410,V3M,42.0,22,,42.0,2.0,0.14,2.55
