reference_period,metro,metcode,dweltype,mkttycd,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,starts_per_10kpop
2005-11-01,Edmonton,0340,1.0,2.0,3.0,,,3,1.0,0.0,14.0,,,,,,,,,,,,1070187.23,0.03
2005-04-01,Edmonton,0340,1.0,3.0,34.0,,,34,1.0,0.0,5.61,,,,,,,,,,,,1070187.23,0.32
2005-08-01,Edmonton,0340,4.0,2.0,62.0,,,9,6.89,0.0,0.0,,,,,,,,,,,,1070187.23,0.58
2005-06-01,Edmonton,0340,2.0,2.0,12.0,,,6,2.0,0.0,2.67,,,,,,,,,,,,1070187.23,0.11
2005-03-01,Edmonton,0340,1.0,1.0,7586.0,,,7586,1.0,0.0,0.28,,,,,,,,,,,,1070187.23,70.88
2005-11-01,Edmonton,0340,2.0,3.0,434.0,,,217,2.0,0.0,8.55,,,,,,,,,,,,1070187.23,4.06
2005-05-01,Edmonton,0340,5.0,3.0,3098.0,,,54,57.37,0.44,3.05,,,,,,,,,,,,1070187.23,28.95
2005-02-01,Edmonton,0340,4.0,3.0,690.0,,,130,5.31,0.02,3.35,,,,,,,,,,,,1070187.23,6.45
2005-01-01,Edmonton,0340,2.0,1.0,708.0,,,354,2.0,0.0,0.92,,,,,,,,,,,,1070187.23,6.62
2005-12-01,Edmonton,0340,4.0,1.0,3.0,,,1,3.0,0.0,0.0,,,,,,,,,,,,1070187.23,0.03
2005-05-01,Edmonton,0340,5.0,2.0,664.0,,,16,41.5,0.19,0.43,,,,,,,,,,,,1070187.23,6.2
2006-01-01,Edmonton,0340,1.0,1.0,9032.0,,,9032,1.0,0.0,0.49,,,,,,,,,,,,1100795.81,82.05
2006-10-01,Edmonton,0340,1.0,3.0,30.0,,,30,1.0,0.0,0.22,,,,,,,,,,,,1100795.81,0.27
2006-08-01,Edmonton,0340,4.0,3.0,593.0,,,115,5.16,0.02,0.03,,,,,,,,,,,,1100795.81,5.39
2006-08-01,Edmonton,0340,5.0,1.0,4.0,,,1,4.0,0.0,0.0,,,,,,,,,,,,1100795.81,0.04
2006-09-01,Edmonton,0340,5.0,2.0,261.0,,,7,37.29,0.0,0.0,,,,,,,,,,,,1100795.81,2.37
2006-07-01,Edmonton,0340,5.0,3.0,3445.0,,,55,62.64,0.18,0.0,,,,,,,,,,,,1100795.81,31.3
2006-03-01,Edmonton,0340,2.0,1.0,1076.0,,,538,2.0,0.0,0.82,,,,,,,,,,,,1100795.81,9.77
2006-03-01,Edmonton,0340,1.0,2.0,2.0,,,2,1.0,0.0,17.0,,,,,,,,,,,,1100795.81,0.02
2006-01-01,Edmonton,0340,2.0,3.0,472.0,,,236,2.0,0.0,2.46,,,,,,,,,,,,1100795.81,4.29
2006-07-01,Edmonton,0340,4.0,1.0,45.0,,,11,4.09,0.0,0.25,,,,,,,,,,,,1100795.81,0.41
2006-04-01,Edmonton,0340,2.0,2.0,6.0,,,3,2.0,0.0,11.67,,,,,,,,,,,,1100795.81,0.05
2006-05-01,Edmonton,0340,4.0,2.0,4.0,,,1,4.0,0.0,0.0,,,,,,,,,,,,1100795.81,0.04
2007-01-01,Edmonton,0340,1.0,1.0,7644.0,,,7644,1.0,0.0,0.75,,,,,,,,,,,,1127964.75,67.77
2007-04-01,Edmonton,0340,4.0,3.0,1274.0,,,236,5.4,0.0,5.36,,,,,,,,,,,,1127964.75,11.29
2007-05-01,Edmonton,0340,2.0,1.0,1270.0,,,635,2.0,0.0,0.93,,,,,,,,,,,,1127964.75,11.26
2007-04-01,Edmonton,0340,4.0,1.0,52.0,,,15,3.47,0.0,0.0,,,,,,,,,,,,1127964.75,0.46
2007-10-01,Edmonton,0340,5.0,3.0,3856.0,,,73,52.82,0.27,0.06,,,,,,,,,,,,1127964.75,34.19
2007-06-01,Edmonton,0340,5.0,2.0,355.0,,,6,59.17,0.0,0.0,,,,,,,,,,,,1127964.75,3.15
2007-07-01,Edmonton,0340,1.0,3.0,29.0,,,29,1.0,0.0,8.15,,,,,,,,,,,,1127964.75,0.26
2007-01-01,Edmonton,0340,4.0,2.0,25.0,,,6,4.17,0.0,0.0,,,,,,,,,,,,1127964.75,0.22
2007-04-01,Edmonton,0340,2.0,3.0,370.0,,,185,2.0,0.0,6.83,,,,,,,,,,,,1127964.75,3.28
2007-08-01,Edmonton,0340,1.0,2.0,9.0,,,9,1.0,0.0,34.0,,,,,,,,,,,,1127964.75,0.08
2007-10-01,Edmonton,0340,2.0,2.0,4.0,,,2,2.0,0.0,0.0,,,,,,,,,,,,1127964.75,0.04
2008-04-01,Edmonton,0340,2.0,3.0,226.0,,,113,2.0,0.0,0.33,,,,,,,,,,,,1160416.13,1.95
2008-04-01,Edmonton,0340,4.0,3.0,521.0,,,102,5.11,0.0,0.99,,,,,,,,,,,,1160416.13,4.49
2008-12-01,Edmonton,0340,2.0,2.0,6.0,,,3,2.0,0.0,3.0,,,,,,,,,,,,1160416.13,0.05
2008-03-01,Edmonton,0340,1.0,1.0,2604.0,,,2604,1.0,0.0,0.93,,,,,,,,,,,,1160416.13,22.44
2008-12-01,Edmonton,0340,2.0,1.0,614.0,,,307,2.0,0.0,1.35,,,,,,,,,,,,1160416.13,5.29
2008-04-01,Edmonton,0340,4.0,1.0,46.0,,,14,3.29,0.0,0.0,,,,,,,,,,,,1160416.13,0.4
2008-04-01,Edmonton,0340,1.0,3.0,2.0,,,2,1.0,0.0,1.0,,,,,,,,,,,,1160416.13,0.02
2008-05-01,Edmonton,0340,4.0,2.0,8.0,,,2,4.0,0.0,0.0,,,,,,,,,,,,1160416.13,0.07
2008-06-01,Edmonton,0340,5.0,3.0,2507.0,,,39,64.28,0.87,1.81,,,,,,,,,,,,1160416.13,21.6
2008-08-01,Edmonton,0340,5.0,2.0,74.0,,,4,18.5,0.0,2.0,,,,,,,,,,,,1160416.13,0.64
2008-04-01,Edmonton,0340,1.0,2.0,7.0,,,7,1.0,0.0,41.29,,,,,,,,,,,,1160416.13,0.06
2009-05-01,Edmonton,0340,4.0,3.0,464.0,,,88,5.27,0.02,6.13,,,13,54,,67,38.44776119402985,413.84785671641794,215270.44776119402,0.0,464000.0,1181277.91,3.93
2009-07-01,Edmonton,0340,4.0,1.0,138.0,,,33,4.18,0.0,1.6,,,,9,,9,0.0,0.0,169920.0,0.0,264880.0,1181277.91,1.17
2009-10-01,Edmonton,0340,2.0,2.0,4.0,,,2,2.0,0.0,32.0,,,,,,,,,,,,1181277.91,0.03
2009-10-01,Edmonton,0340,2.0,1.0,924.0,,,462,2.0,0.0,1.45,,,,,,,,,,,,1181277.91,7.82
2009-08-01,Edmonton,0340,5.0,3.0,453.0,,,12,37.75,0.25,1.57,,7,99,,,106,20.849056603773583,224.4171603773585,0.0,0.0,0.0,1181277.91,3.83
2009-11-01,Edmonton,0340,1.0,3.0,14.0,,,14,1.0,0.0,0.14,,,,,,,,,,,,1181277.91,0.12
2009-09-01,Edmonton,0340,2.0,3.0,144.0,,,72,2.0,0.0,1.43,,,,,,,,,,,,1181277.91,1.22
2009-12-01,Edmonton,0340,5.0,2.0,293.0,,,8,36.63,0.0,0.25,,,,,,,,,,,,1181277.91,2.48
2009-09-01,Edmonton,0340,1.0,1.0,3883.0,,,3883,1.0,0.0,0.69,,,,,,,,,,,,1181277.91,32.87
2010-01-01,Edmonton,0340,4.0,2.0,38.0,,38.0,7,5.43,0.0,3.14,,,,,,,,,,,,1201957.38,0.32
2010-05-01,Edmonton,0340,4.0,3.0,666.0,,666.0,119,5.6,0.0,5.07,,,116,217,1,334,102.05089820359281,1098.4656631736527,289470.5359281437,0.0,758000.0,1201957.38,5.54
2010-02-01,Edmonton,0340,1.0,1.0,6054.0,,6054.0,6054,1.0,0.0,0.42,,,,,,,,,,,,1201957.38,50.37
2010-05-01,Edmonton,0340,5.0,2.0,285.0,,285.0,10,28.5,1.5,4.0,,,,,,,,,,,,1201957.38,2.37
2010-02-01,Edmonton,0340,1.0,3.0,8.0,,8.0,8,1.0,0.0,2.33,,,,,,,,,,,,1201957.38,0.07
2010-09-01,Edmonton,0340,2.0,3.0,162.0,,162.0,81,2.0,0.0,3.52,,,,,,,,,,,,1201957.38,1.35
2010-03-01,Edmonton,0340,5.0,3.0,1463.0,,1463.0,26,56.27,0.96,3.5,2,194,363,2,,561,88.48306595365419,952.4228736185383,241801.7825311943,0.0,845900.0,1201957.38,12.17
2010-01-01,Edmonton,0340,2.0,1.0,1158.0,,1158.0,579,2.0,0.0,0.79,,,,,,,,,,,,1201957.38,9.63
2010-12-01,Edmonton,0340,4.0,1.0,125.0,,125.0,35,3.57,0.0,2.07,,,16,50,,66,129.45454545454547,1393.4357818181818,388458.1818181818,244880.0,779700.0,1201957.38,1.04
2011-08-01,Edmonton,0340,2.0,1.0,1248.0,,1248.0,624,2.0,0.0,0.87,,,,,,,,,,,,1229889.41,10.15
2011-03-01,Edmonton,0340,5.0,2.0,813.0,,813.0,10,81.3,0.3,1.33,,,,,,,,,,,,1229889.41,6.61
2011-05-01,Edmonton,0340,4.0,3.0,580.0,,580.0,105,5.52,0.0,7.28,,,131,316,,447,117.00671140939598,1259.4485409395973,277816.65548098437,0.0,483950.0,1229889.41,4.72
2011-10-01,Edmonton,0340,5.0,3.0,1392.0,,1392.0,23,60.52,1.65,16.67,1,195,834,10,,1040,86.8576923076923,934.9275142307694,254133.37307692308,0.0,552140.0,1229889.41,11.32
2011-04-01,Edmonton,0340,2.0,3.0,148.0,,148.0,74,2.0,0.0,3.91,,,,,,,,,,,,1229889.41,1.2
2011-04-01,Edmonton,0340,1.0,1.0,5002.0,,5002.0,5002,1.0,0.0,0.43,,,,,,,,,,,,1229889.41,40.67
2011-05-01,Edmonton,0340,1.0,3.0,15.0,,15.0,15,1.0,0.0,1.36,,,,,,,,,,,,1229889.41,0.12
2011-12-01,Edmonton,0340,2.0,2.0,4.0,,4.0,2,2.0,0.0,,,,,,,,,,,,,1229889.41,0.03
2011-01-01,Edmonton,0340,4.0,1.0,130.0,,130.0,37,3.51,0.0,0.64,,,9,65,,74,81.27027027027027,874.7850621621621,351429.7297297297,284900.0,783700.0,1229889.41,1.06
2012-11-01,Edmonton,0340,5.0,3.0,1983.0,,1983.0,28,70.82,2.61,0.0,,172,780,14,,966,82.62939958592132,889.4145942028985,236903.84782608695,0.0,1943325.0,1266810.84,15.65
2012-02-01,Edmonton,0340,4.0,1.0,195.0,,195.0,52,3.75,0.0,0.43,,,4,18,,22,85.36363636363636,918.8456454545453,300704.54545454547,275000.0,331000.0,1266810.84,1.54
2012-02-01,Edmonton,0340,1.0,1.0,5654.0,,5654.0,5654,1.0,0.0,0.3,,,,,,,,,,,,1266810.84,44.63
2012-04-01,Edmonton,0340,1.0,3.0,4.0,,4.0,4,1.0,0.0,,,,,,,,,,,,,1266810.84,0.03
2012-07-01,Edmonton,0340,2.0,3.0,188.0,,188.0,94,2.0,0.0,1.59,,,,,,,,,,,,1266810.84,1.48
2012-06-01,Edmonton,0340,4.0,3.0,873.0,,873.0,173,5.05,0.02,3.07,,,94,427,3,524,130.15076335877862,1400.9298017175565,286659.59541984735,0.0,600000.0,1266810.84,6.89
2012-04-01,Edmonton,0340,2.0,1.0,1984.0,,1984.0,992,2.0,0.0,0.65,,,,,,,,,,,,1266810.84,15.66
2012-11-01,Edmonton,0340,5.0,2.0,1944.0,,1944.0,26,74.77,2.15,1.19,,,,,,,,,,,,1266810.84,15.35
2012-03-01,Edmonton,0340,4.0,2.0,12.0,,12.0,2,6.0,0.0,0.0,,,,,,,,,,,,1266810.84,0.09
2013-05-01,Edmonton,0340,4.0,2.0,81.0,,81.0,11,7.36,0.0,0.27,,,,,,,,,,,,1308524.16,0.62
2013-02-01,Edmonton,0340,1.0,1.0,5964.0,,5964.0,5964,1.0,0.0,0.36,,,,,,,,,,,,1308524.16,45.58
2013-11-01,Edmonton,0340,4.0,1.0,476.0,,476.0,116,4.1,0.0,0.56,,,7,93,,100,115.11,1239.0325289999998,310997.35,0.0,489900.0,1308524.16,3.64
2013-12-01,Edmonton,0340,5.0,3.0,3121.0,,3121.0,58,53.81,3.45,2.85,,162,1307,31,,1500,77.15333333333334,830.4707646666667,212573.752,0.0,439900.0,1308524.16,23.85
2013-05-01,Edmonton,0340,2.0,2.0,2.0,,2.0,1,2.0,0.0,0.0,,,,,,,,,,,,1308524.16,0.02
2013-12-01,Edmonton,0340,2.0,3.0,136.0,,136.0,68,2.0,0.0,1.22,,,,,,,,,,,,1308524.16,1.04
2013-10-01,Edmonton,0340,5.0,2.0,2043.0,,2043.0,35,58.37,2.43,0.81,,,,,,,,,,,,1308524.16,15.61
2013-06-01,Edmonton,0340,4.0,3.0,914.0,,914.0,202,4.52,0.0,0.94,,,27,375,,402,129.5820895522388,1394.8086537313434,297692.03731343284,0.0,489900.0,1308524.16,6.98
2013-12-01,Edmonton,0340,1.0,3.0,6.0,,6.0,6,1.0,0.0,25.0,,,,,,,,,,,,1308524.16,0.05
2013-03-01,Edmonton,0340,2.0,1.0,1946.0,,1946.0,973,2.0,0.0,0.75,,,,,,,,,,,,1308524.16,14.87
2014-04-01,Edmonton,0340,1.0,3.0,4.0,,4.0,4,1.0,0.0,1.67,,,,,,,,,,,,1334817.5,0.03
2014-02-01,Edmonton,0340,2.0,3.0,174.0,,174.0,87,2.0,0.0,2.43,,,,,,,,,,,,1334817.5,1.3
2014-09-01,Edmonton,0340,5.0,2.0,1514.0,,1514.0,21,72.1,4.05,2.71,,,,,,,,,,,,1334817.5,11.34
2014-11-01,Edmonton,0340,5.0,3.0,1646.0,,1646.0,45,36.58,3.04,2.13,48,159,645,33,,885,75.06666666666666,808.0100933333334,212287.14237288135,0.0,779900.0,1334817.5,12.33
2014-01-01,Edmonton,0340,2.0,1.0,2532.0,,2532.0,1266,2.0,0.0,0.64,,,,,,,,,,,,1334817.5,18.97
2014-07-01,Edmonton,0340,1.0,2.0,1.0,,1.0,1,1.0,0.0,0.0,,,,,,,,,,,,1334817.5,0.01
2014-11-01,Edmonton,0340,4.0,2.0,64.0,,64.0,17,3.76,0.0,7.76,,,,,,,,,,,,1334817.5,0.48
2014-09-01,Edmonton,0340,4.0,1.0,411.0,,411.0,112,3.67,0.0,1.83,,,,4,,4,0.0,0.0,289900.0,289900.0,289900.0,1334817.5,3.08
2014-09-01,Edmonton,0340,4.0,3.0,699.0,,699.0,151,4.63,0.0,2.78,,,13,71,,84,78.73809523809524,847.5289833333334,296783.0595238095,0.0,349900.0,1334817.5,5.24
2014-01-01,Edmonton,0340,1.0,1.0,6827.0,,6827.0,6827,1.0,0.0,0.39,,,,,,,,,,,,1334817.5,51.15
2015-08-01,Edmonton,0340,5.0,2.0,2593.0,,2593.0,37,70.08,4.68,3.03,,,,,,,,,,,,1361157.53,19.05
2015-09-01,Edmonton,0340,4.0,2.0,275.0,,275.0,34,8.09,0.0,4.67,,,,,,,,,,,,1361157.53,2.02
2015-09-01,Edmonton,0340,1.0,2.0,2.0,,2.0,2,1.0,0.0,0.0,,,,,,,,,,,,1361157.53,0.01
2015-02-01,Edmonton,0340,1.0,1.0,5655.0,,5655.0,5655,1.0,0.0,0.48,,,,,,,,,,,,1361157.53,41.55
2015-02-01,Edmonton,0340,4.0,3.0,1037.0,,1037.0,204,5.08,0.0,3.58,,3,23,81,,107,115.25233644859813,1240.5646242990654,299713.8878504673,0.0,340700.0,1361157.53,7.62
2015-08-01,Edmonton,0340,2.0,3.0,174.0,,174.0,87,2.0,0.0,4.26,,,,,,,,,,,,1361157.53,1.28
2015-07-01,Edmonton,0340,5.0,3.0,4332.0,,4332.0,103,42.06,3.65,1.67,8,432,1803,211,1,2455,78.57678207739308,845.7926246028514,237290.11201629328,0.0,917789.0,1361157.53,31.83
2015-08-01,Edmonton,0340,1.0,3.0,26.0,,26.0,26,1.0,0.0,2.0,,,,,,,,,,,,1361157.53,0.19
2015-07-01,Edmonton,0340,2.0,1.0,2274.0,,2274.0,1137,2.0,0.0,1.0,,,,,,,,,,,,1361157.53,16.71
2015-05-01,Edmonton,0340,4.0,1.0,682.0,,682.0,190,3.59,0.0,2.49,,,,27,,27,93.51851851851852,1006.6239814814813,340489.0,0.0,366988.0,1361157.53,5.01
2016-11-01,Edmonton,0340,2.0,3.0,80.0,,80.0,40,2.0,0.0,4.43,,,,,,,,,,,,1386981.47,0.58
2016-10-01,Edmonton,0340,5.0,2.0,978.0,,978.0,14,69.86,3.79,5.07,,,,,,,,,,,,1386981.47,7.05
2016-05-01,Edmonton,0340,4.0,3.0,694.0,,694.0,146,4.75,0.0,3.6,,,24,75,,99,120.559898989899,1297.6946967373735,307879.404040404,0.0,652900.0,1386981.47,5.0
2016-10-01,Edmonton,0340,5.0,3.0,1445.0,,1445.0,37,39.05,3.92,3.0,,145,430,17,,592,80.01689189189189,861.2938226351349,236948.42567567568,0.0,479900.0,1386981.47,10.42
2016-08-01,Edmonton,0340,2.0,1.0,1912.0,,1912.0,956,2.0,0.0,1.71,,,,,,,,,,,,1386981.47,13.79
2016-05-01,Edmonton,0340,1.0,1.0,4326.0,,4326.0,4326,1.0,0.0,0.68,,,,,,,,,,,,1386981.47,31.19
2016-08-01,Edmonton,0340,1.0,3.0,9.0,,9.0,9,1.0,0.0,7.14,,,,,,,,,,,,1386981.47,0.06
2016-04-01,Edmonton,0340,4.0,1.0,477.0,,477.0,131,3.64,0.0,3.67,,,4,31,,35,136.62857142857143,1470.65628,204424.05714285714,0.0,339900.0,1386981.47,3.44
2016-02-01,Edmonton,0340,4.0,2.0,115.0,,115.0,13,8.85,0.0,7.15,,,,,,,,,,,,1386981.47,0.83
2017-10-01,Edmonton,0340,4.0,3.0,613.0,,613.0,131,4.68,0.0,4.79,,,30,115,,145,131.21275862068967,1412.3610125172413,288466.5931034483,0.0,518795.0,1411986.81,4.34
2017-02-01,Edmonton,0340,2.0,1.0,1846.0,,1846.0,923,2.0,0.0,1.81,,,,,,,,,,,,1411986.81,13.07
2017-05-01,Edmonton,0340,5.0,2.0,1046.0,3.0,1043.0,12,87.17,5.25,5.08,,,,,,,,,,,,1411986.81,7.41
2017-11-01,Edmonton,0340,2.0,3.0,64.0,,64.0,32,2.0,0.0,8.04,,,,,,,,,,,,1411986.81,0.45
2017-05-01,Edmonton,0340,4.0,2.0,67.0,,67.0,9,7.44,0.0,0.56,,,,,,,,,,,,1411986.81,0.47
2017-11-01,Edmonton,0340,5.0,3.0,2088.0,,2088.0,29,72.0,7.41,2.38,,25,57,6,,88,98.17431818181818,1056.7385434772725,376981.3977272727,0.0,974764.0,1411986.81,14.79
2017-01-01,Edmonton,0340,1.0,1.0,5023.0,,5023.0,5023,1.0,0.0,0.45,,,,,,,,,,,,1411986.81,35.57
2017-03-01,Edmonton,0340,1.0,3.0,5.0,,5.0,5,1.0,0.0,4.75,,,,,,,,,,,,1411986.81,0.04
2017-09-01,Edmonton,0340,4.0,1.0,683.0,,683.0,180,3.79,0.0,3.97,,8,17,85,,110,89.71245454545456,965.6558894818179,200208.9909090909,0.0,374238.0,1411986.81,4.84
2018-08-01,Edmonton,0340,1.0,3.0,1.0,,1.0,1,1.0,0.0,1.0,,,,,,,,,,,,1439690.13,0.01
2018-07-01,Edmonton,0340,4.0,2.0,56.0,,56.0,9,6.22,0.0,2.11,,,,,,,,,,,,1439690.13,0.39
2018-01-01,Edmonton,0340,2.0,3.0,24.0,,24.0,12,2.0,0.0,5.55,,,,,,,,,,,,1439690.13,0.17
2018-01-01,Edmonton,0340,5.0,2.0,623.0,133.0,490.0,163,3.82,0.31,0.27,,,,,,,,,,,,1439690.13,4.33
2018-12-01,Edmonton,0340,4.0,1.0,859.0,,859.0,218,3.94,0.0,3.42,,,11,79,,90,126.20155555555553,1358.4209238444444,292081.31111111114,0.0,382000.0,1439690.13,5.97
2018-10-01,Edmonton,0340,1.0,2.0,1.0,,1.0,1,1.0,0.0,0.0,,,,,,,,,,,,1439690.13,0.01
2018-01-01,Edmonton,0340,5.0,3.0,1467.0,,1467.0,36,40.75,3.81,4.72,2,61,403,14,,480,80.5765625,867.3180610937496,188375.39583333334,0.0,798476.0,1439690.13,10.19
2018-05-01,Edmonton,0340,2.0,1.0,1572.0,,1572.0,786,2.0,0.0,1.0,,,,,,,,,,,,1439690.13,10.92
2018-05-01,Edmonton,0340,1.0,1.0,4812.0,,4812.0,4812,1.0,0.0,0.44,,,,,,,,,,,,1439690.13,33.42
2018-02-01,Edmonton,0340,4.0,3.0,623.0,,623.0,129,4.83,0.0,6.91,,,54,147,,201,127.7311940298507,1374.8857994179102,321917.00995024876,0.0,624351.0,1439690.13,4.33
2019-01-01,Edmonton,0340,2.0,1.0,1300.0,,1300.0,650,2.0,0.0,1.99,,,,,,,,,,,,1465243.88,8.87
2019-07-01,Edmonton,0340,1.0,3.0,2.0,,2.0,2,1.0,0.0,2.0,,,,,,,,,,,,1465243.88,0.01
2019-12-01,Edmonton,0340,4.0,1.0,781.0,,781.0,195,4.01,0.0,3.95,,,8,68,,76,107.93434210526314,1161.7944649868423,326187.1447368421,0.0,374900.0,1465243.88,5.33
2019-06-01,Edmonton,0340,2.0,3.0,38.0,,38.0,19,2.0,0.0,9.0,,,,,,,,,,,,1465243.88,0.26
2019-06-01,Edmonton,0340,1.0,1.0,4130.0,,4130.0,4130,1.0,0.0,0.59,,,,,,,,,,,,1465243.88,28.19
2019-04-01,Edmonton,0340,5.0,2.0,1574.0,359.0,1215.0,445,3.54,0.25,0.74,,,,,,,,,,,,1465243.88,10.74
2019-06-01,Edmonton,0340,5.0,3.0,2308.0,,2308.0,33,69.94,3.88,4.53,,94,151,5,,250,72.08995999999999,775.9691204440002,91771.4,0.0,358900.0,1465243.88,15.75
2019-05-01,Edmonton,0340,4.0,3.0,558.0,,558.0,98,5.69,0.0,5.37,,,52,75,,127,129.21850393700785,1390.8950545275588,296421.2598425197,0.0,509900.0,1465243.88,3.81
2019-10-01,Edmonton,0340,4.0,2.0,21.0,,21.0,3,7.0,0.0,18.0,,,,,,,,,,,,1465243.88,0.14
2019-07-01,Edmonton,0340,1.0,2.0,8.0,,8.0,8,1.0,0.0,0.75,,,,,,,,,,,,1465243.88,0.05
2020-03-01,Edmonton,0340,2.0,2.0,2.0,,2.0,1,2.0,0.0,0.0,,,,,,,,,,,,1477202.13,0.01
2020-05-01,Edmonton,0340,4.0,3.0,394.0,,394.0,81,4.86,0.0,11.63,,,28,93,,121,138.96743801652894,1495.8316060661157,270678.5123966942,0.0,415000.0,1477202.13,2.67
2020-07-01,Edmonton,0340,1.0,3.0,7.0,,7.0,7,1.0,0.0,10.43,,,,,,,,,,,,1477202.13,0.05
2020-03-01,Edmonton,0340,5.0,3.0,3003.0,,3003.0,47,63.89,5.45,1.22,,18,173,8,,199,124.09346733668337,1335.7296730653259,34530.90452261306,0.0,628950.0,1477202.13,20.33
2020-01-01,Edmonton,0340,1.0,1.0,4131.0,,4131.0,4131,1.0,0.0,0.67,,,,,,,,,,,,1477202.13,27.97
2020-03-01,Edmonton,0340,2.0,1.0,1188.0,,1188.0,594,2.0,0.0,1.43,,,,,,,,,,,,1477202.13,8.04
2020-04-01,Edmonton,0340,5.0,2.0,1864.0,493.0,1371.0,580,3.21,0.15,0.63,,,,11,,11,67.56363636363636,727.2482254545454,261818.72727272726,1.0,600000.0,1477202.13,12.62
2020-08-01,Edmonton,0340,4.0,1.0,834.0,,834.0,201,4.15,0.0,4.94,,,27,158,,185,118.42378378378379,1274.7017662702704,225680.38918918918,0.0,600000.0,1477202.13,5.65
2020-07-01,Edmonton,0340,4.0,2.0,29.0,,29.0,5,5.8,0.0,5.0,,,,,,,,,,,,1477202.13,0.2
2020-03-01,Edmonton,0340,2.0,3.0,60.0,,60.0,30,2.0,0.0,21.73,,,,,,,,,,,,1477202.13,0.41
2021-11-01,Edmonton,0340,2.0,1.0,1228.0,,1228.0,614,2.0,0.0,0.89,,,,,,,,,,,,1508703.38,8.14
2021-11-01,Edmonton,0340,2.0,2.0,6.0,,6.0,3,2.0,0.0,1.0,,,,,,,,,,,,1508703.38,0.04
2021-03-01,Edmonton,0340,5.0,2.0,3551.0,695.0,2856.0,718,4.95,0.35,0.49,,,4,36,3,43,124.41209302325579,1339.159328093023,337184.6511627907,0.0,440000.0,1508703.38,23.54
2021-08-01,Edmonton,0340,1.0,3.0,7.0,,7.0,7,1.0,0.0,11.5,,,,,,,,,,,,1508703.38,0.05
2021-10-01,Edmonton,0340,4.0,2.0,292.0,,292.0,51,5.73,0.0,2.24,,,,,,,,,,,,1508703.38,1.94
2021-01-01,Edmonton,0340,4.0,1.0,761.0,,761.0,197,3.86,0.0,3.39,,,33,231,3,267,120.60764044943816,1298.2085810337078,277556.2883895131,0.0,600000.0,1508703.38,5.04
2021-08-01,Edmonton,0340,4.0,3.0,618.0,,618.0,130,4.75,0.0,11.94,1,17,46,277,,341,95.66346041055718,1029.7119215131963,237197.70381231673,0.0,559998.0,1508703.38,4.1
2021-11-01,Edmonton,0340,1.0,2.0,68.0,,68.0,68,1.0,0.0,1.19,,,,,,,,,,,,1508703.38,0.45
2021-10-01,Edmonton,0340,1.0,1.0,5626.0,,5626.0,5626,1.0,0.0,0.4,,,,,,,,,,,,1508703.38,37.29
2021-08-01,Edmonton,0340,2.0,3.0,30.0,,30.0,15,2.0,0.0,1.0,,,,,,,,,,,,1508703.38,0.2
2021-11-01,Edmonton,0340,5.0,3.0,359.0,,359.0,15,23.93,2.87,5.69,,3,2,4,,9,98.88,1064.334432,257888.88888888888,203000.0,315000.0,1508703.38,2.38
2022-02-01,Edmonton,0340,4.0,3.0,505.0,,505.0,93,5.43,0.0,10.76,,13,66,173,,252,121.74682539682537,1310.4706538888886,310028.6150793651,0.0,708900.0,1564841.77,3.23
2022-02-01,Edmonton,0340,1.0,1.0,6046.0,,6046.0,6046,1.0,0.0,0.64,,,,,,,,,,,,1564841.77,38.64
2022-05-01,Edmonton,0340,2.0,3.0,34.0,,34.0,17,2.0,0.0,9.2,,,,,,,,,,,,1564841.77,0.22
2022-05-01,Edmonton,0340,1.0,3.0,9.0,,9.0,9,1.0,0.0,2.38,,,,,,,,,,,,1564841.77,0.06
2022-03-01,Edmonton,0340,4.0,1.0,813.0,,813.0,193,4.21,0.0,1.29,,,21,215,2,238,113.34865546218487,1220.0735925294116,418054.6806722689,276000.0,838000.0,1564841.77,5.2
2022-03-01,Edmonton,0340,4.0,4.0,6.0,,6.0,1,6.0,0.0,65.0,,,,,,,,,,,,1564841.77,0.04
2022-11-01,Edmonton,0340,2.0,2.0,8.0,,8.0,4,2.0,0.0,0.75,,,,,,,,,,,,1564841.77,0.05
2022-08-01,Edmonton,0340,4.0,2.0,423.0,,423.0,63,6.71,0.0,4.13,,,,,,,,,,,,1564841.77,2.7
2022-05-01,Edmonton,0340,1.0,2.0,118.0,,118.0,118,1.0,0.0,1.82,,,,,,,,,,,,1564841.77,0.75
2022-07-01,Edmonton,0340,2.0,1.0,914.0,,914.0,457,2.0,0.0,1.04,,,,,,,,,,,,1564841.77,5.84
2022-11-01,Edmonton,0340,5.0,3.0,926.0,,926.0,16,57.88,6.63,1.85,,14,15,11,,40,79.36174999999999,854.241940825,115200.35,0.0,345000.0,1564841.77,5.92
2022-07-01,Edmonton,0340,5.0,2.0,4784.0,870.0,3914.0,917,5.22,0.23,0.6,,,,8,,8,142.04999999999998,1529.0119949999998,645247.5,525000.0,757995.0,1564841.77,30.57
2023-01-01,Edmonton,0340,1.0,1.0,4913.0,,4913.0,4913,1.0,0.0,1.15,,,,,,,,,,,,1641393.0,29.93
