reference_period,ref_qq,metro,metcode,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,population,starts_per_10kpop
1988-06-01,2,Calgary,0140,1372.0,,,1340,1.02,0.0,0.0,724449.87,18.94
1988-07-01,3,Calgary,0140,4304.0,,,3992,1.08,0.0,0.22,724449.87,59.41
1988-10-01,4,Calgary,0140,4572.0,,,3880,1.18,0.0,0.4,724449.87,63.11
1989-01-01,1,Calgary,0140,4020.0,,,3432,1.17,0.0,0.53,747414.6,53.79
1989-04-01,2,Calgary,0140,6252.0,,,6156,1.02,0.0,0.39,747414.6,83.65
1989-07-01,3,Calgary,0140,7012.0,,,5864,1.2,0.0,0.43,747414.6,93.82
1989-10-01,4,Calgary,0140,7628.0,,,6468,1.18,0.0,0.26,747414.6,102.06
1990-02-01,1,Calgary,0140,8648.0,,,8192,1.06,0.0,0.39,764404.2,113.13
1990-04-01,2,Calgary,0140,9212.0,,,7536,1.22,0.0,0.35,764404.2,120.51
1990-07-01,3,Calgary,0140,5544.0,,,3976,1.39,0.01,0.88,764404.2,72.53
1990-10-01,4,Calgary,0140,4612.0,,,3552,1.3,0.0,0.78,764404.2,60.33
1991-01-01,1,Calgary,0140,2896.0,,,2684,1.08,0.0,0.67,779040.07,37.17
1991-04-01,2,Calgary,0140,5728.0,,,5180,1.11,0.0,0.25,779040.07,73.53
1991-07-01,3,Calgary,0140,5228.0,,,4776,1.09,0.0,0.38,779040.07,67.11
1991-10-01,4,Calgary,0140,5148.0,,,4624,1.11,0.0,0.34,779040.07,66.08
1992-01-01,1,Calgary,0140,5188.0,,,4724,1.1,0.0,0.45,789289.72,65.73
1992-06-01,2,Calgary,0140,9160.0,,,8092,1.13,0.0,0.19,789289.72,116.05
1992-07-01,3,Calgary,0140,6788.0,,,5924,1.15,0.0,0.38,789289.72,86.0
1992-12-01,4,Calgary,0140,7000.0,,,6316,1.11,0.0,0.18,789289.72,88.69
1993-01-01,1,Calgary,0140,5016.0,,,4196,1.2,0.0,0.36,803617.45,62.42
1993-05-01,2,Calgary,0140,7320.0,,,6252,1.17,0.0,0.27,803617.45,91.09
1993-07-01,3,Calgary,0140,6732.0,,,5448,1.24,0.0,0.31,803617.45,83.77
1993-10-01,4,Calgary,0140,7448.0,,,6408,1.16,0.0,0.27,803617.45,92.68
1994-01-01,1,Calgary,0140,4924.0,,,4644,1.06,0.0,0.36,820531.9,60.01
1994-04-01,2,Calgary,0140,8132.0,,,7440,1.09,0.0,0.3,820531.9,99.11
1994-07-01,3,Calgary,0140,7840.0,,,5520,1.42,0.0,0.35,820531.9,95.55
1994-11-01,4,Calgary,0140,6612.0,,,4556,1.45,0.0,0.32,820531.9,80.58
1995-01-01,1,Calgary,0140,3812.0,,,3396,1.12,0.0,0.38,839716.2,45.4
1995-06-01,2,Calgary,0140,5736.0,,,4972,1.15,0.0,0.21,839716.2,68.31
1995-07-01,3,Calgary,0140,7024.0,,,5220,1.35,0.0,0.33,839716.2,83.65
1995-10-01,4,Calgary,0140,6168.0,,,4888,1.26,0.0,0.21,839716.2,73.45
1996-01-01,1,Calgary,0140,4468.0,,,3568,1.25,0.0,0.48,867371.68,51.51
1996-04-01,2,Calgary,0140,8012.0,,,7340,1.09,0.0,0.31,867371.68,92.37
1996-07-01,3,Calgary,0140,8416.0,,,7300,1.15,0.0,0.65,867371.68,97.03
1996-10-01,4,Calgary,0140,7548.0,,,6304,1.2,0.0,0.24,867371.68,87.02
1997-02-01,1,Calgary,0140,9836.0,,,7872,1.25,0.0,0.47,899742.31,109.32
1997-04-01,2,Calgary,0140,11528.0,,,9700,1.19,0.0,0.32,899742.31,128.13
1997-08-01,3,Calgary,0140,11048.0,,,9204,1.2,0.0,0.32,899742.31,122.79
1997-10-01,4,Calgary,0140,12448.0,,,9848,1.26,0.0,0.18,899742.31,138.35
1998-02-01,1,Calgary,0140,11484.0,,,8816,1.3,0.0,0.37,925463.09,124.09
1998-05-01,2,Calgary,0140,14088.0,,,11808,1.19,0.0,0.26,925463.09,152.23
1998-07-01,3,Calgary,0140,12508.0,,,10260,1.22,0.0,0.34,925463.09,135.15
1998-10-01,4,Calgary,0140,11900.0,,,8092,1.47,0.01,0.25,925463.09,128.58
1999-02-01,1,Calgary,0140,9364.0,,,5336,1.75,0.01,0.33,949842.56,98.58
1999-04-01,2,Calgary,0140,10864.0,,,8032,1.35,0.0,0.3,949842.56,114.38
1999-07-01,3,Calgary,0140,11292.0,,,7960,1.42,0.01,0.33,949842.56,118.88
1999-10-01,4,Calgary,0140,10880.0,,,7108,1.53,0.0,0.23,949842.56,114.55
2000-01-01,1,Calgary,0140,9060.0,,,6124,1.48,0.0,0.29,974556.1,92.97
2000-04-01,2,Calgary,0140,12128.0,,,8296,1.46,0.0,0.32,974556.1,124.45
2000-07-01,3,Calgary,0140,11284.0,,,7776,1.45,0.01,0.32,974556.1,115.79
2000-10-01,4,Calgary,0140,11900.0,,,6952,1.71,0.02,0.31,974556.1,122.11
2001-02-01,1,Calgary,0140,8200.0,,,5940,1.38,0.0,0.43,1004815.47,81.61
2001-04-01,2,Calgary,0140,12596.0,,,9076,1.39,0.0,0.33,1004815.47,125.36
2001-07-01,3,Calgary,0140,12096.0,,,9612,1.26,0.0,0.32,1004815.47,120.38
2001-10-01,4,Calgary,0140,12504.0,,,7932,1.58,0.0,0.19,1004815.47,124.44
2002-03-01,1,Calgary,0140,11248.0,,,7680,1.46,0.0,0.25,1026949.07,109.53
2002-04-01,2,Calgary,0140,16248.0,,,11872,1.37,0.0,0.33,1026949.07,158.22
2002-07-01,3,Calgary,0140,15632.0,,,11144,1.4,0.0,0.53,1026949.07,152.22
2002-10-01,4,Calgary,0140,14228.0,,,9608,1.48,0.0,0.35,1026949.07,138.55
2003-01-01,1,Calgary,0140,15180.0,,,8524,1.78,0.0,0.52,1049550.64,144.63
2003-04-01,2,Calgary,0140,14684.0,,,10428,1.41,0.0,0.48,1049550.64,139.91
2003-07-01,3,Calgary,0140,12744.0,,,9372,1.36,0.0,0.4,1049550.64,121.42
2003-10-01,4,Calgary,0140,11960.0,,,8632,1.39,0.0,0.33,1049550.64,113.95
2004-02-01,1,Calgary,0140,13012.0,,,7816,1.66,0.0,0.43,1083762.24,120.06
2004-04-01,2,Calgary,0140,15016.0,,,9608,1.56,0.0,0.37,1083762.24,138.55
2004-07-01,3,Calgary,0140,13536.0,,,9592,1.41,0.0,0.41,1083762.24,124.9
2004-10-01,4,Calgary,0140,14468.0,,,8748,1.65,0.0,0.34,1083762.24,133.5
2005-03-01,1,Calgary,0140,11644.0,,,7680,1.52,0.0,0.5,1120692.72,103.9
2005-05-01,2,Calgary,0140,13916.0,,,10308,1.35,0.0,0.29,1120692.72,124.17
2005-09-01,3,Calgary,0140,15928.0,,,10228,1.56,0.0,0.54,1120692.72,142.13
2005-11-01,4,Calgary,0140,13180.0,,,9712,1.36,0.0,0.51,1120692.72,117.61
2006-01-01,1,Calgary,0140,15376.0,,,10632,1.45,0.0,0.86,1151604.22,133.52
2006-04-01,2,Calgary,0140,20740.0,,,13208,1.57,0.01,0.91,1151604.22,180.1
2006-07-01,3,Calgary,0140,16040.0,,,11836,1.36,0.01,1.07,1151604.22,139.28
2006-12-01,4,Calgary,0140,16028.0,,,9556,1.68,0.0,0.84,1151604.22,139.18
2007-02-01,1,Calgary,0140,11096.0,,,7664,1.45,0.0,0.91,1183363.88,93.77
2007-05-01,2,Calgary,0140,16252.0,,,9612,1.69,0.0,0.68,1183363.88,137.34
2007-07-01,3,Calgary,0140,15868.0,,,9744,1.63,0.0,0.82,1183363.88,134.09
2007-10-01,4,Calgary,0140,10804.0,,,7248,1.49,0.0,0.82,1183363.88,91.3
2008-01-01,1,Calgary,0140,18624.0,,,4968,3.75,0.09,0.88,1217803.53,152.93
2008-05-01,2,Calgary,0140,12644.0,,,5672,2.23,0.07,0.59,1217803.53,103.83
2008-08-01,3,Calgary,0140,8176.0,,,4752,1.72,0.03,0.96,1217803.53,67.14
2008-11-01,4,Calgary,0140,6308.0,,,4240,1.49,0.0,0.74,1217803.53,51.8
2009-01-01,1,Calgary,0140,2984.0,,,2440,1.22,0.0,0.75,1237706.53,24.11
2009-04-01,2,Calgary,0140,4940.0,,,4372,1.13,0.0,0.57,1237706.53,39.91
2009-08-01,3,Calgary,0140,8464.0,,,6976,1.21,0.0,1.28,1237706.53,68.38
2009-10-01,4,Calgary,0140,8884.0,,,7168,1.24,0.0,0.62,1237706.53,71.78
2010-01-01,1,Calgary,0140,8644.0,,8644.0,6704,1.29,0.0,0.92,1259794.84,68.61
2010-06-01,2,Calgary,0140,9824.0,,9824.0,7980,1.23,0.0,0.45,1259794.84,77.98
2010-07-01,3,Calgary,0140,11280.0,,11280.0,6272,1.8,0.03,0.59,1259794.84,89.54
2010-10-01,4,Calgary,0140,7300.0,,7300.0,5028,1.45,0.0,0.58,1259794.84,57.95
2011-01-01,1,Calgary,0140,6192.0,,6192.0,4436,1.4,0.01,0.81,1294993.91,47.81
2011-05-01,2,Calgary,0140,7928.0,,7928.0,6180,1.28,0.0,0.57,1294993.91,61.22
2011-08-01,3,Calgary,0140,10820.0,,10820.0,6508,1.66,0.0,0.43,1294993.91,83.55
2011-12-01,4,Calgary,0140,12228.0,,12228.0,6080,2.01,0.01,0.37,1294993.91,94.43
2012-02-01,1,Calgary,0140,12800.0,,12800.0,5756,2.22,0.04,0.51,1339347.88,95.57
2012-04-01,2,Calgary,0140,15376.0,,15376.0,7280,2.11,0.02,0.35,1339347.88,114.8
2012-07-01,3,Calgary,0140,11844.0,,11844.0,7692,1.54,0.02,0.49,1339347.88,88.43
2012-10-01,4,Calgary,0140,11344.0,,11344.0,6860,1.65,0.02,0.33,1339347.88,84.7
2013-02-01,1,Calgary,0140,10020.0,,10020.0,6740,1.49,0.01,0.52,1382962.75,72.45
2013-06-01,2,Calgary,0140,12228.0,,12228.0,7760,1.58,0.02,0.38,1382962.75,88.42
2013-08-01,3,Calgary,0140,13084.0,,13084.0,8016,1.63,0.01,0.38,1382962.75,94.61
2013-10-01,4,Calgary,0140,15004.0,,15004.0,7452,2.01,0.05,0.41,1382962.75,108.49
2014-01-01,1,Calgary,0140,17060.0,,17060.0,7056,2.42,0.05,0.64,1410896.5,120.92
2014-06-01,2,Calgary,0140,20116.0,,20116.0,8796,2.29,0.08,0.55,1410896.5,142.58
2014-08-01,3,Calgary,0140,18036.0,,18036.0,8320,2.17,0.02,0.5,1410896.5,127.83
2014-11-01,4,Calgary,0140,13312.0,,13312.0,7008,1.9,0.02,0.32,1410896.5,94.35
2015-02-01,1,Calgary,0140,12708.0,,12708.0,5668,2.24,0.08,0.58,1435513.81,88.53
2015-05-01,2,Calgary,0140,13804.0,,13804.0,5028,2.75,0.12,0.65,1435513.81,96.16
2015-08-01,3,Calgary,0140,12812.0,,12812.0,4800,2.67,0.07,0.72,1435513.81,89.25
2015-12-01,4,Calgary,0140,12808.0,,12808.0,5120,2.5,0.08,0.67,1435513.81,89.22
2016-01-01,1,Calgary,0140,6268.0,,6268.0,3132,2.0,0.07,0.62,1455343.75,43.07
2016-04-01,2,Calgary,0140,9172.0,,9172.0,4064,2.26,0.08,1.15,1455343.75,63.02
2016-07-01,3,Calgary,0140,12152.0,,12152.0,4992,2.43,0.14,1.09,1455343.75,83.5
2016-11-01,4,Calgary,0140,9388.0,,9388.0,4764,1.97,0.08,0.84,1455343.75,64.51
2017-01-01,1,Calgary,0140,8316.0,,8316.0,3868,2.15,0.1,1.42,1479844.06,56.2
2017-04-01,2,Calgary,0140,13784.0,,13784.0,6016,2.29,0.06,1.1,1479844.06,93.14
2017-08-01,3,Calgary,0140,11476.0,,11476.0,6376,1.8,0.03,0.89,1479844.06,77.55
2017-10-01,4,Calgary,0140,12560.0,,12560.0,5492,2.29,0.1,0.84,1479844.06,84.87
2018-03-01,1,Calgary,0140,8240.0,28.0,8212.0,4524,1.82,0.05,0.95,1510785.75,54.54
2018-04-01,2,Calgary,0140,15676.0,16.0,15660.0,5448,2.88,0.09,0.86,1510785.75,103.76
2018-09-01,3,Calgary,0140,11760.0,68.0,11692.0,5184,2.27,0.1,1.04,1510785.75,77.84
2018-11-01,4,Calgary,0140,8208.0,64.0,8144.0,4220,1.95,0.06,1.04,1510785.75,54.33
2019-01-01,1,Calgary,0140,7288.0,28.0,7260.0,3452,2.11,0.08,1.29,1540598.94,47.31
2019-05-01,2,Calgary,0140,11512.0,52.0,11460.0,4548,2.53,0.12,1.07,1540598.94,74.72
2019-08-01,3,Calgary,0140,13228.0,236.0,12992.0,5324,2.48,0.13,1.05,1540598.94,85.86
2019-10-01,4,Calgary,0140,15608.0,136.0,15472.0,5384,2.9,0.13,1.02,1540598.94,101.31
2020-01-01,1,Calgary,0140,8928.0,128.0,8800.0,4768,1.87,0.06,1.1,1553935.06,57.45
2020-04-01,2,Calgary,0140,6884.0,112.0,6772.0,3696,1.86,0.09,1.06,1553935.06,44.3
2020-08-01,3,Calgary,0140,10032.0,104.0,9928.0,4108,2.44,0.11,2.0,1553935.06,64.56
2020-12-01,4,Calgary,0140,11096.0,44.0,11052.0,5484,2.02,0.11,1.61,1553935.06,71.41
2021-01-01,1,Calgary,0140,11288.0,36.0,11252.0,5076,2.22,0.07,0.78,1598936.31,70.6
2021-06-01,2,Calgary,0140,16212.0,84.0,16128.0,7732,2.1,0.09,1.17,1598936.31,101.39
2021-07-01,3,Calgary,0140,14160.0,32.0,14128.0,7208,1.96,0.08,1.31,1598936.31,88.56
2021-10-01,4,Calgary,0140,18408.0,60.0,18348.0,7048,2.61,0.14,1.56,1598936.31,115.13
2022-01-01,1,Calgary,0140,11848.0,68.0,11780.0,5924,2.0,0.07,1.39,1674560.42,70.75
2022-05-01,2,Calgary,0140,20652.0,484.0,20168.0,9748,2.12,0.3,1.36,1674560.42,123.33
2022-08-01,3,Calgary,0140,18960.0,384.0,18576.0,8324,2.28,0.09,1.73,1674560.42,113.22
2022-10-01,4,Calgary,0140,17764.0,432.0,17332.0,6824,2.6,0.12,1.82,1674560.42,106.08
2023-02-01,1,Calgary,0140,14508.0,364.0,14144.0,5756,2.52,0.11,2.25,1753690.0,82.73
2023-05-01,2,Calgary,0140,17916.0,588.0,17328.0,8108,2.21,0.1,1.7,1753690.0,102.16
2023-07-01,3,Calgary,0140,24140.0,692.0,23448.0,10008,2.41,0.36,1.32,1753690.0,137.65
2023-10-01,4,Calgary,0140,21752.0,1060.0,20692.0,10492,2.07,0.22,1.29,1753690.0,124.04
1988-06-01,2,Edmonton,0340,1748.0,,,1628,1.07,0.0,0.0,821466.78,21.28
1988-07-01,3,Edmonton,0340,5344.0,,,4360,1.23,0.0,0.1,821466.78,65.05
1988-11-01,4,Edmonton,0340,4136.0,,,3372,1.23,0.02,0.14,821466.78,50.35
1989-03-01,1,Edmonton,0340,2656.0,,,2240,1.19,0.0,0.24,839681.23,31.63
1989-04-01,2,Edmonton,0340,5348.0,,,4840,1.1,0.0,0.18,839681.23,63.69
1989-07-01,3,Edmonton,0340,5892.0,,,5068,1.16,0.0,0.3,839681.23,70.17
1989-10-01,4,Edmonton,0340,5372.0,,,4388,1.22,0.0,0.21,839681.23,63.98
1990-01-01,1,Edmonton,0340,5644.0,,,4532,1.25,0.0,0.21,855178.48,66.0
1990-04-01,2,Edmonton,0340,9880.0,,,8404,1.18,0.0,0.29,855178.48,115.53
1990-07-01,3,Edmonton,0340,5136.0,,,4308,1.19,0.02,0.58,855178.48,60.06
1990-10-01,4,Edmonton,0340,3024.0,,,2552,1.18,0.0,0.77,855178.48,35.36
1991-02-01,1,Edmonton,0340,1992.0,,,1672,1.19,0.0,0.54,867285.29,22.97
1991-05-01,2,Edmonton,0340,4396.0,,,3704,1.19,0.01,0.28,867285.29,50.69
1991-07-01,3,Edmonton,0340,5244.0,,,3984,1.32,0.0,0.63,867285.29,60.46
1991-10-01,4,Edmonton,0340,5508.0,,,3632,1.52,0.0,0.74,867285.29,63.51
1992-01-01,1,Edmonton,0340,3604.0,,,2892,1.25,0.0,0.28,875231.65,41.18
1992-04-01,2,Edmonton,0340,7472.0,,,6044,1.24,0.0,0.33,875231.65,85.37
1992-07-01,3,Edmonton,0340,7348.0,,,5368,1.37,0.0,0.35,875231.65,83.95
1992-10-01,4,Edmonton,0340,8632.0,,,5896,1.46,0.0,0.24,875231.65,98.63
1993-02-01,1,Edmonton,0340,5064.0,,,3416,1.48,0.0,0.31,877513.39,57.71
1993-04-01,2,Edmonton,0340,8812.0,,,5900,1.49,0.0,0.15,877513.39,100.42
1993-07-01,3,Edmonton,0340,8104.0,,,5076,1.6,0.0,0.34,877513.39,92.35
1993-10-01,4,Edmonton,0340,4900.0,,,4268,1.15,0.0,0.19,877513.39,55.84
1994-01-01,1,Edmonton,0340,4252.0,,,2616,1.63,0.0,0.34,878697.77,48.39
1994-05-01,2,Edmonton,0340,6852.0,,,5060,1.35,0.0,0.24,878697.77,77.98
