reference_period,ref_qq,metro,metcode,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,population,starts_per_10kpop
1999-01-01,1,Vancouver,2410,7804.0,,,2448,3.19,0.14,0.36,2037155.74,38.31
1999-06-01,2,Vancouver,2410,7444.0,,,4472,1.66,0.08,0.91,2037155.74,36.54
1999-07-01,3,Vancouver,2410,9988.0,,,5476,1.82,0.07,0.69,2037155.74,49.03
1999-10-01,4,Vancouver,2410,9472.0,,,3924,2.41,0.23,0.46,2037155.74,46.5
2000-03-01,1,Vancouver,2410,6108.0,,,2832,2.16,0.19,0.87,2071193.06,29.49
2000-06-01,2,Vancouver,2410,9872.0,,,4328,2.28,0.23,0.6,2071193.06,47.66
2000-07-01,3,Vancouver,2410,7956.0,,,4540,1.75,0.13,0.46,2071193.06,38.41
2000-10-01,4,Vancouver,2410,8876.0,,,3300,2.69,0.19,0.56,2071193.06,42.85
2001-02-01,1,Vancouver,2410,8596.0,,,3252,2.64,0.26,0.83,2095687.76,41.02
2001-04-01,2,Vancouver,2410,14480.0,,,4188,3.46,0.3,0.48,2095687.76,69.09
2001-07-01,3,Vancouver,2410,11208.0,,,4856,2.31,0.18,0.55,2095687.76,53.48
2001-11-01,4,Vancouver,2410,9164.0,,,4656,1.97,0.16,0.52,2095687.76,43.73
2002-03-01,1,Vancouver,2410,9140.0,,,3856,2.37,0.25,0.36,2113272.26,43.25
2002-04-01,2,Vancouver,2410,14192.0,,,7356,1.93,0.19,0.37,2113272.26,67.16
2002-07-01,3,Vancouver,2410,16080.0,,,6496,2.48,0.25,0.41,2113272.26,76.09
2002-10-01,4,Vancouver,2410,13376.0,,,6048,2.21,0.19,0.38,2113272.26,63.3
2003-02-01,1,Vancouver,2410,10352.0,,,5808,1.78,0.12,0.7,2130166.64,48.6
2003-04-01,2,Vancouver,2410,14960.0,,,6816,2.19,0.2,0.37,2130166.64,70.23
2003-07-01,3,Vancouver,2410,20584.0,,,7036,2.93,0.31,0.44,2130166.64,96.63
2003-10-01,4,Vancouver,2410,16608.0,,,6100,2.72,0.24,0.48,2130166.64,77.97
2004-02-01,1,Vancouver,2410,14792.0,,,6092,2.43,0.24,0.78,2155314.48,68.63
2004-04-01,2,Vancouver,2410,24256.0,,,8076,3.0,0.33,0.62,2155314.48,112.54
2004-08-01,3,Vancouver,2410,21748.0,,,7672,2.83,0.28,0.61,2155314.48,100.9
2004-10-01,4,Vancouver,2410,16924.0,,,6188,2.73,0.27,0.67,2155314.48,78.52
2005-03-01,1,Vancouver,2410,16448.0,,,5128,3.21,0.34,0.97,2185166.7,75.27
2005-05-01,2,Vancouver,2410,17848.0,,,6480,2.75,0.28,0.62,2185166.7,81.68
2005-08-01,3,Vancouver,2410,21436.0,,,7012,3.06,0.37,0.65,2185166.7,98.1
2005-11-01,4,Vancouver,2410,19924.0,,,5848,3.41,0.31,0.83,2185166.7,91.18
2006-02-01,1,Vancouver,2410,20372.0,,,6772,3.01,0.26,1.07,2212623.72,92.07
2006-05-01,2,Vancouver,2410,19472.0,,,7276,2.68,0.24,0.65,2212623.72,88.0
2006-08-01,3,Vancouver,2410,19104.0,,,7564,2.53,0.26,0.64,2212623.72,86.34
2006-12-01,4,Vancouver,2410,15872.0,,,5632,2.82,0.31,0.77,2212623.72,71.73
2007-01-01,1,Vancouver,2410,17316.0,,,4488,3.86,0.34,1.03,2248043.41,77.03
2007-04-01,2,Vancouver,2410,20060.0,,,5948,3.37,0.32,0.88,2248043.41,89.23
2007-07-01,3,Vancouver,2410,22144.0,,,5916,3.74,0.4,0.8,2248043.41,98.5
2007-11-01,4,Vancouver,2410,23424.0,,,5428,4.32,0.48,0.87,2248043.41,104.2
2008-02-01,1,Vancouver,2410,20524.0,,,4708,4.36,0.48,1.3,2295908.66,89.39
2008-05-01,2,Vancouver,2410,20188.0,,,5544,3.64,0.5,0.81,2295908.66,87.93
2008-07-01,3,Vancouver,2410,21944.0,,,6252,3.51,0.46,1.04,2295908.66,95.58
2008-11-01,4,Vancouver,2410,15708.0,,,4080,3.85,0.51,1.17,2295908.66,68.42
2009-02-01,1,Vancouver,2410,7276.0,,,1768,4.12,0.76,1.78,2340698.16,31.08
2009-06-01,2,Vancouver,2410,6092.0,,,3224,1.89,0.31,1.53,2340698.16,26.03
2009-09-01,3,Vancouver,2410,9208.0,,,4904,1.88,0.26,1.65,2340698.16,39.34
2009-10-01,4,Vancouver,2410,10780.0,,,5916,1.82,0.33,1.11,2340698.16,46.05
2010-02-01,1,Vancouver,2410,12792.0,,12792.0,5564,2.3,0.31,0.9,2369558.16,53.98
2010-06-01,2,Vancouver,2410,14732.0,,14732.0,6748,2.18,0.29,0.9,2369558.16,62.17
2010-07-01,3,Vancouver,2410,17024.0,,17024.0,6684,2.55,0.34,0.82,2369558.16,71.84
2010-10-01,4,Vancouver,2410,16320.0,,16320.0,5132,3.18,0.4,0.6,2369558.16,68.87
2011-03-01,1,Vancouver,2410,15232.0,,15232.0,3852,3.95,0.47,0.95,2413758.0,63.1
2011-04-01,2,Vancouver,2410,18656.0,,18656.0,6344,2.94,0.44,1.02,2413758.0,77.29
2011-09-01,3,Vancouver,2410,19152.0,,19152.0,6820,2.81,0.41,0.99,2413758.0,79.35
2011-12-01,4,Vancouver,2410,18428.0,,18428.0,5932,3.11,0.49,0.78,2413758.0,76.35
2012-02-01,1,Vancouver,2410,18524.0,,18524.0,4492,4.12,0.59,1.12,2453661.88,75.5
2012-05-01,2,Vancouver,2410,21104.0,,21104.0,5988,3.52,0.61,1.03,2453661.88,86.01
2012-07-01,3,Vancouver,2410,19684.0,,19684.0,5980,3.29,0.6,0.98,2453661.88,80.22
2012-10-01,4,Vancouver,2410,16796.0,,16796.0,4948,3.39,0.62,1.0,2453661.88,68.45
2013-01-01,1,Vancouver,2410,15920.0,,15920.0,4932,3.23,0.37,0.99,2502439.06,63.62
2013-06-01,2,Vancouver,2410,18768.0,,18768.0,6032,3.11,0.26,0.99,2502439.06,75.0
2013-07-01,3,Vancouver,2410,21076.0,,21076.0,6460,3.26,0.27,0.89,2502439.06,84.22
2013-12-01,4,Vancouver,2410,19020.0,,19020.0,6240,3.05,0.24,1.23,2502439.06,76.01
2014-01-01,1,Vancouver,2410,17492.0,,17492.0,5320,3.29,0.32,1.11,2539789.5,68.87
2014-05-01,2,Vancouver,2410,18928.0,532.0,18396.0,7020,2.7,0.18,0.75,2539789.5,74.53
2014-07-01,3,Vancouver,2410,22144.0,1956.0,20188.0,7848,2.82,0.14,0.92,2539789.5,87.19
2014-10-01,4,Vancouver,2410,18284.0,1740.0,16544.0,7188,2.54,0.1,0.82,2539789.5,71.99
2015-01-01,1,Vancouver,2410,17132.0,1212.0,15920.0,5824,2.94,0.18,1.21,2577770.0,66.46
2015-06-01,2,Vancouver,2410,22620.0,1864.0,20756.0,7768,2.91,0.2,0.94,2577770.0,87.75
2015-07-01,3,Vancouver,2410,21192.0,2060.0,19132.0,7976,2.66,0.14,0.83,2577770.0,82.21
2015-10-01,4,Vancouver,2410,22508.0,1624.0,20884.0,6844,3.29,0.18,0.86,2577770.0,87.32
2016-01-01,1,Vancouver,2410,28324.0,1816.0,26508.0,7608,3.72,0.25,1.44,2611912.25,108.44
2016-04-01,2,Vancouver,2410,31036.0,2160.0,28876.0,9016,3.44,0.21,1.0,2611912.25,118.82
2016-08-01,3,Vancouver,2410,29024.0,2308.0,26716.0,9196,3.16,0.23,1.28,2611912.25,111.12
2016-10-01,4,Vancouver,2410,23272.0,1788.0,21484.0,7012,3.32,0.24,1.31,2611912.25,89.1
2017-01-01,1,Vancouver,2410,21076.0,1516.0,19560.0,5728,3.68,0.24,1.84,2652526.91,79.46
2017-04-01,2,Vancouver,2410,28016.0,2008.0,26008.0,8416,3.33,0.2,1.87,2652526.91,105.62
2017-07-01,3,Vancouver,2410,23008.0,2348.0,20660.0,9048,2.54,0.13,1.74,2652526.91,86.74
2017-11-01,4,Vancouver,2410,32716.0,1928.0,30788.0,8244,3.97,0.26,4.97,2652526.91,123.34
2018-01-01,1,Vancouver,2410,27456.0,1788.0,25668.0,6728,4.08,0.31,2.04,2704459.53,101.52
2018-04-01,2,Vancouver,2410,22792.0,2148.0,20644.0,7856,2.9,0.18,1.36,2704459.53,84.28
2018-08-01,3,Vancouver,2410,21972.0,2312.0,19660.0,8348,2.63,0.17,1.55,2704459.53,81.24
2018-11-01,4,Vancouver,2410,21396.0,1808.0,19588.0,7200,2.97,0.23,1.67,2704459.53,79.11
2019-03-01,1,Vancouver,2410,23088.0,1292.0,21796.0,4840,4.77,0.45,2.33,2740702.84,84.24
2019-06-01,2,Vancouver,2410,39804.0,2108.0,37696.0,7116,5.59,0.47,1.88,2740702.84,145.23
2019-09-01,3,Vancouver,2410,26024.0,1964.0,24060.0,7128,3.65,0.25,2.24,2740702.84,94.95
2019-10-01,4,Vancouver,2410,23648.0,1712.0,21936.0,5676,4.17,0.34,2.02,2740702.84,86.28
2020-03-01,1,Vancouver,2410,17520.0,1240.0,16280.0,4604,3.81,0.26,2.28,2756901.97,63.55
2020-05-01,2,Vancouver,2410,21536.0,1876.0,19660.0,6176,3.49,0.3,2.6,2756901.97,78.12
2020-09-01,3,Vancouver,2410,25660.0,2048.0,23612.0,6508,3.94,0.3,2.04,2756901.97,93.08
2020-12-01,4,Vancouver,2410,24768.0,1684.0,23084.0,5860,4.23,0.53,2.27,2756901.97,89.84
2021-03-01,1,Vancouver,2410,29288.0,1516.0,27772.0,5320,5.51,0.47,2.51,2827421.09,103.59
2021-04-01,2,Vancouver,2410,31888.0,2028.0,29860.0,6356,5.02,0.41,2.05,2827421.09,112.78
2021-07-01,3,Vancouver,2410,20768.0,2068.0,18700.0,6404,3.24,0.25,1.89,2827421.09,73.45
2021-11-01,4,Vancouver,2410,22108.0,1780.0,20328.0,5480,4.03,0.29,3.24,2827421.09,78.19
2022-01-01,1,Vancouver,2410,17232.0,1684.0,15548.0,5304,3.25,0.22,2.11,2934407.48,58.72
2022-04-01,2,Vancouver,2410,29608.0,2480.0,27128.0,7316,4.05,0.46,1.94,2934407.48,100.9
2022-09-01,3,Vancouver,2410,26588.0,2376.0,24212.0,7164,3.71,0.29,2.34,2934407.48,90.61
2022-10-01,4,Vancouver,2410,30504.0,2372.0,28132.0,6844,4.46,0.32,2.72,2934407.48,103.95
2023-01-01,1,Vancouver,2410,28472.0,1672.0,26800.0,5040,5.65,0.45,3.12,3034528.0,93.83
2023-04-01,2,Vancouver,2410,41360.0,2404.0,38956.0,7368,5.61,0.49,2.74,3034528.0,136.3
2023-08-01,3,Vancouver,2410,31036.0,2052.0,28984.0,5820,5.33,0.46,2.36,3034528.0,102.28
2023-10-01,4,Vancouver,2410,32108.0,1560.0,30548.0,4784,6.71,0.64,2.66,3034528.0,105.81
1988-06-01,2,Victoria,2440,1372.0,,,912,1.5,0.0,0.0,283268.49,48.43
1988-08-01,3,Victoria,2440,2612.0,,,1508,1.73,0.0,0.14,283268.49,92.21
1988-11-01,4,Victoria,2440,2528.0,,,1696,1.49,0.01,0.11,283268.49,89.24
1989-02-01,1,Victoria,2440,2600.0,,,1316,1.98,0.0,0.39,289992.01,89.66
1989-04-01,2,Victoria,2440,4272.0,,,1772,2.41,0.0,0.17,289992.01,147.31
1989-07-01,3,Victoria,2440,2920.0,,,1708,1.71,0.0,0.21,289992.01,100.69
1989-10-01,4,Victoria,2440,3196.0,,,1488,2.15,0.0,0.29,289992.01,110.21
1990-02-01,1,Victoria,2440,3224.0,,,1644,1.96,0.02,0.23,295354.94,109.16
1990-04-01,2,Victoria,2440,4476.0,,,1812,2.47,0.0,0.48,295354.94,151.55
1990-09-01,3,Victoria,2440,1364.0,,,1004,1.36,0.01,0.57,295354.94,46.18
1990-10-01,4,Victoria,2440,1288.0,,,1044,1.23,0.0,0.66,295354.94,43.61
1991-02-01,1,Victoria,2440,1524.0,,,676,2.25,0.0,0.5,300363.65,50.74
1991-04-01,2,Victoria,2440,1756.0,,,1524,1.15,0.0,0.23,300363.65,58.46
1991-07-01,3,Victoria,2440,2960.0,,,1668,1.77,0.0,0.46,300363.65,98.55
1991-11-01,4,Victoria,2440,2276.0,,,1300,1.75,0.0,0.56,300363.65,75.77
1992-01-01,1,Victoria,2440,1356.0,,,1092,1.24,0.01,0.7,304634.67,44.51
1992-04-01,2,Victoria,2440,3036.0,,,1532,1.98,0.04,0.76,304634.67,99.66
1992-07-01,3,Victoria,2440,3084.0,,,1344,2.29,0.0,0.52,304634.67,101.24
1992-12-01,4,Victoria,2440,2208.0,,,1128,1.96,0.01,0.6,304634.67,72.48
1993-03-01,1,Victoria,2440,2280.0,,,948,2.41,0.01,0.57,309247.32,73.73
1993-05-01,2,Victoria,2440,2532.0,,,1272,1.99,0.04,0.62,309247.32,81.88
1993-09-01,3,Victoria,2440,2496.0,,,1296,1.93,0.02,0.4,309247.32,80.71
1993-11-01,4,Victoria,2440,3224.0,,,1032,3.12,0.1,0.43,309247.32,104.25
1994-01-01,1,Victoria,2440,2744.0,,,812,3.38,0.0,0.86,313054.51,87.65
1994-04-01,2,Victoria,2440,2264.0,,,1052,2.15,0.0,0.79,313054.51,72.32
1994-08-01,3,Victoria,2440,2356.0,,,1148,2.05,0.0,1.31,313054.51,75.26
1994-11-01,4,Victoria,2440,1848.0,,,704,2.63,0.0,0.27,313054.51,59.03
1995-01-01,1,Victoria,2440,2100.0,,,540,3.89,0.0,1.21,316577.32,66.33
1995-05-01,2,Victoria,2440,1108.0,,,604,1.83,0.0,1.32,316577.32,35.0
1995-08-01,3,Victoria,2440,1028.0,,,624,1.65,0.0,1.17,316577.32,32.47
1995-10-01,4,Victoria,2440,960.0,,,428,2.24,0.0,0.95,316577.32,30.32
1996-03-01,1,Victoria,2440,1292.0,,,552,2.34,0.0,0.68,318620.25,40.55
1996-06-01,2,Victoria,2440,1044.0,,,784,1.33,0.0,1.57,318620.25,32.77
1996-09-01,3,Victoria,2440,1312.0,,,864,1.52,0.0,1.04,318620.25,41.18
1996-11-01,4,Victoria,2440,920.0,,,592,1.55,0.0,0.99,318620.25,28.87
1997-02-01,1,Victoria,2440,1248.0,,,668,1.87,0.0,0.68,319132.6,39.11
1997-06-01,2,Victoria,2440,1336.0,,,824,1.62,0.0,1.33,319132.6,41.87
1997-07-01,3,Victoria,2440,1252.0,,,848,1.48,0.0,0.53,319132.6,39.23
1997-11-01,4,Victoria,2440,1408.0,,,708,1.99,0.0,0.31,319132.6,44.12
1998-03-01,1,Victoria,2440,780.0,,,508,1.54,0.0,0.26,320423.97,24.34
1998-06-01,2,Victoria,2440,1032.0,,,692,1.49,0.0,0.65,320423.97,32.21
1998-09-01,3,Victoria,2440,1060.0,,,720,1.47,0.02,0.41,320423.97,33.08
1998-12-01,4,Victoria,2440,984.0,,,504,1.95,0.0,0.13,320423.97,30.71
1999-03-01,1,Victoria,2440,812.0,,,452,1.8,0.0,0.29,321445.88,25.26
1999-04-01,2,Victoria,2440,1680.0,,,772,2.18,0.02,0.47,321445.88,52.26
1999-07-01,3,Victoria,2440,1808.0,,,708,2.55,0.0,0.49,321445.88,56.25
1999-11-01,4,Victoria,2440,1060.0,,,544,1.95,0.0,0.95,321445.88,32.98
2000-01-01,1,Victoria,2440,612.0,,,540,1.13,0.0,1.06,325388.32,18.81
2000-06-01,2,Victoria,2440,896.0,,,588,1.52,0.0,0.4,325388.32,27.54
2000-09-01,3,Victoria,2440,920.0,,,684,1.35,0.0,0.32,325388.32,28.27
2000-11-01,4,Victoria,2440,1060.0,,,608,1.74,0.01,0.51,325388.32,32.58
2001-02-01,1,Victoria,2440,1328.0,,,520,2.55,0.0,0.52,327964.9,40.49
2001-06-01,2,Victoria,2440,836.0,,,584,1.43,0.03,0.3,327964.9,25.49
2001-09-01,3,Victoria,2440,900.0,,,860,1.05,0.0,0.13,327964.9,27.44
2001-11-01,4,Victoria,2440,1992.0,,,864,2.31,0.0,0.42,327964.9,60.74
2002-01-01,1,Victoria,2440,1064.0,,,860,1.24,0.0,0.08,330513.83,32.19
2002-04-01,2,Victoria,2440,1172.0,,,1056,1.11,0.0,0.14,330513.83,35.46
2002-08-01,3,Victoria,2440,1416.0,,,1004,1.41,0.0,0.66,330513.83,42.84
2002-12-01,4,Victoria,2440,1724.0,,,968,1.78,0.0,0.22,330513.83,52.16
2003-02-01,1,Victoria,2440,1292.0,,,820,1.58,0.03,1.5,332905.17,38.81
2003-05-01,2,Victoria,2440,1976.0,,,1084,1.82,0.06,0.81,332905.17,59.36
2003-07-01,3,Victoria,2440,2648.0,,,1252,2.12,0.01,1.2,332905.17,79.54
2003-10-01,4,Victoria,2440,2116.0,,,1188,1.78,0.02,0.79,332905.17,63.56
2004-01-01,1,Victoria,2440,2452.0,,,904,2.71,0.04,0.52,336460.36,72.88
2004-05-01,2,Victoria,2440,1940.0,,,1496,1.3,0.0,0.74,336460.36,57.66
2004-08-01,3,Victoria,2440,1808.0,,,1208,1.5,0.0,0.53,336460.36,53.74
2004-10-01,4,Victoria,2440,3252.0,,,1120,2.9,0.07,0.51,336460.36,96.65
2005-03-01,1,Victoria,2440,1768.0,,,968,1.83,0.06,0.78,339382.63,52.09
2005-06-01,2,Victoria,2440,2324.0,,,1168,1.99,0.15,0.34,339382.63,68.48
2005-08-01,3,Victoria,2440,2144.0,,,1124,1.91,0.1,0.45,339382.63,63.17
2005-11-01,4,Victoria,2440,1996.0,,,1100,1.81,0.11,0.45,339382.63,58.81
2006-02-01,1,Victoria,2440,1888.0,,,1052,1.79,0.11,0.39,341758.72,55.24
2006-06-01,2,Victoria,2440,2552.0,,,1240,2.06,0.03,0.33,341758.72,74.67
2006-09-01,3,Victoria,2440,3480.0,,,1160,3.0,0.09,0.83,341758.72,101.83
2006-12-01,4,Victoria,2440,3036.0,,,940,3.23,0.13,0.4,341758.72,88.83
2007-02-01,1,Victoria,2440,1872.0,,,764,2.45,0.03,0.64,343976.75,54.42
2007-06-01,2,Victoria,2440,2984.0,,,1036,2.88,0.04,0.31,343976.75,86.75
2007-07-01,3,Victoria,2440,2656.0,,,1088,2.44,0.06,0.71,343976.75,77.21
2007-10-01,4,Victoria,2440,2804.0,,,1072,2.62,0.02,0.56,343976.75,81.52
2008-01-01,1,Victoria,2440,1568.0,,,752,2.09,0.01,0.71,347660.0,45.1
2008-05-01,2,Victoria,2440,3300.0,,,936,3.53,0.0,0.24,347660.0,94.92
2008-08-01,3,Victoria,2440,1908.0,,,1044,1.83,0.0,0.8,347660.0,54.88
2008-10-01,4,Victoria,2440,844.0,,,604,1.4,0.01,0.87,347660.0,24.28
2009-03-01,1,Victoria,2440,468.0,,,396,1.18,0.02,1.21,350969.19,13.33
2009-06-01,2,Victoria,2440,736.0,,,648,1.14,0.0,0.71,350969.19,20.97
2009-08-01,3,Victoria,2440,1276.0,,,1072,1.19,0.0,0.98,350969.19,36.36
2009-10-01,4,Victoria,2440,1656.0,,,1128,1.47,0.01,1.56,350969.19,47.18
2010-02-01,1,Victoria,2440,2536.0,,2536.0,1220,2.08,0.01,0.45,351829.06,72.16
2010-05-01,2,Victoria,2440,2072.0,,2072.0,1356,1.53,0.01,0.44,351829.06,58.96
2010-08-01,3,Victoria,2440,2228.0,,2228.0,996,2.24,0.01,0.44,351829.06,63.4
2010-12-01,4,Victoria,2440,1636.0,,1636.0,720,2.27,0.0,0.93,351829.06,46.55
2011-01-01,1,Victoria,2440,1284.0,,1284.0,684,1.88,0.0,0.44,357625.72,35.9
2011-05-01,2,Victoria,2440,1692.0,,1692.0,792,2.14,0.02,0.41,357625.72,47.31
2011-09-01,3,Victoria,2440,2148.0,,2148.0,992,2.17,0.0,2.24,357625.72,60.06
2011-10-01,4,Victoria,2440,1444.0,,1444.0,656,2.2,0.04,0.46,357625.72,40.38
2012-02-01,1,Victoria,2440,1152.0,,1152.0,640,1.8,0.0,0.4,364130.69,31.64
2012-06-01,2,Victoria,2440,1596.0,,1596.0,860,1.86,0.0,0.57,364130.69,43.83
2012-09-01,3,Victoria,2440,2436.0,,2436.0,868,2.81,0.12,0.76,364130.69,66.9
2012-11-01,4,Victoria,2440,1616.0,,1616.0,660,2.45,0.24,0.53,364130.69,44.38
2013-03-01,1,Victoria,2440,1152.0,,1152.0,516,2.23,0.34,0.49,369521.41,31.18
2013-04-01,2,Victoria,2440,1152.0,,1152.0,684,1.68,0.36,0.38,369521.41,31.18
2013-09-01,3,Victoria,2440,2484.0,,2484.0,840,2.96,0.4,0.51,369521.41,67.22
2013-12-01,4,Victoria,2440,1952.0,,1952.0,668,2.92,0.44,0.51,369521.41,52.83
2014-01-01,1,Victoria,2440,764.0,,764.0,576,1.33,0.26,0.71,375048.81,20.37
2014-06-01,2,Victoria,2440,1620.0,64.0,1556.0,744,2.18,0.17,0.36,375048.81,43.19
2014-07-01,3,Victoria,2440,1504.0,112.0,1392.0,860,1.75,0.09,0.75,375048.81,40.1
2014-11-01,4,Victoria,2440,1372.0,72.0,1300.0,736,1.86,0.11,0.46,375048.81,36.58
2015-01-01,1,Victoria,2440,1904.0,136.0,1768.0,816,2.33,0.14,0.72,383797.78,49.61
2015-04-01,2,Victoria,2440,2032.0,176.0,1856.0,924,2.2,0.16,0.99,383797.78,52.94
2015-09-01,3,Victoria,2440,2136.0,196.0,1940.0,1116,1.91,0.1,0.5,383797.78,55.65
2015-11-01,4,Victoria,2440,1960.0,156.0,1804.0,936,2.09,0.11,0.92,383797.78,51.07
2016-03-01,1,Victoria,2440,2372.0,248.0,2124.0,1212,1.96,0.08,1.03,389897.66,60.84
2016-04-01,2,Victoria,2440,3980.0,308.0,3672.0,1372,2.9,0.2,0.82,389897.66,102.08
2016-07-01,3,Victoria,2440,2872.0,248.0,2624.0,1436,2.0,0.16,1.01,389897.66,73.66
2016-10-01,4,Victoria,2440,2508.0,284.0,2224.0,1292,1.94,0.15,1.01,389897.66,64.32
2017-01-01,1,Victoria,2440,2180.0,312.0,1868.0,1360,1.6,0.08,0.88,396024.78,55.05
2017-05-01,2,Victoria,2440,2692.0,268.0,2424.0,1420,1.9,0.09,0.67,396024.78,67.98
2017-07-01,3,Victoria,2440,5912.0,172.0,5740.0,1296,4.56,0.25,1.12,396024.78,149.28
2017-11-01,4,Victoria,2440,4664.0,220.0,4444.0,1344,3.47,0.21,3.58,396024.78,117.77
2018-02-01,1,Victoria,2440,2860.0,136.0,2724.0,896,3.19,0.22,1.26,402702.78,71.02
2018-06-01,2,Victoria,2440,4212.0,356.0,3856.0,1636,2.57,0.15,1.67,402702.78,104.59
2018-09-01,3,Victoria,2440,5040.0,324.0,4716.0,1436,3.51,0.21,1.72,402702.78,125.15
2018-11-01,4,Victoria,2440,4980.0,280.0,4700.0,1120,4.45,0.38,1.49,402702.78,123.66
2019-02-01,1,Victoria,2440,2984.0,128.0,2856.0,764,3.91,0.27,0.86,408794.41,73.0
2019-05-01,2,Victoria,2440,3472.0,216.0,3256.0,1092,3.18,0.16,1.82,408794.41,84.93
2019-08-01,3,Victoria,2440,3820.0,216.0,3604.0,1032,3.7,0.19,1.06,408794.41,93.45
2019-12-01,4,Victoria,2440,3720.0,172.0,3548.0,964,3.86,0.31,1.35,408794.41,91.0
2020-02-01,1,Victoria,2440,2520.0,228.0,2292.0,960,2.63,0.12,0.77,412649.88,61.07
2020-06-01,2,Victoria,2440,3748.0,216.0,3532.0,1140,3.29,0.18,0.95,412649.88,90.83
2020-09-01,3,Victoria,2440,3120.0,208.0,2912.0,1108,2.82,0.16,1.12,412649.88,75.61
2020-12-01,4,Victoria,2440,3448.0,276.0,3172.0,1148,3.0,0.2,1.19,412649.88,83.56
2021-03-01,1,Victoria,2440,3896.0,256.0,3640.0,1356,2.87,0.17,1.31,421449.88,92.44
2021-04-01,2,Victoria,2440,3636.0,248.0,3388.0,1452,2.5,0.12,0.79,421449.88,86.27
2021-08-01,3,Victoria,2440,6420.0,248.0,6172.0,1192,5.39,0.39,0.91,421449.88,152.33
2021-10-01,4,Victoria,2440,5284.0,216.0,5068.0,1224,4.32,0.25,1.12,421449.88,125.38
2022-03-01,1,Victoria,2440,3280.0,192.0,3088.0,1032,3.18,0.12,1.45,430221.23,76.24
2022-05-01,2,Victoria,2440,3572.0,244.0,3328.0,1164,3.07,0.23,1.41,430221.23,83.03
2022-07-01,3,Victoria,2440,6404.0,396.0,6008.0,1456,4.4,0.23,1.42,430221.23,148.85
2022-12-01,4,Victoria,2440,5892.0,156.0,5736.0,848,6.95,0.48,1.36,430221.23,136.95
2023-03-01,1,Victoria,2440,4352.0,160.0,4192.0,620,7.02,0.55,1.23,437320.3,99.52
2023-04-01,2,Victoria,2440,2904.0,236.0,2668.0,820,3.54,0.24,1.09,437320.3,66.4
2023-07-01,3,Victoria,2440,5356.0,100.0,5256.0,636,8.42,0.46,1.38,437320.3,122.47
2023-12-01,4,Victoria,2440,7356.0,120.0,7236.0,696,10.57,0.62,1.44,437320.3,168.21
1988-06-01,2,Winnipeg,2680,2432.0,,,1504,1.62,0.0,0.0,665928.95,36.52
1988-07-01,3,Winnipeg,2680,4868.0,,,3556,1.37,0.0,0.17,665928.95,73.1
1988-12-01,4,Winnipeg,2680,2916.0,,,2232,1.31,0.0,0.11,665928.95,43.79
1989-01-01,1,Winnipeg,2680,2148.0,,,1460,1.47,0.0,0.31,670512.15,32.04
1989-04-01,2,Winnipeg,2680,3216.0,,,2288,1.41,0.01,0.0,670512.15,47.96
1989-07-01,3,Winnipeg,2680,4168.0,,,3068,1.36,0.01,0.0,670512.15,62.16
1989-10-01,4,Winnipeg,2680,2376.0,,,2032,1.17,0.0,0.0,670512.15,35.44
1990-01-01,1,Winnipeg,2680,2228.0,,,2220,1.0,0.0,0.18,676292.54,32.94
1990-04-01,2,Winnipeg,2680,2668.0,,,2240,1.19,0.01,0.57,676292.54,39.45
1990-07-01,3,Winnipeg,2680,2588.0,,,2140,1.21,0.01,1.14,676292.54,38.27
1990-10-01,4,Winnipeg,2680,1104.0,,,1104,1.0,0.0,1.38,676292.54,16.32
1991-02-01,1,Winnipeg,2680,732.0,,,680,1.08,0.0,1.44,678041.23,10.8
1991-06-01,2,Winnipeg,2680,904.0,,,904,1.0,0.0,1.06,678041.23,13.33
1991-08-01,3,Winnipeg,2680,2448.0,,,1440,1.7,0.0,1.38,678041.23,36.1
1991-11-01,4,Winnipeg,2680,1312.0,,,1028,1.28,0.0,0.49,678041.23,19.35
1992-01-01,1,Winnipeg,2680,1208.0,,,668,1.81,0.0,0.85,680620.85,17.75
1992-06-01,2,Winnipeg,2680,1368.0,,,1368,1.0,0.0,0.87,680620.85,20.1
1992-07-01,3,Winnipeg,2680,2156.0,,,1464,1.47,0.0,0.75,680620.85,31.68
1992-10-01,4,Winnipeg,2680,1748.0,,,1592,1.1,0.02,0.48,680620.85,25.68
1993-01-01,1,Winnipeg,2680,612.0,,,580,1.06,0.01,0.43,682176.68,8.97
1993-04-01,2,Winnipeg,2680,1528.0,,,1456,1.05,0.0,0.58,682176.68,22.4
1993-07-01,3,Winnipeg,2680,2136.0,,,1308,1.63,0.0,0.65,682176.68,31.31
1993-10-01,4,Winnipeg,2680,1884.0,,,1584,1.19,0.0,0.46,682176.68,27.62
1994-01-01,1,Winnipeg,2680,1048.0,,,708,1.48,0.0,0.54,685224.26,15.29
1994-05-01,2,Winnipeg,2680,2240.0,,,1796,1.25,0.01,0.35,685224.26,32.69
1994-07-01,3,Winnipeg,2680,1864.0,,,1588,1.17,0.0,0.34,685224.26,27.2
1994-10-01,4,Winnipeg,2680,964.0,,,764,1.26,0.0,0.18,685224.26,14.07
1995-03-01,1,Winnipeg,2680,604.0,,,524,1.15,0.0,0.27,685442.66,8.83
