reference_period,ref_qq,metro,metcode,dweltype,mkttycd,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,starts_per_10kpop
2013-05-01,2,Vancouver,2410,4.0,3.0,2336.0,,2336.0,416,5.62,0.12,1.67,,,60,92,20,172,119.37,1284.91,409423.26,349900.0,546900.0,2502439.06,9.33
2013-04-01,2,Vancouver,2410,2.0,1.0,416.0,,416.0,208,2.0,0.0,0.75,,,,,,,,,,,,2502439.06,1.66
2013-06-01,2,Vancouver,2410,5.0,3.0,9964.0,,9964.0,124,80.35,8.29,4.53,,1748,548,12,,2308,39.8,428.37,408632.57,280900.0,1095000.0,2502439.06,39.82
2013-09-01,3,Vancouver,2410,2.0,3.0,216.0,,216.0,108,2.0,0.0,2.22,,,,,,,,,,,,2502439.06,0.86
2013-07-01,3,Vancouver,2410,5.0,3.0,10724.0,,10724.0,124,86.48,9.48,4.39,,336,312,52,,700,38.37,412.96,126882.86,0.0,344900.0,2502439.06,42.85
2013-09-01,3,Vancouver,2410,1.0,3.0,20.0,,20.0,20,1.0,0.0,4.8,,,,,,,,,,,,2502439.06,0.08
2013-09-01,3,Vancouver,2410,4.0,3.0,2508.0,,2508.0,508,4.94,0.17,1.65,,,,24,,24,0.0,0.0,0.0,0.0,0.0,2502439.06,10.02
2013-07-01,3,Vancouver,2410,1.0,1.0,3808.0,,3808.0,3808,1.0,0.0,0.68,,,,,,,,,,,,2502439.06,15.22
2013-09-01,3,Vancouver,2410,1.0,2.0,500.0,,500.0,500,1.0,0.0,1.34,,,,,,,,,,,,2502439.06,2.0
2013-07-01,3,Vancouver,2410,2.0,1.0,280.0,,280.0,140,2.0,0.0,1.17,,,,,,,,,,,,2502439.06,1.12
2013-07-01,3,Vancouver,2410,5.0,2.0,3020.0,,3020.0,1252,2.41,0.38,0.48,,,,,,,,,,,,2502439.06,12.07
2013-11-01,4,Vancouver,2410,2.0,3.0,208.0,,208.0,104,2.0,0.0,1.46,,,,,,,,,,,,2502439.06,0.83
2013-10-01,4,Vancouver,2410,4.0,1.0,64.0,,64.0,16,4.0,0.0,0.5,,,,,,,,,,,,2502439.06,0.26
2013-12-01,4,Vancouver,2410,2.0,1.0,416.0,,416.0,208,2.0,0.0,2.65,,,,,,,,,,,,2502439.06,1.66
2013-12-01,4,Vancouver,2410,1.0,1.0,3676.0,,3676.0,3676,1.0,0.0,0.98,,,,,,,,,,,,2502439.06,14.69
2013-12-01,4,Vancouver,2410,4.0,3.0,2524.0,,2524.0,444,5.68,0.1,2.22,,,24,52,4,80,136.35,1467.66,349420.0,0.0,499900.0,2502439.06,10.09
2013-10-01,4,Vancouver,2410,5.0,3.0,9572.0,,9572.0,116,82.52,8.62,4.62,20,472,1356,124,,1972,66.94,720.53,257182.48,0.0,739900.0,2502439.06,38.25
2013-10-01,4,Vancouver,2410,1.0,2.0,460.0,,460.0,460,1.0,0.0,2.58,,,,,,,,,,,,2502439.06,1.84
2013-11-01,4,Vancouver,2410,4.0,2.0,32.0,,32.0,4,8.0,0.0,6.0,,,,,,,,,,,,2502439.06,0.13
2013-10-01,4,Vancouver,2410,5.0,2.0,2044.0,,2044.0,1188,1.72,0.39,0.5,,,,,,,,,,,,2502439.06,8.17
2013-11-01,4,Vancouver,2410,1.0,3.0,24.0,,24.0,24,1.0,0.0,1.33,,,,,,,,,,,,2502439.06,0.1
2014-02-01,1,Vancouver,2410,1.0,2.0,376.0,,376.0,376,1.0,0.0,1.62,,,,,,,,,,,,2539789.5,1.48
2014-02-01,1,Vancouver,2410,5.0,2.0,2768.0,,2768.0,1100,2.52,0.54,0.65,,,,,,,,,,,,2539789.5,10.9
2014-02-01,1,Vancouver,2410,4.0,3.0,2488.0,,2488.0,448,5.55,0.51,2.59,,,,132,,132,45.42,488.94,209221.21,0.0,570000.0,2539789.5,9.8
2014-02-01,1,Vancouver,2410,2.0,3.0,216.0,,216.0,108,2.0,0.0,2.11,,,,,,,,,,,,2539789.5,0.85
2014-02-01,1,Vancouver,2410,1.0,3.0,36.0,,36.0,36,1.0,0.0,0.89,,,,,,,,,,,,2539789.5,0.14
2014-02-01,1,Vancouver,2410,2.0,1.0,248.0,,248.0,124,2.0,0.0,0.84,,,,,,,,,,,,2539789.5,0.98
2014-02-01,1,Vancouver,2410,1.0,1.0,2992.0,,2992.0,2992,1.0,0.0,0.84,,,,,,,,,,,,2539789.5,11.78
2014-01-01,1,Vancouver,2410,5.0,3.0,8368.0,,8368.0,136,61.53,6.5,4.06,4,692,916,88,,1700,40.78,438.99,218640.24,0.0,1090900.0,2539789.5,32.95
2014-04-01,2,Vancouver,2410,5.0,1.0,408.0,,408.0,4,102.0,4.0,4.0,,288,40,,,328,0.0,0.0,0.0,0.0,0.0,2539789.5,1.61
2014-06-01,2,Vancouver,2410,2.0,3.0,152.0,,152.0,76,2.0,0.0,2.37,,,,,,,,,,,,2539789.5,0.6
2014-04-01,2,Vancouver,2410,4.0,3.0,2660.0,,2660.0,480,5.54,0.18,1.81,,,60,304,4,368,154.43,1662.32,107425.96,0.0,799000.0,2539789.5,10.47
2014-05-01,2,Vancouver,2410,2.0,1.0,288.0,,288.0,144,2.0,0.0,0.5,,,,,,,,,,,,2539789.5,1.13
2014-04-01,2,Vancouver,2410,1.0,1.0,4096.0,,4096.0,4096,1.0,0.0,0.59,,,,,,,,,,,,2539789.5,16.13
2014-06-01,2,Vancouver,2410,1.0,3.0,4.0,,4.0,4,1.0,0.0,3.0,,,,,,,,,,,,2539789.5,0.02
2014-05-01,2,Vancouver,2410,5.0,2.0,2260.0,532.0,1728.0,1612,1.4,0.14,0.38,,,,,,,,,,,,2539789.5,8.9
2014-05-01,2,Vancouver,2410,1.0,2.0,488.0,,488.0,488,1.0,0.0,1.27,,,,,,,,,,,,2539789.5,1.92
2014-04-01,2,Vancouver,2410,5.0,3.0,8572.0,,8572.0,116,73.9,8.24,4.17,,408,1020,28,,1456,18.7,201.23,209359.89,0.0,1575000.0,2539789.5,33.75
2014-08-01,3,Vancouver,2410,1.0,3.0,32.0,,32.0,32,1.0,0.0,4.75,,,,,,,,,,,,2539789.5,0.13
2014-09-01,3,Vancouver,2410,1.0,1.0,4456.0,,4456.0,4456,1.0,0.0,0.61,,,,,,,,,,,,2539789.5,17.54
2014-07-01,3,Vancouver,2410,5.0,2.0,3636.0,1956.0,1680.0,1960,1.86,0.07,0.42,,,,,,,,,,,,2539789.5,14.32
2014-07-01,3,Vancouver,2410,2.0,1.0,432.0,,432.0,216,2.0,0.0,0.61,,,,,,,,,,,,2539789.5,1.7
2014-08-01,3,Vancouver,2410,1.0,2.0,432.0,,432.0,432,1.0,0.0,1.89,,,,,,,,,,,,2539789.5,1.7
2014-07-01,3,Vancouver,2410,4.0,3.0,2652.0,,2652.0,488,5.43,0.0,2.81,,,44,168,28,240,144.15,1551.62,225243.33,0.0,614900.0,2539789.5,10.44
2014-07-01,3,Vancouver,2410,2.0,3.0,184.0,,184.0,92,2.0,0.0,5.39,,,,,,,,,,,,2539789.5,0.72
2014-08-01,3,Vancouver,2410,4.0,1.0,16.0,,16.0,4,4.0,0.0,0.0,,,,,,,,,,,,2539789.5,0.06
2014-07-01,3,Vancouver,2410,5.0,3.0,10184.0,,10184.0,148,68.81,6.65,3.89,16,1456,1376,288,,3136,75.22,809.64,107201.23,0.0,2898000.0,2539789.5,40.1
2014-07-01,3,Vancouver,2410,4.0,4.0,120.0,,120.0,20,6.0,0.0,4.4,,,,,,,,,,,,2539789.5,0.47
2014-11-01,4,Vancouver,2410,5.0,2.0,2708.0,1740.0,968.0,1748,1.55,0.05,0.59,,,,,,,,,,,,2539789.5,10.66
2014-11-01,4,Vancouver,2410,5.0,3.0,7540.0,,7540.0,92,81.96,6.43,4.83,12,472,1384,40,8,1916,66.04,710.8,164719.42,0.0,720463.0,2539789.5,29.69
2014-12-01,4,Vancouver,2410,2.0,3.0,168.0,,168.0,84,2.0,0.0,1.76,,,,,,,,,,,,2539789.5,0.66
2014-10-01,4,Vancouver,2410,1.0,2.0,436.0,,436.0,436,1.0,0.0,1.16,,,,,,,,,,,,2539789.5,1.72
2014-10-01,4,Vancouver,2410,4.0,2.0,40.0,,40.0,4,10.0,0.0,0.0,,,,,,,,,,,,2539789.5,0.16
2014-11-01,4,Vancouver,2410,2.0,1.0,344.0,,344.0,172,2.0,0.0,0.58,,,,,,,,,,,,2539789.5,1.35
2014-11-01,4,Vancouver,2410,1.0,1.0,4136.0,,4136.0,4136,1.0,0.0,0.68,,,,,,,,,,,,2539789.5,16.28
2014-10-01,4,Vancouver,2410,4.0,3.0,2900.0,,2900.0,504,5.75,0.06,1.73,,,104,328,24,456,129.76,1396.76,214214.91,0.0,945000.0,2539789.5,11.42
2014-10-01,4,Vancouver,2410,1.0,3.0,12.0,,12.0,12,1.0,0.0,0.0,,,,,,,,,,,,2539789.5,0.05
2015-03-01,1,Vancouver,2410,1.0,2.0,460.0,,460.0,460,1.0,0.0,2.03,,,,,,,,,,,,2577770.0,1.78
2015-02-01,1,Vancouver,2410,2.0,1.0,336.0,,336.0,168,2.0,0.0,1.02,,,,,,,,,,,,2577770.0,1.3
2015-01-01,1,Vancouver,2410,4.0,1.0,32.0,,32.0,8,4.0,0.0,1.5,,,,,,,,,,,,2577770.0,0.12
2015-01-01,1,Vancouver,2410,5.0,3.0,8436.0,,8436.0,92,91.7,10.48,5.3,4,1548,1316,408,,3276,68.92,741.8,459510.82,0.0,2499900.0,2577770.0,32.73
2015-01-01,1,Vancouver,2410,5.0,2.0,2192.0,1212.0,980.0,1224,1.79,0.08,0.82,,,,,,,,,,,,2577770.0,8.5
2015-01-01,1,Vancouver,2410,2.0,3.0,304.0,,304.0,152,2.0,0.0,3.45,,,,,,,,,,,,2577770.0,1.18
2015-01-01,1,Vancouver,2410,4.0,3.0,2016.0,,2016.0,364,5.54,0.0,3.02,,4,120,204,124,452,159.93,1721.46,439412.96,0.0,1349900.0,2577770.0,7.82
2015-02-01,1,Vancouver,2410,1.0,3.0,32.0,,32.0,32,1.0,0.0,1.5,,,,,,,,,,,,2577770.0,0.12
2015-03-01,1,Vancouver,2410,1.0,1.0,3324.0,,3324.0,3324,1.0,0.0,0.83,,,,,,,,,,,,2577770.0,12.89
2015-06-01,2,Vancouver,2410,5.0,3.0,10620.0,,10620.0,104,102.12,12.85,5.81,60,2308,1624,340,,4332,56.5,608.12,251824.65,0.0,2199900.0,2577770.0,41.2
2015-04-01,2,Vancouver,2410,2.0,1.0,344.0,,344.0,172,2.0,0.0,0.58,,,,,,,,,,,,2577770.0,1.33
2015-05-01,2,Vancouver,2410,5.0,2.0,4092.0,1864.0,2228.0,1876,2.18,0.12,0.68,,,,,,,,,,,,2577770.0,15.87
2015-04-01,2,Vancouver,2410,4.0,3.0,2260.0,,2260.0,364,6.21,0.0,1.45,,,8,276,124,408,142.35,1532.27,288026.31,0.0,675000.0,2577770.0,8.77
2015-06-01,2,Vancouver,2410,2.0,3.0,104.0,,104.0,52,2.0,0.0,4.46,,,,,,,,,,,,2577770.0,0.4
2015-04-01,2,Vancouver,2410,1.0,2.0,492.0,,492.0,492,1.0,0.0,1.78,,,,,,,,,,,,2577770.0,1.91
2015-06-01,2,Vancouver,2410,1.0,3.0,96.0,,96.0,96,1.0,0.0,1.46,,,,,,,,,,,,2577770.0,0.37
2015-04-01,2,Vancouver,2410,1.0,1.0,4612.0,,4612.0,4612,1.0,0.0,0.77,,,,,,,,,,,,2577770.0,17.89
2015-07-01,3,Vancouver,2410,1.0,1.0,4496.0,,4496.0,4496,1.0,0.0,0.74,,,,,,,,,,,,2577770.0,17.44
2015-08-01,3,Vancouver,2410,1.0,2.0,516.0,,516.0,516,1.0,0.0,1.35,,,,,,,,,,,,2577770.0,2.0
2015-09-01,3,Vancouver,2410,4.0,1.0,64.0,,64.0,16,4.0,0.0,0.5,,,,,,,,,,,,2577770.0,0.25
2015-07-01,3,Vancouver,2410,5.0,2.0,2544.0,2060.0,484.0,2068,1.23,0.03,0.52,,,,,,,,,,,,2577770.0,9.87
2015-07-01,3,Vancouver,2410,5.0,3.0,9960.0,,9960.0,96,103.75,10.88,4.96,4,396,2388,88,,2876,72.76,783.17,214387.96,0.0,966000.0,2577770.0,38.64
2015-08-01,3,Vancouver,2410,2.0,3.0,168.0,,168.0,84,2.0,0.0,2.05,,,,,,,,,,,,2577770.0,0.65
2015-08-01,3,Vancouver,2410,4.0,3.0,2852.0,,2852.0,488,5.84,0.0,1.3,,,,232,148,380,128.68,1385.14,215558.95,0.0,675000.0,2577770.0,11.06
2015-09-01,3,Vancouver,2410,1.0,3.0,52.0,,52.0,52,1.0,0.0,2.31,,,,,,,,,,,,2577770.0,0.2
2015-09-01,3,Vancouver,2410,2.0,1.0,312.0,,312.0,156,2.0,0.0,0.79,,,,,,,,,,,,2577770.0,1.21
2015-08-01,3,Vancouver,2410,5.0,1.0,228.0,,228.0,4,57.0,9.0,5.0,,200,16,12,,228,31.72,341.42,493740.35,334900.0,1461900.0,2577770.0,0.88
2015-12-01,4,Vancouver,2410,1.0,3.0,84.0,,84.0,84,1.0,0.0,4.38,,,,,,,,,,,,2577770.0,0.33
2015-12-01,4,Vancouver,2410,4.0,1.0,136.0,,136.0,32,4.25,0.0,0.75,,,,80,,80,0.0,0.0,360600.0,329900.0,395900.0,2577770.0,0.53
2015-10-01,4,Vancouver,2410,1.0,1.0,3692.0,,3692.0,3692,1.0,0.0,0.64,,,,,,,,,,,,2577770.0,14.32
2015-12-01,4,Vancouver,2410,2.0,3.0,136.0,,136.0,68,2.0,0.0,3.35,,,,,,,,,,,,2577770.0,0.53
2015-10-01,4,Vancouver,2410,1.0,2.0,632.0,,632.0,632,1.0,0.0,1.14,,,,,,,,,,,,2577770.0,2.45
2015-10-01,4,Vancouver,2410,5.0,2.0,4312.0,1624.0,2688.0,1656,2.6,0.17,0.47,,,,,,,,,,,,2577770.0,16.73
2015-12-01,4,Vancouver,2410,2.0,1.0,240.0,,240.0,120,2.0,0.0,0.9,,,,,,,,,,,,2577770.0,0.93
2015-11-01,4,Vancouver,2410,4.0,3.0,2688.0,,2688.0,452,5.95,0.0,1.46,,,128,128,52,308,121.66,1309.56,441838.96,0.0,868800.0,2577770.0,10.43
2015-11-01,4,Vancouver,2410,5.0,3.0,10588.0,,10588.0,108,98.04,8.52,6.0,32,892,1056,124,,2104,72.41,779.4,198843.11,0.0,1375900.0,2577770.0,41.07
2016-01-01,1,Vancouver,2410,5.0,2.0,6984.0,1816.0,5168.0,1852,3.77,0.3,1.11,,,,,,,,,,,,2611912.25,26.74
2016-03-01,1,Vancouver,2410,4.0,1.0,112.0,,112.0,24,4.67,0.0,2.0,,,,,,,,,,,,2611912.25,0.43
2016-01-01,1,Vancouver,2410,1.0,2.0,604.0,,604.0,604,1.0,0.0,2.19,,,,,,,,,,,,2611912.25,2.31
2016-01-01,1,Vancouver,2410,5.0,3.0,13012.0,,13012.0,148,87.92,9.35,5.92,112,1280,1656,300,,3348,53.11,571.63,323653.63,0.0,2999000.0,2611912.25,49.82
2016-01-01,1,Vancouver,2410,2.0,1.0,256.0,,256.0,128,2.0,0.0,2.06,,,,,,,,,,,,2611912.25,0.98
2016-02-01,1,Vancouver,2410,1.0,3.0,68.0,,68.0,68,1.0,0.0,4.12,,,,,,,,,,,,2611912.25,0.26
2016-01-01,1,Vancouver,2410,2.0,2.0,8.0,,8.0,4,2.0,0.0,1.0,,,,,,,,,,,,2611912.25,0.03
2016-01-01,1,Vancouver,2410,4.0,3.0,2980.0,,2980.0,572,5.21,0.0,2.05,,,28,104,24,156,132.59,1427.18,343225.64,0.0,569900.0,2611912.25,11.41
2016-02-01,1,Vancouver,2410,1.0,1.0,4116.0,,4116.0,4116,1.0,0.0,1.17,,,,,,,,,,,,2611912.25,15.76
2016-02-01,1,Vancouver,2410,2.0,3.0,184.0,,184.0,92,2.0,0.0,1.48,,,,,,,,,,,,2611912.25,0.7
2016-06-01,2,Vancouver,2410,5.0,1.0,120.0,,120.0,4,30.0,4.0,9.0,,4,4,,,8,0.0,0.0,349900.0,329900.0,369900.0,2611912.25,0.46
2016-05-01,2,Vancouver,2410,2.0,1.0,368.0,,368.0,184,2.0,0.0,0.57,,,,,,,,,,,,2611912.25,1.41
2016-06-01,2,Vancouver,2410,4.0,1.0,16.0,,16.0,4,4.0,0.0,4.0,,,,,,,,,,,,2611912.25,0.06
2016-04-01,2,Vancouver,2410,1.0,1.0,4916.0,,4916.0,4916,1.0,0.0,0.76,,,,,,,,,,,,2611912.25,18.82
2016-06-01,2,Vancouver,2410,1.0,3.0,72.0,,72.0,72,1.0,0.0,3.61,,,,,,,,,,,,2611912.25,0.28
2016-05-01,2,Vancouver,2410,5.0,3.0,16112.0,,16112.0,164,98.24,9.85,5.61,76,3164,2476,528,,6244,71.17,766.11,205515.09,0.0,3888900.0,2611912.25,61.69
2016-04-01,2,Vancouver,2410,2.0,3.0,56.0,,56.0,28,2.0,0.0,5.14,,,,,,,,,,,,2611912.25,0.21
2016-04-01,2,Vancouver,2410,1.0,2.0,804.0,,804.0,804,1.0,0.0,1.51,,,,,,,,,,,,2611912.25,3.08
2016-04-01,2,Vancouver,2410,4.0,3.0,3576.0,,3576.0,648,5.52,0.0,1.67,,,8,100,136,244,154.69,1665.05,470096.72,0.0,2000000.0,2611912.25,13.69
2016-04-01,2,Vancouver,2410,5.0,2.0,4996.0,2160.0,2836.0,2192,2.28,0.13,0.68,,,,,,,,,,,,2611912.25,19.13
2016-07-01,3,Vancouver,2410,5.0,3.0,13508.0,,13508.0,160,84.43,11.28,5.03,8,356,1012,144,,1520,78.17,841.43,473275.86,0.0,1129900.0,2611912.25,51.72
2016-07-01,3,Vancouver,2410,4.0,3.0,3600.0,,3600.0,664,5.42,0.0,1.98,,,8,204,308,520,147.52,1587.92,1091010.31,649900.0,1650000.0,2611912.25,13.78
2016-09-01,3,Vancouver,2410,5.0,4.0,216.0,,216.0,4,54.0,3.0,9.0,,,,,,,,,,,,2611912.25,0.83
2016-08-01,3,Vancouver,2410,1.0,1.0,4968.0,,4968.0,4968,1.0,0.0,1.04,,,,,,,,,,,,2611912.25,19.02
2016-07-01,3,Vancouver,2410,4.0,1.0,48.0,,48.0,8,6.0,0.0,0.0,,,,,,,,,,,,2611912.25,0.18
2016-08-01,3,Vancouver,2410,1.0,3.0,196.0,,196.0,196,1.0,0.0,3.16,,,,,,,,,,,,2611912.25,0.75
2016-08-01,3,Vancouver,2410,5.0,2.0,5364.0,2308.0,3056.0,2324,2.31,0.13,0.95,,,,,,,,,,,,2611912.25,20.54
2016-08-01,3,Vancouver,2410,2.0,3.0,176.0,,176.0,88,2.0,0.0,1.68,,,,,,,,,,,,2611912.25,0.67
2016-08-01,3,Vancouver,2410,1.0,2.0,620.0,,620.0,620,1.0,0.0,1.77,,,,,,,,,,,,2611912.25,2.37
2016-09-01,3,Vancouver,2410,2.0,1.0,328.0,,328.0,164,2.0,0.0,2.15,,,,,,,,,,,,2611912.25,1.26
2016-11-01,4,Vancouver,2410,5.0,3.0,7848.0,,7848.0,104,75.46,9.77,7.81,20,24,324,40,,408,84.54,909.97,1212833.28,0.0,4300000.0,2611912.25,30.05
2016-10-01,4,Vancouver,2410,1.0,2.0,492.0,,492.0,492,1.0,0.0,1.75,,,,,,,,,,,,2611912.25,1.88
2016-11-01,4,Vancouver,2410,4.0,1.0,28.0,,28.0,8,3.5,0.0,0.5,,,,,,,,,,,,2611912.25,0.11
2016-12-01,4,Vancouver,2410,4.0,2.0,128.0,,128.0,4,32.0,0.0,12.0,,,,,,,,,,,,2611912.25,0.49
2016-12-01,4,Vancouver,2410,4.0,3.0,3104.0,,3104.0,600,5.17,0.0,2.28,,,40,328,80,448,146.83,1580.47,802544.06,0.0,1668240.0,2611912.25,11.88
2016-11-01,4,Vancouver,2410,2.0,1.0,176.0,,176.0,88,2.0,0.0,1.18,,,,,,,,,,,,2611912.25,0.67
2016-12-01,4,Vancouver,2410,2.0,3.0,168.0,,168.0,84,2.0,0.0,2.67,,,,,,,,,,,,2611912.25,0.64
2016-10-01,4,Vancouver,2410,1.0,1.0,3576.0,,3576.0,3576,1.0,0.0,0.96,,,,,,,,,,,,2611912.25,13.69
2016-10-01,4,Vancouver,2410,5.0,2.0,7364.0,1788.0,5576.0,1808,4.07,0.34,0.89,,,40,36,,76,122.95,1323.39,869047.63,777000.0,1188900.0,2611912.25,28.19
2016-11-01,4,Vancouver,2410,5.0,4.0,144.0,,144.0,4,36.0,3.0,11.0,,,,,,,,,,,,2611912.25,0.55
2016-10-01,4,Vancouver,2410,1.0,3.0,244.0,,244.0,244,1.0,0.0,2.69,,,,,,,,,,,,2611912.25,0.93
2017-01-01,1,Vancouver,2410,1.0,3.0,104.0,,104.0,104,1.0,0.0,3.38,,,,,,,,,,,,2652526.91,0.39
2017-01-01,1,Vancouver,2410,5.0,2.0,2808.0,1516.0,1292.0,1508,1.86,0.11,1.43,,,,12,,12,146.0,1571.53,1159900.0,1159900.0,1159900.0,2652526.91,10.59
2017-03-01,1,Vancouver,2410,2.0,3.0,64.0,,64.0,32,2.0,0.0,2.75,,,,,,,,,,,,2652526.91,0.24
2017-02-01,1,Vancouver,2410,1.0,2.0,360.0,,360.0,360,1.0,0.0,1.98,,,,,,,,,,,,2652526.91,1.36
2017-02-01,1,Vancouver,2410,2.0,1.0,192.0,,192.0,96,2.0,0.0,1.83,,,,,,,,,,,,2652526.91,0.72
2017-02-01,1,Vancouver,2410,4.0,1.0,32.0,,32.0,4,8.0,0.0,1.0,,,,,,,,,,,,2652526.91,0.12
2017-03-01,1,Vancouver,2410,1.0,1.0,3112.0,,3112.0,3112,1.0,0.0,1.64,,,,,,,,,,,,2652526.91,11.73
2017-02-01,1,Vancouver,2410,4.0,3.0,2352.0,,2352.0,424,5.55,0.0,3.42,,,20,268,120,408,115.85,1247.0,556335.43,0.0,1159900.0,2652526.91,8.87
2017-01-01,1,Vancouver,2410,5.0,3.0,12052.0,,12052.0,88,136.95,13.68,5.68,,260,400,112,,772,81.08,872.78,420371.59,0.0,1002190.0,2652526.91,45.44
2017-05-01,2,Vancouver,2410,1.0,3.0,252.0,,252.0,252,1.0,0.0,3.4,,,,,,,,,,,,2652526.91,0.95
2017-05-01,2,Vancouver,2410,5.0,3.0,14348.0,,14348.0,156,91.97,9.18,5.21,,780,880,224,4,1888,79.96,860.71,61067.73,0.0,708800.0,2652526.91,54.09
2017-05-01,2,Vancouver,2410,4.0,3.0,3712.0,,3712.0,648,5.73,0.0,3.25,,,8,172,172,352,124.58,1340.95,843970.84,480000.0,1759800.0,2652526.91,13.99
2017-06-01,2,Vancouver,2410,2.0,3.0,120.0,,120.0,60,2.0,0.0,2.87,,,,,,,,,,,,2652526.91,0.45
2017-04-01,2,Vancouver,2410,1.0,1.0,4472.0,,4472.0,4472,1.0,0.0,1.65,,,,,,,,,,,,2652526.91,16.86
2017-04-01,2,Vancouver,2410,5.0,2.0,4120.0,2008.0,2112.0,2076,1.98,0.13,1.33,,,,,,,,,,,,2652526.91,15.53
2017-06-01,2,Vancouver,2410,1.0,2.0,584.0,,584.0,584,1.0,0.0,2.37,,,,,,,,,,,,2652526.91,2.2
2017-05-01,2,Vancouver,2410,4.0,1.0,128.0,,128.0,28,4.57,0.0,1.14,,,,,,,,,,,,2652526.91,0.48
2017-04-01,2,Vancouver,2410,2.0,1.0,280.0,,280.0,140,2.0,0.0,1.2,,,,,,,,,,,,2652526.91,1.06
2017-07-01,3,Vancouver,2410,1.0,3.0,60.0,,60.0,60,1.0,0.0,3.93,,,,,,,,,,,,2652526.91,0.23
2017-07-01,3,Vancouver,2410,5.0,3.0,8296.0,,8296.0,136,61.0,6.85,4.18,,16,100,40,4,160,92.82,999.08,442053.38,0.0,899900.0,2652526.91,31.28
2017-08-01,3,Vancouver,2410,4.0,1.0,72.0,,72.0,12,6.0,0.0,3.0,,,,,,,,,,,,2652526.91,0.27
2017-07-01,3,Vancouver,2410,4.0,3.0,3268.0,,3268.0,612,5.34,0.0,2.05,,,,52,12,64,115.17,1239.69,1102173.44,469900.0,1674750.0,2652526.91,12.32
2017-07-01,3,Vancouver,2410,2.0,1.0,268.0,,268.0,136,1.97,0.0,1.26,,,,,,,,,,,,2652526.91,1.01
2017-09-01,3,Vancouver,2410,1.0,1.0,4920.0,,4920.0,4920,1.0,0.0,1.77,,,,,,,,,,,,2652526.91,18.55
2017-09-01,3,Vancouver,2410,2.0,3.0,144.0,,144.0,72,2.0,0.0,2.44,,,,,,,,,,,,2652526.91,0.54
2017-08-01,3,Vancouver,2410,1.0,2.0,712.0,,712.0,712,1.0,0.0,2.47,,,,,,,,,,,,2652526.91,2.68
2017-09-01,3,Vancouver,2410,5.0,2.0,5268.0,2348.0,2920.0,2388,2.21,0.1,1.19,,,,,,,,,,,,2652526.91,19.86
2017-10-01,4,Vancouver,2410,1.0,2.0,596.0,,596.0,596,1.0,0.0,5.93,,,,,,,,,,,,2652526.91,2.25
2017-10-01,4,Vancouver,2410,4.0,1.0,24.0,,24.0,4,6.0,0.0,6.0,,,,,,,,,,,,2652526.91,0.09
2017-11-01,4,Vancouver,2410,2.0,1.0,328.0,,328.0,164,2.0,0.0,11.51,,,,,,,,,,,,2652526.91,1.24
2017-10-01,4,Vancouver,2410,1.0,1.0,4436.0,,4436.0,4436,1.0,0.0,4.18,,,,,,,,,,,,2652526.91,16.72
2017-10-01,4,Vancouver,2410,4.0,3.0,3952.0,,3952.0,712,5.55,0.0,10.17,,,192,268,8,468,81.0,871.9,385195.29,249900.0,968000.0,2652526.91,14.9
2017-10-01,4,Vancouver,2410,5.0,2.0,3912.0,1928.0,1984.0,2032,1.93,0.13,2.75,,,,,,,,,,,,2652526.91,14.75
2017-11-01,4,Vancouver,2410,5.0,3.0,19188.0,,19188.0,140,137.06,13.69,7.37,252,1872,2216,276,,4616,71.93,774.26,150658.23,0.0,6403959.0,2652526.91,72.34
2017-12-01,4,Vancouver,2410,4.0,2.0,4.0,,4.0,4,1.0,0.0,0.0,,,,,,,,,,,,2652526.91,0.02
2017-10-01,4,Vancouver,2410,2.0,3.0,240.0,,240.0,120,2.0,0.0,18.13,,,,,,,,,,,,2652526.91,0.9
2017-11-01,4,Vancouver,2410,1.0,3.0,36.0,,36.0,36,1.0,0.0,25.33,,,,,,,,,,,,2652526.91,0.14
2018-03-01,1,Vancouver,2410,4.0,3.0,2524.0,,2524.0,444,5.68,0.0,5.29,,,4,236,48,288,122.44,1317.92,723455.28,0.0,1680000.0,2704459.53,9.33
2018-01-01,1,Vancouver,2410,1.0,2.0,828.0,,828.0,828,1.0,0.0,2.75,,,,,,,,,,,,2704459.53,3.06
2018-01-01,1,Vancouver,2410,4.0,1.0,24.0,,24.0,4,6.0,0.0,7.0,,,,,,,,,,,,2704459.53,0.09
2018-03-01,1,Vancouver,2410,1.0,3.0,8.0,,8.0,8,1.0,0.0,9.5,,,,,,,,,,,,2704459.53,0.03
2018-01-01,1,Vancouver,2410,2.0,3.0,48.0,,48.0,24,2.0,0.0,3.5,,,,,,,,,,,,2704459.53,0.18
2018-03-01,1,Vancouver,2410,1.0,1.0,3272.0,,3272.0,3272,1.0,0.0,1.62,,,,,,,,,,,,2704459.53,12.1
2018-03-01,1,Vancouver,2410,2.0,1.0,200.0,,200.0,100,2.0,0.0,1.44,,,,,,,,,,,,2704459.53,0.74
2018-01-01,1,Vancouver,2410,5.0,1.0,32.0,,32.0,4,8.0,2.0,7.0,,,,,,,,,,,,2704459.53,0.12
